size_D,duration_D,app,har,dba,ifc,source,nlan,telonuse,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_4,Generated_Var_5,Generated_Var_6,Generated_Var_7,Generated_Var_8,Generated_Var_9,Generated_Var_10,Generated_Var_11,Generated_Var_12,effort_D
0.07700631,0.044895414,0.04882306,0.11398336,0.083895326,0.18537062,0.25435704,0.2659555,0.28685898,0.03354901,0.14224431,0.024588391,0.26147196,0.025210649,0.112633854,0.050386906,0.04588449,0.062123984,0.07642096,0.2300383,0.24768457,0.031407014,0.03807819,0.025899053,0.2927331,0.12529767,0.14259939,0.16688904,0.3306386,0.120631665,0.24824673,0.10079658,0.15494744,0.107491344,0.17702697,0.20625952,0.2449058
0.08486337,0.045628984,0.056225717,0.17426747,0.08409262,0.19448775,0.2731096,0.35209975,0.36180574,0.041059196,0.11684093,0.040751427,0.30639365,0.03390014,0.15408078,0.08917144,0.07504076,0.10324511,0.11282146,0.29930562,0.28489244,0.03000553,0.041906476,0.06933141,0.26456544,0.0938113,0.09946214,0.11731037,0.29099786,0.068482935,0.21791203,0.06305298,0.22118272,0.14840293,0.122624144,0.17067279,0.24758774
0.08539728,0.124161914,0.08847126,0.049705237,0.21522939,0.2115637,0.19236983,0.07150661,0.12165736,0.028613612,0.296395,0.08243474,0.045172453,0.10087758,0.17374668,0.13302761,0.15609169,0.055351913,0.008222222,0.050931346,0.042717256,0.028841302,0.21069133,0.08385721,0.48761246,0.40235093,0.40423796,0.42798766,0.524058,0.3975311,0.4812969,0.3531314,0.008246243,0.012707233,0.46593067,0.45443472,0.30215183
0.1313192,0.07125032,0.06670901,0.1501283,0.070192456,0.16510713,0.23131965,0.33302113,0.31488478,0.056436017,0.09988272,0.051490873,0.2939004,0.044737846,0.11355415,0.090066254,0.057852685,0.10954735,0.12002471,0.28131017,0.28747934,0.05891277,0.043287933,0.07205516,0.24402343,0.07386257,0.09843728,0.123225845,0.2709298,0.07691139,0.20468526,0.059149414,0.20976202,0.15579,0.12689342,0.15996484,0.28117317
0.3609106,0.26811334,0.3818809,0.42920688,0.24995893,0.17548454,0.23652156,0.61262524,0.4234771,0.3042789,0.052928656,0.3594104,0.49218827,0.28877798,0.29727152,0.336335,0.4180262,0.48054206,0.4265842,0.5638111,0.4977447,0.22012503,0.28447688,0.43118975,0.19958434,0.09313476,0.06677809,0.08980759,0.13890351,0.10926041,0.15294166,0.12893376,0.5198147,0.503775,0.07135291,0.14511634,0.44428533
0.091625325,0.05953018,0.11586985,0.13610804,0.12041104,0.21243721,0.2840038,0.2873041,0.29657543,0.06896691,0.12741217,0.07316381,0.30763564,0.05204749,0.13964266,0.03278613,0.115133524,0.12736765,0.111827224,0.27132943,0.27989742,0.06573282,0.095514596,0.06289396,0.32369426,0.15204269,0.16371047,0.18933353,0.3403471,0.14821902,0.27381817,0.15397817,0.18644114,0.16676128,0.190962,0.22047141,0.2327126
0.07966309,0.14479843,0.17648122,0.15886292,0.34483886,0.35550654,0.31730187,0.09764679,0.15784924,0.07047407,0.42030954,0.14350846,0.14517766,0.16386652,0.23836389,0.118976355,0.25951308,0.13774818,0.05647935,0.099116065,0.10672412,0.088607684,0.34267634,0.16095138,0.56376874,0.45487025,0.45916915,0.48499158,0.57975715,0.4528442,0.52847487,0.4524644,0.10128431,0.10118902,0.49752033,0.52313614,0.26872003
0.21308705,0.1483699,0.121359944,0.16520259,0.027605236,0.06694263,0.13829039,0.3599993,0.25851595,0.13319294,0.059891164,0.11467609,0.28370532,0.08011964,0.07367438,0.11306363,0.07514095,0.15429625,0.1822207,0.29372528,0.3220904,0.10413863,0.040240824,0.12296161,0.19059902,0.033252344,0.057863712,0.09514601,0.21099263,0.0680463,0.14830512,0.022061616,0.22740199,0.18655047,0.10101314,0.0953919,0.3580509
0.08100286,0.07813357,0.067775846,0.059721887,0.104308784,0.1650874,0.20958532,0.14787255,0.19117261,0.048518226,0.16392845,0.046691656,0.10892913,0.04207346,0.11472696,0.04616809,0.09016818,0.059949577,0.048972636,0.1530901,0.15437067,0.03116496,0.11009991,0.03987536,0.3777791,0.23884818,0.258144,0.27995145,0.4274965,0.25584516,0.35643998,0.22673145,0.07755743,0.07589638,0.30729333,0.30599788,0.2723144
0.07773803,0.085121736,0.094200075,0.08853045,0.17330128,0.22024047,0.24044518,0.14138949,0.19842613,0.05930595,0.22927067,0.064849496,0.12955967,0.07124248,0.14036295,0.06542155,0.1289134,0.07722819,0.051929787,0.15255895,0.157129,0.03941457,0.1577928,0.068394125,0.4211618,0.27549437,0.2985918,0.3182411,0.45888805,0.28803506,0.38667715,0.27426904,0.09411569,0.09001151,0.33923134,0.3475993,0.2625444
0.088501364,0.07002652,0.105894566,0.11820927,0.12444931,0.2089997,0.27282125,0.25151008,0.26991987,0.065881595,0.15565619,0.060879618,0.26050812,0.054657787,0.1414738,0.014051735,0.122288465,0.12923697,0.09909004,0.24695112,0.25141442,0.06530909,0.12156916,0.07135558,0.35011137,0.1745247,0.18490154,0.22406068,0.37176716,0.18869245,0.29715273,0.18960035,0.16965242,0.14694965,0.22193764,0.2511798,0.24556144
0.19083396,0.15117417,0.12538227,0.0445309,0.0765568,0.06039688,0.11206807,0.1650255,0.12824792,0.10379423,0.114913315,0.08892569,0.08072059,0.06578353,0.06675312,0.053349823,0.09849453,0.11872986,0.12034997,0.18269545,0.17961966,0.079596564,0.13921952,0.077887386,0.32597518,0.20041686,0.2177197,0.2635725,0.35898602,0.24223137,0.31363878,0.20382512,0.088771746,0.11545679,0.27669266,0.23393169,0.3463505
0.08737508,0.079125434,0.034698486,0.024235338,0.052975237,0.116966814,0.16559412,0.14754236,0.18306342,0.011795744,0.11800766,0.02591686,0.08869286,0.009572774,0.083839566,0.034675777,0.05726388,0.03695613,0.037977055,0.14138307,0.1353168,0.016271576,0.05628085,0.023183256,0.35357866,0.21843514,0.23238194,0.25530255,0.39836365,0.22458687,0.33145082,0.19560418,0.050054744,0.04440698,0.2933321,0.28834024,0.28323543
0.19040805,0.14460762,0.30764982,0.35331854,0.29360938,0.28925914,0.33382016,0.512874,0.43131316,0.21136595,0.09311852,0.26701614,0.43050134,0.18777263,0.3116564,0.18608975,0.3734749,0.38970613,0.3211703,0.50757694,0.43992376,0.1581508,0.260006,0.30079445,0.3113796,0.16475374,0.11931184,0.16427806,0.26609373,0.15208715,0.25114152,0.20400047,0.4615447,0.42378357,0.13978067,0.24521357,0.29423314
0.07532031,0.050457146,0.03224334,0.09566158,0.07236129,0.16577792,0.22587733,0.23626566,0.2581947,0.027401865,0.13982981,0.020403996,0.21987972,0.025199145,0.09719598,0.048053503,0.03187701,0.03847137,0.061863482,0.19946404,0.22022639,0.02245687,0.028091311,0.014442474,0.29731444,0.1314426,0.15090561,0.17721322,0.34381264,0.13811448,0.25429305,0.10124016,0.1311266,0.08051345,0.20014021,0.21613395,0.25743467
0.14166677,0.10462192,0.1921846,0.26380435,0.21190488,0.30240458,0.34889078,0.3997881,0.38943055,0.102815494,0.16702625,0.13411859,0.4027635,0.11278689,0.22000891,0.078072965,0.21854383,0.23773003,0.17814484,0.39089608,0.3466682,0.12563784,0.1817249,0.18237117,0.3363959,0.15705028,0.13902327,0.19682384,0.3140493,0.14156169,0.26591516,0.19038418,0.3081454,0.2725611,0.16962686,0.22551134,0.21864554
0.031123362,0.01173009,0.1646308,0.3429657,0.2500431,0.41130483,0.465163,0.45955276,0.52063507,0.06882365,0.23994648,0.09148553,0.44575673,0.095199764,0.35180297,0.10471341,0.25255954,0.21371949,0.17348304,0.4376422,0.34624037,0.06430723,0.22444993,0.18557644,0.3813416,0.2233806,0.15468015,0.17954564,0.36658674,0.113034636,0.31452966,0.2026642,0.36078262,0.25500467,0.15509507,0.28057578,0.16811138
0.15466595,0.09931365,0.0730305,0.0814673,0.04954177,0.105633676,0.15184782,0.23338194,0.20624834,0.070695326,0.11455804,0.055903614,0.20515001,0.045369,0.048533767,0.051350385,0.023873448,0.07484108,0.1019479,0.20922317,0.24370958,0.07415597,0.034846544,0.04749149,0.23714808,0.093845874,0.12190062,0.15594375,0.29830593,0.12826318,0.22482567,0.08574623,0.13987614,0.11886558,0.17406166,0.16408038,0.31824344
0.078995064,0.096443996,0.045809686,0.03189537,0.11178815,0.17029363,0.18055205,0.10112123,0.14680815,0.012143582,0.21541777,0.043622196,0.06503871,0.0499613,0.11998767,0.06708667,0.0841977,0.030098766,0.011715695,0.08880068,0.08868267,0.021635398,0.114732325,0.039934218,0.41511726,0.29903764,0.31055287,0.3279491,0.45988655,0.3047892,0.39926693,0.26327163,0.02734007,0.021437645,0.37478426,0.3586076,0.28123268
0.08481769,0.047055084,0.024295181,0.10473606,0.05240023,0.16602838,0.23090462,0.28620076,0.2945596,0.019550651,0.12538955,0.014900297,0.27104628,0.016065717,0.095237136,0.057678938,0.0065419674,0.03913772,0.0704183,0.22497,0.25114107,0.02604194,0.0,0.018856615,0.2513064,0.08052984,0.11493768,0.12993515,0.2980824,0.0849174,0.2156233,0.048646003,0.16054867,0.09098855,0.1490375,0.169301,0.25896782
0.07761051,0.066323325,0.03322172,0.043462306,0.04574907,0.116864085,0.18131901,0.1815365,0.22278601,0.004698649,0.09110811,0.022570148,0.13004473,0.008950561,0.080105126,0.026736885,0.047730654,0.043200046,0.0515036,0.16935682,0.17066275,0.014921352,0.036093116,0.023809493,0.32347208,0.17965755,0.18955103,0.2195138,0.37005,0.1838963,0.2979243,0.15270257,0.07660954,0.05153638,0.25302535,0.25996277,0.27567855
0.076869905,0.048632357,0.048051834,0.08881271,0.06507045,0.15977639,0.23503704,0.24132708,0.26758823,0.039545715,0.12344918,0.020883456,0.23029622,0.015941888,0.10182819,0.033652842,0.04674381,0.05874175,0.07076515,0.21676481,0.23117341,0.026826248,0.035519302,0.021313548,0.2987412,0.13674548,0.15686765,0.17840728,0.33945912,0.13609499,0.26232073,0.11442715,0.13042538,0.1005944,0.18916954,0.21000433,0.2498942
0.35770625,0.29466674,0.3111038,0.37148413,0.2246691,0.10711989,0.169784,0.5159364,0.34639013,0.2767691,0.053284824,0.2910785,0.4432279,0.24961081,0.20250574,0.28835976,0.3116086,0.39484787,0.36971405,0.48301584,0.46995077,0.23270218,0.2256543,0.36081502,0.17700152,0.06093277,0.05383286,0.088046335,0.14923473,0.1038149,0.12753923,0.093610466,0.4471931,0.41612408,0.084093794,0.10907048,0.4484684
0.07843921,0.05075818,0.104961276,0.16952372,0.15310603,0.23031574,0.29494375,0.31019032,0.34026998,0.054223552,0.13488388,0.054893672,0.32132643,0.050914675,0.15565497,0.0657683,0.10816622,0.11490995,0.11839533,0.29446268,0.2940783,0.045397118,0.08691651,0.067118436,0.32712966,0.13345966,0.13664506,0.17109463,0.33062494,0.12199232,0.2504439,0.1253536,0.21094196,0.16614115,0.1720419,0.22546265,0.2244635
0.099113844,0.07073638,0.061356127,0.115029186,0.07175821,0.1433987,0.2229243,0.27271676,0.27743098,0.04328887,0.08325985,0.05423531,0.20917055,0.025108904,0.10822114,0.050491124,0.07670623,0.09236449,0.100822955,0.24092624,0.24458705,0.04066451,0.04264605,0.05982378,0.28541714,0.13075969,0.13417064,0.16154993,0.32091886,0.12888983,0.25393176,0.10545054,0.1626103,0.121040225,0.18356158,0.20470288,0.27034295
0.15394372,0.093550906,0.06438422,0.10869154,0.06763911,0.12514782,0.1728821,0.2703213,0.24562886,0.06519489,0.09484923,0.049269408,0.22382894,0.041164696,0.06947985,0.07177818,0.02590844,0.08651212,0.11429191,0.23793636,0.25906375,0.07047908,0.02961874,0.061032236,0.23220327,0.084777206,0.10806516,0.14524335,0.28367108,0.104744524,0.21704489,0.06843123,0.16173525,0.13525382,0.15696087,0.1576183,0.30655178
0.17091179,0.121512905,0.12263337,0.1515314,0.09503609,0.105807334,0.19689514,0.33452448,0.29228282,0.0885822,0.050064832,0.097175986,0.2747848,0.06254169,0.10904989,0.074941546,0.119684756,0.17933846,0.16727734,0.31946975,0.31280082,0.08710803,0.06461489,0.1280514,0.23341633,0.078320935,0.09810211,0.13604566,0.2571666,0.10923022,0.20180102,0.088950396,0.23481293,0.20659864,0.13604678,0.15227017,0.29123557
0.076746434,0.07828586,0.21521243,0.2424883,0.27112108,0.29678208,0.38651776,0.35851562,0.3982004,0.079413995,0.16806707,0.16037574,0.36721325,0.12136456,0.274384,0.050394,0.27773374,0.26702577,0.19213173,0.39662048,0.3345493,0.07451381,0.21801883,0.18832558,0.37661713,0.2263763,0.18969113,0.23050436,0.367478,0.20148489,0.32292005,0.25230968,0.31387597,0.27237627,0.21288252,0.29125676,0.17260389
0.07441182,0.07703161,0.011787325,0.010776669,0.03708583,0.11290836,0.14639612,0.12639315,0.16027692,0.002748087,0.14125341,0.018276617,0.073455766,0.01538834,0.080054075,0.035678834,0.03533283,0.008023858,0.016927823,0.104419895,0.106063776,8.587539e-05,0.035701454,0.004144013,0.35567105,0.23021886,0.23793167,0.26295996,0.40381628,0.23411343,0.3418458,0.18486604,0.024010822,0.008419812,0.31063062,0.29351804,0.28828448
0.18679431,0.123118505,0.15279701,0.30823,0.13434827,0.21519446,0.2625233,0.464074,0.41007453,0.1264915,0.08898601,0.14999974,0.37386125,0.118407995,0.21779642,0.19001168,0.2066353,0.24745846,0.22192428,0.41110033,0.34729862,0.09966247,0.111095905,0.22217283,0.23740727,0.09542072,0.076119125,0.10192431,0.2459903,0.06093104,0.19298834,0.084896356,0.36387646,0.27663675,0.09462153,0.17182462,0.30766472
0.1795145,0.13321842,0.21748969,0.23485932,0.21037179,0.19782788,0.29307914,0.4051899,0.3585893,0.13406782,0.08649269,0.17952219,0.39261585,0.12661529,0.19306275,0.09727782,0.25009143,0.28780776,0.21767682,0.39951774,0.37577447,0.13121034,0.17242765,0.19940141,0.29456657,0.1286447,0.12104556,0.16646585,0.27159455,0.14318827,0.22914894,0.16493306,0.31611228,0.3071834,0.14922196,0.20047349,0.25640872
0.86350626,0.8363408,0.8126091,0.79457915,0.7297087,0.26250196,0.074185714,0.66193366,0.0,0.8370464,0.52989334,0.81162196,0.7899018,0.8081987,0.25868645,0.7839094,0.58621913,0.81497914,0.81752765,0.55822104,0.84609354,0.83134985,0.7002057,0.80361724,0.022559002,0.084341794,0.03636211,0.11172614,0.06678499,0.24426377,0.021814121,0.15442514,0.8126203,0.8169937,0.113174096,0.005369313,0.88394094
0.090672925,0.05979665,0.12385431,0.1631194,0.15709776,0.24795586,0.30751395,0.30851877,0.3136099,0.07255055,0.16737488,0.07937938,0.34595087,0.07126427,0.15007284,0.050897837,0.11734438,0.13314635,0.11825642,0.2818096,0.30382267,0.082275465,0.11155331,0.0703339,0.335217,0.14728668,0.15960985,0.18755153,0.3432122,0.13771117,0.2689789,0.14999482,0.21036668,0.17495659,0.18362321,0.22382218,0.2314822
0.13031676,0.07473433,0.055789977,0.12530524,0.061400473,0.15245819,0.2070931,0.29459292,0.2812077,0.048581213,0.10030118,0.041132897,0.25411156,0.03404361,0.08782476,0.07286,0.02794838,0.07854435,0.10441893,0.24790223,0.267863,0.057853058,0.023621082,0.057487637,0.2349832,0.076064855,0.10512784,0.1284613,0.2823995,0.08877307,0.21120055,0.057150662,0.17939036,0.12875214,0.14354756,0.1572187,0.28601718
0.22755897,0.15255173,0.493992,0.7071341,0.5407063,0.6098538,0.6154542,0.8096293,0.77686465,0.2693097,0.33693153,0.4260435,0.7258235,0.3787047,0.65507317,0.37150115,0.6806256,0.6336393,0.47455135,0.821642,0.5932258,0.2221644,0.5508027,0.5966003,0.39691585,0.27007312,0.15702137,0.17489618,0.2691295,0.18256736,0.30705887,0.33249694,0.78336024,0.6473783,0.09530431,0.31853017,0.20628764
0.49528828,0.44126636,0.38951293,0.4019085,0.24796039,0.07689831,0.04711415,0.48088157,0.15678819,0.41735554,0.18552324,0.41132557,0.4470271,0.36558607,0.10775754,0.3467278,0.27053142,0.40420413,0.44679865,0.40170872,0.5197124,0.37131923,0.27872938,0.40148094,0.11889009,0.023455918,0.020249948,0.0786135,0.12486026,0.11166045,0.0687941,0.04543984,0.4545588,0.42854223,0.085400045,0.031079039,0.59811836
0.11026367,0.081917495,0.1358996,0.16001832,0.13219368,0.16531664,0.25704658,0.3533159,0.33699152,0.08022086,0.050706804,0.12285638,0.29411826,0.06840178,0.16690236,0.06610802,0.17375517,0.20169824,0.1687034,0.34337026,0.31118459,0.054128483,0.08347809,0.12938717,0.28238267,0.121837914,0.12008563,0.14949402,0.28143185,0.12962395,0.23450728,0.12642446,0.25345308,0.22088704,0.15660125,0.19725312,0.24680327
0.10099189,0.09269698,0.32978186,0.32372168,0.3561834,0.41472197,0.47428805,0.4268034,0.41969055,0.169143,0.24729872,0.25339162,0.49540454,0.19736552,0.3311245,0.074252635,0.39144415,0.3745727,0.24668625,0.46042445,0.41100022,0.16834827,0.34994662,0.2630796,0.43600932,0.27827474,0.23180866,0.2744538,0.39907485,0.2367596,0.3766306,0.32576615,0.39653653,0.3899193,0.22938412,0.31331083,0.16640514
0.08911283,0.049545337,0.090346634,0.24607643,0.1109581,0.23696399,0.30985725,0.40821114,0.42169023,0.066427395,0.12457621,0.07934746,0.35335124,0.06859121,0.21613863,0.1254437,0.13710731,0.16122058,0.15342599,0.3649938,0.30551115,0.03485574,0.0889411,0.12968177,0.282649,0.11599335,0.09525782,0.115692295,0.28139564,0.062270984,0.22815904,0.08316043,0.27582186,0.19319782,0.11112602,0.18783297,0.23667458
0.09393257,0.06167089,0.094083965,0.13866106,0.11472654,0.1814534,0.26781005,0.31810546,0.3163346,0.051717013,0.10765141,0.07264018,0.2985629,0.045223475,0.13350046,0.048067927,0.11206305,0.13308904,0.11753726,0.28863308,0.29046145,0.047785565,0.059047878,0.07382092,0.28571436,0.11845249,0.13040869,0.15682,0.30437297,0.121628225,0.23887348,0.11514446,0.20587565,0.16201329,0.16230915,0.1942119,0.23873445
0.090016395,0.100057304,0.12935442,0.10087341,0.18457282,0.23354429,0.25751,0.16150434,0.2199981,0.050658032,0.22243977,0.08801067,0.15626234,0.080549985,0.18333665,0.050159365,0.19430673,0.12411219,0.0751681,0.1853302,0.15870741,0.0470659,0.1844647,0.09921545,0.4317449,0.3207602,0.32663023,0.3357028,0.46581894,0.31299967,0.42264777,0.31652474,0.11417462,0.12115291,0.35656962,0.37184978,0.25058293
0.12222729,0.08339274,0.049571186,0.09013483,0.059074104,0.12512225,0.18302883,0.22890913,0.2258684,0.038722366,0.10296458,0.040452957,0.18718818,0.024850309,0.06356639,0.052930623,0.017421871,0.043701023,0.07568383,0.19200283,0.22677992,0.068139955,0.03974223,0.034921527,0.2711216,0.10955256,0.1378072,0.17466041,0.3350641,0.14259359,0.24663721,0.09372878,0.1346523,0.083678305,0.19883165,0.19757631,0.29682222
0.11651314,0.11371289,0.35647467,0.38467053,0.40161145,0.43784797,0.47799832,0.47141966,0.46478873,0.19478004,0.25012898,0.28639066,0.50770074,0.2184076,0.36856255,0.11987561,0.42225903,0.41584855,0.28558257,0.5124702,0.44338977,0.17867582,0.37771732,0.3096002,0.43898487,0.27208924,0.21327901,0.2643926,0.37619817,0.22880489,0.3631644,0.3290419,0.4511776,0.43225667,0.21228498,0.31185612,0.16683054
0.069770396,0.049721103,0.06758794,0.11744642,0.13965786,0.19258654,0.24738203,0.24710757,0.27450857,0.044896692,0.14126354,0.053675264,0.22730985,0.03726858,0.11098918,0.045111537,0.07923007,0.071064174,0.086708635,0.2258826,0.24065562,0.027151927,0.04426533,0.03296289,0.313902,0.15198863,0.16228163,0.18788639,0.34771883,0.15120077,0.27011678,0.12902766,0.14947326,0.11553413,0.21031287,0.23077846,0.2501148
0.06496737,0.04970665,0.08517498,0.13855162,0.16005623,0.23573053,0.2772897,0.2402798,0.27841538,0.05857353,0.18948996,0.055537075,0.25055987,0.052905053,0.13091049,0.058957845,0.085927546,0.08026624,0.093458265,0.22850253,0.24652287,0.040986165,0.082659245,0.036649883,0.34545875,0.17445984,0.18016168,0.20868674,0.37452173,0.1618819,0.29185742,0.15301588,0.15641953,0.12646872,0.22185448,0.25111675,0.24037167
0.25011456,0.17712058,0.19637707,0.4600698,0.16845757,0.22266579,0.25741786,0.5979159,0.51471734,0.19770361,0.087069035,0.24141848,0.5002854,0.20342314,0.29455438,0.33522248,0.29918182,0.33821893,0.32207242,0.5170967,0.41559327,0.121598765,0.14889753,0.3361496,0.20490275,0.08302146,0.034343734,0.047709994,0.16636193,0.017896011,0.16647251,0.043200374,0.4500245,0.35820106,0.036410198,0.15852097,0.3695121
0.356457,0.25540555,0.29691306,0.45076767,0.18189156,0.16017455,0.19739579,0.6201494,0.4351284,0.26148063,0.02943793,0.31792897,0.47950017,0.26435837,0.27836165,0.3814388,0.34816802,0.4037696,0.39974675,0.5389777,0.46685272,0.17843212,0.19683671,0.39546308,0.1633526,0.054522917,0.028698154,0.03284709,0.11001141,0.045997843,0.11385401,0.05173579,0.4858566,0.43271175,0.037898846,0.13112597,0.48345655
0.08116316,0.1303455,0.18573013,0.15032372,0.30773926,0.33466685,0.32801133,0.12759359,0.18501209,0.09890284,0.3414064,0.13882285,0.14967832,0.14396396,0.24541345,0.09656438,0.25852388,0.15482318,0.077469125,0.15291785,0.15361978,0.09556757,0.3238873,0.142227,0.5339968,0.40776107,0.41610909,0.43425092,0.555551,0.42329025,0.5012421,0.41860074,0.12824504,0.13334647,0.4540498,0.45825735,0.24893126
0.34150428,0.28041515,0.20317426,0.17425185,0.1287896,0.04972565,0.047746733,0.28245,0.091474056,0.24073695,0.14785826,0.21472257,0.25335833,0.19415125,0.019647628,0.17379966,0.09352833,0.2130813,0.24159291,0.2541845,0.35926643,0.23598911,0.13199341,0.19043565,0.15822934,0.063679814,0.06861533,0.13954869,0.2250524,0.14447704,0.15141174,0.069684654,0.25130272,0.23285615,0.15253362,0.097231954,0.46429935
0.14267206,0.09015232,0.06787929,0.13937494,0.06212026,0.13166669,0.19773243,0.3127026,0.29094803,0.06539251,0.08339661,0.060869753,0.27005816,0.045602202,0.09380573,0.08637816,0.05118087,0.11136207,0.12732363,0.27181596,0.27829292,0.06232913,0.027171493,0.07616514,0.23424917,0.07329716,0.0929191,0.12612084,0.2689099,0.07920852,0.20454115,0.05233735,0.19399385,0.15701601,0.13106066,0.14859074,0.29018277
0.28726664,0.18942083,0.23082879,0.4065192,0.20415676,0.19917536,0.25743508,0.5946598,0.48436743,0.18659304,0.043475777,0.24479589,0.47358143,0.21197465,0.28590837,0.3427018,0.31663257,0.3633436,0.33000252,0.530432,0.43808925,0.14053269,0.16643476,0.34393385,0.19026501,0.062468424,0.039939165,0.04604713,0.14418694,0.04781197,0.13431461,0.06363019,0.47072655,0.38930598,0.046364337,0.1621518,0.3954498
