duration_D,app,har,dba,source,t01,t02,t03,t05,t06,t07,t09,t10,t11,t12,t13,t14,t15,MI_size_D_t09,MI_size_D_t11,MI_size_D_nlan,MI_duration_D_t07,effort_D
-0.011672452,0.92907226,0.46827492,0.7423431,0.17694628,0.27519026,0.71178085,0.6193528,0.5865664,0.7250684,0.74976134,0.6635958,0.71950305,0.56535804,0.8879151,0.4500817,-0.03217946,0.7726036,0.21551637,0.3033224,0.17728384,0.12486388,0.44203138
0.037549954,0.9282346,0.5967086,0.82762206,0.40883866,0.2757794,0.72361624,0.66792625,0.73513776,0.8816185,0.85542375,0.8278702,0.81581336,0.7409338,1.0016518,0.57318175,-0.055106863,0.9218383,0.24228555,0.35749048,0.28374955,0.0837796,0.49471033
0.052319523,0.94877857,0.5067444,0.74845916,0.15883976,0.27900565,0.7084739,0.65898037,0.6042985,0.75544006,0.89615613,0.7586592,0.8496962,0.7279671,0.9940595,0.48739845,-0.10357475,0.8485443,0.2890058,0.35941523,0.2937675,0.13559082,0.5508405
-0.11954027,1.3084993,0.6008057,0.9743181,0.45645565,0.22165778,0.9704075,0.7585556,0.8737147,1.068182,0.9690411,0.8593668,0.9216689,0.7371396,1.1720014,0.67081434,-0.0063260943,1.1010749,0.21455804,0.40077326,0.17949174,0.11525692,0.5320218
0.18651849,0.73545563,0.55088586,0.7603172,0.4979215,0.42141056,0.73367345,0.57282746,0.6595135,0.85614294,0.9428569,0.91792595,0.8510478,0.9854718,0.91811144,0.56359357,0.07490496,0.81175894,0.27698243,0.49088126,0.3933522,0.16245688,0.44661212
0.093596876,0.908296,0.59013313,0.7975413,0.4522433,0.3233297,0.71963346,0.6100155,0.6990919,0.8737108,0.8844414,0.854347,0.8087968,0.81495184,0.9689966,0.57014763,-0.038157,0.8927337,0.2639726,0.38286155,0.32835153,0.10607457,0.481223
-0.0499828,0.91951615,0.42209256,0.73547316,0.23002473,0.2230835,0.6784573,0.558906,0.58518404,0.68467504,0.68766785,0.600222,0.68082476,0.5123865,0.773969,0.42439055,-0.049254596,0.7091338,0.17653073,0.2780059,0.16203101,0.07354326,0.39142913
-0.01914592,0.87277764,0.45085773,0.74893427,0.3254979,0.23503096,0.6551416,0.5473485,0.5858176,0.7401928,0.67861813,0.63687336,0.68002105,0.54341465,0.79611397,0.47800192,-0.011999361,0.74186176,0.17574492,0.23434058,0.18177634,0.034843184,0.38038215
-0.09070813,1.2102127,0.50580907,0.89918154,0.46375045,0.20285693,0.82634884,0.6214883,0.7662658,0.9265363,0.85838735,0.7641767,0.8518435,0.65601146,1.0085651,0.60170925,0.01588136,0.9161339,0.16848153,0.30755553,0.16100283,0.07270693,0.46251494
0.049814507,0.7722229,0.46168435,0.7386875,0.48122594,0.30074766,0.6596213,0.49623814,0.61232454,0.77203935,0.7067549,0.742174,0.68746346,0.68655914,0.7896619,0.51013815,0.06276487,0.74058956,0.18297642,0.27164605,0.21978836,0.04582321,0.3491937
-0.041135572,0.7979173,0.38794214,0.6360321,0.31838888,0.24864869,0.63502944,0.4256464,0.5282302,0.6380422,0.56529266,0.5555579,0.5661837,0.477739,0.6936299,0.42125836,0.07180764,0.62027484,0.15794525,0.19011581,0.08894201,0.039797492,0.282288
0.00874804,1.0371275,0.5772277,0.8519052,0.41149706,0.23824592,0.775463,0.6675795,0.719143,0.920107,0.8744529,0.81131834,0.8456435,0.7806688,1.016573,0.6013571,-0.07000986,0.93627,0.24451351,0.38921237,0.25936714,0.08930534,0.519218
0.052351434,0.98260146,0.5072024,0.8220775,0.45524114,0.2928862,0.7541095,0.6072179,0.72849005,0.9113741,0.923102,0.8784758,0.8700173,0.8624141,1.0205466,0.6116041,-0.04210481,0.90217775,0.2627983,0.3918302,0.31034833,0.09474127,0.49169114
-0.1042014,1.2719314,0.52777183,0.9766098,0.4645507,0.19917521,0.9081452,0.68669045,0.8382879,1.0122035,0.9330577,0.8159004,0.9408599,0.7573383,1.0777956,0.6478717,-0.037885204,0.98934805,0.20390481,0.39133906,0.20054059,0.08053595,0.51414335
-0.042972505,1.0435328,0.44079718,0.74283516,0.34613404,0.25328037,0.6772608,0.47583818,0.58504134,0.6751216,0.6627328,0.61052877,0.66356397,0.47974572,0.7721885,0.46331844,0.08005197,0.68036985,0.15636335,0.1998229,0.1168798,0.08753693,0.35345015
-0.0071312115,0.9407908,0.43103418,0.72177804,0.5617323,0.25298977,0.63568044,0.38854346,0.573969,0.6925167,0.59329426,0.6198266,0.63725257,0.50446475,0.7108994,0.4820709,0.17884547,0.6865144,0.1363636,0.13188426,0.113367416,0.035574213,0.25670597
0.5060131,0.84057903,0.8185156,0.7886071,0.5295304,0.7035561,0.82161164,0.7656001,0.76548994,0.97393364,1.4661779,1.2608669,1.1333545,1.4744943,1.2559385,0.7137702,0.13625854,1.0524273,0.47210777,0.7615281,0.6948554,0.40833735,0.7085245
0.02250212,0.9597244,0.4522207,0.74485713,0.536107,0.2980234,0.68736917,0.4062084,0.5761827,0.7511057,0.6698412,0.65740436,0.6854552,0.58784574,0.7698889,0.52639914,0.14389785,0.714305,0.17291561,0.1697925,0.16764154,0.056427263,0.31056935
0.0678792,0.8184285,0.4628561,0.7053172,0.65544343,0.32435322,0.61090183,0.31588143,0.5239334,0.67624664,0.52620727,0.6063362,0.5378328,0.48734367,0.6379875,0.47328863,0.24511677,0.60840356,0.13182542,0.087987125,0.13606472,0.03340465,0.19766605
-0.028308958,1.0640255,0.46319866,0.8233949,0.46612242,0.24587443,0.74957013,0.5272399,0.67000705,0.82204366,0.7533997,0.7002138,0.78876114,0.6156018,0.91545415,0.5632956,0.068041086,0.8140388,0.17095995,0.23136479,0.16732772,0.06619792,0.38688397
0.021975202,0.6977856,0.3604352,0.62140787,0.3178791,0.29152313,0.5791236,0.39280793,0.46767116,0.5810689,0.52733463,0.5329341,0.5621442,0.4838649,0.62524825,0.3981967,0.097474486,0.5452343,0.16408838,0.15104118,0.113400735,0.06750276,0.24193911
0.0017960481,0.8493288,0.40805182,0.68225986,0.4890075,0.26826286,0.61422855,0.37756282,0.5409866,0.65709674,0.5390987,0.58186305,0.5751047,0.47557846,0.6657936,0.45492393,0.15810919,0.6192059,0.14050004,0.13512215,0.116681986,0.038624883,0.2477361
0.057942282,0.81718993,0.4381454,0.716449,0.5593197,0.3011249,0.6313831,0.35969332,0.5178493,0.6909466,0.5907636,0.63918555,0.5909495,0.564408,0.67682076,0.47428226,0.16098124,0.62771505,0.15685232,0.16092876,0.1605107,0.040300056,0.25720805
-0.01312729,0.7460353,0.41923213,0.7315086,0.53056836,0.29008466,0.68031114,0.42478707,0.5930606,0.7493505,0.5492356,0.62705165,0.5836357,0.5114729,0.719978,0.45386767,0.15460221,0.66796535,0.124263674,0.18855523,0.114743166,0.0023808703,0.24546814
-0.09069825,0.97202575,0.43443063,0.80624324,0.4793451,0.18789603,0.7409214,0.5358101,0.71515393,0.8336289,0.6811691,0.68906444,0.7270288,0.5725296,0.8656183,0.4968254,0.06960586,0.8060572,0.13534312,0.27368328,0.11252024,0.03617792,0.3407236
-0.05966325,1.1718321,0.52491295,0.8537516,0.49291605,0.21902552,0.7869314,0.5728028,0.72897786,0.88747835,0.8104735,0.7269235,0.79208916,0.6342776,0.94790566,0.5849272,0.039922073,0.8752164,0.19193855,0.2824136,0.15068805,0.06532348,0.42350867
-0.043054834,1.0380158,0.4453488,0.77106714,0.4370819,0.22045709,0.68809026,0.4967183,0.61117846,0.74857163,0.69245094,0.64092547,0.7060401,0.5584155,0.80537,0.5042181,0.05538788,0.74224126,0.15731873,0.22238326,0.13407192,0.053987205,0.35701317
0.38963178,0.7965149,0.7086787,0.80251753,0.5552409,0.5852669,0.74446595,0.65701026,0.7222838,0.9349843,1.2700813,1.1543883,1.0328192,1.2877932,1.1317914,0.6610589,0.12252067,0.95441073,0.40735263,0.6244088,0.59173083,0.30479145,0.62112457
-0.05072014,0.9574696,0.41504875,0.69055164,0.32870755,0.22568923,0.6256137,0.4553698,0.5491502,0.6334708,0.593923,0.5597924,0.6276835,0.44126114,0.6977151,0.41156635,0.07629166,0.63826776,0.14644276,0.17974322,0.09813621,0.058720805,0.3152455
-0.034667835,0.8879777,0.49420634,0.743767,0.23034048,0.26528805,0.6770293,0.6029756,0.6024144,0.7277669,0.7413552,0.6769577,0.7123658,0.57176167,0.85829693,0.46407932,-0.049533427,0.78831834,0.21138851,0.27046564,0.17627798,0.08200227,0.4381746
0.007597342,1.428132,0.7428582,1.0025826,0.056099758,0.41147965,0.97140354,0.8591723,0.76642275,0.83496916,1.1327655,0.8630632,1.0466586,0.71716076,1.1536022,0.60411763,-0.116032675,0.9957891,0.335374,0.44813007,0.27136716,0.2992904,0.7359262
0.015897777,0.8817126,0.44458476,0.7018822,0.5268139,0.24569789,0.6275061,0.4186143,0.5758395,0.70738703,0.6062868,0.6453252,0.6308817,0.5346865,0.7304599,0.4731274,0.12279638,0.693357,0.1397632,0.17563218,0.14039335,0.049535796,0.28618085
0.009265542,0.9588892,0.47156432,0.7508019,0.20058364,0.23841469,0.7169932,0.6060862,0.5943915,0.7606886,0.82086617,0.69360936,0.81530225,0.65872926,0.91785806,0.47997516,-0.07702036,0.7967434,0.2315336,0.34272122,0.2579008,0.108906835,0.49522042
0.14571632,0.84420675,0.5345392,0.71054554,0.38370332,0.37005582,0.6758009,0.4934267,0.58306366,0.78773713,0.8403978,0.766465,0.77259296,0.8023477,0.824038,0.49874574,-0.0031671524,0.76061076,0.26821023,0.3907416,0.3721674,0.14855678,0.4366989
0.40433186,0.71508205,0.63693404,0.6842763,0.42941928,0.5750243,0.67534626,0.5908993,0.58333284,0.73278254,1.0805472,0.94496197,0.86938226,1.0829209,0.9497269,0.5440357,0.16754904,0.7824171,0.36638266,0.53045845,0.5220153,0.30484563,0.5049002
0.4473892,0.89003855,0.79715544,0.76057416,0.32089156,0.6075067,0.78768563,0.83037895,0.73828894,0.96827495,1.4504391,1.2214756,1.1820077,1.4309412,1.288836,0.66962826,0.013960004,1.1064171,0.47889793,0.8018276,0.70221347,0.41834563,0.79259324
0.03887958,0.95478857,0.4178596,0.6617074,0.03980905,0.29292405,0.65261346,0.546255,0.5041651,0.6004088,0.7377102,0.5672624,0.7265751,0.51632655,0.7778433,0.39490935,-0.031162977,0.6300432,0.22127648,0.30380332,0.20341691,0.15850116,0.44119495
0.3254018,0.7716234,0.62247163,0.66194266,0.34318885,0.51940095,0.6989329,0.6193062,0.5864443,0.7924524,1.0801519,0.95006084,0.9243873,1.0596399,1.035503,0.5507058,0.099946715,0.87067753,0.35085866,0.53818554,0.5109579,0.27700675,0.5792866
0.062009744,1.0861892,0.63589567,0.8627949,0.44357944,0.32750875,0.85796696,0.7392776,0.8158999,1.0469649,1.0653809,0.99496675,0.96130466,0.99233955,1.1693894,0.6961443,-0.092035815,1.0353771,0.30541578,0.50683063,0.36833155,0.1352368,0.59942436
0.10384017,0.8164688,0.43964276,0.6823908,0.5385125,0.3495257,0.62255186,0.37184164,0.5034267,0.6648522,0.64373976,0.6580123,0.6438246,0.64786685,0.68653345,0.47324544,0.17052437,0.63794506,0.1818794,0.18872185,0.18260105,0.08227767,0.2543315
-0.03667797,1.0342547,0.50365114,0.8007836,0.48473492,0.23103654,0.7393155,0.52182823,0.675951,0.8375677,0.734378,0.6929274,0.72037446,0.61888266,0.8667274,0.5580632,0.047522876,0.80521524,0.19174254,0.26403204,0.13973771,0.04791797,0.3783557
-0.06136115,0.91775686,0.41359526,0.78454304,0.44453114,0.21740416,0.7210731,0.49244893,0.6388196,0.7898718,0.6498472,0.64838684,0.6850406,0.5711458,0.79359984,0.50655305,0.07265449,0.7380504,0.13766666,0.24597308,0.12669866,0.019892693,0.33566794
-0.055745535,0.9650115,0.44641247,0.72555184,0.21698925,0.24193095,0.6769566,0.52882946,0.57716364,0.65657353,0.66677094,0.5781119,0.66985446,0.45988896,0.754114,0.41344383,0.011177242,0.6883758,0.17302707,0.23332477,0.12982795,0.07844329,0.38109252
0.28550732,0.85092443,0.7091778,0.79249007,0.39091915,0.5101667,0.7914538,0.81175554,0.79378515,1.0153325,1.2996298,1.1461852,1.1124843,1.2960924,1.2555525,0.6937541,-0.0045567527,1.0846394,0.3952727,0.70689356,0.6023847,0.28868794,0.7071648
0.01331152,0.80683273,0.45421174,0.7280913,0.5321444,0.29990742,0.6904172,0.43400392,0.580868,0.75830996,0.5963052,0.66238153,0.6230582,0.56314456,0.7393954,0.49203768,0.15309107,0.69844097,0.14940248,0.19369458,0.14462523,0.03255468,0.28041574
0.006874308,0.8203565,0.43193308,0.70714736,0.49483567,0.2794978,0.6350684,0.4065311,0.5405872,0.69852334,0.55970234,0.6112677,0.596272,0.5046758,0.70521766,0.47669575,0.13483086,0.65715384,0.13945217,0.15399462,0.12536958,0.027076423,0.27235475
0.70838034,0.95798725,1.0848373,0.8935239,0.46451333,0.911237,1.024036,1.0808902,0.99872375,1.2172782,2.0072036,1.6904792,1.5613691,1.9953327,1.7289515,0.9038572,0.15733919,1.4274334,0.69105184,1.129209,1.041155,0.62726164,1.056788
0.079179436,0.7582098,0.46753716,0.66769636,0.53720665,0.33634824,0.6300559,0.39276314,0.5294678,0.6985589,0.590103,0.63896763,0.58235145,0.57973313,0.6947207,0.46705177,0.17238647,0.6345883,0.16377576,0.19412655,0.18811679,0.059903093,0.26223418
-0.032940842,0.9468506,0.4590291,0.73065186,0.29025882,0.22677954,0.6695504,0.54818475,0.60120445,0.7126177,0.70836616,0.6390003,0.7106982,0.535699,0.84636813,0.4479272,-0.010581881,0.76899576,0.18792148,0.24408409,0.16371813,0.07448177,0.39975464
-0.037559643,0.870367,0.4551725,0.7515296,0.400105,0.21687464,0.67014045,0.5309791,0.62741673,0.7705905,0.6640859,0.64576733,0.6756343,0.5617276,0.8020246,0.49535534,0.007927813,0.7578534,0.16055259,0.25747743,0.15751177,0.020971626,0.36340743
-0.045574553,0.98995477,0.43642867,0.72101086,0.4556969,0.22867365,0.6388076,0.43817738,0.58887845,0.67703384,0.6067664,0.5964736,0.6426491,0.47823906,0.72946876,0.45379323,0.13077822,0.6839826,0.14438097,0.16376162,0.09869423,0.050566383,0.29777744
0.05316107,1.5251048,0.7548984,1.0013671,-0.0630927,0.53966385,1.0291924,0.86408883,0.7788084,0.7879252,1.1826535,0.8591386,1.1123863,0.64662015,1.1194775,0.5544089,0.034308195,0.9239064,0.3210257,0.5158562,0.28150213,0.40244296,0.7326204
0.02676036,0.8123456,0.4343375,0.71347845,0.51585937,0.27850252,0.65199393,0.42463207,0.57162017,0.72883886,0.6083192,0.65619135,0.623368,0.5830065,0.7176432,0.4697001,0.11637415,0.6729812,0.1602043,0.2098651,0.16692244,0.04691004,0.2823346
0.026258018,1.0715401,0.51306254,0.8186624,0.46727872,0.27231732,0.76296353,0.5551722,0.7015696,0.8837374,0.8829683,0.79940355,0.8374246,0.79344285,0.94444585,0.54465926,0.008080326,0.8681221,0.24499525,0.38839674,0.27049705,0.123410806,0.46080804
0.032217216,0.85880095,0.35679454,0.62511134,0.19538167,0.28512824,0.56877685,0.39662045,0.43098652,0.491581,0.573598,0.50470835,0.5904396,0.41670203,0.61611164,0.33469453,0.06843598,0.4990279,0.16346328,0.16182843,0.13348415,0.10652594,0.31451702
