ManagerExp,Transactions,Entities,PointsAdjust,Envergure,MI_PointsAdjust_Entities,Effort
0.795135,0.19766587,0.47482392,0.2897037,0.57406545,0.23110022,0.2564105
0.9865471,0.1566064,0.24143253,0.19144592,0.40769875,0.067850485,0.0660485
0.86539114,0.27522045,0.18718454,0.23090002,0.6230031,0.08417414,0.026599286
-0.15082203,0.050238654,-0.03505302,-0.041115977,0.30140933,-0.07685684,-0.034170948
0.79659146,0.15526451,0.18817648,0.16426462,0.4882687,0.067218736,0.15745758
0.99647,0.07458086,0.19547713,0.106244765,0.14842582,0.04715341,-0.020829717
-0.0016848817,0.11455287,0.15968084,0.12037834,0.3729617,0.030524295,0.03189496
0.9906031,0.41702145,0.3462607,0.45598984,0.7586817,0.22160606,0.24401174
0.80379325,0.2602282,0.21595278,0.22647011,0.5572223,0.08049229,0.07184264
0.39315516,0.16969353,0.26979902,0.13979483,0.38784543,0.033512767,0.032968473
1.1019706,0.14938933,0.23910336,0.18001449,0.5600037,0.053719077,0.09975342
0.09115141,0.09309426,0.08009912,0.06523554,0.4307782,-0.04534966,0.0066541275
0.25146055,0.2173121,0.12052762,0.21993145,0.5585815,0.01054474,0.15746322
0.55167425,0.28705293,0.18568905,0.24971893,0.5323459,0.093104154,0.05960921
-0.1664875,0.059048407,-0.07847759,-0.04191856,0.2634117,-0.07377118,-0.032801673
1.0729097,0.36429405,0.22530825,0.3543711,0.7521155,0.108353585,0.1459864
0.96200705,0.41103175,0.524751,0.5236713,0.4366704,0.4552652,0.3653487
0.91744095,0.123184934,0.16984408,0.14097041,0.5248551,0.002210509,0.07499048
1.0460087,0.4252555,0.41701838,0.49359408,0.9336373,0.28131634,0.39514184
0.14799592,0.11561404,0.10941783,0.123772606,0.33500588,-0.00048467517,-0.015795758
0.9275401,0.23531735,0.19843157,0.23681843,0.14844956,0.10234341,-0.10424515
0.85192364,0.08736473,0.1571021,0.12393037,0.26624942,0.017759517,0.064700514
0.99794316,0.24699306,0.22542976,0.20436212,0.87218505,0.037592124,0.21593778
0.5712645,0.21398588,0.080912426,0.1820668,0.6798264,-0.012039263,0.19079348
0.8853224,0.044020563,0.17712325,0.085712254,0.17155218,0.011881869,-0.0022744078
0.87884164,0.38827208,0.5003679,0.50857013,0.7033871,0.3837177,0.38292244
0.97469825,0.28872564,0.2637347,0.31198043,0.75262237,0.07556717,0.14671113
0.970174,0.12054619,0.1361522,0.15989691,0.22269142,0.044169363,0.087493524
0.8191445,0.40223444,0.84213686,0.7099883,0.5374822,0.80837524,0.6650899
0.28462857,0.15355462,0.25986633,0.1854836,0.4993595,0.06947932,0.10731668
0.9505657,0.20089324,0.18420444,0.18218136,0.5811406,0.037058737,0.15354702
0.20029324,0.12707525,0.25189513,0.100804284,0.32285663,0.031428862,-0.011203911
0.9074855,0.1426438,0.14081606,0.10851023,0.5222098,0.015196174,0.09110886
-0.014925718,0.11278306,0.112379424,0.118063904,0.21798572,-0.003573805,-0.012982326
0.9308437,0.12291719,0.27300453,0.16077545,0.07997574,0.118445694,-0.0052211676
0.24833807,0.20268324,0.5670359,0.39591157,0.37647557,0.40587708,0.2615022
0.9722332,0.054995976,0.15029709,0.07555638,0.081885785,0.01507619,-0.074634604
0.9976227,0.13300519,0.086501874,0.13268593,0.2555753,0.0038321577,0.031431675
1.0944767,0.18295614,0.2132667,0.19871277,0.6592377,0.044428978,0.14862187
0.8200347,0.1294547,0.30007,0.21307567,0.0022693947,0.14970492,0.057734564
0.99029624,0.18259323,0.12975582,0.18060726,0.28941494,0.051114943,0.017794779
1.0073774,0.079615526,0.20899966,0.120817095,0.22254318,0.020741925,-0.04329708
0.25188696,0.16170421,0.22015926,0.20734683,0.47672087,0.072779685,0.0933818
0.5172299,0.233994,0.19645146,0.23744464,0.6686872,0.036504086,0.0907302
0.46051013,0.18554546,0.17680655,0.17340413,0.6183089,0.015404683,0.100046135
0.45333785,0.18954095,0.2758308,0.1895423,0.6587752,0.047542874,0.11802783
0.926578,0.46718505,0.44675428,0.57898504,0.7933438,0.40903124,0.41253287
0.4879977,0.2281437,0.25042796,0.21395415,0.6366693,0.07592459,0.118295096
0.38439775,0.07753161,0.18743952,0.09369912,0.2809679,-0.019742327,0.016785208
1.0303267,0.25428998,0.13710287,0.17136413,0.871517,0.03290272,0.25039756
0.06156947,0.122549355,0.08995446,0.08526077,0.42648828,-0.012695333,-0.0031991506
0.4129488,0.15089868,0.22664481,0.14297202,0.5477074,0.016165227,0.09566474
1.061879,0.06373534,0.09590669,0.07544802,0.27787444,0.011315826,0.012004073
0.9062407,0.15415867,0.24167667,0.19392613,0.02888491,0.10169932,-0.021418357
0.3052637,0.14950661,0.25380224,0.12036071,0.4451013,0.031620402,0.031633075
1.1477968,0.2675424,0.17860457,0.19283417,1.0189402,0.037728447,0.30655307
1.0085926,0.22411643,0.097947046,0.18384057,0.6145107,0.03009263,0.15541011
0.37577003,0.15659635,0.22583987,0.15227175,0.49389154,0.03837735,0.0565374
0.9019961,0.16006295,0.082901835,0.12860435,0.6241546,-0.025122022,0.16892251
0.4433508,0.19500773,0.18724793,0.18045214,0.6015812,0.040479552,0.12449577
0.5268133,0.12787326,0.20550123,0.17038216,0.34513903,0.054494653,0.08115064
0.93856883,0.58135176,0.31400898,0.6096353,0.90017414,0.37358978,0.26466706
1.0470878,0.1623178,0.09748375,0.13949908,0.6383626,0.027610932,0.13496415
0.9732423,0.19912124,0.41820693,0.26418638,0.5873558,0.18285705,0.21396667
0.03910365,0.08621922,0.1308567,0.08164215,0.37093002,-0.0025857054,0.0010897334
0.97030437,0.12210165,0.29241213,0.18081114,0.085912675,0.13965815,0.020161891
1.1023048,0.035462994,0.11168303,0.0733324,0.1516042,0.003080003,-0.020452552
0.9621584,0.072085306,0.18794486,0.09582406,0.28075033,0.01344284,0.021763379
0.9050409,0.2204816,0.1696123,0.17420399,0.6703475,0.028447669,0.15598702
0.21035677,0.1834334,0.1911241,0.18271002,0.566581,0.036466587,0.14347458
0.8610801,0.18889484,0.16682084,0.15345524,0.23177835,0.03993136,-0.030483084
1.0061842,0.042882327,0.14158167,0.091384925,0.16618004,0.0026290454,-0.028210806
0.9746066,0.2999576,0.3348694,0.30105957,0.9645338,0.10478847,0.26430002
1.1499316,0.18588085,0.16525097,0.164349,0.7575382,0.03553992,0.21346378
0.6410704,0.16888712,0.07878151,0.15218815,0.6035243,-0.01948279,0.17598838
0.23555872,0.14070226,0.25214964,0.15546696,0.5208273,0.037670437,0.07437239
0.9429744,0.65506613,0.45850804,0.7573331,0.8183239,0.5879671,0.4807421
1.0024868,0.16616122,0.14917381,0.14343119,0.75594383,0.010407191,0.2263194
0.18524764,0.10392545,0.16661333,0.084996834,0.45681167,-0.018436702,0.030619575
0.9006725,0.11906378,0.17513444,0.16426569,0.13469987,0.049390625,-0.04123383
-0.16892116,0.041431144,0.00491803,0.008296296,0.26568848,-0.03891319,-0.06022275
0.66920394,0.20607986,0.14099555,0.16631605,0.60406697,0.021819301,0.14259133
0.8027597,0.24803437,0.11597925,0.18338934,0.7996455,0.02069633,0.20351091
0.22024238,0.21869211,0.24368754,0.2232964,0.6108719,0.06785081,0.14358369
0.8473347,0.10192531,0.1620477,0.11744834,0.28322476,0.027671237,-0.0004051372
0.6611182,0.21932647,0.16882092,0.18849167,0.5530308,0.041970972,0.13551815
0.60236025,0.21023844,0.23486687,0.17849964,0.50569797,0.04938909,0.08737959
0.39893335,0.16320753,0.25980344,0.19188914,0.5069937,0.07801929,0.10705673
0.37534797,0.20220631,0.23430915,0.1845862,0.60391104,0.034294505,0.10037421
0.9128346,0.44173253,0.16882084,0.38308027,0.5454776,0.1660152,-0.08069219
0.24648903,0.13558681,0.324551,0.17673025,0.47949448,0.10182765,0.119515
0.74005204,0.39296117,0.5120633,0.5514941,0.63751036,0.40623754,0.3762025
0.92921275,0.33233213,0.21710463,0.31781954,0.6194001,0.11243428,0.122033544
0.8994738,0.27168256,0.3053696,0.2884287,0.8318997,0.14163034,0.29367304
0.38607246,0.21151724,0.37557757,0.28523168,0.48083723,0.18422015,0.17647123
0.91961545,0.5052104,0.4033934,0.58209145,0.67595744,0.43898556,0.36612898
0.45722878,0.25413156,0.5673552,0.4000816,0.5699621,0.37212008,0.34651712
0.8000314,0.1490123,0.18441069,0.13640107,0.60702866,0.02001571,0.09848791
0.64484507,0.22918075,0.29293796,0.20435295,0.7328541,0.048578683,0.14028092
0.9429428,0.07503322,0.08654829,0.08493506,0.1081563,0.012058586,0.0013238068
0.41471565,0.26334268,0.25698212,0.24332684,0.78610677,0.058292676,0.15089357
0.6654073,0.19690074,0.24378556,0.16383812,0.5360078,0.034332734,0.09367155
0.8655406,0.14826958,0.30410945,0.23112136,0.22095987,0.11926769,0.017970266
0.9389951,0.30387112,0.60219485,0.45880848,0.61039895,0.4486635,0.45744693
0.92224604,0.124353334,0.14131676,0.15501973,0.33225632,0.025772411,-0.005189889
0.28973097,0.17285421,0.2768467,0.2184321,0.5099167,0.109930485,0.12638193
0.9450574,0.16126125,0.13983963,0.135836,0.43366867,0.023640197,0.10079151
0.83083147,0.25928885,0.14343065,0.18204135,0.88999546,0.012808386,0.23077963
0.9539893,0.60185945,0.8199703,0.87509215,0.6615093,0.9259749,0.78318477
0.83573556,0.22378345,0.1421787,0.15784684,0.8289454,0.011866104,0.23157142
0.17604753,0.10613105,0.15961947,0.089190006,0.4045326,-0.002118837,0.016450776
0.33830085,0.19336349,0.17121671,0.18130988,0.6121918,0.0103735365,0.10640078
0.9899124,0.29984918,0.23338369,0.278871,0.4585479,0.09703794,0.1003992
0.931401,0.10082288,0.2221782,0.14255565,0.032799967,0.061595615,-0.017242048
1.0430746,0.14291449,0.17316663,0.14324394,0.6080526,0.028085586,0.16868277
0.44173437,0.14009187,0.20447837,0.13568413,0.23023632,0.030034032,0.022129973
0.7065088,0.21053298,0.24700919,0.18772194,0.7203246,0.064420655,0.15132017
0.94102746,0.19113214,0.14127544,0.14217842,0.7534965,0.0045397133,0.18714364
1.1115514,0.21683423,0.2611815,0.23930189,0.692531,0.066963345,0.16088314
0.1543925,0.17646678,0.19113944,0.2049895,0.53386736,0.02993958,0.13981465
0.2623394,0.17748572,0.22138412,0.18843517,0.54215443,0.072866246,0.121284135
0.6379875,0.17736521,0.17358275,0.1909391,0.60232574,0.032166693,0.18097661
0.9470367,0.2522095,0.24567813,0.2458506,0.809548,0.043416325,0.1422211
0.74730074,0.15504228,0.31711605,0.21897623,0.5147405,0.09165631,0.11724036
0.8519732,0.369405,0.38403323,0.42183927,0.81295323,0.21647526,0.25502944
0.82981294,0.30147734,0.5707407,0.41463807,0.70982957,0.34113747,0.39234588
0.8499877,0.44778794,0.2905621,0.486335,0.71574146,0.23608099,0.1973896
0.07230757,0.059451707,0.166503,0.01639707,0.26037928,0.014151271,-0.030128429
0.40973032,0.17950669,0.54564714,0.30295205,0.49833143,0.31771958,0.27764365
0.95318586,0.1287998,0.106310144,0.10581398,0.55091625,-0.01848737,0.11459431
0.96389157,0.071350016,0.15150584,0.13958114,0.14156476,0.035773214,0.014972274
0.8642104,0.30553022,0.26141968,0.3344464,0.42626202,0.16485903,0.09407727
0.9133208,0.09107879,0.15758206,0.096214175,0.3632968,0.0051849224,0.034407385
0.693024,0.439972,0.23148279,0.39441574,0.8539149,0.16273005,0.17727289
-0.06408131,0.08971486,0.10555844,0.087409765,0.33559957,-0.015317775,-0.016287865
-0.09950611,0.037268434,0.0068701026,-0.031424172,0.25507095,-0.021742392,-0.028567443
0.90603584,0.11568159,0.25068745,0.17232543,0.42831948,0.035311017,0.045792516
0.7828696,0.12429881,0.3232842,0.2560594,0.21145299,0.13259506,0.011742962
0.9221736,0.47545198,0.19144101,0.41974425,0.7773045,0.17690168,0.03533825
0.007387735,0.14645092,0.16066182,0.18012324,0.35724777,0.007098254,0.07016425
-0.023658752,0.14305244,0.12994304,0.15992916,0.36225858,-0.00042377785,0.069801584
0.85388166,0.2472514,0.41817605,0.32582816,0.65742457,0.23470338,0.34553975
0.8910483,0.061703607,0.16722682,0.08627345,0.11317285,0.025463436,-0.03946713
0.05817198,0.05230412,0.20551516,0.0060443133,0.2804618,0.009457324,-0.029855983
1.0088294,0.13229698,0.14660765,0.12523884,0.51936185,0.015647266,0.104953006
0.67641926,0.27774224,0.23974566,0.23387247,0.73122084,0.07753363,0.1661958
0.4355049,0.20512621,0.1796932,0.1929662,0.6184038,0.033896055,0.11616397
0.7730495,0.37146074,0.50805223,0.47406983,0.79772013,0.37244943,0.44210672
0.17805411,0.13281716,0.1598117,0.1489375,0.4377633,0.029514845,0.039619196
0.96671027,0.10812147,0.22398168,0.13387446,0.24906635,0.084433734,0.04795466
0.2395781,0.16339397,0.25102004,0.16879734,0.47782704,0.051499125,0.050680578
1.0352635,0.30960143,0.4076062,0.38117155,0.6805757,0.22413807,0.26173097
0.32482782,0.19673206,0.2975649,0.18124351,0.5034013,0.068929076,0.059782665
0.22853337,0.08373767,0.1232314,0.09088269,0.35915178,-0.019863043,-0.012748511
0.2072724,0.104692,0.21414293,0.07522601,0.35434014,-0.0073696114,0.029275643
0.40346885,0.20228174,0.19431405,0.18049589,0.5849882,0.032978166,0.1080774
1.0140932,0.15430848,0.26184908,0.18991554,0.14899917,0.101938844,-0.04106048
0.029903106,0.15693906,0.086853646,0.17037684,0.36490154,-0.015334414,0.11851953
0.23489301,0.20670575,0.22527169,0.17866743,0.44889396,0.052811068,0.06993823
0.01608663,0.1398127,0.12333978,0.15500206,0.28681162,-0.006001089,0.06519345
0.9600647,0.16430895,0.30498597,0.20186752,0.5122405,0.116689175,0.16530992
1.027739,0.36559567,0.29484397,0.33757555,0.9842484,0.14430702,0.3382722
0.95867985,0.2086566,0.13328694,0.19382203,0.31238663,0.06892429,-0.044479728
0.8698831,0.12037216,0.25855896,0.14888129,0.43496552,0.08737914,0.1382529
-0.19541718,0.051043704,-0.049381614,-0.038939893,0.30650848,-0.059490032,-0.014548304
0.6642629,0.2510047,0.12704724,0.20265928,0.73641795,0.026121069,0.2020231
0.12583007,0.09594832,0.12812714,0.10310592,0.33479896,-0.009715466,0.0027218051
0.22629769,0.13225274,0.18476129,0.13352223,0.39060518,0.022657517,0.039006133
0.84333587,0.1495272,0.16948113,0.15084273,0.59699774,0.018964011,0.14889526
0.013439983,0.04516846,0.07980675,-0.001002565,0.28639424,-0.020849578,-0.029414138
0.4139608,0.18484528,0.24381965,0.15739894,0.6282484,0.021983583,0.10307046
1.0500679,0.09044552,0.078649916,0.09079166,0.24829218,0.01236295,0.027218945
0.93286556,0.13334395,0.15086101,0.115746506,0.52248096,0.013811141,0.11286298
0.084309354,0.13359295,0.21903412,0.15243298,0.41609547,0.07890825,0.08184041
-0.13605903,0.12540293,0.085335396,0.14204724,0.31371346,-0.017302042,0.05181959
0.9894449,0.13842656,0.10527509,0.1589325,0.3065776,0.03601597,0.0132380575
