rely,data,cplx,time,stor,virt,acap,aexp,pcap,modp,sced,MI_loc_aexp,MI_loc_data,MI_loc_stor,MI_aexp_data,actual
0.35874933,-0.12658451,0.4728654,0.32102174,0.48618156,0.1555526,-0.023958206,-0.024833579,0.037283614,0.074880145,-0.016051285,-0.16313508,-0.02202024,0.2207291,-0.21665783,-0.10088745
0.38119918,-0.18040411,0.45366693,0.38566098,0.65001005,0.29404363,0.12912554,0.19821234,0.07375229,0.28953117,0.018358983,-0.1597504,-0.09907394,0.1931775,-0.1652416,-0.09742284
0.34334844,-0.053483576,0.4671467,0.32679623,0.4885251,0.1607268,0.030739946,0.039025355,0.025280468,0.13668633,0.017196696,-0.12318792,-0.04064829,0.19623335,-0.14402594,-0.10279684
0.59717995,-0.2292934,0.5452604,0.5059401,0.7798928,0.4244173,-0.065225035,-0.05319163,0.03148975,0.06780236,0.030055292,-0.21363872,-0.07543104,0.28735542,-0.29826653,-0.21462572
0.61423784,-0.37595192,0.6648131,0.5317881,0.83933383,0.30863208,-0.1489418,-0.15320036,0.0073836856,-0.029384062,-0.11680976,-0.26670578,-0.04456701,0.40456092,-0.39820123,-0.17689772
0.8932864,-0.4989874,0.7149456,0.7112494,1.0916781,0.5665971,-0.3071754,-0.16548009,-0.015367586,-0.046198204,-0.09200651,-0.3781638,-0.07265287,0.48464808,-0.51556003,-0.24825662
0.17779806,0.099788845,0.4037041,0.2314398,0.3077638,0.078691356,0.14337173,0.1632411,0.12643605,0.20861754,0.081953645,-0.0726329,0.00809079,0.1066934,-0.028665738,-0.047835667
0.16381958,0.05908288,0.42910022,0.19528188,0.29653677,0.0064730123,0.14322048,0.13664761,0.10363819,0.22858626,0.018628772,-0.062443517,-0.0099383,0.10557984,-0.06913796,-0.013658617
0.18660364,-0.090381876,0.46828377,0.40107355,0.5918147,0.20803082,0.28608268,0.3980011,0.13294603,0.40924963,0.08394111,-0.14416294,-0.0984051,0.19732042,-0.11285984,-0.095658585
0.6810813,-0.28619584,0.5700852,0.52818304,0.82948434,0.43278897,-0.11374581,-0.11240758,-0.007164385,0.0073580444,-0.013007313,-0.2323998,-0.06830167,0.33525896,-0.33556303,-0.24975213
0.41796285,-0.24281915,0.5650318,0.48463374,0.74772596,0.2892076,0.04131447,0.099350825,0.014865965,0.17698431,-0.0144113675,-0.17687696,-0.08774411,0.26341102,-0.2834399,-0.15046947
0.024516994,0.14354895,0.39758983,0.25157923,0.30529585,0.084239036,0.3071838,0.36192375,0.18647869,0.34222335,0.17543992,-0.046691887,-0.032901727,0.105820686,0.00031372363,-0.08479008
0.30520046,-0.14812133,0.48537526,0.44538894,0.6681933,0.3417038,0.21153347,0.29699874,0.12696657,0.39569634,0.07023863,-0.16132656,-0.1293762,0.18256107,-0.18173969,-0.10595058
0.13168171,0.057002455,0.43776077,0.27825856,0.33055493,0.11056307,0.21569155,0.2107496,0.14878981,0.24795964,0.09834515,-0.07512226,0.0043710023,0.16229616,-0.05989392,-0.06994775
0.24599664,0.036081843,0.46645343,0.29040334,0.42776164,0.13818099,0.10846302,0.11529639,0.09661119,0.22728574,0.034778964,-0.08433323,-0.03499528,0.1378943,-0.073579915,-0.049283672
0.27931216,-0.09615425,0.4177352,0.29733813,0.43630216,0.029356778,-0.00404479,0.032396268,0.03640177,0.10097493,0.04119438,-0.16021861,0.009262271,0.18228665,-0.19521675,-0.059292305
0.3631379,-0.11358736,0.40739793,0.30700094,0.49940175,0.27027106,0.066177726,0.08839926,0.096627876,0.24968073,0.044958577,-0.115565896,-0.03488522,0.1598944,-0.13183878,-0.0520205
0.09756203,0.11115186,0.44503278,0.2410149,0.26872393,-0.011493385,0.14917779,0.13784172,0.09918356,0.19556999,0.07814023,-0.07443558,0.014127752,0.117100224,-0.07367467,-0.06783429
1.2728207,-0.7372314,0.9689902,0.99165606,1.527839,0.7185674,-0.53192294,-0.3385254,-0.0571733,-0.22310483,-0.18450299,-0.53089386,-0.08798947,0.7163415,-0.7878639,-0.38886338
0.2709575,0.034609787,0.43561244,0.28893092,0.40672714,0.21734151,0.13783978,0.19197005,0.14572236,0.31398132,0.06935638,-0.08054235,-0.02796495,0.12171918,-0.072942965,-0.021261279
0.19135082,0.05243042,0.4181132,0.24194284,0.37705612,0.1623116,0.2195398,0.26898324,0.2041304,0.36209232,0.09400846,-0.049984574,-0.027286641,0.115909055,-0.018763164,-0.012786191
0.038548846,0.07220418,0.44690037,0.18855004,0.23025689,-0.03664439,0.18132278,0.18830433,0.13601752,0.17789084,0.06211593,-0.06955331,0.019797724,0.119303346,-0.044458933,-0.050844703
0.2842877,-0.11016853,0.4266025,0.35240698,0.53924197,0.28716618,0.15464275,0.25636756,0.140991,0.33438355,0.074930795,-0.1284339,-0.079660654,0.16318536,-0.12060216,-0.072034225
0.112421684,0.059282035,0.46201405,0.3870927,0.44466928,0.20211934,0.2653768,0.27411416,0.13741498,0.40939116,0.15558107,-0.09686661,-0.03858307,0.16166396,-0.124457136,-0.079037756
0.1407681,-0.0670643,0.53417915,0.46929792,0.65267074,0.22761455,0.2965834,0.36586407,0.09821467,0.4106674,0.1421786,-0.13611297,-0.14452669,0.223685,-0.20911801,-0.17612027
0.43735248,-0.21598399,0.4970884,0.42934975,0.68811315,0.33319312,0.07290921,0.1926886,0.07760866,0.2686542,-0.018518686,-0.19073486,-0.11432973,0.22708368,-0.21767777,-0.1098233
0.01198739,0.16574854,0.42233258,0.23636565,0.27320504,0.030583337,0.26374274,0.3277036,0.17027754,0.29705182,0.14320546,-0.03776201,-0.023015961,0.098486215,-0.0049079657,-0.076591805
0.15775612,0.06500704,0.6038018,0.4107774,0.5189962,0.009986103,0.12246559,0.07641813,0.004188679,0.15242997,0.06203624,-0.12714384,-0.03369703,0.22957645,-0.15774368,-0.15498729
0.23276019,-0.06184034,0.42697233,0.29630986,0.43172872,0.1395543,0.0951167,0.09632817,0.08913095,0.18699785,0.033864375,-0.117057614,-0.034752257,0.16808626,-0.1309817,-0.07382846
0.04311378,0.14301164,0.40101194,0.23543791,0.20239842,0.04498544,0.2793489,0.32599208,0.2359349,0.2547086,0.19512299,-0.059469454,0.029336078,0.121744156,0.026708636,-0.07395856
0.16756247,0.105975494,0.5154108,0.29392204,0.46678063,-0.044056132,0.10579215,0.04644519,0.037023403,0.11173071,0.049770087,-0.113757156,-0.001118023,0.1965672,-0.1312199,-0.11968213
0.15035963,0.02836903,0.43366376,0.3717687,0.46414733,0.2505342,0.2794124,0.3239694,0.16125728,0.4196662,0.16360521,-0.10705357,-0.06685489,0.14990363,-0.102468565,-0.09733279
0.123602144,0.055441663,0.43524265,0.16751255,0.23097548,-0.002386108,0.17550892,0.16501915,0.14001,0.22905535,0.043413512,-0.048330657,0.006792335,0.1090024,-0.05391106,-0.017761167
0.3108393,-0.11173525,0.442717,0.3315346,0.52198124,0.24914728,0.08894406,0.18499352,0.12532955,0.23902173,0.055862844,-0.13637868,-0.06172151,0.18568759,-0.14369865,-0.08013025
0.24354993,-0.0131974295,0.4724628,0.27669877,0.38315052,0.039957725,0.065937534,0.05052886,0.025708701,0.12541041,-0.000308156,-0.11603453,-0.017552633,0.19157398,-0.1315823,-0.08876082
0.23546457,-0.024160396,0.48132622,0.26414567,0.36216348,0.02162392,0.04383008,0.020111026,0.03153579,0.11213497,-0.010609999,-0.10613095,-0.010125816,0.1816281,-0.161281,-0.07574491
0.4655478,-0.14095327,0.4926342,0.4045874,0.61344326,0.27823412,-0.05066637,0.01954824,0.04736077,0.11272743,0.015219912,-0.18591651,-0.058343045,0.22582488,-0.2428904,-0.1260773
0.6384556,-0.32835028,0.55951333,0.52135754,0.7932883,0.36794645,-0.18507946,-0.09133491,0.0038178042,0.032108188,-0.020796582,-0.26917502,-0.06016165,0.34851196,-0.3716193,-0.17763558
0.35996562,-0.12372447,0.45261195,0.34442133,0.55148613,0.29315674,0.07235311,0.110131025,0.12275572,0.2267498,0.04708839,-0.14594527,-0.05658763,0.17614795,-0.16172773,-0.076773286
-0.011580791,0.14169128,0.45662975,0.23706043,0.2612137,-0.063127965,0.2259009,0.26911902,0.12349136,0.2274952,0.1148819,-0.064641654,-0.011376172,0.12959623,-0.05349005,-0.103539854
0.93767166,-0.56739235,0.76944035,0.7882215,1.1832274,0.61840343,-0.25338334,-0.1392839,0.021222271,0.016511947,-0.06517067,-0.39952856,-0.106810234,0.4930971,-0.5388511,-0.25367504
0.3210116,0.04366111,0.4654844,0.31049484,0.457569,0.27842975,0.15563133,0.1660286,0.20308627,0.32085958,0.09471023,-0.0792504,-0.02966842,0.12928079,-0.06825852,-0.03071436
0.2637601,-0.031122506,0.44166568,0.34697032,0.5141385,0.22248162,0.15868944,0.20575817,0.114324495,0.29543507,0.0718249,-0.11700178,-0.07928304,0.14771602,-0.112964354,-0.08134392
0.33132654,-0.11193228,0.46674648,0.3590824,0.57522815,0.20765969,0.07702951,0.16751659,0.03456768,0.20741656,-0.0017593801,-0.13807869,-0.08647722,0.18876243,-0.1719793,-0.10677688
0.57066715,-0.24968946,0.5256595,0.436739,0.6644711,0.3345421,-0.1140075,-0.066928804,0.05082597,0.073089905,-0.009809852,-0.22411461,-0.037873864,0.28436914,-0.28511605,-0.10715258
-0.0013823435,0.219388,0.72618586,0.42767748,0.48703143,-0.13262105,0.20932186,0.14026293,0.05343742,0.21230727,0.08101789,-0.098382235,0.007271193,0.21912293,-0.14554214,-0.17441574
0.31543368,-0.064020194,0.44137144,0.34498882,0.5442346,0.27104026,0.160732,0.221429,0.12842318,0.34093297,0.040651135,-0.122510605,-0.069501154,0.1453941,-0.09826347,-0.043215033
0.09954129,0.037587725,0.4305334,0.3449617,0.41115382,0.15504415,0.2953868,0.3628621,0.19722939,0.3663529,0.18132436,-0.10891465,-0.040718928,0.16912688,-0.07790781,-0.09522772
0.28749537,-0.070295796,0.45202777,0.3206234,0.47956103,0.10796576,0.00062118843,0.01842103,0.014257345,0.13116619,0.019588947,-0.12865,-0.030830584,0.1916943,-0.16023348,-0.08607258
0.21243885,-0.055793114,0.45353913,0.31856087,0.44506517,0.04918688,0.053389322,0.08342022,0.033560425,0.21162014,-0.0020686984,-0.09327497,-0.026574016,0.16193889,-0.15270723,-0.06639399
0.32470572,0.08422394,0.77038115,0.441917,0.64592135,-0.124411196,0.04888085,-0.04872827,-0.012066562,0.043323703,-0.074240096,-0.19023214,0.0035906434,0.29253426,-0.24237125,-0.218175
1.281602,-0.80080193,0.96143144,1.0312663,1.600713,0.83017886,-0.42407668,-0.28477564,-0.045242805,-0.11353403,-0.14242846,-0.5127128,-0.120234914,0.6731682,-0.74538124,-0.40077135
0.2030992,0.092682384,0.44017288,0.2575008,0.3819521,0.16102591,0.18407369,0.20823365,0.17475288,0.321367,0.087470464,-0.054734387,-0.021865204,0.11301918,-0.02292215,-0.020988245
0.23259938,0.11875193,0.46599662,0.26259258,0.368558,0.17897226,0.19168682,0.1921751,0.2091909,0.33154243,0.09753867,-0.057927825,-0.005072467,0.10794726,-0.016844582,-0.0060847476
0.3748082,-0.103388295,0.588357,0.3961516,0.571378,0.081239365,-0.019713335,-0.06444742,0.0012607314,0.0495587,-0.025525443,-0.17856304,-0.030535065,0.2832364,-0.24700104,-0.12961586
0.1474805,0.11622012,0.39500928,0.21812591,0.29836977,0.12286201,0.23480208,0.2585644,0.22413482,0.30069226,0.14722131,-0.043754008,-0.011084881,0.095938355,0.0018607975,-0.01495662
0.3363576,0.046477795,0.45027444,0.31327754,0.4601244,0.23570776,0.09355928,0.15973139,0.12846038,0.26872918,0.04499576,-0.09152783,-0.033290334,0.13384794,-0.072845556,-0.03993314
0.101923846,0.13606125,0.4124068,0.24726266,0.29980326,0.12434104,0.2671196,0.30366465,0.21261093,0.34598097,0.14458099,-0.039854906,-0.0088100955,0.105090246,-0.00029477087,-0.034857016
0.3068788,-0.019187229,0.43817928,0.2980111,0.45503664,0.23182938,0.12554777,0.17275992,0.14659093,0.29490492,0.050495632,-0.099997066,-0.040677316,0.13373601,-0.08563794,-0.03554338
0.28081703,-0.102082774,0.49759626,0.43031314,0.63086283,0.25274837,0.15906355,0.24025534,0.07136393,0.29181415,0.07497033,-0.14803678,-0.12148348,0.19474201,-0.20809214,-0.14630008
0.34404844,-0.046927623,0.43611494,0.3058366,0.45464474,0.20728728,0.061963156,0.109270036,0.11212142,0.2664917,0.04616929,-0.11501782,-0.030062616,0.14353314,-0.112682186,-0.023777831
0.08172157,0.12861851,0.4889467,0.30265963,0.37370026,-0.00068460405,0.18402316,0.1604591,0.05927395,0.2093724,0.10422251,-0.10018655,-0.029575117,0.15296195,-0.09151684,-0.118456766
0.25609672,-0.035339296,0.4454635,0.3796133,0.54098916,0.2744099,0.18465364,0.25297832,0.12423356,0.3500654,0.09842701,-0.13285287,-0.08832752,0.16204585,-0.13175294,-0.085831136
0.4236158,-0.20721084,0.52522504,0.40503925,0.6294013,0.1889454,-0.041109852,-0.113377705,0.027240805,0.03821724,-0.00039218366,-0.1982135,-0.026053648,0.2702135,-0.24041544,-0.13273442
0.2744283,0.0022411775,0.4729288,0.30032632,0.43590316,0.11833887,0.076780014,0.06680162,0.05539363,0.17747052,0.022125714,-0.10089976,-0.029065467,0.17112455,-0.103149146,-0.07229227
0.4325053,-0.18506256,0.47557983,0.40958318,0.61232764,0.30426383,0.017559886,0.07777531,0.03595407,0.23119195,-0.00026815385,-0.18796192,-0.08000783,0.23487292,-0.23294945,-0.12512648
0.45158648,-0.16907099,0.46979985,0.3659338,0.5676236,0.26002797,-0.034351267,0.02781439,0.037172332,0.17485273,-0.0038905144,-0.16339126,-0.044304125,0.22457515,-0.21369302,-0.09327696
0.206849,0.113052905,0.44159314,0.23809321,0.35561004,0.1681206,0.20670569,0.22611228,0.22647722,0.32675114,0.104316264,-0.048506856,-0.008093245,0.1075716,0.0024895875,-0.0109174065
0.17045686,0.052054837,0.5281999,0.233962,0.3434546,-0.091800064,0.10510984,0.07628918,0.046589095,0.15439649,-0.018670209,-0.08752699,-0.006376855,0.15936635,-0.13078097,-0.054113816
0.72720826,-0.37384763,0.640895,0.6387826,0.95536137,0.45350444,-0.17950073,-0.13963568,0.0021399446,-0.034478903,0.038319126,-0.30800512,-0.05709201,0.4059091,-0.4076683,-0.2682092
0.25430185,0.087418586,0.46412602,0.27445707,0.3912177,0.16966626,0.14762053,0.14986217,0.165181,0.28935835,0.06334076,-0.06518265,-0.017545827,0.12199363,-0.03354567,-0.024488244
0.43396163,-0.23418729,0.5115101,0.41986716,0.6967003,0.23121302,0.043363374,0.16993308,0.01929107,0.17510708,-0.061718144,-0.19893573,-0.103910215,0.24866584,-0.26234713,-0.15689693
0.014203766,0.16361482,0.50025547,0.29743725,0.33552486,-0.014034569,0.20062335,0.21512417,0.07830702,0.23626369,0.1137915,-0.06397012,-0.008701552,0.12734467,-0.0778123,-0.09434253
0.14430001,0.10182965,0.45757183,0.24318404,0.30173397,0.03582983,0.15420964,0.13923188,0.11685082,0.2371515,0.050495274,-0.06381308,-0.006013125,0.11498129,-0.057085797,-0.038127277
0.8090895,-0.40083277,0.6777278,0.67434907,1.0214002,0.4362732,-0.26228237,-0.21061994,-0.043926243,-0.092663795,-0.02263499,-0.32242092,-0.060237646,0.45453182,-0.49639648,-0.27683127
0.15903024,0.048606828,0.4079314,0.17635995,0.28475323,0.02114115,0.18573609,0.20382962,0.157918,0.27177304,0.0578202,-0.037892368,-0.0072455853,0.0989109,-0.05020357,-0.013295498
0.6472037,-0.29038954,0.5713723,0.5621083,0.87444794,0.30989188,-0.17269619,-0.12261689,-0.051124353,-0.04584673,-0.014725827,-0.29126355,-0.078563206,0.38401368,-0.39880887,-0.22635773
0.26236135,-0.02659231,0.43806928,0.29988807,0.42046827,0.07814779,0.036225215,0.046676714,0.015813679,0.16529016,0.008819226,-0.10100424,-0.01709212,0.17688806,-0.13858704,-0.07468945
0.48446834,-0.16727465,0.4859949,0.41051203,0.6104365,0.3471409,-0.018134773,0.025740849,0.07989061,0.17502922,0.03428819,-0.17453049,-0.04827366,0.22014502,-0.20939407,-0.07283312
0.21254629,0.03584014,0.43119764,0.28309357,0.42089537,0.18064278,0.20823832,0.24530765,0.18375558,0.33293456,0.09851393,-0.088538274,-0.043855183,0.12586612,-0.04291704,-0.02906185
0.074150234,-0.0028119888,0.45672348,0.3585778,0.4569973,0.08199808,0.22666284,0.28453308,0.08967772,0.2541994,0.12847698,-0.106174745,-0.056085333,0.19559051,-0.120811306,-0.1509408
0.41512227,-0.13150689,0.56467056,0.43765768,0.6389032,0.055690058,-0.06626311,-0.07431048,-0.03639062,0.057553843,-0.045547135,-0.16535838,-0.030855224,0.2617438,-0.28620377,-0.13168547
0.37032682,-0.12253309,0.5261592,0.36812156,0.5278932,0.110094115,-0.043493427,-0.058485482,0.0110236965,0.05499079,0.0019360483,-0.15509489,-0.022428308,0.24502812,-0.25355694,-0.10787657
0.5025394,-0.23029383,0.50495845,0.43657959,0.66281843,0.3758512,-0.079800636,0.0287118,0.07335438,0.12082395,0.019962374,-0.21766181,-0.052365795,0.2664223,-0.2428294,-0.109861314
0.45469093,-0.13270032,0.49892938,0.4226515,0.62039274,0.20934968,-0.037872486,-0.036628228,-0.03231475,0.113550566,-0.007100545,-0.18626277,-0.050566226,0.27284372,-0.23630878,-0.14610127
0.9133574,-0.53311604,0.8228337,0.74759114,1.1324298,0.428075,-0.37383032,-0.29293263,-0.06189121,-0.16729209,-0.15364271,-0.39071658,-0.054134965,0.5563908,-0.5875592,-0.26639193
0.29224354,-0.10068719,0.43568137,0.32399562,0.53386265,0.17573991,0.119622596,0.20290856,0.056323692,0.27085632,0.00019919127,-0.1252793,-0.0813066,0.1525932,-0.14320676,-0.08733891
0.32223588,-0.1493835,0.46257553,0.43828177,0.65578276,0.33980927,0.19225153,0.27783966,0.124097824,0.37628672,0.076735616,-0.1832925,-0.114620306,0.19003265,-0.15238973,-0.09894273
0.21771643,0.0055826623,0.4268578,0.34932145,0.4601255,0.24074158,0.17233446,0.18238446,0.12222339,0.3304088,0.11127701,-0.09851562,-0.029634304,0.16474698,-0.127446,-0.06261715
0.24075645,0.10689488,0.4540341,0.25273374,0.36721316,0.17006476,0.17858514,0.18438151,0.19606821,0.32252225,0.077380285,-0.050564244,-0.012661502,0.11330822,-0.0089275185,-0.006996177
0.2558568,-0.020009553,0.41689003,0.29296237,0.47255236,0.22364567,0.17706707,0.2518142,0.14977784,0.34284377,0.056049787,-0.08848813,-0.06580242,0.12952253,-0.0670758,-0.03742117
0.114148535,0.08873144,0.408858,0.17734545,0.22744149,-0.031770878,0.1514759,0.16732189,0.11465821,0.20954244,0.04426956,-0.045780025,0.021110011,0.09298454,-0.06997392,-0.009575259
1.2205651,-0.7213432,0.9208304,0.95456225,1.4336185,0.58985376,-0.49052697,-0.36509714,-0.13047932,-0.203361,-0.18355912,-0.48001203,-0.088479035,0.68962145,-0.7643627,-0.39645404
0.242424,0.09663963,0.4493819,0.24778411,0.37793708,0.19974247,0.19264427,0.21694034,0.2295236,0.33624882,0.102143854,-0.048950206,-0.011673663,0.11242767,-0.008803651,-0.006074775
0.33465296,-0.07580915,0.5077666,0.3178392,0.46326888,0.04547905,-0.009017244,-0.011348363,0.012525793,0.080262996,-0.023421071,-0.1414891,-0.02494935,0.22256963,-0.22030179,-0.10035163
0.3089068,-0.16051356,0.45201093,0.41905037,0.58218503,0.36381584,0.15439403,0.2695402,0.13985673,0.34119105,0.0956901,-0.1724679,-0.09440125,0.19879353,-0.16987354,-0.11201401
0.4326933,-0.17621377,0.49610916,0.4207616,0.5707022,0.21029632,-0.05137948,-0.039042633,0.023851013,0.09264442,0.02351946,-0.18826953,-0.024905168,0.2442066,-0.239836,-0.07914142
0.40882027,-0.07690467,0.46956468,0.39636192,0.55404013,0.3108122,0.029238176,0.08967745,0.10425967,0.22176301,0.07708776,-0.16637187,-0.050271966,0.19066542,-0.15700734,-0.08215399
0.25800276,0.059650704,0.4636853,0.28662556,0.41124183,0.15727925,0.13186738,0.13137555,0.124737516,0.27398568,0.049003616,-0.07710561,-0.022792224,0.13499878,-0.05596193,-0.030173201
0.16176225,0.10036989,0.4217302,0.2419008,0.327937,0.18343572,0.2581502,0.30598053,0.25243455,0.37410933,0.14114237,-0.04209124,-0.007722173,0.116763964,0.0037588833,-0.01506434
0.6291835,-0.39949587,0.58072156,0.6291295,1.0031862,0.5695299,0.043966483,0.1264411,0.0814613,0.27413377,0.010411952,-0.27195528,-0.14609593,0.3098155,-0.32843074,-0.20190531
0.25026143,0.06792028,0.44252035,0.29191902,0.40141442,0.22278856,0.16477352,0.17757514,0.1842262,0.33862573,0.1048293,-0.07415839,-0.002515126,0.1276955,-0.048585795,-0.011016224
0.19044644,0.09312185,0.44887462,0.29346386,0.3876377,0.17775522,0.16614786,0.18328722,0.16805653,0.3287695,0.099817656,-0.07016144,-0.005042482,0.11861771,-0.035224687,-0.008956332
