data,cplx,time,stor,turn,modp,tool,loc,actual
0.49346057,0.10753305924669407,0.11567664694059882,0.15347514920850897,0.092684746,0.41254938,0.11902327809767219,0.11573124,0.57602924
0.3908566,0.36266116373388363,0.40060992403659546,0.36820980209258813,0.34632263,0.31640202,0.3506989149301085,0.42765975,0.39888567
0.24415776,0.3503526949647305,0.33714262022855723,0.4387415263244916,0.37845078,0.53261924,0.39580066041993395,0.34536833,0.33105224
0.3134321,0.3138871686112831,0.2958438577506315,0.3591236215474173,0.28594092,0.60158885,0.3552997944700205,0.3296829,0.41430464
0.59842706,0.18818534118146588,0.1933181715990903,0.21258093275485598,0.21199247,0.5979227,0.24306712569328742,0.2296716,0.54362375
0.62497663,0.047811325218867474,0.07833108469986508,0.04050639543038373,0.04804942,0.36525756,0.07149868285013171,0.08496526,0.5903857
0.5152944,0.3319118668088133,0.3516231410973885,0.3384925903095554,0.30265597,0.44036824,0.33610268638973134,0.3717963,0.54982096
0.40939403,0.15030498496950148,0.14967635898058157,0.21478076288684578,0.14926022,0.51825196,0.2337587266241273,0.16416731,0.423074
0.67421913,0.11252375274762472,0.1964731017883861,0.17553092053185526,0.14324588,0.17731667,0.10329027967097203,0.13537544,0.7331453
0.6630975,0.045194115480588444,0.07927167875630073,0.07030931421855885,0.08393711,0.43672007,0.11263351873664812,0.08468628,0.581471
0.45887494,0.14427955557204442,0.1916590414995425,0.23597987415879246,0.15240034,0.48393935,0.25640151435984854,0.23536474,0.72923917
0.5099271,0.22444135755586422,0.24003566440213986,0.24045266442715987,0.20836952,0.54814917,0.25460647453935253,0.25211567,0.4059441
0.7073443,0.20445269955473003,0.2560254453615267,0.26136459568187576,0.29180756,0.56788313,0.24438569556143042,0.258704,0.5444016
0.34359223,0.27816194218380574,0.2837772570266354,0.330179649810779,0.26148674,0.55508775,0.30751636924836306,0.31168628,0.4500113
0.4120923,0.10684009331599066,0.1079545364772722,0.1366950082017005,0.09901002,0.4054842,0.13224048677595132,0.1228022,0.4714836
0.19840924,0.300334389966561,0.29492861769571704,0.334458250067495,0.26919493,0.61089444,0.3798330020166998,0.34802437,0.4247322
0.29364562,0.29047829095217087,0.2999583679975021,0.3532253211935193,0.27281323,0.44188714,0.34694769530523045,0.3318231,0.4492312
0.42588145,0.13653542634645738,0.18225924093555446,0.23688955421337327,0.16606492,0.3706563,0.20403674959632503,0.20105815,0.67991734
0.50587314,0.10364730963526902,0.15202707912162475,0.18535037112102226,0.16218525,0.36679474,0.17437373256262673,0.15917635,0.6316087
0.09771606,0.45830175416982455,0.44118907647134464,0.4682325980939559,0.410692,0.60265917,0.4947902105209789,0.51140535,0.3479815
0.19665584,0.4708526529147347,0.4406109764366586,0.5246970314818219,0.4413971,0.6509694,0.5452698454730154,0.50070757,0.43579736
0.613013,0.408771209122879,0.47927787875667277,0.43410977604658657,0.36658046,0.5046808,0.49308468069153194,0.43131548,0.9999999
0.5264933,0.1514009948599005,0.18861989131719348,0.20215339212920352,0.1447849,0.47636706,0.20505825949417406,0.21660769,0.56281817
0.67804307,0.037473168252683174,0.04917568295054098,0.03068855584131335,0.0344055,0.5658237,0.10457150954284904,0.07814628,0.69519955
0.7591015,0.2722272927772707,0.33358652001519123,0.3042859582571575,0.32362214,0.46063906,0.30140223985977604,0.37802023,0.68445617
0.4344584,0.3445053655494634,0.34844305090658306,0.39998480399908826,0.31567958,0.2573252,0.34950121504987847,0.30115432,0.6685516
0.47489777,0.2802293319770668,0.34457172067430325,0.3885967233158034,0.3352047,0.1911216,0.3404559159544084,0.29846573,0.5788594
0.83961725,0.13397075660292432,0.23343010400580624,0.17215518032931082,0.2594442,0.5783453,0.17025493297450667,0.31638604,0.7033762
0.30721197,0.31057750894224906,0.289815217388913,0.40358265421495926,0.35268041,0.3510895,0.301734119826588,0.27757537,0.24941109
0.6189241,0.17774297222570276,0.22526426351585582,0.278638916718335,0.28516695,0.59813064,0.22802082719791728,0.24707204,0.4703914
0.62526417,0.2326563667343633,0.26441575586494537,0.34687724081263444,0.32567725,0.46446562,0.2560927043907295,0.2990352,0.5674513
0.63558155,0.06535589346441065,0.05841449350486961,0.08090115085406904,0.07521582,0.5651891,0.12323756767624322,0.07804543,0.5895999
0.5100754,0.1502210049778995,0.15436366926182019,0.18502749110164946,0.16803893,0.49877143,0.20561931943806805,0.17350948,0.4694475
0.057117105,0.5938798806120119,0.5694244841654691,0.6439182386350943,0.5736916,0.67914236,0.6066535693346431,0.6028142,0.15110815
0.6422982,0.01815801718419828,0.023115904386954263,0.012718082263084936,0.015847862,0.48436219,0.05883290811670919,0.036038905,0.6215324
0.51678574,0.14325650567434942,0.22890974373458464,0.28196759691805584,0.24268457,0.2608098,0.20994881900511808,0.1930219,0.5074949
0.49246678,0.17518360248163975,0.18215079092904748,0.22831298369877903,0.15710962,0.5822501,0.24708256529174344,0.2231077,0.5472117
0.609607,0.06284102371589763,0.12262598735755924,0.08582491514949492,0.08254117,0.35387522,0.1109346939065306,0.12107152,0.72417337
0.49621493,0.05252953874704612,0.06721216803273009,0.06845897810753869,0.051597476,0.45750904,0.12185941781405822,0.08241883,0.5222471
0.2815871,0.32785933721406624,0.33990600039436003,0.40419628425177706,0.33819482,0.4452449,0.3259352674064732,0.37621605,0.34600377
0.4148717,0.18944664105533587,0.2137201528232092,0.26108427566505654,0.19179401,0.3858449,0.24634347536565243,0.19987845,0.33917928
0.49276054,0.13796831620316838,0.13425726805543609,0.15862072951724376,0.11586937,0.5430651,0.18805627119437285,0.16252539,0.52210706
0.53453565,0.08758171524182846,0.07353654941219297,0.08122107887326474,0.07109651,0.5765496,0.14323233567676644,0.106916845,0.4957356
0.43333423,0.20772409922759008,0.21514908290894497,0.24324359459461567,0.15926263,0.5661788,0.28309330169066976,0.25826615,0.6091197
0.36877343,0.13218118678188132,0.1335925580155535,0.14175367850522072,0.10988444,0.55771,0.20921704907829508,0.17786655,0.46046406
0.5739634,0.16671223332877666,0.16087678965260738,0.15945429956725798,0.14672565,0.5595609,0.19603948039605196,0.1779336,0.4951945
0.66369724,0.033172991682700825,0.02509963650597819,0.02233460634007638,0.022535414,0.5457679,0.09776269422373057,0.057207793,0.6191725
0.47662807,0.2662167533783246,0.31404669884280195,0.3214020192841212,0.25531933,0.44035375,0.31908216809178314,0.31239986,0.6040039
0.50125766,0.23796409620359035,0.25862361551741697,0.28657497719449865,0.23094723,0.5854101,0.30877156912284304,0.29417402,0.5843059
0.56971353,0.07444193255580674,0.05744615544676933,0.06299159377949563,0.07538882,0.5711844,0.1207830779216922,0.06453124,0.4934287
0.5563468,0.04840322815967718,0.06704953402297203,0.07615283456917007,0.06433025,0.318958,0.058228844177115574,0.048041344,0.46969342
0.48704523,0.24651766534823347,0.30729391843763515,0.28433361706001703,0.25234124,0.5231766,0.31758276824172316,0.3087588,0.49653262
0.49620897,0.044854575514542444,0.062341933740516026,0.09707010582420636,0.06044206,0.47680682,0.12688808731119128,0.086300254,0.5318392
0.55605006,0.04293202970679703,0.050753418045205084,0.08504504510270271,0.051284492,0.55920213,0.13643623635637636,0.07260463,0.5574845
0.44149372,0.07940819205918079,0.07459795947587756,0.06328037779682268,0.059185684,0.5696057,0.15211348478865153,0.10774964,0.5046467
0.32069308,0.22665715733428426,0.2210509932630596,0.2960578377634703,0.23442873,0.49346268,0.2504036749596325,0.24716318,0.44452918
0.63505185,0.07634230636576936,0.08895421533725292,0.10730297043817823,0.10108143,0.5207554,0.13623462637653735,0.12281227,0.6009471
0.43473166,0.1900850609914939,0.18361066101663964,0.1915152514909151,0.19944724,0.6449674,0.24553773544622642,0.1710665,0.39258677
0.7320292,0.18525876147412385,0.24257959455477568,0.1868827712129663,0.20919362,0.52592635,0.19455341054465894,0.2849574,0.6572942
0.44529477,0.19644518035548195,0.23843939430636368,0.29678113780686827,0.23267159,0.42470342,0.2419116858088314,0.22269636,0.5260943
0.46340644,0.16323383367661665,0.19728131183687872,0.22493238349594302,0.18478653,0.4064748,0.22208062779193719,0.20884973,0.5432458
0.6729022,0.18532861146713883,0.23539711412382686,0.18486289109177348,0.22469684,0.54764473,0.2418684158131584,0.25339627,0.59609497
0.5619292,0.03789725621027438,0.0842019350521161,0.10532546631952798,0.08969274,0.3917759,0.12443639755636024,0.07943711,0.6018086
0.59537536,0.06786396321360368,0.1665480199928812,0.14786765887205952,0.1500735,0.25647855,0.1693677430632257,0.15178958,0.65098566
0.38997847,0.31196366880363313,0.319616699177002,0.3902496234149774,0.30265924,0.3106811,0.299130170086983,0.28577846,0.40079856
0.6144894,0.13242639675736032,0.14836237890174273,0.17303667038220025,0.19118711,0.66222525,0.204094569590543,0.1970945,0.4536381
0.33508813,0.13250584674941532,0.12536553752193225,0.11870507112230427,0.10691011,0.7072056,0.23753288624671137,0.16253838,0.48696625
0.58458245,0.24375206562479343,0.2477379548642773,0.2761448765686926,0.24203786,0.5325813,0.2689372031062797,0.25628817,0.5113017
0.7399955,0.3486553951344605,0.43040850582451035,0.3489446209366773,0.33057687,0.4093982,0.3434602856539714,0.40435827,0.5527074
0.4299245,0.15764684423531555,0.1679071300744278,0.1568394694103682,0.1428971,0.5882607,0.23314050668594932,0.20643109,0.4728127
0.45146003,0.2227376177262382,0.22833885370033122,0.25446499526789973,0.19280967,0.5625485,0.2814003518599648,0.27333277,0.53363425
0.44869348,0.13623644637635535,0.09789231987353919,0.14212263852735832,0.11154264,0.66636485,0.20696095930390404,0.113562346,0.41220883
0.47389975,0.27329927267007276,0.3086728685203721,0.31637251898235114,0.23151329,0.38607466,0.33225580677441935,0.34497374,0.6270987
0.40669125,0.10453774454622554,0.15730378943822737,0.14795488887729336,0.1332815,0.26390958,0.14635322536467746,0.1701751,0.4917044
0.6038927,0.06601547339845265,0.09520504571230275,0.12587482755248966,0.12439141,0.58262223,0.1609963339003666,0.1421949,0.5368972
0.7052387,0.45775775422422454,0.5048861802931709,0.5127765807665948,0.49506232,0.5501107,0.4477663152233684,0.51459086,0.5656227
0.7104115,0.0711696968830303,0.12909093774545627,0.09210411552624694,0.11176431,0.3776494,0.09331723066827692,0.15526453,0.7361143
0.5670204,0.0709703789029621,0.13932326835939612,0.14298847857930871,0.11855173,0.32333583,0.1395394960460504,0.12857553,0.6425491
0.6847867,0.10812904318709568,0.1873603012416181,0.15877381952642916,0.15061167,0.2651142,0.12498544750145525,0.18002799,0.54646504
0.33883014,0.2944092705590729,0.2745264364715862,0.31726469903588195,0.2557145,0.581879,0.3136419386358061,0.29795343,0.37822232
0.6927868,0.0895753110424689,0.14398512863910773,0.12714252762855166,0.13855216,0.42288536,0.15054143494585648,0.15496674,0.63671845
0.1541424,0.4205065279493472,0.4031811041908663,0.4544021772641307,0.4108512,0.6894402,0.46172095382790457,0.43611747,0.22418018
0.68463707,0.3384999661500034,0.4071033844262031,0.3715067222904034,0.37813202,0.7351069,0.40841700915829904,0.44243014,0.55696994
0.3776044,0.7612630538736945,0.7931333475880009,0.797484747849085,0.7658725,0.724443,0.7387325261267473,0.79764825,0.3080531
0.5772605,0.11687679831232016,0.17098353025901183,0.16030422961825377,0.14246508,0.25209588,0.10502599949740005,0.14464161,0.6368132
0.48714614,0.0820352617964738,0.08682692520961552,0.10264650615879037,0.063850015,0.500637,0.12405057759494223,0.10375562,0.53452986
0.7475403,0.45459602454039755,0.539982932398976,0.5537157332229441,0.6029366,0.540833,0.44807065519293443,0.5712159,0.5063428
0.5753301,0.09271522072847792,0.16572449994347,0.15455750927345055,0.13648888,0.34267184,0.1929271007072899,0.17044562,0.72513515
0.24048647,0.3363783963621603,0.34438487066309226,0.3773108926386536,0.30635938,0.51374954,0.3770576322942368,0.37972897,0.2851285
0.61014575,0.09627028037297194,0.09512320570739236,0.08875927532555652,0.098641306,0.5027986,0.1109291789070821,0.12193802,0.5337566
0.37768734,0.3515259648474035,0.3748473724908424,0.4696378281782697,0.38561204,0.3450389,0.3279088372091163,0.35845047,0.35730636
0.42858925,0.19017447098255288,0.22748471364908285,0.2496360649781639,0.20498767,0.40687907,0.26950005304999464,0.2333864,0.7410472
0.25272632,0.2903148509685149,0.284036717042203,0.3004518380271103,0.29191998,0.7407128,0.36890854310914567,0.3102759,0.28146958
0.24720603,0.298092070190793,0.30966754858005296,0.3548152112889127,0.2679961,0.47600502,0.3598655640134436,0.37420058,0.5422076
0.7545297,0.16740269325973067,0.20361571221694275,0.1918430115105807,0.25056764,0.5170226,0.2083500391649961,0.2561862,0.6343018
0.37663564,0.2765600723439927,0.23740144424408666,0.32447369946842197,0.29382595,0.5383659,0.27536181246381874,0.23346704,0.28466275
0.18479018,0.49767552023244793,0.4911408694684522,0.5492042629522558,0.48557696,0.73889226,0.5573457442654255,0.48862737,0.2235029
0.42383346,0.25509327449067254,0.2644121758647306,0.3026730581603835,0.23323777,0.54286635,0.27743462225653776,0.29427147,0.5270569
0.3314245,0.26040149395985057,0.2160593129635588,0.32230671933840316,0.2403396,0.6103605,0.3125011687498831,0.2246505,0.3068694
0.39065626,0.3411402058859794,0.3564610713876643,0.4118008847080531,0.31943658,0.38543844,0.39471551052844894,0.39331043,0.627823
0.4426991,0.1515524548447545,0.1618396397103784,0.20647723238863394,0.17408684,0.59857297,0.22645459735454024,0.19283271,0.418113
0.51902235,0.2609980739001926,0.2929985675799141,0.30680467840828074,0.23099849,0.5906548,0.37049176295082364,0.31984144,0.7244606
0.5614905,0.06570842342915766,0.07639620458377228,0.07828480469708829,0.04727012,0.497065,0.1217646178235382,0.09948644,0.57529074
0.59282374,0.06144040385595961,0.08139035488342129,0.06749690004981401,0.08990899,0.41645932,0.10343517965648202,0.08168203,0.5462162
0.6708329,0.08427181157281884,0.12117714727062884,0.1130465067827904,0.11502665,0.42470032,0.1012362438763756,0.14176714,0.66264
0.5638668,0.37712609228739075,0.39550366373021983,0.3987966439277986,0.33478037,0.49536145,0.35874208412579156,0.3845083,0.575631
0.6361103,0.030925986907401306,0.023601384416083067,0.014355391861323513,0.016777128,0.5569871,0.09371360062863994,0.05058205,0.6061667
0.39407116,0.2218630978136902,0.22860141371608483,0.25712646542758794,0.18457541,0.53296465,0.27588633241136673,0.27573615,0.5335882
0.27733886,0.3199173680082632,0.328298649697919,0.39296672357800344,0.3337132,0.5340026,0.3533957246604275,0.3449729,0.35171908
0.52315915,0.07931210806878919,0.1012603100756186,0.09957552597453156,0.08460906,0.48283398,0.13437123656287633,0.12246877,0.47107816
0.48516345,0.16718758328124164,0.16653559999213602,0.1952808017168481,0.13959897,0.5393967,0.20356509964349,0.18332452,0.47838968
0.21405192,0.5747744425225557,0.5804679348280761,0.6785524907131495,0.66104436,0.7969135,0.6585928741407125,0.6005768,0.16260785
0.5520614,0.09727605027239497,0.1705460602327636,0.19850735191044114,0.15114224,0.3484462,0.20052120994787898,0.15668365,0.759781
0.5606276,0.056562388343761164,0.10372236622334198,0.12287557737253466,0.08660549,0.42369306,0.13844381615561838,0.11243352,0.6259239
0.28653216,0.33786379621362034,0.33600249016014944,0.42600306556018397,0.3513601,0.45809412,0.4217872178212782,0.3439098,0.46041715
0.5291696,0.0912767858723214,0.0821927249315635,0.09129879547792774,0.07364699,0.5799353,0.15368826463117355,0.10514793,0.5060859
0.19160844,0.5668036433196356,0.5483394029003642,0.5883309352998561,0.52624846,0.78403926,0.6343247365675263,0.5874251,0.38399673
0.44250268,0.34455608554439143,0.3868989532139372,0.4594764975685899,0.32774273,0.5028323,0.4523814547618545,0.40256912,0.9061389
0.5332932,0.16346086365391363,0.19619275177156512,0.18342627100557626,0.18537113,0.48597896,0.18718425128157487,0.20082241,0.5006902
0.5736011,0.34613340538665943,0.38926419335585166,0.34346940060816405,0.36385122,0.5722082,0.34750422524957747,0.39005256,0.38720775
0.28220603,0.3732079826792017,0.38241812294508737,0.5084930305095818,0.4297175,0.5004119,0.40581490941850906,0.37434167,0.3455249
0.6205412,0.14924986507501348,0.18657554119453246,0.15047985902879155,0.12364891,0.43905568,0.13224999677500032,0.20468849,0.61107695
0.44292817,0.23473585652641435,0.2180493630829618,0.2723699363421962,0.24993798,0.3620035,0.2311651468834853,0.17149812,0.34144276
0.55057055,0.023376223662377633,0.06009322760559366,0.05593374735602484,0.054391086,0.37014747,0.07889463711053628,0.05633679,0.5335064
0.42521012,0.25043737495626245,0.2413225944793557,0.31337805880268355,0.29114798,0.70338714,0.31821611817838813,0.27179813,0.4043063
0.44692853,0.2229173277082672,0.2539340452360427,0.2690353561421214,0.1885229,0.5186828,0.3275457872454212,0.29818434,0.649611
0.47599554,0.17824019217598078,0.17391963043517783,0.20663477239808636,0.17984292,0.55877346,0.19681642031835797,0.17795703,0.39999425
0.5986118,0.02522244747775525,0.07457963447477807,0.051790896107453764,0.047457278,0.3585186,0.07394420260557973,0.073474705,0.58554053
0.3767963,0.22471857752814223,0.21663205299792318,0.2447866346871981,0.19394848,0.59057665,0.24906918509308149,0.23924166,0.36363912
0.6475489,0.025977191402280858,0.04159417949565077,0.025440634526438074,0.027463436,0.48586214,0.07430838756916124,0.05995491,0.620974
0.67265815,0.03359585664041433,0.09120068547204113,0.07854629071277745,0.08986601,0.3735724,0.07265754773424522,0.114569426,0.62321013
0.41463616,0.18377353162264684,0.16157085969425158,0.1995358619721517,0.1538069,0.5873097,0.22080329791967018,0.18069944,0.4142173
0.57872427,0.05724605427539457,0.0811875248712515,0.08123404487404269,0.059528917,0.47916782,0.10849140915085909,0.09693393,0.62791413
0.38044286,0.30801676919832305,0.275780516546831,0.33974006038440363,0.32419536,0.589499,0.33777412622258735,0.30204362,0.3996682
0.39714172,0.18125362187463778,0.20394508223670493,0.276238516574311,0.20133743,0.48479062,0.2830391716960828,0.23293042,0.60884935
0.33568826,0.2802159719784028,0.28746916724815,0.3087372985242379,0.24283364,0.41342527,0.2800526319947368,0.3021307,0.3124811
0.45475006,0.14909489509051047,0.13011828780709728,0.16254479975268799,0.11698988,0.6335649,0.202957369704263,0.15031534,0.4511052
0.5485666,0.04846676515332348,0.040021988401319306,0.06819221809153309,0.053851843,0.5378775,0.11420177257982274,0.04586765,0.52906966
0.42155766,0.09335198066480192,0.09209961552597694,0.09203312552198753,0.08033651,0.49115038,0.13085870691412932,0.10782859,0.47412878
0.6594245,0.07501866649813334,0.14841184890471093,0.12752402765144166,0.13286644,0.28435045,0.12797648720235127,0.16267297,0.5994237
0.7170021,0.047821725217827474,0.08035454482127269,0.05241489714489383,0.07117006,0.4876789,0.08968027503197248,0.12115905,0.7442866
0.39355898,0.1486624651337535,0.14401561864093712,0.14712173882730434,0.10882801,0.6237685,0.22860399713960025,0.185752,0.48921472
0.7021756,0.2132961786703821,0.2486736349204181,0.21247406274844377,0.21766457,0.5431516,0.2537985146201485,0.28036827,0.5913137
0.56869495,0.041839565816043416,0.05549362632961758,0.06872910412374625,0.05089557,0.4935904,0.11854289814571017,0.07767445,0.5796145
0.7065277,0.3324519367548063,0.41244086474645186,0.3975875038552502,0.40732285,0.5616112,0.37676836232316374,0.45484138,0.7823602
0.6584275,0.030773189922681007,0.03841418230485094,0.020593883235632996,0.026679188,0.48283583,0.054261559573844036,0.047529727,0.5985946
0.21034305,0.4326986567301343,0.4088489645309379,0.560282383616943,0.45365193,0.41975307,0.3926967607303239,0.43910295,0.27931604
0.44368362,0.4290968070903192,0.4429397265763836,0.5070792304247538,0.4984472,0.54988587,0.500278349972165,0.48104262,0.34651855
0.46041003,0.10592289940771005,0.08762148525728912,0.09775120586507235,0.07169238,0.6542673,0.18354801164519882,0.114452004,0.49327022
0.59523034,0.20423281957671802,0.2475903748554225,0.21883841313030478,0.23688349,0.35121873,0.22676209732379027,0.23239404,0.6525548
0.6451776,0.10570503942949605,0.14008209840492591,0.18095253085715185,0.18555197,0.5124692,0.17921112207888776,0.18098354,0.61340636
0.5060292,0.17095578290442168,0.21413315284798917,0.24385769463146167,0.19870248,0.31834745,0.17935185206481477,0.21313906,0.51152265
0.6131643,0.1801620219837978,0.22355286341317182,0.21064259263855556,0.16837734,0.4016596,0.2195108880489112,0.23679984,0.63389045
0.5674629,0.08169385183061481,0.09263212055792723,0.12035996722159804,0.116672784,0.55581236,0.1519941548005845,0.11942938,0.4644847
0.41622624,0.31930256806974316,0.32442946946576817,0.3916694235001654,0.3447887,0.70028377,0.39709171029082896,0.36193132,0.42647398
0.34707427,0.2743697725630227,0.25542111532526696,0.3113037486782249,0.30105445,0.7370035,0.3308079469192053,0.2557217,0.25946164
0.47057983,0.2792386420761358,0.29967834798070087,0.34585120075107206,0.29579148,0.6655836,0.3617989038201096,0.34239918,0.49700063
0.60233927,0.07201989779801021,0.11670599100235947,0.1091854065511244,0.08930954,0.4125396,0.1304629269537073,0.12349445,0.55592096
0.7098136,0.16737915326208466,0.20785556247133374,0.17046163022769784,0.19799772,0.47974753,0.17627321237267876,0.25047904,0.6284397
