Transactions,Entities,PointsAdjust,Envergure,Effort
0.2923354,0.45168445,0.3108122186487331,0.51671505,0.32719916
0.28397307,0.31187508,0.23690596421435786,0.71388024,0.3172103
0.604042,0.6092497,0.5929225355753521,0.4760428,0.5968138
0.17085086,0.2865382,0.21648937298936238,0.547625,0.25712147
0.348313,0.5268833,0.35876542152592533,0.45566714,0.4021399
0.086479746,0.14336199,0.07180494430829666,0.21117908,0.11513753
0.268382,0.45687395,0.29237107754226466,0.4734456,0.32719684
0.38235897,0.5329712,0.34735768084146085,0.6937271,0.39000335
0.2486058,0.24476142,0.17077744024664643,0.591271,0.24003884
0.19553335,0.39971817,0.17623297057397824,0.4935652,0.20597619
0.2598533,0.29834497,0.1898275713896543,0.6026763,0.27005598
0.42186284,0.5671609,0.42939772576386354,0.5670004,0.44531265
0.32855695,0.5686464,0.37489157249349436,0.6130717,0.37540188
0.18179327,0.4374442,0.2514807150888429,0.44628358,0.26633123
0.1898565,0.3069476,0.18745641124738469,0.42782742,0.21338902
0.31693077,0.18753277,0.16866536011992161,0.6832441,0.2706069
0.15684739,0.29684448,0.164899149893949,0.3831523,0.20250686
0.17199886,0.327448,0.19160935149656108,0.44411826,0.22476204
0.28439516,0.17085324,0.09634957578097454,0.9875354,0.30373862
0.19694316,0.24339136,0.21342869280572158,0.47769457,0.24228814
0.26298922,0.34284544,0.1650173799010428,0.6330818,0.21579999
0.26248977,0.50454247,0.3195900791754048,0.56344754,0.34400132
0.25928915,0.21957894,0.17765681065940864,0.49381912,0.20566027
0.54605335,0.6383302,0.54639883278393,0.53057426,0.5382243
0.1310744,0.24020544,0.14624108877446532,0.29168722,0.15052366
0.2527852,0.28866172,0.21124650267479017,0.7382036,0.2860538
0.27965227,0.35862714,0.22781857366911443,0.6543571,0.2807144
0.2466514,0.4525211,0.2777122766627366,0.58717465,0.3301989
0.28411713,0.2965719,0.16992291019537462,0.73654217,0.29832852
0.09024784,0.15858379,0.09245482554728952,0.24932675,0.16104448
0.19973916,0.30985034,0.16331363979881838,0.49504614,0.22563395
0.48140693,0.65729314,0.47732218863933135,0.6026229,0.48616675
0.42547554,0.5171672,0.47778498866709934,0.38174123,0.3731596
0.24290705,0.40769106,0.20816713249002797,0.5664637,0.24546929
0.44658178,0.67554754,0.4639304278358257,0.58065957,0.47378927
0.055145785,0.33718693,0.08784093527045611,0.3029374,0.117488764
0.5424782,0.61071116,0.5121094907265695,0.62480867,0.5518133
0.23836033,0.48838538,0.3098023185881391,0.47305405,0.30909455
0.22608876,0.15130703,0.10454140627248439,0.73685426,0.20701529
0.15054338,0.32608092,0.15099926905995614,0.47048205,0.1860778
0.35225654,0.38806474,0.20951069257064156,0.8125034,0.3402032
0.33211398,0.5693557,0.3753375625202538,0.55100447,0.40007895
0.32167488,0.5342909,0.3533388012003281,0.5361578,0.3731833
0.2259118,0.3915484,0.15153155909189353,0.68167144,0.26356077
0.28705412,0.3313201,0.1899065113943907,0.668215,0.26692998
0.24286477,0.43266287,0.29049981742998904,0.456971,0.31045946
0.78112614,0.8387226,0.8014945880896753,0.5949325,0.765561
0.34490046,0.3769815,0.22720234363214065,0.74690384,0.33030355
0.29386878,0.20445907,0.15633330937999856,0.7687182,0.24679622
0.19138293,0.37956434,0.19403095164185713,0.47340953,0.24623288
0.5812301,0.68102515,0.5891389053483344,0.5725151,0.572959
0.22224319,0.335878,0.1422785885367153,0.5655846,0.22496095
0.16005883,0.34365284,0.17964051077843066,0.3804946,0.20871386
0.09619312,0.16865355,0.07188749031324942,0.28260309,0.10518538
0.28375328,0.17865899,0.1330246979814819,0.8547874,0.28745142
0.13453563,0.2932864,0.16254090975245458,0.4165306,0.19393207
0.07827202,0.20822142,0.06712415402744924,0.184706,0.14804786
0.16179214,0.03147708,0.06950456417027386,0.28262615,0.25861168
0.40206176,0.5753104,0.4293598257615896,0.5081289,0.4457079
0.24700883,0.15975803,0.15473370928402255,0.7374538,0.23385479
0.2736253,0.43800104,0.3103713886222833,0.49735594,0.3340241
0.17347263,0.43054718,0.2476165748569945,0.48675,0.25323066
0.2933529,0.4555828,0.270594716235683,0.4979412,0.31780255
0.19129333,0.42186356,0.20916894255013657,0.47213364,0.22829822
0.08441587,0.17528567,0.10062797203767833,0.2736302,0.12179181
0.3995775,0.5798011,0.36597397195843834,0.67279106,0.41952842
0.31342724,0.39624324,0.24151989449119368,0.6574108,0.3186209
0.32545474,0.24373944,0.17721040063262403,0.6883925,0.27633354
0.29498845,0.17527461,0.12115657726939465,0.8647543,0.2805331
0.6198618,0.6194436,0.5778437046706223,0.57660896,0.63977206
0.10556363,0.33357716,0.1581564094893846,0.28065392,0.14957853
0.16951299,0.084996015,0.12864752771885166,0.41625583,0.2145309
0.3492415,0.5244489,0.3322313599338816,0.51165056,0.3286245
0.111185595,0.048768267,0.07263151435789086,0.3464114,0.13322143
0.15751134,0.30669793,0.11603344196200653,0.22358827,0.20979047
0.2506729,0.21833092,0.1663895099833706,0.6982089,0.2515012
0.13667883,0.2988503,0.14595857875751475,0.35502714,0.17585357
0.19760044,0.08733389,0.16078973964738438,0.4597885,0.2755351
0.20244199,0.34655088,0.14851531891091915,0.5662851,0.20440519
0.06632131,0.2694761,0.1409513084570785,0.33514097,0.1699388
0.24844418,0.24237758,0.1383692383021543,0.62703466,0.22913925
0.3382956,0.56486416,0.36741059204463555,0.53582615,0.37881848
0.2660733,0.29711336,0.14224191853451512,0.73873025,0.2567802
0.26262933,0.45182854,0.2443856146631369,0.6098123,0.26867762
0.33015424,0.44293088,0.287453817247229,0.6768455,0.3163614
0.13372998,0.1336678,0.14213912852834773,0.37496418,0.19821803
0.23405112,0.18224235,0.12593225755593546,0.38437665,0.25105396
0.2634252,0.29833618,0.28275485696529146,0.30281198,0.15786666
0.53015035,0.6307574,0.46336932780215967,0.7672762,0.5247541
0.7878338,0.79358244,0.7432531445951887,0.7190845,0.76413697
0.10116205,0.19010714,0.1425653785539227,0.2602812,0.16733754
0.48667037,0.4260282,0.3446263906775835,0.8288135,0.5455313
0.66160065,0.80215347,0.6857996411479784,0.6416005,0.6742306
0.5144793,0.63202,0.5125483307528999,0.6435385,0.5323978
0.31060877,0.37686312,0.26410701584642093,0.6891073,0.36781895
0.64160365,0.66746885,0.6138095068285704,0.633009,0.67192125
0.16553512,0.34063154,0.1395536283732177,0.58216995,0.17171332
0.3835892,0.49498832,0.31642849898570996,0.7260397,0.37142402
0.19036946,0.15960349,0.1618476897108614,0.6085889,0.27401578
0.23457,0.43278334,0.26648937598936256,0.32783246,0.2763369
0.26442647,0.44703203,0.2891619973497198,0.50440353,0.29515025
0.086781934,0.26025742,0.09926498595589917,0.2150235,0.10361225
0.17089802,0.46483558,0.22499638349978301,0.49613523,0.22218074
0.16261938,0.28685433,0.14546536872792212,0.3297872,0.16049685
0.20500693,0.40524206,0.2136365628181938,0.45904875,0.2134302
0.10619922,0.2973029,0.11862964111777848,0.27002352,0.13234942
0.36109352,0.5063933,0.3466114207966853,0.6410501,0.37462047
0.4111191,0.5486436,0.427439565646374,0.63372594,0.4399747
0.20744874,0.34114715,0.12104124726247484,0.6875376,0.20759274
0.24427506,0.29592347,0.16604942996296582,0.59162444,0.24664807
0.046616934,0.37363523,0.0792594597555676,0.26967818,0.10928195
0.20805039,0.4431884,0.17543977052638624,0.5204357,0.21398965
0.19701031,0.29996544,0.1634975798098548,0.4314711,0.18949074
0.34500152,0.24801618,0.20253646215218774,0.86254156,0.30945176
0.19552153,0.2989538,0.23457984407479063,0.3119752,0.23284715
0.53915983,0.6850828,0.522468231348094,0.65863436,0.5625918
0.21541685,0.2157274,0.15551011933060718,0.47873133,0.20923047
0.174469,0.35189414,0.18523299111397945,0.42840523,0.20751004
0.29084742,0.439125,0.24305891458353487,0.70478946,0.3234518
0.24248424,0.39227402,0.25740501544430094,0.6112428,0.2629002
0.16126125,0.3103818,0.15448882926932975,0.35643512,0.1930526
0.14987458,0.18620113,0.1624848097490886,0.45650268,0.22763272
0.04591188,0.18403226,0.045455566727334,0.0841462,0.05769793
0.2301043,0.23194091,0.16604498996269942,0.5269025,0.25183678
0.32311887,0.4259317,0.3003470480208229,0.7079836,0.34359482
0.2552613,0.2503295,0.08742937524576253,0.8720064,0.27202553
0.26050746,0.45813185,0.24286924457215467,0.62706435,0.30475476
0.29285327,0.25209078,0.15266370915982258,0.7875732,0.27568117
0.047635898,0.19654186,0.09212635552758133,0.21194968,0.10933472
0.12123927,0.32810062,0.10308279618496777,0.28953636,0.10733553
0.34700364,0.48035747,0.3292639197558352,0.5969299,0.40559602
0.13757452,0.054189414,0.1390340383420423,0.5736585,0.26083183
0.36760858,0.53314847,0.3982677438960646,0.4767596,0.39536703
0.12944353,0.35712764,0.07279000436740025,0.33698118,0.119852506
0.37463242,0.45968845,0.3549722212983333,0.56947327,0.3800925
0.3712309,0.49300188,0.3162159489729569,0.6791596,0.3670398
0.25836518,0.34594014,0.2215481432928886,0.6563565,0.27829677
0.1590411,0.42859948,0.165200149912009,0.4509198,0.17599566
0.16990417,0.36392486,0.12349284740957085,0.4228558,0.15330017
0.08163443,0.43163663,0.14590400875424053,0.2886955,0.14530739
0.32810766,0.17734197,0.13233739794024388,0.8243423,0.32249063
0.25560498,0.15914986,0.160399449623967,0.7102831,0.23164411
0.25827497,0.31891257,0.18622025117321508,0.7445012,0.27204806
0.24708197,0.36114028,0.2516047150962829,0.41980267,0.24515215
0.32638314,0.16019496,0.13492852809571168,0.96548647,0.3188113
0.1468967,0.3172748,0.11623439697406383,0.34844756,0.1609465
0.3568279,0.45753396,0.28972537738352266,0.7217897,0.35658386
0.15502995,0.2466245,0.15538348932300936,0.5153987,0.1923871
0.26168448,0.39110318,0.277396616643797,0.60775733,0.30247357
0.26135522,0.34875935,0.30936439856186393,0.23768434,0.23060574
0.27636874,0.2511986,0.20799338247960297,0.70741075,0.26750633
0.4578414,0.5387875,0.4151691749101505,0.61605,0.46069607
0.66117865,0.752633,0.6969058918143536,0.50679755,0.6712707
0.14452133,0.34456244,0.1700479802028788,0.37646627,0.21413898
0.2873128,0.25370213,0.214241232854474,0.58291745,0.2685431
0.24571605,0.30529612,0.1698800901928054,0.63799644,0.20471886
0.4105127,0.4523306,0.32513399950803995,0.83368534,0.4164334
0.21312696,0.18803637,0.14866477891988675,0.64073336,0.2474949
0.228919,0.31092483,0.23746645424798726,0.48518217,0.25084004
0.19941285,0.22399437,0.057413488444809306,0.6474483,0.21961395
0.75713396,0.79449856,0.755932615355957,0.679439,0.76869005
0.14427726,0.38718542,0.21977481318648878,0.4205296,0.24102028
0.11095618,0.3547347,0.1662295299737718,0.36502576,0.17488578
0.14260668,0.20831314,0.07201348432080906,0.30976987,0.15216959
0.2513428,0.36185387,0.23910108434606506,0.510415,0.2752683
0.36153892,0.46925956,0.34296077057764623,0.67467654,0.3649817
0.25852314,0.17230667,0.17218751033125063,0.6707271,0.2345756
0.28162897,0.3676601,0.274284316457059,0.35807264,0.2372744
0.3909952,0.477741,0.36918618215117094,0.704461,0.40167508
0.16801359,0.26080316,0.12380940742856444,0.37834924,0.16780108
0.34969446,0.41432765,0.25694461541667696,0.75487757,0.350046
0.49012434,0.6785159,0.541938032516282,0.58094364,0.56588084
0.06873244,0.31174487,0.10158321609499296,0.24275474,0.14111035
0.68436533,0.73309326,0.6972862418371745,0.6024147,0.70031905
0.12458156,0.33836487,0.10189410211364613,0.30259696,0.12696987
0.35763654,0.31663585,0.2482499048949943,0.85634834,0.35796714
0.6097223,0.64647543,0.6095472965728379,0.62273556,0.6253743
0.2815712,0.38037062,0.3027423781645427,0.2719788,0.28084382
0.22689341,0.22583821,0.17834231070053866,0.48424256,0.21619917
0.15863189,0.17374748,0.10314231218853874,0.26045653,0.20040932
0.0927099,0.25971842,0.1407385084443105,0.31981868,0.17015202
0.2125583,0.42607445,0.27285991637159496,0.5522815,0.28439924
0.23743567,0.16193706,0.15651380939082857,0.39869052,0.26837978
0.07715692,0.16190206,0.13186547791192868,0.31191635,0.15762109
0.37706262,0.44106892,0.3183167490990049,0.7019725,0.36825103
0.13689555,0.22206907,0.14896572893794374,0.2937042,0.16413149
0.04003138,0.08449149,0.028622091717325503,0.124971755,0.20251676
0.17267187,0.16449466,0.06747703404862204,0.6142227,0.20037849
0.25925228,0.34617555,0.21676525300591518,0.70428705,0.27513292
0.22032286,0.17722338,0.17413315044798902,0.51818234,0.21883664
0.15758649,0.37194443,0.18474189108451347,0.5961565,0.2221473
0.11708222,0.2149648,0.1406786984407219,0.32654327,0.17108686
0.26936716,0.26952782,0.20319466219167975,0.72487175,0.2801312
0.4618277,0.6984586,0.4779026786741607,0.56526554,0.46592215
0.50963986,0.4830703,0.41659232499553955,0.8170355,0.5235294
0.31856537,0.39970905,0.32523831951429916,0.36317647,0.33408192
0.43631095,0.5530191,0.42343512540610756,0.58372027,0.42642775
0.18378788,0.3165186,0.16159357969561478,0.44013208,0.189141
0.42901647,0.52495295,0.3754012225240734,0.6936471,0.40416247
0.21977448,0.3060649,0.25721909543314575,0.61603093,0.28145686
0.22227472,0.28056717,0.2143564128613848,0.5370057,0.2607544
0.86501926,1.0,0.8728803923728236,0.75761455,0.8509817
0.60770017,0.74056506,0.6382593882955633,0.58048725,0.64518374
0.2145373,0.45468384,0.2538789952327397,0.55748755,0.2851223
0.11015572,0.16963652,0.05161649309698959,0.27185577,0.092759594
0.36959118,0.4307328,0.2932101375926083,0.7876303,0.34807727
0.28400183,0.43242723,0.24148954448937268,0.64373493,0.31231612
0.13802865,0.16021067,0.11052016063120963,0.4955675,0.17942786
0.13107419,0.103310645,0.12765618765937128,0.43085653,0.23682348
0.24322523,0.37351578,0.20117177207030634,0.6230887,0.22798999
0.59970117,0.7095533,0.6291134377468063,0.5769003,0.5763092
0.17638193,0.4105757,0.20626589237595355,0.51469225,0.21837881
0.22584063,0.268207,0.14868988892139334,0.56479955,0.2152092
0.122125864,0.09490638,0.09721439183286351,0.41367424,0.1416343
0.21655229,0.45501906,0.24107171446430287,0.506829,0.2626613
0.54910964,0.58604246,0.46722328803339724,0.76226044,0.5258514
0.3064235,0.4303956,0.3001333180079991,0.53253114,0.30483094
0.13202165,0.20975015,0.08443724106623447,0.30139378,0.119316645
0.027230017,0.10425487,0.04521050271263016,0.14122681,0.11293786
0.126472,0.12630862,0.13017815781068948,0.3980884,0.20189087
0.049829222,0.17936206,0.05694024341641461,0.17951418,0.14336932
0.14892481,0.39538246,0.1067162764029766,0.42259884,0.13847739
0.35818106,0.42243743,0.323966399437984,0.69164884,0.3582609
0.7438294,0.7371901,0.7170534430232065,0.61587334,0.72333527
0.19989109,0.3728649,0.1967350518041031,0.46301597,0.21749194
0.30225813,0.17188118,0.1601770096106206,0.6931708,0.28146118
0.12592171,0.3618204,0.14527810871668653,0.39056265,0.1650559
0.13173151,0.042815566,0.09556317573379056,0.45987165,0.17519806
0.12737168,0.34182,0.15538248932294935,0.33871746,0.16499266
0.11830376,0.16673473,0.15286297917177874,0.46152192,0.22795151
0.11639938,0.22678465,0.04055186943311217,0.1607661,0.10868925
0.21925625,0.41173887,0.23198708391922504,0.4755473,0.23580492
0.2558341,0.24276315,0.21770547306232838,0.6245967,0.24569272
0.16669527,0.29072976,0.15675387940523275,0.36387724,0.18770748
0.51337165,0.40780318,0.3378634402718064,0.88123643,0.5906687
0.30840215,0.51191664,0.31716131902967915,0.6167805,0.32926565
0.38505703,0.6154307,0.4430204565812274,0.63057566,0.4488902
0.14169267,0.17639728,0.15232767913966075,0.43823653,0.20965613
0.41564852,0.50128806,0.42868187572091254,0.41315985,0.41649038
0.09813891,0.31060544,0.1391384983483099,0.19994386,0.11192976
0.36361057,0.2750035,0.2503736750224205,0.9299441,0.3781609
0.3838061,0.5456955,0.4114872746892365,0.45858413,0.43074703
0.2452261,0.22145265,0.11918277215096633,0.7562472,0.22189908
0.22944435,0.29169536,0.1447384486843069,0.8132927,0.28732893
0.45947862,0.5761399,0.47480842848850574,0.4958591,0.49223867
0.09628502,0.2055911,0.08954512137270727,0.2210275,0.124346614
0.47791678,0.5136138,0.4292443257546596,0.7185649,0.4830241
0.1804282,0.2198429,0.09258807555528453,0.5860042,0.23217174
0.09935431,0.26118523,0.1322088779325327,0.33120605,0.18038018
0.15359947,0.34552896,0.1623213397392804,0.4095204,0.18597832
0.33481547,0.39765912,0.2788870467332228,0.7341377,0.3187024
0.4093377,0.39342514,0.26656334599380077,0.9773325,0.43613577
0.62943906,0.683967,0.5949138356948303,0.66498995,0.6102156
0.33170784,0.39985368,0.266321715979303,0.7489552,0.323894
0.2175912,0.27998784,0.1407807384468443,0.5930954,0.24713442
0.14762126,0.3324684,0.1945600016736001,0.41470164,0.22101292
0.23310378,0.31710297,0.14485010869100653,0.7364444,0.25515088
0.232887,0.43581074,0.2218143933088636,0.5768972,0.2719757
0.3565231,0.31111938,0.20322854219371253,0.8296426,0.44326243
0.30674246,0.3703866,0.23612818416769105,0.6695695,0.25021237
0.10008388,0.26177192,0.07813463068807784,0.19753654,0.12688418
0.17660464,0.38946104,0.19625803177548193,0.4070052,0.23672312
0.23602754,0.3306495,0.2175408630524518,0.5979718,0.2665949
0.32586214,0.3979693,0.25197771511866296,0.69822115,0.29829228
0.13754897,0.14231318,0.12454194747251686,0.3922435,0.21502514
0.30967802,0.42551494,0.23354685401281125,0.71222323,0.3134259
0.36856097,0.5120273,0.3813542928812576,0.45448577,0.37101054
0.37574512,0.42414474,0.3458571207514272,0.48171997,0.37372124
0.18928453,0.13369977,0.12875280772516848,0.7430791,0.26436126
0.1907464,0.39066064,0.1371993082319585,0.56984764,0.2051949
0.18569171,0.25139335,0.13734294824057688,0.39285398,0.17978631
0.45952797,0.6445126,0.49038666942320014,0.49539256,0.46188396
0.22605328,0.1989738,0.20156289209377354,0.55738014,0.2504745
0.13520683,0.30394548,0.14608850876531054,0.32089227,0.17551081
0.08873827,0.24048345,0.09213068552784114,0.37529737,0.12437871
0.2755552,0.36085773,0.272486316349179,0.5481155,0.2951207
0.22528481,0.4432713,0.23886044433162668,0.51435393,0.24581589
0.29998946,0.3894322,0.3048671682920301,0.5618454,0.3267595
0.23428452,0.25430825,0.1294879677692781,0.7479819,0.2694493
0.4893319,0.52791905,0.42988967579338055,0.58502024,0.4670357
0.055843662,0.11964365,0.07410052444603148,0.19715184,0.09381861
0.090369634,0.09499511,0.1106407266384436,0.33580542,0.1853808
0.23504253,0.23292641,0.13253610795216647,0.61505294,0.23467815
0.22282873,0.2501526,0.11555511693330703,0.72180104,0.2569887
0.12393865,0.17041257,0.07314189438851366,0.5701015,0.17936336
0.18691447,0.3011922,0.17557780053466804,0.4664011,0.21219575
0.38572657,0.58575386,0.4119016747141005,0.6440996,0.40294486
0.26149493,0.3132366,0.18360071101604267,0.6465969,0.23767763
0.2641442,0.5070368,0.2813464568807874,0.6377681,0.3030611
0.19485742,0.36968133,0.2493272749596365,0.36564296,0.2659672
0.22781387,0.42262036,0.18606821116409267,0.6031089,0.2437179
0.05846871,0.24590358,0.109860916591655,0.2481621,0.12929717
0.060138125,0.27979562,0.1384033683042021,0.22950442,0.16584742
0.26153916,0.5307339,0.31154681869280915,0.48577714,0.33481798
0.2511652,0.23756862,0.20138703208322192,0.5772873,0.24229495
0.14687037,0.3699412,0.1735824304149458,0.3482514,0.17955379
0.3278606,0.48948926,0.3328135199688112,0.6033553,0.35675335
0.18902847,0.33729222,0.15290006917400417,0.32851613,0.10572873
0.32542273,0.56642693,0.3813084928785096,0.4394256,0.37756205
0.24314845,0.43177137,0.19415128164907688,0.59849775,0.257134
0.1323046,0.1924247,0.106933416416005,0.27392104,0.16308586
0.32948232,0.15860108,0.15304303918258236,0.8476509,0.29358193
0.10751103,0.08501698,0.0815896348953781,0.3853385,0.13995309
0.19896516,0.33647656,0.22403696344221782,0.38651007,0.23977447
0.33493745,0.24116293,0.1659436799566208,0.9303408,0.3228844
0.1881339,0.2544694,0.1440762486445749,0.6239244,0.22244282
0.17571045,0.34983176,0.1084782265086936,0.36075103,0.15851322
0.49198538,0.5520066,0.4651937779116267,0.54356015,0.5098295
0.5089758,0.5347643,0.45622476737348605,0.6061518,0.500784
0.119408265,0.40568244,0.15134898908093936,0.37913257,0.1894369
0.24330427,0.32953733,0.23021429381285763,0.5105253,0.2927383
0.18869019,0.02864635,0.07376391442583487,0.8050524,0.21754692
0.15642741,0.22540407,0.12101902726114165,0.32298797,0.17507511
0.26020968,0.2873003,0.19956111197366672,0.6727078,0.25388095
0.3420918,0.35245875,0.262982715778963,0.6436814,0.36557418
0.15437263,0.2640077,0.1882687112961227,0.42667413,0.23188137
0.14574349,0.31330574,0.17405898044353885,0.39262557,0.22598001
0.12768918,0.30977443,0.10829686649781199,0.29531273,0.14258121
0.22462644,0.22188818,0.12942365776541948,0.7620835,0.25539345
0.43312275,0.5790693,0.4722609283356557,0.62921715,0.47557795
0.51897717,0.68588454,0.5387495323249719,0.68312335,0.5615753
0.13619193,0.29745597,0.12814511768870707,0.4845695,0.18541741
0.49049503,0.59726506,0.4966710298002618,0.58577,0.50596696
0.02239149,0.124399245,0.06167685570061134,0.25034338,0.1478721
0.36337358,0.5705066,0.4070601444236087,0.565539,0.42414698
0.28875226,0.26503927,0.1330394079823645,0.76729333,0.2402755
0.29209462,0.16944803,0.1120949567256974,0.93442273,0.27790788
0.5131684,0.6271195,0.47980082878804975,0.5810575,0.5363379
0.046380654,0.1369066,0.030657811839468713,0.12296924,0.12888178
0.22135392,0.2920577,0.23378150402689027,0.60682195,0.25503376
0.14401294,0.106668666,0.07262625435757526,0.29897642,0.2242077
0.44327492,0.50117517,0.3181233890874034,0.84289145,0.48866737
0.25911808,0.16259558,0.14076710844602652,0.43445498,0.24280708
0.35446197,0.5776297,0.3775237426514246,0.6445991,0.38257942
0.22997312,0.31588632,0.1667364200041852,0.5408108,0.20502909
0.097814076,0.2148203,0.14076683844601032,0.23451103,0.10444517
0.23101422,0.32619682,0.25948674556920476,0.3035648,0.24494998
0.10698388,0.10120367,0.0705364982321899,0.47836345,0.15365493
0.11599097,0.33513945,0.17519181051150864,0.32103953,0.19236298
0.1649843,0.30693895,0.18954917137295027,0.3619104,0.2062993
0.42686623,0.55031776,0.44848730690923844,0.53339976,0.47227305
0.48483938,0.56021947,0.4019219541153172,0.83408755,0.5274912
0.24637735,0.36834446,0.28219164693149884,0.4442817,0.29802287
0.39979237,0.56268555,0.41885324513119476,0.47132385,0.43195352
0.31045675,0.5009207,0.27102191626131494,0.61611915,0.31526232
0.3201627,0.189324,0.16622268997336143,0.74638134,0.26094428
0.23487133,0.28930646,0.20244880214692812,0.62074345,0.22936599
0.14561562,0.3239082,0.16289587977375278,0.4152162,0.19036134
0.37479138,0.47577804,0.34717845083070703,0.65550387,0.38368922
0.4046222,0.5521395,0.41293342477600553,0.5649657,0.43323836
0.24262145,0.17940038,0.15478213928692836,0.60370785,0.29781088
0.2172347,0.332712,0.17775517066531024,0.56839365,0.21623623
0.13588817,0.1647349,0.07747135064828103,0.5781764,0.22043577
0.07878346,0.34329975,0.08250678095040687,0.43782616,0.120163195
0.43740207,0.5202452,0.4177192950631577,0.62958753,0.4448958
0.6459613,0.6798438,0.5740227344413641,0.6951456,0.6751386
0.15640822,0.13039169,0.1098104765886286,0.63672954,0.1913295
0.30182144,0.27143723,0.17206206032372362,0.8019665,0.2835756
0.20660357,0.2762239,0.21079389264763357,0.47132713,0.22442682
0.24170676,0.35452318,0.1622235397334124,0.72817403,0.28081915
0.276515,0.21605353,0.17678505060710303,0.48868233,0.28705978
0.4827355,0.45656303,0.39613240376794423,0.6924726,0.51637644
1.0,0.9868129,1.0,0.75838345,1.0
0.56799746,0.6410993,0.5710222342613341,0.6770449,0.5820662
0.28960666,0.4155313,0.28393037703582263,0.57851577,0.3078501
0.8139242,0.7098522,0.708166582489995,0.79042816,0.84395605
0.23902771,0.42639062,0.27147163628829823,0.4500627,0.29434803
0.061487522,0.16113469,0.06254432375265943,0.1810272,0.1034195
0.22578214,0.50727665,0.30427531825651916,0.51418257,0.3066592
0.1881454,0.3966868,0.22891509373490562,0.5142054,0.21689759
0.20034967,0.3174313,0.21405212284312736,0.39204884,0.23562855
0.2621205,0.26317862,0.17113901026834064,0.6180727,0.24936464
0.031964086,0.26911512,0.1111877066712624,0.20267731,0.12932822
0.11378821,0.07250166,0.10550247633014859,0.38508147,0.2196939
0.2184048,0.37579972,0.23729923423795407,0.5291091,0.23528728
0.28516293,0.18417363,0.16103750966225058,0.6874455,0.27018046
0.24785718,0.4525838,0.23432064405923866,0.43488866,0.22642617
0.38346708,0.46845168,0.37848594270915653,0.48971003,0.40743563
0.27553177,0.5235096,0.3084155485049329,0.55268264,0.34282866
0.31722313,0.4286658,0.26388908583334514,0.73394424,0.3372577
0.29636994,0.16776344,0.12429363245761796,0.7011236,0.32981837
