size_D,duration_D,app,dba,ifc,telonuse,t05,t07,t08,t10,t11,t14,effort_D
0.25663865,0.1402495,0.03323132967686703,0.09733093,0.18382357838235786,0.74855006,0.3680642420838545,0.12005098200509821,0.028866366,0.82925195,0.36228144,0.14764589,0.28604096
0.13494168,0.13634777,0.07687402231259775,0.056320906,0.05357644535764454,0.6002151,0.11487723089263385,0.11534799153479916,0.08997895,0.6830616,0.05502574,0.06794745,0.21053664
0.22745168,0.21289024,0.1102993529700647,0.06696862,0.14014814401481443,0.56616116,0.22582061354923683,0.11126349512634952,0.12815355,0.6092089,0.15152992,0.19588697,0.30983865
0.23975778,0.14725912,0.04968691903130809,0.086351216,0.21374356137435616,0.7126431,0.36838706210322375,0.14297751429775143,0.07017182,0.7677065,0.32843488,0.19740301,0.26486823
0.12803382,0.16277476,0.11248433875156612,0.06693232,0.1777529577752958,0.59721553,0.17467664048059844,0.16515164651516465,0.1573836,0.63364786,0.08783533,0.12530828,0.17697553
0.110374205,0.084628776,0.041354875864512405,0.02797693,0.024414720441472044,0.64456093,0.08979955538797334,0.07497868749786876,0.05091466,0.7420643,0.0526319,0.07012814,0.18889897
0.48178983,0.4986316,0.4336424066357593,0.36275584,0.43526311352631136,0.36613145,0.5058780303526819,0.39676482967648297,0.41806346,0.36182505,0.45366085,0.320885,0.5185976
0.5005183,0.2336596,0.202699119730088,0.31103718,0.5499407549940755,0.7763959,0.8198209891892594,0.39330643933064396,0.2609762,0.8129127,0.8422878,0.91923344,0.46162367
0.1244025,0.10446863,0.03330792166920783,0.15251404,0.1267199926719993,0.6770754,0.20514698230881895,0.09909892990989298,0.06947021,0.7477789,0.10243155,0.14109176,0.16338804
0.39131775,0.3868344,0.31630864836913514,0.27336186,0.26225852622585266,0.38527924,0.2543181352590881,0.2816608581660858,0.31666273,0.39286128,0.25576335,0.24580479,0.45216408
0.12852825,0.15124229,0.08368361663163833,0.07956314,0.08294323829432385,0.6041596,0.14939955896397353,0.13967101396710138,0.09702717,0.67994994,0.087684646,0.0890677,0.19805302
0.09491423,0.083057456,0.06475664352433565,0.16763854,0.15668474566847457,0.69416386,0.21017529261051757,0.17059920705992074,0.10263477,0.7143809,0.094289765,0.23191315,0.0897561
0.14231816,0.13595638,0.0493923820607618,0.09161526,0.06210509621050963,0.6066475,0.1377874082672445,0.08588937858893787,0.06910439,0.6933027,0.05098237,0.12036157,0.22198533
0.27063847,0.14886242,0.03316057868394213,0.109016776,0.19969861996986202,0.7192937,0.35492828129569687,0.09276268927626893,0.07113184,0.7825389,0.36801213,0.23518878,0.31333616
0.17453565,0.1425739,0.03669128933087106,0.0994606,0.08215323821532382,0.6420263,0.18579341114760467,0.05441302544130255,0.046816543,0.73180485,0.13901521,0.15403831,0.28269792
0.22947711,0.12116423,0.06700546329945366,0.10867125,0.24108325410832543,0.74895155,0.4231571853894311,0.20617866061786608,0.10648142,0.8235513,0.40271318,0.26905996,0.24077962
0.24624446,0.28317612,0.15946963405303657,0.12940472,0.16020165602016562,0.48359036,0.17892531073551865,0.15239523523952353,0.1870885,0.50156075,0.11295472,0.07700342,0.3119793
0.17983481,0.14373137,0.06304410969558902,0.095796406,0.1616117861611786,0.66592205,0.29267354756041286,0.14240961424096144,0.09165539,0.7351193,0.1966262,0.19138747,0.22399703
0.17197439,0.1549735,0.06825707317429268,0.058102608,0.09842876584287659,0.5952902,0.16081014964860899,0.09988070498807052,0.08386411,0.6603112,0.08554785,0.15038878,0.24660209
0.14060724,0.14454433,0.06158233384176661,0.09390509,0.098784189878419,0.6136848,0.18387474103248447,0.11575595657559566,0.08811034,0.69120604,0.07279916,0.14499915,0.21508859
0.14792773,0.14919147,0.07703421229657877,0.122662425,0.15718446571844658,0.6320954,0.23516191410971485,0.16089282608928263,0.110982046,0.6902418,0.10768519,0.20820987,0.19527343
0.51093704,0.56658167,0.5220483477951652,0.49501836,0.5437164843716485,0.29313013,0.5112694306761658,0.49365629936563,0.547139,0.3127218,0.49856704,0.36735743,0.544174
0.17445621,0.16287264,0.06602404339759566,0.0649907,0.07799965779996579,0.57437587,0.14997485899849153,0.08512426251242625,0.098999485,0.6421778,0.04277818,0.086550474,0.24064726
0.1254138,0.10421497,0.048986565101343485,0.0535537,0.053285067328506734,0.61968917,0.0837473350248401,0.05359006535900654,0.05269794,0.67914736,0.039187565,0.09024453,0.19164044
0.18456444,0.10536153,0.021490139850986013,0.07521039,0.09350038535003853,0.67941916,0.20225341213520473,0.08468309846830985,0.0459065,0.73543626,0.16612361,0.13619787,0.22181329
0.21536517,0.16277283,0.07025075697492429,0.01613003,0.12586174258617427,0.6112528,0.2472011548320693,0.10219086021908602,0.10387401,0.6539078,0.16860564,0.18076825,0.2846487
0.17023763,0.13279435,0.0719013588098641,0.06834531,0.12210313721031374,0.6571168,0.26393295583597737,0.16310457631045766,0.119097665,0.7396169,0.19624965,0.18348444,0.22086996
0.28819108,0.16108184,0.0505850709414929,0.13069302,0.20098751009875102,0.7191403,0.34302326058139565,0.0697838469783847,0.07517348,0.81183004,0.40178633,0.22510827,0.31996992
0.22065166,0.14783987,0.03130335686966431,0.08361465,0.15431062543106253,0.67560714,0.281855316911319,0.08131528813152882,0.07694535,0.7269876,0.24661641,0.20244324,0.27638698
0.3142931,0.14074111,0.03777096622290338,0.16254556,0.21330350133035014,0.74528986,0.38662948319776896,0.10700397070039708,0.08248584,0.8194262,0.43687522,0.2836035,0.30321372
0.26745063,0.060798846,0.046004245399575455,0.2808677,0.3234328623432863,0.89218116,0.5084527305071638,0.21318822131882215,0.06418724,0.8993861,0.5443804,0.31867373,0.16281003
0.10805568,0.12629098,0.059258679074132084,0.16050613,0.11657510165751017,0.62988454,0.1660277599616656,0.1206042920604292,0.09288593,0.6865164,0.053978875,0.18107432,0.15683423
0.17421216,0.031185076,0.04628006537199346,0.24734175,0.2375810637581064,0.8344449,0.3048710382922623,0.1897603189760319,0.0859655,0.8339229,0.36709893,0.29804087,0.09431311
0.14323504,0.14494461,0.05630753436924656,0.099369645,0.08669037466903748,0.6043151,0.15578371934702315,0.09787423378742338,0.08252634,0.68120897,0.059974447,0.13798511,0.21535295
0.14612602,0.1504072,0.07168821283117871,0.073960304,0.10460840046084005,0.61009634,0.17761929065715742,0.11262540126254014,0.10178636,0.6826667,0.096629456,0.09875476,0.23457539
0.16439304,0.11721298,0.02923331907666809,0.09190136,0.07408950740895075,0.65010285,0.15418080925084857,0.0678452917845292,0.042342797,0.7406589,0.11391355,0.099665046,0.22430885
0.15945935,0.13864917,0.04954869504513049,0.07435918,0.07527402752740275,0.6271229,0.15928260955695658,0.09232575923257592,0.07595073,0.72044957,0.10730304,0.100574195,0.22356364
0.14701226,0.14225715,0.09837792016220798,0.14223605,0.18714110871411088,0.6486283,0.25399287523957254,0.19580207958020796,0.12152578,0.6960492,0.13998823,0.25233132,0.1642306
0.1944606,0.17692259,0.100233469976653,0.06471783,0.11186082118608213,0.6003351,0.2421887645313259,0.14972047497204752,0.118972704,0.6903661,0.1445568,0.14494914,0.25903565
0.16786659,0.13777699,0.054621644537835544,0.058212936,0.08571571857157186,0.60344684,0.1346458580787515,0.07468614746861475,0.082034275,0.6753573,0.07190339,0.14167476,0.24990845
0.24496886,0.18165842,0.10590747440925255,0.15283424,0.34505886450588646,0.7234484,0.52856933171416,0.2602812560281256,0.13751887,0.7579185,0.40019262,0.34326977,0.24411975
0.1739866,0.061571836,0.06301725769827422,0.1777584,0.25448208544820855,0.80837435,0.40804948448296907,0.2462301846230185,0.10918541,0.82210004,0.35151172,0.29434597,0.09046231
0.19857219,0.123082206,0.06112635988736401,0.05517465,0.20533895053389506,0.71917766,0.35162469109748146,0.17517147751714776,0.09635113,0.7961222,0.3196996,0.21248889,0.23136207
0.13353416,0.110612065,0.07162059283794071,0.049774587,0.1392645639264564,0.62002575,0.13626939817616388,0.09794173979417399,0.09867947,0.6495535,0.0891255,0.13201278,0.18734592
0.41272417,0.20820853,0.1609501839049816,0.16057515,0.26814299681429965,0.6599928,0.3983984839039091,0.2190039119003912,0.15742432,0.7286933,0.49525422,0.567955,0.41771698
0.39337352,0.4229602,0.300469789953021,0.2471959,0.23184835318483532,0.38162285,0.2778589866715392,0.26173007617300764,0.3078316,0.3987915,0.23608468,0.13286436,0.42974007
0.13621426,0.17285171,0.10821518917848107,0.12931305,0.1690161669016167,0.6145284,0.25545021532701295,0.1907746090774609,0.14536808,0.6716995,0.12610461,0.17119855,0.19067854
0.120695576,0.20501465,0.1502334449766555,0.1310038,0.08480433848043385,0.53141713,0.03251272595076356,0.15157698515769852,0.17471187,0.5940953,0.054370478,0.00353235,0.2024027
0.21992251,0.26084885,0.1816049518395048,0.15723193,0.21558475155847517,0.49438173,0.1943072216584333,0.20701145070114507,0.2188019,0.50046945,0.12440343,0.12887794,0.26778352
0.13370903,0.07659914,0.02722085727791427,0.13913822,0.13646398364639836,0.71883583,0.20588864235331852,0.11245368124536814,0.057156697,0.7715956,0.15562682,0.16267824,0.12976855
0.27356797,0.21921742,0.15272730472726953,0.06624013,0.19778494977849498,0.5359098,0.2172277730336664,0.1502794450279445,0.17606936,0.59499115,0.2044702,0.22374678,0.33081067
0.29960167,0.19336,0.08196074180392582,0.11099738,0.22615044261504427,0.6459878,0.33965506037930365,0.10563777056377706,0.10830204,0.7023341,0.31607962,0.32651395,0.3327403
0.22808453,0.17966452,0.09341970665802933,0.10491425,0.2619834461983447,0.63856995,0.3223064693383882,0.11517347151734716,0.14178745,0.7063008,0.2662202,0.24759358,0.2681238
0.22397399,0.1690078,0.10274917372508262,0.01626575,0.099993149999315,0.5630081,0.1666849700010982,0.100276150027615,0.0993693,0.630408,0.10357274,0.18247074,0.29424033
0.16709259,0.13622954,0.03683419131658087,0.07890242,0.11309026130902614,0.64918804,0.1893069813584189,0.08252490425249043,0.06588091,0.73181057,0.13275217,0.09648049,0.22188154
0.24769595,0.24623966,0.1914122908587709,0.13866693,0.26897542689754267,0.51150024,0.2530802151848129,0.19462131946213196,0.22178538,0.5292727,0.1913236,0.20168936,0.3039617
0.11466284,0.12369327,0.06528435347156465,0.051748455,0.08621577262157727,0.62738925,0.14658725879523554,0.11080147108014712,0.07505636,0.6946225,0.063893214,0.089944184,0.17780438
0.18370071,0.16404149,0.06698689330131066,0.0771687,0.08883456288345629,0.58770907,0.14834121890047314,0.08222434822243484,0.09355469,0.6561205,0.091440156,0.16736048,0.26455396
0.26789138,0.16811512,0.0917314648268535,0.05286759,0.17672042767204277,0.6090008,0.279477316768639,0.12081362208136222,0.10463525,0.6530896,0.2139032,0.35807377,0.31459123
0.08614398,0.060013343,0.008279203172079683,0.07824278,0.010564805056480506,0.6627534,0.026701601602096097,0.02273661127366113,0.026700065,0.7085762,0.020126686,0.059521377,0.13599545
0.25469255,0.11996761,0.07133004886699511,0.16681916,0.2860141986014199,0.7871731,0.5129899707793982,0.2396481539648154,0.13362513,0.8420943,0.46351033,0.30213886,0.2224201
0.32766297,0.22203377,0.1311384168861583,0.093957126,0.18137334813733483,0.58547026,0.2801531768091906,0.11284841128484113,0.13455902,0.6405544,0.29404873,0.40495586,0.40535465
0.03788048,0.05673922,0.08433324756667523,0.18397075,0.1087211208721121,0.68522406,0.03319022199141332,0.1303759030375903,0.10332091,0.7029152,0.08982189,0.13528943,0.052043855
0.24291828,0.12561461,0.03629462037053796,0.20565432,0.1676862167686217,0.7523162,0.3261131795667908,0.14567611456761145,0.06769915,0.83281565,0.34262592,0.24470657,0.26659632
0.26295832,0.18585199,0.14576748542325144,0.0934698,0.20144789014478903,0.5590377,0.24103476446208585,0.14947651494765152,0.14287554,0.5911104,0.189333,0.38385534,0.31406286
0.17373067,0.24700612,0.17922898207710178,0.18269455,0.21656369165636918,0.51005566,0.17124600027476,0.22445439244543924,0.21983437,0.5373054,0.11810835,0.138066,0.22492632
0.15781434,0.11892284,0.03727496627250337,0.06372625,0.07988671298867131,0.6146624,0.12244636734678205,0.05035284503528451,0.06070523,0.6677903,0.061371848,0.122869134,0.21741906
0.40743026,0.18855606,0.11789906321009368,0.2822923,0.3700473970047397,0.80032325,0.5754827345289641,0.24399250439925046,0.15356739,0.8787876,0.68001634,0.5883981,0.3950081
0.1682916,0.12350851,0.026915503308449665,0.09478533,0.08413679241367925,0.65775466,0.17941166076469967,0.07839719283971928,0.04825215,0.7412337,0.13502003,0.095258296,0.23348889
0.15786879,0.1162515,0.04735324826467517,0.08506262,0.15473477547347755,0.69292367,0.30100823806049426,0.1474008447400845,0.100804016,0.7348626,0.20860995,0.16480178,0.19038701
0.12270635,0.06283476,0.013331799666820033,0.119582,0.0890742029074203,0.7144786,0.12919310775158646,0.0799571979957198,0.032307997,0.7484936,0.12689315,0.113659084,0.12251854
0.12846649,0.12901267,0.06722328927767107,0.07276064,0.08088818808881881,0.6175818,0.1601746196104772,0.12345285234528523,0.08035429,0.69702494,0.06636371,0.12425059,0.19817346
0.123766765,0.1051843,0.06116194388380561,0.016060531,0.15441988544198854,0.6608351,0.18180699090841948,0.10372651637265164,0.10029863,0.70987827,0.12776376,0.12072533,0.15966618
0.17099655,0.14186029,0.0606443079355692,0.051237047,0.049346689934668994,0.5848824,0.0809322348559341,0.0595415289541529,0.07577191,0.6479404,0.043570325,0.07955134,0.24937877
0.15866964,0.14455451,0.05298776470122352,0.0507195,0.07767046276704628,0.6143139,0.15731621943897317,0.0903749890374989,0.073418185,0.7039694,0.090199724,0.109304786,0.2401236
0.24989596,0.14389294,0.08833531116646887,0.24150223,0.25274860527486054,0.76963294,0.447474566848474,0.19142006914200693,0.13936745,0.88997597,0.43776447,0.31854212,0.2856054
0.15494248,0.13323969,0.05220983477901652,0.06636053,0.03327286532728654,0.59734255,0.09013924540835472,0.06581718658171866,0.06395115,0.6824909,0.035476044,0.088609934,0.2430592
0.1977404,0.13024998,0.05279741472025852,0.046887755,0.052614813261481326,0.617172,0.1322389279343357,0.07758510775851078,0.06323488,0.70455956,0.09912582,0.15777159,0.26355478
0.18576196,0.10896225,0.01309531769046823,0.123239994,0.06799707679970769,0.6893512,0.15168881910132917,0.051688050168805025,0.024708822,0.7673775,0.16549815,0.079814136,0.23294845
0.12166618,0.12272678,0.07425061257493874,0.062021673,0.07111302711130271,0.62288755,0.1328384979703099,0.12080089208008922,0.083059534,0.7172502,0.06833021,0.10110092,0.1954721
0.21476164,0.17806269,0.08726156127384387,0.06906891,0.10315562031556204,0.615863,0.26198305571898334,0.13470261347026136,0.10309036,0.70061064,0.17335169,0.15003872,0.28106192
0.23843843,0.15835926,0.0395175630482437,0.064484835,0.17446171744617175,0.6867122,0.32311321938679316,0.09147024914702491,0.0721267,0.7421411,0.2961504,0.20173281,0.30369514
0.22129905,0.1605308,0.07354722264527773,0.058315575,0.15384863538486354,0.65981555,0.33281649996899004,0.1600110960011096,0.12634115,0.7153095,0.26146346,0.22080821,0.26562297
0.20756495,0.13092308,0.04002834599716539,0.06661224,0.16875807687580768,0.6810258,0.2818313369098802,0.10058624605862461,0.09002672,0.7309613,0.2452944,0.16195369,0.21960738
0.3217374,0.27524468,0.25998399400160055,0.07791901,0.24405669440566946,0.49819174,0.3072232784333967,0.25422918542291856,0.24746926,0.54698324,0.26085877,0.21328723,0.35016155
0.406207,0.25976598,0.20926277907372207,0.12423146,0.39197391919739194,0.5937063,0.5015519300931158,0.24359416435941644,0.21693079,0.64353585,0.48266435,0.53205276,0.3964987
0.31420892,0.12594987,0.054141530585846934,0.20960903,0.25511102551110254,0.81058395,0.4119932247195935,0.1578870257887026,0.07894908,0.90586525,0.5432511,0.31850308,0.2992308
0.15276334,0.16756392,0.100311759968824,0.0839932,0.2311060931106093,0.62940973,0.25949671556980297,0.14472089447208944,0.14971079,0.69380295,0.17382039,0.17081863,0.18508652
0.16402075,0.16236292,0.05543372945662705,0.11073983,0.09490749949074995,0.6147906,0.20413901224834072,0.06807590180759018,0.060300514,0.6955303,0.10826759,0.17675519,0.27187085
0.261396,0.168013,0.09099874490012551,0.0971452,0.12475345747534576,0.65128595,0.26051211563072696,0.1288224328822433,0.0938106,0.7403717,0.26456666,0.26901656,0.32349446
0.2725168,0.20900148,0.11858472814152717,0.116474986,0.23730307373030737,0.58454275,0.3059082783544967,0.11348788134878815,0.15999,0.6444597,0.2484533,0.33715475,0.3342129
0.17359318,0.100007996,0.0796370580362942,0.10743064,0.29134255913425594,0.72436523,0.3880723232843394,0.22050749205074924,0.16097687,0.7236536,0.29811972,0.3119949,0.1252979
0.13718322,0.12922707,0.05179549282045072,0.08377802,0.10889102088910209,0.63760614,0.19896491193789473,0.11400191140019116,0.084333524,0.72493726,0.094877735,0.14069468,0.20930406
0.23520416,0.13965207,0.026782346321765366,0.12009585,0.15255318525531852,0.69488615,0.28637023718221427,0.08305484830548485,0.061652616,0.7677534,0.26388067,0.22119188,0.28675154
0.13995704,0.12798095,0.04104496089550391,0.088953316,0.03188398818839882,0.6059095,0.10060880203652812,0.059728955972895605,0.06067197,0.70126754,0.0330901,0.09071821,0.23371604
0.5899478,0.5148123,0.5019800498019951,0.39954263,0.47109921710992175,0.31452677,0.491494799489688,0.4648440664844067,0.47676337,0.30225363,0.5026545,0.48994327,0.60857046
0.40227327,0.3948109,0.34958019504198046,0.24057597,0.3860569686056969,0.38840544,0.3537863712271823,0.3347217334721734,0.372994,0.3947419,0.3174128,0.2717914,0.42592055
0.15753163,0.11929012,0.04347808265219173,0.1816842,0.18413858841385886,0.7232526,0.25605387536323254,0.13223801322380133,0.11088888,0.7840917,0.257437,0.19724959,0.17741156
0.21553838,0.16583979,0.0707603179239682,0.034913063,0.14345972434597243,0.63604283,0.280858816851529,0.10350765035076503,0.08065243,0.72178745,0.20480718,0.1593132,0.27508086
