size_D,duration_D,nlan,t01,t03,t07,t08,t09,t10,t11,t12,t13,t14,t15,app_CustServ,app_InfServ,app_TransPro,har_Multi,har_Network,har_PC,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_4,Generated_Var_5,Generated_Var_6,Generated_Var_7,Generated_Var_8,Generated_Var_9,Generated_Var_10,Generated_Var_11,Generated_Var_12,Generated_Var_13,Generated_Var_14,Generated_Var_15,Generated_Var_16,Generated_Var_17,Generated_Var_18,Generated_Var_19,Generated_Var_20,Generated_Var_21,Generated_Var_22,Generated_Var_23,Generated_Var_24,Generated_Var_25,Generated_Var_26,Generated_Var_27,Generated_Var_28,effort_D
0.0370886781929726,0.18,0.3333333333333333,0.25,0.0,0.25,1.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.25,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.5057503,-0.7366279,0.28932977,-0.19912201,-0.70857006,-0.19699654,-0.59924537,0.4710705,-0.5846146,-0.6454969,0.7197333,-0.6981061,-0.79159665,-0.7015062,-0.55581576,-0.86910915,-0.79543823,0.23023927,-0.120837495,0.8659755,-0.60360396,-0.33204678,-0.45841575,0.16833287,-0.4415933,-0.71316004,0.8742982,-0.90250796,0.0588962304511099
0.1926938092582264,0.34,0.0,1.0,0.6666666666666666,0.5,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,1.0,0.0,1.0,0.0,0.3949603,-0.5605551,0.24463636,-0.17014374,-0.52788615,-0.14194235,-0.46325237,0.35114998,-0.44815615,-0.50887394,0.53395194,-0.50815165,-0.570137,-0.48714602,-0.40570408,-0.66885495,-0.60116714,0.18877292,-0.09642056,0.6772393,-0.4262817,-0.23899837,-0.33369422,0.12922364,-0.36580032,-0.53653055,0.6742429,-0.6832681,0.0565194657032846
0.0167317345231455,0.06,0.3333333333333333,0.25,0.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.52810705,-0.72604054,0.32995352,-0.22266662,-0.7538275,-0.17832029,-0.6312637,0.51089704,-0.61461383,-0.6546635,0.74334484,-0.6828441,-0.81800383,-0.7224676,-0.53955334,-0.9179641,-0.8279415,0.26565248,-0.09672898,0.8916623,-0.608428,-0.32127059,-0.4713896,0.14835493,-0.46657586,-0.70979375,0.87868816,-0.88902026,0.0050228961670707
0.0,0.12,0.6666666666666666,0.25,0.3333333333333333,0.25,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.5,0.75,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.5271869,-0.79077244,0.30331522,-0.20103858,-0.75889117,-0.21830486,-0.6339771,0.50518626,-0.6110612,-0.68179065,0.76227784,-0.7527055,-0.8514148,-0.7714626,-0.608368,-0.9264755,-0.8583036,0.2377136,-0.12666509,0.90635127,-0.64699477,-0.35933042,-0.49733686,0.17411414,-0.46354538,-0.7663457,0.9218325,-0.9562259,0.0
0.0560513106525376,0.3,0.3333333333333333,0.25,0.0,0.5,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.25,0.75,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.5496187,-0.8086126,0.31197986,-0.20889172,-0.7869066,-0.22121678,-0.6557345,0.52432966,-0.6337331,-0.70083547,0.7935085,-0.77678996,-0.88082397,-0.7941095,-0.6212578,-0.9562607,-0.8806591,0.24936008,-0.13235722,0.93985796,-0.67231995,-0.36858848,-0.5131568,0.17999493,-0.47489578,-0.7885848,0.9529208,-0.9869197,0.0314049848679311
0.0900725041829336,0.14,0.3333333333333333,0.5,0.3333333333333333,0.5,0.3333333333333333,1.0,1.0,0.0,0.6666666666666666,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.52071273,-0.75109255,0.31444195,-0.20666519,-0.7468941,-0.19633754,-0.6264954,0.49962398,-0.6025655,-0.6583906,0.7433664,-0.7140711,-0.8166114,-0.7291362,-0.5650744,-0.910025,-0.82279915,0.24757609,-0.11667591,0.8928932,-0.6162752,-0.33442205,-0.4737407,0.16176629,-0.46419787,-0.7322165,0.8894037,-0.91687363,0.0548874205764446
0.0454545454545454,0.18,0.0,0.25,0.0,0.75,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.4806735,-0.70961946,0.28796053,-0.19161618,-0.6813167,-0.18864556,-0.5766982,0.4520868,-0.5556573,-0.61781925,0.68343383,-0.66773427,-0.74817425,-0.66739017,-0.5339695,-0.8376368,-0.7618836,0.22148067,-0.11484715,0.829004,-0.5658963,-0.31471735,-0.43568188,0.15649769,-0.4350856,-0.68485856,0.83275324,-0.86095124,0.0148468571247484
0.5022308979364194,0.56,1.0,0.75,0.3333333333333333,0.75,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.5553632,-0.8165188,0.3268171,-0.2080644,-0.8073702,-0.22114404,-0.67302823,0.53862363,-0.64057416,-0.70487154,0.80475295,-0.7887914,-0.8887358,-0.8017714,-0.62142336,-0.9779155,-0.8851531,0.2584703,-0.13516529,0.9584063,-0.6767358,-0.36735347,-0.5171278,0.17928457,-0.49006647,-0.80100864,0.95807374,-0.9984537,0.4013088051211357
0.6787506971556051,0.68,1.0,0.75,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,0.5,0.0,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.61500734,-0.9033726,0.36311355,-0.22385788,-0.91304934,-0.24543078,-0.7525715,0.61100584,-0.71140176,-0.7739049,0.9031244,-0.88498145,-1.0020993,-0.91178846,-0.69131637,-1.0942408,-0.985273,0.28892595,-0.14735365,1.06262,-0.764015,-0.40893483,-0.5814385,0.19405551,-0.5392177,-0.8937239,1.0568937,-1.1076035,0.5815626435962035
0.1076408254322364,0.72,1.0,0.5,0.3333333333333333,0.75,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.25,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.5926781,-0.885979,0.3533264,-0.22170034,-0.8822164,-0.2424558,-0.7275554,0.5917333,-0.6938432,-0.75788116,0.8710407,-0.8542514,-0.9820301,-0.900077,-0.6831163,-1.0651239,-0.9776419,0.27672043,-0.13185897,1.0214823,-0.7421719,-0.40225703,-0.57016355,0.18493645,-0.5231698,-0.86789435,1.0272112,-1.0711129,0.2292627275752246
0.0680423870607919,0.5,0.6666666666666666,0.75,0.6666666666666666,0.5,0.6666666666666666,1.0,1.0,0.3333333333333333,0.6666666666666666,0.75,0.25,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.5454701,-0.820124,0.32424048,-0.20784079,-0.79977214,-0.22329436,-0.66441053,0.5320272,-0.63605034,-0.7005307,0.7954036,-0.7851112,-0.8845627,-0.8054114,-0.6279835,-0.9696795,-0.8860618,0.24890316,-0.1280712,0.9431334,-0.67072123,-0.36963287,-0.513693,0.17489667,-0.48903275,-0.7972495,0.95003104,-0.99200636,0.1656763480217394
0.8103736754043502,0.2,1.0,0.75,0.0,0.75,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.25,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.61457175,-0.86968625,0.37277254,-0.23251608,-0.90667844,-0.22873385,-0.75053126,0.6152318,-0.7122674,-0.7652727,0.89000434,-0.8449885,-0.9958878,-0.89785707,-0.6598655,-1.092654,-0.9861957,0.30595815,-0.12923875,1.0501392,-0.749832,-0.39146158,-0.5775598,0.1823727,-0.53169364,-0.8651479,1.0357834,-1.0679373,0.2838966265785679
0.071388733965421,0.2,0.0,0.75,0.0,0.75,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.25,0.75,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.5289048,-0.7616219,0.33592588,-0.20741376,-0.77569824,-0.19637392,-0.6510033,0.5218424,-0.6145455,-0.66653246,0.7583412,-0.7265287,-0.834507,-0.74726886,-0.56679845,-0.94354343,-0.8394918,0.26241392,-0.11529499,0.9158242,-0.6247721,-0.33338934,-0.48366016,0.15898088,-0.48290455,-0.7481881,0.8966417,-0.9285916,0.1392150338292849
0.0850529838259899,0.48,0.0,0.75,0.0,0.25,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.5,0.5,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.4368465,-0.6546779,0.26025525,-0.17362058,-0.607029,-0.1767301,-0.5225701,0.40002337,-0.50124764,-0.57016385,0.6142968,-0.60995764,-0.66774386,-0.59074754,-0.48951316,-0.7567842,-0.6890521,0.19776505,-0.11419773,0.7591877,-0.50643426,-0.28733313,-0.39167434,0.15077199,-0.40102512,-0.6276984,0.7653842,-0.79242945,0.1045934940026302
0.1447295036252091,0.24,1.0,0.25,0.0,0.75,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.25,0.25,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.49669912,-0.720151,0.299126,-0.19392847,-0.70598114,-0.19115022,-0.5987362,0.4723225,-0.5711634,-0.6335082,0.70461345,-0.6826857,-0.7747433,-0.6884992,-0.5398605,-0.86818624,-0.78571904,0.23713621,-0.118275344,0.8558956,-0.58513033,-0.3186041,-0.45237815,0.16036986,-0.44348103,-0.7025954,0.8524748,-0.87888765,0.1562960498169891
0.1168432794199665,0.18,0.6666666666666666,0.75,0.6666666666666666,0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.25,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.47253823,-0.66422576,0.28390107,-0.1930973,-0.6538447,-0.17065975,-0.5591214,0.43833673,-0.54051596,-0.59717363,0.6573153,-0.62261087,-0.7153172,-0.62450564,-0.49233633,-0.8089193,-0.7315617,0.22876468,-0.10786143,0.8056647,-0.53874236,-0.2923676,-0.41726005,0.1498556,-0.41800666,-0.6459321,0.8013265,-0.8153172,0.071572309106178
0.9258226436140546,0.82,0.6666666666666666,0.75,0.3333333333333333,0.75,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.25,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.6172949,-0.92565066,0.36274803,-0.22034442,-0.9235534,-0.25595686,-0.7598849,0.6158656,-0.7158613,-0.7837638,0.91362196,-0.9077614,-1.0172794,-0.93221915,-0.7123533,-1.1063819,-0.99960387,0.28435367,-0.152878,1.0724423,-0.77719647,-0.41999993,-0.5909205,0.19895233,-0.54511917,-0.9135264,1.0714715,-1.1298474,1.0
0.0571667596207473,0.0,0.3333333333333333,0.5,0.3333333333333333,0.25,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.75,0.25,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.5032057,-0.74580485,0.28609216,-0.19563122,-0.70764136,-0.20209022,-0.5990901,0.46867242,-0.58415097,-0.6473673,0.72036284,-0.7067883,-0.7942636,-0.7062676,-0.56355536,-0.8686348,-0.7961973,0.22466135,-0.12370984,0.8666405,-0.607265,-0.33663595,-0.45914555,0.17176625,-0.44226426,-0.71982926,0.87758297,-0.9116169,0.0169225650045158
0.041271611823759,0.12,0.6666666666666666,0.0,0.0,0.25,0.3333333333333333,0.0,0.3333333333333333,0.0,0.6666666666666666,0.25,0.75,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.44164315,-0.6066992,0.28065503,-0.18561885,-0.6075892,-0.15188885,-0.52922374,0.41418466,-0.5064375,-0.56109905,0.60197043,-0.55643624,-0.6643986,-0.57323486,-0.44130534,-0.7660799,-0.6938534,0.23013365,-0.090845615,0.7526421,-0.48997462,-0.26043382,-0.3898762,0.13508971,-0.39494115,-0.59182817,0.73905694,-0.73996574,0.01373770024243
0.0382041271611823,0.16,1.0,0.5,0.0,0.5,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.75,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.5853592,-0.88005185,0.32761565,-0.21867818,-0.8524453,-0.24509646,-0.7018893,0.56644267,-0.6802909,-0.75031334,0.85873044,-0.8499779,-0.9615343,-0.8791336,-0.68541557,-1.0281867,-0.9549726,0.2578656,-0.13991933,1.0019473,-0.7356235,-0.40607697,-0.5588668,0.19166452,-0.50467724,-0.8565113,1.0245711,-1.0681692,0.0184120042464863
0.0945343000557724,0.04,0.3333333333333333,0.25,0.3333333333333333,0.5,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.5711582,-0.8241359,0.32917684,-0.21843791,-0.82207435,-0.22043611,-0.6820996,0.5491799,-0.65790534,-0.7175911,0.8243824,-0.7969545,-0.90858567,-0.8162617,-0.62908435,-0.9920045,-0.90200156,0.26491255,-0.13346137,0.9748784,-0.6930372,-0.3743907,-0.52714014,0.18078616,-0.49348336,-0.8085271,0.97832197,-1.0126375,0.0192517944573846
0.1065253764640267,0.48,0.3333333333333333,0.0,0.3333333333333333,0.75,1.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.5,0.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.51947784,-0.78483355,0.2871076,-0.19679189,-0.7362175,-0.21957187,-0.615972,0.48582932,-0.5986172,-0.6729752,0.7506473,-0.7492373,-0.83201,-0.7522177,-0.60665923,-0.89949286,-0.83695906,0.22436196,-0.13356051,0.8916041,-0.6385707,-0.35906264,-0.48616248,0.17867291,-0.45177978,-0.75783163,0.91587037,-0.9525458,0.0376162634089144
0.0435025097601784,0.04,0.3333333333333333,0.5,0.0,0.5,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.47940245,-0.7006112,0.2903736,-0.19382271,-0.6788824,-0.18317898,-0.5744396,0.4508356,-0.5543061,-0.61245733,0.6794497,-0.6584357,-0.74001557,-0.6577102,-0.5242495,-0.833308,-0.75365573,0.22327203,-0.11178906,0.8255807,-0.5586918,-0.30939385,-0.42994356,0.15306836,-0.43554842,-0.6762264,0.82547486,-0.8516873,0.0060211373611573
0.0064138315672058,0.04,0.0,0.5,0.3333333333333333,0.25,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.25,0.75,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.48556548,-0.69958574,0.29821175,-0.201343,-0.69005233,-0.18052664,-0.57601744,0.45792505,-0.5617854,-0.61314946,0.68441176,-0.6529907,-0.7454837,-0.66177624,-0.52156955,-0.83976483,-0.7595519,0.22683558,-0.10388151,0.8233559,-0.5587015,-0.31019697,-0.42782897,0.14626102,-0.44392496,-0.6729276,0.8274884,-0.84950393,0.0102993139072427
0.2208588957055214,0.04,0.6666666666666666,0.75,0.6666666666666666,0.75,1.0,1.0,0.6666666666666666,0.3333333333333333,1.0,0.75,0.75,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.6327683,-0.94983494,0.36830956,-0.23112723,-0.9475264,-0.26061988,-0.7733357,0.6299418,-0.73765576,-0.8007191,0.9399714,-0.93038505,-1.0447764,-0.96054125,-0.7348102,-1.1284971,-1.0239114,0.2854347,-0.1507631,1.0933367,-0.79896665,-0.43440238,-0.60393727,0.19993964,-0.5574363,-0.932763,1.0987337,-1.1578099,0.0421004262331447
0.4461795872838817,0.14,1.0,0.75,0.6666666666666666,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,0.5,0.75,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6078225,-0.9027801,0.3748362,-0.22961658,-0.9177211,-0.24058954,-0.7527519,0.6145119,-0.7138758,-0.76797,0.89719754,-0.8750004,-0.9996744,-0.91658545,-0.68945163,-1.0981054,-0.9884389,0.2879587,-0.13194297,1.0527164,-0.7542724,-0.4057111,-0.57666206,0.18216012,-0.5487727,-0.8867027,1.0443113,-1.0950248,0.1492132908684698
0.2752370329057446,0.08,1.0,0.75,0.6666666666666666,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,0.5,0.75,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5975661,-0.88826615,0.36951765,-0.22736621,-0.9005071,-0.2360685,-0.7394752,0.60246694,-0.70215976,-0.7558019,0.8806898,-0.8587571,-0.97982794,-0.89761484,-0.6774343,-1.0785873,-0.9706736,0.28260943,-0.12943277,1.0351653,-0.7388438,-0.39849636,-0.5650513,0.17906201,-0.5415875,-0.8708469,1.0271354,-1.0765591,0.0985089762481976
0.139431121026213,0.36,0.0,0.5,0.6666666666666666,0.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.75,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.5635805,-0.8273083,0.32307425,-0.22006616,-0.81232,-0.22178404,-0.67155117,0.54013073,-0.65562814,-0.7138397,0.81734836,-0.7936746,-0.90378106,-0.81641775,-0.63486797,-0.97977805,-0.89913803,0.2537033,-0.12762365,0.9612061,-0.68891114,-0.37791574,-0.5219658,0.17840496,-0.490789,-0.8034855,0.9735966,-1.0093592,0.0517659362076341
0.5593976575571667,0.54,0.6666666666666666,0.75,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.75,0.5,0.75,1.0,0.0,0.0,1.0,0.0,0.0,0.6276097,-0.9250879,0.36961612,-0.22897673,-0.93513614,-0.25423092,-0.76990104,0.63012123,-0.73055726,-0.79589504,0.9230969,-0.901128,-1.0431466,-0.95439565,-0.714344,-1.125866,-1.0311129,0.29775727,-0.14133894,1.0788574,-0.79043967,-0.42196482,-0.60660696,0.19580707,-0.54295456,-0.9145591,1.0809504,-1.1259747,0.2125936841438101
0.0708310094813162,0.44,0.3333333333333333,0.25,0.0,0.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.50827587,-0.75489974,0.28776604,-0.19595209,-0.7173506,-0.20723353,-0.6033769,0.47554514,-0.5848807,-0.654615,0.7280473,-0.7177563,-0.8042906,-0.721641,-0.5778575,-0.87918127,-0.81223917,0.2267986,-0.12673749,0.8713684,-0.61417323,-0.34212458,-0.4698401,0.17118903,-0.4442038,-0.73056763,0.88747746,-0.91834104,0.0824578916512177
0.3134411600669269,0.36,0.6666666666666666,0.75,0.0,0.75,0.0,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.75,0.5,0.75,1.0,0.0,0.0,1.0,0.0,0.0,0.5553912,-0.80207413,0.3273383,-0.2173759,-0.8007844,-0.21382578,-0.6669681,0.5389282,-0.6449908,-0.7039035,0.79823524,-0.7651561,-0.8929614,-0.8039222,-0.6126989,-0.97446334,-0.8967885,0.26358706,-0.11905356,0.9451205,-0.6735388,-0.36330324,-0.5188528,0.17159748,-0.4814691,-0.78408575,0.9507055,-0.9761876,0.1444597613728193
0.0571667596207473,0.06,0.0,0.5,0.3333333333333333,0.5,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.75,0.75,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.5561003,-0.8365492,0.31797558,-0.211034,-0.808538,-0.2273209,-0.66593236,0.5303042,-0.64406025,-0.70648247,0.813788,-0.80962,-0.8856499,-0.8038688,-0.64219797,-0.9676224,-0.8753749,0.24014708,-0.14023975,0.9598673,-0.6811797,-0.38085276,-0.5112596,0.18199588,-0.49707538,-0.81099886,0.97090054,-1.0220755,0.0081919158308377
0.0499163413273842,0.2,0.3333333333333333,0.5,0.0,0.5,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.25,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.49690703,-0.71323574,0.30131128,-0.19830592,-0.70489424,-0.18571556,-0.5964242,0.47142002,-0.57233006,-0.6294534,0.70308757,-0.6747758,-0.76863736,-0.6809784,-0.5326581,-0.86430347,-0.7791293,0.2379806,-0.11418222,0.85329497,-0.5796932,-0.31506538,-0.4471082,0.15663107,-0.44481444,-0.69477487,0.84786785,-0.87194705,0.0791462661025811
