size_D,duration_D,source,t01,t07,t10,t13,Generated_Var_1,Generated_Var_5,effort_D
0.07843921470635289,0.050758183045490984,0.29494375,0.054223552,0.06576830394609824,0.11839533,0.045397118,0.32712966,0.33062494,0.2244635
0.099113849946831,0.07073638424418306,0.2229243,0.04328887,0.05049112702946762,0.100822955,0.04066451,0.28541714,0.32091886,0.27034295
0.15394372923662378,0.0935509116130547,0.1728821,0.06519489,0.07177818430669106,0.11429191,0.07047908,0.23220327,0.28367108,0.30655178
0.17091180025470804,0.12151291229077475,0.19689514,0.0885822,0.07494155049649304,0.16727734,0.08710803,0.23341633,0.2571666,0.29123557
0.07674643860478632,0.07828586469715189,0.38651776,0.079413995,0.05039400302364019,0.19213173,0.07451381,0.37661713,0.367478,0.17260389
0.07441182446470948,0.07703161462189688,0.14639612,0.002748087,0.03567883614073017,0.016927823,8.587539e-05,0.35567105,0.40381628,0.28828448
0.18679432120765926,0.12311851238711075,0.2625233,0.1264915,0.19001169140070148,0.22192428,0.09966247,0.23740727,0.2459903,0.30766472
0.17951451077087063,0.13321842799310568,0.29307914,0.13406782,0.09727782583666955,0.21767682,0.13121034,0.29456657,0.27159455,0.25640872
0.8635063118103787,0.836340850180451,0.074185714,0.8370464,0.7839094470345668,0.81752765,0.83134985,0.022559002,0.06678499,0.88394094
0.09067293044037583,0.05979665358779922,0.30751395,0.07255055,0.05089784005387041,0.11825642,0.082275465,0.335217,0.3432122,0.2314822
0.13031676781900609,0.07473433448406007,0.2070931,0.048581213,0.07286000437160026,0.10441893,0.057853058,0.2349832,0.2823995,0.28601718
0.22755898365353902,0.15255173915310435,0.6154542,0.2693097,0.37150117229007035,0.47455135,0.2221644,0.39691585,0.2691295,0.20628764
0.49528830971729865,0.4412663864759832,0.04711415,0.41735554,0.3467278208036692,0.44679865,0.37131923,0.11889009,0.12486026,0.59811836
0.1102636766158206,0.08191749991505,0.25704658,0.08022086,0.06610802396648144,0.1687034,0.054128483,0.28238267,0.28143185,0.24680327
0.10099189605951377,0.09269698556181913,0.47428805,0.169143,0.07425263945515836,0.24668625,0.16834827,0.43600932,0.39907485,0.16640514
0.08911283534677013,0.049545339972720405,0.30985725,0.066427395,0.12544370752662246,0.15342599,0.03485574,0.282649,0.28139564,0.23667458
0.09393257563595454,0.06167089370025362,0.26781005,0.051717013,0.0480679298840758,0.11753726,0.047785565,0.28571436,0.30437297,0.23873445
0.09001640040098402,0.10005731000343861,0.25751,0.050658032,0.05015936800956208,0.0751681,0.0470659,0.4317449,0.46581894,0.25058293
0.12222729733363785,0.08339274500356471,0.18302883,0.038722366,0.052930626175837575,0.07568383,0.068139955,0.2711216,0.3350641,0.29682222
0.11651314699078882,0.11371289682277382,0.47799832,0.19478004,0.11987561719253703,0.28558257,0.17867582,0.43898487,0.37619817,0.16683054
0.06977040018622402,0.049721105983266366,0.24738203,0.044896692,0.045111539706692384,0.086708635,0.027151927,0.313902,0.34771883,0.2501148
0.06496737389804243,0.04970665298239918,0.2772897,0.05857353,0.058957848537470915,0.093458265,0.040986165,0.34545875,0.37452173,0.24037167
0.2501145750068745,0.17712059062723545,0.25741786,0.19770361,0.33522250011335003,0.32207242,0.121598765,0.20490275,0.16636193,0.3695121
0.3564570213874213,0.2554055653243339,0.19739579,0.26148063,0.3814388228863294,0.39974675,0.17843212,0.1633526,0.11001141,0.48345655
0.08116316486978989,0.13034550782073048,0.32801133,0.09890284,0.09656438579386316,0.077469125,0.09556757,0.5339968,0.555551,0.24893126
0.34150430049025804,0.28041516682491,0.047746733,0.24073695,0.17379967042798022,0.24159291,0.23598911,0.15822934,0.2250524,0.46429935
0.1426720685603241,0.09015232540913952,0.19773243,0.06539251,0.08637816518268991,0.12732363,0.06232913,0.23424917,0.2689099,0.29018277
0.2872666572359995,0.1894208413652505,0.25743508,0.18659304,0.34270182056210924,0.33000252,0.14053269,0.19026501,0.14418694,0.3954498
0.08521956011317361,0.04739018284341097,0.22033457,0.014651194,0.05592719035563143,0.06254031,0.025421336,0.26015288,0.31011108,0.26420203
0.10266315015978901,0.09761550085693005,0.2478125,0.06838606,0.06938744016324641,0.137656,0.07780121,0.34621978,0.3695311,0.24885887
0.05148884308933059,0.04249688254981295,0.6169495,0.1434996,0.17011983020718982,0.28560087,0.13035466,0.4819008,0.4285584,0.099217996
0.1084393265063596,0.06966557017993422,0.21391077,0.038165286,0.05763495345809721,0.08696133,0.046012953,0.24035399,0.28873873,0.2787991
0.15444767926686076,0.09521009571260575,0.18505888,0.07155569,0.07437304446238267,0.11848745,0.08283438,0.23646043,0.29162246,0.3029104
0.08979831538789894,0.058611533516692016,0.37797213,0.08999051,0.07284784437087066,0.1561437,0.09247576,0.36085433,0.3393094,0.20977038
0.2940913176454791,0.21152807269168436,0.16104709,0.20676182,0.20693371241602276,0.26783952,0.18708132,0.17856275,0.18817914,0.42272323
0.048328782899726974,0.04148364648901879,0.35082817,0.050488606,0.07740718464443108,0.13914576,0.05798106,0.36784115,0.38673276,0.20210359
0.26405663584339817,0.18182893090973587,0.28034794,0.18870182,0.2950072477004349,0.3014917,0.14562063,0.21880564,0.19777808,0.35309878
0.09736162584169755,0.05230796313847779,0.254795,0.049888074,0.04559645273578716,0.09677857,0.048448846,0.32088467,0.3444602,0.2538898
0.0832493549949613,0.05224597313475839,0.29043752,0.0567296,0.07208744432524666,0.118920594,0.04697208,0.31553647,0.3213837,0.23075221
0.10418163125089788,0.06403513384210803,0.2656461,0.05395694,0.05314091318845479,0.11275163,0.07027914,0.27820572,0.312674,0.2569896
0.07756445465386727,0.03769679226180754,0.29199517,0.041882336,0.06736484404189064,0.10829449,0.04414417,0.29187822,0.32058716,0.24040024
0.14696598881795933,0.11495318189719092,0.104832724,0.053585008,0.04972911298374678,0.07896569,0.056526527,0.2723644,0.32163727,0.34029308
0.08580788014847282,0.06722893403373605,0.38148868,0.09219937,0.07058838423530306,0.17008641,0.09297784,0.38132015,0.3549716,0.1962278
0.22796769367806163,0.17882022072921325,0.3614747,0.21868975,0.326784449607067,0.38103285,0.16114853,0.25708643,0.1973122,0.29860914
0.10357799621467977,0.08794905527694331,0.27811676,0.092974976,0.09600487576029255,0.16997144,0.069929734,0.3324451,0.34894013,0.24515906
0.18327377099642628,0.13293359797601587,0.1648838,0.101984605,0.06089341965360518,0.14874026,0.10539718,0.25220382,0.29020417,0.3297869
0.07812712068762724,0.15125813907548835,0.23078935,0.03283456,0.1348522080911325,0.006021425,0.06474872,0.52910453,0.55838186,0.29232457
0.372621682357301,0.2710715362642922,0.38789183,0.2968585,0.5142181308530879,0.48681352,0.25282305,0.22720648,0.12943657,0.41213393
0.15126559907593595,0.10950700057042004,0.3566926,0.1600299,0.07777357466641448,0.23168302,0.14928554,0.331312,0.33006802,0.23484999
0.06749080404944825,0.11271238676274321,0.25200236,0.04260607,0.07331854439911267,0.04256998,0.040069267,0.4748302,0.5007622,0.2637971
0.18882955132977308,0.12757166765430006,0.27418602,0.14750214,0.0835755850145351,0.20230708,0.15103666,0.29808116,0.2886147,0.27691025
0.054443571266614275,0.08872902932374177,0.43782622,0.12480746,0.06634804998088299,0.15833259,0.12488122,0.53917795,0.5217477,0.1990892
0.2514154450849267,0.16916550014993,0.28041738,0.1984417,0.3635915218154913,0.32548082,0.12318255,0.20223255,0.16187778,0.36776114
0.07931621875897313,0.05820989549259373,0.26842165,0.0643432,0.034255149055308944,0.08417219,0.049053296,0.3525616,0.3872568,0.23953082
0.44569700674182045,0.3285574197134452,0.28597915,0.34935343,0.5882290352937422,0.5228281,0.26785284,0.1594512,0.0654428,0.53586274
0.06461991387719483,0.04442827266569636,0.2842723,0.045492142,0.03098398585903915,0.08716783,0.04260139,0.3303886,0.36293828,0.23030521
0.0834029350041761,0.0378895382733723,0.27314967,0.02442944,0.0808294148497649,0.091027945,0.02960135,0.26383352,0.29444784,0.24781847
0.2210892532653552,0.16206717972403079,0.1146497,0.13003959,0.07432011445920686,0.15223044,0.15730892,0.23537275,0.27719492,0.3673516
0.1702579102154746,0.09987587599255257,0.30003738,0.11796151,0.1965565217933913,0.24490386,0.06625204,0.24736187,0.21041235,0.2938083
0.22614128356847701,0.17949514076970846,0.13395552,0.1530696,0.09531355571881334,0.20756531,0.113926575,0.2159655,0.22181994,0.36494124
0.1706455402387324,0.08961640537698433,0.2463303,0.091634765,0.1677883700673022,0.1777707,0.059620425,0.23022696,0.22981177,0.3144763
0.3009352580561155,0.23443318406599103,0.539796,0.36159497,0.55177883310673,0.55560994,0.2859611,0.3266812,0.21381739,0.29559204
0.09696663581799815,0.061902500714150044,0.24041925,0.041046992,0.054042611242556673,0.10281551,0.04193063,0.25846758,0.29179406,0.26146618
0.07814667868880072,0.04030502441830147,0.2612067,0.022184849,0.06948057416883446,0.076851174,0.028931513,0.26318774,0.30840832,0.24531275
0.30847681850860914,0.2755457965327478,0.0,0.20672463,0.1388143683288621,0.20952454,0.19627301,0.2073077,0.2494601,0.48638234
0.18350641101038465,0.12872855772371347,0.3666188,0.15917517,0.23050422383025343,0.2912739,0.12792997,0.32583705,0.27132845,0.2550342
0.11646041198762473,0.10195157611709457,0.35990226,0.12053217,0.07644102458646147,0.21238166,0.1136588,0.36298788,0.3394819,0.2003251
0.11063609663816582,0.083186049991163,0.38179386,0.12787713,0.07814413468864809,0.17696926,0.13453518,0.37777424,0.35183024,0.21955976
0.07998587479915249,0.07657419459445168,0.3149861,0.0803612,0.046418877785132664,0.09246045,0.077621594,0.42106688,0.45868522,0.2300397
0.07731434463886068,0.12548655752919347,0.24023442,0.055252597,0.10580254234815255,0.030439898,0.041509077,0.5008071,0.5350015,0.28148076
0.07631151857869112,0.062296956737817405,0.19624375,0.02569449,0.04147798248867895,0.04069838,0.023947671,0.33833662,0.39113295,0.27919355
0.07874611472476688,0.0733029583981775,0.2891636,0.07481374,0.026011915560714936,0.08662003,0.06926434,0.38419652,0.4118449,0.23996246
0.06962670817760248,0.05714795742887745,0.29587364,0.07587345,0.03697803821868229,0.09600547,0.05740623,0.36672932,0.39165735,0.2272712
0.10353889621233377,0.06618862397131745,0.2748546,0.06562658,0.06533122391987344,0.12840244,0.06106566,0.28603405,0.29945213,0.2549486
0.08925375135522508,0.07087357425241446,0.33730793,0.09888722,0.07191768431506106,0.19349098,0.08425672,0.3512228,0.32682633,0.21360281
0.4296391557783493,0.3582521014951261,0.057499126,0.32797205,0.3289688397381304,0.364364,0.29107755,0.097852334,0.1202063,0.5419733
0.14583400875004052,0.09410065964603959,0.23729898,0.08559854,0.06215697872941873,0.12863398,0.092531696,0.26387948,0.2884826,0.28557202
0.3415807204948433,0.2490897649453859,0.17559044,0.2632715,0.29947264796835893,0.35085282,0.18690963,0.16299362,0.1374009,0.4525696
0.06781649406898964,0.09555355573321335,0.7228082,0.20329382,0.17620821057249264,0.33865067,0.20880081,0.6451152,0.5692443,0.09049629
0.09127345547640733,0.07563850453831027,0.29759002,0.09276529,0.045570197734211865,0.14249206,0.08484785,0.3729542,0.37808585,0.22421685
0.04166849250010955,0.033125621987537324,0.35979414,0.06477751,0.0489423299365398,0.11961314,0.06801669,0.4009682,0.39971578,0.21084645
0.25985991559159494,0.20908014254480856,0.07078539,0.16398005,0.09283787557027254,0.17324543,0.1562529,0.21411774,0.26936087,0.41820318
0.18134535088072104,0.09470139968208398,0.23438849,0.083605066,0.18220643093238587,0.17252088,0.07397337,0.20311847,0.21580096,0.32585308
0.0838973200338392,0.05294505317670319,0.27967697,0.056911185,0.04973358298401498,0.106227845,0.058831915,0.31871524,0.34668425,0.23725238
0.07492708849562532,0.08927284535637073,0.44824022,0.13802247,0.06850842411050545,0.18897063,0.12888382,0.51033986,0.51649314,0.18281423
0.10877381652642899,0.07147738428864306,0.29193962,0.08209042,0.03665158219909494,0.12068373,0.09688382,0.33092576,0.34725225,0.2497008
0.4097340945840457,0.3450800407048024,0.05735238,0.32320732,0.25732161543929694,0.32143372,0.31884587,0.121895164,0.18163039,0.51877666
0.17946518076791085,0.14563864873831894,0.4544242,0.19059242,0.07375392442523547,0.23450604,0.2617842,0.4443366,0.4008258,0.21398722
0.17712630062757803,0.1138974068338444,0.4716872,0.18800505,0.3792971027578262,0.38376924,0.14080696,0.31715214,0.24421814,0.23718825
0.34583028074981687,0.2964182177850931,0.012468308,0.24425392,0.15345052920703176,0.26141542,0.2241868,0.15548696,0.19136047,0.50021577
0.08020645481238729,0.08833797530027852,0.15662308,0.0063338727,0.06419852785191169,0.011109352,0.021643594,0.3852032,0.43219143,0.29605296
0.2213155732789344,0.15229050913743056,0.13100643,0.122164086,0.11507651690459103,0.16699621,0.12278597,0.20031615,0.23350994,0.3660065
0.13352945801176747,0.09233415554004934,0.23560326,0.072816834,0.055734816344088986,0.16375798,0.058433875,0.28619206,0.28834832,0.26435977
0.1886762213205733,0.1360595781635747,0.16229917,0.11944942,0.09124941547496493,0.16919819,0.10172893,0.21325712,0.2394329,0.34198603
0.07767107066026424,0.04720679583240775,0.22837164,0.024464563,0.0557488533449312,0.06427084,0.029399946,0.27905375,0.3346121,0.26470384
0.2476054848563291,0.1722496803349808,0.28453785,0.20723276,0.2972901678374101,0.3084534,0.14458625,0.2339683,0.19546652,0.35092
0.09507121570427295,0.04842767790566068,0.29879552,0.050373465,0.11478064188683852,0.13356975,0.029958412,0.2715595,0.27522245,0.2451863
0.03639723918383435,0.053866133231968,0.25113887,0.018658116,0.04358905861534352,0.052674785,0.02274628,0.405936,0.43953633,0.2534591
0.08775622526537351,0.06300741778044507,0.20243327,0.038891017,0.04376179262570756,0.06302293,0.03948365,0.31221312,0.36807054,0.27669534
0.22868837372130243,0.14983219898993194,0.25174415,0.16214328,0.19910697194641833,0.25579977,0.13294889,0.21671714,0.20830017,0.35369277
0.2608410556504634,0.18111099086665947,0.14061649,0.16404013,0.1896810913808655,0.23390368,0.12212564,0.17373265,0.18769245,0.39847028
0.1629881397792884,0.09044857542691453,0.26760358,0.080104426,0.15501669930100198,0.18224826,0.0656804,0.23617074,0.22365102,0.28454098
0.1643053398583204,0.10534613632076818,0.20416676,0.087639526,0.09760416185624972,0.16064489,0.07745893,0.22954257,0.24610221,0.3153347
0.057202409432144566,0.028308307698498462,0.31789315,0.046325073,0.08740032524401953,0.10809344,0.04727359,0.32005274,0.34741265,0.22259232
0.08596838515810311,0.11575835194550112,0.26093417,0.07236265,0.07429525445771526,0.06504159,0.054221317,0.47531122,0.50354296,0.25642177
0.1385140483108429,0.08796515127790908,0.19466661,0.07058309,0.06980056018803361,0.118528426,0.067939386,0.23495598,0.270412,0.29608452
0.0840627850437671,0.06911130414667825,0.29309338,0.07439636,0.032321275939276556,0.09891811,0.06116213,0.38283375,0.41948754,0.2363823
0.09931472595888356,0.14781323886879433,0.27277064,0.074553415,0.10307437618446258,0.039268076,0.07519351,0.530549,0.5694111,0.27183256
0.2923857175431431,0.23715441422926484,0.09165312,0.21106122,0.14077714844662892,0.2412022,0.19594087,0.1846008,0.21079993,0.42630547
0.17616336056980164,0.12143982228638935,0.21035506,0.11491202,0.10248852614931157,0.18232873,0.10202761,0.23566167,0.25016367,0.31255755
0.09168265550095933,0.12362015741720944,0.24562652,0.058741644,0.08442956506577391,0.044811293,0.053516284,0.477889,0.52168864,0.28067705
0.09627026177621571,0.07482207448932447,0.41902333,0.15446953,0.14787110887226654,0.23149982,0.1325541,0.399163,0.36669546,0.19841753
0.0562366133741968,0.06448293386897602,0.6176528,0.15376519,0.12350851741051105,0.30036408,0.15930934,0.50585204,0.47051585,0.09061587
0.1888217113293027,0.10596831635809899,0.20375611,0.0923713,0.1664176099850566,0.18047124,0.07001434,0.19720474,0.20154217,0.33823216
0.07970924478255469,0.08651447519086851,0.21765707,0.038074374,0.03723648423418906,0.03378786,0.029147968,0.4038441,0.44325292,0.2630005
0.285361417121685,0.23529071411744285,0.17083977,0.21564822,0.11490816689449002,0.27727148,0.2284037,0.2843832,0.28152454,0.39319575
0.08550251513015092,0.06001121360067282,0.18247576,0.030198306,0.04184749951084997,0.054435223,0.035266623,0.3002263,0.3690694,0.28903192
0.1950933117055987,0.16433300985998062,0.2537015,0.18329452,0.1931990215919413,0.26638454,0.13128485,0.25723565,0.2511708,0.3116859
0.07766346465980789,0.06286561877193712,0.2529084,0.05946879,0.031157107869426475,0.07567079,0.04723467,0.35191083,0.3926974,0.24437702
0.08005128480307709,0.05057064303423858,0.26618296,0.04672423,0.04231551553893093,0.08845669,0.045480683,0.31046295,0.3374368,0.24422133
0.18823311129398668,0.1388604683316281,0.17002402,0.117831096,0.04866728492003709,0.13876209,0.118797705,0.2761595,0.33153805,0.32255238
0.17898593073915584,0.12338340740300445,0.15774433,0.09331752,0.08671433520286012,0.1402095,0.08796574,0.20836592,0.24824403,0.33464682
0.15698144941888698,0.1105045466302728,0.29474533,0.12741117,0.05849627050977623,0.1705845,0.14893876,0.33434117,0.31646487,0.25780055
0.07431424845885491,0.05210013612600817,0.27439344,0.060576335,0.03383761803025708,0.078551784,0.050606534,0.34394574,0.37876457,0.2338045
0.15445408926724535,0.10378073622684418,0.16068117,0.076679125,0.05016073900964434,0.10783011,0.073074505,0.25112194,0.2921387,0.31252098
0.11406136684368201,0.07608917456535047,0.26280862,0.081936255,0.12560049753602986,0.1662044,0.047226146,0.2616643,0.26372373,0.25809145
0.07001284420077065,0.03008316980499019,0.35215038,0.070588455,0.06504908390294503,0.15771279,0.05119066,0.32694027,0.328322,0.20698407
0.07282589436955367,0.10362654021759242,0.27840704,0.07649435,0.043557556613453396,0.07829192,0.05417861,0.45037076,0.4786386,0.24693869
0.3812165228729914,0.30772344846340693,0.07388182,0.29865378,0.23783441427006485,0.31975278,0.28258735,0.15270263,0.17605036,0.4981836
0.12826696769601809,0.08936237536174252,0.18762346,0.054895923,0.0436540866192452,0.11241096,0.05425383,0.25007695,0.2944287,0.29365826
0.07383742443024546,0.046595348795720935,0.34424108,0.08664672,0.08606499916389995,0.16070434,0.07438837,0.34951806,0.3440866,0.21730421
0.10642769038566142,0.06965797417947846,0.19302063,0.045931667,0.048750045925002754,0.07703215,0.036715016,0.27770516,0.3291211,0.28436965
0.08038603982316239,0.04995412299724738,0.2741754,0.040712312,0.03309008698540522,0.09927046,0.05185695,0.32287988,0.34924746,0.24176331
0.23778547426712845,0.17439685046381104,0.14924805,0.15840133,0.14483088868985333,0.23096177,0.11593555,0.1894692,0.19235137,0.3716812
0.05936643056198584,0.046133807768028466,0.24150322,0.035671026,0.0443053566583214,0.05986446,0.026748225,0.35589215,0.39932686,0.26630288
0.15351495921089756,0.14428608865716533,0.09632872,0.0803705,0.059215133552908014,0.08100161,0.07810961,0.31632778,0.36719215,0.35785028
0.06901172914070375,0.04613394976803699,0.25244272,0.038750544,0.05668709040122542,0.07659,0.033144787,0.30108523,0.3460884,0.25529364
0.09296036557762194,0.05190918511455111,0.3225426,0.06590755,0.11859155711549343,0.15737244,0.042505965,0.29266098,0.29169622,0.23113357
0.0801776348106581,0.07156651429399086,0.330698,0.07382615,0.04109090846545451,0.1423173,0.0744275,0.40064892,0.41681403,0.22028011
0.0612482766748966,0.037064826223889576,0.2990784,0.03233874,0.06922966415377985,0.096404195,0.054910347,0.3245689,0.3616063,0.22607136
0.38697289321837364,0.35039835102390104,0.052892074,0.30282015,0.20003576200214573,0.32300743,0.29411906,0.19006497,0.22189042,0.52466035
0.11087745665264741,0.08926685535601132,0.29879194,0.1283371,0.06486416389184985,0.1779683,0.09854223,0.34538996,0.35248417,0.22456858
0.12829009769740587,0.07863271471796288,0.2996177,0.095901,0.05927926655675599,0.14131898,0.10708459,0.3087358,0.31726962,0.24294616
0.09243024554581473,0.059307709558462575,0.2797966,0.052845865,0.05417374125042448,0.12693426,0.052257583,0.30505696,0.31906065,0.2300784
0.08783197926991876,0.06181970970918259,0.26075953,0.053360403,0.035699668141980084,0.09922925,0.053850487,0.31344345,0.3399532,0.24507126
0.37734367264062035,0.3609435516566131,0.19828857,0.35014904,0.22531224351873463,0.4411988,0.32873714,0.24590734,0.2167451,0.43620932
0.3168612890116773,0.22873170372390222,0.3665452,0.28454924,0.30688299841297995,0.42387316,0.23046602,0.2696274,0.2296793,0.33366463
0.13461104807666288,0.08258337495500251,0.17555751,0.055575088,0.05859881951592917,0.09690228,0.05950232,0.24228074,0.28873742,0.303308
0.19407255164435308,0.1400417884025073,0.34215534,0.17328747,0.14995947899756876,0.25827748,0.16409941,0.30613962,0.27610224,0.26171145
0.17198054031883242,0.12821640769298448,0.3137473,0.12947677,0.12527525751651547,0.22451985,0.1257854,0.3143727,0.2892714,0.24998435
0.4101403646084219,0.3541150912469055,0.03772317,0.31449622,0.24041195442471727,0.35391316,0.27045888,0.12677695,0.13718164,0.53503436
0.12268429736105785,0.08583826515029591,0.1664819,0.06253083,0.033831986029919166,0.068357036,0.05346541,0.30450767,0.36742377,0.2986016
0.1416315184978911,0.1083177964990678,0.22892846,0.12210341,0.06619161397149684,0.1751143,0.09652062,0.29670098,0.29033953,0.2821872
0.28617869717072186,0.19768652186119132,0.16282482,0.19187866,0.15640482938428976,0.24021176,0.19053988,0.19758809,0.20846118,0.39094824
0.08949593536975613,0.06872213412332806,0.37705183,0.11104749,0.07390401443424087,0.1567702,0.10884111,0.37748966,0.36361372,0.21562539
0.06196885971813159,0.061683923701035426,0.577902,0.17414658,0.11438486686309202,0.26671445,0.18250208,0.49543396,0.4490028,0.13503848
0.1327216079632965,0.09105261546315693,0.20178504,0.065800086,0.06813896408833785,0.12761542,0.05503653,0.23479037,0.26700407,0.28796554
0.09944660596679636,0.13103908786234528,0.1854537,0.043502524,0.1090187465411248,0.019315988,0.03541322,0.46986744,0.5153767,0.29981998
0.32168631930117914,0.22549919352995162,0.18266262,0.222692,0.3379608602776516,0.3339189,0.1597691,0.15684317,0.13734667,0.45313329
0.057283546437012785,0.061110733666644025,0.3229727,0.051222533,0.012345046740702805,0.10105419,0.06382437,0.3963581,0.4200825,0.2233324
0.22233803334028202,0.1635560598133636,0.34524733,0.23085041,0.3035709482142569,0.3469009,0.14678548,0.26935095,0.20968124,0.29626828
0.07688385461303128,0.05222579013354741,0.25247562,0.042272106,0.06046447362786842,0.09133953,0.036344275,0.28755352,0.3261906,0.24989331
0.162893749773625,0.10474883628493019,0.17002897,0.07347651,0.07369178942150736,0.118522614,0.076453194,0.21271764,0.26302028,0.31688875
0.0820189749211385,0.05396261023775662,0.2549336,0.043425336,0.0379534382772063,0.104203194,0.03957735,0.31347016,0.3366652,0.23487693
0.0816870649012239,0.04795725587743535,0.23505543,0.02507694,0.05152601309156078,0.07154368,0.027248576,0.26631266,0.3073214,0.2562059
0.3063902183834131,0.1882179312930759,0.16294296,0.18327878,0.32397915943874955,0.28752822,0.12955351,0.14284503,0.12650046,0.44705433
0.07669254860155292,0.050631798037907884,0.22616114,0.027832925,0.05014613600876817,0.07216862,0.026972637,0.26560417,0.31626755,0.26254869
0.24263973455838408,0.2002540120152407,0.18179257,0.21504001,0.17930130075807804,0.27198216,0.16185261,0.23553124,0.2360871,0.36210525
0.1094756115685367,0.0783350247001015,0.27070272,0.08894621,0.07378930442735827,0.1576887,0.07234098,0.29264492,0.29594168,0.2606341
