AFP,Input,Enquiry,File,Added,N_effort,Effort
0.10177617,0.1453199,0.30902231854133916,0.11646789,0.07725082,0.07780958,0.09718841
0.14431898,0.25599575,0.18272633096357987,0.19056532,0.14460948,0.14341368,0.16181068
0.1874575,0.24916789,0.2173756130425368,0.19764131,0.15650235,0.191557,0.21716756
0.19928242,0.26171833,0.274032416441945,0.20603053,0.19483699,0.19192663,0.22351384
0.12556027,0.24086629,0.20588167235290034,0.092193514,0.08033904,0.11378797,0.14217961
0.12440987,0.3109014,0.19290585157435108,0.099149376,0.17170781,0.0498622,0.08974625
0.13929494,0.23493527,0.3266397895983874,0.14710899,0.08230478,0.07636017,0.0826212
0.12735836,0.26805955,0.11517620691057243,0.16110003,0.16613503,0.2006528,0.1900841
0.23196836,0.30084893,0.26243241574594495,0.3651583,0.23598707,0.16142315,0.18720174
0.17454718,0.24270329,0.18318976099138568,0.26005846,0.20165086,0.1513606,0.1739163
0.10695122,0.16910352,0.28982679738960787,0.14969125,0.13470957,0.33637017,0.3510808
0.15185918,0.27185273,0.09664413579864814,0.23051225,0.16414045,0.17413813,0.1612258
0.17747854,0.4238786,0.13179937790796267,0.20633149,0.14808118,0.23684628,0.27413025
0.14648987,0.18844934,0.24472349468340968,0.19971725,0.07804809,0.24683459,0.25692683
0.21162692,0.25000533,0.2505770750346245,0.22985771,0.16316047,0.0666791,0.06632233
0.13284676,0.28022298,0.15842488950549335,0.1528799,0.13315846,0.18012393,0.1838899
0.11831711,0.17815539,0.23310467398628043,0.1718414,0.1107848,0.14861801,0.16924109
0.122967064,0.17851293,0.2970951378257083,0.16134387,0.1066879,0.057376668,0.060814213
0.075788304,0.21051036,0.04492562569553754,0.14065902,0.08296001,0.083359204,0.11090913
0.14903317,0.17482841,0.10167509610050576,0.1813273,0.22733131,0.1827745,0.18572882
0.14748074,0.23838845,0.23624630417477827,0.11401974,0.12695205,0.091280825,0.09984552
0.24326706,0.28594005,0.26842471610548296,0.30627686,0.30220535,0.1615422,0.1488114
0.2852485,0.28290763,0.24046444442786669,0.376917,0.25003618,0.22212031,0.26465723
0.18184316,0.22759876,0.2483137948988277,0.1946699,0.15117161,0.15357034,0.15868643
0.24501814,0.3296228,0.31719149903148997,0.5334502,0.27722102,0.184274,0.19998485
0.13925184,0.24528658,0.15861770951706258,0.19664869,0.14338055,0.15301163,0.15993714
0.13362572,0.37392646,0.11539347692360861,0.20756283,0.11344118,0.1196569,0.11575858
0.106757656,0.15222397,0.18233376094002565,0.1005901,0.09860086,0.071087226,0.087695405
0.29892096,0.39392003,0.4148382248902935,0.49180502,0.3336105,0.4632885,0.473636
0.16030729,0.36545974,0.22563849353830961,0.18228577,0.13595463,0.0917004,0.06460366
0.17366315,0.29826176,0.10469003628140218,0.19639054,0.17431274,0.13538335,0.1642519
0.33880433,0.39890507,0.562669933760196,0.16535532,0.2195849,0.26595044,0.28480253
0.12522368,0.26858217,0.18906208134372487,0.17798504,0.1404562,0.09722429,0.12742679
0.111179695,0.25079674,0.12707102762426167,0.16122317,0.14808494,0.112757005,0.12284508
0.2627624,0.2845187,0.2579658754779525,0.16461368,0.32334214,0.25550196,0.2720905
0.075454004,0.1576432,0.06945398416723905,0.1516735,0.1346646,0.14933461,0.16272518
0.1308855,0.0,0.19565056173903372,0.11742155,0.16109377,0.06562777,0.08412416
0.17565395,0.22911912,0.2469967448198047,0.17504935,0.0935791,0.16149315,0.185527
0.14379986,0.23169771,0.14182293850937633,0.16169813,0.0814523,0.10875324,0.14881718
0.103618145,0.15470544,0.4621603277296197,0.1564295,0.117784396,0.62452704,0.6060966
0.12258001,0.2008026,0.31055821863349314,0.20676774,0.09770951,0.11788025,0.12916231
0.082119755,0.2846607,0.13206477792388668,0.13071902,0.1515412,0.07051925,0.06621518
0.11525837,0.1953018,0.1658345699500742,0.13433269,0.10865986,0.09773254,0.1129875
0.36625332,0.4255074,0.4674767580486055,0.3327022,0.37002182,0.33544144,0.37025267
0.17822014,0.29503366,0.19585533175131992,0.21955732,0.16734792,0.11135374,0.14714311
0.20442754,0.29792243,0.14935705896142354,0.17424011,0.108060986,0.2733388,0.26783535
0.10661432,0.14379399,0.1628534297712058,0.15628403,0.13188338,0.09437688,0.12783782
0.28617778,0.24818425,0.3649116718947003,0.2171227,0.19369815,0.33513594,0.3739699
0.12256265,0.11371946,0.22320723339243403,0.15923324,0.10430388,0.1842232,0.19976711
0.15505123,0.2279098,0.11346760680805641,0.17571926,0.19082445,0.14276454,0.19422776
0.20716824,0.20638214,0.34934639096078346,0.3560207,0.33950898,0.2187943,0.24957281
0.306719,0.5200554,0.532898531973912,0.16377005,0.19922581,0.5418871,0.5542532
0.23564252,0.26577887,0.41142502468550146,0.22343759,0.13169937,0.31750214,0.3355189
0.5711184,0.65816075,0.5924453355467201,0.26207364,0.4946484,0.2287811,0.23289591
0.13103396,0.09113628,0.19946032196761931,0.09180347,0.085936,0.058423474,0.07944171
0.11168278,0.20439258,0.1638153898289234,0.11749644,0.14407413,0.11260543,0.14099509
0.103104144,0.114682876,0.3219800493188029,0.13447927,0.030365884,0.0881592,0.08943616
0.1555012,0.24159524,0.2546972752818365,0.2232072,0.16526756,0.1593548,0.17160878
0.14742748,0.30506885,0.23658331419499887,0.26825267,0.19499457,0.08089075,0.10120618
0.15710032,0.20764682,0.27924926675495604,0.22764003,0.09970092,0.18154806,0.19676912
0.08093136,0.24876593,0.11972024218321453,0.19701624,0.16244775,0.070845276,0.054661404
0.13191523,0.13450079,0.27844716670683,0.09844799,0.03837698,0.18692361,0.19427446
0.08636736,0.22424962,0.05219298313157899,0.16448429,0.13750039,0.092839606,0.1022841
0.13568558,0.14183013,0.28230486693829204,0.0119595975,0.0,0.12706424,0.16233581
0.15290111,0.29324216,0.1682427200945632,0.21512976,0.16299106,0.1299295,0.14122552
0.11288999,0.1920326,0.2437686646261199,0.15600254,0.12273681,0.054769643,0.079903185
0.14914116,0.2659407,0.3119049187142951,0.20209102,0.15656984,0.08405851,0.096708626
0.1851399,0.22844335,0.277849066670944,0.23390813,0.15788585,0.29074317,0.31973174
0.15711565,0.2619451,0.261566015693961,0.2038497,0.13354729,0.107259385,0.12256363
0.18106294,0.18044755,0.29072261744335703,0.26415658,0.17784923,0.15070029,0.18144253
0.050838783,0.24428144,0.1692544301552658,0.13073446,0.16251124,0.10017478,0.09804655
0.14402008,0.24214238,0.17422924045375446,0.18870524,0.15387402,0.1033349,0.13468438
0.18189162,0.22376871,0.2971171178270271,0.23161048,0.17877032,0.4202637,0.414264
0.21518043,0.39464486,0.20783098246985895,0.26178604,0.22243878,0.2006251,0.21854872
0.16426334,0.16372652,0.3082868684972121,0.13651681,0.10854821,0.21360724,0.2375421
0.15921323,0.33897153,0.18872095132325709,0.20587991,0.20221457,0.11261144,0.12960887
0.17990728,0.2661052,0.26753254605195276,0.24121025,0.13385706,0.18140383,0.19183433
0.086411476,0.2131055,0.10453579627214778,0.15495497,0.13510826,0.10211394,0.106941625
0.112803966,0.24366847,0.163203349792201,0.14584565,0.10539405,0.11525803,0.15355234
0.17510477,0.3339705,0.21122188267331296,0.1744133,0.17090447,0.12627377,0.14290963
0.17763962,0.2150168,0.1907975214478513,0.23283888,0.22158827,0.19541276,0.2138795
0.14494012,0.22984008,0.14292110857526652,0.19704145,0.13884218,0.19152632,0.1963265
0.113065064,0.19144386,0.20938180256290817,0.1262734,0.08054124,0.063231274,0.09310171
0.29488066,0.49684396,0.39035447342126844,0.29229468,0.2418011,0.4923614,0.5089636
0.10720674,0.09861092,0.17225092033505524,0.1028227,0.08654715,0.10269327,0.1270705
0.17077802,0.21210888,0.2212858932771536,0.20620795,0.13970628,0.114290535,0.13747807
0.15524054,0.2342523,0.2735039764102386,0.13593954,0.12882422,0.09377878,0.13649736
0.13628083,0.23033302,0.20366562221993734,0.14378801,0.10922326,0.17951739,0.20802394
0.12578,0.17262171,0.15031135901868156,0.15624095,0.16115025,0.039839424,0.07109003
0.19978043,0.14741038,0.3007940780476447,0.2696206,0.10373798,0.13969694,0.16806605
0.13042414,0.14936194,0.13475130808507849,0.12950537,0.16502024,0.11500991,0.15000562
0.097325385,0.20171288,0.1623380597402836,0.13821459,0.14684863,0.19617577,0.19427723
0.18959782,0.21425296,0.23063923383835405,0.23572913,0.18887278,0.23346677,0.2569126
0.13561356,0.3638708,0.18318299099097946,0.19235681,0.16544387,0.07276851,0.10057276
0.1544142,0.23162463,0.22453861347231682,0.20009753,0.14616042,0.09659756,0.11827121
0.101909935,0.2531478,0.0974351898461114,0.19131862,0.093692616,0.059543096,0.050443906
0.11798921,0.25436714,0.1901879614112777,0.13958001,0.12208071,0.07866533,0.09172222
0.2737526,0.39262652,0.33822020029321204,0.25277978,0.27889067,0.21631414,0.26130208
0.10609822,0.1737603,0.15468892928133576,0.041990813,0.039911617,0.061535694,0.043043483
0.54803646,0.6325927,0.4921936695316202,0.71124876,0.6506998,0.47924286,0.4869705
0.36624444,0.37912056,0.29775461786527707,0.26493502,0.26505715,0.13195921,0.13734928
0.22245641,0.2176635,0.2727526563651594,0.25504917,0.12589745,0.1862909,0.23409885
0.22562683,0.30646855,0.3261190895671454,0.14608076,0.12024505,0.2361865,0.27166188
0.14207913,0.27556267,0.17524960051497604,0.1869713,0.1480518,0.13961542,0.15652359
0.26522762,0.25779456,0.31947185916831156,0.38251048,0.32119125,0.30077946,0.31851068
0.12366484,0.22915494,0.30163945809836745,0.1553951,0.109162,0.20044765,0.22924998
0.17028928,0.19348021,0.2403028644181719,0.21432927,0.16134039,0.17455183,0.19061556
0.474758,0.52758217,0.5076233304573998,0.44114363,0.4749334,0.7570181,0.7774859
0.1648252,0.21364084,0.24019612441176746,0.10682126,0.09131181,0.13313289,0.1522263
0.09280692,0.15308213,0.22302283338137002,0.1723736,0.07087166,0.119438104,0.11587535
0.13940905,0.26617333,0.10107942606476557,0.19853246,0.16194236,0.095236495,0.13641465
0.1369974,0.16225918,0.25820724549243473,0.19663805,0.21015522,0.13343869,0.15305533
0.1314114,0.30620292,0.11868236212094173,0.13254237,0.17636082,0.18073903,0.17786771
0.20869447,0.28587976,0.11329954679797281,0.26274925,0.3146978,0.117970645,0.1816529
0.13669609,0.17959473,0.22296948337816902,0.11975852,0.15103424,0.08218385,0.106860764
0.13773912,0.19982356,0.213160232789614,0.18836781,0.16766158,0.08035372,0.09116454
0.15711486,0.25922754,0.23418764405125866,0.15623523,0.09422593,0.19478752,0.20977384
0.09806626,0.244176,0.17759178065550685,0.16868469,0.14963624,0.10646648,0.121552296
0.06732956,0.26715478,0.14342076860524614,0.116708614,0.14158702,0.063752346,0.07658648
0.12641376,0.20474859,0.23008038380482304,0.14202037,0.13111088,0.083379984,0.11247717
0.1318095,0.2841079,0.2515878550952713,0.18153399,0.14873055,0.15290071,0.14182176
0.15289316,0.20463946,0.3052046483122789,0.18483514,0.09436333,0.21698013,0.24024928
0.08737373,0.18867913,0.12108930226535813,0.18229157,0.16465355,0.0887553,0.103994295
0.18397285,0.2639747,0.17561462053687724,0.25532585,0.19054447,0.16038534,0.17839253
0.112084806,0.22084112,0.09394185563651133,0.19385561,0.15974581,0.14724846,0.155573
0.108675614,0.30383703,0.09614207576852454,0.21559313,0.13932312,0.08643142,0.099287584
0.30602825,0.3440314,0.3500690410041425,0.11650153,0.2557028,0.18363808,0.19756773
0.117290504,0.085926905,0.1614315596858936,0.14281325,0.034429863,0.056914456,0.08415775
0.09291887,0.18266816,0.09937745596264737,0.11730868,0.096752,0.09951502,0.1194261
0.11839905,0.2550228,0.164969749898185,0.19438255,0.11310749,0.15943235,0.16455242
0.19596331,0.25246918,0.19832858189971492,0.17377587,0.16651383,0.23854487,0.268359
0.06726151,0.20460351,0.13881490832889448,0.18230855,0.115984574,0.06115289,0.07201131
0.17523718,0.39447337,0.1686778901206734,0.27209264,0.1293371,0.07721474,0.062344678
0.24820554,0.40271744,0.23643070418584225,0.3613804,0.24163315,0.38637048,0.3694814
0.18480149,0.30189133,0.20804719248283154,0.11663386,0.12724672,0.12453262,0.14655969
0.20270793,0.37352836,0.16168132970087978,0.25387365,0.17651288,0.30645418,0.31283396
0.1442216,0.2591011,0.13236842794210565,0.16022706,0.16744153,0.066199936,0.11661795
0.14112028,0.12955022,0.1898335013900101,0.17286241,0.06550697,0.109703176,0.12664989
0.17108712,0.21565995,0.26723738603424313,0.22323333,0.11610905,0.13882957,0.17097795
0.18999736,0.28326738,0.32693995961639755,0.23074706,0.1931195,0.19563478,0.2198905
0.13662888,0.28965068,0.15061226903673613,0.2086871,0.13511027,0.07123112,0.08963751
0.27395165,0.28734148,0.18495789109747346,0.26024243,0.1741447,0.11962546,0.13577123
0.14627549,0.34447134,0.13072564784353888,0.13780771,0.06866337,0.3262396,0.256836
0.14095175,0.20607996,0.2443006146580369,0.13877939,0.09436644,0.16962266,0.18235153
0.13019942,0.2705823,0.12610675756640544,0.18305898,0.10639719,0.15465452,0.18832168
0.37537733,0.47646537,0.33976172038570324,0.5081334,0.31966513,0.17994931,0.21180052
0.18337281,0.40264842,0.25760228545613717,0.27859598,0.22800724,0.1996813,0.17675877
0.07408571,0.17176436,0.07995453979727238,0.20790371,0.13537118,0.11927084,0.13108315
0.14694883,0.014565796,0.22233664334019862,0.19644079,0.19489092,0.12230472,0.15921134
0.14919221,0.1867837,0.2678170360690222,0.1559802,0.0815275,0.18394086,0.19845232
0.18790995,0.31777817,0.25725729543543774,0.2649334,0.18077874,0.109264344,0.13083455
0.16255169,0.20410101,0.25083835505030133,0.13882518,0.117223695,0.17622474,0.17697883
0.109615766,0.23725213,0.3075761984545719,0.15111174,0.13861984,0.15469864,0.11525891
0.11229061,0.34509254,0.19037996142279767,0.15331775,0.14276633,0.13334633,0.14973003
0.5175145,0.5649373,0.42774000566440035,0.3850803,0.4228136,0.18988441,0.20534247
0.49414435,0.5332832,0.4681748980904939,0.52374166,0.35773227,0.17322233,0.19640106
0.14980611,0.25036377,0.09274288556457314,0.17510428,0.14348501,0.13823909,0.14976749
0.16614024,0.22420463,0.2973840378430423,0.22548513,0.21530494,0.107851565,0.1254231
0.13635771,0.41001406,0.11639415698364942,0.1264887,0.19127205,0.052681707,0.07071846
0.45929256,0.53204226,0.46575554794533286,0.5597577,0.5581274,0.5636694,0.57171744
0.16916864,0.22505349,0.28156013689360826,0.24659503,0.16706683,0.14913239,0.16748121
0.20383397,0.32501435,0.14643003878580232,0.23517512,0.1973558,0.24284242,0.262127
0.1472328,0.2533366,0.19506961170417672,0.254475,0.2045901,0.13201256,0.11493548
0.38612488,0.39125773,0.5173422310405339,0.4518902,0.41864818,0.28458902,0.32386026
0.1789471,0.2542262,0.2815826368949582,0.13246281,0.14533752,0.12965329,0.1571472
0.09770146,0.2631134,0.1591772195506332,0.18339899,0.09649855,0.16139941,0.15932629
0.13410193,0.26389185,0.30985931859155913,0.17224813,0.12716001,0.094925255,0.10716953
0.14409943,0.21006015,0.17572616054356963,0.19547488,0.19052172,0.18450214,0.1964122
0.2605084,0.42961726,0.543207132592428,0.5476829,0.18436585,0.13738196,0.07237357
0.19185533,0.25544557,0.28857626731457603,0.14388399,0.09203373,0.063193604,0.048229348
0.4220128,0.4123645,0.4574512474470748,0.46939766,0.48521003,0.3244237,0.3400581
0.17534037,0.34365338,0.13787249827234987,0.18762589,0.16336316,0.16543576,0.1734536
0.12613487,0.22224799,0.20232318213939093,0.2445678,0.1312938,0.25225255,0.24305782
0.19496576,0.16788429,0.1650279699016782,0.20829506,0.20755887,0.14950232,0.17074116
0.28098607,0.30639738,0.2929443875766633,0.28116387,0.25656813,0.10896184,0.14136472
0.16441555,0.2300846,0.2717710863062652,0.185339,0.15347916,0.28663656,0.30849618
0.115204364,0.2502518,0.14335194860111694,0.15050125,0.15900782,0.102474526,0.11306969
0.06691528,0.24562027,0.07852440071146403,0.17564276,0.124568775,0.058619604,0.081830755
0.2423985,0.30735928,0.37198200231892015,0.26741058,0.1253465,0.086775295,0.07362487
0.22353092,0.3491751,0.17446996046819765,0.22713314,0.19126104,0.1928031,0.20869234
0.22114944,0.31628627,0.12462156747729405,0.39161932,0.32552317,0.52286357,0.47015542
0.17809339,0.19999899,0.26044063562643816,0.213737,0.15780708,0.26184753,0.28032523
0.074733384,0.106199995,0.09637752578265155,0.15762357,0.13652062,0.15967248,0.19163603
0.12344618,0.20312318,0.17279633036777983,0.12775597,0.1358834,0.057103477,0.09610091
0.16186787,0.17969596,0.2892565873553952,0.19212225,0.11485699,0.11636948,0.1254653
0.2555005,0.51164997,0.3179550390773023,0.27109757,0.17647836,0.19948664,0.18457314
0.13079213,0.15757689,0.23288184397291065,0.18149117,0.07988542,0.12950625,0.11602093
0.211727,0.31029284,0.17057225023433503,0.24787827,0.20737578,0.18477657,0.17916733
0.12873854,0.2401073,0.2242280934536856,0.20908806,0.1329552,0.11641099,0.12323917
0.24460384,0.2972057,0.37107619226457156,0.23679562,0.21563627,0.3909868,0.42539063
