Entities,PointsAdjust,Generated_Var_3,Effort
0.30715364,0.20856977,0.22378412,0.24017021
0.52083683,0.3218273,0.4835974,0.42414162
0.94866836,0.92516714,0.8868655,0.9133554
0.37367883,0.20240307,0.40625608,0.22772557
0.21345414,0.16773261,0.3126825,0.12734088
0.5725377,0.5219904,0.60548174,0.45145586
0.54430985,0.3945358,0.521688,0.35178354
0.35219473,0.33605194,0.4347734,0.3398576
0.42162302,0.33919856,0.45730546,0.35228288
0.22484156,0.123797774,0.24996775,0.18119316
0.27769554,0.2039321,0.36248598,0.2091849
0.5327945,0.41655368,0.585798,0.376849
0.3981758,0.24796551,0.40367967,0.20656827
0.4532942,0.28675038,0.4803413,0.3269272
0.43141967,0.35395977,0.5157213,0.24803287
0.4594597,0.3083583,0.48522964,0.27607986
0.5268453,0.27542356,0.47162956,0.2823816
0.40481013,0.2385197,0.42563206,0.27457625
0.38281682,0.21338803,0.39127585,0.23046777
0.43751606,0.27695704,0.45446095,0.33079007
0.23132715,0.1570093,0.227722,0.17274088
0.4128023,0.26621872,0.43395245,0.20831278
0.23588508,0.21448205,0.38858327,0.1039799
0.7133668,0.648166,0.699188,0.59139526
0.36077973,0.25591648,0.4128727,0.23770246
0.47399634,0.34965083,0.5499979,0.27303243
0.5216001,0.47786158,0.59345603,0.2927959
0.3429973,0.2150986,0.3905733,0.13521744
0.43451303,0.23937736,0.49268916,0.23412117
0.60438955,0.47419262,0.6065992,0.4380943
0.44434986,0.29227152,0.5458524,0.39797089
0.5014105,0.26002896,0.45483544,0.31702638
0.24980101,0.13942216,0.27637702,0.1271964
0.37788475,0.2801715,0.4595748,0.21432364
0.23916015,0.18890962,0.34343463,0.18914649
0.2228058,0.16519605,0.26942664,0.03411989
0.36087072,0.23955077,0.42645952,0.17824237
0.3667509,0.21613911,0.45480374,0.29442844
0.48661748,0.3229674,0.51165587,0.28310442
0.22142144,0.10397275,0.2787893,0.17687382
0.46771508,0.30111817,0.50158954,0.27750936
0.44849965,0.33477688,0.5315918,0.32880464
0.46276727,0.24488081,0.4005448,0.26904723
0.33456236,0.22508422,0.32347554,0.20331481
0.47597522,0.317461,0.52096486,0.25647765
0.49930948,0.29042566,0.4851824,0.2715003
0.37683368,0.27133805,0.4436338,0.17196691
0.37335566,0.25771248,0.4436631,0.22167137
0.5826347,0.40059987,0.58772075,0.44360405
0.24208727,0.11843388,0.2845288,0.17458971
0.40785974,0.25179255,0.46339935,0.18989307
0.5354831,0.2848013,0.5402661,0.31006837
0.26724052,0.3200786,0.44925255,0.4547671
0.5161258,0.38058323,0.57215023,0.2998125
0.18414757,0.18689404,0.1840706,0.19714534
0.45016518,0.23328644,0.45456707,0.20946345
0.26473576,0.23034275,0.40836325,0.32401687
0.4274381,0.25761616,0.48430142,0.24156582
0.15900728,0.14661005,0.30040398,0.16855478
0.29603338,0.22988945,0.2581181,0.24321124
0.5776541,0.38260067,0.52634954,0.4306549
0.64690536,0.60327125,0.67793095,0.5125221
0.37276417,0.20048122,0.3305006,0.20261881
0.39980203,0.21596183,0.3392011,0.22015037
0.26798433,0.20193464,0.30196708,0.17321962
0.5963954,0.49901867,0.6344949,0.43876696
0.3297425,0.20587999,0.37564442,0.18429422
0.28687185,0.31864035,0.47704053,0.16856441
0.15940872,0.016438998,0.20751902,0.15742165
0.24144132,0.3143973,0.33030388,0.31845364
0.55850106,0.35363448,0.5428798,0.34644708
0.30705062,0.31470188,0.39818153,0.39576742
0.3948414,0.2355175,0.39911166,0.26904532
0.30841857,0.20588173,0.48329917,0.2061325
0.38107136,0.19478984,0.3295832,0.22211346
0.47947058,0.30995366,0.44185898,0.3244663
0.4347801,0.2483969,0.4102289,0.21783257
0.6376348,0.49016583,0.64770937,0.5755563
0.66554004,0.5516845,0.59769094,0.6034627
0.23604758,0.3737337,0.4766643,0.3782353
0.6537756,0.47014722,0.6161859,0.50440735
0.35039258,0.19469568,0.3618457,0.15777951
0.2499956,0.10503921,0.108581915,0.23005812
0.3806344,0.33083948,0.46854085,0.14675103
0.28756744,0.28002834,0.45462793,0.18087131
0.24142155,0.17337392,0.2828997,0.0547681
0.7912958,0.7712382,0.7950295,0.726087
0.3621853,0.22468643,0.3910473,0.1863122
0.27195913,0.24026963,0.34238696,0.22960445
0.5230634,0.3362034,0.5377443,0.4652133
0.38350794,0.24023677,0.4206273,0.2953555
0.33605266,0.2419363,0.36007884,0.29065248
0.2763029,0.27485114,0.45007622,0.22060274
0.7244354,0.6346784,0.66253483,0.6298869
0.22445987,0.17456806,0.31630713,0.17095196
0.45807394,0.2848357,0.46775347,0.2989761
0.56134987,0.492339,0.59865427,0.38896662
0.22081098,0.09766382,0.18345873,0.1736589
0.44053325,0.23652855,0.47828448,0.23086986
0.3725693,0.27132702,0.42499423,0.16329566
0.34028363,0.18885991,0.27423263,0.1669154
0.2937181,0.2526106,0.41470283,0.14871915
0.1788512,0.15449491,0.1765789,0.16087413
0.247575,0.23527485,0.33528933,0.24986163
0.41709572,0.22538036,0.4218932,0.17156887
0.36212844,0.21029466,0.4058791,0.17025343
0.56947684,0.410719,0.60451686,0.38848636
0.40485877,0.27107155,0.41611874,0.20424767
0.2385439,0.16930106,0.3062921,0.14930484
0.32755357,0.1986141,0.2534623,0.19433305
0.22486809,0.20255992,0.27992967,0.24792647
0.676877,0.63438076,0.69553983,0.58334893
0.35714394,0.22398287,0.3843757,0.20064726
0.73387986,0.6396329,0.7184372,0.65828425
0.45098472,0.27821097,0.4911284,0.33764413
0.3045485,0.20413497,0.36017254,0.13173665
0.5096321,0.32659185,0.47946978,0.34685972
0.35436308,0.19868094,0.42140162,0.2967664
0.5430747,0.32456774,0.5257973,0.3330722
0.5842219,0.46282464,0.6512027,0.5464622
0.5497365,0.3396663,0.49816173,0.4142917
0.31709242,0.25241792,0.5400994,0.48509726
0.16616723,0.073035344,0.21868946,0.17407958
0.299214,0.22121422,0.3731152,0.15414521
0.15668577,0.12103091,0.17049316,0.17998351
0.25559193,0.20838138,0.3044898,0.23244652
0.20966512,0.3093825,0.40103853,0.33029264
0.36536235,0.316185,0.48968372,0.08707608
0.46805593,0.31561458,0.52642715,0.24872473
0.48752743,0.28244352,0.48524162,0.21961331
0.521683,0.38439894,0.5652001,0.3224217
0.58480173,0.51581454,0.637069,0.46501806
0.34704638,0.21106711,0.26056358,0.20216191
0.5259384,0.40263277,0.573555,0.4619307
0.40754148,0.32523978,0.50363946,0.20533863
0.45805183,0.37072378,0.5194515,0.31480107
0.39152613,0.3027417,0.4816934,0.24755263
0.29004085,0.1996008,0.37300122,0.09825447
0.18997392,0.14711402,0.20763466,0.14448556
0.65793556,0.5330255,0.6333997,0.52744097
0.36400777,0.2064904,0.3742689,0.19070026
0.38398516,0.1964111,0.35874903,0.21939442
0.55815303,0.41378233,0.5469624,0.5158725
0.332667,0.37839758,0.51303685,0.046265766
0.59194064,0.46678054,0.62384796,0.42786095
0.5262613,0.2952366,0.4907271,0.34796154
0.33641723,0.26334584,0.36209846,0.25286496
0.25764513,0.18608424,0.20791385,0.19291042
0.4238917,0.2610352,0.41929063,0.26500693
0.37960812,0.31610832,0.4141168,0.3607089
0.3196642,0.24300763,0.38584074,0.29595375
0.3406597,0.22409505,0.35771015,0.1796233
0.4554949,0.3581695,0.5415336,0.23621874
0.3596041,0.22471781,0.43130574,0.31158614
0.4019146,0.22910027,0.40726542,0.20638075
0.29439706,0.24268205,0.27621686,0.24010783
0.7310051,0.7059653,0.77306163,0.60961926
0.3428264,0.25476864,0.4279228,0.27942154
0.40327272,0.27566144,0.37202016,0.26752013
0.5694765,0.4267303,0.6248127,0.47919583
0.44018918,0.45467955,0.5399537,0.19154254
0.40132824,0.23557463,0.34354523,0.21914953
0.4524023,0.2953287,0.45747554,0.27194965
0.18551716,0.167009,0.2460203,0.21686316
0.42579547,0.3851312,0.51175183,0.19119143
0.30946103,0.23815727,0.4203677,0.29820704
0.53341925,0.33560163,0.50528467,0.35767803
0.76419157,0.6590229,0.73871255,0.66380435
0.30820552,0.331016,0.45463654,0.04147134
0.40477782,0.20720604,0.4055799,0.236449
0.4822065,0.2587834,0.45422387,0.23555896
0.49781838,0.2966668,0.4610765,0.255024
0.4193521,0.2330113,0.40894523,0.18212976
0.3991368,0.21286294,0.42493314,0.2662352
0.2568043,0.16651084,0.26433262,0.18101205
0.5397197,0.37973484,0.5360166,0.35786706
0.3373472,0.23955464,0.33463338,0.17863092
0.16759449,0.16687164,0.2263591,0.14252326
0.1765053,0.093418494,0.17890342,0.16018957
0.3831619,0.27467364,0.42535698,0.2873918
0.35990608,0.28642493,0.503798,0.20981953
0.34916276,0.2427713,0.4224797,0.22658595
0.3157391,0.1855978,0.26933277,0.20441517
0.17065072,0.24457295,0.22323833,0.25426617
0.32170004,0.21049199,0.33593887,0.1763048
0.36829504,0.21454346,0.38152975,0.23164696
0.15014231,0.15520409,0.2828107,0.14113972
0.553766,0.30912542,0.5333713,0.38023645
0.6424859,0.5517742,0.6622251,0.47953802
0.5569743,0.3496145,0.5599364,0.4505845
0.23920226,0.14635074,0.16971599,0.21277204
0.62854683,0.5085437,0.58780694,0.4810257
0.16189715,0.17291205,0.3241805,0.07403901
0.8468206,0.88533443,0.8786794,0.76743114
0.3465384,0.30382383,0.48892596,0.26887244
0.29320925,0.20400551,0.24225666,0.22643909
0.45432696,0.32549977,0.5119908,0.24380103
0.414078,0.2644049,0.5095254,0.2786036
0.17458469,0.12763171,0.24928607,0.12176651
0.49319944,0.2793296,0.47235125,0.3252226
0.25917655,0.12066284,0.12752216,0.1899088
0.518548,0.5518143,0.6322316,0.2921888
0.8919753,0.76934224,0.8822777,0.7643411
0.42431983,0.22602096,0.39372596,0.237418
0.5118741,0.45643312,0.575655,0.30758974
0.15546098,0.1813032,0.35227394,0.08668059
0.2948957,0.17503086,0.26824668,0.17164034
0.21370843,0.15017138,0.24060205,0.07032704
0.588688,0.57115555,0.6806717,0.40417108
0.44406113,0.2688518,0.4827283,0.29196838
0.335182,0.23123907,0.2465178,0.24726325
0.24320433,0.12566951,0.13564967,0.1394943
0.26259673,0.30176407,0.34196326,0.036584467
0.19445576,0.10293095,0.07755746,0.19112758
0.34135062,0.27642626,0.36879852,0.2709952
0.65791607,0.4836695,0.590642,0.5452964
0.9733723,0.9281166,0.96864045,0.9539445
0.38732207,0.22141251,0.3847067,0.20070064
0.4146982,0.5912332,0.5948615,0.17008398
0.29455245,0.2276046,0.32521808,0.23737831
0.4003715,0.21538305,0.39034727,0.21029592
0.6191714,0.44512913,0.5573845,0.47583747
0.25715464,0.24002934,0.36860758,0.26847887
0.42581037,0.2881227,0.47675762,0.22104873
0.3872806,0.29242584,0.5243634,0.48424903
0.2426925,0.21079695,0.22925715,0.13674533
0.55097806,0.37576482,0.51039016,0.3663406
0.39386797,0.2539937,0.3587933,0.30299807
0.44081295,0.28202307,0.4973234,0.21215823
0.576916,0.4736941,0.6175518,0.3974209
0.57631594,0.44067213,0.612453,0.4059326
0.22220498,0.19984445,0.31072655,0.102760166
0.26622093,0.24204409,0.32541785,0.2683658
0.5545385,0.39628074,0.5575278,0.35992944
0.46547437,0.29015547,0.41233104,0.30392218
0.44632387,0.319156,0.4478203,0.3737361
0.26558906,0.2114912,0.35096845,0.17382857
0.22655237,0.31294087,0.38373086,0.34645516
0.22081317,0.20282385,0.29034176,0.21034703
0.48056135,0.24578775,0.48438963,0.35158503
0.45331854,0.2853062,0.4983228,0.42779586
0.47468254,0.2821221,0.4604827,0.34072688
0.5991785,0.48628956,0.6313627,0.42148474
0.54362905,0.32945472,0.5511807,0.3093589
0.43920338,0.28536934,0.46003115,0.25894696
0.36927432,0.27016783,0.343431,0.27251837
0.164224,0.14848875,0.1973006,0.14225514
0.19646445,0.32943743,0.43505695,0.32755637
0.32069772,0.2897756,0.466344,0.43403792
0.28279537,0.17553537,0.37765574,0.20496413
0.24870184,0.32787335,0.37909657,0.39327076
0.33781424,0.23259015,0.40282062,0.27071503
0.5396192,0.3611548,0.49651963,0.33244392
0.22041515,0.20916726,0.28345817,0.22019273
0.49741805,0.27392673,0.46082452,0.25743568
0.34216243,0.30116987,0.44239366,0.31420654
0.48057023,0.41942286,0.53902423,0.32401323
0.6619289,0.52021754,0.6242486,0.57046473
0.34928474,0.19038737,0.3935043,0.1846725
0.36606154,0.19905002,0.31887868,0.18359882
0.52155995,0.35616684,0.47492495,0.35909304
0.4423883,0.23900256,0.42855898,0.21526253
0.50743383,0.30822778,0.49271655,0.26699558
0.4391146,0.2685157,0.45035535,0.23605707
0.41120556,0.25674695,0.40439054,0.29636884
0.72641957,0.6348177,0.65825117,0.6443409
0.5598849,0.39244467,0.5443988,0.46360603
0.33520812,0.16711883,0.30275962,0.15228137
0.37648556,0.22109011,0.39194575,0.18859878
0.45620215,0.23472789,0.4322214,0.23777094
0.2828694,0.2085535,0.43580574,0.23657271
0.33918196,0.23209573,0.44621676,0.23308988
0.22021887,0.1611106,0.21580988,0.2138071
0.4589994,0.26830226,0.49798438,0.32404304
0.4632345,0.33101997,0.4882595,0.33154008
0.25400734,0.20505814,0.33702183,0.20370103
0.35084134,0.19986102,0.3668408,0.235942
0.34375745,0.21790749,0.39653784,0.26197097
0.39890298,0.22238377,0.44179267,0.26791668
0.34173045,0.25343126,0.4421594,0.27394527
0.27499682,0.1633667,0.35350665,0.18211472
1.0,1.0,1.0,1.0
0.71160793,0.54785347,0.6673089,0.5974178
0.31966877,0.16703178,0.31614095,0.17451937
0.34761935,0.26717934,0.44055003,0.24853796
0.3640751,0.2497733,0.33658382,0.26537588
0.37510663,0.2513376,0.5046579,0.2905806
0.46080363,0.24632114,0.45064485,0.22454092
0.2678822,0.33286893,0.38050506,0.40286478
0.35168716,0.16465178,0.306278,0.20139958
0.41848063,0.25318924,0.43676856,0.21267462
0.3480609,0.20388111,0.33737335,0.17423382
0.29955083,0.17777053,0.386547,0.23574556
0.3676586,0.39439568,0.50732386,0.062234942
0.51370597,0.30488965,0.52465683,0.31610912
0.29850686,0.15976754,0.40955332,0.19052318
0.4870366,0.30167347,0.4954042,0.27003735
0.6256056,0.67752165,0.72927403,0.40582317
0.10984332,0.2672161,0.29636776,0.275219
0.66878927,0.6945729,0.74405766,0.4919047
0.36127478,0.2661149,0.38745147,0.27717575
0.54858184,0.32125843,0.5027841,0.36953422
0.5688294,0.35843557,0.5705402,0.38013992
0.46815467,0.2465448,0.46881717,0.2668611
0.1982044,0.16501532,0.30705208,0.16209789
0.43077454,0.3103972,0.45250311,0.30615315
0.44108465,0.26421362,0.49509287,0.33938587
0.30285197,0.15956739,0.3179976,0.19561958
0.24815457,0.070645936,0.09384334,0.20168382
0.34636575,0.35002506,0.4429791,0.4384833
0.3358184,0.24429543,0.38673863,0.2729679
0.6566112,0.64711773,0.7365515,0.46462503
0.69151044,0.6277401,0.7200545,0.5783894
0.54802823,0.38316503,0.49203217,0.39545834
0.23654528,0.2766415,0.34197396,0.334679
0.3597657,0.2255336,0.42596048,0.2547232
0.48401493,0.28452718,0.55461395,0.473585
0.5481515,0.39316386,0.55141973,0.42458883
0.6459317,0.54003775,0.5845412,0.5042631
0.4454543,0.380726,0.52261007,0.22634004
0.521302,0.38548738,0.5795537,0.3002787
0.44762468,0.2281825,0.45061383,0.27424157
0.60788894,0.48467055,0.5851661,0.42368332
0.6516813,0.5373354,0.6315539,0.53630245
0.38971335,0.2705995,0.4265746,0.18859048
0.358683,0.21975009,0.40498045,0.26529428
0.31855857,0.18074176,0.30468592,0.17828305
0.6253209,0.49794942,0.58897305,0.46241105
0.3786015,0.22505973,0.35422453,0.24784529
0.45327193,0.31786692,0.52363425,0.2986188
0.28385884,0.1716479,0.27672958,0.18575916
0.48850146,0.28024054,0.47631586,0.26702935
0.43930933,0.23758748,0.46873474,0.33480817
0.6081555,0.5135218,0.65827763,0.45791647
0.4787445,0.266431,0.44973338,0.27480507
0.5438498,0.31812358,0.5236634,0.3101996
0.45386147,0.23456937,0.436063,0.2517387
0.6023414,0.6148394,0.63393795,0.45100158
0.3637634,0.30829594,0.42892852,0.3441501
0.32181013,0.18338439,0.36598602,0.18625027
0.26860398,0.28196135,0.3624994,0.33753794
0.3938641,0.21778317,0.41590002,0.20414752
0.7805679,0.7083679,0.72800756,0.7183065
0.50119495,0.28955823,0.4499958,0.3926285
0.2784491,0.21731037,0.3877991,0.1778318
0.41541103,0.29913795,0.42156637,0.320461
0.3459774,0.21129829,0.3434973,0.20276117
0.6321576,0.4711211,0.57574785,0.5051722
0.15524477,0.13516052,0.23718598,0.14186297
0.5102242,0.36007854,0.4870514,0.40577203
0.46114227,0.27967,0.42343673,0.2890303
0.3557751,0.28146148,0.4460445,0.1400399
0.8224418,0.65533024,0.7695067,0.77411026
0.30450952,0.23459034,0.30715877,0.24193051
0.2981524,0.21175414,0.24147758,0.24851695
0.36082214,0.25004083,0.35987893,0.22558172
0.19835639,0.17035563,0.19398813,0.21586047
0.30750418,0.20528042,0.22363676,0.21410245
0.24140705,0.24989939,0.33564547,0.2928808
0.35692626,0.23988594,0.3931322,0.2857953
0.54368234,0.43674153,0.5962279,0.36263016
0.19267875,0.15633415,0.29266846,0.10229969
0.4146401,0.37393513,0.48361328,0.1950148
0.31353518,0.2594416,0.34425193,0.25536862
0.2627155,0.16782515,0.3305404,0.14488529
0.48870295,0.25526446,0.47833136,0.25050962
0.5362674,0.33691424,0.57052076,0.28736869
0.49394158,0.31910235,0.5519128,0.4916148
0.32939056,0.23011985,0.2849592,0.24237192
0.4036236,0.22988543,0.44267124,0.25986314
0.3198151,0.15007176,0.25738865,0.16885759
0.39228237,0.31684357,0.462844,0.32771736
0.39377886,0.27426392,0.45737892,0.2801262
0.43739006,0.27732107,0.48484161,0.27278325
0.5459608,0.36070693,0.57615983,0.29341435
0.5283117,0.4117679,0.55287075,0.3725336
0.30157146,0.27737057,0.3722629,0.348467
0.48429778,0.23942956,0.4516939,0.26107344
0.34754792,0.19004938,0.27579248,0.22266749
0.33873278,0.25856096,0.2964483,0.3199792
0.37467083,0.22173157,0.37403494,0.17646648
0.2500926,0.19040161,0.40881854,0.18903616
0.49974737,0.27391487,0.4645843,0.2562072
0.5216031,0.38301787,0.52687883,0.3403099
0.74833506,0.70703965,0.7437564,0.6657857
0.4402633,0.25097632,0.4612097,0.33163387
0.20525965,0.35326335,0.47201774,0.3304031
0.5062318,0.29628626,0.4642602,0.321174
0.52157354,0.40091693,0.56333387,0.34947115
0.2932462,0.17219089,0.20352636,0.23119673
0.27498567,0.18257022,0.29296574,0.12624249
0.5250227,0.34095672,0.5326338,0.35624948
0.43749171,0.28205067,0.47366747,0.2782988
0.5292249,0.33235508,0.5204418,0.28377664
0.18786027,0.1442003,0.18091547,0.19137251
0.45438576,0.24379091,0.45272008,0.23364721
0.46363494,0.32018715,0.4072163,0.3275967
0.51957715,0.28379354,0.51288337,0.25126457
0.526955,0.56591356,0.6411164,0.29211757
0.48338267,0.29992762,0.45381635,0.3070027
0.48050687,0.38370225,0.5316689,0.33445653
0.40460414,0.20485461,0.43195266,0.23709805
0.1187167,0.13089216,0.22287625,0.117377274
0.2594974,0.19102547,0.3567561,0.10964738
0.13968536,0.096509494,0.27426514,0.14266095
0.5681621,0.40443197,0.5675783,0.41138443
0.29805642,0.25493318,0.41440505,0.25945616
0.27762988,0.070279814,0.089966014,0.21410252
0.44308493,0.4150067,0.53342646,0.30598238
0.4891819,0.28747034,0.47066176,0.27080002
0.65940696,0.46030068,0.6314806,0.5047253
0.45188063,0.49099797,0.5901835,0.20655815
0.50729966,0.34180623,0.5406146,0.32748777
0.54557484,0.33982694,0.5628592,0.2730173
0.28184915,0.26072973,0.4161979,0.3876348
0.2363402,0.21544538,0.36975613,0.2233227
0.39185727,0.38111615,0.47430906,0.24724218
0.34466013,0.28368908,0.4425524,0.17801206
0.30903712,0.1704917,0.26429126,0.1601783
0.47568372,0.3527063,0.55106807,0.21919619
0.40214306,0.3388242,0.4987238,0.3545359
0.7452286,0.6825958,0.7562214,0.66760266
0.17377932,0.0,0.19548742,0.14487484
0.4980109,0.33601245,0.515852,0.36640552
0.27864236,0.24556878,0.3197534,0.248923
0.5177694,0.34957618,0.52120364,0.31804782
0.8829667,0.876927,0.85913754,0.8389273
0.67270637,0.5518502,0.60017204,0.5124863
0.23007652,0.24506679,0.4181296,0.16442546
0.55121475,0.3608414,0.5131589,0.37012842
0.27990574,0.34670842,0.41375557,0.38279688
0.3632402,0.22480759,0.35276842,0.3078063
0.5731749,0.5602403,0.59110606,0.42383927
0.42594707,0.26686162,0.5149226,0.41846904
0.23419327,0.21446744,0.35650948,0.28671855
0.42386544,0.24509737,0.45146823,0.24887004
0.285845,0.22164588,0.4209809,0.25419638
0.4330282,0.244461,0.5060221,0.24995399
0.3218261,0.31150246,0.41486242,0.39622155
0.41852692,0.27572048,0.39297366,0.3307601
0.4981144,0.327837,0.49827462,0.29967397
0.7138594,0.74060786,0.8098264,0.5428497
0.3327982,0.22208023,0.47655058,0.22404146
0.39850885,0.22624177,0.40644255,0.20384586
0.26367158,0.17048973,0.4020817,0.21023838
0.36451864,0.2063629,0.31958517,0.21184927
0.433408,0.30539054,0.44176528,0.3776085
0.350708,0.29067582,0.4864514,0.18602821
0.24765283,0.15133202,0.3439683,0.17154838
0.24611273,0.25321513,0.30086812,0.28945446
