data,time,lexp,tool,Generated_Var_6,Generated_Var_8,actual
0.0634448,0.045946803,0.021238852,0.05054681,0.05490810029448602,0.049570426,0.059044536
0.08570175,0.0683057,0.082891464,0.087226436,0.07944439476666369,0.08380371,0.0795171
0.038644157,0.02437957,0.02801953,0.018156178,0.023903535434212128,0.018939942,0.02581777
0.003003858,0.006002792,0.013790658,0.019381203,0.004798718287923098,0.0041663647,0.02159809
0.06060691,0.018164128,0.0048554605,0.03149806,0.06408898884533934,0.054958582,0.01591793
0.17644492,0.14662637,0.13591209,0.18088551,0.1667248900034934,0.15922493,0.14308006
0.13174008,0.11208485,0.124596186,0.14616218,0.13169493790169626,0.13265549,0.110382125
0.30183092,0.29335076,0.29688787,0.30055076,0.28456661707399705,0.28653935,0.29711547
0.059490412,0.046774834,0.04699199,0.07470444,0.048054442883266574,0.05439239,0.04503583
0.09260051,0.03576746,0.01619317,0.034477964,0.0874798352487901,0.07230666,0.022151336
0.0671926,0.071459875,0.07466261,0.054384217,0.049073652944419184,0.05035723,0.0720638
0.04479246,0.02170574,0.030303745,0.04708095,0.030452804827168292,0.03231304,0.035017543
0.05328349,0.035641775,0.035949595,0.042995945,0.043985399639123984,0.04918413,0.05470534
0.019366033,0.005185088,0.011701321,0.03922358,0.015516512930990775,0.011124894,0.018199462
0.09031643,0.084327176,0.090151705,0.09912318,0.07553910453234627,0.079234004,0.08164251
0.07994272,0.053864818,0.050678916,0.08823025,0.07114866826892009,0.06533338,0.057413984
0.12070662,0.12127308,0.12973122,0.107734054,0.10066386203983173,0.10397832,0.12368861
0.0925556,0.08255231,0.08897894,0.0857155,0.07346296440777786,0.07458177,0.08182518
0.032985628,0.024895981,0.021732839,0.03811513,0.02020663921239835,0.020088777,0.024630152
0.19507931,0.19181962,0.19812961,0.18951301,0.17197097031825823,0.17656101,0.18309842
0.017655924,0.000801065,0.01681299,0.055210754,0.012514569750874185,0.017854653,0.009464806
0.044034205,0.026170593,0.029104723,0.018440872,0.026669608600176517,0.020920373,0.034657583
0.05258932,0.03318652,0.025752364,0.05888775,0.04103822546229353,0.04702428,0.03394361
0.038734406,0.031471293,0.04167334,0.04668674,0.027189308631358516,0.029439025,0.03310203
0.07946512,0.06721164,0.07281873,0.07805705,0.06153729969223798,0.064772695,0.06386337
0.3219784,0.30727783,0.3027483,0.33098412,0.32243423934605436,0.31806973,0.31114784
0.28484568,0.27847767,0.28039774,0.29053235,0.2668744460124668,0.2693647,0.26788813
0.04424689,0.014751184,0.009171719,0.049373686,0.03562597213755833,0.03578227,0.024709959
0.031025775,0.005454112,0.0054393206,0.04929471,0.022811689368701364,0.01643233,0.020025663
0.013727628,0.0101882545,0.021098275,0.040315136,0.0058951455537087335,0.009229168,0.019695863
0.23458394,0.2217894,0.2245321,0.22618125,0.2246302134778128,0.22417176,0.23445417
0.072668344,0.047694664,0.043390743,0.06976214,0.061613429696805784,0.058548734,0.054455113
0.0973393,0.10034047,0.10907217,0.09805806,0.07974990478499429,0.08316365,0.09449381
0.048702136,0.032790568,0.03313847,0.027533278,0.03209279692556782,0.026862197,0.044415027
0.11482674,0.038146876,0.02359861,0.053969175,0.11976999718619984,0.10035622,0.019747589
0.04889697,0.03509446,0.034606673,0.035600707,0.036702552202153134,0.032972403,0.060081203
0.46212026,0.45541015,0.45852008,0.45800573,0.44688465681307943,0.44564977,0.45708004
0.033122413,0.028687939,0.022812983,0.012259975,0.01896819613809177,0.016495287,0.026944287
0.0068164207,0.012296044,0.01477175,0.025217757,0.006095596065735764,0.002992548,0.022275507
0.18336467,0.16441835,0.1724103,0.20138623,0.17926098075565886,0.18779758,0.16065903
0.17515348,0.16353631,0.16306297,0.17844172,0.1659671899580314,0.16491681,0.16515581
0.0726704,0.025015682,0.011510685,0.027711347,0.07240252434415147,0.057738915,0.015985437
0.108386084,0.09056641,0.08743461,0.096478194,0.09226523553591413,0.09083828,0.09168255
0.13314718,0.10698642,0.11367709,0.12257929,0.11891844113510648,0.120227545,0.1128474
0.055289164,0.023861535,0.023136726,0.027624056,0.04416442964986578,0.031589113,0.043600734
0.11223492,0.09961028,0.1049785,0.11738552,0.09460686567641194,0.09924151,0.10086331
0.046232216,0.02815948,0.023819609,0.048825055,0.03028310981698659,0.033973426,0.037563585
0.08564861,0.069522925,0.06688161,0.093088195,0.07402259444135567,0.078291565,0.070458114
0.08059502,0.035003066,0.01978375,0.036272913,0.08161367989682079,0.06571397,0.02323889
0.17703491,0.17053473,0.17437719,0.18047284,0.16151957969117478,0.16594781,0.17257243
0.0716707,0.06602873,0.06670146,0.052727968,0.05277733816664029,0.0543337,0.07806519
0.019220755,0.009095647,0.010888839,0.02848418,0.016971239018274343,0.012627237,0.026048139
0.16917261,0.16484585,0.1682658,0.16930069,0.15573277934396676,0.16030791,0.15289322
0.120340824,0.051066108,0.0341278,0.07303406,0.1363581781814907,0.11448403,0.038791403
0.060588703,0.020059783,0.019668765,0.03131415,0.05372444122346647,0.0448118,0.028541483
0.38093725,0.3780284,0.3824111,0.3709126,0.36042338162540294,0.36500236,0.35586232
0.034260757,0.025821645,0.020118352,0.028078705,0.029266045755962748,0.021255717,0.029006291
0.26086485,0.2607572,0.2729092,0.2646349,0.2556495153389709,0.25576445,0.25425428
0.022552624,0.008681635,0.010598645,0.015779585,0.026553401593204098,0.022264227,0.03238838
0.050032906,0.043321956,0.049623758,0.054028153,0.03516668211000093,0.030702926,0.050826896
0.020136595,0.011859934,0.01188959,0.014641747,0.01895075413704525,0.01692047,0.028552298
0.06618497,0.018700957,0.013930356,0.041749567,0.07353763441225808,0.06229548,0.0020750072
0.07642715,0.047772203,0.050438106,0.079036444,0.06496350889781054,0.067701325,0.053788964
0.13950358,0.060143273,0.05500534,0.08432414,0.1375940682556441,0.11858985,0.043252345
0.22596398,0.22823726,0.24954006,0.19150485,0.20260347215620836,0.20346385,0.21731846
0.17233244,0.14899538,0.15165083,0.15047033,0.15226991913619517,0.14825526,0.16539067
0.031013258,0.0152727,0.03438794,0.05788088,0.021205270272316216,0.02520445,0.025023226
0.11064023,0.048541613,0.027840072,0.036765173,0.09640607578436455,0.08334689,0.061504643
0.29769638,0.2991907,0.3125025,0.28423852,0.27633358658001517,0.27207276,0.2988644
0.080018595,0.056483913,0.052488044,0.07453525,0.06743942404636545,0.06535433,0.06199388
0.03275089,0.025766566,0.03146685,0.04107052,0.021442645286558717,0.020289287,0.039139576
0.05589795,0.048119407,0.05434937,0.046574965,0.044476846668610806,0.03698402,0.058621544
0.048782863,0.016816463,0.010052292,0.016266331,0.044006216640373,0.03324475,0.029466935
0.09447543,0.03702427,0.013546269,0.018115737,0.0797513147850789,0.06692502,0.03940483
0.16450533,0.15398218,0.16330336,0.17695381,0.15088970905338253,0.16066441,0.15109919
0.0072701015,3.1633303e-05,0.00973529,0.04088752,0.0071651940299116415,0.005487472,0.018032659
0.10700184,0.111826435,0.11940301,0.08875732,0.0850040251002415,0.084721595,0.10590188
0.13796203,0.10944762,0.110823,0.12663285,0.12184249731054984,0.1211023,0.12786803
0.30287105,0.30756944,0.31652614,0.29782796,0.286828917209735,0.28963953,0.30296972
0.055440955,0.027467325,0.02971684,0.04635653,0.04104069246244155,0.041068003,0.042395182
0.028701939,0.015961282,0.018646762,0.023679301,0.0162458649747519,0.011294745,0.02329227
0.087509766,0.07815615,0.081598334,0.08576,0.07087754425265266,0.071493074,0.08348012
0.05375793,0.031937808,0.016226789,0.029307872,0.044807412688444764,0.04081989,0.05401765
0.021620654,0.021946933,0.03516172,0.031618714,0.012153514729210885,0.0063407123,0.041489422
0.25080448,0.22140503,0.2065826,0.28204173,0.25402076524124595,0.2521091,0.22141944
0.02700691,0.020200837,0.028721763,0.04511857,0.019149059148943548,0.021003157,0.022002432
0.0685117,0.07547964,0.08547833,0.06600289,0.05257264115435847,0.05549173,0.07274741
0.02540835,0.013363355,0.03689213,0.036938846,0.01353304181198251,0.0075899884,0.03650186
0.09931676,0.07958249,0.080813065,0.09948613,0.08821012529260752,0.086322874,0.076126724
0.09097986,0.08290456,0.085292235,0.082072794,0.06932051915923115,0.07192066,0.08596514
0.046942644,0.033199433,0.03459333,0.03267017,0.034152792049167525,0.02947668,0.045464743
0.07802522,0.040177774,0.05593446,0.07740359,0.06907475414448526,0.073082834,0.061499175
0.09630044,0.07174601,0.080237634,0.101404995,0.0822957349377441,0.09010796,0.07179715
0.10477176,0.094528355,0.09807273,0.10513881,0.08551127513067651,0.08922988,0.09102672
0.045647785,0.017820109,0.015056958,0.041797787,0.03820649729238984,0.035820223,0.032452628
0.03378421,0.01774028,0.028687732,0.056632146,0.028222234693334083,0.033404753,0.022926789
0.2350918,0.2102855,0.21209763,0.22835414,0.22038193322291602,0.22489753,0.21571326
0.20792651,0.18998536,0.1916732,0.17510454,0.19290797157447828,0.18637234,0.19906218
0.062719434,0.02902409,0.020739544,0.021687508,0.05207951712477103,0.039586842,0.029574063
0.17859218,0.17967106,0.19128253,0.17035107,0.15891048953462936,0.1586518,0.16871484
0.02198501,0.009290325,0.005624716,0.036903203,0.013114341786860507,0.015380494,0.013488676
0.019630276,0.0112313,0.014713332,0.02244971,0.011682287700937263,0.008688971,0.015945412
0.26600736,0.25968975,0.27154693,0.2503261,0.25264786515887194,0.24607408,0.25963092
0.23832607,0.23204316,0.24166554,0.22640379,0.21620471297228278,0.22335905,0.23092069
0.35637382,0.34218156,0.3411474,0.34643286,0.34541210072472606,0.34348726,0.343636
0.06529369,0.03301073,0.0335557,0.026719868,0.04920475295228518,0.042835757,0.04025459
0.129708,0.12753788,0.13723195,0.13687755,0.11174457670467461,0.1135865,0.12447162
0.036898583,0.014547973,0.027716478,0.061628684,0.02685145461108728,0.035252243,0.021821093
0.20672113,0.2089407,0.21902251,0.18153943,0.18964035137842108,0.18305674,0.19118571
0.05260075,0.027838498,0.029356292,0.028295279,0.04382749262964956,0.034120448,0.03418996
0.51495624,0.51053226,0.51198506,0.5140553,0.5037236302234179,0.5004393,0.50516146
0.07677548,0.04382817,0.055426583,0.054066896,0.05949889356993362,0.048315167,0.073103264
0.009741023,0.011501421,0.021528548,0.015339993,0.00571180934270856,0.0059517846,0.029450327
0.012295149,0.010867964,0.012654597,0.028750122,0.006510414390624864,0.005668588,0.020296533
0.106776506,0.08215085,0.09061703,0.07261932,0.09197791551867493,0.08088982,0.088674575
0.013859332,0.011413549,0.012786847,0.021534406,0.005316824019009441,0.0023816302,0.020525139
0.038408868,0.034924243,0.04084193,0.035826012,0.023183660391019625,0.02087222,0.0421044
0.13236684,0.053872216,0.036387905,0.06529383,0.11448036686882201,0.11042827,0.07772426
0.030087493,0.015730444,0.017371353,0.030824468,0.02693274761596486,0.023805335,0.0319079
0.038181454,0.025288042,0.028009133,0.04156892,0.028785192727111567,0.030168884,0.03906884
0.06620914,0.053213954,0.040588506,0.042414084,0.05010645300638718,0.041516915,0.06594068
0.25604492,0.2589809,0.27467117,0.23107953,0.23887397433243845,0.2337063,0.25757283
0.0358148,0.012066021,0.009827264,0.01718337,0.028472007708320465,0.021879561,0.028296549
0.21285191,0.21420002,0.2247212,0.19886951,0.1863128111787687,0.18732038,0.21412307
0.1974508,0.20068042,0.20436312,0.18342964,0.18316729099003745,0.17887087,0.18587387
0.0114059895,0.0,0.0055465885,0.019800484,0.015630037937802276,0.012746915,0.021141384
0.087702096,0.027137626,0.01573907,0.029989094,0.07345599440735967,0.062288463,0.05327953
0.10477024,0.089281745,0.09283195,0.086526304,0.09037718542263112,0.0899041,0.09605084
0.14435445,0.14452034,0.15859194,0.120603144,0.11586116695167002,0.116730645,0.13473806
0.14174142,0.12811384,0.141596,0.12966229,0.12173300230398014,0.116683796,0.12944056
0.0550726,0.030419394,0.047733285,0.03814718,0.04066755244005314,0.03676585,0.055586334
0.054151215,0.049888875,0.05899918,0.048189685,0.0332743399964604,0.03479185,0.054247584
0.025387198,0.0076276,0.025095208,0.037825003,0.022780725366843523,0.02091638,0.021711487
0.042610854,0.019712169,0.01597922,0.018417753,0.034521402071284124,0.02707921,0.029977776
0.051495247,0.03630627,0.032089524,0.046599016,0.04805706688342401,0.04063008,0.035370238
0.2664485,0.26356274,0.26595464,0.26030433,0.2466453747987225,0.24974114,0.25688028
0.21408719,0.21456717,0.22223254,0.16999646,0.18487350109241008,0.18054762,0.21950108
0.0067550577,0.0062142275,0.014075248,0.02242276,0.001919493215169593,0.00054267794,0.01945277
0.14925545,0.15022033,0.1589558,0.12044358,0.12584093755045625,0.12700872,0.14905891
0.029573262,0.025873862,0.018483413,0.025972396,0.019145996148759767,0.011319488,0.029200941
0.018992372,0.0065446254,0.015275884,0.040434435,0.01085501265130076,0.012525447,0.009462262
0.13983108,0.13783443,0.15201044,0.13853385,0.12559012753540766,0.12839945,0.13737963
0.029126868,0.016297232,0.03137154,0.06027484,0.022282505336950323,0.027121626,0.023306817
0.2693044,0.2689318,0.27678153,0.26371688,0.2486495849189751,0.25246125,0.25995126
0.09973411,0.08442468,0.08558649,0.039759964,0.07115017426901046,0.061737776,0.09659916
0.020880125,0.009586151,0.011019265,0.023023918,0.023049110382946627,0.018298507,0.029094405
0.18560453,0.18123314,0.18300952,0.17456283,0.17112049026722942,0.17445417,0.18052408
0.18570179,0.19469945,0.20368618,0.17464347,0.1645883298752998,0.16631232,0.18050615
0.017961264,0.016157005,0.013316793,0.02395849,0.01113715066822904,0.008084223,0.02362429
0.3153806,0.32025734,0.32780507,0.30761266,0.29545671772740306,0.29961172,0.31537253
0.19391264,0.19237854,0.19710162,0.17631583,0.17419250045155005,0.17707708,0.18411458
0.08406207,0.08237487,0.087184586,0.08638692,0.06550281393016884,0.070299566,0.07897827
0.083622664,0.03455668,0.018451484,0.024222702,0.07471839048310343,0.05994053,0.031794928
0.22747886,0.23672463,0.2531518,0.22437827,0.21310816278648978,0.22271055,0.23014311
0.17955263,0.17250301,0.17991939,0.16246505,0.15576176934570615,0.15571319,0.17754062
0.069341354,0.07134495,0.07076875,0.06785546,0.0563933583836015,0.04826276,0.07094686
0.09701881,0.04926266,0.029916363,0.045093387,0.0908084414485065,0.07879841,0.055963602
0.04020729,0.016130976,0.010773618,0.023269251,0.039352106361126384,0.033897385,0.03657018
0.1646108,0.15499268,0.15786147,0.15202565,0.14504232870253972,0.13826174,0.14496182
0.101215765,0.08803129,0.09396132,0.09862307,0.08660768519646111,0.08971842,0.09500168
0.05591154,0.028595235,0.017897086,0.02063448,0.05623008637380519,0.04533395,0.031648863
0.0577171,0.027473353,0.015355736,0.014905438,0.046571748794304924,0.033979625,0.021864027
0.08191189,0.058184143,0.06351663,0.07560223,0.06333962380037743,0.06493954,0.06556168
0.037292756,0.010142506,0.0051064305,0.027263388,0.03860170631610238,0.034783266,0.012163268
0.06556584,0.052844696,0.05320879,0.057590336,0.050293657017619425,0.043483816,0.05928461
0.025015227,0.011593708,0.017486053,0.040925294,0.03024572281474337,0.027359411,0.0236363
0.011291072,0.009159413,0.009747842,0.019495606,0.009300225058013504,0.00630901,0.015270103
0.05737222,0.0310961,0.02339659,0.024355084,0.042373190542391435,0.029416412,0.062874496
0.046837635,0.03685816,0.051174626,0.057952613,0.03548091212885473,0.03158883,0.055172343
0.052634902,0.030230265,0.013327261,0.026248291,0.04979804298788258,0.045290038,0.049498763
0.04960137,0.020839036,0.0140329935,0.054761156,0.037714446262866776,0.037031226,0.03709639
0.13749334,0.11121146,0.112910055,0.14937909,0.12317738739064325,0.13169678,0.10903366
0.086683825,0.059565257,0.06439485,0.09193784,0.07051447423086846,0.07513788,0.0684596
0.1166226,0.09480998,0.08963884,0.13156347,0.10641159638469579,0.10725562,0.100328386
0.20851806,0.20620647,0.21215525,0.18808462,0.19788981187338872,0.1930547,0.20334734
0.16679569,0.16359466,0.1726667,0.15724878,0.14247987854879274,0.14688829,0.16578652
0.03682407,0.030851565,0.040816687,0.02987343,0.03054937183296231,0.0254791,0.053872
0.027446464,0.0048739268,0.0,0.030056536,0.01942961816577709,0.019355476,0.017258555
0.07231903,0.02791518,0.024171581,0.025174916,0.06482915988974959,0.050253816,0.03211609
0.098450035,0.083885595,0.06927167,0.07091215,0.0811050248663015,0.07344878,0.09776281
0.15988237,0.1648133,0.17429028,0.15318571,0.1379169882750193,0.13942584,0.15782203
0.038773395,0.02668221,0.030416531,0.025138542,0.02396016743761005,0.02329956,0.030383639
0.013174176,0.013861808,0.02025688,0.028610498,0.006520420691225242,0.0063602403,0.020095207
0.14067556,0.123180024,0.12969905,0.12472089,0.12422744145364649,0.12151924,0.122324646
0.10054883,0.10562674,0.11910588,0.059137598,0.07793561067613665,0.076522246,0.11022851
0.017551333,0.021447226,0.021491727,0.019938946,0.016007349960440998,0.012406066,0.03628825
0.18987411,0.17981851,0.18558763,0.19860832,0.17319838039190283,0.18066478,0.17707357
0.076774985,0.05478775,0.056154296,0.056616724,0.056625713397542805,0.05490748,0.0675413
0.023716114,0.00857585,0.021938639,0.047319442,0.015319303919158235,0.016427495,0.01857115
0.039788783,0.026645724,0.009829054,0.033536896,0.02754568465274108,0.023868881,0.039687894
0.08463085,0.081603475,0.08941302,0.08745399,0.06815095408905725,0.07421866,0.079375416
0.03329826,0.038728442,0.043996282,0.014863126,0.0156421299385278,0.013761774,0.04688252
0.25434077,0.235358,0.22226952,0.24484889,0.24479876468792588,0.24301073,0.22385629
0.060612597,0.04326667,0.022602485,0.041401535,0.05280758716845523,0.043103315,0.04575624
0.09848696,0.08880967,0.09825842,0.10333432,0.07986198479171909,0.08817075,0.08777641
0.067277566,0.05305973,0.056267552,0.07171877,0.05554046033242762,0.055125646,0.06607929
0.065540895,0.06104688,0.06209728,0.06980513,0.059379685562781136,0.05429899,0.06624624
0.28335738,0.27032122,0.26212883,0.2780804,0.277161116629667,0.26946816,0.25154075
0.39482903,0.38172728,0.37654644,0.42819405,0.39959054397543264,0.40112853,0.35293344
0.055624828,0.039644353,0.0432998,0.06909877,0.042684282561056955,0.04497453,0.054511014
0.16446689,0.17441145,0.18619746,0.15208332,0.14093600845616053,0.14602736,0.16829558
0.2797706,0.2709166,0.2717111,0.28155422,0.26347993580879614,0.2651831,0.2597494
0.04512705,0.045655735,0.04375191,0.046097413,0.029178799750727985,0.027530096,0.047992032
0.13485974,0.050216045,0.03161274,0.048939228,0.13092594785555686,0.10872465,0.037978083
0.018954702,0.010329899,0.007365627,0.021664076,0.019911707194702432,0.013901547,0.011203762
0.046146326,0.039934516,0.04260418,0.057317674,0.030869649852178993,0.03423062,0.041209385
0.02067905,0.010125597,0.0145699475,0.038731426,0.013404585804275148,0.014800563,0.016360715
0.19009355,0.18083835,0.17946698,0.17261367,0.18127633087657985,0.17238466,0.18452783
0.20819977,0.2032903,0.2098911,0.20335494,0.1905470314328219,0.19436508,0.199097
0.06561035,0.05122606,0.066338815,0.079683244,0.04987061299223678,0.05234298,0.050598267
0.033829726,0.019661386,0.019823479,0.029248253,0.024005958440357508,0.015695788,0.028283421
0.019881733,0.023774996,0.025209328,0.023834646,0.013246320794779248,0.010835908,0.03149947
0.36537674,0.37192383,0.37972155,0.37071097,0.3566056713963403,0.35697645,0.3601414
0.11729972,0.09637251,0.11595657,0.12592566,0.11428718685723122,0.11257985,0.09318173
0.0650545,0.020906687,0.010097016,0.024433225,0.059260237555614256,0.04683452,0.01586667
0.044957653,0.015895244,0.025668351,0.065993845,0.040935122456107344,0.04650075,0.022946112
0.020655707,0.01675585,0.024138318,0.024106607,0.012671620760297245,0.007417731,0.032556545
0.039847992,0.02201721,0.02345608,0.012726225,0.023261749395704964,0.019395478,0.028791215
0.049672127,0.040699784,0.05687604,0.07140984,0.03481722208903333,0.042474486,0.03995376
0.34960452,0.346691,0.35114625,0.35500038,0.34610267076616025,0.34888598,0.33188185
0.25406423,0.24970655,0.25720298,0.25388938,0.23481334408880064,0.24310538,0.24633591
0.081991285,0.070941105,0.06518483,0.09675644,0.07366043441962607,0.074651465,0.07478276
0.0775249,0.070151374,0.0655062,0.067850366,0.05933426656005599,0.059002534,0.066983536
0.06984227,0.042455927,0.02825397,0.030649021,0.059269565556173937,0.049514644,0.055709165
0.07923962,0.073790774,0.07447592,0.07344869,0.06150246069014765,0.058063313,0.07509558
0.046292275,0.024864376,0.011275167,0.015422903,0.04930155295809318,0.039485604,0.029363215
0.30246398,0.2978593,0.289387,0.29533392,0.2906461574387694,0.29208982,0.27766144
0.0532071,0.058311086,0.07150946,0.06545468,0.045631947737916866,0.04660465,0.058228735
0.00583753,0.009055016,0.014817974,0.025106028,0.0035693349141600952,0.0022385493,0.020066727
0.023212187,0.005048667,0.01920294,0.051302582,0.014772326886339613,0.016974613,0.017860953
0.10380943,0.07995708,0.074468754,0.09577213,0.09379245562754734,0.09061359,0.079836234
0.13993001,0.14806539,0.15471338,0.099396735,0.11414115684846941,0.10814659,0.14584862
0.20850235,0.20105074,0.20094661,0.21361141,0.1951815617108937,0.20040116,0.19174615
0.055687845,0.024599802,0.023720318,0.032580093,0.048465105907906356,0.047004484,0.03876265
0.6079978,0.6034806,0.60471046,0.6129044,0.6027236361634182,0.59781075,0.59177935
0.08851524,0.07699966,0.08672624,0.08469741,0.06964679417880765,0.06851348,0.08002141
0.1353688,0.13680929,0.14638169,0.111387774,0.11293337677600261,0.108978674,0.13228324
0.07340557,0.042277016,0.031705745,0.062895715,0.06377634782658087,0.06549938,0.03669872
0.42067015,0.40447283,0.39775312,0.42061192,0.4057667843460071,0.4141647,0.3851755
0.032018855,0.014076789,0.01555657,0.02888219,0.017399983043998986,0.016750187,0.028821304
0.038579166,0.02174526,0.031778947,0.07271652,0.028744617724677065,0.030878834,0.03204501
0.040627047,0.021380603,0.019141935,0.031573385,0.03371321602279296,0.024698347,0.04811022
0.016698137,0.012089138,0.03323759,0.04419306,0.010447569626854178,0.0071895644,0.02855255
0.05719866,0.044829056,0.04853461,0.060897335,0.04434088266045296,0.047316298,0.0549394
0.07303624,0.02756117,0.01576646,0.019973747,0.0614939366896362,0.049078792,0.03884658
0.07114181,0.028894905,0.019508176,0.016832441,0.0602577516154651,0.044246085,0.022235256
0.11797577,0.100434735,0.10714785,0.09661339,0.10112952606777156,0.09758571,0.11527102
0.35775447,0.34913984,0.34306684,0.35241473,0.33541115012466904,0.33907416,0.33576527
0.043316618,0.025642864,0.036758788,0.0650741,0.03133376888002613,0.03067986,0.044625923
0.007636003,0.0072583565,0.013494747,0.020530663,0.003950618237037094,0.0047594905,0.018631503
0.056647442,0.019077666,0.016379567,0.027397543,0.0489145099348706,0.038193114,0.016303599
0.05233927,0.026258383,0.022265716,0.035850137,0.04089867545392053,0.032169484,0.03403188
0.12028153,0.1262658,0.14303856,0.08201121,0.09328656559719395,0.09244503,0.12219864
0.07015894,0.06002925,0.06724669,0.09888305,0.06594755395685323,0.06394273,0.06143741
0.06225282,0.04015878,0.029936956,0.019814134,0.04576717574603055,0.0423069,0.037234567
0.040174022,0.011360067,0.0096135475,0.040729538,0.028738887724333265,0.027190894,0.026313104
0.0689377,0.05672324,0.05935459,0.045542136,0.0499223349953401,0.046256743,0.055063073
0.21899569,0.2178994,0.22897056,0.20584755,0.20716778243006695,0.20097497,0.2205388
0.029325224,0.02491359,0.028141761,0.041969746,0.02123394027403642,0.022719607,0.03243911
0.021584973,0.012152757,0.021161258,0.036744997,0.01097443065846584,0.008975148,0.024884649
0.15484321,0.15399559,0.1657321,0.14950018,0.13949832836989973,0.14044587,0.14983216
0.18002646,0.18346773,0.19619559,0.1358823,0.15702379942142797,0.15085235,0.19832008
0.15794942,0.11882045,0.11333777,0.1400995,0.1408954084537245,0.14075333,0.12252064
0.03162513,0.011573308,0.016683556,0.03014487,0.024334261460055687,0.018003963,0.019459408
0.1455001,0.14104225,0.14628802,0.13616467,0.12890899773453987,0.12313677,0.14002587
0.097216904,0.079979256,0.06971715,0.06981528,0.07683474461008467,0.06840594,0.079034224
0.123979196,0.10951495,0.11168612,0.13260616,0.11102148066128883,0.11389463,0.10400358
0.36784422,0.3668507,0.3637669,0.3514111,0.35401954124117246,0.3509808,0.36968306
0.029559843,0.003036675,0.008875042,0.045051962,0.035056988103419284,0.030908115,0.0021871924
0.06393217,0.029050242,0.017720783,0.02424039,0.059919927595195654,0.050913565,0.036929328
0.045454472,0.032100968,0.02609068,0.032267258,0.037159302229558135,0.02989892,0.032884657
0.31699774,0.30645865,0.30217296,0.31031305,0.29381866762912007,0.3010108,0.31102931
0.4798021,0.4846392,0.4887046,0.4808663,0.4709251782555107,0.46995935,0.47906283
0.10247126,0.10158396,0.110045515,0.07142794,0.07149267428956045,0.0691852,0.10555093
0.4783518,0.465608,0.45534563,0.49975526,0.4763841885830513,0.48757926,0.45850593
0.043463506,0.02211897,0.01632401,0.030414999,0.028784850727091044,0.022743225,0.035049446
0.64268064,0.63664085,0.63487756,0.6478893,0.6369738982184339,0.6424372,0.6349865
0.13148507,0.1224694,0.13323466,0.1300833,0.11626618297597098,0.11926548,0.113069355
0.06785999,0.03244766,0.025972014,0.057376802,0.057694213461652814,0.04903806,0.052648608
0.034581453,0.012368846,0.012561381,0.027916476,0.027360515641630938,0.019228466,0.012591252
0.24969769,0.24995206,0.25728035,0.2424079,0.22578929354735763,0.23114645,0.24622981
