TeamExp,ManagerExp,YearEnd,Transactions,Entities,PointsAdjust,Envergure,Language,MI_PointsAdjust_Entities,MI_PointsAdjust_Language,MI_PointsAdjust_Transactions,MI_Entities_Language,Effort
0.13972661,0.89243853,0.76928097,0.1718696,0.007276904,0.17697441061846464,0.2078121,0.4190438,0.022624423357465402,0.19752632,0.1236389,0.071037695,0.1082821
0.047429882,0.8379836,0.55487907,0.30112237,0.14757283,0.2983834879030093,0.5591781,0.7930045,0.11184199671051981,0.44561595,0.1420127,0.19056074,0.28268307
0.762987,0.86122584,0.4128797,0.14059432,0.32561874,0.28889161733349705,0.63212746,0.93332016,0.1975720518543231,0.50359243,0.06326042,0.4560799,0.37696046
0.07131635,0.45840853,0.5917282,0.24023867,0.17606167,0.263766415825985,0.47295296,0.90831435,0.1123577267414636,0.46704346,0.110043615,0.29214078,0.21505168
0.8084178,0.420372,0.41769588,0.20704296,0.32385278,0.32430661945839717,0.6723407,0.90128183,0.2448769146926149,0.5697232,0.091453955,0.47080356,0.34564817
0.04059264,0.35074967,0.64088184,0.10359395,0.15717253,0.1413342484800549,0.34122276,0.8558282,0.07147512428850747,0.27399373,0.045233544,0.24207586,0.23676485
0.14053844,0.8971125,0.9193079,0.18494204,0.0035309177,0.22441881346512882,0.19099958,0.41332394,0.0015633777938026676,0.23448168,0.14134511,0.10992784,0.11882895
0.12551168,0.41407794,0.51688623,0.23280084,0.14590637,0.23311230398673824,0.5840705,0.9326402,0.08361912501714751,0.43596005,0.07398747,0.27225554,0.28158477
0.28530294,0.8603975,0.61877954,0.39034042,0.18410002,0.34408729064523746,0.6957515,0.7003061,0.13630540817832448,0.4560094,0.11083357,0.18583319,0.31352013
0.057424247,0.82304925,0.5580667,0.15377653,0.112143785,0.1444037186642231,0.4387321,0.76266164,0.04502911270174676,0.27889642,0.08459077,0.16255307,0.1992595
0.7325008,0.30441362,0.35847127,0.17527649,0.19273226,0.22731147363868842,0.5919209,0.8588905,0.13249539794972387,0.39345405,0.051147267,0.3035977,0.23614253
0.860331,0.8487572,0.29661626,0.14186606,0.08562428,0.1387229983233799,0.39322585,0.8872964,0.06706838402410303,0.29762387,0.09558654,0.13347435,0.10621586
0.28128734,0.8007713,0.5660158,0.15594596,0.1716115,0.1910076714604603,0.2702567,0.70164543,0.07592583455555008,0.29400876,0.06121648,0.19161719,0.21101847
0.29440728,0.2729396,0.32557702,0.1545153,0.39788434,0.28073641684418504,0.43314403,0.6078939,0.2766037465962248,0.406877,0.09085558,0.37580377,0.1295914
0.032972783,0.6598225,0.52410895,0.18883765,0.18454891,0.20847557250853435,0.48978817,0.79983497,0.08398259903895594,0.36991853,0.09367661,0.2258278,0.24662101
0.88370794,0.73694205,0.41927445,0.31318963,0.30188853,0.37288850237331017,0.78329986,0.866545,0.2693686961621218,0.6469614,0.15521494,0.4559214,0.58968705
0.6842533,0.74133754,0.57357395,0.23058441,0.20040363,0.2857205771432347,0.16869396,0.7683432,0.09187242951234577,0.44583565,0.14374559,0.26027185,0.23973615
0.060447466,0.46016833,0.5880611,0.2889249,0.15888928,0.3082745584964735,0.5447082,0.88326544,0.13574828814489728,0.51741886,0.15118276,0.28569347,0.2188772
0.28132552,0.6451787,0.53902835,0.28530753,0.15744549,0.275092716505563,0.0,0.58190423,0.04768074586084475,0.36956808,0.08652669,0.19003415,0.14850713
0.19832855,0.89393884,0.38955343,0.15914494,0.07443513,0.11081950664917041,0.6501684,0.8788639,0.03768007226080434,0.28170544,0.0642001,0.14069888,0.21433531
0.58370864,0.83148926,0.62944084,0.6154623,0.3018681,0.5762166745730004,0.8053738,0.6589235,0.4154882049292923,0.62237895,0.4101979,0.28132725,0.54982626
0.8933624,0.3764132,0.6081684,0.2609023,0.12686668,0.27120571627234297,0.5393352,0.8532514,0.10808461048507663,0.44453356,0.124663055,0.22361243,0.26250172
0.06852502,0.88122386,0.5189334,0.20666829,0.11826831,0.16873933012435982,0.6026193,0.7533147,0.06137261868235712,0.28859738,0.06665149,0.13979483,0.2552021
0.48812032,0.4291534,0.61091185,0.035156302,0.83024156,0.4424300465458028,0.60251445,0.7488179,0.6738570404314225,0.6767511,0.11521855,0.86001945,0.13960505
0.038131755,0.54248,0.6581612,0.18596363,0.10287501,0.19905667194340032,0.47843373,0.61752546,0.07306817438409047,0.31244922,0.099906944,0.14848165,0.20238425
0.7419859,0.7024944,0.14111307,0.25259796,0.17466192,0.2893774973626499,0.6196529,0.92975855,0.1097756365865382,0.51677775,0.10676106,0.27583227,0.29960588
0.8506033,0.8677512,0.36157554,0.13433036,0.23652762,0.23979331438759885,0.6460948,0.93683505,0.1355020781301247,0.43267512,0.041144013,0.37303716,0.34991622
0.1922974,0.88318104,0.38925862,0.17632487,0.078577414,0.11686625301197517,0.7366308,0.8893187,0.044573555674413345,0.26928377,0.04245157,0.13017361,0.25904226
0.77773154,0.7767168,0.52808315,0.27664128,0.25794017,0.3462233207733993,0.43229997,0.82343996,0.1933307715998463,0.54185516,0.119909726,0.33566022,0.34279028
0.053477056,0.53345656,0.35457093,0.18813437,0.2881977,0.2429679745780785,0.13262358,0.47653282,0.16293548977612937,0.30645424,0.09939374,0.20014718,0.18118954
0.29835537,0.8184897,0.037156373,0.31628385,0.03326255,0.21466631287997878,0.60703504,0.95253104,0.03965012237900734,0.43084478,0.098227434,0.06943434,0.1976828
0.49525613,0.7321043,0.39454645,0.33318296,0.39971924,0.37361482241688937,0.35957503,0.57330155,0.3010807480648449,0.4630159,0.08970927,0.2901965,0.35881197
0.81705767,0.75653225,0.34775805,0.23059788,0.23520876,0.3017863181071791,0.5708283,0.8949769,0.15565467933928076,0.5462714,0.11245221,0.36815828,0.38418758
0.76413447,0.55886567,0.59022593,0.23018947,0.16712633,0.2539363952361837,0.6438403,0.83411336,0.10536033632162019,0.42141882,0.07152504,0.24553387,0.2774474
0.11384012,0.83707947,0.6825485,0.19008747,0.07093987,0.20616291236977477,0.15314113,0.47016224,0.033358672001520324,0.22689791,0.10471013,0.099376366,0.13064094
0.11589336,0.45786875,0.49293393,0.24147385,0.16696534,0.24293861457631688,0.4156838,0.84668255,0.11518437691106262,0.46499246,0.10814704,0.26488578,0.18478243
0.5616782,0.76155937,0.39538532,0.42445678,0.28722447,0.38387038303222304,0.41395438,0.433887,0.21533018291981096,0.32293198,0.13132496,0.13525158,0.19136783
0.2363385,0.6691392,0.679619,0.3609982,0.16998145,0.3260387195623232,0.729113,0.60208344,0.11950526717031604,0.41718477,0.12601693,0.16922885,0.26264012
0.15862086,0.38759595,0.40619403,0.311442,0.22237897,0.3353523801211428,0.63484144,0.8866518,0.17641927058515625,0.5993842,0.14653319,0.34192228,0.325595
0.35563603,0.7337052,0.47598737,0.36670533,0.22347113,0.40142302408538144,0.7647482,0.92984825,0.19901950194117013,0.6421411,0.16153398,0.39833927,0.47083473
0.05498036,0.5463862,0.30951512,0.5863715,0.084053144,0.4621910277314617,0.5841861,0.95188355,0.14231265853875952,0.7480797,0.2341977,0.2348966,0.3339082
0.9066558,0.89320517,0.5472246,0.22908258,0.30187604,0.3281820596909236,0.7505601,0.9248997,0.2151060929063656,0.542464,0.08975037,0.42844385,0.4553159
0.79469967,0.77162707,0.36280435,0.14239985,0.40910152,0.3326843899610634,0.7411467,0.9234858,0.3023176981390619,0.5981526,0.0666427,0.55897754,0.35720515
0.5918212,0.79568344,0.6091742,0.14669965,0.118000835,0.1675835900550154,0.26309574,0.778645,0.04580068274804097,0.31018424,0.093030386,0.19025397,0.1684702
0.75035465,0.7051708,0.79560375,0.5264254,0.206837,0.5136829908209795,0.57340086,0.82574874,0.28773467726408064,0.7358687,0.2770616,0.29581356,0.45573467
0.41201195,0.8725867,0.51875055,0.19796205,0.19916472,0.25741451544487093,0.64773417,0.92630315,0.11756793705407623,0.43483987,0.10899983,0.31540692,0.32054836
0.67740774,0.8911616,0.35351664,0.21191731,0.20176177,0.2585727755143665,0.6847745,0.9475722,0.11589520695371243,0.47988564,0.08633273,0.32555878,0.3871348
0.65742624,0.17766033,0.18599907,0.20815498,0.06256062,0.1361907381714443,0.54960793,0.8353356,0.04958905597534336,0.2386319,0.044111438,0.15373218,0.2674024
0.6285916,0.91061103,0.29081422,0.16297582,0.1149926,0.14470758868245534,0.60125107,0.9168635,0.060077517604651055,0.32091975,0.06681763,0.18855415,0.22646779
0.73198074,0.59962535,0.7024385,0.6339663,0.15230435,0.530967731858064,0.809393,0.901962,0.28965778737946724,0.8438551,0.4162351,0.32341838,0.6084113
0.73056954,0.2543222,0.42976022,0.17974842,0.14001517,0.20960506257630374,0.5750467,0.80461407,0.09182508550950513,0.3617291,0.06835476,0.21826129,0.22320639
0.6265877,0.59086275,0.39464712,0.46817926,0.19355346,0.39792617387557044,0.67706513,0.9130218,0.20887120253227218,0.73590326,0.21655509,0.36299872,0.529888
0.7837719,0.5053592,0.7342595,0.47376722,0.16346397,0.43878892632733557,0.68386537,0.61866415,0.15225667913540075,0.42819154,0.21762231,0.11541383,0.19275947
0.11838954,0.46738914,0.5159379,0.21094015,0.18842717,0.23244997394699846,0.45777273,0.84849155,0.1067069364024162,0.45101628,0.097129345,0.25660905,0.2125314
0.06699054,0.37939128,0.6074926,0.111254066,0.15255703,0.14262503855750233,0.4408884,0.838524,0.06720423403225405,0.29218474,0.053963274,0.23217393,0.21700466
0.5907584,0.3259224,0.06166981,0.28034705,0.07161063,0.2128548627712918,0.48034525,0.82929146,0.07954919477295169,0.38992828,0.07766208,0.1564053,0.2387793
0.7511396,0.24230255,0.8750785,0.45449382,0.06184354,0.3583514915010895,0.5944515,0.8357053,0.10036765602205937,0.54780823,0.20736825,0.13268784,0.29284346
0.13406743,0.4845914,0.6429779,0.18094724,0.15851761,0.21017247261034838,0.15450951,0.7542951,0.03901561234093674,0.36015707,0.07383269,0.25666374,0.21810837
0.74956644,0.7220244,0.6784588,0.41855898,0.20811893,0.3880852432851146,0.6299324,0.6156227,0.1739200104352006,0.41058224,0.1688785,0.15357001,0.22182493
0.7955855,0.8148227,0.3582911,0.32934552,0.24031328,0.3581210914872655,0.6266227,0.91010976,0.1832055309923319,0.63322145,0.14983502,0.36608785,0.44991452
0.26769498,0.5885866,0.5136918,0.35607335,0.27491125,0.38669662320179743,0.6610765,0.8506906,0.23778867426732048,0.64620876,0.16730891,0.3941717,0.42155343
0.061585944,0.8405304,0.70505136,0.15760717,0.07737653,0.16989357019361423,0.38345876,0.556089,0.048179712890782773,0.23592672,0.08969059,0.08974804,0.16454211
0.798062,0.9226561,0.22195508,0.25141236,0.23468882,0.3309079898544794,0.6897755,0.95203257,0.14913125894787554,0.5607033,0.087156706,0.30875647,0.36381203
0.44408005,0.8572805,0.33253926,0.20527706,0.13527,0.20594656235679376,0.61410177,0.91365904,0.06011311360678682,0.40893567,0.083534256,0.23519485,0.30972692
0.75989884,0.8511897,0.15753835,0.29716697,0.1948534,0.3709780222586813,0.5785928,0.9087614,0.15291359917481595,0.56152004,0.12910838,0.2471257,0.32803637
0.57529867,0.8631987,0.2827894,0.12500066,0.15573934,0.1934553916073235,0.6372807,0.9473791,0.06452607387156443,0.3658551,0.06415324,0.26426882,0.25847483
0.72737455,0.7893481,0.10778251,0.30168217,0.14474,0.2943605376616323,0.5395607,0.89667606,0.1100230466013828,0.5144323,0.09734702,0.21760997,0.35091126
0.19971597,0.37083918,0.36468726,0.20361716,0.14013942,0.20226824213609454,0.5756816,0.887804,0.08814424528865472,0.39908415,0.082266495,0.25583687,0.30084738
0.9221247,0.6540801,0.4790035,0.37961155,0.35727286,0.44180702650842163,0.817152,0.8871318,0.39615895376953725,0.81717205,0.24090526,0.5765543,0.67027235
0.4328085,0.835355,0.3590632,0.06868787,0.057857875,0.034161737049704224,0.4699372,0.9066593,0.02448622146917329,0.1963079,0.041867733,0.13845801,0.13633832
0.39131597,0.780202,0.47790468,0.26429656,0.34878445,0.3597305915838355,0.7354976,0.77315974,0.24279104456746267,0.5669317,0.11045654,0.4015923,0.50765556
0.11777994,0.62065506,0.43801093,0.21836588,0.2227557,0.26230646573838795,0.5835949,0.9170374,0.11428833685730021,0.47361523,0.11519895,0.31804353,0.29943943
0.72143894,0.85149336,0.47819233,0.34704265,0.22702628,0.31001506860090416,0.63990283,0.7750199,0.15303339918200395,0.45046192,0.08296875,0.211411,0.3401903
0.49587277,0.74355453,0.48119837,0.1753225,0.5575599,0.3653327719199663,0.37315544,0.6833421,0.38723477323408645,0.4941665,0.06155043,0.50281227,0.32042044
0.32077125,0.75228477,0.56539494,0.11177185,0.842503,0.5005197800311869,0.37101454,0.600868,0.6673086400385184,0.5716729,0.05330641,0.7203696,0.39010996
0.73250973,0.8414871,0.31965688,0.15690058,0.24891524,0.26156996569419794,0.72152066,0.9127062,0.15073967904438074,0.49402112,0.069463745,0.38685542,0.4072522
0.6480591,0.41210055,0.5928332,0.2075716,0.11482662,0.20319429219165755,0.38361382,0.770872,0.06395209383712563,0.3481868,0.07951641,0.18307337,0.17883992
0.09363283,0.7485216,0.70414466,0.16113225,0.07519327,0.17275935036556103,0.26594916,0.6351634,0.04010324240619454,0.31475252,0.10897516,0.14255625,0.17879704
0.40891087,0.77337766,0.564524,0.13606575,0.10900371,0.15191510911490655,0.23457137,0.6953584,0.04491959769517586,0.28694975,0.10059513,0.15130463,0.15438996
0.017801419,0.3164521,0.5342819,0.10325988,0.17698596,0.14555311873318713,0.36945266,0.71676004,0.08727013123620787,0.25864935,0.061919495,0.21957399,0.22132573
0.78680295,0.7711488,0.6428587,0.52309704,0.27682278,0.5287303617238217,0.70795023,0.8031689,0.3612633016757981,0.7644768,0.33529127,0.36508405,0.59613633
0.087874226,0.45230994,0.7206739,0.066132255,0.21883513,0.15815383948923037,0.4228081,0.9483252,0.11312191678731502,0.3356974,0.0337267,0.32146305,0.24385318
0.64025134,0.8289595,0.57104564,0.18697196,0.14109814,0.18901105134066307,0.6311785,0.8327881,0.07154529429271765,0.33242035,0.059697356,0.20402972,0.23903576
0.75404435,0.83764184,0.64510685,0.6581339,0.4054969,0.6915788414947306,0.6502176,0.73664325,0.5978902958734178,0.88401896,0.4836713,0.43512064,0.7415932
0.45798537,0.4887626,0.5332033,0.15158829,0.16663525,0.17513662050819723,0.3468697,0.8607476,0.056713938402836304,0.3147711,0.06468214,0.24929988,0.21253146
0.10120298,0.6399837,0.46394062,0.20837641,0.20222801,0.23843383430603005,0.558361,0.86783594,0.10426432625585957,0.43269187,0.10088098,0.27616793,0.28119728
0.8389506,0.86953664,0.3935718,0.08543301,0.11203194,0.09510629570637774,0.45168984,0.906578,0.054907983294479004,0.26194406,0.0458556,0.18796143,0.16456951
0.91450894,0.86283886,0.3746789,0.17925817,0.32739088,0.32465391947923516,0.7537481,0.9719916,0.2427574645654479,0.58158076,0.0649288,0.50181323,0.46349716
0.074917994,0.4390423,0.519111,0.1883798,0.19907403,0.23313277398796645,0.51809597,0.8999226,0.10851340651080439,0.44667602,0.10635895,0.30787683,0.2257683
0.62499917,0.4983936,0.6979532,0.39231712,0.17186505,0.39726472383588346,0.7304815,0.40495053,0.13281858796911528,0.24708885,0.16529998,0.06844823,0.11125634
0.75322783,0.70724374,0.28443843,0.19647226,0.13895816,0.23210644392638666,0.445989,0.83573484,0.08484463909067835,0.3933274,0.08789503,0.21541575,0.22997917
0.070182376,0.44593528,0.46479285,0.16424711,0.18181846,0.18520629111237746,0.38839388,0.87306666,0.0850966751058005,0.39898825,0.07321024,0.26460874,0.19206253
0.098801516,0.39107132,0.46096712,0.14595282,0.20819788,0.1996485819789149,0.52172494,0.872787,0.10687932641275959,0.4007405,0.084956445,0.2873159,0.20412296
0.29889765,0.38029343,0.41078615,0.21561098,0.091990545,0.12456536747392205,0.26070163,0.79020154,0.032757298965437935,0.2834797,0.07703293,0.16657594,0.17226124
0.4527141,0.85820377,0.3095138,0.22937149,0.11607288,0.22489841349390483,0.72113967,0.9517002,0.061137366668242,0.44457608,0.06647303,0.21626379,0.32238728
0.058556296,0.71623266,0.46178943,0.38715732,0.15380092,0.3605211216312673,0.5848842,0.8504391,0.13228191793691507,0.5535845,0.16176403,0.24237415,0.31121778
0.050098635,0.8212424,0.41171616,0.38240245,0.13470528,0.32022549921353,0.62405276,0.8906918,0.10484517229071035,0.5165555,0.14290006,0.18037319,0.2862485
0.66025746,0.8855408,0.40084362,0.16645609,0.23816198,0.2431977945918677,0.65802187,0.9043962,0.12323929739435785,0.437656,0.052911386,0.3426385,0.3606817
0.06150789,0.3822286,0.80929136,0.03410419,0.16708885,0.12567496754049806,0.47333395,0.8633384,0.09219317553159054,0.2583991,0.021708097,0.26336008,0.28816774
0.54311866,0.8286784,0.17408755,0.27487054,0.10107145,0.22613158356789503,0.6082865,0.91249955,0.07235054434103266,0.4443605,0.062697336,0.17643172,0.30237564
0.91055256,0.5395981,0.5390814,0.22380543,0.18326901,0.26118589567115374,0.61961263,0.8842765,0.1342530080551805,0.44957334,0.09041473,0.30830753,0.31561375
0.43810233,0.8488077,0.509468,0.18256134,0.1429732,0.20822081249324878,0.64529216,0.98399204,0.08674067520444052,0.37165362,0.08754132,0.2700776,0.277609
0.8412411,0.5923098,0.39385945,0.15925577,0.3626506,0.31409141884548514,0.7854759,0.9383493,0.26534351592061095,0.56929404,0.0822584,0.53626555,0.43388784
0.58982605,0.6746635,0.5867618,0.643042,0.28490376,0.6035017362101042,0.74484974,0.6067661,0.45809712748582765,0.6560226,0.5079974,0.2708702,0.44347507
0.24928999,0.8735863,0.4011714,0.15678892,0.10499805,0.1416046584962795,0.63148755,0.85606575,0.0531034031862042,0.31276983,0.07047528,0.17350441,0.22801349
0.8468851,0.80903375,0.3092403,0.18053561,0.2679795,0.28765387725923264,0.7270392,0.9167559,0.1888882013332921,0.5415709,0.08343194,0.41965455,0.45638895
0.045242917,0.82472146,0.48878694,0.17112572,0.13063805,0.1634095398045724,0.5590477,0.75450224,0.07103376426202586,0.30641586,0.090218835,0.15835446,0.247098
0.31255412,0.89213663,0.364048,0.08939038,0.07473077,0.037768895266133716,0.53386813,0.9485617,0.026676788600607317,0.19963606,0.034843188,0.14708903,0.16769844
0.8036646,0.82489496,0.3756712,0.13069913,0.11644748,0.1287688277261297,0.48345917,0.90952814,0.050669651040179065,0.2730137,0.024689429,0.18750829,0.17101109
0.5761236,0.72025114,0.73697346,0.0,0.93294966,0.4973292698397562,0.6710561,0.81325126,0.7762843465770609,0.73088807,0.09163501,0.98400927,0.2954375
0.4677755,0.7786931,0.46322197,0.15310323,0.30143487,0.24192604451556265,0.5238756,0.7745555,0.169384300163058,0.42657012,0.053429663,0.34248567,0.31974638
0.22050163,0.19357777,0.750961,0.31451985,0.038861085,0.23289398397363906,0.6066915,0.69261944,0.056690643401438603,0.33974278,0.0719284,0.076881856,0.1655036
0.24511367,0.043905817,0.47270548,0.25466236,0.078417435,0.20107242206434534,0.46394444,0.5875473,0.06979485418769125,0.28641984,0.07801235,0.0726983,0.12952922
0.6479559,0.8560875,0.5537996,0.47467357,0.40764916,0.5155825309349519,0.57219136,0.73267114,0.4597808275868497,0.6688606,0.2525318,0.38424337,0.5858613
0.76348454,0.45175484,0.5484902,0.10377919,0.5845633,0.3669141720148503,0.7977976,0.91597533,0.4669568480174109,0.6763245,0.066686094,0.7755087,0.36102825
0.5848195,0.88677055,0.33479458,0.11041387,0.07025646,0.09451659567099574,0.5914854,0.9247574,0.037624662257479735,0.24953848,0.03912536,0.13735563,0.14492379
0.18701789,0.84129226,0.44824833,0.17983344,0.253739,0.24057720443463226,0.61403066,0.7604513,0.1433512486010749,0.3880794,0.050320998,0.2822543,0.37214756
0.8382038,0.8376494,0.2930786,0.45503086,0.29234225,0.4679858080791485,0.64497954,0.8712902,0.2734172464050348,0.74742985,0.1744287,0.36251062,0.5564923
0.29191095,0.3396558,0.3455609,0.15378949,0.22626013,0.1910152714609163,0.60950184,0.85305727,0.12041451722487104,0.37920126,0.049612865,0.2889408,0.2590289
0.6127894,0.22570294,0.14147875,0.24320352,0.090292364,0.1973584518415071,0.5294526,0.823356,0.08885793933147636,0.34780553,0.05605551,0.16745153,0.30337027
0.8589069,0.7991423,0.54668754,0.40322775,0.30910164,0.4440397866423872,0.7649406,0.90167075,0.3015463880927833,0.7553804,0.24337503,0.46176875,0.63237125
0.07652426,0.468502,0.66866696,0.06397186,0.22296508,0.15900771954046317,0.3949589,0.9458684,0.11218818173129091,0.35424286,0.052532576,0.32424223,0.235557
0.11933002,0.49559337,0.6363105,0.33650422,0.1814886,0.3660419819625189,0.54056513,0.995319,0.18219578093174688,0.6283763,0.18433255,0.34045994,0.23400933
0.84642476,0.94139826,0.6631566,0.8910309,0.43634126,0.8987117539227053,0.89376175,0.4785168,0.7295023437701407,0.473859,0.8125004,0.22991793,0.5681077
0.8037081,0.6204242,0.45515305,0.11227758,0.11876552,0.15053289903197395,0.43736038,0.88267297,0.08722350523341031,0.3009567,0.05761593,0.20526284,0.17272946
0.824699,0.81443125,0.49538875,0.33268592,0.2135645,0.35631242137874525,0.30494106,0.83197975,0.15957926957475618,0.48693168,0.13558969,0.24181508,0.26904672
0.8557532,0.89033896,0.58092284,0.17336212,0.20153914,0.23740567424434045,0.5894764,0.8635665,0.10185196111111766,0.37177816,0.05947242,0.27667424,0.24619798
0.8269341,0.68428016,0.45730853,0.3398664,0.3077793,0.3896725433803526,0.7815522,0.86354786,0.27795281667716903,0.6739809,0.1634799,0.4688074,0.6080305
0.7669738,0.14994837,0.52946866,0.21175516,0.068249226,0.1907963414477805,0.5275413,0.80056584,0.07944001476640089,0.3427835,0.085628636,0.122413374,0.21764895
0.9359152,0.64946836,0.56940335,0.17773893,0.22371204,0.273690216421413,0.51470226,0.9019413,0.14297444857846692,0.45901877,0.09429018,0.3555295,0.30519915
0.5854416,0.813918,0.3456053,0.12971553,0.089811474,0.10646735638804139,0.3509153,0.90507734,0.036409149184548954,0.23326057,0.065601915,0.17531057,0.1463776
0.21338817,0.835665,0.7093215,0.16494155,0.04632805,0.15793481947608917,0.21419634,0.554781,0.0317971649078299,0.21730801,0.094356775,0.090277955,0.12939434
0.062372304,0.38704193,0.45085067,0.11043971,0.29430795,0.21215406272924378,0.41218415,0.8005158,0.13330176799810609,0.38620612,0.08475551,0.31311136,0.17471999
0.8261269,0.4210582,0.5329506,0.27555922,0.28436297,0.33931052035863124,0.69071364,0.9099212,0.20479418228765095,0.58996236,0.10974683,0.4292804,0.34731132
0.79961294,0.8834804,0.41052443,0.19871098,0.25240237,0.29751594785095686,0.49988484,0.9285451,0.14674926880495612,0.4768721,0.074622795,0.34360355,0.33086437
0.677426,0.785048,0.5073876,0.32329693,0.1788241,0.291660017499601,0.33610713,0.65837896,0.10572836634370197,0.3973502,0.088583514,0.15399721,0.19360211
0.8352732,0.8584838,0.3953882,0.49328452,0.3127707,0.5253568015214082,0.6586101,0.91659224,0.3442303706538223,0.8670257,0.2644391,0.45089275,0.66145223
0.77158886,0.8451057,0.27592194,0.28074077,0.27953467,0.3542527512551651,0.625313,0.89554554,0.2005617020337021,0.59466577,0.07836878,0.3576159,0.4196875
0.8829546,0.68691444,0.5051905,0.19534394,0.20594282,0.25656711539402693,0.55415714,0.903398,0.1354320381259223,0.46890312,0.09111025,0.3252507,0.3181337
0.586544,0.6797246,0.46674383,0.26109922,0.33153883,0.31600438896026334,0.45972252,0.6436558,0.20139781208386873,0.44136435,0.06853612,0.30673233,0.28646645
0.10477241,0.3865075,0.7088521,0.12766016,0.16654184,0.1854065111243907,0.52338904,0.8768184,0.09140824548449474,0.3287332,0.04981857,0.24879052,0.20885742
0.23868564,0.650417,0.61631924,0.18532142,0.08608088,0.17957639077458346,0.42405757,0.45802853,0.061548340692900445,0.25435108,0.075292096,0.06534382,0.14714424
0.78721166,0.76550907,0.5453863,0.35722274,0.36983186,0.43683585621015136,0.8084769,0.8225981,0.3657327819439669,0.6998851,0.18983877,0.49231344,0.63075405
0.063153684,0.5187504,0.56934017,0.15357572,0.15811937,0.15440659926439598,0.38693696,0.81415427,0.047948362876901775,0.3167077,0.068307914,0.22094822,0.21350719
0.5815734,0.82671916,0.6568393,0.64066404,0.32242405,0.6451762387105743,0.52032954,0.7329223,0.5023803301428198,0.7561223,0.48770905,0.33805722,0.5570789
0.8536043,0.60063076,0.47458166,0.31491405,0.27754396,0.34866062091963723,0.7549584,0.9375863,0.22596122355767342,0.6544187,0.15416932,0.45270818,0.5344847
0.09389606,0.7743416,0.53968364,0.3277115,0.17858413,0.3129390987763459,0.6281257,0.74089444,0.1322397679343861,0.48193628,0.124592066,0.22174856,0.36250305
0.65985405,0.76918995,0.04084942,0.27493614,0.09733559,0.267206716032403,0.52470255,0.89242417,0.0709695782581747,0.45957726,0.09128463,0.12925649,0.22780178
0.28431317,0.39492315,0.098835535,0.46337795,0.07349509,0.33990415039424904,0.5063287,0.8722559,0.09348342560900554,0.61425275,0.18597937,0.20739704,0.3838665
0.102613986,0.5238215,0.32712948,0.39895982,0.1808476,0.3628504517710271,0.62170297,0.8849161,0.1395835383750123,0.615831,0.16238564,0.29392758,0.3771103
0.6472056,0.8570101,0.38256252,0.38663623,0.20146035,0.37726819263609157,0.71838814,0.91448045,0.18200932092055927,0.6369932,0.15432152,0.34076983,0.5247986
0.83813876,0.42336258,0.4388191,0.24839458,0.29535702,0.3210695592641736,0.7326507,0.9473913,0.21006381260382875,0.57877666,0.09808525,0.46142548,0.42060047
0.6796998,0.8487401,0.44486362,0.33875966,0.31480664,0.38147809288868556,0.6779369,0.83618367,0.23532671411960285,0.6019666,0.10744044,0.38029617,0.50704515
0.7539667,0.38210714,0.58191866,0.350646,0.15942055,0.33329221999753317,0.6479071,0.9048576,0.15442829926569795,0.53030276,0.116615176,0.26906455,0.3826629
