ID,AFP,Output,Enquiry,Interface,Changed,Deleted,PDR_AFP,Duration,N_effort,Resource_1,Resource_2,Resource_3,Resource_4,Dev.Type_0,Generated_Var_1,Generated_Var_2,Generated_Var_4,Generated_Var_5,Generated_Var_6,Generated_Var_7,Generated_Var_8,Generated_Var_9,Generated_Var_11,Effort
26,71,28,9,0,23,21,3.5,1.0,296,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,246
27,306,105,0,45,0,0,6.8,24.0,2082,0,1,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,2082
28,244,78,22,14,0,0,0.8,7.0,191,0,0,0,1,1,2.9500353,7.684751,-1.4757009,5.7339277,4.783845,-0.9249318,-1.7150517,-1.525365,0.9288357,191
29,98,46,3,0,0,0,30.3,15.0,3583,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,2974
30,331,44,61,0,0,0,1.0,2.0,395,1,0,0,0,1,3.862353,5.160214,-2.0931158,6.647325,6.0989437,-0.3203028,-2.3826091,-2.7413044,2.4213853,328
31,101,5,39,0,0,0,4.0,8.0,406,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,406
32,192,102,0,77,0,0,9.3,8.0,2151,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,1785
33,60,4,0,10,22,6,7.9,8.0,471,0,1,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,471
34,180,18,33,0,29,0,3.9,5.0,700,0,1,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,700
35,118,71,7,0,83,0,4.9,2.0,698,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,579
36,73,10,4,0,66,0,16.6,3.0,1459,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,1211
37,143,0,27,0,121,0,8.0,4.0,1372,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,1139
38,2190,648,236,0,0,0,6.6,19.0,16690,0,1,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,14520
39,9,10,0,0,5,0,26.6,2.0,239,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,239
40,203,167,3,0,0,0,6.2,5.0,1520,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,1262
41,162,36,9,20,0,0,10.8,8.0,1754,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,1754
42,183,21,29,0,0,0,8.3,6.0,1824,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,1514
43,59,21,0,0,51,0,11.3,8.0,804,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,667
44,412,14,99,10,0,0,14.2,20.0,5864,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,5864
45,348,14,33,0,312,0,2.8,3.0,1172,1,0,0,0,1,3.2464745,1.5545484,0.30338594,2.6845703,1.6607339,-0.4091626,-3.115829,0.5695814,-0.5907268,973
46,2529,513,66,220,0,0,2.1,13.0,5333,0,1,0,0,1,6.655816,11.604626,-2.0596817,2.3027134,-2.4505303,-1.0126405,-10.016589,1.9652416,2.6512954,5333
47,250,92,57,30,43,0,7.1,8.0,1775,0,1,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,1775
48,206,199,0,5,104,0,1.0,5.0,246,1,0,0,0,1,3.443317,5.032947,0.46272376,2.3022578,0.6422361,-1.6098258,-3.3276854,0.76373464,0.93608266,204
49,617,136,103,0,179,0,5.1,7.0,3793,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,3148
50,173,78,10,72,0,0,50.4,12.0,10501,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,8716
51,286,156,27,0,0,0,5.1,6.0,1464,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,1464
52,52,17,6,5,16,15,26.1,2.0,1636,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,1358
53,45,28,0,25,0,0,6.2,7.0,281,0,1,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,281
54,104,7,48,0,100,0,22.3,5.0,2796,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,2321
55,465,44,104,0,15,54,8.7,13.0,4884,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,4054
56,2145,63,491,300,0,0,1.1,84.0,2400,0,0,0,1,1,6.528112,40.677002,-26.909622,39.573544,47.1461,9.18607,-3.5346346,-18.354342,9.628481,2400
57,283,125,39,17,0,0,20.0,13.0,5650,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,5650
58,109,84,0,5,59,0,14.0,2.0,1837,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,1525
59,160,21,72,40,68,16,3.0,2.0,575,1,0,0,0,1,0.9774948,0.50980234,0.2618317,0.48607078,0.090890795,-0.2007345,-0.8710732,0.1606613,-0.10429097,477
60,65,64,0,0,10,0,7.7,2.0,606,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,503
61,366,27,96,0,84,11,23.1,10.0,10205,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,8470
62,63,10,3,0,43,0,12.3,3.0,937,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,778
63,309,13,59,30,0,0,8.4,7.5,2597,0,0,0,1,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,2597
64,610,174,117,0,0,0,1.6,3.0,950,1,0,0,0,1,5.850779,10.871225,1.8121134,6.1616993,3.2342153,-3.1857057,-4.0478234,0.6063826,0.08082124,950
65,562,125,93,0,0,0,10.2,13.0,5727,0,0,1,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,5727
66,156,38,39,41,0,0,13.1,4.0,2458,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,2040
67,75,5,19,0,35,0,49.0,8.0,4430,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,3677
68,136,64,0,0,127,0,4.2,2.0,687,1,0,0,0,1,0.400958,0.17264356,0.25116372,-0.06159689,-0.39752567,-0.2645306,-0.28377756,0.16421787,0.057504002,570
69,96,56,0,40,0,0,12.7,8.0,4530,0,1,0,0,1,-23.305172,26.063046,-43.484528,-22.896646,16.09478,9.755904,-10.0044155,-18.428633,-12.425916,1223
70,78,24,9,0,0,0,12.5,4.0,1084,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,976
71,51,0,14,0,36,0,7.6,12.0,466,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,387
72,1092,84,170,21,0,0,4.0,13.0,5320,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,4416
73,134,11,32,14,0,0,2.1,8.0,345,1,0,0,0,1,1.7000641,1.4497904,0.790499,0.8969507,0.2901502,-0.86519915,-1.1238151,0.43507916,-0.18446499,286
74,75,9,0,0,69,0,4.1,5.0,367,1,0,0,0,1,0.9780369,0.51005185,0.26184157,0.48659608,0.09126592,-0.20078427,-0.8716095,0.16075896,-0.10440721,305
75,88,20,0,0,45,0,1.5,7.0,155,1,0,0,0,1,2.3585558,0.9419231,0.15901378,2.0304263,1.1826257,-0.2262567,-2.2737467,0.27335197,-0.3390837,129
76,3088,1009,772,5,2544,0,1.4,8.0,4266,1,0,0,0,1,52.73405,39.953117,11.879657,41.501118,32.296738,-0.7473006,-67.28985,18.471338,-16.959723,4266
77,82,46,0,15,0,0,5.4,3.0,440,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,440
78,110,66,0,0,85,0,12.4,2.0,1362,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,1362
79,308,83,0,10,122,0,8.2,6.0,2533,0,1,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,2533
80,143,32,3,0,0,0,1.6,10.0,225,1,0,0,0,1,4.198596,4.147476,3.12546,3.2431524,1.5813886,-2.494959,-2.100763,1.2995957,-1.4834117,225
81,826,326,155,0,139,270,13.4,13.0,11045,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,11045
82,3460,1831,318,142,227,0,9.5,24.0,32760,0,0,0,1,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,32760
83,73,32,0,5,0,0,28.1,8.0,2475,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,2054
84,64,56,0,0,56,0,3.9,7.0,252,1,0,0,0,1,0.89238137,0.4706121,0.26027292,0.40360126,0.0320033,-0.19291598,-0.7868685,0.14532198,-0.08604389,252
85,497,28,113,10,92,0,4.8,8.0,2362,0,1,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,2362
86,288,0,36,0,214,0,8.5,5.0,2963,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,2459
87,494,62,140,67,0,0,17.6,21.0,8706,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,8706
88,130,65,0,0,111,0,5.9,6.0,770,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,770
89,204,43,6,104,0,0,39.8,36.0,8111,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,8111
90,17,5,0,0,0,0,44.8,11.0,762,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,762
91,60,25,0,5,0,0,2.3,1.0,164,1,0,0,0,1,1.5818923,1.0538505,0.4354834,0.8653116,0.40542772,-0.44487464,-1.3698131,0.31813383,-0.23640102,136
92,73,20,36,0,10,0,4.9,1.0,431,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,358
93,169,14,25,70,0,0,2.8,6.0,580,1,0,0,0,1,0.56676066,0.3151354,0.25872034,0.09134726,-0.20758896,-0.17865482,-0.47084945,0.10694119,-0.009400956,481
94,1351,449,271,20,29,136,2.4,8.0,3842,1,0,0,0,1,-3.119916,5.2860427,-8.672071,-2.29531,-3.187597,3.9302673,-1.689637,-2.5140069,-0.94302803,3189
95,2087,444,303,0,0,0,10.8,9.0,22500,0,0,0,1,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,22500
96,253,0,107,44,0,0,46.3,13.0,12601,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,11719
97,102,26,10,0,0,0,1.8,5.0,244,1,0,0,0,1,2.6585507,2.272666,1.5773318,1.6574821,0.65991557,-1.4613208,-1.5897528,0.7070996,-0.48785233,183
98,115,39,0,0,50,0,12.9,5.0,1786,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,1482
99,288,186,21,60,0,0,4.3,11.0,1251,0,1,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,1251
100,199,7,77,0,188,0,4.7,8.0,1136,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,943
101,163,14,33,10,0,0,16.5,11.0,3234,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,2684
102,97,41,0,15,100,10,7.5,9.0,729,0,1,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,729
103,439,222,19,10,313,0,8.3,7.0,3630,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,3630
104,3113,609,248,80,0,0,10.9,24.0,42080,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,34085
105,153,7,57,20,0,0,18.7,3.0,3283,0,1,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,2856
106,670,97,122,0,498,0,8.6,6.0,6936,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,5757
107,129,93,3,30,155,0,4.9,15.0,631,0,1,0,0,1,0.5483264,0.3046163,0.2585164,0.07473482,-0.22315976,-0.17976314,-0.4538723,0.10760248,-0.0038860962,631
108,329,68,14,0,73,127,6.6,8.0,2184,0,1,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,2184
109,5684,454,820,311,0,0,3.7,37.0,21014,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,21014
110,61,4,24,0,0,0,6.8,4.0,502,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,417
111,267,133,51,89,178,86,10.0,9.0,2683,0,1,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,2683
112,218,16,56,0,0,0,25.4,4.0,6665,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,5532
113,919,236,56,76,0,0,5.2,6.0,5801,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,4815
114,66,12,6,0,31,0,3.7,2.0,296,1,0,0,0,1,1.029539,0.5337659,0.2627848,0.5364985,0.12689883,-0.20551522,-0.92256194,0.17004083,-0.11544853,246
115,54,0,16,0,52,0,12.7,1.0,827,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,686
116,245,105,27,0,0,0,1.9,13.0,870,1,0,0,0,1,2.2542574,8.026842,1.2339094,2.0813746,0.35939345,-1.9816265,-2.120293,1.2522552,-1.2071499,470
117,54,28,0,0,52,0,7.3,2.0,476,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,395
118,151,54,15,0,19,0,7.2,3.0,1241,0,1,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,1080
119,103,4,27,0,0,0,13.6,7.0,1396,0,1,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,1396
120,300,82,27,0,142,0,9.8,10.0,2933,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,2933
121,249,4,98,0,191,0,18.3,9.0,4551,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,4551
122,224,21,0,10,210,0,13.4,4.0,3613,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,2999
123,1984,1008,192,0,0,0,1.3,11.0,2540,0,1,0,0,1,15.124418,52.458687,7.4965124,16.686005,5.854437,-12.264191,-14.016371,6.8371925,-6.2022977,2540
124,58,37,0,5,57,0,0.4,2.0,31,1,0,0,0,1,3.9221854,2.8980424,0.3369071,3.362404,1.7164994,0.12198873,-5.017714,1.532611,-1.0888214,26
125,56,0,3,0,53,0,8.0,2.0,540,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,448
126,244,12,44,50,0,0,3.7,3.0,1092,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,906
127,12,0,6,0,3,0,17.6,13.0,211,0,1,0,0,1,0.3705415,0.30716312,-0.24221304,-0.74936634,-1.2660453,-0.123361506,-1.0292276,0.22420217,-0.6753167,211
128,1416,432,0,65,775,0,1.2,12.0,1724,0,1,0,0,1,20.84321,5.8493543,-4.3623223,24.614666,17.498228,0.82276815,-22.813665,-0.30435205,-1.503081,1724
129,67,26,0,35,0,0,23.6,5.0,1821,0,1,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,1584
130,95,0,32,0,92,0,1.6,7.0,178,1,0,0,0,1,3.3900723,2.179792,0.41132692,2.8892627,1.6730115,-0.1179504,-3.9637175,1.1913803,-0.6993505,148
131,2376,233,639,131,0,0,10.7,24.0,30701,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,25482
132,442,102,57,0,393,0,1.5,5.0,683,1,0,0,0,1,9.338943,6.1470017,1.522501,7.7360926,5.6296124,-0.3582228,-10.9552355,2.5534277,-2.5356178,683
133,68,12,19,0,56,0,37.1,4.0,3037,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,2521
134,268,96,45,10,20,0,10.9,9.0,2933,0,1,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,2933
135,90,0,0,0,0,0,5.5,2.0,595,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,494
136,72,25,7,0,17,0,6.8,7.0,486,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,486
137,505,127,18,0,0,0,9.8,30.0,4955,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,4955
138,450,145,59,0,58,7,13.6,7.0,6138,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,6138
139,230,38,46,0,40,0,6.3,10.0,1748,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,1451
140,242,78,4,0,222,0,1.3,2.0,375,1,0,0,0,1,6.3250046,2.9720504,0.35976702,5.667473,3.7906818,-0.69195604,-6.1614914,1.1244007,-1.2507197,311
141,106,76,6,0,96,0,23.1,2.0,2946,1,0,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,2445
142,31,14,0,0,27,0,7.6,6.0,237,1,0,0,0,1,0.93448716,0.6223032,0.18290041,-0.08330128,-0.7636161,-0.1350693,-1.3835304,0.3224436,-0.3962677,237
143,1186,306,109,230,0,0,3.1,9.0,3711,0,0,1,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,3711
144,256,198,0,5,0,0,11.5,19.0,2941,0,1,0,0,1,0.3393224,0.05999869,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.029847588,2941
