TeamExp,Transactions,Entities,PointsAdjust,Envergure,Generated_Var_2,Effort
0.5103557,0.14653619,0.49597228,0.2057374,0.45267972,0.6669825,0.26522115
0.0031953007,0.111658245,0.118053004,0.028150823,0.24535823,0.6609364,0.07250827
0.6854864,0.13094708,0.23272385,0.09454461,0.3795582,0.6059738,0.18352476
0.52870905,0.3027806,0.19383737,0.1915144,0.7088792,0.6411317,0.38758737
0.9022512,0.31274468,0.33437577,0.25165963,0.83142,0.41825077,0.08213228
0.0317379,0.072516814,0.24183431,0.060672224,0.23710614,0.7084584,0.07148251
0.7317196,0.13030443,0.18420926,0.09434317,0.48529145,0.6181168,0.14430681
0.25943482,0.43151104,0.06239882,0.22913149,0.43350488,0.37570614,0.3060888
0.029469863,0.27325067,0.19872825,0.18302871,0.4551573,0.59461683,0.21502802
0.5953857,0.13618578,0.57964,0.21909323,0.384325,0.71528673,0.25494078
0.7488897,0.124007925,0.17237253,0.06446471,0.33183336,0.47002676,0.10970682
0.7414935,0.32284003,0.6343777,0.3845262,0.35883224,0.6456953,0.41516748
0.6871503,0.28160217,0.18309294,0.18462315,0.61371875,0.18227372,0.36181206
-0.005213216,0.3493169,0.12959042,0.20773417,0.41868025,0.50292283,0.21024445
0.7906565,0.41454762,0.49842367,0.4162426,0.96958375,0.30458936,0.5632261
0.73255,0.19684392,0.37901142,0.19724491,0.6377773,0.4910057,0.34531298
0.6942768,0.5609005,0.50067633,0.53245056,0.60809255,0.38437873,0.6618245
0.24763846,0.29240698,0.2514501,0.20745486,0.5342872,0.652966,0.21868974
0.32122123,0.16927661,0.15009695,0.07257386,0.54776543,0.8893941,0.23601687
0.7430484,0.1753611,0.60374206,0.2536631,0.7531799,0.45729998,0.30214426
0.57297075,0.15994242,0.47422406,0.20128058,0.3358546,0.69952303,0.27963278
0.6848598,0.13866583,0.8973695,0.34146953,0.46508375,0.6989373,0.37259662
0.6381904,0.25701162,0.15445954,0.14494137,0.39237747,0.5971928,0.19259077
0.038623415,0.14308764,0.07591386,0.032755706,0.30800754,0.6629406,0.050922554
0.34591168,0.2557173,-0.0018180329,0.09580003,0.39219275,0.3499195,0.17239213
0.719207,0.18659805,0.33049792,0.1625672,0.5692265,0.5539808,0.3163027
0.66981816,0.20629337,0.32545194,0.18563305,0.5147419,0.4363328,0.33195022
0.64766073,0.10530087,0.18927018,0.06421365,0.32602853,0.8322097,0.13864957
0.26226002,0.13247989,0.055530004,0.02511923,0.87862223,0.46678266,-0.13860336
0.035330564,0.13300252,0.3465647,0.13763727,0.40175435,0.72770053,0.18180838
0.090555966,0.18405968,0.24660726,0.13759595,0.4557438,0.586908,0.0944862
0.7055611,0.17012867,0.2917332,0.1485441,0.5662721,0.595221,0.3062646
0.44562668,0.15199098,0.32586083,0.13764128,0.23152834,0.7559456,0.1857644
0.31850123,0.17841536,0.20838241,0.1321258,0.43368784,0.5753729,0.1608698
0.74405473,0.2924263,0.4469877,0.3104406,0.7819899,0.38732708,0.5184217
0.6902565,0.10307485,0.1273994,0.0358452,0.18572204,0.72387767,0.090783775
0.19670877,0.2707785,0.17196037,0.14034382,0.62759507,0.88436973,0.20896009
0.64186245,0.15349819,0.45173395,0.17419739,0.7427611,0.5644641,0.22433302
0.6067736,0.23801558,0.44590935,0.25471246,0.664974,0.37377688,0.37761
0.611074,0.2837523,0.37795904,0.24144782,0.64575636,0.4181931,0.3747975
0.66225463,0.3991882,0.43418843,0.3916772,0.60731477,0.3871459,0.5084784
0.7561688,0.25725344,0.31283644,0.19789383,0.669074,0.45385647,0.40863964
0.95891285,0.23336633,0.275615,0.15489572,0.66046715,0.31055045,0.30307227
0.74647695,0.1339511,0.23061232,0.09701538,0.2940111,0.59698546,0.15830623
0.22610666,0.16033344,0.25960022,0.125649,0.6094737,0.6552128,0.23192021
0.72284144,0.21963269,0.4049425,0.23621447,0.62259156,0.4453219,0.28489092
0.10013901,0.21134141,0.28386688,0.11238507,-0.059710003,1.0920155,0.23891151
0.68711215,0.09382297,0.1638181,0.05305873,0.32121974,0.62914073,0.14029503
0.17401503,0.2640165,0.29724872,0.21151936,0.58979356,0.54729813,0.31449965
0.68836623,0.5370788,0.4796184,0.50388074,0.5822776,0.4559299,0.6013992
0.64784294,0.44489247,0.32665148,0.31968233,0.6661774,0.3262078,0.5023406
0.20523596,0.2616759,0.18893911,0.18619289,0.6585042,0.40085557,0.24788386
0.083860174,0.13260919,0.493515,0.1523898,0.070805,0.9636443,0.23915279
0.8049436,0.13915947,0.15081285,0.06409206,0.25364313,0.4392544,0.10030065
0.6978062,0.85831547,0.60089314,0.7806941,0.67789686,0.42110622,0.9362976
0.26308337,0.26454943,0.21449843,0.16785094,0.53455937,0.56344295,0.29103574
0.733785,0.31868333,0.445063,0.31646523,0.62377685,0.44226635,0.468357
0.44386518,0.18037385,0.32496998,0.1678237,0.57117575,0.5694907,0.116991624
0.2083323,0.14912972,0.21994595,0.09888451,0.4534979,0.6885274,0.15672141
0.79519707,0.08540654,0.90116155,0.27495265,0.5007184,0.7975378,0.24561784
0.7806345,0.6345001,0.4823591,0.5831736,0.93484366,0.3541521,0.5850606
0.6843422,0.24303393,0.17559235,0.16050655,0.6148778,0.14084214,0.3092023
0.16606441,0.07778412,0.48252928,0.14363882,0.34977812,0.7567138,0.18670902
0.24400464,0.2776913,0.15514997,0.14153443,0.5510707,0.8079398,0.23871332
0.044635892,0.19106881,0.13865663,0.05665078,0.29513294,0.913174,0.19057357
0.52088255,0.26932415,0.16855781,0.16646297,0.49718603,0.40355512,0.19976386
0.7474082,0.13569681,0.4908947,0.19772542,0.6579077,0.48872167,0.26688653
0.778787,0.24505465,0.53678024,0.25897482,0.7575775,0.42870605,0.34698248
0.73351574,0.13826142,0.20759758,0.09144512,0.37727088,0.5360416,0.17240503
0.42811096,0.28226596,0.24648266,0.17934401,0.6918105,0.6030238,0.3779597
0.10834725,0.33137214,0.13816102,0.1916749,0.4357578,0.6024145,0.24119884
-0.026889503,0.24059947,0.15628704,0.103727184,0.13653159,0.92573655,0.23515469
-0.040536568,0.22497901,0.2394485,0.15645617,0.54727596,0.6572395,0.24650681
0.21273716,0.21434881,0.11980697,0.08070021,0.6525189,0.81596005,0.258193
0.04761087,0.12647258,0.4331542,0.12618354,0.12936795,0.92650646,0.23418355
0.54819745,0.2840708,0.14016384,0.15331246,0.54731315,0.8885779,0.27125996
0.085359916,0.223886,0.337622,0.17955841,0.50413674,0.5873909,0.20275533
0.74141157,0.19533542,0.3524982,0.2009762,0.7054142,0.4593758,0.3615863
0.22271556,0.37039363,0.18674797,0.20842592,0.5676651,0.7740756,0.32070833
0.30369622,0.12589236,0.2625986,0.093491785,0.32009035,0.69141173,0.13783881
0.7953204,0.2428825,0.14281479,0.13257004,0.51264316,0.47040766,0.16184583
0.71075624,0.41260168,0.46417385,0.3971616,0.6924033,0.3097599,0.5853506
0.27345574,0.18691196,0.16523181,0.10994515,0.44906753,0.6298023,0.18349025
0.5799191,0.87935406,0.54644656,0.7674347,0.5105005,0.5097159,0.7744952
0.73114175,0.24156167,0.5911813,0.3099221,0.5885007,0.5350879,0.44422907
0.21627557,0.15465862,0.1592947,0.083255485,0.53590083,0.7242218,0.20204425
0.6655185,0.19841772,0.32634327,0.17589343,0.5526697,0.54602337,0.23547563
0.7374544,0.12717429,0.6031105,0.22233741,0.7453998,0.4914016,0.21128395
0.74521023,0.13980985,0.28029272,0.13255638,0.54410833,0.4049014,0.22494009
0.78377223,0.17134342,0.2714521,0.1327516,0.422066,0.45207134,0.19296655
0.04044584,0.103341386,0.1371224,0.03263177,0.2865992,0.90099573,0.090970375
0.7285541,0.24707805,0.3688017,0.2413987,0.7279548,0.47841227,0.30630457
0.047802046,0.25206062,0.15139428,0.15099066,0.40671846,0.62984824,0.18112841
0.03346888,0.28130275,0.27041623,0.20208514,0.48701742,0.5803156,0.20931062
0.6721222,0.12254126,0.29001528,0.10563118,0.45971638,0.6302905,0.19195163
0.65710086,0.10074863,0.59750926,0.15295368,0.19369718,0.9502472,0.25045425
0.5429544,0.13523442,0.54137385,0.21571675,0.5843647,0.58997154,0.28414825
0.6762939,0.20443757,0.19663109,0.14898574,0.6524311,0.21694043,0.27172706
0.49306083,0.1813655,0.22304113,0.14017914,0.45889258,0.447507,0.21470892
0.6740132,0.20309143,0.24542965,0.14851704,0.5720145,0.34628364,0.25610435
0.7430231,0.22271521,0.34620374,0.19653839,0.6625179,0.46094063,0.39403844
0.7100844,0.4773075,0.45478114,0.44012237,0.5991571,0.36507094,0.54449755
0.4098221,0.13192058,0.5478223,0.2181626,0.715696,0.60958946,0.13258183
0.7805877,0.20475146,0.41862744,0.2089501,0.6254802,0.520708,0.3197646
0.32704324,0.09718667,0.8986104,0.26589918,0.13461833,0.975334,0.26598114
0.6924179,0.268275,0.35487968,0.24094604,0.7466737,0.4443294,0.48665854
0.8028401,0.5385627,0.52727485,0.50648373,0.8266813,0.23254478,0.8153384
0.77813935,0.118926585,0.1959124,0.09386632,0.4208489,0.5644883,0.13606712
0.7276714,0.53026694,0.6269013,0.5444636,0.47555915,0.5486419,0.5573293
0.71204364,0.1614882,0.29645827,0.14559177,0.45075837,0.5401593,0.2525923
0.7000015,0.19710806,1.4160808,0.54122794,0.24486163,0.98503333,0.47298756
0.81475717,0.19232368,0.2882384,0.15941632,0.5546396,0.27686125,0.28366992
0.037827797,0.41836998,0.20078821,0.24098755,0.50942224,0.58078444,0.27044192
0.40129745,0.1395782,0.16208524,0.07893354,0.48624048,0.60927266,0.025184896
0.13901772,0.25728625,0.15812336,0.122076094,0.69823396,0.7631704,0.29631132
-0.043609217,0.21767098,0.1891795,0.12829094,0.5375038,0.63329643,0.21338823
0.25803554,0.13009052,0.38527545,0.12619263,0.44844067,0.80938786,0.234384
0.6654258,0.34585148,0.32427225,0.25650147,0.6537324,0.35588998,0.43306905
0.3957495,0.053485785,0.7325802,0.22764681,0.3270764,0.8132458,0.24979067
0.0511832,0.07822199,0.29300353,0.09076704,0.4601377,0.64516956,0.15914036
0.66770124,0.34297493,0.37542534,0.32236493,0.471938,0.31992665,0.41884524
0.58336294,0.18856464,-0.048390903,0.04620704,0.23569903,0.31932008,0.09043485
0.3935445,0.11386967,0.53869385,0.17740607,0.5034576,0.73898196,0.22622585
0.7180043,0.16471924,0.1050076,0.06806046,0.20612288,0.5579218,0.10599007
0.7060451,0.27192616,0.15043639,0.18155558,1.1112925,0.23291054,0.008350924
0.7482625,0.19167139,0.396572,0.20111738,0.7405926,0.41185093,0.38827968
0.55407435,0.31872335,0.2680873,0.247582,0.58105093,0.37799913,0.39559048
0.6969031,0.48499507,0.48446628,0.46279418,0.69202626,0.32436445,0.6899265
0.20923285,0.16945371,0.13590866,0.06890189,0.32909405,0.8083669,0.18066305
0.75741667,0.16700141,0.28315285,0.13012476,0.41597342,0.54701936,0.19722515
0.7301354,0.1849541,0.45133343,0.21916479,0.57602686,0.5087826,0.30273676
0.76320857,0.5322239,0.6829821,0.5513026,0.26733488,0.6905093,0.4579271
0.0118859485,0.112457186,0.15401752,0.025922839,0.31332192,0.6698636,0.056717798
0.6359781,0.2111304,0.32184625,0.1864997,0.55849767,0.467928,0.21609327
0.20579886,0.20345436,0.31518307,0.16188869,0.5826792,0.7201624,0.18973008
0.8056733,0.36803144,0.4751978,0.368706,0.73902446,0.30674666,0.6103278
-0.023967952,0.18412855,0.2333227,0.12533665,0.5335231,0.69680035,0.20050657
0.032349356,0.12176414,0.1318806,0.033749405,0.2014308,0.8617697,0.14265145
0.11124181,0.32229108,0.30143577,0.2382419,0.57668936,0.5555476,0.3568978
0.06691599,0.2612743,0.19916727,0.15861697,0.55405253,0.7276862,0.2295762
0.38563114,0.29629463,0.1599717,0.16472514,0.5708057,0.77288914,0.28799012
0.7206568,0.15957454,0.37159136,0.16854462,0.7492618,0.46429422,0.3437422
0.55122685,0.114278674,0.2071323,0.09123714,0.47004142,0.554007,0.14487122
0.7428133,0.13629211,0.23036449,0.094224826,0.27816832,0.57424325,0.16598853
0.32065153,0.23691778,0.17153709,0.13390085,0.58499897,0.7464215,0.27288482
0.44400632,0.17465964,0.29519045,0.17285162,0.5955052,0.48013666,0.21100375
0.7300668,0.1610842,0.29244736,0.13826439,0.5666749,0.57931787,0.28430822
0.76924604,0.26230168,0.3644555,0.23873092,0.5803936,0.35060316,0.39208868
0.10190077,0.08136211,0.26867753,0.067683294,0.27033877,0.65617156,0.1362775
0.9811201,0.3439711,0.56675005,0.3813871,1.1018112,0.18337989,0.7068281
0.032724038,0.18717384,0.32535464,0.16066644,0.50972944,0.6660043,0.22136495
0.8178816,0.2600727,0.4466706,0.29027027,0.901069,0.3456563,0.42250597
-0.014633223,0.12656933,0.12322106,0.046487316,0.3843312,0.5289344,0.06804372
0.48544466,0.17452265,0.14967863,0.08082181,0.031279735,0.8612164,0.13772216
0.016928144,0.11793211,0.3073154,0.10192628,0.3716599,0.7242729,0.1625254
0.7077038,0.21317537,0.24009119,0.1378413,0.5515388,0.5868996,0.2683881
0.77385753,0.20636925,0.49609515,0.23903799,0.33197978,0.6413656,0.28120703
0.4287877,0.11905481,0.52173585,0.19027588,0.2988419,0.77105975,0.21569458
0.7499677,0.5952591,1.1361794,0.7605838,0.3758267,0.78135103,0.74389994
0.4285844,0.20236792,0.18702574,0.12518677,0.50247705,0.63436645,0.25291443
0.07929088,0.124018386,0.26334217,0.10808548,0.4259743,0.7639909,0.13180989
0.7442116,0.37643486,0.4767263,0.38341564,0.67443275,0.41787893,0.51420707
0.6405286,0.116367295,0.24247418,0.094550766,0.502292,0.5779115,0.20712346
-0.015726984,0.20572208,0.13734137,0.09265508,0.3109045,0.7605256,0.19382223
0.088681325,0.08704357,0.07203644,-0.0033431053,0.29159653,0.6633438,0.026662877
0.3585804,0.14470015,0.16520017,0.06675811,0.5039279,0.7591338,0.20120174
0.45052785,0.1088438,0.097045235,0.029698182,0.23462671,0.706971,0.0955183
0.07483399,0.176603,0.20524481,0.11163768,0.40476665,0.6319702,0.09536475
0.84870726,0.1706663,0.2619274,0.120124854,0.5345912,0.33512837,0.17238602
0.7665582,0.12785378,0.11983182,0.048176616,0.1076081,0.60006034,0.06244473
0.35511732,0.34362403,0.2033581,0.20154989,0.6090525,0.69303024,0.3281813
0.23878044,0.15405194,0.16421404,0.04877905,0.35995573,0.9331014,0.19654298
0.039165117,0.065136686,0.073942535,-0.04968282,0.080380835,0.797652,0.10854285
0.34202147,0.12910734,0.40974665,0.1506877,0.27363327,0.7712656,0.18380055
0.71478224,0.20897914,0.23345788,0.13625379,-0.033569135,0.7895557,0.115395315
0.46203983,0.21341465,0.37427756,0.22753876,0.63576484,0.55326873,0.27594167
0.4285407,0.38644722,0.22304325,0.23800397,0.5624632,0.5188753,0.38431165
0.5786769,0.18446927,0.21163459,0.13177478,0.61698383,0.51413757,0.1251767
0.77372885,0.15296677,0.12417703,0.060903072,0.18048376,0.7606803,0.11949939
0.93140084,0.14671588,0.16719419,0.067895934,0.3642894,0.21111318,0.11758261
0.70637035,0.11187178,0.14056684,0.037929308,0.2126305,0.83517134,0.11822681
0.5798026,0.27861163,0.51937485,0.28231084,0.71740377,0.47566813,0.35749143
0.5717175,0.30592713,0.25432277,0.2332482,0.62682915,0.26504207,0.3977172
0.17327818,0.2726696,0.17466846,0.14548343,0.55709445,0.76182616,0.28285733
0.81611836,0.17115475,0.09371221,0.06616464,0.2405311,0.3709383,0.10515823
0.61768395,0.109082,0.13716358,0.07315301,0.56344026,0.67933327,0.15290205
0.31566876,0.22132906,0.15717544,0.12215338,0.5248962,0.7269866,0.24185151
0.7704731,0.103484854,0.8022907,0.27938187,0.5918189,0.62736017,0.26314798
0.79611164,0.2291566,0.39249176,0.2128063,0.66347396,0.38600612,0.3319193
0.66933763,0.14272977,0.23188688,0.11002031,0.4397195,0.56088597,0.19134215
0.87541336,0.16210467,0.24749851,0.11591174,0.589969,0.25100842,0.26567474
0.68173254,0.12251674,0.24900389,0.098425224,0.42291644,0.6359509,0.1756053
0.66811055,0.16453339,0.19719534,0.107792646,0.3287553,0.6062224,0.17986226
0.039809942,0.29268825,0.15367275,0.16238105,0.67267394,0.6753535,0.28879318
0.101184554,0.13389853,0.2525678,0.09410895,0.39417845,0.82614046,0.14256838
0.18966834,0.14797606,0.24693425,0.10693286,0.54961616,0.6830445,0.18733937
0.8031789,0.33395368,0.48656604,0.33176225,0.73032784,0.38600698,0.5590485
0.023287073,0.15840371,0.13081783,0.047649458,0.06288539,0.8938826,0.18975148
0.7492513,0.15593608,0.29119843,0.12958235,0.61459583,0.64571464,0.26234916
0.79785126,0.2972365,0.97755885,0.4882862,0.5651446,0.6207293,0.45752206
0.59517837,0.11653426,0.30079556,0.11477476,0.38295633,0.68734807,0.19302785
0.7256287,0.11276534,0.1388848,0.053088263,0.23521647,0.5429241,0.07145135
0.21653476,0.22634147,0.17226903,0.15039212,0.6758802,0.32348344,0.21146199
0.031128667,0.14764957,0.14286809,0.084113635,0.6408159,0.57380706,0.109255195
0.49201286,0.20110954,0.2007482,0.12800224,0.54701924,0.6194128,0.2958602
0.72803843,0.3224651,0.67365766,0.3624196,0.17746015,0.90763324,0.20322943
0.10559726,0.2095565,0.082463466,0.04233979,0.328421,1.1030822,0.23886392
0.73062104,0.119155824,0.36513215,0.12515442,0.48992604,0.65010476,0.16950113
0.6931282,0.20294054,0.36548254,0.20216009,0.6713118,0.45653263,0.38961977
0.6130132,0.21521504,0.45066577,0.2399579,0.6183224,0.4701007,0.30896562
0.6607689,0.13467109,0.13588198,0.0856859,0.45518672,0.6760937,0.17769739
0.17171055,0.3123266,0.28340262,0.21885896,0.621636,0.59012717,0.36333904
0.67445403,0.2715513,0.33859208,0.23187646,0.72595257,0.42341965,0.44804165
0.68187267,0.23961271,0.021184089,0.092647836,0.3468861,0.4448621,0.15364537
0.03774999,0.16419786,0.19519249,0.10703653,0.38155264,0.694323,0.14900437
0.4509644,0.1979795,0.4290154,0.20406397,0.62740177,0.53147125,0.19728816
0.6559633,0.14888369,0.15334333,0.08468216,0.26447627,0.58172846,0.15635279
0.76426893,0.2616193,0.5541971,0.3162893,0.6392201,0.45227054,0.38291168
0.751766,0.44027674,0.863261,0.54564345,0.3461952,0.722747,0.5842309
0.83380646,0.12545627,0.12900025,0.04204073,0.10598491,0.52590567,0.028502688
0.81295556,0.29864344,0.4616863,0.3002646,0.8552383,0.33776778,0.61085427
0.62667054,0.19000445,0.26156035,0.1545564,0.63027114,0.5297274,0.3336764
0.3822037,0.23509835,0.44330132,0.22637397,0.66256213,0.55694723,0.27923384
0.70038074,0.43170124,0.48303607,0.42705542,0.644982,0.4046409,0.5342932
0.39751816,0.24865295,0.0483182,0.118300885,0.38505012,0.5364935,0.16944356
0.79143655,0.1541469,0.710705,0.2839728,0.722035,0.5145877,0.2713953
0.10217649,0.34129784,0.21410292,0.21969116,0.49083623,0.49481994,0.28637758
0.6578058,-0.016101958,0.9632464,0.26249254,0.621227,0.6977732,0.27380118
0.5627012,0.3384195,0.1625305,0.20016384,0.5052882,0.32561445,0.3202615
0.09032625,0.37306008,0.23583195,0.24777323,0.5372793,0.5689347,0.33472693
0.835299,0.16163999,0.58513427,0.23885371,0.7192682,0.469645,0.24687624
0.77569133,0.23393358,0.44001117,0.24342005,0.82339287,0.40187287,0.4379991
0.7194428,0.1979072,0.33165288,0.18354434,0.547332,0.52923155,0.30974957
0.24276137,0.15110646,0.21789256,0.11331011,0.40066984,0.5888603,0.15474917
0.18055591,0.21572345,0.14454813,0.086818874,0.6032485,0.89508986,0.23525167
0.97493005,0.38958266,0.30627102,0.28107965,0.7137063,0.06634189,0.6106827
0.13200061,0.15105018,0.1387711,0.06344047,0.5570258,0.7155534,0.18955407
0.0069684163,0.07701853,0.23426497,0.037110314,0.27828375,0.82046723,0.04635365
0.19242927,0.2597696,0.18886387,0.14637318,0.64823335,0.6740947,0.3483531
0.31832656,0.097273886,0.6184225,0.21298963,0.72868526,0.6523948,0.142259
0.7037832,0.090469,0.17385466,0.048539683,0.3285017,0.5769823,0.09334372
-0.04606445,0.16262831,0.11231101,0.063371666,0.38903904,0.7686585,0.14648879
0.6800808,0.11140452,0.55011505,0.1707061,0.43595967,0.84770787,0.24690747
0.8119542,0.3843837,0.4592906,0.37236446,0.97198004,0.28833368,0.63797295
0.68407625,0.09300205,0.18583798,0.059362017,0.30861676,0.5481025,0.108907625
0.21465394,0.21474059,-0.041742653,0.07356791,0.5146292,0.1168379,0.20249328
0.5490201,0.3802405,0.34255308,0.29899544,0.8118876,0.38303953,0.56891084
0.7259225,0.39279145,0.64826477,0.4557581,0.4571978,0.5776167,0.5168499
0.5100169,0.15215875,0.28778666,0.12572552,0.51145095,0.6447568,0.23463753
-0.027098596,0.064792216,0.082447626,-0.048465118,0.11862828,0.84046865,0.07120837
0.044155978,0.033107344,0.63542867,0.1822991,0.3988932,0.7638328,0.17743184
0.5886356,0.1990315,0.27126077,0.16999638,0.28944156,0.618896,0.17816606
0.0044540167,0.08686906,0.08047918,0.0149084665,0.3767253,0.4878601,0.046625003
0.103535056,0.23254563,0.16164182,0.11593721,0.6533488,0.73872364,0.292939
0.40158045,0.38702804,0.21421698,0.24013937,0.5623394,0.45849216,0.38664937
0.6994052,0.164394,0.27384162,0.14693135,0.438351,0.5236949,0.17699763
0.34465736,0.16551553,0.09854574,0.0367684,0.24676147,0.99630284,0.17439544
0.00868357,0.05837628,0.46922132,0.08382575,0.098194845,1.0383397,0.2123991
0.31698537,0.32919675,0.2981274,0.23267439,0.68152714,0.54090023,0.4091278
0.7373916,0.5080734,0.8439414,0.6135747,0.40057382,0.6566877,0.63483673
0.36979678,0.16937792,0.3049289,0.13674262,0.52151436,0.6602433,0.24979264
0.5327357,0.22274543,0.28803605,0.20956464,1.0431205,0.37954566,0.15745991
0.6703558,0.23031704,0.33073205,0.20802705,0.44390765,0.50181293,0.30704567
-0.023300335,0.19969872,0.18314938,0.118459746,0.42883945,0.71303326,0.18045458
0.56963325,0.13434222,0.4689221,0.17709646,0.40250468,0.7005952,0.22888485
0.9386093,0.17581499,0.1496058,0.05954604,-0.07165722,0.71655965,0.077347234
0.054876797,0.08709799,0.5114304,0.16498885,0.49345905,0.8108464,0.13483089
0.7274867,0.13541722,0.22351547,0.0969436,0.18442705,0.6294758,0.10403359
0.757482,0.39826763,0.48779112,0.37792897,0.6634513,0.41717,0.56563604
0.72719806,0.11748746,0.24003485,0.07451632,0.48854065,0.5596194,0.18892807
-0.017080292,0.19586931,0.23225501,0.12946047,0.48897493,0.7004886,0.19356865
0.04083006,0.069175944,0.11033653,-0.0052351505,0.22822839,0.8971998,0.0556782
0.06328977,0.18722011,0.36845776,0.18099223,0.52573025,0.69376504,0.16994467
0.7554273,0.22320217,0.37064305,0.20533262,0.40025148,0.52271247,0.2774437
0.71043503,0.18392219,0.34001794,0.16520643,0.44192243,0.60008717,0.25614175
0.7316695,0.11242975,0.27754882,0.09374684,0.35553646,0.6612034,0.16802484
0.7631167,0.110761315,0.2888157,0.104815364,0.4533292,0.59535235,0.1750646
0.18845564,0.13710214,0.5211451,0.19674592,0.622479,0.66389835,0.17010894
0.3579346,0.13049495,0.44793853,0.17909028,0.66379577,0.6463427,0.13210014
0.38987064,0.116195306,0.58887553,0.18869902,0.22641987,0.8831611,0.23682773
0.4252919,0.20051995,0.118092015,0.07835214,0.6161437,0.82239765,0.21827838
0.7435497,0.2188422,0.49452075,0.24019687,0.70373195,0.429262,0.3196185
0.6083565,0.11136809,0.3857393,0.14920434,0.68942714,0.52121437,0.22858056
0.6331626,1.0132037,0.66418076,0.9062488,0.4792925,0.55339026,0.92746526
0.29847658,0.17227578,0.13586782,0.08229423,0.42035925,0.7870208,0.20032999
0.013352446,0.08157162,-0.007805763,-0.07710786,0.19021913,0.67427623,0.044828422
0.080502816,0.1140888,0.55251324,0.17823055,0.24031164,0.891282,0.22812486
0.44935948,0.24740969,0.3050178,0.19217,0.7202865,0.5792938,0.3825423
0.7043727,0.11903286,0.17419598,0.06881236,0.3114041,0.5893997,0.1374353
0.65200365,0.19406587,0.2742404,0.14756995,0.5346868,0.51513314,0.17577055
