size_D,duration_D,app,har,ifc,source,nlan,t04,t05,t07,t08,t10,t11,t12,Generated_Var_4,Generated_Var_6,Generated_Var_9,Generated_Var_12,effort_D
0.1549075,0.17889372,0.59560907,0.63654,0.7619097,1.2051736,0.054655023,0.33590978,0.5544629,0.3850966,0.11282992,0.45590302,0.28388396,0.85954946,0.16265343,0.2032063,0.34812576,0.56913286,-0.00097046327
0.34667534,0.34074524,0.7047044,0.7284369,0.7490108,1.3761706,0.6154845,0.40201804,0.6484947,0.5049754,0.2233192,0.5743326,0.6927759,0.80845255,0.5156867,0.57071567,-0.04707475,0.22906914,0.21917523
0.37661594,0.17877993,0.49512818,0.6993218,0.4394649,1.1811007,0.73777705,0.30611312,0.78163326,0.55544484,-0.027611323,0.6727425,0.7785513,0.8940819,0.57794106,0.53839517,0.083533034,0.34954318,0.12987773
0.40405485,0.072714925,0.35329697,0.6905471,0.26395088,0.9445251,0.79884094,0.2783341,0.8746662,0.55432963,-0.1811132,0.7513093,0.7854689,0.8939347,0.56957066,0.46864766,0.3107348,0.58832496,0.019737184
0.24878919,0.08428931,0.44894007,0.60478055,0.4649363,0.90503174,0.41037816,0.30222246,0.7232311,0.46925303,-0.10773884,0.61676705,0.49738076,0.93674254,0.33241898,0.28923967,0.45405266,0.66629446,-0.05104301
0.25539562,0.2820496,0.65076834,0.78563327,0.9370935,1.4799212,0.47337973,0.43611225,0.5971291,0.46229753,0.23148318,0.55211115,0.6516797,0.8504007,0.42336866,0.52993226,0.023440622,0.35442454,0.14597616
0.267344,0.09396113,0.4858161,0.6247048,0.51508564,0.90420544,0.36209527,0.3783564,0.78651905,0.59848,-0.07279766,0.7091579,0.38910565,1.0206292,0.24008223,0.23329154,0.803849,0.9847932,-0.116565384
0.34545803,0.085269704,0.37952232,0.6202584,0.29226947,0.84373975,0.6521629,0.27761897,0.8072916,0.5177728,-0.15496689,0.67164934,0.64659894,0.84873927,0.44227257,0.39489046,0.37715366,0.63558996,-0.0010762131
0.15294054,0.19244862,0.5901445,0.66061366,0.8052958,1.2216653,0.17287615,0.36756232,0.48481023,0.33882558,0.17055094,0.45106834,0.37951356,0.78261966,0.2340704,0.3140682,0.16478874,0.4144925,0.058340054
0.12543184,0.12261279,0.563112,0.74323666,0.922112,1.4295915,0.22538152,0.41316298,0.5695838,0.37315962,0.17852385,0.47496372,0.46708992,0.81878793,0.2507565,0.35656884,0.1976241,0.5438131,0.028826496
0.5022291,0.4280146,0.79017365,0.86060184,0.7677418,1.7124342,0.962961,0.40603113,0.87195385,0.70571756,0.28261063,0.7191911,0.9749462,0.95102143,0.77476573,0.7711793,-0.11281614,0.20916563,0.3442824
0.10815072,-0.008379506,0.40609142,0.69690984,0.7320558,1.2267326,0.17945696,0.3976649,0.6659759,0.37782952,-0.028807577,0.4591712,0.41714603,0.863754,0.19633572,0.21701176,0.44383666,0.7610586,-0.09463685
0.3060106,0.31879923,0.77994627,0.81745267,0.98192334,1.7062938,0.51558524,0.46718156,0.6699171,0.44467217,0.24257962,0.57134336,0.70409995,0.90782684,0.48120087,0.5960686,-0.120052144,0.2839468,0.20746686
0.31555453,0.3865937,0.84897435,0.7795755,0.9101454,1.5593362,0.46435502,0.4363372,0.61186075,0.4440169,0.3014772,0.56947607,0.6147461,0.8940898,0.4642469,0.5271191,-0.026205577,0.2754787,0.20774087
0.23088722,0.06494147,0.37649179,0.5997583,0.48612335,0.9150081,0.4857013,0.30353028,0.6803144,0.46060714,-0.0438696,0.5632054,0.53215903,0.7845622,0.33612514,0.37266442,0.38258773,0.6148934,-0.006333689
0.17519432,0.08032734,0.35036653,0.55329645,0.5563463,0.82468265,0.3650799,0.32267532,0.5564047,0.37783366,-0.02117766,0.49615893,0.42839855,0.7026907,0.2515881,0.2988826,0.36076364,0.56688607,-0.020401489
0.19091308,0.23061392,0.57965106,0.6775013,0.81997013,1.217338,0.3653774,0.4115429,0.50832736,0.3941637,0.1872144,0.48778775,0.4941715,0.7558043,0.33592445,0.42182198,0.092989475,0.36413443,0.09959209
0.23587406,0.24226588,0.62224543,0.7596511,0.89489543,1.4324081,0.450801,0.44039595,0.57005775,0.43994448,0.20266542,0.5340428,0.6110774,0.8491359,0.40542173,0.50809324,0.032535207,0.35838115,0.1254121
0.24114129,0.28508106,0.69464195,0.6634457,0.71654475,1.2050556,0.33203354,0.41176945,0.5203413,0.4351177,0.18548064,0.5388634,0.44908443,0.8822209,0.33685797,0.41003278,0.12587021,0.33119422,0.106374696
0.36620575,0.36959922,0.7755845,0.82027805,0.85523427,1.572974,0.6676017,0.42382944,0.68563914,0.5411562,0.267648,0.6095359,0.77660143,0.89917684,0.5524602,0.62376076,-0.07326466,0.25054947,0.24252403
0.5250915,0.34139958,0.6940688,0.7790704,0.4923166,1.3557335,0.979301,0.3300509,0.9156718,0.74809414,0.055055253,0.8368965,0.9244731,1.0454293,0.7208127,0.70168096,0.092347905,0.35770828,0.23276609
0.23713389,0.2383498,0.6502998,0.66274554,0.6997583,1.1628863,0.3419074,0.37871534,0.54887617,0.4378069,0.1323755,0.54348415,0.4710187,0.8730666,0.32912648,0.38063464,0.16196191,0.35571226,0.08741599
0.2904433,0.31759307,0.6628802,0.6965889,0.74609804,1.2532247,0.47984353,0.4006909,0.56074035,0.46850228,0.18484339,0.56571454,0.57490945,0.8273635,0.4121922,0.49241742,0.060296938,0.29453754,0.15143612
0.17549959,0.024635756,0.2890779,0.5315871,0.4675196,0.75543416,0.31982976,0.2938643,0.5728009,0.35512766,-0.086815484,0.4774052,0.37775937,0.69766694,0.20453626,0.22032097,0.45342413,0.6636168,-0.076142706
0.25627187,0.41632652,1.0171939,0.9928675,1.2988107,2.1330266,0.27594525,0.50660545,0.6649121,0.39691895,0.4231063,0.5841672,0.6576227,1.1057116,0.45023024,0.5427783,-0.09060546,0.3925838,0.21466646
0.5633611,0.31980753,0.6398657,0.8194545,0.4118171,1.4392225,1.0787188,0.34058392,0.99763286,0.7650001,-0.018381272,0.88235414,1.0132731,1.0791426,0.7475894,0.7271591,0.12648174,0.4213506,0.22094734
0.22307634,0.24500611,0.63109636,0.8570141,1.102222,1.6215959,0.44277865,0.45324898,0.6172476,0.46834224,0.3073839,0.5407894,0.6634319,0.83916456,0.4150369,0.53604275,0.04848756,0.4404273,0.130175
0.25317276,0.3477245,0.9480978,1.0401274,1.3623346,2.1923954,0.36382306,0.5401612,0.6980758,0.49679568,0.3924018,0.61691785,0.7403527,1.1281267,0.4819573,0.6065561,-0.047293372,0.46023518,0.20573273
0.20882376,0.2816486,0.7140063,0.7795694,1.0112965,1.5792584,0.3162574,0.43113002,0.56914747,0.35272685,0.26726535,0.49279225,0.56849754,0.83794975,0.3728645,0.47046477,-0.026720695,0.33533183,0.14899549
0.1864877,0.18997113,0.6466967,0.8394147,1.067595,1.6299757,0.35650757,0.46284667,0.59677577,0.43284747,0.2847688,0.5393003,0.58994865,0.9123576,0.36595798,0.4700136,0.106808096,0.47906676,0.10527288
0.44873443,0.36403272,0.6934481,0.83599424,0.74663484,1.529747,0.85221833,0.37778297,0.7738842,0.65420127,0.27401313,0.6441938,0.8956007,0.86715627,0.6750675,0.71678495,-0.058616593,0.2560304,0.28016552
0.3026293,0.48030356,1.2005597,1.2194824,1.6887511,2.7455828,0.35692772,0.60412675,0.8574097,0.48256347,0.52564716,0.65768784,0.87131065,1.2936246,0.6019624,0.6992804,-0.19759403,0.48894846,0.2910944
0.6489743,0.4632024,0.84296215,0.86941355,0.5689046,1.6428492,1.206605,0.32696655,1.0628983,0.88067585,0.14788106,0.9372166,1.102098,1.1373549,0.89515144,0.8678561,0.015008044,0.29740375,0.33987588
0.47377673,0.6367171,1.3029158,1.1829357,1.3624899,2.5095172,0.66718185,0.6168469,0.88821745,0.6328421,0.4882814,0.7892135,0.9185004,1.4674838,0.7358824,0.80578166,-0.21694049,0.31793907,0.36879942
0.48232627,0.45009044,0.89201295,0.8443061,0.73941207,1.5974591,0.7528869,0.41171962,0.7952653,0.64857763,0.2388465,0.7053317,0.79473686,1.0455265,0.6762064,0.6393861,-0.04773,0.22644863,0.26765913
0.21020338,0.21126133,0.78575975,1.0923557,1.4060508,2.2224205,0.4129692,0.5748034,0.7662202,0.5424566,0.36832348,0.6485157,0.80348533,1.1327727,0.43973786,0.61813164,0.12609084,0.67874956,0.107484825
0.19887742,0.0038753413,0.26888174,0.5565431,0.41358915,0.80812436,0.4490987,0.31875354,0.64782095,0.407595,-0.1306239,0.5715029,0.47252026,0.755733,0.26783523,0.29574347,0.47451934,0.70704603,-0.087874815
0.22887683,0.25995347,0.80859286,0.9851968,1.2980596,2.0795708,0.32587984,0.5062288,0.67571557,0.4349916,0.31440207,0.56570876,0.7242641,1.0606459,0.43307224,0.5729747,-0.02765929,0.473782,0.1527192
0.27372414,0.11464822,0.39131737,0.6135636,0.4231491,0.9845133,0.5334107,0.34382173,0.683885,0.45508978,-0.09942646,0.60480183,0.5687213,0.83145404,0.36502138,0.40745002,0.25947037,0.5038111,0.010515362
0.13057631,0.0314657,0.38841993,0.62832105,0.6728474,1.0756512,0.21723092,0.35570148,0.5721365,0.35118762,-0.0010843435,0.4414597,0.3964615,0.75891834,0.17914557,0.2300444,0.371659,0.6403796,-0.05788406
0.22199388,0.2666277,0.68928784,0.82308775,0.9885627,1.555783,0.35558504,0.4395155,0.5653058,0.44518876,0.27136487,0.5348748,0.58177686,0.8653847,0.36917275,0.4949102,0.032036133,0.38924515,0.13653035
0.2317311,0.058496185,0.36005935,0.54879683,0.3945679,0.8176889,0.41051707,0.28372964,0.6542187,0.39279142,-0.1212681,0.54720014,0.46106565,0.8016922,0.31231686,0.28600416,0.34380132,0.5655613,-0.029684037
0.33867857,0.44451332,1.0535693,1.152813,1.5012612,2.4264054,0.545863,0.58215207,0.81793535,0.5777658,0.46714985,0.6757551,0.90553534,1.228855,0.6253809,0.7391761,-0.13020635,0.46362582,0.29036155
0.4590197,0.2591544,0.55834407,0.85191506,0.6853415,1.5424472,0.9364556,0.39899936,0.8858639,0.6920984,0.11185381,0.7605938,0.947758,0.97013545,0.665129,0.70717496,0.06063652,0.4068805,0.21683337
0.1968042,0.23726386,0.58895475,0.6482075,0.78472114,1.1836772,0.33632845,0.40615764,0.49285257,0.38082543,0.18036355,0.48776957,0.46618086,0.7612275,0.31788418,0.41153336,0.09945528,0.34316617,0.09458471
0.21698667,0.23757055,0.7578092,0.9384066,1.1655961,1.877917,0.39207485,0.5246226,0.6658186,0.49964452,0.3061785,0.59976333,0.6745715,1.0092946,0.40224344,0.57101804,0.048552193,0.51559687,0.12353269
0.2655105,0.29910064,0.77319515,0.93644965,1.1402434,1.8810822,0.5246029,0.5495039,0.70149755,0.4887679,0.2829399,0.6218092,0.7651735,1.0496141,0.49837327,0.62767607,-0.065640226,0.42750138,0.17763403
0.48769265,0.32263523,0.61768645,0.80789953,0.6231196,1.514157,0.97014153,0.36018527,0.86008847,0.70020884,0.14222537,0.74041027,0.94882345,0.9315223,0.70555925,0.72214043,0.006268144,0.30021855,0.26726338
0.3948111,-0.1883031,0.18920508,0.7347384,0.060710207,0.76378036,0.85284853,0.25310653,1.0786568,0.60033435,-0.4248229,0.8693361,0.746024,1.0095828,0.49530146,0.3253992,0.82233554,1.2069093,-0.19295147
0.6605865,0.47514668,0.88703746,0.9319912,0.62441707,1.764148,1.2867688,0.34346005,1.0749863,0.9076097,0.22788234,0.95096564,1.1642251,1.1536734,0.9697795,0.9012667,-0.01397631,0.2721047,0.3693594
0.3055886,0.2665833,0.57770103,0.67011154,0.6275387,1.1336361,0.56202143,0.36395788,0.62718546,0.48602143,0.09792276,0.5732336,0.63004565,0.8054682,0.44075337,0.483063,0.09012718,0.32490104,0.12960069
0.4056467,0.10589884,0.38325134,0.67715245,0.28046468,0.9211327,0.78639954,0.27150136,0.8720342,0.5891301,-0.15196525,0.73840845,0.75783116,0.87918913,0.51741403,0.4648824,0.37910822,0.65407836,0.024970435
0.16372323,-0.019377558,0.29857528,0.7363375,0.7401401,1.2142228,0.430918,0.4062878,0.63346815,0.37210494,0.027651101,0.47818223,0.5947561,0.7306062,0.32552746,0.3629142,0.26109222,0.63304543,-0.03127645
0.26300383,0.41436675,1.1771464,1.233466,1.7399572,2.8078907,0.28444636,0.6028407,0.8680793,0.47730792,0.49671033,0.64679044,0.8685549,1.3585352,0.5742612,0.67800707,-0.13296945,0.5638155,0.2533808
0.15701817,0.22030728,0.65673125,0.7519829,0.95477223,1.430952,0.2696214,0.44143453,0.51753956,0.41518533,0.25812078,0.5042033,0.47651896,0.82488,0.29404026,0.41870558,0.12219141,0.4359067,0.0971895
0.23899846,0.28997892,0.7157499,0.86561465,1.1099453,1.6754984,0.4310789,0.4671717,0.6241807,0.48347872,0.29945338,0.5510793,0.66521055,0.8868322,0.43727213,0.5575691,0.019046873,0.40903467,0.16297996
0.28140783,0.28733477,0.63676,0.7225235,0.7925781,1.3228711,0.52617157,0.4036618,0.58954495,0.47751644,0.1946102,0.5416601,0.63912857,0.79973644,0.44882774,0.52477545,0.0010786426,0.28076077,0.17266726
0.2288411,0.29682028,0.79918504,0.8825542,1.0857816,1.7592225,0.34385198,0.48551223,0.61248875,0.46100605,0.3024216,0.5667886,0.6047316,0.9662623,0.393327,0.5210601,0.005462815,0.40770745,0.15382756
0.1815486,0.23357856,0.6225741,0.77541256,0.9782883,1.4465921,0.3507792,0.4359206,0.5490021,0.4308384,0.24952874,0.50405073,0.5466331,0.7950781,0.3468659,0.46121082,0.08676189,0.42088872,0.10814104
