rely,data,cplx,time,stor,turn,pcap,modp,Generated_Var_1,Generated_Var_2,Generated_Var_4,Generated_Var_7,actual
0.25961944,0.38684693,0.22227053,0.001212379,-0.074455425,0.31083107,0.4076514,0.5740924,0.14611602,0.245633,0.32613772,0.4655776,-0.0065044286
0.23891783,0.3473391,0.17673895,-0.042960968,-0.10143827,0.31610832,0.380832,0.5763397,0.122458175,0.19043717,0.29626387,0.41066316,-0.014661639
0.20224711,0.23985276,0.18192202,-0.09911229,-0.116843194,0.27943543,0.3573355,0.47998744,0.10837846,0.1396006,0.174459,0.2671677,-0.0136019075
0.22956245,0.28277317,0.21380794,-0.0024844408,-0.040585265,0.2702242,0.36466673,0.47974455,0.16983671,0.19444123,0.29031104,0.34499812,-0.03049976
0.28093803,0.4059647,0.1785891,-0.0228739,-0.16273871,0.3036607,0.4391032,0.63287634,0.10341048,0.21179025,0.26596585,0.45958894,0.026143458
0.41005424,0.3995701,0.26552373,0.10567644,0.035615698,0.31266412,0.38924575,0.5246313,0.23248678,0.30039454,0.44794852,0.54964113,0.011536797
1.4296443,0.80247855,0.7359934,0.5994669,0.58345836,0.6249402,0.606811,0.8368497,0.7933978,0.66459733,1.0829424,1.4890598,0.25344354
0.23489451,0.35639614,0.17774348,-0.111277595,-0.18539116,0.348849,0.43959945,0.626246,0.05522245,0.15100574,0.20284376,0.4217254,-0.0076519353
0.24096176,0.33345604,0.19709547,0.002877852,-0.087437764,0.28310657,0.35343868,0.48577014,0.13298261,0.15158558,0.27705902,0.3846087,-0.004900312
0.22645311,0.2894515,0.15610099,-0.11456834,-0.13879353,0.30926207,0.37036508,0.54495364,0.093290575,0.16719621,0.20413888,0.32424903,-0.002562984
0.19179454,0.28343716,0.14843732,-0.06490235,-0.1093369,0.2953325,0.31799906,0.5031994,0.06300455,0.085403234,0.20559266,0.3041091,-0.0024930318
0.4684936,0.6135719,0.29064295,0.13785288,-0.1346463,0.4000344,0.5069022,0.7349661,0.21053433,0.22955568,0.4987526,0.77538633,0.025957137
0.23430553,0.36304206,0.18602766,-0.15072116,-0.22727993,0.37461457,0.4422527,0.7006357,0.012033537,0.13522658,0.14908095,0.42096594,-0.001977419
0.25635618,0.31364706,0.2153828,0.022360459,-0.014668494,0.275626,0.36609554,0.49460056,0.16886374,0.21445405,0.32415164,0.39028504,-0.018506952
0.41262004,0.461856,0.24538152,0.09319422,-0.045740314,0.3274646,0.37335837,0.5145216,0.18887624,0.19009957,0.41880298,0.5585301,0.020232787
0.19196935,0.2461918,0.19630575,-0.07442142,-0.101943925,0.272368,0.3581132,0.48074853,0.12026758,0.124725714,0.18093996,0.275298,-0.013332122
0.18072116,0.2598381,0.17954718,-0.094348595,-0.13152611,0.2743686,0.3690697,0.48732778,0.09225083,0.12242752,0.1638302,0.28536105,-0.009134071
0.2549209,0.25624534,0.26001197,0.023089817,-0.0061149746,0.28546935,0.35412952,0.46520725,0.22442402,0.20776942,0.325885,0.3265059,-0.04858699
0.20908633,0.25110632,0.17364243,-0.12251745,-0.13740933,0.2942788,0.3503647,0.5301983,0.06211578,0.13943592,0.14017537,0.28193188,-0.005142426
0.23500998,0.29775208,0.15823776,-0.10997437,-0.14853121,0.30062827,0.39606968,0.5317276,0.100022,0.17108351,0.20000944,0.34812936,0.000490054
0.2429208,0.30730203,0.19614385,-0.014918119,-0.05638656,0.28027734,0.3594384,0.5020486,0.15147759,0.20110203,0.2919159,0.3696741,-0.013649878
0.25261596,0.2506839,0.19103546,-0.099456504,-0.118059516,0.32364827,0.39612725,0.5651748,0.075969964,0.08521249,0.15085721,0.316563,-0.00239714
0.26042253,0.3399353,0.15857933,-0.13811478,-0.19048172,0.36373535,0.4121825,0.64492124,0.08314625,0.17527744,0.22293717,0.3900893,-0.0005553323
0.22387214,0.23824027,0.17220972,-0.16164345,-0.16684246,0.30950445,0.38114598,0.5482886,0.061308667,0.12848541,0.1124804,0.2763676,0.00036808662
0.27412438,0.3261082,0.194832,0.012219202,-0.041631095,0.2646255,0.36252934,0.47797763,0.14565061,0.19112906,0.3041853,0.40130615,0.0046910103
0.24609245,0.32846278,0.21075423,-0.0856241,-0.14860599,0.3553352,0.45993826,0.62678283,0.1200721,0.14354876,0.22912554,0.41096786,-0.011382383
0.341253,0.39002055,0.2395075,0.047714375,-0.034511596,0.27212337,0.39555985,0.5316226,0.18959793,0.24521266,0.3627813,0.49577335,0.019555822
0.21789753,0.32987362,0.19713897,-0.036573622,-0.12777567,0.28709692,0.3488092,0.4932636,0.0700251,0.11782952,0.20589735,0.34739703,-0.008323766
0.22299713,0.2532484,0.22926696,-0.025003362,-0.05181914,0.28225923,0.3579537,0.47803822,0.17794812,0.18661785,0.27232063,0.31891656,-0.03517242
0.19019556,0.313419,0.19791085,-0.059856016,-0.13410799,0.31129915,0.37945387,0.55889505,0.1102665,0.16206747,0.21077178,0.347498,-0.013369522
0.21590164,0.26269844,0.19212571,-0.12832752,-0.15819228,0.3220945,0.3988851,0.5573117,0.045891725,0.10428132,0.118884996,0.3202034,0.0015263755
0.24899621,0.3071974,0.21326347,0.0115484055,-0.021205805,0.2916027,0.36835957,0.50882953,0.17427833,0.18956,0.33489466,0.394373,-0.03171725
0.24357876,0.3465232,0.19415884,-0.001940038,-0.066278756,0.27819335,0.386667,0.5501585,0.13800377,0.18445645,0.2953624,0.4019887,-0.031167723
0.20957574,0.2636251,0.16409637,-0.10002649,-0.12711519,0.2804821,0.35947776,0.50123143,0.0921795,0.15556939,0.18899363,0.3022071,-0.012654117
0.23037398,0.24156478,0.23463245,-0.030101594,-0.05062235,0.28089595,0.35901272,0.46199754,0.17372757,0.18170473,0.25287253,0.30171934,-0.0285905
0.26944137,0.26419574,0.2724822,0.055370282,-0.00043685734,0.29060888,0.35658243,0.47388592,0.22195819,0.19320557,0.35331732,0.3484782,-0.031634852
0.21593133,0.38925263,0.214173,-0.12423588,-0.1975154,0.4198081,0.4500693,0.73657095,0.062180985,0.13755617,0.16874912,0.4293785,0.016976345
0.3352691,0.38153377,0.23344754,0.031570245,-0.020581283,0.33244684,0.4082267,0.55748534,0.17058867,0.24298902,0.37711793,0.5208019,-0.0026745284
0.25341067,0.31423748,0.2143979,0.02560842,-0.047642305,0.26040906,0.35230568,0.46286884,0.16056685,0.18019867,0.30755782,0.38570037,-0.020926133
0.2905203,0.35523045,0.21295257,0.049348153,-0.030171268,0.25682247,0.34137136,0.46702164,0.15136029,0.18264934,0.35035437,0.44154203,-0.0076255314
0.8002343,0.53405607,0.45608535,0.29626307,0.25606897,0.40222123,0.45370036,0.6336601,0.45270193,0.435345,0.6771138,0.8929124,0.124842286
0.23364379,0.34314504,0.16012214,-0.091017395,-0.14276864,0.32257992,0.3987219,0.59249985,0.09865294,0.18826765,0.25402844,0.3838808,-0.0019209208
1.4067941,0.70702744,0.7987202,0.60462964,0.6528411,0.640783,0.57055974,0.779589,0.8194369,0.67934173,1.1447703,1.4392351,0.2083533
0.71930426,0.510428,0.416687,0.24645224,0.20833573,0.42046827,0.46587777,0.6202209,0.3948222,0.395298,0.6649187,0.8700721,0.095173106
0.21359158,0.2945038,0.15506972,-0.10154286,-0.1562091,0.3387925,0.36782232,0.54627687,0.04069236,0.053479288,0.13185161,0.30275565,0.020446213
0.21355009,0.28959408,0.17380573,-0.029447231,-0.07582605,0.2571505,0.33881655,0.4763357,0.10377726,0.14938599,0.22785854,0.34674743,-0.027560469
0.21573833,0.2916726,0.16216724,-0.12888405,-0.16345294,0.31608415,0.3850238,0.56662273,0.06649079,0.15197062,0.17388546,0.33084032,-0.012253414
0.2492583,0.3038487,0.19036257,-0.072122395,-0.12838244,0.2852287,0.41750726,0.5449032,0.10054988,0.17184521,0.24435988,0.38061935,-0.021748032
0.21681283,0.31540152,0.16295895,-0.12492815,-0.16427955,0.32107633,0.39392197,0.5915474,0.059939492,0.14659622,0.1821641,0.3382508,-0.0050185546
0.8470942,0.52603346,0.47905824,0.32160145,0.33771777,0.4377231,0.45202434,0.62762475,0.4900898,0.46408015,0.7454598,0.9352919,0.10329613
0.32987532,0.40585005,0.25083473,0.06327517,0.0059339777,0.33619636,0.39087865,0.58060986,0.18388359,0.2620443,0.39835995,0.5337436,-0.014784721
0.21171811,0.26604632,0.18965551,-0.02878939,-0.06347698,0.28322297,0.3329584,0.48271292,0.14122675,0.14428733,0.26633623,0.31233528,-0.015483241
0.93518496,0.6404453,0.49441096,0.3296764,0.32108343,0.49260637,0.52022165,0.74180114,0.48680434,0.4955806,0.74322057,1.0610875,0.18727371
0.21361439,0.24829039,0.19467095,-0.097493276,-0.13132128,0.28931722,0.38705868,0.5105827,0.10783892,0.122981206,0.16600206,0.29986644,-0.01721171
1.093126,0.6644623,0.6303521,0.4465456,0.35704264,0.531879,0.5581718,0.74464846,0.64234304,0.51465654,0.9008111,1.2006458,0.16960467
0.23982239,0.35900575,0.17056164,-0.031373773,-0.10352366,0.28650817,0.37942126,0.56814146,0.0896606,0.21607357,0.29159147,0.41450068,-0.0068822997
0.4202314,0.42692164,0.30001763,0.111885116,-0.030417204,0.30146837,0.41729575,0.53627276,0.26131383,0.24587503,0.44716603,0.5978466,0.015235399
0.22930092,0.2977434,0.19299807,-0.04949538,-0.07953441,0.31088847,0.3659126,0.53136206,0.13476986,0.16759071,0.27561885,0.3527195,-0.015986033
0.2984807,0.3152126,0.23125537,0.047203198,0.03213497,0.30427793,0.35450736,0.50361127,0.20636493,0.2262807,0.3772611,0.4229664,-0.022003904
0.20025522,0.28656945,0.1888425,-0.14629379,-0.18719327,0.34684497,0.4002303,0.616737,0.055453382,0.12235953,0.11331517,0.3262434,0.0039466326
0.2395074,0.37355962,0.16450472,-0.036841583,-0.12424423,0.31672704,0.3955757,0.62962234,0.05396563,0.14372486,0.30418837,0.45922104,-0.005422609
0.30874932,0.3109177,0.23761849,0.03841467,0.025310658,0.28954107,0.36570373,0.48442268,0.22232172,0.24044989,0.3608321,0.41599086,-0.022208072
0.22607245,0.25509754,0.22274446,-0.01940908,-0.050265923,0.277949,0.3678408,0.47231358,0.16077311,0.17013752,0.2714012,0.3316096,-0.03351131
0.40793183,0.41043803,0.26108834,0.08745613,0.07027719,0.3352931,0.38354677,0.54268765,0.23640618,0.27733123,0.41776282,0.55533206,0.036295895
0.2692638,0.3739763,0.19943196,-0.04163741,-0.14040951,0.32619607,0.3792376,0.5237254,0.08915178,0.13517939,0.23927736,0.4052583,0.010814988
0.31575656,0.33501476,0.17363387,-0.21194668,-0.1952765,0.4566446,0.4820634,0.7683882,0.0018948913,0.03517502,-0.052081853,0.37024722,0.07156017
0.32235008,0.41839242,0.20304327,-0.26136848,-0.3118449,0.49546772,0.4895802,0.90002704,-0.063091874,0.1806596,0.076245464,0.48948556,0.033293236
0.26219207,0.29198042,0.2137675,0.012573263,-0.028550394,0.2734311,0.36629868,0.46994352,0.17830145,0.19890866,0.3148923,0.3838649,-0.035640605
0.49614468,0.44005543,0.28681827,0.13131423,0.07552658,0.32127675,0.39332998,0.54682314,0.2563451,0.3281543,0.47376066,0.61404145,0.05914142
0.7362545,0.48501527,0.40957844,0.2807989,0.2909061,0.37162378,0.41447985,0.5505366,0.43867895,0.40148228,0.63534373,0.81056416,0.09045588
0.24068533,0.37758368,0.20416531,-0.017926048,-0.13441108,0.3465266,0.4138986,0.6058366,0.11564242,0.14464255,0.3002203,0.44096512,-0.004356304
1.6747653,0.83549494,0.92891276,0.7195902,0.69662815,0.70313704,0.68338925,0.9393538,0.98474604,0.7488391,1.2646008,1.6958297,0.29310465
0.2032739,0.362543,0.2075808,-0.06850581,-0.15049964,0.3623346,0.41244066,0.64317185,0.10160126,0.17200409,0.22072935,0.406553,-0.0016136565
0.3320393,0.40929958,0.23528926,0.043264553,-0.044161983,0.32506877,0.40460718,0.60250574,0.17177516,0.25270528,0.39985365,0.5314611,-0.011214453
0.29338667,0.37891167,0.23971686,0.032419916,-0.056010872,0.32250994,0.41437435,0.5945747,0.16508591,0.21835068,0.37377477,0.51358503,-0.023805998
2.0660253,1.0992056,1.1231492,0.9167632,0.91870236,0.9090841,0.7616164,1.1119741,1.1755006,0.93899584,1.5938246,2.1479764,0.36005208
0.17505494,0.2949683,0.1721153,-0.064963534,-0.093774304,0.27472225,0.3396634,0.4944893,0.0858989,0.12316342,0.18361089,0.29838294,-0.0059666354
0.2441989,0.3523571,0.151252,-0.090759665,-0.14279367,0.33753705,0.3912535,0.604169,0.10337321,0.18758073,0.26388144,0.40344384,0.0018736785
0.3609402,0.36011353,0.22956902,0.08518022,0.053054743,0.29589546,0.33237877,0.4618076,0.21924338,0.2127239,0.39373124,0.47165164,0.011971526
0.23892671,0.3240933,0.21011469,-0.011882804,-0.09631258,0.27972716,0.38274083,0.4898908,0.12946095,0.1661285,0.27123055,0.40358314,-0.018698052
0.5660237,0.4276132,0.34180394,0.18829046,0.12095206,0.34013048,0.42235383,0.5542334,0.34883788,0.3076297,0.53343624,0.68738353,0.05209845
0.22607921,0.28505066,0.16899818,-0.15695046,-0.18266866,0.33211276,0.40802827,0.57374996,0.05271752,0.13908474,0.11162907,0.3209898,0.012725737
0.59163284,0.4641858,0.34458938,0.19732505,0.19628514,0.38723788,0.41139948,0.58500034,0.33939445,0.36187416,0.59647316,0.7359545,0.030752804
0.33272636,0.41062963,0.21208905,0.028521288,-0.07167277,0.29604653,0.39471605,0.57450247,0.14130671,0.25701314,0.3756252,0.5017972,0.0015893395
0.25128058,0.30588692,0.21970363,0.015901763,-0.022473812,0.28261775,0.36701134,0.4947562,0.18418643,0.20935717,0.3225168,0.3841824,-0.025432572
0.19588542,0.2751277,0.18940322,-0.05412488,-0.10684712,0.28149557,0.3556101,0.49657744,0.11565953,0.15858814,0.21255505,0.3295195,-0.018111985
0.5660496,0.46742153,0.3258745,0.17687348,0.13706478,0.35168207,0.40761742,0.5836957,0.3057729,0.34271014,0.5517247,0.7030095,0.047864057
0.2782721,0.35194907,0.21877293,0.040777225,-0.036810905,0.26202628,0.35809326,0.49300894,0.12764841,0.19751802,0.3310292,0.4270578,-0.0077727595
0.62594336,0.4848315,0.34344625,0.17939708,0.1655721,0.37613824,0.42895025,0.59222776,0.3497983,0.36226434,0.53758425,0.7336606,0.08969851
0.46026295,0.4724877,0.27379888,0.0992551,0.08261068,0.39958844,0.43307284,0.642272,0.24624512,0.3117634,0.4758011,0.6508062,0.043170847
0.80547917,0.56880087,0.46012622,0.3038023,0.25141218,0.42148632,0.45772603,0.6591569,0.44308615,0.45063525,0.70833945,0.9332888,0.10858271
0.20175815,0.267138,0.1944632,-0.09471853,-0.14311025,0.30924606,0.3764154,0.5343036,0.09007556,0.11121592,0.15072982,0.3000908,-0.0011738455
0.22878867,0.358147,0.19921099,-0.19962025,-0.22517067,0.45260158,0.45865688,0.7570867,-0.0018889159,0.12847959,0.054560974,0.38858727,0.041179825
0.22890244,0.3429783,0.18609776,-0.1487618,-0.1959165,0.38868576,0.444264,0.6583303,0.07303671,0.14570084,0.14796022,0.3930258,0.016348224
0.20456132,0.2934404,0.19999713,-0.04301201,-0.09263587,0.29781523,0.3950423,0.5267688,0.12473009,0.14515129,0.23265414,0.35604474,-0.028740514
0.26698348,0.30831602,0.22979839,0.061009236,-0.015397236,0.2962805,0.33438253,0.46497476,0.17742498,0.14876495,0.3451544,0.37619886,-0.017256767
0.25301915,0.3574047,0.22380994,0.026730202,-0.066148385,0.2750153,0.3800411,0.5448478,0.12570694,0.19082475,0.32861882,0.449187,-0.011087119
1.1665618,0.655109,0.6596923,0.48636281,0.5272553,0.5559999,0.51039803,0.7208549,0.67606384,0.5843381,0.9752521,1.2386217,0.16691712
0.7060649,0.51103747,0.3754146,0.24443823,0.21627752,0.37302858,0.4138696,0.5870058,0.3834673,0.3788687,0.6036452,0.79263675,0.0978819
0.25834185,0.36067998,0.20814364,0.04122784,-0.04316567,0.29079133,0.38364545,0.5436191,0.15542659,0.19996858,0.333705,0.45471352,-0.010183451
0.283023,0.35316047,0.18913083,0.02702045,-0.03861294,0.29262942,0.3270195,0.473052,0.13333037,0.14438632,0.311727,0.39258498,0.019884145
0.26887578,0.36108366,0.19838189,-0.013079215,-0.09910256,0.30723968,0.38767087,0.5201327,0.123348296,0.17545822,0.2987693,0.42967138,-0.0023494777
0.32495946,0.3420183,0.2531235,0.06921218,0.046042282,0.30632225,0.36634418,0.5070133,0.22122549,0.2481778,0.403902,0.46128625,-0.019038245
0.612269,0.45174256,0.3653889,0.22069736,0.14613596,0.35734007,0.41255078,0.54722756,0.36193928,0.3308177,0.57546085,0.7276164,0.04762902
0.21187213,0.30315903,0.20327146,-0.0186475,-0.087493,0.24722525,0.34576154,0.48810184,0.097211175,0.15725707,0.25793642,0.36657274,-0.025503382
0.23120259,0.24857396,0.17486298,-0.13865647,-0.13930608,0.30900195,0.38412458,0.5492537,0.07876238,0.0979888,0.108795114,0.29376367,0.009999933
0.45835105,0.3751306,0.29534197,0.13544069,0.13387202,0.31231326,0.35525027,0.4815391,0.29100126,0.28923404,0.4698075,0.54728615,0.013213142
0.28829032,0.36120197,0.2150005,-0.12630261,-0.19231734,0.40528554,0.5093783,0.69949895,0.12200563,0.11683605,0.16699846,0.42733732,0.018058
0.22821544,0.28860536,0.18186447,-0.09743333,-0.13686638,0.30639797,0.4047145,0.5695021,0.084326096,0.155718,0.23069799,0.3482646,-0.02092645
0.20191829,0.28549698,0.20065527,-0.035222586,-0.08658607,0.28423882,0.37057093,0.51613826,0.13913229,0.18383716,0.25097764,0.35043436,-0.02945128
0.24801333,0.25827095,0.15568967,-0.22589451,-0.23032153,0.35796177,0.4018791,0.64825994,-0.022577904,0.11499983,0.038950495,0.30919263,0.015646206
0.23125255,0.2659726,0.21450853,0.0019108001,-0.036617033,0.2627799,0.35428855,0.45614883,0.17681164,0.18282911,0.29040095,0.32640246,-0.038364165
0.6522224,0.46149546,0.3783685,0.2229987,0.2183959,0.3588424,0.40648246,0.540519,0.3759751,0.36947364,0.57925314,0.7450615,0.0821135
0.1895089,0.2389661,0.19223946,-0.060467,-0.085419774,0.272384,0.34709316,0.4566707,0.12787165,0.12172572,0.18119185,0.2643682,-0.026103146
0.31796128,0.31732783,0.2368196,0.052630857,0.0361249,0.29471087,0.36082977,0.47930735,0.21888372,0.24008884,0.37971285,0.43780735,-0.023228515
0.20732045,0.32708013,0.20208538,-0.10458352,-0.17152238,0.364416,0.41474596,0.63139534,0.09502311,0.16802344,0.1931398,0.37617242,-0.0036314856
0.5412097,0.42922002,0.34764567,0.16966607,0.12349577,0.35241812,0.40841287,0.5234898,0.32848194,0.3236362,0.54195696,0.6861205,0.047228195
0.2766341,0.31978643,0.2090115,0.009308433,-0.014613308,0.30573335,0.36115804,0.51670074,0.17101075,0.21626061,0.34631455,0.41534856,-0.015661355
0.41388604,0.3899071,0.25903904,0.088673726,0.063298196,0.3146622,0.38513708,0.5108283,0.23191299,0.2879113,0.42748117,0.5518297,0.015808592
0.2431186,0.26417968,0.17429288,-0.21746537,-0.20797798,0.37906182,0.41464424,0.6697286,-0.040145487,0.043808237,-0.05546911,0.32848483,0.027742375
0.31435657,0.42128608,0.23359637,0.03518087,-0.093563855,0.33047807,0.4275764,0.6151655,0.15405883,0.204383,0.37088132,0.5561235,-0.014962674
0.27261174,0.41939846,0.16373104,-0.0007909741,-0.13792983,0.34700078,0.35798255,0.58707994,0.07517786,0.10307198,0.31680986,0.44845873,-0.0012480123
0.2726595,0.35938463,0.14435963,-0.19758506,-0.23289686,0.41819322,0.47240227,0.7204788,0.015012011,0.1266668,0.12545666,0.4036537,0.0228489
0.22768077,0.24896234,0.18053661,-0.15109862,-0.15362191,0.3318069,0.40703595,0.572096,0.06620185,0.096239254,0.13141815,0.3066275,-0.016243156
1.0601621,0.6901594,0.587442,0.41159242,0.30714428,0.4850673,0.5245787,0.7534447,0.574039,0.5354783,0.8053186,1.1353837,0.20678042
0.22162539,0.30450287,0.16123226,-0.09336169,-0.114114255,0.3207181,0.3533882,0.5705171,0.05058515,0.12462048,0.18245716,0.37439305,-0.016593326
0.2369364,0.33342588,0.18733148,-0.080253914,-0.16163284,0.330665,0.3949377,0.5551325,0.059194427,0.11917202,0.17988178,0.35246783,0.010963999
0.21380138,0.27638394,0.19390664,-0.097642615,-0.1347545,0.30892986,0.41287252,0.5568358,0.06473387,0.10370736,0.14104553,0.3456742,-0.013320814
0.35539386,0.35630944,0.23700263,0.06763996,0.046214588,0.3208043,0.37731883,0.52107614,0.21375185,0.25787708,0.4150191,0.5158297,-0.0012209741
0.5243187,0.55073315,0.30383363,0.108891815,0.02764443,0.44024006,0.48253375,0.71944886,0.25117972,0.31703228,0.45414424,0.74275756,0.09866737
0.4818834,0.48438758,0.31052563,0.1342741,0.071889035,0.3678624,0.41107547,0.6236482,0.24667718,0.29051203,0.49551177,0.69123054,0.05822205
0.22321244,0.40520918,0.19983,-0.05037399,-0.14161654,0.33787206,0.43358377,0.68597335,0.09984069,0.17541352,0.27783388,0.4582222,-0.02730719
0.2456156,0.32700285,0.1998387,-0.047371034,-0.08731501,0.3242448,0.40017843,0.5691907,0.1520643,0.18815854,0.29676715,0.40407985,-0.023822602
0.24587068,0.28216276,0.20308463,-0.03379703,-0.09079726,0.27842724,0.38474566,0.49472183,0.13955054,0.16371483,0.26326305,0.35164762,-0.01903138
0.3213401,0.3890825,0.19717108,0.04197226,-0.022831641,0.3132701,0.3437192,0.5169753,0.16225088,0.17084375,0.33116764,0.44890612,0.02743427
0.799759,0.527904,0.44676843,0.3069865,0.2689206,0.42097357,0.47381392,0.6466521,0.46333274,0.42010337,0.7143266,0.91769135,0.09486466
0.2372491,0.30031693,0.19254382,-0.04827262,-0.079956904,0.29450083,0.37248817,0.52510554,0.12887086,0.17973702,0.26578856,0.36396876,-0.015546081
0.52032715,0.48516852,0.2861409,0.10430473,0.03496966,0.36852556,0.42444095,0.6420656,0.24430023,0.34019494,0.4518752,0.63237464,0.10031193
0.19402377,0.262874,0.17409943,-0.10817261,-0.12452355,0.30798754,0.3797821,0.5319849,0.08494595,0.07776829,0.11533486,0.29687732,-0.002591637
0.25668824,0.47369134,0.23074447,-0.018312965,-0.08837718,0.3775628,0.40768287,0.6960718,0.08317516,0.17536697,0.28937894,0.5117551,0.036806244
0.40432444,0.3800479,0.24887174,0.09598394,0.05820668,0.28953928,0.36494294,0.50344586,0.22776823,0.27962875,0.41624117,0.51436865,0.0150493765
0.8782085,0.5930929,0.47419295,0.3243145,0.28006843,0.43129194,0.45623162,0.65394247,0.4637148,0.48186493,0.7313469,0.95211804,0.15566178
0.19808719,0.31877646,0.18144614,-0.059927274,-0.13792253,0.29008323,0.37955326,0.5275542,0.09228359,0.14142661,0.20048209,0.35487255,-0.0039963117
0.26120013,0.35046372,0.2155321,-0.03602102,-0.0925861,0.3373815,0.4102851,0.59618366,0.13888738,0.18990898,0.30984277,0.43599918,-0.015113938
0.22623281,0.27304393,0.1959771,-0.08481562,-0.102282524,0.3052067,0.37696832,0.52443427,0.11437071,0.17427337,0.22912493,0.33543667,-0.0103154
0.60993165,0.4615056,0.3428643,0.18671301,0.1949036,0.3676751,0.42865014,0.58153063,0.3461829,0.35353392,0.5562193,0.7321259,0.0828646
0.27286515,0.3073365,0.22655061,0.034153346,-0.014775269,0.28806156,0.38706177,0.5001852,0.18967208,0.2120959,0.34969044,0.42759416,-0.023804855
1.3543663,0.7275079,0.765301,0.56630725,0.57969844,0.62004185,0.57649416,0.79703623,0.77618134,0.6645892,1.1092856,1.4075489,0.22109
1.7685874,0.96213555,0.9764226,0.7708667,0.72309387,0.73392946,0.65180475,0.9569258,0.9829554,0.84722173,1.3128229,1.7720983,0.3388989
0.2190583,0.28679037,0.20463364,-0.04349025,-0.07831253,0.30096185,0.37294436,0.51774085,0.13474643,0.1596773,0.26713,0.35304296,-0.02985496
0.22856331,0.27394918,0.21687599,-0.0020974837,-0.040006496,0.26846644,0.36773658,0.4796455,0.16525209,0.1829884,0.2845935,0.3417161,-0.031374622
0.26731685,0.33218294,0.20269167,-0.0530026,-0.14002581,0.3267171,0.4382354,0.6072464,0.15379332,0.1592085,0.27448112,0.4032661,-0.0071694274
