size_D,app,har,telonuse,t02,t03,t09,t11,t13,t14,MI_size_D_t07,MI_size_D_t09,MI_size_D_t11,MI_size_D_nlan,MI_size_D_t02,MI_size_D_t14,MI_size_D_t10,MI_size_D_app,effort_D
0.050791662,0.4971181,0.15211643,0.166730150003809,0.30696175,0.3023897,0.17184079,0.33136214988172896,0.113004215,0.20948169,0.053216677,0.12648611,0.09893504,0.0568741134124468,0.0787116,0.4004477,0.218513133110788,0.17931396,0.32029447
0.10991295,0.17672342,0.056825116,0.13093282785596969,0.46631208,0.6457846,0.0415529,0.12351255741075345,0.5167573,0.42712218,0.14743315,0.017747518,0.14975944,0.06749999904999994,0.1163352,0.48802263,0.1422277585336655,0.08401529,0.19122288
0.026329901,0.46372592,0.11323421,0.15012573900754436,0.2736692,0.3336293,0.1259732,0.30844347850660875,0.11819683,0.18267426,0.024749663,0.10270834,0.09219965,0.026888157613289457,0.07589682,0.43953308,0.221880033312802,0.16419005,0.32431883
0.012080442,0.4311462,0.051415727,0.09723282583396956,0.21359548,0.35051155,0.07072067,0.28901974734118485,0.15218031,0.103462726,0.002322428,0.04966783,0.13260475,0.010728570643714238,0.08262183,0.49702162,0.24110014446600866,0.17618746,0.3423998
0.05525822,0.36050475,0.098829284,0.14122012847320772,0.35782543,0.4254207,0.13203701,0.2487442649246559,0.24751154,0.31060833,0.07976346,0.10131106,0.08306021,0.04761988985719339,0.0924608,0.42369327,0.1951406817084409,0.1040904,0.26489282
0.0316146,0.45813733,0.08019312,0.08428928005735681,0.24075332,0.34904465,0.09383085,0.2794985367699122,0.14161299,0.13754171,0.036074337,0.087510526,0.12981975,0.029661919779715187,0.05540384,0.44627368,0.22545696352741781,0.16465996,0.32166478
0.07762931,0.52437836,0.22652747,0.23312333398740004,0.40161714,0.2521991,0.24129853,0.3583853415031205,0.124385215,0.31344807,0.074350044,0.17354985,0.094236284,0.0795913347754801,0.09429479,0.38971817,0.20900307254018435,0.19438215,0.29968
0.053456668,0.4030764,0.063314736,0.04732182283930937,0.30584088,0.4216551,0.057992995,0.22800001368000083,0.17884675,0.13611302,0.065648004,0.066926196,0.13931884,0.020083438205006292,0.054441165,0.36789754,0.2177234130634048,0.14668822,0.27950788
0.009636518,0.4128449,0.03708206,0.10177431110645867,0.21814886,0.3722246,0.075891346,0.2771241866274512,0.18735339,0.11652765,0.009007882,0.036242556,0.13013405,0.007848691470921489,0.07662733,0.5063888,0.2469628148177689,0.16659151,0.33190006
0.057781573,0.5139307,0.11469625,0.03943830936629856,0.27613637,0.41112253,0.1240266,0.2755885865353152,0.086070836,0.11646989,0.06556052,0.094426885,0.13839476,0.04020852241251134,0.049955767,0.33070245,0.26459551587573094,0.16531385,0.3165766
0.032125544,0.410586,0.052928954,0.10439148626348918,0.22339961,0.36163312,0.07364309,0.269549916172995,0.17284118,0.116699964,0.04852997,0.061255712,0.13768962,0.023312244398734666,0.0744341,0.4531762,0.23653501419210085,0.17193687,0.31988427
0.029478956,0.4204933,0.057524607,0.12218474733108485,0.16924897,0.33758324,0.09464082,0.3015637180938231,0.16443482,0.09147471,0.039120216,0.05891403,0.1541856,0.03075755384545323,0.09940599,0.5092653,0.25886799553207973,0.18719009,0.38286
0.031144269,0.46573412,0.12249826,0.1632153197929192,0.2830377,0.30083773,0.12787604,0.3172493190349592,0.12973198,0.18652165,0.028404575,0.1067301,0.1051635,0.035623722137423326,0.08755622,0.4455576,0.2153726029223562,0.17466274,0.32306424
0.04458299,0.48293853,0.15961303,0.18477545108652707,0.33183488,0.2832396,0.18132645,0.3307615698456942,0.13647482,0.24283889,0.042925496,0.1280873,0.08468819,0.05359598521575912,0.09524511,0.4211074,0.20595671235740273,0.17155205,0.33364835
0.099007085,0.57556355,0.1816266,0.049962642997758586,0.36419764,0.43945462,0.20420519,0.285636267138176,0.030302148,0.16099897,0.11754532,0.15010564,0.12639694,0.0814964648897879,0.04818601,0.22515309,0.27350567641034057,0.1681303,0.29011303
0.0140842125,0.44280756,0.06898327,0.10550609133036548,0.23159686,0.34567258,0.10239565,0.29111926746715605,0.15253083,0.14741239,0.018086541,0.07449789,0.11004506,0.01672293900337634,0.075144514,0.47429383,0.21905699314341961,0.15734252,0.33300802
0.05574399,0.39930835,0.078124195,0.1876257512575451,0.1706529,0.320235,0.095701456,0.3084137885048273,0.17191778,0.13317078,0.06464569,0.08958675,0.14615163,0.0546568132794088,0.1177729,0.5355606,0.2538447852306871,0.19957519,0.36140463
0.0700966,0.3068821,0.06368315,0.17939685076381107,0.30474827,0.42939276,0.10473207,0.24293157457589448,0.33883616,0.27204424,0.10381499,0.058185752,0.12152116,0.05891933653516019,0.09868984,0.56431735,0.20487155229229315,0.14413284,0.25736547
0.026838128,0.41956055,0.07213652,0.13396591803795507,0.23634586,0.32466054,0.102085054,0.28828251729695104,0.15287149,0.16029903,0.033109333,0.076065615,0.11602764,0.024921465495287932,0.07981716,0.483252,0.21257123275427398,0.16082765,0.32078272
0.08864474,0.24095128,0.06312661,0.15661262939675777,0.39518455,0.5190898,0.06435928,0.17842331070539866,0.4146588,0.31058288,0.11861695,0.026565261,0.13442811,0.0550164983009899,0.087703735,0.5040506,0.16906121014367262,0.11290204,0.22284137
0.06446132,0.49470264,0.12088473,0.08080848084850886,0.2662404,0.36867145,0.10226956,0.281856766911406,0.09032174,0.11969286,0.06160752,0.096581176,0.13534777,0.04238643054318583,0.0580536,0.35621512,0.25940985556459134,0.17634441,0.29834524
0.022905976,0.45947284,0.0736894,0.07293007437580447,0.23556033,0.36038285,0.09450397,0.2744489764669386,0.14262609,0.121575296,0.029928718,0.07082853,0.13399303,0.01955614917336895,0.05536318,0.44829944,0.23086241385174483,0.1642298,0.32661915
0.05659428,0.53373647,0.22982205,0.17753714065222842,0.50875854,0.29801226,0.27758738,0.34427555065653304,0.13816403,0.37338609,0.07612595,0.17369187,0.05728995,0.05930653555839214,0.055376764,0.34386465,0.18370668102240087,0.13966855,0.27804938
0.042668257,0.46470326,0.11223315,0.14445113866706832,0.2399517,0.31188664,0.14480954,0.31290361877421713,0.12874393,0.16836613,0.06081466,0.11483459,0.10902893,0.04425952865557172,0.08047734,0.4157422,0.22341220340473222,0.17629136,0.3305295
0.099300414,0.4355812,0.11406846,0.23063021383781285,0.14009562,0.29851514,0.13580868,0.3574480014468801,0.16515097,0.12245312,0.10976884,0.13594103,0.19514383,0.10215664612939877,0.16614842,0.5644832,0.3046787582807255,0.24320707,0.38925967
0.030072916,0.3360354,0.032974154,0.10380325622819538,0.25409207,0.42329305,0.056836903,0.23969958438197508,0.24856856,0.17944023,0.037952807,0.026094373,0.12912361,0.012545107752706465,0.07892357,0.502296,0.21561893293713597,0.14171147,0.3102166
0.017546784,0.44620657,0.070472896,0.1102837016170221,0.22012839,0.33730915,0.08758414,0.28734768724086124,0.13318807,0.124453396,0.02020825,0.075502366,0.12341063,0.01984624919077495,0.07458325,0.46873325,0.2239468234368094,0.16992518,0.33224732
0.04153342,0.29762474,0.0130402,0.07690127461407648,0.26341626,0.48587713,0.026795447,0.20442567226554034,0.30174452,0.20016086,0.052681003,0.0063803233,0.14723262,0.016912739014764342,0.09421856,0.48098466,0.20802839248170357,0.13250042,0.27863616
0.010333896,0.42598626,0.058035165,0.11898933713936023,0.22159114,0.3413108,0.07128769,0.2921813575308815,0.14964299,0.12086746,0.004738655,0.056521367,0.12393928,0.012491843749510626,0.08764206,0.5065297,0.23463511407810686,0.17212042,0.34207803
0.020437438,0.45021307,0.07001269,0.08402772004166321,0.2266632,0.3566738,0.08915487,0.276614916596895,0.1426149,0.11234954,0.024972301,0.059483837,0.13397971,0.016993403019604184,0.06568595,0.45575917,0.23361252401675145,0.16742288,0.33790457
0.22642654,0.57014334,0.29793978,0.3591971915518315,0.23699626,0.23354866,0.31299838,0.4431135265868116,0.0890826,0.20440838,0.24978065,0.32009402,0.23675281,0.23850281431016884,0.25250292,0.4954849,0.3491207209472433,0.3466819,0.41055757
1.0,1.0,1.0,1.0,0.22948745,0.0,1.0,1.0,0.032338083,0.24924996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.022180066,0.40321067,0.04043059,0.11780485706829143,0.22843489,0.3908142,0.07851577,0.27934921676095303,0.22337715,0.14448676,0.021425527,0.042422432,0.12812555,0.020167033210021994,0.07363262,0.5192874,0.25772927546375657,0.16506451,0.3249778
0.005363155,0.4245981,0.03645946,0.0818920849135251,0.20364633,0.36911362,0.07094666,0.2809936868596212,0.17647184,0.097396195,0.0029134676,0.03837761,0.13561562,0.0026696027601761656,0.07545407,0.5056242,0.2467667648060059,0.17152376,0.35071707
0.009818379,0.41770515,0.039237946,0.0848161450889687,0.21464375,0.3708213,0.085087806,0.274985716499143,0.1807644,0.10347125,0.014000665,0.034082998,0.13963719,0.003090392985423579,0.07271204,0.50175273,0.2435633146137989,0.17139775,0.3473353
0.073858276,0.498348,0.12273018,0.04737933284275997,0.33014187,0.39629275,0.14567584,0.25786556547193396,0.09886724,0.14042786,0.0992088,0.11422464,0.14239168,0.04323250259395016,0.039621107,0.25788683,0.24187283451237007,0.15386361,0.28870943
0.049466792,0.5093101,0.16187517,0.13057648783458928,0.35603407,0.32021487,0.16437835,0.30709595842575754,0.1058973,0.2284795,0.04714114,0.12736368,0.10057863,0.04873953292437198,0.050055716,0.3893462,0.21365041281902478,0.15459254,0.29511017
0.020436238,0.44740734,0.08440922,0.12982541778952508,0.23578414,0.3282668,0.08435196,0.3051948683116921,0.13313405,0.12964913,0.009491589,0.07103966,0.115209356,0.02147619728857184,0.07871268,0.47651687,0.23500162410009745,0.17391503,0.33568886
0.06541787,0.47029954,0.15162249,0.223275083396505,0.25740263,0.25024068,0.1572147,0.3683425721005543,0.14527608,0.19259194,0.069845304,0.13284019,0.14486454,0.07308012438480746,0.12784342,0.5308831,0.27173779630426775,0.2244836,0.41126275
0.052859332,0.37774855,0.050114095,0.06154441369266483,0.2807968,0.4236024,0.039327085,0.22455494347329663,0.20426339,0.13998452,0.064862326,0.053350043,0.13877138,0.023868463432107807,0.053839758,0.40751708,0.2232608933956536,0.14091223,0.27400956
0.05434159,0.51262647,0.12034546,0.05934598656075919,0.28669152,0.39118838,0.16165516,0.27365417641925055,0.091409326,0.13176215,0.07822855,0.106885,0.13315225,0.040562862433771746,0.054073498,0.31099325,0.2448416146904969,0.16083941,0.3107184
0.04950593,0.41781354,0.06653617,0.04131012647860759,0.2857987,0.41335,0.060964614,0.23633503418010207,0.16460699,0.1346654,0.061362203,0.075105235,0.13671309,0.023023202381392143,0.05019908,0.37723526,0.22903372374202344,0.15023151,0.29544473
0.020328164,0.444021,0.07671313,0.12388239743294384,0.21521488,0.3275708,0.10767555,0.29779045786742747,0.14520243,0.1319328,0.024955217,0.07381584,0.11841803,0.023544668412680103,0.078366004,0.46556854,0.2220182233210934,0.17193702,0.33991292
0.025163334,0.44508904,0.06878175,0.10235883614153017,0.21868232,0.34374702,0.07200655,0.290754917445295,0.14293225,0.11613369,0.016420025,0.06777409,0.12844422,0.022041417322485043,0.06900589,0.48310372,0.24300049458002967,0.17257254,0.3324273
0.08891182,0.52648264,0.2155201,0.2432560645953639,0.36333165,0.2669777,0.24206248,0.3634174218050453,0.118673936,0.25695902,0.09699175,0.18358919,0.108525604,0.09685922581155355,0.11299036,0.38718954,0.22844474370668463,0.20144486,0.33109745
0.3516894,0.49090415,0.32464647,0.46316452778987166,0.12443751,0.2490782,0.3296887,0.47644766858686016,0.23004471,0.17387602,0.3961908,0.36820418,0.39366132,0.3623571017414261,0.38534647,0.67515427,0.47317859839071597,0.4268246,0.532371
0.04345907,0.47861528,0.13366051,0.165743899944634,0.32221553,0.30822864,0.17004979,0.33093915985634964,0.11941843,0.22171995,0.044804584,0.12692992,0.094602905,0.04667300280038017,0.082908876,0.42371827,0.2176224730573484,0.18132962,0.3185334
0.08149862,0.54918444,0.11679031,0.0,0.2983742,0.49188727,0.1285212,0.26834683610081017,0.07635299,0.08534643,0.097856924,0.09490898,0.15884908,0.04989381299362878,0.051234324,0.24415007,0.2947398876843933,0.17514049,0.3339164
0.13526377,0.14681025,0.09925909,0.1609894596593676,0.53130424,0.70622677,0.103033364,0.1093414865604892,0.6508026,0.54828644,0.18477792,0.017335147,0.13090609,0.10688859141331548,0.12540337,0.49739492,0.1308090578485435,0.072048694,0.14787406
0.018927924,0.45523623,0.06506866,0.07839742470384548,0.21739057,0.3576203,0.086076915,0.2815131968907918,0.1421595,0.11869857,0.022842724,0.06980969,0.12911999,0.02226969933618196,0.05902129,0.46820495,0.23557044413422665,0.16743867,0.33813542
0.07199071,0.2238659,0.014535338,0.09082617544957053,0.31232116,0.58697104,0.008827269,0.15919665955179957,0.41329446,0.30147523,0.09360683,0.010290969,0.15730543,0.04058871643532298,0.11580071,0.49034864,0.18212831092769866,0.11380511,0.2469694
0.026686415,0.46913338,0.07941271,0.06121405567284334,0.24149147,0.36521938,0.1036337,0.269739316184359,0.13424325,0.12492514,0.035634067,0.07637268,0.13655613,0.022915202374912142,0.052763358,0.42640573,0.2280766136845968,0.16627896,0.321696
0.10005924,0.54895675,0.14752416,0.06979570918774256,0.29000005,0.41936815,0.16985989,0.287196817231809,0.055493876,0.117249995,0.12842458,0.14534977,0.1523985,0.07810587468635248,0.06831237,0.22912177,0.29722197783331866,0.19365047,0.3169291
0.069801286,0.5303814,0.1960905,0.14093952845637173,0.40265766,0.3190214,0.23092759,0.31258027875481675,0.12040359,0.29402316,0.07474728,0.16535804,0.09994926,0.06677319400639165,0.03370343,0.33494374,0.19549353172961192,0.14314285,0.26152152
0.0163842,0.4453287,0.079707965,0.12600002756000164,0.24101046,0.34179682,0.0908981,0.29338796760327807,0.1296275,0.15306032,0.010743339,0.08539413,0.105562165,0.01852849811170989,0.075214595,0.46756625,0.21378113282686798,0.15909465,0.32082224
0.014834624,0.35767722,0.008714497,0.054900441294026485,0.19789824,0.4292878,0.025857598,0.23641620418497225,0.22037216,0.11940354,0.02132186,0.018137384,0.14075209,0.0019272772156366331,0.08452262,0.48308045,0.22666637359998243,0.15297669,0.3310889
0.04897007,0.29896712,0.026813835,0.1094655765679346,0.27875784,0.48205823,0.040101647,0.20609419236565155,0.3172149,0.20791256,0.062070537,0.009805523,0.13805942,0.026481337588880258,0.08624967,0.49712196,0.20725530243531817,0.13074777,0.26677406
0.07671,0.2612365,0.03976965,0.14777249886634994,0.28767672,0.49171507,0.037879407,0.20485076229104573,0.35096806,0.26432368,0.103768915,0.04083379,0.14915246,0.05426436325586179,0.11798047,0.5267541,0.2000486120029167,0.1354484,0.2665609
0.18519753,0.43009102,0.1646306,0.3022778481366709,0.096509874,0.30087924,0.17263654,0.37897529273851754,0.20000613,0.12627986,0.2169604,0.20479009,0.27753586,0.1937870616272237,0.2532792,0.61429465,0.3564983213898993,0.30763194,0.44518846
0.007828549,0.39926687,0.026308402,0.09204911952294717,0.21151266,0.40442255,0.07790077,0.26548959592937577,0.22707306,0.13807032,0.01507004,0.02850772,0.13073029,0.0030784738847084332,0.07095709,0.51165116,0.2470383748223025,0.16399007,0.33070782
0.011549,0.44177052,0.050805256,0.07540482452428947,0.21460858,0.3624513,0.080766976,0.2767786566067194,0.1575485,0.10956466,0.016650688,0.05894321,0.13172321,0.011620073697204423,0.06622632,0.47812432,0.23376184402571065,0.16626115,0.34455672
0.014743056,0.37899587,0.02943492,0.11714169702850183,0.17084548,0.41776884,0.062103152,0.25928296555697794,0.22479445,0.17868447,0.022148076,0.04962093,0.105868414,0.017187851031271063,0.08858615,0.5063208,0.2276346236580774,0.15728743,0.32428586
0.03354617,0.4713586,0.103706256,0.12795429767725786,0.24817553,0.32102337,0.11641571,0.3068034784082087,0.12556629,0.15579075,0.030022543,0.09511742,0.11643301,0.03681084720865083,0.06815903,0.4462777,0.2253377235202634,0.17471336,0.3244816
0.018813774,0.43559995,0.07391447,0.12226588733595324,0.2274752,0.32751918,0.08552644,0.3049797182987831,0.14612335,0.13591188,0.0098374225,0.07133801,0.11991638,0.01939837116390227,0.086520925,0.49102747,0.22945582376734944,0.17450589,0.34300533
0.042908292,0.49090934,0.14004026,0.1389690883381453,0.29959914,0.30585724,0.14011714,0.3114677886880673,0.111682944,0.18247303,0.03535225,0.101468414,0.110522315,0.0434791766087506,0.06302155,0.4086909,0.2185294731117684,0.16871995,0.32077628
0.10700625,0.52232915,0.21758358,0.264201265852076,0.31396654,0.25907508,0.22611773,0.3919058035143482,0.117981605,0.21897155,0.11105354,0.1899931,0.14347991,0.1119003767140226,0.14324844,0.45468947,0.26217214573032877,0.23836286,0.3788808
0.088879526,0.19915202,0.039963216,0.11910767714646063,0.41198704,0.61119986,0.039051294,0.14525168871510133,0.46818423,0.37801903,0.11705832,0.008170698,0.14821796,0.04859073791544428,0.11411472,0.49747702,0.15471412928284778,0.096488476,0.2163979
0.0069157705,0.43078977,0.036304876,0.06859171811550309,0.20606145,0.37905848,0.07192406,0.2743371864602312,0.17633305,0.09186444,0.010647986,0.03912684,0.14097947,0.002137053928223236,0.07074356,0.49403396,0.24919424495165468,0.17270023,0.3531202
0.072159946,0.42690414,0.07698952,0.10073718604423117,0.23789409,0.39489537,0.064816654,0.25076065504563927,0.13310008,0.10417959,0.10005283,0.10689849,0.15659319,0.056893033413582005,0.08483592,0.35622767,0.2470629148237749,0.18590926,0.3002336
0.0065082163,0.4244935,0.038842946,0.09135199548111973,0.20890686,0.36654243,0.076691985,0.28430841705850507,0.17599891,0.09855595,0.0031089,0.038644273,0.13404752,0.004247993254879596,0.07718022,0.50568795,0.24969066498143988,0.17251593,0.3453516
0.04065952,0.36062127,0.035348058,0.05233329813999789,0.2839186,0.4423772,0.03313428,0.21706146302368778,0.20907216,0.138455,0.04974859,0.03272448,0.14117055,0.006948842116930527,0.069380514,0.4086594,0.21347144280828656,0.1371042,0.282795
0.084687546,0.5425936,0.18562244,0.09070699544241972,0.35967323,0.36442572,0.17338222,0.29739569784374187,0.06741578,0.2039035,0.08705795,0.14383863,0.11608892,0.06302711378162683,0.036874697,0.28474122,0.2454608547276513,0.15994717,0.2742644
0.09017967,0.21369085,0.057077482,0.14602819876169193,0.40082243,0.57349503,0.06369236,0.16401178984070738,0.4647367,0.36278987,0.12183893,0.010271102,0.134206,0.05755229645313779,0.108429216,0.5369199,0.16705761002345662,0.10439715,0.21358134
0.028837033,0.41295564,0.058229238,0.1578095794685748,0.22974905,0.33425167,0.101166606,0.3016487180989231,0.16594076,0.14583978,0.03657643,0.08394559,0.11293717,0.03275993696559622,0.08687395,0.4939217,0.23795761427745685,0.17452563,0.33064964
0.040016796,0.41923282,0.07668878,0.07712007062720425,0.28170654,0.3799776,0.07799965,0.25272358516341514,0.16289814,0.12690905,0.04774077,0.06443985,0.13374011,0.019950161197009673,0.057432108,0.41176003,0.22205038332302302,0.15326354,0.2942831
0.010474674,0.40072635,0.038603276,0.1102927316175639,0.18941256,0.3625866,0.078095675,0.2762956465777388,0.21060413,0.14994097,0.008522589,0.042803403,0.124530636,0.006771792106307527,0.069412574,0.5155796,0.24051301443078088,0.17161328,0.34231073
0.04157285,0.4545474,0.08855112,0.04526498771589926,0.3069093,0.401552,0.097314715,0.25157804509468273,0.15874405,0.13581604,0.057352845,0.07019295,0.13299432,0.023802351428141088,0.047793113,0.37328961,0.24278889456733369,0.15274084,0.2982391
0.056466978,0.49802583,0.15732487,0.18553215113192909,0.3278884,0.29914427,0.18275854,0.3342899900573994,0.12639454,0.22966391,0.058107037,0.14327317,0.096589476,0.06708140402488424,0.0848295,0.40340698,0.21562533293751998,0.17742248,0.3167165
0.0092653595,0.44189775,0.059298396,0.08953802537228152,0.24164036,0.36185935,0.11082086,0.29013709740822585,0.16814923,0.13685212,0.014481928,0.06275503,0.11651941,0.014697133881828034,0.0785228,0.47420514,0.22803361368201683,0.15533184,0.35263914
0.024940908,0.44582096,0.0932609,0.15735817944149078,0.22892341,0.31693426,0.103485614,0.31553681893220914,0.13981785,0.13780865,0.021489006,0.07898502,0.11657737,0.02430487745829265,0.0941116,0.47850946,0.23487646409258783,0.18353142,0.33740547
0.057955284,0.29998076,0.05779235,0.1409101384546083,0.32094893,0.47298205,0.09036422,0.2249090534945432,0.3283306,0.28531545,0.087429285,0.039006446,0.11494404,0.03963195037791702,0.09775321,0.5112379,0.20026367201582035,0.120152764,0.25426155
0.04653736,0.49466646,0.093991324,0.04125638247538295,0.24123362,0.4110287,0.0998337,0.27062821623769295,0.09543627,0.09046015,0.055715296,0.07771091,0.14007172,0.03016388780983327,0.059982587,0.36452436,0.265411215924673,0.1718044,0.32840365
0.020706095,0.46255797,0.09502517,0.12038961722337703,0.25525,0.32862276,0.13471171,0.30635739838144393,0.13486665,0.16406593,0.02920061,0.08958703,0.1046239,0.027169342630160558,0.07110341,0.43406165,0.21640485298429118,0.16496466,0.33383942
0.041184638,0.31431755,0.026005194,0.12038355722301344,0.23416671,0.43031654,0.04576224,0.23626944417616666,0.2821742,0.19369832,0.05544198,0.021819435,0.13491236,0.022361221341673284,0.093092114,0.5385709,0.20924491255469477,0.14491624,0.28986752
0.013932031,0.38919902,0.03458333,0.08352906501174391,0.2188566,0.38729247,0.068859905,0.262235915734155,0.18933898,0.13350528,0.021894846,0.03957412,0.1254907,0.0075340499520429975,0.080151826,0.48503152,0.2242300634538038,0.15581918,0.3272794
0.021816127,0.35080323,0.012457043,0.05169391310163479,0.21433964,0.44637257,0.025642782,0.22741871364512284,0.2299538,0.12911549,0.02945437,0.018756501,0.14180762,0.00495316299718978,0.08192298,0.4603239,0.223538683412321,0.14935102,0.32061005
0.111729205,0.5690222,0.22488861,0.11846189210771353,0.38505825,0.35175145,0.21880323,0.3002718180163091,0.04988104,0.21629983,0.12711383,0.16786762,0.11978191,0.0853346351200781,0.041436046,0.19205081,0.2462940047776403,0.17197447,0.25861454
0.036358166,0.3190966,0.019043371,0.11272080176324811,0.23014197,0.44735655,0.04738471,0.23033565382013924,0.29500046,0.18627009,0.047727387,0.01039267,0.13391304,0.02251679735100784,0.08966528,0.5433376,0.2184081131044868,0.14429341,0.29198015
0.24182081,0.5140999,0.2246979,0.3345376200722572,0.0663749,0.27744374,0.24324015,0.45094030705641847,0.14566809,0.0818215,0.2649271,0.27182087,0.33676803,0.2541129152467749,0.31133896,0.6239984,0.44005217640313055,0.37644368,0.49726787
0.009629317,0.40048438,0.029930979,0.0810334448620067,0.2138938,0.38733354,0.07569477,0.26570001594200093,0.20059757,0.11478001,0.013104487,0.02616541,0.13584676,0.003031192481871549,0.07201581,0.5053522,0.2400734844044091,0.16521716,0.3442853
0.030283097,0.45076948,0.06656714,0.059310097558605855,0.2367957,0.37306613,0.0805631,0.26628024597681477,0.15157095,0.11559543,0.03971417,0.071859166,0.13927518,0.023154742389284545,0.051324237,0.43928447,0.23726321423579286,0.1662837,0.32725707
0.06709525,0.46501938,0.07198569,0.006037767362266042,0.28828833,0.47971964,0.075015515,0.23962582437754945,0.106572576,0.078697264,0.08442059,0.070828855,0.15361823,0.029038533742312023,0.04991424,0.27410233,0.2702501562150094,0.1456825,0.31459528
0.004602559,0.42659032,0.03058897,0.07238575434314526,0.20809254,0.3816233,0.076827765,0.277104216626253,0.18359132,0.10136971,0.00650182,0.03508923,0.13699433,0.002188516931311016,0.07047832,0.5057547,0.2490509349430561,0.16992836,0.35215482
0.073241785,0.26091647,0.05513762,0.1590933895456034,0.33062902,0.49102357,0.07990137,0.20539598232375897,0.4024603,0.2894416,0.10122587,0.021038245,0.12737763,0.05113170606790236,0.10400462,0.56627005,0.18869866132191968,0.12620763,0.23950216
0.1462669,0.27442044,0.11482553,0.23014719380883164,0.2758179,0.4419266,0.10526693,0.2430863645851819,0.38589257,0.29157728,0.18821684,0.11493683,0.1986166,0.11709731702583902,0.17471728,0.5965303,0.23657940419476425,0.17350782,0.30194426
0.068203405,0.24317332,0.031641424,0.10640788638447318,0.34162292,0.5470848,0.030184358,0.17028303021698182,0.38494715,0.2847631,0.08835256,0.0076507106,0.14904147,0.035834098150045894,0.098506905,0.483764,0.18037511082250668,0.111903995,0.24144842
0.09787899,0.44415542,0.12336327,0.22389607343376441,0.15853402,0.28332406,0.14658484,0.36197837171870234,0.13490845,0.10455036,0.1067708,0.13390863,0.19193336,0.09130792547847554,0.15657091,0.5409785,0.2998124579887475,0.24428503,0.39475536
0.015815917,0.38815615,0.028924674,0.10878608652716519,0.22720435,0.3765628,0.06481069,0.2741425464485528,0.19306593,0.15169188,0.024450835,0.053656947,0.121404186,0.017210706032642364,0.08018327,0.5064875,0.23620183417211008,0.15935099,0.31811297
