turn,acap,pcap,modp,sced,loc,MI_loc_aexp,MI_loc_data,MI_loc_stor,MI_loc_time,MI_loc_cplx,MI_loc_pcap,actual
0.113093376,0.44693452,0.24842301,0.43493015,0.80711,0.17342728,0.1324163179449791,0.5953449357206961,0.4994929,0.21058205,0.3853186614681338,0.41037613,0.2379966
0.2581082,0.62751746,0.4652319,0.6940477,0.81631225,0.09094912,0.09247851554871094,0.5219582613174957,0.36428285,0.15157759,0.2684885331511467,0.37151167,0.15729906
0.24219105,0.5558021,0.463624,0.62003654,0.6259867,0.1545938,0.14751063885063834,0.5459063327543799,0.38439012,0.13596435,0.24189942581005738,0.3545524,0.1997276
0.28305313,0.55692583,0.34795982,0.5738781,0.84806585,0.11755615,0.19294843157690592,0.47742542864552573,0.41124538,0.21215233,0.3842247915775208,0.3071214,0.21196869
0.18791704,0.40688592,0.30099785,0.44613847,0.67121184,0.21431653,0.2465622747937365,0.5923835355430122,0.5315367,0.20275721,0.3693719130628087,0.46244463,0.33106422
0.20566672,0.5815602,0.46381858,0.63991356,0.7517606,0.10242611,0.08063836883830214,0.5661450939687056,0.37143892,0.15548691,0.25728571427142854,0.38952437,0.18552262
0.16144271,0.49337173,0.43459022,0.5133559,0.6935849,0.15345754,0.22140568328434101,0.5841217350473041,0.42186862,0.18316,0.2903218909678109,0.40669662,0.1948806
0.48881283,0.6378453,0.38165206,0.61431575,0.86654425,0.1358921,0.43124827587489656,0.36407646184458775,0.35410333,0.1877963,0.39354446064555393,0.19788375,0.16032907
0.059810136,0.2813848,0.26752865,0.33956456,0.5571444,0.37399656,0.3462285607737136,0.7237132034227922,0.64910257,0.2977638,0.5340121465987854,0.59210205,0.4211309
0.17615718,0.4245808,0.21200195,0.35671544,0.7469967,0.15924358,0.28535851712151106,0.5173794910427695,0.49934572,0.24974532,0.45637155436284454,0.32669073,0.20310877
0.2636654,0.45352215,0.3029202,0.44639537,0.76366407,0.119124584,0.2663243859794631,0.48741337924480277,0.41482577,0.2414688,0.30816786918321304,0.3206877,0.24263203
0.7393453,0.82506037,0.6708387,0.8013958,0.8002761,0.10384166,0.6823351809401108,0.17626090057565405,0.20749816,0.18089958,0.2814866918513308,0.079998255,0.12809445
0.09030959,0.34927076,0.26975915,0.4701728,0.53928345,0.23745471,0.1361004181660251,0.6653058899183534,0.55655694,0.1953573,0.4123484387651561,0.52705985,0.22805518
0.39751348,0.6521948,0.60963756,0.688944,0.648069,0.16316533,0.39006712340402744,0.44875207692512464,0.3369649,0.120155856,0.22853559714644026,0.3095368,0.1678336
0.25069177,0.63583875,0.4964706,0.66313696,0.8229681,0.09640677,0.1098913615934817,0.557914433474866,0.36859018,0.12354349,0.24865994513400547,0.38645858,0.18145613
0.51153415,0.63555026,0.4063434,0.5918654,0.78260696,0.09017902,0.44090094645405675,0.31401686884101215,0.31154025,0.17600504,0.30337288966271103,0.21543828,0.14929816
0.35287568,0.5670306,0.42810655,0.58150315,0.7765336,0.11742461,0.3124826187489571,0.40212359412741566,0.35120422,0.24725597,0.2975273102472689,0.22303906,0.19512649
0.023720648,0.34057233,0.2968006,0.39996344,0.60224473,0.32641363,0.23192507391550443,0.7348164740889884,0.61459035,0.31293097,0.4818017318198268,0.59661984,0.28633195
0.55403847,0.695171,0.5735843,0.7446163,0.7874927,0.0412936,0.48240479894428795,0.3069909984194599,0.269312,0.2271157,0.34054350594564936,0.23266086,0.1023665
0.5923134,0.6165853,0.30744427,0.52059424,0.8874153,0.1691046,0.6087904965274299,0.2737898364273902,0.39159578,0.26728782,0.5736567426343256,0.17504299,0.24540807
0.27132082,0.5846102,0.4629468,0.63296705,0.79674304,0.12471467,0.17771814066308844,0.5174056010443361,0.38344955,0.113794334,0.22594285740571426,0.34041876,0.21996757
0.68769634,0.8817156,0.89660585,0.85116875,0.8816134,0.05518173,0.5807461348447681,0.24419344465160667,0.119677156,0.060451806,0.07816600218339977,0.13157722,0.1743007
0.12161711,0.36156166,0.3010267,0.45418227,0.5317109,0.24078321,0.20905089254305356,0.639421198365272,0.54810905,0.21270382,0.4082744891725511,0.5272492,0.27780947
0.42806283,0.6817032,0.51686645,0.74285924,0.8148947,0.09131312,0.2487246949234817,0.40153365409201924,0.33383384,0.15541826,0.26870832312916765,0.27958634,0.15365088
0.31082314,0.60330415,0.53567225,0.67136765,0.70207524,0.103851706,0.20397037223822234,0.47821672869300375,0.31656414,0.084438235,0.21005808899419107,0.3068292,0.15521404
0.5133746,0.7788428,0.7264285,0.8236072,0.83041227,0.08307415,0.3887880033272802,0.3372736202364172,0.18531543,0.13844143,0.15497951450204855,0.21358562,0.10807431
0.21759546,0.55375695,0.41267297,0.54507416,0.79777735,0.16917801,0.19990813199448793,0.571840534310432,0.41645318,0.12996367,0.30871778912822107,0.34243324,0.22344163
0.12079711,0.33715466,0.33402416,0.38551378,0.49125427,0.41594404,0.4086582645194959,0.6836672810200369,0.58649397,0.27807117,0.4728255527174447,0.5071989,0.4390024
0.16688631,0.5667444,0.43807417,0.6427573,0.7057817,0.10755357,0.07582651454959087,0.5994521759671306,0.40088856,0.16712576,0.27925789207421076,0.42719832,0.14271463
0.1062261,0.27130234,0.27389574,0.33565426,0.37219,0.47436714,0.44216426652985596,0.7535842452150547,0.69633174,0.38661408,0.5987902401209759,0.6249014,0.44360194
0.20280305,0.46853673,0.41879782,0.55038106,0.5082622,0.23345777,0.24977287498637252,0.5852716351162981,0.4509211,0.19319242,0.33776649622335037,0.42343277,0.27465123
0.31650394,0.6399582,0.46418285,0.65857273,0.83121884,0.087878466,0.1955997017359821,0.4625137677508261,0.38613054,0.14905256,0.2707612229238777,0.30443257,0.17059739
0.0,0.24352178,0.28924298,0.25148094,0.5552705,0.5626711,0.49103472946208376,0.8522593511355612,0.78872395,0.48328933,0.6694152330584767,0.6929519,0.5757451
0.38596323,0.7026392,0.6298661,0.76807046,0.80990624,0.09138531,0.23303860398231624,0.45035129702107785,0.25162688,0.101772934,0.16796006320399368,0.33388904,0.14691281
0.34091952,0.6655649,0.5996338,0.69644123,0.7699293,0.113809496,0.25714211542852694,0.4431545265892716,0.26904887,0.13102843,0.17514522248547776,0.3055299,0.14863695
0.2253083,0.6196468,0.48876816,0.6714019,0.8337559,0.09221336,0.10492681629560897,0.555355133321308,0.34558728,0.1567424,0.23836143616385636,0.36721057,0.15366721
0.045582954,0.38784003,0.25769913,0.41040075,0.7097145,0.20225357,0.12753590765215447,0.6405206384312383,0.5335707,0.24269198,0.3777870122212988,0.4840685,0.19430129
0.46283326,0.57400787,0.32289138,0.49827284,0.85955065,0.12608582,0.42023708521422515,0.34689536081372163,0.37581134,0.21069118,0.41972365802763417,0.22097531,0.233221
0.18562911,0.55132437,0.38376427,0.5976153,0.8053679,0.099452555,0.06780970406858225,0.55281633316898,0.4064516,0.19350311,0.302446719755328,0.3988701,0.17726655
0.09166454,0.4652251,0.36093253,0.48965332,0.74640024,0.20207745,0.14568616874117013,0.661898299713898,0.47813123,0.19593886,0.35139092486090745,0.49319646,0.2239217
0.18222529,0.50660706,0.3752404,0.5599251,0.7517177,0.10725719,0.12113333726800024,0.552512633150758,0.399913,0.15688723,0.307495569250443,0.4022174,0.15667506
0.5022837,0.329683,0.021520913,0.03890249,0.9789109,0.29534253,0.814506098870366,0.3350108201006492,0.4471284,0.46702042,0.9692432030756797,0.19215429,0.42258868
0.15275246,0.44178966,0.27732423,0.41128558,0.7805537,0.1237,0.17741222064473322,0.541449432486966,0.42545882,0.19969693,0.3814267618573238,0.38777652,0.1804312
0.36460423,0.62030077,0.42396787,0.61657757,0.81899273,0.0937857,0.2970670378240223,0.4336304260178256,0.39059377,0.13344663,0.35469182453081755,0.2541085,0.17392135
0.28003797,0.65880215,0.5825735,0.6946953,0.79550433,0.10934145,0.21117147267028838,0.5070012304200738,0.29220372,0.1337139,0.18009917199008277,0.3343187,0.13510156
0.40039128,0.6467737,0.46330026,0.6440078,0.8306979,0.118762836,0.33648350018901,0.4025743241544595,0.36632174,0.15758212,0.30646776935322306,0.22963521,0.18531755
0.22906849,0.6001394,0.50174826,0.6382958,0.7522079,0.11340961,0.14526212871572772,0.540166432409986,0.3636132,0.13354284,0.21701780829821915,0.35055524,0.18460876
0.08500935,0.2042529,0.30112785,0.2163726,0.31235427,0.64220244,0.6331795379907723,0.820017749201065,0.76380515,0.64227927,0.7271105272889473,0.7370168,0.636397
0.17126928,0.57071865,0.434377,0.609234,0.8131821,0.10690211,0.08860233931614037,0.5728830343729822,0.37608668,0.18542045,0.26964177303582265,0.39882708,0.15878779
0.38296637,0.60279936,0.43566343,0.61066324,0.80377245,0.09959534,0.29174943750496624,0.4169033750142025,0.33741683,0.15799664,0.26237877376212265,0.2725908,0.16893901
0.14169963,0.55946064,0.380315,0.6135093,0.8268145,0.08528216,0.01903219214193153,0.6015159360909562,0.39293098,0.16999094,0.31055262894473706,0.38926637,0.14776842
0.51258534,0.70650005,0.52634037,0.7339257,0.82594997,0.09830846,0.3633401618004097,0.338528950311737,0.326321,0.14064446,0.28434741156525883,0.24884143,0.15624109
0.43056458,0.6588722,0.6015618,0.77378285,0.7044306,0.12288515,0.267461516047691,0.4518369271102156,0.2670674,0.108976796,0.1898690610130939,0.327508,0.17460765
0.3134734,0.5376015,0.56496704,0.5906041,0.680185,0.18034048,0.35199096111945766,0.47992288879537337,0.31695795,0.11774674,0.26557757344224264,0.31488663,0.2536484
0.010559995,0.15914138,0.16954689,0.15259978,0.6211553,0.59198034,0.5092516305550979,0.8163757789825468,0.8225746,0.55828196,0.5863788713621128,0.68760866,0.7104721
0.099491164,0.30565763,0.23620315,0.38352948,0.5403148,0.2483594,0.2526898551613913,0.6292572377554343,0.549283,0.2781258,0.4567735043226495,0.57301825,0.268056
0.31165436,0.6606713,0.6037687,0.70534635,0.77018774,0.1131936,0.22423303345398202,0.48918464935107897,0.28260022,0.1129755,0.15668082433191755,0.35398883,0.146287
0.56053865,0.63828766,0.31700057,0.5712849,0.8845926,0.14762364,0.5366038321962299,0.34354805061288307,0.38751757,0.26004192,0.5670749432925056,0.23553902,0.16927798
0.25694504,0.5866354,0.45022917,0.6358979,0.80312717,0.12218884,0.17151188029071282,0.5049336902960214,0.37358055,0.1489547,0.2238514976148502,0.35183552,0.17490013
0.009749737,0.15224661,0.2617027,0.15685895,0.46085244,0.7265992,0.6638849798330988,0.9241990554519434,0.903931,0.6253456,0.803310819668918,0.80579793,0.74815667
0.14699966,0.5537888,0.42334533,0.61734253,0.7738966,0.09879781,0.05045829602749777,0.5984412359064741,0.38019013,0.18099421,0.28389621161037887,0.4271102,0.12488249
0.25395876,0.5865865,0.42006034,0.57804006,0.86283064,0.10776873,0.1944628016677681,0.5021017301261038,0.37721282,0.17641766,0.2803846319615368,0.30288774,0.1902799
0.3308554,0.60671043,0.35411215,0.6147735,0.8000361,0.10135464,0.2549333152959989,0.48414957904897477,0.406304,0.14207686,0.37592538240746176,0.3113113,0.15674542
0.16607288,0.5781056,0.45494097,0.6380743,0.77050245,0.09567924,0.03661165219669914,0.5873787752427265,0.37604016,0.1720004,0.2591634440836556,0.40787035,0.17894207
0.24789798,0.53037995,0.444599,0.591921,0.6378777,0.14544156,0.16331051979863118,0.5575261334515681,0.38781106,0.17344528,0.27409512259048774,0.3824803,0.18231075
0.12696815,0.4215567,0.35659367,0.4762351,0.42689484,0.22267978,0.21252760275165616,0.5922338355340302,0.47634283,0.22781041,0.35555136444486357,0.4697324,0.21169259
0.28733885,0.57188404,0.41146368,0.619627,0.7699944,0.064740404,0.15860693951641638,0.4674749280484957,0.370683,0.1124606,0.2699579330042067,0.2910986,0.1187675
0.024754528,0.3261515,0.2958616,0.36147964,0.6563963,0.3769698,0.29959623797577434,0.7492659449559568,0.62978,0.30114827,0.506957849304215,0.57569593,0.37504905
0.2950896,0.5807867,0.38623774,0.54612845,0.8272401,0.1339518,0.32275159936509595,0.4395412763724766,0.378756,0.21782291,0.3412317258768274,0.22245866,0.18129173
0.393017,0.6709993,0.58113587,0.72433937,0.76122767,0.10629058,0.26111339566680375,0.439922266395336,0.29959577,0.11962975,0.20420285957971404,0.3094204,0.17762175
0.60613155,0.5379536,0.2303349,0.24378076,0.927487,0.23646557,0.8054171083250266,0.2199357031961422,0.40549374,0.27688164,0.6535180346481965,0.08302456,0.32823658
0.33060527,0.6245558,0.53709805,0.6848374,0.76503223,0.14137849,0.26213924572835473,0.4627151777629107,0.33936188,0.14198282,0.1708816829118317,0.3383153,0.16065916
0.026876662,0.27550215,0.2384423,0.29874516,0.60124314,0.44653237,0.36323824179429454,0.7643833458630007,0.7002163,0.37282753,0.5716541428345857,0.61315566,0.44343355
0.65194386,0.8208832,0.752056,0.7975997,0.83318233,0.046636462,0.5216722813003368,0.20098735205924112,0.14451069,0.12985659,0.12691417730858226,0.07270622,0.1588157
0.38408878,0.56797165,0.2978816,0.53904706,0.8655495,0.11455506,0.34546356072781365,0.43688142621288556,0.4112112,0.24254464,0.5377162162283783,0.26741785,0.22738288
0.11567363,0.41525316,0.3583682,0.488095,0.5767834,0.21681145,0.13656637819398268,0.6344852380691143,0.49264836,0.16156235,0.31851681814831817,0.47538158,0.21801338
0.46443585,0.50062066,0.23641434,0.40794414,0.85336226,0.1678839,0.5182815310968918,0.3644548018672881,0.39219272,0.3006044,0.5609014439098556,0.21569243,0.24615626
0.16188121,0.55250216,0.42373765,0.58607525,0.7818035,0.09733008,0.09585556975133419,0.5730819343849162,0.39245868,0.15968841,0.25549003445099655,0.3868183,0.15411574
0.27930623,0.58447975,0.547739,0.66384435,0.6158161,0.15744314,0.20570331234219874,0.5190537911432275,0.3518377,0.11973784,0.20333408966659103,0.37649173,0.17948458
0.13173857,0.41878688,0.3617945,0.47463,0.65411353,0.22670203,0.24058392443503548,0.6229746673784801,0.4925501,0.20849995,0.31801488819851115,0.4569478,0.2131384
0.14160329,0.4400602,0.3659482,0.5331253,0.5547803,0.18613237,0.1449640486978429,0.6171200070272004,0.45843595,0.19245914,0.35874410412558955,0.4731173,0.20931162
0.3447469,0.63197196,0.5719489,0.69766176,0.72377557,0.12355296,0.2166540929992456,0.4729220883753253,0.28587204,0.12817869,0.16590704340929566,0.31434852,0.16621548
0.417061,0.61451155,0.35369316,0.4308344,0.85120386,0.14336458,0.4214565252873915,0.39856880391412824,0.3831849,0.11888439,0.43876557612344236,0.16590557,0.2560751
0.17505842,0.58424896,0.41141248,0.5878707,0.8235819,0.107269496,0.08652531119151867,0.580360864821652,0.41279262,0.15658341,0.28968597103140287,0.39813066,0.16273353
0.61589146,0.8263726,0.7596307,0.89594346,0.7762379,0.07095274,0.44515672670940365,0.27419509645170576,0.14778441,0.13310641,0.09853262014673797,0.19193989,0.07874336
0.16433036,0.51710725,0.4490782,0.5835716,0.6452986,0.16890079,0.12631233757874025,0.5773901346434082,0.40559226,0.13294548,0.2624666737533326,0.4200375,0.20181312
0.04427303,0.2842788,0.2811372,0.32433224,0.5292906,0.43187398,0.3829604629776278,0.7663059459783568,0.69004536,0.34900194,0.5851455414854458,0.6342291,0.43078512
0.41622445,0.7206677,0.6355177,0.7873606,0.8304143,0.10529612,0.26262198575731915,0.4453231067193864,0.27652258,0.15715617,0.201531939846806,0.3131681,0.13415216
0.13061023,0.43133104,0.28036007,0.40122306,0.744782,0.23273833,0.23010760380645623,0.6095434765726087,0.4731391,0.18226877,0.34703776529622343,0.40681875,0.22028875
0.38190955,0.66966975,0.5293398,0.67761767,0.8058864,0.1512281,0.31057159863429595,0.49327656959659416,0.32383335,0.13647138,0.29168267083173294,0.3274243,0.18525621
0.4804221,0.74076295,0.56255615,0.68641645,0.86117965,0.11491628,0.3359211201552672,0.40425374425522465,0.28837973,0.118624456,0.25583247441675255,0.20507056,0.1997623
0.27540272,0.55609673,0.51915824,0.6594453,0.57565486,0.15218522,0.23683741421024487,0.528435131706108,0.36590403,0.13557273,0.22551930744806922,0.38759035,0.17083171
0.37720498,0.645528,0.44431192,0.6491393,0.852364,0.1022516,0.28871105732266344,0.4177618250657095,0.37765652,0.17390403,0.32855951714404824,0.24234027,0.18442403
0.2720315,0.46744347,0.2795759,0.46594727,0.7740727,0.12812078,0.26643796598627795,0.4868927292135638,0.3854218,0.22345941,0.38033353196664677,0.30424523,0.18396325
0.099894464,0.37808448,0.3190511,0.44853,0.56368506,0.2691765,0.21338921280335277,0.6671607900296473,0.52821386,0.21862583,0.4350726564927343,0.52772427,0.31008735
0.09944829,0.31155238,0.29582727,0.40280712,0.4354414,0.35080123,0.31582079894924797,0.6923334415400065,0.59528714,0.3154147,0.5415728458427154,0.5879432,0.34658188
0.087069616,0.26147392,0.26568532,0.30785114,0.3994733,0.48410314,0.4504488270269296,0.7588812455328748,0.7234849,0.35443467,0.595584690441531,0.624724,0.49286136
0.44014373,0.6351359,0.4331259,0.59278023,0.8207855,0.11170679,0.4069701044182063,0.36270677176240634,0.35536498,0.1858423,0.33693691630630834,0.21289095,0.18830794
0.18265082,0.4021745,0.23283051,0.36691698,0.79617566,0.13216797,0.23945233436714006,0.5342817320569039,0.46386218,0.22111134,0.400867539913246,0.35337487,0.24466488
0.5535494,0.73522234,0.52501047,0.72354984,0.83742976,0.11112485,0.4415701264942076,0.31266136875968215,0.32421315,0.16125852,0.3185818181418182,0.21144417,0.1732103
0.57494426,0.6414588,0.39300507,0.5934551,0.81611,0.12780339,0.543273632596418,0.2789797367387842,0.37712976,0.18929404,0.4326369967363003,0.18596858,0.2081668
0.12661803,0.44170225,0.34591663,0.47340098,0.69690394,0.217184,0.20483335229000116,0.6140107868406472,0.4777319,0.20347181,0.3370941262905873,0.45028076,0.20858581
0.85712034,0.968825,0.87428,0.9019495,0.7875762,0.07435242,0.6700356402021383,0.15862644951758698,0.113383025,0.04339008,0.1624048837595116,0.065917045,0.14832757
0.1739313,0.5771284,0.39415532,0.61856955,0.82496,0.06407146,0.057465353447921204,0.5753243945194637,0.39079732,0.19012061,0.3272600172739983,0.38629583,0.14185612
0.16407336,0.5954883,0.5040941,0.6000677,0.7701558,0.11981934,0.11421377185282632,0.5803512648210759,0.37790322,0.17021255,0.2199047480095252,0.41268215,0.17658326
0.75353736,0.80513626,0.6885506,0.77408326,0.7122065,0.08703761,0.6087192365231542,0.16774900006494,0.20779791,0.0,0.27136977286302266,0.09376642,0.21803012
0.1586218,0.46780244,0.3458034,0.47789007,0.6957999,0.18447798,0.20910400254624015,0.5919377355162642,0.45127112,0.1682214,0.3347273665272633,0.41905314,0.2081826
0.14911166,0.61952555,0.5121614,0.6515946,0.8207133,0.08161605,0.041050499463029966,0.6035024362101462,0.36168185,0.18761508,0.24055566594443337,0.42650288,0.1500377
0.4000279,0.6417123,0.43947607,0.6392427,0.8295696,0.121883005,0.3392594203555652,0.40034970402098224,0.3750846,0.1819573,0.33885766611423335,0.23151672,0.18412748
0.9126362,0.9484405,0.8140583,0.9373151,0.76254725,0.0,0.6230886373853183,0.020995021259701277,0.094445586,0.1666353,0.18366078163392183,0.06870267,0.156458
0.1441808,0.6027397,0.48259073,0.6510706,0.80246854,0.08090323,0.005173359310401558,0.6065181863910912,0.36849558,0.18168324,0.2499075750092425,0.42871797,0.16374612
0.7925169,0.79511976,0.47497404,0.6715392,0.87072146,0.13682356,0.7387071443224287,0.17727305063638304,0.30023748,0.19592322,0.508588749141125,0.09474981,0.1529171
0.16524231,0.54482484,0.42159086,0.5902571,0.70279425,0.119649135,0.06848755910925355,0.5748392644903559,0.40277386,0.14426993,0.2591348940865106,0.41227943,0.19366154
0.3878104,0.687716,0.55973583,0.7805456,0.84219754,0.09039827,0.18001139080068346,0.4626277977576679,0.28415492,0.15677908,0.2405940959405904,0.31646505,0.15193443
0.44912866,0.5847356,0.329711,0.48950085,0.8757497,0.17728353,0.5216084312965059,0.37266472235988335,0.40354416,0.1818668,0.4643640035635996,0.18335563,0.19620104
0.30973944,0.5711211,0.5332297,0.5889138,0.72216445,0.15292138,0.3329228199753692,0.47339236840354215,0.35523513,0.11345872,0.23389983661001632,0.33062005,0.23147899
0.49045214,0.712146,0.5551455,0.7595228,0.7963575,0.10894053,0.28854174731250487,0.4078364644701879,0.28373304,0.10887987,0.20369267963073204,0.2567978,0.14461356
0.36794597,0.6544169,0.48049527,0.6168789,0.8433234,0.14253266,0.22631582357894942,0.513663800819828,0.3514859,0.098922476,0.31120103887989614,0.2599484,0.2812947
0.025817078,0.34810442,0.31085405,0.40293688,0.635794,0.3217718,0.23639893418393607,0.7281346736880805,0.60053635,0.26536778,0.4640847535915246,0.56287026,0.31934315
0.015547488,0.25593376,0.2651842,0.30144733,0.5957788,0.47667873,0.39683806381028386,0.7942704476562269,0.71535176,0.42161906,0.5873442412655758,0.67385614,0.46888405
0.55452335,0.47756884,0.16501017,0.3708682,0.8710388,0.20139772,0.6432193885931633,0.3011287680677261,0.4045043,0.29547706,0.6906223809377618,0.21279073,0.22249436
0.4533271,0.63272285,0.3647398,0.5808173,0.8361588,0.09740022,0.3597962515877751,0.36923032215381935,0.36959857,0.15768524,0.38491698150830184,0.20498863,0.19035397
0.28289983,0.38811478,0.15053535,0.2557579,0.89837915,0.17086223,0.3995427239725634,0.47339638840378334,0.4812363,0.2560344,0.610320978967902,0.32368422,0.29086745
