size_D,app,dba,source,nlan,t01,t05,t08,t10,t13,t14,MI_size_D_duration_D,effort_D
0.05965911,0.39093214,0.117423356,0.5539973,0.0077557568653454124,0.09299804,0.050780223046813386,0.10830737916926209,0.3932253,0.20947853,0.33501120649887933,0.6961713,0.19083084
0.048279695,0.42754096,0.10668388,0.62481356,0.04217536953052217,0.040501624,0.022399024343941462,0.07247189275281073,0.3573029,0.1968585,0.35291608470839153,0.7019392,0.19873472
0.07068478,0.4696349,0.11140889,0.64083135,0.03999077039944623,0.039124966,0.021224336273460178,0.11495809850419014,0.33107954,0.21634898,0.33078053692194626,0.75031024,0.23588201
0.07185511,0.46676272,0.12304437,0.65493035,0.05049179802950788,0.02741278,0.017410026044601564,0.08618127138187286,0.30494508,0.22650608,0.3512105248789475,0.6988665,0.22642288
0.45453236,0.60737693,0.12188357,0.5063971,0.3317082199024932,0.21992968,0.13064174783850488,0.43407903659209635,0.13187078,0.35577783,0.09656097534390246,0.8930493,0.557663
0.041175626,0.3012678,0.14833888,0.5203333,0.109598866575932,0.09629032,0.1370723482243409,0.012833444716655528,0.39742628,0.010399908,0.3513071448692855,0.58551115,0.101928785
0.05699172,0.47367686,0.12602526,0.6455842,0.03712214722732884,0.037685648,0.020648942238936537,0.100131769986823,0.33938453,0.2484226,0.3428847157115284,0.693152,0.21515945
0.24953169,0.55338293,0.056124985,0.59190506,0.1937305016238301,0.08453752,0.052872437172346236,0.1832774116722588,0.18826777,0.19955847,0.1882121111787889,0.8239886,0.37626117
0.113108516,0.44930902,0.1300999,0.60862434,0.07875012472500749,0.06360477,0.036510992190659536,0.08258582174141782,0.3008144,0.2459419,0.30663346933665303,0.6666368,0.21625875
0.114144236,0.1561204,0.30340615,0.29636097,0.18148678088920686,0.37623572,0.3652306419138385,0.23428902657109732,0.6035258,0.13091072,0.5300582069941793,0.48065168,0.083236635
0.16778967,0.48738885,0.055773675,0.5975745,0.09887825593269536,0.053150386,0.016810940008656402,0.11871360812863918,0.2357935,0.12775627,0.21545112845488715,0.80413383,0.28849456
0.050291434,0.4372349,0.15031987,0.6597922,0.056976515418590924,0.024862275,0.023145841388750484,0.07431995256800475,0.32915163,0.18853119,0.3652099634790036,0.71944994,0.2018162
0.09109249,0.50191253,0.14776695,0.64293253,0.09436114566166874,0.04297982,0.03600754216045253,0.09046251095374891,0.32138777,0.21659645,0.2932825406717459,0.6450077,0.22044984
0.11594392,0.35873643,0.08682603,0.48724407,0.042995202579712156,0.11830428,0.05944089956645398,0.1305974269402573,0.34168255,0.1414884,0.22704857729514225,0.7103864,0.21070173
0.06421239,0.46382022,0.14053035,0.6592545,0.05761848745710925,0.027491823,0.026366786582007196,0.09292966670703333,0.3176293,0.21864155,0.3515802248419775,0.68978685,0.2131591
0.12804733,0.32540917,0.17767873,0.43422452,0.08366729502003771,0.20419471,0.14692335881540153,0.13743774625622535,0.41536433,0.1610246,0.2809627919037208,0.5973159,0.16377059
0.37575576,0.6149699,0.16381824,0.5788921,0.34458437067506226,0.1360203,0.10585566635133999,0.2872428312757168,0.14657763,0.2365543,0.15792165420783455,0.8480925,0.45475233
0.07157028,0.42941624,0.21030816,0.6503817,0.11821576209294574,0.034680873,0.07444833446690007,0.03662044933795506,0.3032048,0.14251176,0.3732511026748897,0.62973654,0.16689278
0.10488112,0.529669,0.18248728,0.67397606,0.1431141085868465,0.050660387,0.07340546440432787,0.09891957510804249,0.31236535,0.32837883,0.3322823267717673,0.630802,0.23659062
0.059673578,0.486508,0.14306456,0.6617626,0.04452996267179776,0.03860058,0.025271849516310972,0.11258264274173573,0.34002587,0.22510299,0.3560382943961706,0.7096162,0.21850671
0.047425143,0.35971335,0.10523412,0.5436638,0.029521124771267487,0.08972062,0.06879996412799784,0.08082708191729181,0.39420414,0.17179754,0.3657394834260516,0.6693791,0.17670895
0.12115824,0.5388678,0.34110883,0.7772823,0.25695921541755296,0.0268979,0.11421563685293822,0.10541240945875906,0.27292126,0.31436858,0.4835122516487748,0.59673095,0.15662909
0.08848181,0.15771076,0.26246193,0.34793103,0.13570358814221528,0.3025524,0.28603149716188986,0.19371177062882292,0.54256487,0.1805093,0.5313016468698353,0.534212,0.08588587
0.14574258,0.4413706,0.03413984,0.5547426,0.039829392389763546,0.07245377,0.014852122391127345,0.11780922421907757,0.2611712,0.10868144,0.19905500009449997,0.7985287,0.26046744
0.1392925,0.5264991,0.24656317,0.721592,0.24049654442979265,0.02290672,0.0832034549922073,0.08639212536078746,0.24346346,0.24468729,0.3966268603373139,0.6753546,0.21167538
0.075752,0.46564895,0.11542758,0.6383776,0.03334273600056416,0.044735357,0.016786174007170442,0.12135301786469821,0.3240237,0.22470292,0.3377374662262534,0.7422092,0.22544415
0.08549954,0.48571473,0.109888285,0.63427997,0.03562860413771625,0.04345739,0.009458110567486635,0.12393175360682462,0.31881353,0.21290669,0.301860209813979,0.74556124,0.2407392
0.16823676,0.4256767,0.034383923,0.47362822,0.044935662696139765,0.12902844,0.045476305728578345,0.17877949212205077,0.2949955,0.1816121,0.16599835340016467,0.74108547,0.27047056
0.11143269,0.4786603,0.06957659,0.62072873,0.0548614132916848,0.045781717,0.0108630516517831,0.10971747902825209,0.27516842,0.16947618,0.26641804335819563,0.78205884,0.2584304
0.1820156,0.45169327,0.04958585,0.53452444,0.07678677460720648,0.08182666,0.014207229852433792,0.14343915565608442,0.24515085,0.1313096,0.17632243236775674,0.7904707,0.2979526
0.12538372,0.5080971,0.25597277,0.74479663,0.20867431252045876,0.018515803,0.07531397451883846,0.09465152553484743,0.25200737,0.24763241,0.4487922551207744,0.66087806,0.1836961
0.12897818,0.36431247,0.11906269,0.43654427,0.06622432397345944,0.18988745,0.13248326794899606,0.1436753756324624,0.41447842,0.1842216,0.2650999134900086,0.66227275,0.18961379
0.08651165,0.48325586,0.107162654,0.641886,0.06236236174174171,0.03784406,0.01947535716852143,0.09905368609463137,0.29701084,0.19207063,0.295113370488663,0.736369,0.23397236
0.139902,0.46253133,0.08225256,0.6081632,0.08453952507237152,0.043420777,0.011769161706149703,0.11627207837279215,0.24135706,0.12138203,0.24223316577668338,0.79449886,0.2691658
0.5029446,0.64682084,0.17611077,0.5136985,0.4146641248798475,0.23996736,0.16278924976735498,0.4762022323797767,0.11868391,0.36422554,0.10922305907769408,0.93435425,0.6055642
0.07616627,0.27199346,0.10124534,0.44307718,0.041479634488778075,0.14410688,0.12495537749732265,0.08789854121014588,0.39159545,0.030733824,0.3241044275895572,0.671497,0.14325342
0.09911856,0.47779626,0.16249871,0.6785244,0.16016205960972357,0.020861678,0.05636610338196621,0.0605947909405209,0.26838797,0.19217822,0.3491124450887555,0.7150244,0.21142392
0.14826067,0.48630542,0.20788118,0.7012615,0.21481814288908857,0.013715804,0.055320549319232956,0.0722905177709482,0.22110945,0.18767479,0.38753929124607084,0.71707344,0.20987307
0.14331949,0.574712,0.4028391,0.8293162,0.2979982678798961,0.03128553,0.12827496769649807,0.15673045432695457,0.26968113,0.5493027,0.5593159840684016,0.53532755,0.17281759
0.07982483,0.456754,0.10211098,0.61614347,0.04378791262727476,0.053020597,0.02421175145270509,0.100768409923159,0.31057313,0.19138286,0.29860957013904293,0.7382226,0.22207439
0.08921348,0.42020524,0.07025108,0.5613664,0.021550165293009918,0.069805995,0.021130488267829296,0.10757304924269506,0.33167514,0.14457199,0.25765007423499253,0.73319095,0.22380583
0.16516523,0.59449923,0.34211615,0.72704446,0.28774239726454387,0.05575995,0.12305386738323205,0.13418887658111234,0.27681908,0.35383537,0.3483526051647394,0.5426328,0.22416215
0.27630347,0.44662994,0.054816544,0.38401031,0.1310305778618347,0.22594629,0.1094372465662348,0.299110320088968,0.2620303,0.15769324,0.07089184291081571,0.7541629,0.35039797
0.09099089,0.47250092,0.09335151,0.61947733,0.03514214210852853,0.046948567,0.013470337808220269,0.11056248894375109,0.31768256,0.20227519,0.2879505512049449,0.741299,0.24130133
0.10397874,0.43160373,0.120396346,0.5507061,0.03786508927190536,0.10564348,0.0584703565082214,0.10840632415936759,0.36119992,0.2270427,0.2693010930698907,0.67082417,0.20776905
0.13504966,0.52459997,0.29344508,0.75483215,0.26366455581987336,0.029630445,0.11757748705464922,0.09606868539313144,0.25164393,0.28777876,0.47611452238854773,0.66722596,0.20056969
0.12605307,0.48061442,0.06830722,0.6031937,0.041813032508781954,0.052983195,0.006442040386522423,0.12533838746616124,0.2788523,0.1536232,0.23989649601035037,0.79689693,0.27287954
0.35941488,0.5633823,0.061825037,0.5011847,0.22606771356406283,0.16212107,0.06695612401736743,0.32886421711357827,0.16428009,0.25493768,0.08737544626245537,0.86698776,0.47649825
0.07208347,0.46902645,0.19431248,0.6620405,0.1086667065200024,0.040316522,0.050686853041211184,0.06484834351516565,0.33521336,0.2503405,0.35411971458802854,0.6148931,0.18124765
0.099978566,0.48017728,0.20923707,0.6922947,0.1893501813610109,0.029205091,0.07309969438598166,0.053782444621755535,0.2920815,0.2562109,0.37722295227770475,0.6366009,0.18709254
0.2888613,0.53108996,0.051365227,0.56991225,0.20550620233037215,0.10777268,0.06559707393582444,0.21460047853995212,0.16546376,0.18287161,0.16648726335127365,0.8791985,0.39250597
0.04792592,0.30993867,0.14784354,0.54297423,0.04495261869715712,0.09856211,0.09436296566177794,0.06934476706552328,0.38458598,0.17328879,0.43650658634934136,0.6572504,0.14075996
0.050553054,0.23089181,0.1771737,0.46634856,0.06971399918283995,0.16072436,0.15267278916036736,0.08879441612055838,0.44402507,0.14139697,0.4709901329009867,0.6211389,0.10222259
0.1847278,0.42839944,0.058609754,0.5145095,0.098487099909226,0.09508781,0.04000772740046365,0.13605834639416534,0.24347895,0.10469505,0.1906876709312329,0.80680877,0.3086679
0.0951086,0.5073073,0.2205467,0.70843977,0.15399651923979116,0.031279594,0.06984539419072365,0.09694930030506996,0.31246042,0.255344,0.39741393025860694,0.59744424,0.18520467
0.27953804,0.59290576,0.35090402,0.7536291,0.3952546937152816,0.07949014,0.17134630028077805,0.1708060329193967,0.17074527,0.3228447,0.4665872033412796,0.7373805,0.26016864
0.08650429,0.46526515,0.12050593,0.65360665,0.06560342393620544,0.027922377,0.017152891029173462,0.09655187034481297,0.2884583,0.1791546,0.33658602634139734,0.7463369,0.2235465
0.08966386,0.34899318,0.06266186,0.5132416,0.03282951196977072,0.09256208,0.05911819954709197,0.08177336182266381,0.33553845,0.07094571,0.2793646220635378,0.7190504,0.18699302
0.10144831,0.50151885,0.20715037,0.71472627,0.17059057023543422,0.027150817,0.08286788097207286,0.07973996202600378,0.2847901,0.2835826,0.40622925937707405,0.6156769,0.20230567
0.3763196,0.46446908,0.15589935,0.33511192,0.2729408863764532,0.331375,0.21545597292735838,0.44951455504854443,0.24332793,0.21234694,0.05611496938850306,0.7364526,0.4333464
0.07243847,0.36853823,0.120857686,0.5779551,0.11797901207874073,0.0729478,0.10369595022175701,0.0507044449295555,0.34284794,0.11744389,0.35495390450460956,0.61426264,0.15041092
0.11844748,0.37773925,0.12550005,0.44423333,0.05594273335656401,0.18913661,0.1388183783291027,0.13221697677830233,0.4299447,0.1376951,0.25900313409968656,0.6332937,0.18709497
0.10998365,0.3550196,0.16740301,0.45817283,0.0852793951167637,0.17742561,0.1596356295781378,0.10456885954311404,0.435982,0.096669585,0.302169319783068,0.59275573,0.15633905
0.19046244,0.113461666,0.31387296,0.31019953,0.26537901592274094,0.3595667,0.34270962056257726,0.2535131946486805,0.43642044,0.0990026,0.48344619165538083,0.50268364,0.13446003
0.10973255,0.47910917,0.21176174,0.7032695,0.21599611295976678,0.008038975,0.0785803097148186,0.0596508640349136,0.25948298,0.19919273,0.3915439408456059,0.6972546,0.20587334
0.10678029,0.50002843,0.14013591,0.6497294,0.10513483630809017,0.032893494,0.028039233682354024,0.1019506058049394,0.27648947,0.18841252,0.2715410028458997,0.70169276,0.23828009
0.11015047,0.2850882,0.09574285,0.38166156,0.048092292885537576,0.20541488,0.15104799906287994,0.1375970662402934,0.4300774,0.0190337,0.2747208725279127,0.64574474,0.1771634
0.025853751,0.28391325,0.2835633,0.63970864,0.13473569808414187,0.031680092,0.1108119966487198,0.0060001009999898994,0.33226272,0.12109688,0.5371540462845953,0.65383434,0.10735491
0.15784992,0.5514032,0.3486161,0.76304376,0.3149570388974223,0.022246018,0.11721103703266222,0.09182859081714091,0.23319548,0.32981756,0.43538178646182135,0.59420705,0.17921302
0.07517166,0.49680305,0.16052526,0.6775652,0.09312616558756993,0.024750158,0.026735202604112156,0.0911739708826029,0.30539128,0.24725845,0.33882623611737633,0.6556712,0.20811693
0.0607279,0.368787,0.11253315,0.5278001,0.03935070536104232,0.111091554,0.09152959549177572,0.09249334575066542,0.41283613,0.111858875,0.3247941375205862,0.6686803,0.1770053
0.071144365,0.4705065,0.13517964,0.671286,0.08849318530959113,0.02105628,0.026187197571231856,0.07162287283771271,0.29539543,0.21574101,0.3416806458319354,0.6907214,0.20570426
0.019569887,0.29593974,0.20383915,0.59089756,0.06829046409742784,0.06954132,0.09180738550844313,0.03859473414052659,0.37183726,0.18086764,0.5094249890575011,0.6601407,0.12259189
0.06256562,0.42032978,0.28102043,0.70332503,0.1926258515575511,0.0074411705,0.08603244016194642,0.02924793707520629,0.32323188,0.19793078,0.44696231530376845,0.61736655,0.14774606
0.19233401,0.596997,0.4028276,0.81618917,0.3873540432412426,0.029777378,0.14941375896482556,0.14291416570858342,0.20761889,0.4288433,0.5138654486134551,0.5844848,0.20273307
0.12450144,0.54637575,0.26513663,0.74372613,0.23129984387799066,0.022696607,0.08714940522896432,0.11522187847781214,0.26333532,0.31504825,0.4111363588863641,0.5752692,0.18247992
0.054656886,0.40981,0.17879364,0.6596142,0.12025465721527945,0.03545834,0.07829462469767748,0.035520728447927155,0.3398994,0.1449351,0.4141497785850221,0.6401815,0.15919991
0.085598506,0.49224365,0.14968264,0.6529782,0.11367239682034382,0.052827865,0.07341577440494647,0.08751315124868488,0.3393631,0.2156907,0.3417987458201254,0.65477705,0.21827285
0.15102166,0.4308467,0.01734662,0.51366925,0.044817465689047944,0.08730802,0.017236875034212503,0.11364926863507313,0.28414226,0.08186746,0.1608874839112516,0.7509415,0.26054242
0.08687509,0.06252988,0.41411796,0.30455923,0.24230888453853308,0.4028387,0.42348679540920775,0.24460647553935244,0.6390777,0.22573307,0.7288238271176172,0.42844418,0.026008248
0.054793194,0.42532253,0.12757978,0.6181172,0.02777512566650754,0.0534862,0.032678799960728,0.0909568309043169,0.35657024,0.22366032,0.35691696430830355,0.7086933,0.19921935
0.050459184,0.30380148,0.13148063,0.49481118,0.0435162366109742,0.126929,0.10910760654645639,0.08704590129540987,0.42022368,0.12220636,0.3835047116495288,0.65740234,0.14140749
0.06065788,0.39786845,0.12294495,0.57435125,0.07073604024416241,0.0815327,0.0837808750268525,0.07378404262159574,0.39995748,0.16507432,0.34827966517203346,0.63737285,0.19888657
0.13756908,0.28812277,0.09755874,0.39578107,0.08778586026715161,0.19122665,0.12560038753602326,0.16680477331952268,0.37894273,0.044320077,0.21517809848219013,0.6533166,0.18905157
0.53441006,0.6787123,0.34073076,0.6408138,0.5847210350832621,0.18802075,0.221305283278317,0.38388192161180784,0.076606885,0.37364146,0.28462762153723786,0.9508682,0.5251454
0.16870514,0.48826218,0.0425137,0.56522274,0.05569725034183502,0.07188982,0.004953369797202188,0.14871187512881248,0.25783706,0.1544129,0.1822545617745438,0.8155583,0.31090224
0.042642467,0.28020594,0.14394927,0.5188088,0.07499622449977347,0.106908455,0.11764334705860083,0.047083418291658165,0.39688915,0.110336095,0.43511728648827136,0.61962426,0.108521216
0.108170584,0.5011241,0.13410968,0.6506698,0.10063471603808297,0.030157223,0.023195998391759905,0.09244489075551092,0.27561817,0.1924443,0.27257004274299573,0.6911628,0.23255923
0.15389551,0.32170486,0.2604454,0.35655886,0.1610431296625878,0.3240444,0.3013235480794129,0.24047890595210938,0.53085405,0.16087738,0.30005636999436297,0.51195574,0.16486306
0.355094,0.5687138,0.06983325,0.53735805,0.24088063445283805,0.14524403,0.07702564462153869,0.30463616953638306,0.15137337,0.25465462,0.12710763728923624,0.8956356,0.4705932
0.09902677,0.28844154,0.1500876,0.3973448,0.05847989350879361,0.21668501,0.1696461101787666,0.15125022487497752,0.46051705,0.13280699,0.3255532974446702,0.6055746,0.14742783
0.06108989,0.43407744,0.13597369,0.6127546,0.06904580414274826,0.06392972,0.05492548929552936,0.07677055232294476,0.3763557,0.26548257,0.3689372431062756,0.64939094,0.1972011
0.09446507,0.26529416,0.15756017,0.37775275,0.05243842614630557,0.240144,0.18980824138849448,0.1795551620444838,0.4909019,0.16233745,0.3719828628017137,0.6180961,0.1492882
0.10442515,0.51168966,0.21446732,0.701601,0.1730185703811142,0.02451232,0.06738512404310745,0.07294867270513272,0.28042668,0.199994,0.36031919396808054,0.6328077,0.19678628
0.0841321,0.50219995,0.19853911,0.71254736,0.14445482866728973,0.017105192,0.05251877315112639,0.08360139163986084,0.28662235,0.20847383,0.38761150123884985,0.65697056,0.18900673
0.18028958,0.4662559,0.074326515,0.4881196,0.08624099517445971,0.13165963,0.06287165377229922,0.1789999421000058,0.32987255,0.21050337,0.15277495472250452,0.7423055,0.29761532
0.1135651,0.52049476,0.2197549,0.696288,0.20413875224832514,0.03416848,0.06995727419743646,0.08260611173938882,0.2752607,0.24013522,0.3601075639892436,0.66255623,0.22379716
0.16072612,0.5772017,0.30747393,0.724532,0.25039291502357486,0.04891801,0.09745143584708615,0.09947922005207799,0.26316452,0.3244073,0.34032520596747934,0.59395385,0.22726722
0.08860093,0.27041435,0.16017422,0.38702744,0.06961559417693566,0.2357618,0.1902177914130675,0.1621016737898326,0.4992565,0.16015664,0.3873117812688218,0.6116373,0.14517525
0.1255466,0.50167614,0.14634961,0.63003534,0.12550409753024586,0.04775445,0.03702642222158533,0.10306306969369303,0.29088685,0.21247128,0.2738954426104557,0.6687318,0.24227144
0.15528157,0.561731,0.32524785,0.76716685,0.2782815866968952,0.032064587,0.11276712176602731,0.11536057846394214,0.24062252,0.33655897,0.4552786144721385,0.6170889,0.19917557
0.4541538,0.6210493,0.22649816,0.61104757,0.4431333765880026,0.16616805,0.16839796010387761,0.34727003527299644,0.09786035,0.27228317,0.24700612529938745,0.9444921,0.4831671
0.3110141,0.56744826,0.10733324,0.5904616,0.28638489718309385,0.09555313,0.07527776451666587,0.2116779488322051,0.15450144,0.17267027,0.200817679918232,0.86206186,0.41237536
0.09242519,0.5122067,0.1771774,0.6800355,0.11555101693306101,0.025785059,0.03939770236386214,0.09255901574409842,0.28697526,0.20701769,0.31458916854108315,0.6574792,0.21552284
0.10475601,0.37731558,0.09529334,0.46806788,0.027552978653178718,0.15484838,0.10647525638851538,0.13456843654315634,0.4044889,0.16677287,0.27123511287648866,0.68473065,0.20156494
0.18729457,0.6214008,0.45786253,0.8343718,0.40540894432453667,0.04580292,0.18423593105415587,0.14926408507359148,0.23082042,0.41440597,0.5451089754891024,0.5762954,0.18840885
0.15430656,0.5358758,0.31439427,0.7389065,0.2829483369769002,0.020381384,0.09846391590783496,0.0817284918271508,0.24050157,0.27754495,0.4168808983119101,0.6248858,0.18288395
0.15016882,0.29941377,0.077904046,0.37296155,0.08736400524184032,0.20501609,0.1336433480186009,0.16440494355950563,0.38367563,0.0,0.19922733007726698,0.64928997,0.19426057
0.10490067,0.24392168,0.1946539,0.36550593,0.1082791864967512,0.27812845,0.23296889397813364,0.17223133277686672,0.52261555,0.12705848,0.40940092905990705,0.57453036,0.123739764
0.1061084,0.44790375,0.08137441,0.6154397,0.06325988879559333,0.038913667,0.012396351243781075,0.08403905159609483,0.28368336,0.12022582,0.2699307730069227,0.7723191,0.23576662
0.20314364,0.22127394,0.23901221,0.2901231,0.18107491086449468,0.35142308,0.3089084785345087,0.2945589405441059,0.43174937,0.16559073,0.3692072830792717,0.5425153,0.22369859
0.18831453,0.47241378,0.010230064,0.5431097,0.09529738571784314,0.06863764,0.015726253943575238,0.12978844702115527,0.22651218,0.070987016,0.13830068616993138,0.8105,0.3074027
0.1663239,0.47253436,0.21864018,0.69084287,0.24080997444859847,0.024721108,0.09472613568356815,0.08605707139429285,0.22790407,0.16177508,0.4130953186904681,0.7647753,0.22105366
0.049753956,0.35595733,0.11364654,0.570717,0.04721714883302893,0.07088855,0.07048227422893645,0.05848569415143058,0.36702803,0.15050504,0.3913529408647059,0.6697985,0.1628119
0.1008735,0.5012985,0.15185198,0.6695798,0.12428157745689465,0.029019251,0.040062325403739524,0.09115950088404991,0.27557996,0.2565572,0.3129690287030971,0.65890676,0.22345208
0.07331208,0.46249396,0.11272064,0.6257661,0.014517978871078734,0.04967265,0.01086057765163466,0.13248305675169433,0.3349714,0.23274985,0.3211866678813332,0.75516474,0.23193395
0.108695626,0.26699534,0.10276893,0.4251374,0.06755216805313008,0.16990651,0.11636175698170542,0.1323769267623073,0.38770688,0.06646532,0.27967247203275275,0.6470974,0.15799639
