YearEnd,Transactions,Entities,PointsAdjust,Envergure,TeamExp_0,TeamExp_1,TeamExp_2,TeamExp_3,TeamExp_4,TeamExp_?,ManagerExp_0,ManagerExp_1,ManagerExp_2,ManagerExp_3,ManagerExp_4,ManagerExp_5,ManagerExp_7,ManagerExp_?,Language_1,Language_2,Language_3,MI_PointsAdjust_Entities,MI_PointsAdjust_Envergure,MI_PointsAdjust_Transactions,MI_PointsAdjust_Language_3,MI_Entities_Envergure,Effort
0.4,0.1892816419612314,0.7105263157894737,0.3595825426944971,0.6808510638297872,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25549285928293214,0.2448221567281682,0.068062374101809,0.0,0.4837625979843225,0.1454219030520646
0.6,0.0798175598631698,0.3184210526315789,0.127134724857685,0.4680851063829787,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.040482372915210216,0.05950987120998021,0.010147583512015895,0.0,0.14904815229563265,0.144524236983842
0.6,0.1550741163055872,0.081578947368421,0.1043643263757115,0.4680851063829787,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00851393188854488,0.048851386814162824,0.016184205686541348,0.1043643263757115,0.038185890257558766,0.0070103445327861
0.8,0.1881413911060433,0.1868421052631579,0.1698292220113852,0.7659574468085106,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03173124937581145,0.13008195728531632,0.03195190607967908,0.1698292220113852,0.14311310190369542,0.080490724117295
0.4,0.2109464082098061,0.2210526315789473,0.2011385199240986,0.6382978723404256,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.044462199141116515,0.12838628931325444,0.04242944833062512,0.0,0.14109742441209402,0.2504488330341113
1.0,0.1334093500570125,0.1105263157894736,0.0967741935483871,0.7021276595744681,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01069609507640067,0.06794783802333562,0.012910582263581853,0.0967741935483871,0.07760358342665168,0.0044883303411131
0.6,0.1459521094640821,0.2947368421052631,0.1736242884250474,0.6170212765957447,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05117347448317185,0.10712988009205053,0.02534083114983588,0.0,0.18185890257558784,0.367145421903052
0.8,0.3192702394526795,0.2131578947368421,0.2884250474383302,0.4893617021276595,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06148007590132828,0.1411441721506722,0.09208553395978614,0.2884250474383302,0.10431131019036953,0.0380011968880909
0.8,0.2862029646522235,0.3605263157894737,0.3140417457305502,0.4042553191489361,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.11322031359232995,0.1269530461463926,0.08987967865264322,0.0,0.14574468085106382,0.229802513464991
1.0,0.169897377423033,0.1368421052631579,0.1366223908918406,0.2765957446808511,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.018695695595725557,0.03778917194880698,0.02321178590978819,0.1366223908918406,0.03784994400895857,0.0128665469778575
1.0,0.3340935005701254,0.3631578947368421,0.3548387096774194,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.12886247877758913,0.3548387096774194,0.11854930665391546,0.0,0.3631578947368421,0.3207660083782166
0.8,0.5039908779931584,0.1078947368421052,0.4041745730550284,0.4893617021276595,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.04360830919804251,0.19778755702692877,0.20370029793651373,0.0,0.05279955207166849,0.1741472172351885
0.8,0.7434435575826682,0.3289473684210526,0.683111954459203,0.3829787234042553,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22470787975631676,0.2616173442609714,0.5078551816503996,0.683111954459203,0.125979843225084,0.0771992818671454
1.0,0.0627137970353477,0.1236842105263157,0.0426944971537001,0.425531914893617,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0052806351742734296,0.018167871129234084,0.002677534029023378,0.0,0.05263157894736838,0.0695904932888775
0.6,0.3135689851767388,0.5868421052631579,0.4184060721062618,0.9574468085106383,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.24553830020972733,0.40060155839961237,0.1311991674221459,0.0,0.5618701007838747,0.827049670855775
0.6,0.1972633979475484,0.3131578947368421,0.2229601518026565,0.6382978723404256,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.06982173174872663,0.14231499051233393,0.04398187715149323,0.0,0.19988801791713326,0.263016157989228
0.8,0.1870011402508551,0.8552631578947368,0.4098671726755218,0.2978723404255319,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3505442924198542,0.1220880939884533,0.0766456286417167,0.0,0.2547592385218365,0.6172950329144224
1.0,0.2770809578107183,0.0,0.1764705882352941,0.4893617021276595,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08635794743429284,0.048896639613656166,0.0,0.0,0.1478156792339916
0.4,0.1391106043329532,0.4552631578947368,0.2258064516129032,0.9787234042553192,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1028013582342954,0.22100205902539463,0.03141207194615071,0.0,0.4455767077267637,0.5248354278874925
0.4,0.1106043329532497,0.0842105263157894,0.0683111954459203,0.0212765957446808,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.005752521721761705,0.0014534296903387263,0.007555514205535084,0.0,0.0017917133258678552,0.0763016157989228
0.4,0.0992018244013683,0.2657894736842105,0.1242884250474383,0.5106382978723404,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.03303455507839807,0.06346642981145785,0.012329638516678598,0.0,0.13572228443449047,0.2253141831238779
0.4,0.1220068415051311,0.1710526315789473,0.1091081593927893,0.2765957446808511,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.018663237790871846,0.03017885259800555,0.013311941909952624,0.0,0.04731243001119819,0.1044284859365649
0.4,0.0877993158494868,0.1105263157894736,0.0588235294117647,0.574468085106383,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.006501547987616093,0.03379224030037547,0.005164665638205106,0.0,0.06349384098544228,0.1107121484141232
0.4,0.2417331812998859,0.3,0.2552182163187855,0.6382978723404256,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.07656546489563565,0.16290524445879925,0.061694711356422474,0.0,0.19148936170212766,0.5936564931178935
0.8,0.0592930444697833,0.2342105263157894,0.079696394686907,0.2765957446808511,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.018665734545091368,0.022043683636804062,0.004725441874252178,0.0,0.06478163493840984,0.0870736086175942
0.6,0.1402508551881414,0.2157894736842105,0.1404174573055028,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.03030060920802955,0.0,0.019693668470441104,0.0,0.0,0.132555356074207
0.6,0.041049030786773,1.0,0.340607210626186,0.2340425531914893,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.340607210626186,0.07971658121038394,0.013981595875191185,0.0,0.2340425531914893,0.3285457809694793
0.6,0.0524515393386545,0.2763157894736842,0.0891840607210626,0.1489361702127659,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.024642964146609398,0.013282732447817828,0.004677841269291766,0.0,0.041153415453527416,0.1166965888689407
0.8,0.1311288483466362,0.1184210526315789,0.0977229601518026,0.1914893617021276,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.011572455807450303,0.01871290726311113,0.012814299221730096,0.0,0.0226763717805151,0.0930580490724117
0.8,0.1265678449258837,0.3131578947368421,0.1641366223908918,0.2127659574468085,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05140067911714769,0.03492268561508336,0.020774418569428722,0.0,0.06662933930571108,0.1250748055056852
0.8,0.0433295324971493,0.0657894736842105,0.0056925996204933,0.1914893617021276,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0003745131329271906,0.0010900722677540358,0.00024665768024942423,0.0,0.01259798432250839,0.0439856373429084
0.6,0.1334093500570125,0.2631578947368421,0.1518026565464895,0.3829787234042553,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.03994806751223408,0.05813718761354917,0.020251893746795056,0.0,0.10078387458006718,0.101735487731897
0.6,0.104903078677309,0.1,0.0692599620493358,0.2127659574468085,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.00692599620493358,0.014736162138156553,0.007265583248048908,0.0,0.021276595744680854,0.056852184320766
0.6,0.0786773090079817,0.2421052631578947,0.0986717267552182,0.1914893617021276,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.023888944372315982,0.01889458597440348,0.0077632259362714374,0.0,0.04636058230683089,0.0843806104129264
0.6,0.0684150513112884,0.1763157894736842,0.0664136622390891,0.1914893617021276,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.011709777289523602,0.012717509790463865,0.004543694109857857,0.0,0.0337625979843225,0.0451825254338719
0.6,0.2109464082098061,0.2368421052631578,0.206831119544592,0.6382978723404256,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.04898631778687703,0.13201986353910128,0.04363028177394471,0.0,0.15117581187010073,0.1316576900059844
0.8,0.2451539338654504,0.2710526315789474,0.2476280834914611,0.4893617021276595,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.06712024368321183,0.12117970043199158,0.06070699880349388,0.0,0.1326427771556551,0.2666068222621185
0.8,0.3580387685290764,0.4657894736842105,0.4117647058823529,0.6382978723404256,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1917956656346749,0.26282853566958697,0.147427728217855,0.0,0.29731243001119817,0.4622980251346499
0.6,0.0376282782212086,0.0631578947368421,0.0,0.4680851063829787,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0295632698768197,0.0308198683423099
0.8,0.0741163055872291,0.0947368421052631,0.0417457305502846,0.425531914893617,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0039548586837111705,0.017764140659695574,0.003094039322427019,0.0,0.040313549832026854,0.0855774985038898
0.8,0.104903078677309,0.131578947368421,0.0806451612903225,0.0851063829787234,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.010611205432937166,0.006863417982155106,0.008459925699782975,0.0,0.011198208286674127,0.026032315978456
0.6,0.1003420752565564,0.0921052631578947,0.0626185958254269,0.0212765957446808,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.005767502247078792,0.001332310549477165,0.006283279854774875,0.0626185958254269,0.0019596864501679676,0.0
0.2,0.1425313568985176,0.1842105263157894,0.1309297912713472,0.1702127659574468,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.02411864576051132,0.022285921918527185,0.0186616008083448,0.0,0.03135498320268756,0.0739078396169958
0.6,0.5393386545039909,0.5789473684210527,0.603415559772296,0.4468085106382978,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3493458503944872,0.26961120755783435,0.3254453361143626,0.0,0.2586786114221724,0.3656493117893477
0.2,0.2326111744583808,0.1736842105263158,0.2020872865275142,0.0212765957446808,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03509937081793668,0.004299729500585398,0.0470077610622724,0.2020872865275142,0.0036954087346024547,0.0020945541591861
0.2,0.1482326111744583,0.3578947368421052,0.198292220113852,0.3617021276595745,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.07096774193548386,0.07172271791352094,0.029393373563056723,0.0,0.12945128779395296,0.1451226810293237
0.6,0.5290763968072976,0.4605263157894737,0.5521821631878557,0.7446808510638298,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25429441725756513,0.41119948322499894,0.2921465492806899,0.0,0.34294512877939526,0.5691202872531418
0.4,0.2508551881413911,0.4263157894736842,0.3083491461100569,0.723404255319149,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1314541096574453,0.2230610844200412,0.07735098306067563,0.3083491461100569,0.3083986562150056,0.0365050867743865
0.0,0.2485746864310148,0.1736842105263158,0.215370018975332,0.6170212765957447,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.037406371716768194,0.1328878840486091,0.05353553493343486,0.0,0.10716685330347145,0.0963494913225613
0.6,0.4401368301026225,0.4894736842105263,0.4886148007590132,0.7446808510638298,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.23916408668730643,0.36386208567160555,0.21505736954729654,0.0,0.364501679731243,0.3836026331538001
0.6,0.5245153933865451,0.4447368421052631,0.5426944971537002,0.8085106382978723,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.24135623689204033,0.438774274294481,0.28465161766328634,0.5426944971537002,0.3595744680851063,0.2280071813285457
0.4,1.0,0.6157894736842106,1.0,0.6170212765957447,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6157894736842106,0.6170212765957447,1.0,0.0,0.3799552071668533,1.0
