pcap,loc,MI_loc_aexp,MI_loc_data,MI_loc_stor,MI_loc_time,actual
0.50509524,0.28514934,-0.015877867,0.029396525,0.17068404,0.31889454,0.0437742
0.40864247,0.29383653,-0.017852144,0.013984732,0.17517662,0.3289055,0.06973751
0.46743095,0.24818473,-0.023913438,0.04146857,0.1629314,0.30058587,0.050539043
0.45835721,0.19768769,-0.016934177,0.028394843,0.11568418,0.21489426,0.034317214
0.57616764,0.30181548,-0.016063387,0.06569405,0.1815727,0.3091038,0.08597329
0.527274,0.26272535,-0.017432107,0.023901729,0.16153327,0.29620785,0.047063295
0.7341082,0.37329438,-0.0005857684,0.10093824,0.19505337,0.3638044,0.08525336
0.40974241,0.26058903,-0.02947071,0.010313472,0.15833728,0.33458886,0.06341426
0.34768772,0.21767919,-0.022663577,0.024905859,0.14252967,0.24963492,0.05521887
0.39043742,0.21066709,-0.034159616,0.020965071,0.14559102,0.24312901,0.04781374
0.4750685,0.2265257,-0.020585863,0.019163327,0.1427215,0.25943124,0.036517773
0.8282968,0.3778655,0.013626302,0.09415912,0.2190035,0.385365,0.08330916
0.44098717,0.28787106,-0.028815048,0.03951306,0.15930247,0.32106248,0.07962859
0.5563152,0.47098735,-0.0033155102,0.033546716,0.27999306,0.535491,0.117053345
0.5044746,0.2340449,-0.0120765995,0.0385241,0.14748946,0.25459525,0.055980336
0.474195,0.29952475,-0.048166923,0.012972195,0.16808818,0.3609625,0.047287997
0.3429718,0.26225364,-0.015963892,0.03531962,0.14383486,0.2854001,0.08176792
0.38755083,0.17276184,-0.02170478,0.0044713,0.11668177,0.19223887,0.03423736
0.5459626,0.33080652,-0.027454058,0.01816791,0.19586933,0.39038068,0.048108827
0.44613272,0.20676278,-0.015091063,0.012955591,0.130217,0.2350907,0.036221292
0.54042643,0.35328764,-0.017994815,0.059643768,0.1810506,0.36576486,0.07998629
0.72398496,0.34025955,0.011671469,0.108458765,0.19254269,0.3206635,0.07401213
0.5338232,0.26138863,-0.017504724,0.046068616,0.15840705,0.30067453,0.045150895
1.2305664,0.6023229,0.05572004,0.22141011,0.3190849,0.5808201,0.1519321
0.43413687,0.25296342,-0.03076029,0.010442732,0.13242753,0.30256104,0.038929652
0.5469236,0.40137374,-0.0021119453,0.009472527,0.24719875,0.4588626,0.06918733
0.6142493,0.32408255,-0.013381353,0.047283277,0.19169767,0.36850014,0.056947578
0.46978992,0.2393273,-0.018173197,0.019387335,0.1433733,0.26437864,0.03620478
0.40331805,0.2010621,-0.018858893,0.033677846,0.11814314,0.21353745,0.054541346
0.7086786,0.5244994,-0.0510529,0.032185987,0.2673941,0.59094286,0.07686685
0.50966436,0.34219283,-0.017556196,0.010214338,0.19957584,0.4124837,0.050713476
0.7272405,0.5286051,-0.028954009,0.051782332,0.30498093,0.5749518,0.11414023
1.311799,0.66529113,0.098765045,0.27747282,0.3470174,0.60309845,0.16900715
0.47749174,0.23600307,-0.009530868,0.03636547,0.14237861,0.2498388,0.04425731
0.5457585,0.27193907,-0.01592821,0.04703047,0.16679236,0.30247316,0.049586672
0.5607314,0.28869063,-0.014459899,0.037727207,0.1716864,0.32128498,0.04358728
0.54896283,0.38417065,-0.005695721,0.013054047,0.23977362,0.4465763,0.06866972
0.42781276,0.19815658,-0.015951956,0.0047912747,0.13318193,0.23931947,0.038608547
0.35889447,0.23807804,-0.04696829,0.018444274,0.1461237,0.28227183,0.06550524
1.1939708,0.59947354,0.09207429,0.2690077,0.33251897,0.531906,0.17176956
0.42668468,0.19713451,-0.018233312,0.027478328,0.12331548,0.2142036,0.04384322
0.54092664,0.34068394,-0.011676112,0.024142688,0.21352385,0.38017514,0.05696201
0.5681804,0.41108033,-0.024112957,0.046183564,0.25002626,0.49481636,0.086929396
1.0461578,0.54314405,0.09226033,0.23232114,0.3179929,0.48955727,0.1643368
1.5962033,0.8203296,0.1391479,0.3204011,0.45072672,0.7872823,0.22677243
0.6968854,0.34755185,-0.020920621,0.06862865,0.20020019,0.37740773,0.06700572
0.8190441,0.4949127,0.03891422,0.11349185,0.30728978,0.5047907,0.123245776
0.6965023,0.33755124,0.0065124137,0.068785205,0.18560958,0.35783345,0.06420414
0.50975215,0.3343567,-0.021418484,0.03791126,0.20212235,0.39427546,0.045910623
0.90141237,0.4235913,0.035854846,0.14425856,0.2386655,0.39741522,0.10346033
0.88952446,0.43661588,0.028965507,0.13674332,0.2293033,0.42100877,0.09942095
0.36892062,0.24557136,-0.024133125,0.018372623,0.13669421,0.2621208,0.056593556
0.4806152,0.28026983,-0.022865543,0.029503623,0.15650858,0.30148798,0.03999177
0.78811634,0.38348076,-0.009785704,0.09419873,0.22349535,0.41979602,0.08117986
1.203538,0.6026166,0.07138112,0.22415376,0.3145896,0.57562804,0.14890195
0.40454936,0.20497125,-0.04256133,0.03199695,0.11812122,0.20627366,0.034759898
0.5613677,0.3205492,-0.006841155,0.0154826045,0.19267884,0.35073128,0.051551085
0.58685154,0.28051656,-0.01699896,0.05799663,0.1735275,0.32424173,0.052951027
0.6898386,0.3711899,-0.007984307,0.07852293,0.22233172,0.37252107,0.05180419
0.46552658,0.2794894,-0.041135393,0.0335927,0.15996598,0.3133473,0.045845125
0.72737175,0.37400553,-0.025606973,0.09821471,0.22197393,0.4290811,0.05409513
0.742443,0.52913326,-0.0107198,0.017167753,0.28555858,0.57167727,0.06962082
0.44876224,0.19518656,-0.025088815,0.02405818,0.13016528,0.21081206,0.045825433
0.5967395,0.2902268,-0.00877898,0.046600655,0.16845305,0.3173502,0.051181626
0.45333785,0.2419792,-0.027174646,0.020597707,0.15251918,0.2761524,0.034009304
0.72972524,0.40394682,-0.0022722557,0.083830535,0.19094816,0.38350612,0.103868335
0.7258205,0.4654979,-0.00609106,0.07202407,0.2812016,0.5373874,0.0689694
1.002727,0.4908748,0.016889542,0.1353015,0.26984447,0.48607194,0.101416945
0.49300647,0.20722456,-0.0082170535,0.03485661,0.14154136,0.22277628,0.051826093
0.4673922,0.2736753,-0.029483074,0.03248042,0.13088298,0.28124094,0.060105864
0.6045872,0.3165092,-0.009594962,0.04282184,0.1847579,0.3648739,0.0447223
0.53161263,0.34804407,-0.017015057,0.04212556,0.20579766,0.41538626,0.04941381
0.3989218,0.24255638,-0.03246747,0.011973038,0.14103384,0.29506603,0.037541796
0.7780897,0.36129832,0.016427623,0.09120573,0.20420481,0.36621702,0.090100706
0.67321557,0.38418755,-0.009875195,0.09947666,0.23561832,0.5018238,0.06453654
0.5005384,0.25562125,-0.027087418,0.032068066,0.14919437,0.28959987,0.04506613
0.6490243,0.37822717,-0.01740461,0.0483068,0.21049093,0.39834395,0.0614401
0.4366296,0.28145742,-0.025538111,0.016889747,0.15244481,0.33866087,0.04193383
0.35982597,0.24829604,-0.014553307,0.009076815,0.15301284,0.2965422,0.057452586
0.64105445,0.32000673,-0.011762407,0.05317545,0.17457736,0.35029382,0.066146016
0.5537757,0.2863834,-0.022847818,0.049363315,0.15588105,0.2929825,0.057741176
0.501725,0.32065666,-0.020308541,0.025996367,0.18288703,0.36947227,0.054491606
0.9782971,0.48071438,0.017475728,0.09664269,0.24841624,0.45710322,0.083889246
0.5580149,0.33028355,-0.012387952,0.039457627,0.19088244,0.3813003,0.04349381
0.46754962,0.23005146,-0.019217888,0.008122422,0.14450121,0.26441887,0.03893796
0.7634259,0.38699266,-0.0022933017,0.06666509,0.21790309,0.4195699,0.06743987
0.41281354,0.16938186,-0.018377798,0.024555763,0.1193911,0.1848056,0.048505384
0.6614616,0.30640054,0.00078114495,0.067951664,0.18496786,0.3198411,0.069811925
1.6786686,0.87948704,0.15593453,0.40418717,0.45753112,0.7897423,0.25056866
1.070535,0.5547832,0.019950422,0.14905836,0.3151086,0.55687916,0.11186637
0.74259275,0.338007,-0.0027530044,0.087246224,0.19757122,0.34111878,0.07358061
0.50335044,0.30764356,-0.023507984,0.029558828,0.17038827,0.34266895,0.055937063
0.5663547,0.31263152,-0.008428359,0.056442797,0.17417663,0.34641144,0.078122735
0.3527286,0.14262803,-0.02361898,0.0024946798,0.10446814,0.1639786,0.030379351
0.35548568,0.16549225,-0.029234717,0.00047205016,0.10775313,0.19844939,0.031181563
0.5300631,0.26405835,-0.022564644,0.045713104,0.1529573,0.28768277,0.05634788
0.568643,0.40438172,0.00514339,0.023832845,0.24820736,0.45961365,0.06956664
0.4438814,0.20013349,-0.013730792,0.014760118,0.13236578,0.23433319,0.041057017
0.51897484,0.26407543,-0.01988207,0.03316421,0.14656307,0.300392,0.044897642
0.5174809,0.2562828,-0.02772419,0.033509806,0.15117092,0.28427356,0.04167677
0.66112113,0.31032062,0.004189263,0.07863415,0.18661763,0.3334986,0.06420761
1.0087996,0.50190395,4.814379e-05,0.15635528,0.28262395,0.54278594,0.103174835
0.4767201,0.26468924,-0.028290758,0.021047937,0.15116839,0.30128017,0.040670004
0.49401456,0.26517355,-0.0256737,0.020173261,0.15034597,0.29731664,0.03572284
0.5932156,0.46286243,0.0015986972,0.011631928,0.30306765,0.58770114,0.10606329
0.663232,0.5138602,-0.013020845,0.016534235,0.28176144,0.58976007,0.10131188
1.5385062,0.79031444,0.12634978,0.32949734,0.4071271,0.74923474,0.20116737
0.34358925,0.16859816,-0.027156005,0.0005471865,0.1190068,0.21313822,0.037662048
0.47616947,0.2322023,-0.031381287,0.031814918,0.14245032,0.2657204,0.04091681
0.48316705,0.2421949,-0.012884794,0.03056985,0.14909318,0.27253354,0.044360008
0.44996548,0.21369953,-0.02811305,0.02836408,0.13768049,0.24437997,0.046569336
0.89700186,0.433928,0.02895829,0.1395612,0.23872077,0.41031167,0.11184153
0.77093714,0.37090963,-0.014194982,0.07540392,0.2023258,0.41980353,0.07701063
0.48033315,0.2809865,-0.0069845896,0.037238553,0.18960634,0.33154777,0.04815426
0.5313795,0.3048586,-0.022050595,0.06405313,0.18957387,0.36970702,0.04733525
0.46113878,0.26813722,-0.03709554,0.0116161555,0.15589555,0.30785438,0.03890839
0.62113655,0.35555357,-0.0030475035,0.057680428,0.19652244,0.39829278,0.05397291
0.42662913,0.26380935,-0.038173564,0.007176947,0.14435574,0.31699294,0.036052722
0.49337804,0.32400954,-0.05118812,0.018982874,0.15800247,0.37728897,0.042115305
0.6561955,0.52023786,0.023041878,0.01774353,0.36140287,0.6578122,0.15391569
0.8668343,0.42803314,0.041465163,0.20108995,0.22823386,0.36944982,0.10133304
0.5428104,0.28357244,-0.026566671,0.041456327,0.15940066,0.3236305,0.046825897
0.81303996,0.46653092,0.016098317,0.1479892,0.27330786,0.43983236,0.09642853
0.53374225,0.37876558,-0.015480062,0.015583847,0.21969907,0.4444606,0.05097231
0.5176531,0.2559252,-0.020146804,0.038509794,0.15536357,0.27762902,0.050689664
0.4358539,0.19347042,-0.026604867,0.03197284,0.12870477,0.20049804,0.05039085
0.5444953,0.2554955,-0.01591239,0.04611274,0.14975514,0.274232,0.057117667
0.48078924,0.32714802,-0.02456774,0.015097151,0.16811624,0.35841492,0.058256578
0.43735772,0.21938159,-0.017177833,0.029496184,0.12733105,0.25832468,0.06608179
0.47340447,0.30596173,-0.022354139,0.02020035,0.16451514,0.37382808,0.048078846
0.3744557,0.24631076,-0.015695738,0.0060304683,0.12578651,0.26195174,0.058056455
0.7235561,0.37607428,-0.0325386,0.059766345,0.20394295,0.40157512,0.050193455
0.57238615,0.28452957,-0.009137409,0.038074985,0.16948639,0.3160171,0.05012397
0.8694905,0.41203734,0.01481582,0.10536367,0.23013821,0.3879837,0.07033229
0.65284747,0.31312904,-0.009829873,0.07698688,0.17980905,0.3094355,0.06398469
0.40616322,0.3786324,-0.018016146,0.065787375,0.19752565,0.41992435,0.14042069
0.6233596,0.3250771,-0.022288816,0.04359083,0.18073773,0.36673838,0.04331703
0.4139017,0.22797577,-0.015514934,0.022848675,0.15051827,0.2649624,0.0454796
0.7880594,0.35914505,0.019425243,0.09838525,0.20587707,0.3586596,0.09109448
0.36770105,0.13995278,-0.012717096,0.011213506,0.10416697,0.15984881,0.03578536
0.474105,0.20796548,-0.017450301,0.02756969,0.12937675,0.23359397,0.03905997
0.86256266,0.38626748,0.02504677,0.1155432,0.22544162,0.38137248,0.09133698
0.6268832,0.42768577,-0.019796224,0.042970717,0.30782622,0.48281002,0.07839599
0.4952584,0.2169139,-0.0233514,0.03517314,0.13721947,0.2404195,0.048664678
0.5155295,0.37660265,0.012439206,0.03542628,0.244136,0.43762153,0.11593653
0.7209779,0.51900136,0.005227402,0.028157415,0.3519165,0.56337315,0.09311293
0.65194345,0.3497386,-0.015833491,0.07418581,0.19401826,0.36515164,0.07889095
0.5606274,0.28667316,-0.0192181,0.06098079,0.17387515,0.33515465,0.061172914
1.0387477,0.5213406,0.017303035,0.15715891,0.28200448,0.5366769,0.11703035
0.4210279,0.33214593,-0.030078834,0.039886445,0.16493265,0.39323938,0.10438633
0.4942763,0.3313588,-0.007206207,0.010378052,0.20267706,0.36860284,0.07676566
0.63716066,0.39307904,-0.02393712,0.028733792,0.21802577,0.4359613,0.060097452
0.67090434,0.31285852,0.0044232896,0.06808418,0.18534124,0.3313809,0.07913241
0.5500522,0.3054917,-0.02745079,0.024580566,0.16824819,0.32472122,0.042728107
0.5738113,0.31702235,-0.008129219,0.041624963,0.18335249,0.35422015,0.044369217
0.99452335,0.52912277,0.01383369,0.1285148,0.28193903,0.5877769,0.095725045
0.8621824,0.3992259,0.034210704,0.12175293,0.22937068,0.3901188,0.116666675
0.60302144,0.3396156,-0.010468667,0.01801775,0.19073851,0.37897012,0.04233337
0.5922651,0.31675506,-0.005295355,0.067944,0.17307024,0.35577077,0.06790343
2.4376009,1.2954588,0.28928035,0.6335665,0.6585779,1.1374118,0.38051736
0.55047476,0.29689088,-0.023526134,0.061234742,0.17710772,0.33547163,0.07266466
0.39788657,0.21381244,-0.019676475,-0.0026149326,0.13936284,0.25491625,0.03832021
0.69354504,0.3147545,-0.004867917,0.063625745,0.18192995,0.346287,0.06695749
0.44595486,0.2647151,-0.016770614,0.018284582,0.16082181,0.3045214,0.04315513
0.5130707,0.3569279,0.009928931,0.026621873,0.2278632,0.39764532,0.08056547
0.6874525,0.38620386,-0.020171097,0.041371167,0.21318747,0.42885083,0.0433725
0.58537185,0.2546636,-0.0113981515,0.045434885,0.1583397,0.2658508,0.05169453
0.96837074,0.48544344,0.024616664,0.15484956,0.25210688,0.46267524,0.098529324
0.7075706,0.3756373,-0.0084933005,0.06924266,0.20834039,0.40767258,0.07083236
0.5137755,0.37413266,-0.0016252454,0.005055463,0.2326032,0.43214253,0.060008463
0.46131986,0.32624584,-0.028054046,0.065659,0.16329888,0.33250508,0.09541798
1.5636239,0.8061684,0.15828986,0.41239488,0.4495641,0.6877401,0.25765264
0.3437964,0.1760726,-0.023601534,0.0021330556,0.10812557,0.19613504,0.039423037
0.9698087,0.4673043,0.03755831,0.15628842,0.2562448,0.4421909,0.11662662
0.37987274,0.15871477,-0.023674516,0.01753146,0.11355546,0.171992,0.041676383
1.0346065,0.5165149,0.04057692,0.16532375,0.27354997,0.49643403,0.13379292
0.70383906,0.3930497,-0.011989497,0.08555119,0.22350189,0.4099308,0.097405046
0.61196643,0.48571664,-0.009263307,0.032652065,0.28362086,0.5666872,0.09092501
0.8332619,0.39802414,0.005536357,0.11812948,0.22498165,0.41324088,0.0857614
0.39982933,0.36002383,-0.031278178,0.04790768,0.18728988,0.410461,0.11232798
0.4442528,0.3049202,-0.053520873,0.02441627,0.16090359,0.35011017,0.064749375
0.40829337,0.26064324,-0.017347163,0.01396312,0.13980111,0.29498762,0.0621355
0.57191956,0.34368184,-0.020831948,0.054786466,0.19832255,0.38959235,0.053449262
0.6666119,0.31167716,-0.0063909423,0.0605471,0.19370008,0.33544555,0.07698813
0.42482394,0.22047262,-0.015767673,0.01816677,0.13914612,0.23869419,0.046086255
0.49223357,0.25101462,-0.020822795,0.05095289,0.14413011,0.2560009,0.056948174
0.42635375,0.27506414,-0.02665761,0.025075069,0.1692809,0.33939278,0.06343034
0.6672331,0.40735975,-0.05000987,0.07188765,0.23011084,0.45419675,0.049270835
0.67431813,0.30392745,-0.0028963927,0.07036067,0.18050818,0.32035625,0.07118943
0.51490754,0.30474082,-0.03488721,0.01723284,0.16524309,0.32420427,0.04757959
1.0446054,0.5778266,-0.0041121803,0.124563456,0.3176564,0.6586462,0.12487452
0.49213773,0.3323558,-0.0061327443,-0.003654942,0.19846517,0.35825273,0.06273469
0.46358573,0.2202582,-0.011888804,0.016559491,0.13874887,0.25119442,0.0394944
0.7579365,0.3966722,0.016516676,0.11499564,0.21808514,0.40938303,0.09345867
0.67149585,0.30262956,0.00017920136,0.07362593,0.18304613,0.3047938,0.07128307
0.44750607,0.20341323,-0.022590945,-0.00013428647,0.1411706,0.23906267,0.04562447
0.45230162,0.34391567,-0.0030823406,0.015455712,0.20695941,0.39699054,0.08145425
1.772162,0.90937144,0.17931573,0.41028187,0.5096446,0.84402496,0.2726409
0.5518569,0.3315199,-0.016700374,0.032711744,0.1781801,0.38036114,0.040541764
0.49632263,0.33834785,-0.011170452,0.028070057,0.20976473,0.38882995,0.09080711
0.454996,0.28810552,-0.018570302,0.007372072,0.17390792,0.35285798,0.04690432
0.4273966,0.2708087,-0.0105472505,0.0069509503,0.17203942,0.31045076,0.053666394
0.4271732,0.33051676,-0.006129477,0.02866053,0.2026275,0.39064428,0.07569578
0.49517655,0.2610694,-0.015108718,0.018766802,0.15340583,0.2821776,0.035821225
0.47143728,0.28755164,-0.022128152,0.027685387,0.1530617,0.33375064,0.049065884
0.37703156,0.19198169,-0.023811819,0.015957855,0.11935,0.22177036,0.060018282
0.47465158,0.2711924,-0.017589016,0.038387828,0.17901807,0.32695165,0.04869127
0.5885363,0.2886454,-0.032580346,0.04594501,0.15015453,0.31928548,0.052914616
0.4462666,0.20499381,-0.02133643,0.020051833,0.124390975,0.24717447,0.043641355
0.5794272,0.26345697,-0.016518353,0.0380394,0.15873572,0.29034406,0.048645783
0.59096307,0.25632602,-0.008508399,0.043080226,0.16230467,0.27743623,0.05606736
0.57706857,0.42658636,-0.041925304,0.04198762,0.22584549,0.48471785,0.08535257
0.46572232,0.20088966,-0.015503326,0.019260598,0.13461323,0.23598492,0.042156767
1.0270729,0.49006715,0.04516336,0.16935275,0.26243106,0.4612645,0.115644455
0.3987456,0.22461586,-0.02214204,0.0050438717,0.13006899,0.25587258,0.04425976
0.35720408,0.2318751,-0.031656846,0.011143247,0.1293937,0.25624904,0.045397874
0.4383976,0.26688692,-0.022347437,0.016584871,0.16358593,0.30565333,0.038364973
0.54683214,0.51356506,0.03815841,0.061483122,0.3365063,0.6125064,0.17411952
0.53635424,0.3295619,-0.024202103,0.009622784,0.18027137,0.36428332,0.056217138
0.5581825,0.2371674,-0.008751057,0.048781693,0.15152916,0.2448008,0.06078505
0.6516433,0.33097386,-0.020809675,0.04895369,0.19646497,0.3599849,0.05751459
0.7014464,0.3207069,0.0060018236,0.09377025,0.1863359,0.30588463,0.072835624
0.5978812,0.36845154,-0.04104588,0.061499394,0.23053509,0.43257105,0.070258796
0.43101555,0.18558933,-0.012877768,0.037720256,0.1229264,0.19638187,0.051481623
0.82293427,0.40151438,0.01998998,0.11409215,0.21863577,0.3921421,0.08856903
0.8293207,0.49605206,-0.0013472326,0.071394816,0.27242973,0.5579961,0.10618521
0.47533184,0.25049436,-0.034037583,0.029272212,0.1352058,0.28808546,0.04956728
0.5151122,0.32505715,-0.026679883,0.023299107,0.19514357,0.36604968,0.051035237
0.6816249,0.32519087,-0.0144923385,0.06586462,0.19220313,0.34224284,0.032650907
0.4554044,0.19329542,-0.020583292,0.030894032,0.12994847,0.2111142,0.0483681
0.6299396,0.34250858,-0.009711549,0.025621248,0.18788768,0.38387224,0.06168134
0.9769303,0.46742347,0.048712485,0.17578997,0.2544846,0.4299025,0.10492392
0.57714814,0.28292117,-0.016599385,0.04556839,0.16421826,0.32063237,0.05348848
0.45885193,0.33528572,-0.016708994,0.04907155,0.17655192,0.36140823,0.068739176
0.5950344,0.30671337,-0.014864741,0.057532914,0.18446258,0.34353107,0.06805837
0.6956044,0.4585172,-0.011984905,0.030595282,0.23918048,0.49556667,0.06483087
0.64382,0.3993024,-0.017078264,0.033109903,0.2294731,0.43999064,0.08700208
1.1968864,0.58702135,0.061145477,0.22059003,0.3154475,0.5676728,0.1425005
0.5705097,0.2888725,-0.018009024,0.089770615,0.15374859,0.27432352,0.04470009
0.9594392,0.5609815,0.042973287,0.17081778,0.29705143,0.559625,0.15134303
0.58040863,0.3849606,-0.029338641,0.056548208,0.21171321,0.4401952,0.071517035
0.37625563,0.2649089,-0.029069895,0.018594913,0.15006268,0.31820413,0.077245414
0.98515695,0.5102422,0.012837155,0.14774193,0.2796309,0.5155805,0.11439031
0.7315453,0.3575959,-0.0024380814,0.090985835,0.20398775,0.39288643,0.059288453
0.7176694,0.33403865,0.02499696,0.10727943,0.19767335,0.34040606,0.06397618
0.48515558,0.25172573,-0.011822946,0.03275752,0.14633435,0.27907777,0.042006757
0.39643252,0.22016935,-0.03177999,0.006723756,0.13655436,0.26847097,0.03770544
1.451152,0.7289927,0.119844966,0.32148686,0.39833686,0.67492217,0.18268506
0.739714,0.35158607,0.011008335,0.09716773,0.19774596,0.3442841,0.08450815
0.46736163,0.2582416,-0.031413108,0.016045142,0.15097755,0.3068757,0.039027628
0.48425484,0.30822068,-0.024469817,0.026117282,0.191127,0.3525147,0.05893832
0.7616412,0.4057503,0.004407105,0.08331928,0.22382624,0.4455967,0.07870054
0.6370453,0.35355374,-0.01733976,0.059063658,0.20649019,0.41544354,0.03493266
0.6695208,0.34754136,-0.03277406,0.06895113,0.20682095,0.38356134,0.061471302
0.8809025,0.42424813,0.040263496,0.15229613,0.23508064,0.39598587,0.10267031
0.5743427,0.2894652,0.006637294,0.04747875,0.15321392,0.2994691,0.08194578
0.4843933,0.2883403,-0.016247293,0.02446259,0.1613653,0.32923734,0.046101052
0.56393284,0.2820902,-0.030082477,0.047165096,0.15818445,0.31516516,0.05587456
0.7441462,0.5121328,-0.016544184,0.015747663,0.29002467,0.5596904,0.060847316
0.46851736,0.34562078,-0.055373132,0.03285876,0.17898288,0.39399242,0.07994856
0.5144038,0.28419018,-0.026389034,0.01325693,0.15950857,0.3024054,0.045694437
0.4551764,0.24369185,-0.023476338,0.027168544,0.14217581,0.27518976,0.037542332
0.45863622,0.34301963,-0.06651652,0.056272,0.22183594,0.40833277,0.09540272
0.4415797,0.28777438,-0.031118976,0.011393258,0.16151166,0.32403827,0.050891686
0.3863132,0.27920836,-0.02770094,0.031245952,0.15446226,0.31177166,0.07772124
0.68058574,0.3386294,-5.959533e-05,0.06904834,0.19361842,0.37283862,0.06549673
0.547381,0.27746776,-0.023017144,0.030671133,0.16398896,0.30982518,0.03533973
0.4803654,0.3854727,0.0073683625,0.037498802,0.2419122,0.42998067,0.117565155
0.5098109,0.30996552,-0.016677262,0.015246645,0.18733878,0.37858534,0.051675763
1.5270826,0.8448634,0.16759858,0.41380054,0.49367672,0.7297061,0.26813155
0.68685883,0.31565717,-0.0010821428,0.098322086,0.18097194,0.29313987,0.06861195
0.4816776,0.28123823,-0.02205767,0.027663706,0.16928573,0.32817423,0.04010721
0.6244318,0.430712,-0.017688593,0.010396469,0.25625068,0.522528,0.06758621
0.49304348,0.2852414,-0.018278705,0.034406558,0.17540419,0.3346941,0.04953518
1.6137812,0.8118354,0.1680965,0.41635823,0.434559,0.7143877,0.21596627
0.7728786,0.3562463,0.019375674,0.09646344,0.20420374,0.35680658,0.08637236
1.2236011,0.64804775,0.10337282,0.24171403,0.36903724,0.6188672,0.19843782
0.4082995,0.2599667,-0.029749671,0.016794927,0.15267919,0.3134935,0.04806648
0.55854946,0.24377485,-0.022821458,0.052159645,0.14354962,0.2517197,0.024231147
0.3364708,0.24172543,-0.0129873995,0.024876175,0.1373787,0.29036823,0.07885243
0.5775153,0.33441994,-0.048623443,0.050724648,0.18023206,0.3596393,0.070130125
0.7884149,0.3983672,0.002456069,0.12291859,0.210802,0.39271718,0.10126524
