N_effort,MI_N_effort_PDR_AFP,MI_N_effort_NPDU_UFP,MI_N_effort_PDR_UFP,MI_N_effort_Input,MI_AFP_PDR_AFP,Effort
0.0034427163,0.0020740817,-0.00043663313,0.00051858486,5.7978206e-05,0.0035818005,0.0015708324
0.00771334,0.002580257,-0.00016020362,0.0022496283,0.00037262484,0.0116243325,0.0087647
0.0076988405,0.0035300173,0.00033120712,0.002534528,0.00023574341,0.009134318,0.005727059
0.0078119645,0.0024034737,0.00036396767,0.002739673,0.00015737594,0.008010587,0.0038093845
0.041644722,0.009599573,0.0051062033,0.009333765,0.001235562,0.042432353,0.039537136
0.004585414,0.002578209,-0.0002055301,0.0016037974,0.00015416497,0.0063280547,0.003946761
0.003153001,0.0020352185,-0.00033277355,0.0015123107,7.4741256e-05,0.0048437426,0.0013682744
0.020827126,0.0061369967,0.0023221555,0.0050637224,0.0005168321,0.02120595,0.01901474
0.04322543,0.011794213,0.0062895375,0.011073567,0.001301156,0.04528612,0.04274442
0.009249496,0.0017248057,0.00023199245,0.0018803007,0.00013963762,0.009728649,0.005735793
0.0116876215,0.00057636225,-0.0018982282,-0.003299759,0.0010695633,0.012703078,0.011326872
0.006840107,0.0029172397,0.0009085436,0.0030086727,-5.223177e-05,0.0046674577,0.0014184541
0.0081239175,0.0037724262,0.0008278123,0.003042881,4.5953784e-06,0.008104624,0.0046743425
0.027796056,0.010064805,0.0056794747,0.010072629,0.00034059572,0.024310749,0.02045986
0.00867097,0.0009847297,-0.00042216736,0.0011292531,0.00018139835,0.010088578,0.006591499
0.02459889,0.006001818,0.0026945,0.0052294014,0.00034658366,0.02368142,0.020464825
0.032387786,0.000573148,0.00083121326,0.0012425135,0.0009549598,0.02841065,0.019980282
