size_D,duration_D,har,dba,ifc,t01,t03,t13,t14,Generated_Var_9,Generated_Var_12,effort_D
0.22429535,0.2702846,0.8534525,0.96877635,1.0710189,0.48456746,0.03605133,0.22056524,0.7711798,0.03574466,0.4204596,0.13960399
0.1897323,0.088385575,0.6091256,0.8316911,0.60344243,0.54276174,0.28305617,0.2425397,0.63123274,0.2659606,0.51244044,0.02820036
0.21786949,0.30750912,0.8806454,1.0187243,1.1664648,0.52953523,-0.010961835,0.19055814,0.76518506,-0.014556416,0.40838256,0.1806631
0.43567145,0.24858123,0.7167785,0.99790806,0.44537562,0.9599834,0.5374289,0.2854993,0.55012226,0.17234448,0.43277144,0.13407455
0.25057977,0.31181625,0.79005873,0.89973223,0.990981,0.5046125,0.08612515,0.22138932,0.6495245,-0.0038238014,0.34058833,0.1703355
0.22859724,0.29469827,0.7825078,0.89381015,1.0059074,0.48088923,0.055139918,0.20640603,0.6525302,-0.015638556,0.34238195,0.16631491
0.09225328,0.026167577,0.7372938,1.1274303,0.82972646,0.85276306,0.16622587,0.24198976,1.1042933,0.6559879,0.94799936,-0.11989529
0.21558815,0.2660532,0.68163675,0.8357004,0.807629,0.5637223,0.16355222,0.25361213,0.5871019,0.08759688,0.3194957,0.13091178
0.21568221,-0.013138343,0.53880924,0.9348756,0.368452,0.7863497,0.47824988,0.25877583,0.7686351,0.5381911,0.76833284,-0.107764915
0.16715193,0.010993516,0.60285735,0.821965,0.55091447,0.5370589,0.2800649,0.2258561,0.6606211,0.30869403,0.5558733,-0.022967003
0.23936293,-0.09853767,0.72805816,1.0767987,0.43753058,0.7617161,0.4748495,0.26215208,0.82069945,0.455599,0.7602507,-0.060045928
0.22218879,0.10713306,0.56793016,0.82664585,0.48677766,0.6252481,0.37381858,0.25708622,0.6036154,0.29122534,0.5095333,0.0066522444
0.1814492,0.11539343,0.5732768,0.7968736,0.5946006,0.5407669,0.29844993,0.24680614,0.626131,0.28311196,0.49835232,0.012235506
0.43708786,0.09725923,0.71906036,1.0703964,0.25420332,0.9792509,0.59443706,0.31871885,0.6059086,0.33813244,0.63273567,0.04369744
0.19701293,0.12876724,0.56612194,0.7846961,0.564785,0.5433758,0.30189544,0.25490177,0.59336346,0.25402468,0.46531272,0.031570867
0.26979542,0.03831762,0.57399386,0.93015957,0.31137055,0.8152776,0.5323329,0.27665824,0.63710725,0.33327484,0.56023526,-0.0013403436
0.3707192,0.14275147,0.66561264,0.97222614,0.3672351,0.82035,0.5032973,0.2839495,0.5799472,0.29392672,0.55516815,0.07846833
0.23731758,0.18283,0.6059145,0.76076865,0.60304713,0.5321577,0.23112714,0.24558514,0.51584417,0.09459909,0.32357243,0.11097749
0.21041201,0.26732007,0.7421142,0.87835556,0.9192245,0.50677794,0.086407706,0.20832774,0.6488023,0.0662286,0.35803625,0.13097252
0.25416648,0.26820862,0.90283763,1.0403955,1.1190675,0.5060115,0.06127242,0.23487425,0.7973057,0.015385128,0.45810616,0.1601106
0.21094997,0.13947299,0.59841007,0.8392298,0.6097734,0.58505684,0.31546336,0.22363546,0.6284719,0.2718477,0.48002267,0.024984738
0.18322507,0.22384205,0.6827871,0.83875036,0.82524323,0.51184964,0.17759359,0.24385448,0.6471553,0.13384634,0.3877327,0.088041656
0.36656794,0.5744702,1.3736595,1.5897202,1.8324499,0.872254,-0.12118936,0.14626038,1.0518119,-0.20652235,0.5266245,0.36774567
0.1927625,0.26093435,0.7128063,0.8499514,0.87706304,0.49473372,0.13285132,0.25287315,0.65059584,0.10569653,0.35891664,0.113973446
0.14712381,0.16689974,0.6158463,0.81536657,0.74635255,0.5038086,0.20136452,0.24767354,0.67894596,0.22860652,0.46225393,0.048235252
0.2382144,0.25384438,0.6552293,0.7907532,0.7280811,0.5329425,0.24020557,0.26867947,0.54764295,0.092130005,0.321728,0.12147047
0.2059037,0.23751473,0.73348427,0.858289,0.91482484,0.44842663,0.12006641,0.24407665,0.664203,0.07041776,0.38278106,0.11566722
0.2175609,0.07895922,0.55650884,0.93594044,0.4793566,0.76666725,0.45684338,0.2667731,0.7306654,0.47714448,0.6823856,-0.05944542
0.44897512,0.38901812,1.0739918,1.2057012,1.2080693,0.7194081,0.09808274,0.23267502,0.74084926,-0.1414659,0.38765678,0.3132069
0.19215274,0.21608354,0.65000975,0.83441836,0.75783455,0.5430318,0.21272701,0.24983674,0.6293405,0.13628429,0.37898874,0.072629996
0.21256514,-0.050661795,0.62851703,0.985713,0.43515533,0.73582894,0.48126724,0.25811622,0.7696921,0.4821863,0.76606494,-0.07465067
0.42884827,0.37002844,0.97421646,1.0950513,1.0699676,0.7235339,0.10238584,0.22099459,0.6455978,-0.11770423,0.3216805,0.27302915
0.49566633,0.38650137,0.7565616,0.8972798,0.58813953,0.8706581,0.38721776,0.32570273,0.37373766,-0.024290107,0.22455117,0.27273405
0.49160326,0.35135153,0.77824044,0.974678,0.57796466,0.9183695,0.44983786,0.3207729,0.44348332,0.030590326,0.30170107,0.2461665
0.3862048,0.51708835,1.316275,1.4425757,1.7651325,0.748828,-0.1429843,0.15921202,0.98240846,-0.25414166,0.50067025,0.35116425
0.1549075,0.17889372,0.63654,0.9171767,0.7619097,0.7074848,0.11820551,0.21726657,0.8068086,0.34812576,0.56913286,-0.00097046327
0.34667534,0.34074524,0.7284369,0.82763237,0.7490108,0.6100451,0.21706797,0.25310895,0.46971276,-0.04707475,0.22906914,0.21917523
0.37661594,0.17877993,0.6993218,0.91887885,0.4394649,0.7901888,0.37860936,0.25705242,0.50297797,0.083533034,0.34954318,0.12987773
0.40405485,0.072714925,0.6905471,1.0275252,0.26395088,0.95122063,0.5733745,0.3067289,0.5951666,0.3107348,0.58832496,0.019737184
0.24878919,0.08428931,0.60478055,1.051731,0.4649363,0.8816447,0.5258461,0.26504374,0.77169454,0.45405266,0.66629446,-0.05104301
0.25539562,0.2820496,0.78563327,0.91635144,0.9370935,0.53275347,0.12206072,0.22544762,0.65869105,0.023440622,0.35442454,0.14597616
0.267344,0.09396113,0.6247048,1.214112,0.51508564,1.077587,0.6202143,0.32682538,0.988053,0.803849,0.9847932,-0.116565384
0.34545803,0.085269704,0.6202584,0.9828319,0.29226947,0.89075005,0.5760783,0.27636117,0.64482015,0.37715366,0.63558996,-0.0010762131
0.15294054,0.19244862,0.66061366,0.8234243,0.8052958,0.5067332,0.08470652,0.21108794,0.6755575,0.16478874,0.4144925,0.058340054
0.12543184,0.12261279,0.74323666,0.9311025,0.922112,0.5080325,0.021700792,0.17723879,0.8192531,0.1976241,0.5438131,0.028826496
0.5022291,0.4280146,0.86060184,0.96291703,0.7677418,0.8285609,0.29151422,0.30022806,0.42915544,-0.11281614,0.20916563,0.3442824
0.10815072,-0.008379506,0.69690984,1.0263898,0.7320558,0.7775454,0.16637255,0.11938529,0.93382055,0.44383666,0.7610586,-0.09463685
0.3060106,0.31879923,0.81745267,0.9359164,0.98192334,0.5531669,0.066377155,0.18492797,0.5945685,-0.120052144,0.2839468,0.20746686
0.31555453,0.3865937,0.7795755,0.90205085,0.9101454,0.6399079,0.15950318,0.24197131,0.53245103,-0.026205577,0.2754787,0.20774087
0.23088722,0.06494147,0.5997583,0.9224525,0.48612335,0.7047442,0.44248787,0.23043281,0.68243396,0.38258773,0.6148934,-0.006333689
0.17519432,0.08032734,0.55329645,0.8281698,0.5563463,0.58820564,0.345112,0.24228823,0.66702294,0.36076364,0.56688607,-0.020401489
0.19091308,0.23061392,0.6775013,0.8159191,0.81997013,0.46859413,0.16233212,0.25130165,0.61926407,0.092989475,0.36413443,0.09959209
0.23587406,0.24226588,0.7596511,0.89667934,0.89489543,0.51268214,0.13074814,0.231079,0.6589986,0.032535207,0.35838115,0.1254121
0.24114129,0.28508106,0.6634457,0.8410141,0.71654475,0.6431007,0.2869091,0.29573166,0.5735923,0.12587021,0.33119422,0.106374696
0.36620575,0.36959922,0.82027805,0.9246894,0.85523427,0.6684186,0.18713935,0.24728149,0.5137576,-0.07326466,0.25054947,0.24252403
0.5250915,0.34139958,0.7790704,1.0271938,0.4923166,1.0340486,0.5398204,0.3264516,0.4617153,0.092347905,0.35770828,0.23276609
0.23713389,0.2383498,0.66274554,0.8489606,0.6997583,0.63789314,0.26233134,0.27081287,0.5887136,0.16196191,0.35571226,0.08741599
0.2904433,0.31759307,0.6965889,0.82933027,0.74609804,0.59166175,0.2632624,0.28817087,0.53379357,0.060296938,0.29453754,0.15143612
0.17549959,0.024635756,0.5315871,0.84615195,0.4675196,0.65352315,0.36209303,0.24288651,0.7170079,0.45342413,0.6636168,-0.076142706
0.25627187,0.41632652,0.9928675,1.1267567,1.2988107,0.6954746,-0.08880267,0.16648856,0.76920825,-0.09060546,0.3925838,0.21466646
0.5633611,0.31980753,0.8194545,1.1255363,0.4118171,1.1063104,0.5825568,0.35914832,0.48260882,0.12648174,0.4213506,0.22094734
0.22307634,0.24500611,0.8570141,0.9653283,1.102222,0.44501084,0.040820643,0.22095537,0.762941,0.04848756,0.4404273,0.130175
0.25317276,0.3477245,1.0401274,1.1770725,1.3623346,0.6187069,-0.080544144,0.18058299,0.8859052,-0.047293372,0.46023518,0.20573273
0.20882376,0.2816486,0.7795694,0.89418894,1.0112965,0.5031101,0.017090844,0.16035219,0.63843954,-0.026720695,0.33533183,0.14899549
0.1864877,0.18997113,0.8394147,1.0118079,1.067595,0.4976593,0.035634074,0.21736278,0.80430317,0.106808096,0.47906676,0.10527288
0.44873443,0.36403272,0.83599424,0.9252634,0.74663484,0.7326756,0.26755413,0.31256163,0.4741699,-0.058616593,0.2560304,0.28016552
0.3026293,0.48030356,1.2194824,1.3799137,1.6887511,0.7467716,-0.2314006,0.11273049,0.9810986,-0.19759403,0.48894846,0.2910944
0.6489743,0.4632024,0.86941355,1.1171869,0.5689046,1.1755173,0.5333921,0.38198352,0.41158363,0.015008044,0.29740375,0.33987588
0.47377673,0.6367171,1.1829357,1.3504099,1.3624899,1.0019326,0.23243767,0.2756748,0.7477235,-0.21694049,0.31793907,0.36879942
0.48232627,0.45009044,0.8443061,0.9845585,0.73941207,0.9073381,0.38323593,0.29182506,0.45218346,-0.04773,0.22644863,0.26765913
0.21020338,0.21126133,1.0923557,1.2575355,1.4060508,0.57346296,-0.07047947,0.19834636,1.08597,0.12609084,0.67874956,0.107484825
0.19887742,0.0038753413,0.5565431,0.9193231,0.41358915,0.7198083,0.45581537,0.26724535,0.7349657,0.47451934,0.70704603,-0.087874815
0.22887683,0.25995347,0.9851968,1.1276568,1.2980596,0.5645056,-0.110947676,0.11274016,0.881143,-0.02765929,0.473782,0.1527192
0.27372414,0.11464822,0.6135636,0.8958484,0.4231491,0.7481304,0.43373644,0.2554481,0.6036426,0.25947037,0.5038111,0.010515362
0.13057631,0.0314657,0.62832105,0.8757259,0.6728474,0.61415005,0.19115864,0.17912938,0.80576956,0.371659,0.6403796,-0.05788406
0.22199388,0.2666277,0.82308775,0.9152548,0.9885627,0.49793532,0.07215008,0.22827005,0.70038545,0.032036133,0.38924515,0.13653035
0.2317311,0.058496185,0.54879683,0.8970774,0.3945679,0.7505138,0.45939994,0.250505,0.6545256,0.34380132,0.5655613,-0.029684037
0.33867857,0.44451332,1.152813,1.3009694,1.5012612,0.6877158,-0.034370147,0.17952803,0.92269975,-0.13020635,0.46362582,0.29036155
0.4590197,0.2591544,0.85191506,1.0555921,0.6853415,0.7951618,0.37326527,0.3003252,0.54577404,0.06063652,0.4068805,0.21683337
0.1968042,0.23726386,0.6482075,0.8029932,0.78472114,0.49044356,0.17903003,0.24711093,0.5881469,0.09945528,0.34316617,0.09458471
0.21698667,0.23757055,0.9384066,1.0820267,1.1655961,0.5404278,0.012542857,0.21505937,0.8920478,0.048552193,0.51559687,0.12353269
0.2655105,0.29910064,0.93644965,1.1050817,1.1402434,0.593484,0.11820468,0.21794753,0.760117,-0.065640226,0.42750138,0.17763403
0.48769265,0.32263523,0.80789953,0.9814404,0.6231196,0.82860225,0.35691005,0.3152197,0.44370225,0.006268144,0.30021855,0.26726338
0.3948111,-0.1883031,0.7347384,1.409416,0.060710207,1.2529151,0.92313284,0.38503814,1.0346413,0.82233554,1.2069093,-0.19295147
0.6605865,0.47514668,0.9319912,1.1232057,0.62441707,1.1607324,0.51299524,0.4114594,0.3605394,-0.01397631,0.2721047,0.3693594
0.3055886,0.2665833,0.67011154,0.8207633,0.6275387,0.6429667,0.3225874,0.2656553,0.5186114,0.09012718,0.32490104,0.12960069
0.4056467,0.10589884,0.67715245,1.0468017,0.28046468,0.93912613,0.60128754,0.2909193,0.6397276,0.37910822,0.65407836,0.024970435
0.16372323,-0.019377558,0.7363375,0.9221617,0.7401401,0.5128945,0.17013411,0.18330583,0.78703165,0.26109222,0.63304543,-0.03127645
0.26300383,0.41436675,1.233466,1.4246747,1.7399572,0.7514836,-0.3017392,0.069144905,1.0721024,-0.13296945,0.5638155,0.2533808
0.15701817,0.22030728,0.7519829,0.8861452,0.95477223,0.46016464,0.07324666,0.2523098,0.73412156,0.12219141,0.4359067,0.0971895
0.23899846,0.28997892,0.86561465,0.9879869,1.1099453,0.48592725,0.03894186,0.20440412,0.7712513,0.019046873,0.40903467,0.16297996
0.28140783,0.28733477,0.7225235,0.8364652,0.7925781,0.549561,0.18044512,0.24863157,0.5423631,0.0010786426,0.28076077,0.17266726
0.2288411,0.29682028,0.8825542,1.0094415,1.0857816,0.54652405,0.039674375,0.22867091,0.7727744,0.005462815,0.40770745,0.15382756
0.1815486,0.23357856,0.77541256,0.8938306,0.9782883,0.44008288,0.06873082,0.23484772,0.72641134,0.08676189,0.42088872,0.10814104
0.21475312,0.198265,0.8919352,1.0247546,1.1297796,0.52754426,-0.034982875,0.12134781,0.83756703,0.044159643,0.46764916,0.09759119
0.24488913,0.39372382,1.2686692,1.4909708,1.7788086,0.7464778,-0.23520927,0.123041876,1.1837585,0.011864164,0.66130805,0.23545831
0.23342484,0.2465409,0.7403165,0.8674789,0.8425162,0.5467534,0.18662329,0.23477408,0.6067617,0.049778122,0.34299013,0.12011786
0.67629206,-0.022071384,1.0468904,1.8041717,0.053148158,1.7620993,1.1841003,0.45753515,1.0710119,0.8051441,1.2749047,-0.08680717
0.16884695,0.20096706,0.6935603,0.8112873,0.8536837,0.45337594,0.073813856,0.20776924,0.66844153,0.11340302,0.389764,0.0756312
0.14989933,0.07076733,0.579515,0.79379827,0.6014071,0.54982924,0.25433537,0.19784942,0.67274886,0.29682472,0.5210128,-0.017453697
0.3311517,-0.023876902,0.6152818,1.0950487,0.20758039,1.0165884,0.68705076,0.31630546,0.7780799,0.5091206,0.7904214,-0.08921019
0.18313655,-0.044558533,0.56649244,0.9948625,0.41985813,0.8065041,0.46565402,0.27199453,0.8370603,0.5943164,0.8349527,-0.13125381
0.3480713,0.10808605,0.6296533,0.94762146,0.27458322,0.862507,0.5210163,0.30086046,0.5611561,0.23539793,0.49168938,0.056349494
0.4370745,0.31497213,0.7532948,0.9376104,0.58415544,0.85666794,0.4432622,0.2995083,0.48594752,0.07124645,0.32544976,0.19180968
0.22521748,0.27102664,0.8616944,1.0278254,1.1367695,0.55537677,0.00053994777,0.14041302,0.7475865,0.0060958085,0.41927654,0.14760117
0.37245104,0.559496,1.3963286,1.5619662,1.8938938,0.8503286,-0.25307852,0.13138542,1.0898784,-0.22749619,0.5585612,0.34159195
0.5302129,0.53636056,1.1725162,1.2924935,1.3938967,0.87171483,0.021536682,0.2243669,0.65366983,-0.31884784,0.30930352,0.43340376
0.28024656,0.2632126,0.83621025,0.9540985,0.99916255,0.5438188,0.12821765,0.22124389,0.69672006,-0.00070564763,0.3804946,0.156934
0.26082668,0.19083048,0.6116088,0.99082106,0.56750864,0.90819716,0.5130926,0.30659926,0.73152506,0.43896377,0.6129361,-0.015735999
0.16442835,-0.008532966,0.57850033,0.86806214,0.52479315,0.6129433,0.33123016,0.23360968,0.7222841,0.37280762,0.6468307,-0.05653634
0.40698272,0.3632271,0.78457385,0.9250444,0.752897,0.74937755,0.31330752,0.28996462,0.4847539,-0.035946187,0.25289732,0.24274474
0.20969176,0.30191928,0.7229407,0.90909415,0.9302689,0.57052565,0.13826932,0.22881651,0.6731199,0.13295883,0.38467175,0.11574362
0.3630689,0.48182812,1.30253,1.4581987,1.7637683,0.7385457,-0.12818879,0.11323319,1.0396199,-0.22283861,0.5063041,0.32030612
0.7196773,0.64925826,1.2572598,1.4053364,1.3128715,1.1037897,0.14823875,0.2803716,0.53456163,-0.3660205,0.22908238,0.5521462
0.540895,0.34289622,0.79673207,1.0305432,0.4833313,1.0538853,0.53766954,0.316473,0.46421564,0.10105891,0.36937147,0.22975811
0.23963347,0.25851446,0.6415696,0.81412494,0.6969267,0.5959431,0.27635214,0.2520433,0.5833713,0.14118347,0.362687,0.095080115
0.109684795,0.015437679,0.7226446,0.9449485,0.79685426,0.5690482,0.122476116,0.20084092,0.9005365,0.40054366,0.72408795,-0.06907292
0.27701998,0.11699279,0.6007316,0.95194054,0.4569687,0.86179036,0.51410896,0.2599417,0.69595176,0.36171204,0.6150433,-0.020419456
0.30374515,0.32368255,0.96928436,1.1266341,1.200185,0.59036475,0.080948964,0.20928483,0.8047349,-0.112748764,0.40934923,0.18802848
0.3751365,0.440501,0.84002405,0.9604376,0.9033376,0.7545784,0.23994167,0.2882483,0.50951904,-0.07633043,0.23296979,0.2600042
0.76656306,0.6210644,0.9749789,1.1945835,0.678218,1.3038752,0.5482214,0.43746847,0.35594767,-0.05770651,0.21378767,0.4111082
0.27684844,0.287177,0.73907703,0.8404458,0.81337297,0.53971964,0.20227338,0.25923032,0.56057036,0.03296152,0.31759417,0.16338173
0.36979023,0.0767025,0.65716153,1.0411437,0.29102653,0.9471709,0.6083153,0.2817041,0.6847284,0.40074387,0.68851495,-0.016551074
0.32586405,0.32000363,0.7086788,0.821811,0.7252245,0.61727655,0.24282378,0.27065995,0.5025538,0.0024824855,0.25908172,0.19071698
0.4047979,0.37043476,0.84034,0.9814637,0.84650576,0.72812176,0.27652,0.27531517,0.5387362,-0.054139093,0.28559944,0.26557782
0.22198671,0.29685777,0.6387975,0.81605303,0.77110684,0.5880365,0.21591605,0.24975099,0.5897417,0.15806696,0.351654,0.11407136
0.26762182,0.48526672,1.032947,1.2142574,1.3246921,0.8141577,-0.03543321,0.21371628,0.8030522,-0.058868222,0.4166807,0.25086972
0.17579415,0.08447897,0.57643366,0.82897574,0.5738939,0.56137186,0.3140896,0.24148601,0.6517876,0.32111624,0.54891515,0.015158144
0.24629019,0.25592247,0.86687356,0.9794942,1.0842879,0.4775653,0.059947446,0.21923396,0.75975215,0.026263645,0.43563706,0.13784626
0.1939038,0.057995304,0.56017566,0.85465497,0.48798117,0.6361057,0.3755319,0.24198681,0.6448583,0.34097287,0.55464315,-0.01860756
0.8105633,0.57225263,1.0436258,1.2890124,0.6465287,1.3755785,0.58412683,0.46705312,0.418802,-0.0500401,0.28414637,0.4267854
0.34808767,0.3425829,0.7769634,0.88648254,0.8244921,0.6139682,0.21155816,0.25846177,0.52787447,-0.03351502,0.27728915,0.21321866
0.2030322,0.19486485,0.60291064,0.9355415,0.6713544,0.7563853,0.30074558,0.25485447,0.7490518,0.37442318,0.56327033,-0.0053500934
0.17224368,0.2229662,0.6927413,0.82263976,0.84768283,0.49364516,0.085348666,0.21412934,0.6785862,0.12163033,0.3961624,0.081436016
0.49316734,0.05451192,0.7600707,1.2457458,0.15779977,1.219625,0.7886199,0.33577225,0.74958175,0.5001735,0.82751703,-0.011539317
0.17030226,0.20859946,0.90844756,1.0982229,1.1933749,0.5186502,-0.010051526,0.22789964,0.9569594,0.15203355,0.5787356,0.09446193
0.40235943,0.2277453,0.6822445,0.9001355,0.42488977,0.8096829,0.43479112,0.29230788,0.45170537,0.08007421,0.33566338,0.1531058
0.40855515,0.50377816,1.1867164,1.3464566,1.5307475,0.7771328,-0.05876128,0.1389425,0.8479239,-0.2074662,0.40951753,0.3428305
0.51081175,0.581303,1.1935599,1.3643534,1.4132556,0.88560486,0.13116293,0.25241113,0.7415907,-0.31162712,0.34445518,0.41774276
0.25279427,0.31649038,0.9139922,1.051806,1.1840855,0.5598757,-0.0089370115,0.17929703,0.76917136,-0.058583207,0.39428282,0.19183543
0.3395087,0.4198618,1.1994294,1.333332,1.618175,0.66302305,-0.123447634,0.14627697,0.99300754,-0.11964132,0.5000367,0.2579799
0.29975364,0.35491058,0.7387897,1.0593331,0.75488317,0.90307814,0.40179768,0.32086933,0.7310533,0.2759635,0.4711444,0.081276484
0.49980882,0.38767964,0.8246702,0.9910149,0.6438793,0.9255972,0.46613058,0.33820063,0.46492922,0.02186753,0.27137178,0.20644952
0.1371833,-0.020714164,0.65447295,0.95572805,0.654263,0.6008804,0.29946205,0.23343697,0.8401927,0.459892,0.7548748,-0.07106056
0.23746294,0.36917028,0.9434708,1.0890694,1.1876224,0.65947974,-0.05021509,0.21357551,0.8076726,-9.465381e-06,0.42920902,0.18599232
0.26030156,0.27494276,0.75298816,0.87451994,0.87408614,0.54013234,0.15302034,0.24179193,0.6098239,0.0039305375,0.3156978,0.1677339
0.36633715,0.16510202,0.65617335,0.97213787,0.3795641,0.8609791,0.53114665,0.27454972,0.5791933,0.29035655,0.5278893,0.068383865
0.2658795,0.18157448,0.6133236,0.7918974,0.5690763,0.5909411,0.30969042,0.2512281,0.53377175,0.11861305,0.3572055,0.07817248
0.2801649,0.38590893,1.089202,1.2408814,1.4712657,0.6159265,-0.11270772,0.13498475,0.90497637,-0.10847863,0.46418336,0.26007688
0.18623248,0.06695964,0.5446996,0.8827847,0.51491153,0.66128916,0.41696092,0.25747645,0.71943694,0.46594915,0.6511673,-0.053280704
0.19007745,0.25880784,0.67022246,0.82121557,0.8333745,0.4774187,0.1771576,0.25127155,0.6272901,0.11657972,0.35913044,0.10860975
0.33856526,0.1469236,0.65509886,0.9405996,0.3992512,0.78293407,0.46857828,0.27593353,0.57366437,0.24931912,0.5018815,0.07405818
0.6845125,0.44384247,0.97881013,1.2854041,0.5930687,1.3046014,0.6435356,0.39822942,0.50534874,0.090846606,0.39729857,0.3363574
0.22385275,0.20517296,0.88152647,1.0106579,1.1106714,0.4500851,0.05176917,0.22874513,0.8025416,0.07712023,0.496573,0.12832129
0.31698272,0.3833015,1.2567297,1.4057388,1.7146759,0.6396923,-0.17673306,0.13667984,1.0703053,-0.11959514,0.5821034,0.25553688
0.4253332,0.3106681,0.75541526,0.94232166,0.6236974,0.78366315,0.3977659,0.29402974,0.47566602,0.023017706,0.3123839,0.2139079
0.29096735,-0.011508832,0.5948173,1.1121444,0.28202468,1.0075094,0.6494879,0.29222366,0.85624325,0.6116575,0.86967057,-0.123362474
0.1941545,0.13750271,0.5651042,0.77469414,0.5915096,0.55510336,0.29883742,0.23493683,0.6121938,0.23798524,0.45796725,0.024897635
1.0588747,0.725223,1.261447,1.6807926,0.65071917,1.8566217,0.8254284,0.55650806,0.5187808,0.050878514,0.4497779,0.5283526
0.23287001,0.27842426,0.95103383,1.0877892,1.1925232,0.62987715,-0.031663828,0.11815974,0.81658113,-0.0021223943,0.4521944,0.12116162
0.3030867,0.35112137,1.0066606,1.1950698,1.2942673,0.6718463,-0.0049666297,0.14882904,0.83194894,-0.057658,0.42559195,0.19105935
0.27837884,0.31078923,0.71491313,0.8287436,0.7985209,0.5647054,0.19222832,0.25377002,0.5378148,0.013792715,0.27419323,0.17631014
0.2978057,0.352319,1.1766269,1.3324938,1.6153244,0.59878004,-0.14780061,0.13337687,1.0081453,-0.100813165,0.5509109,0.24139875
0.40802506,0.38286382,0.9633722,1.0476971,1.0416503,0.659779,0.14342484,0.26131982,0.6269835,-0.122661665,0.33234835,0.2794717
