ID,AFP,Output,Enquiry,File,Interface,Changed,Deleted,PDR_AFP,Resource,Dev.Type,Duration,N_effort,Generated_Var_1,Generated_Var_3,Generated_Var_8,Generated_Var_9,Effort
0.37944567,0.0062799808,0.027917445,0.0060701417,0.013632097,0.0034987703,0.0071839914,0.00894571,0.27188706,0.031353123,-0.0011245459,0.032094218,0.028661996,0.5874052,0.86200786,0.06268943,0.94484735,0.011627447
0.43964773,0.009101418,0.025766883,0.087440714,0.002647724,-0.0087865945,0.03942237,0.013635754,0.06535819,-0.018184256,-0.0012557395,0.049740963,0.019860342,0.60825026,0.8555545,0.081903934,0.930599,0.011170305
0.90711915,0.03159936,0.07376572,0.20889094,0.015578295,0.02323043,0.022810336,0.0038313041,0.0454608,-0.0033649057,0.00033688731,0.11279497,0.016812595,0.5640415,0.83985037,0.07785011,0.9572673,0.016315151
0.40320116,0.004056478,0.030507265,0.020526484,0.017588273,0.0060395524,0.004995968,0.0010897955,0.100354955,0.017281458,5.7652593e-05,0.08456808,0.037340384,0.6472763,0.91047746,0.0793523,0.9742068,0.025942955
0.5182243,0.015719898,0.04231992,0.0634883,0.027999803,0.004422538,0.00082660094,0.002847006,0.04433991,-0.00059423596,-0.00035082363,0.11764272,0.02887934,0.62979853,0.87457347,0.082844585,0.94888234,0.022209637
0.34792536,0.011011453,0.041137423,0.045398466,0.019990537,0.0058534816,-0.001007352,0.0031747427,0.07285213,0.00021493062,0.00021298788,0.052580215,0.040113743,0.6746369,0.9013295,0.08618641,0.9475937,0.02792485
0.57011515,0.008029427,0.027579384,0.06367886,0.009387122,-0.0051694345,0.018881135,0.011566755,0.2502859,0.0006280616,-0.0003412813,0.027836213,0.06289858,0.55931586,0.8603009,0.06436935,0.9507313,0.055604834
0.7228144,0.007131569,0.037267342,-7.084198e-05,0.023938775,0.02229863,0.0016861074,0.010148516,0.25187632,0.02954442,-0.00029246882,0.17364118,0.095371544,0.53737634,0.85528386,0.05644887,0.9546596,0.08486557
0.21626794,-0.0011126623,0.0040505007,-0.017760783,0.01272728,-0.018698294,0.00033589453,0.00047078915,0.22574432,0.023955803,7.891841e-05,0.05126168,0.030207176,0.6488838,0.8841075,0.07308354,0.9488797,0.017110925
0.53900373,0.007093844,0.044089474,0.041346893,0.00898886,0.012984622,0.015359193,0.010160435,0.2998869,0.0015363693,3.3043325e-05,0.057163797,0.07932174,0.5444612,0.85620224,0.0629746,0.965979,0.06616104
0.5327293,0.016218062,0.06664847,0.0329703,0.019518841,0.01061172,0.0024340935,0.005756464,0.023862261,0.00046524778,-0.00027672946,0.043354288,0.032555696,0.6537957,0.8958873,0.090397455,0.95603883,0.022144493
0.78606653,0.01520306,0.056333646,0.055253293,0.008025489,-0.00059697405,0.013068568,0.008897885,0.14092445,0.009143066,0.0007766001,0.11636036,0.09989653,0.5189559,0.83482873,0.07228894,0.9741788,0.08136265
0.55328286,0.07620354,0.11165205,0.22286306,0.0789321,0.015433889,0.09321962,0.013937501,0.030058483,0.01794627,-0.0017003529,0.17273846,0.20543116,0.53228587,0.81962734,0.07635183,0.9608166,0.15648337
0.34133345,0.05253306,0.118735224,0.21295474,0.046921868,0.01278903,-0.007823611,0.0017921505,0.07292054,0.022633474,0.0006581098,0.10877561,0.09138431,0.6314716,0.8716297,0.09651065,0.9523972,0.07561058
0.88792914,0.0057921186,0.064395085,-0.013182244,0.003692083,0.020124342,0.013766177,0.008394874,0.08382678,0.00961794,0.00096737966,0.10812854,0.026971117,0.5647251,0.851515,0.06737723,0.9616331,0.024027228
0.4501276,0.032831233,0.10731272,0.055576425,0.048992135,0.022268929,0.029328987,0.008528619,0.0733547,-0.012207769,-0.0010637492,0.10526972,0.10025048,0.60676277,0.86951786,0.07209443,0.9605043,0.079917416
0.9147439,0.012704214,0.1055772,-0.00448143,0.001212256,0.020044852,0.021360919,0.010490609,0.0076495446,0.019211799,-0.00033886358,0.034435444,0.04561226,0.59690917,0.88251144,0.08891264,0.98131585,0.039392386
1.0602206,0.023181723,0.11560716,0.0045601334,-0.0010849093,0.024993375,0.03962931,0.01697921,0.032172743,0.0043984912,0.00048355013,0.16412714,0.018627921,0.6033575,0.8636795,0.08836393,0.9667771,0.026580729
0.7568525,0.03845829,0.12145983,0.15496661,0.022257406,0.010351438,0.016404945,0.008069914,0.075443886,0.020686556,0.0003723465,0.087884195,0.05997269,0.55542964,0.8364182,0.0801351,0.95974576,0.052364197
0.785749,0.012382251,0.03515944,0.037942387,0.02981234,0.01264156,0.013299234,0.010865789,0.114585996,0.019019313,-0.00073945895,0.07789608,0.050873853,0.54575765,0.8580674,0.05574639,0.96081185,0.043504547
0.3504936,0.0077941334,0.040238965,0.08535568,0.024521843,-0.007094238,-0.002697967,0.01023956,0.2739086,-0.03132418,-0.000101340935,0.09403401,0.14001979,0.56817764,0.82827854,0.07704625,0.9495212,0.11891101
0.5615026,0.016815316,0.10024784,0.019089745,0.010187591,0.016677208,-0.007356627,0.010812765,0.13698894,0.02628132,-0.0004941579,0.07131088,0.084808916,0.5841527,0.88143945,0.06328395,0.96289456,0.07089247
0.2746014,0.01996694,0.050823018,0.066213846,0.030678902,0.01162225,0.058817618,0.013354633,0.13921797,0.0040490516,-0.0022381358,0.09603002,0.105458625,0.5908909,0.84177166,0.07799243,0.9307767,0.08318208
0.08112083,0.0006273929,0.035467766,0.03248714,0.006315944,0.0004687123,0.020187411,0.0047412193,0.25862166,0.008004639,-0.0013490189,0.0011989251,0.055489764,0.65186834,0.8639914,0.07820666,0.9283391,0.03743829
0.24886954,0.002769854,0.02557921,0.035639774,0.019736972,-0.009141209,0.018450353,0.0012573078,0.13615324,0.0024060644,0.00017610006,0.10509949,0.05309395,0.64656734,0.89060813,0.07942562,0.9505707,0.03417355
0.62171286,0.015715886,0.009840246,0.07733414,0.027901161,0.023654178,0.0036966577,0.0067012003,0.094839215,0.034984298,-0.000567019,0.11437196,0.036433425,0.57413733,0.86467373,0.07271757,0.9583874,0.033183627
0.7104385,0.0064944793,0.024037935,0.036513664,0.013822301,0.0068909116,0.009241298,0.005588336,0.060184646,0.0054786988,-0.00021178089,0.03533999,0.013173432,0.5782213,0.87080663,0.074182816,0.9697592,0.0066646915
0.49517113,0.007814122,-0.0217711,0.075884804,0.042403385,0.012365054,-0.005004503,0.0022096513,0.06465688,0.010479789,-0.0012111478,0.031632677,0.031073287,0.64664084,0.89422303,0.08468283,0.9589257,0.02039621
0.31375617,0.029434187,0.03473965,0.09614243,0.04127474,0.028409027,0.04430426,0.006857612,0.05481417,-0.012593318,-0.0008809976,-0.0015798137,0.0817373,0.6828957,0.9049494,0.088856116,0.94836223,0.059952084
0.5383384,0.012071835,0.017406635,0.046974413,0.030897748,0.0064605065,0.007966965,0.0050337748,0.10832175,0.022297844,9.781495e-05,0.045848146,0.056070127,0.5809362,0.8568686,0.07091735,0.9496361,0.043204714
0.80468684,0.01243619,0.057971105,0.024117343,0.030043066,0.0228073,0.003997542,0.0052186605,0.09755931,0.017463237,-0.0004611481,0.10653754,0.039730266,0.5542443,0.8351976,0.06470907,0.9499674,0.03376474
0.6740106,0.0035538115,0.00799901,0.01581527,0.028495517,-0.0023965314,-0.018086586,0.0003572153,0.08469369,0.014528949,9.801984e-05,0.08306426,0.016885158,0.6206388,0.89454633,0.07277825,0.9817352,0.008684253
0.3163969,0.00679587,0.026011959,-0.018216845,0.013164039,0.0028091408,0.0032892823,0.005059443,0.0891381,0.02164388,-0.00014120713,0.0804815,0.037819117,0.6768256,0.90986603,0.08261916,0.95394826,0.025159843
0.5860012,0.004455887,0.002529882,0.018338244,0.032882318,-0.007804364,-0.003511615,0.007345825,0.16151696,0.012066841,-4.527159e-05,0.10336145,0.034197513,0.5740919,0.8663603,0.06336927,0.96412444,0.027544212
0.5376859,0.0027840063,0.05926231,0.0200186,0.013021384,0.0015699416,0.026248522,0.005769277,0.119426064,0.0055633634,-0.0006845109,0.07032952,0.057840694,0.59955895,0.8668801,0.06990467,0.9547914,0.0469683
0.30594808,0.006568009,0.030558689,-0.0018032687,0.020246636,-0.005369112,0.029904053,0.0042553204,0.16435783,0.028524227,-0.00053902715,0.17430155,0.058343805,0.6221469,0.88682604,0.07531995,0.96109307,0.044818345
0.5164669,0.013128953,0.03912469,-0.023147505,0.026071932,0.020714376,0.005406551,0.008673749,0.041494776,0.028802074,-6.359443e-05,0.10797558,0.04011383,0.6361759,0.88666147,0.0774021,0.9573014,0.029868737
0.49253982,4.3399632e-07,0.01623042,0.010474671,0.017701749,-0.010690877,0.017492097,0.009936771,0.21436779,0.0040268563,0.0014492553,0.05714392,0.022630379,0.5892978,0.8672235,0.06598264,0.9665173,0.014516838
0.4665467,-0.0005891789,0.03341306,-0.01806809,0.016563602,0.005062092,0.006481014,0.003469673,0.13886493,0.039439507,0.000532873,0.08584441,0.023956534,0.63576335,0.8997861,0.068790644,0.9792224,0.011471003
0.94196826,0.009708296,-0.0017163083,0.031271882,0.022921413,0.0034468248,-0.0028054789,0.004494663,0.22498627,0.023181908,-8.416176e-05,0.17230034,0.09681326,0.49281755,0.83096105,0.052082017,0.95643675,0.08242005
0.7708511,0.0043421835,0.04358113,0.0868358,-0.012478535,-0.003766466,0.025177795,0.01009468,0.34785247,-0.010262046,0.00016672164,0.05082825,0.13018085,0.5170953,0.84260654,0.05964186,0.9675412,0.11144012
0.6888556,0.0025937073,0.037699413,0.01735517,0.012740293,-0.0023580752,-0.00063227117,0.007348346,0.12841624,0.0041165054,-0.00053059123,0.015632356,0.023325022,0.5709226,0.8732373,0.0654897,0.97074115,0.013922419
0.7304231,0.0028285813,0.031128706,0.017164031,0.012889761,0.0025813058,-0.0031975694,0.0075941393,0.09936703,0.0017954186,-0.0002701059,0.06285111,0.015443453,0.56759167,0.8726009,0.0642742,0.9702703,0.008498633
1.1220672,0.010974649,0.07638049,-0.034490757,0.008792165,-0.006081298,0.012365349,0.0013792943,0.030469114,0.0057483763,-0.00016485155,0.05444266,0.01300959,0.5461633,0.8289414,0.07312015,0.9532522,0.011703286
0.8967392,0.005890752,0.06636139,-0.0036481852,0.011767161,0.019871254,0.012449566,0.009316243,0.082335584,0.006312985,-0.0001961682,0.058998346,0.041837692,0.5687571,0.8709244,0.06972213,0.9832963,0.03218127
0.52663684,0.019812677,0.049793843,0.05383377,0.036979813,0.015330117,0.027618416,0.009565451,0.0780874,0.019448902,-0.0010532252,0.07250577,0.06785969,0.5672053,0.8434982,0.068388745,0.9344131,0.057750393
0.76958734,0.037075937,0.07523185,0.07917189,0.046614684,0.013221256,0.0060027875,0.0050535453,0.16899404,0.0043314025,2.6587397e-05,0.19271135,0.20658983,0.5349918,0.8592007,0.059514754,0.98178804,0.17888747
0.1935673,0.01307256,0.027037052,0.03739319,0.022512894,0.003882531,0.008179244,0.003378097,0.07587759,0.0043098815,-0.00043036416,-0.0034695864,0.0592555,0.7152086,0.91138655,0.090626635,0.9391831,0.041332033
0.41953462,0.039503425,0.12617885,0.0937304,0.046905298,0.017551951,0.05805496,0.012109758,0.06374562,0.0032638721,-0.0013165586,0.12325243,0.10692963,0.6151009,0.8661314,0.08200444,0.95480776,0.090951204
0.97928286,0.0024876092,0.047343716,-0.012310973,-0.0015016194,-0.0020906292,0.011502393,0.004738725,0.053222436,0.010989606,9.5708296e-05,0.02211113,0.005667653,0.5544548,0.8522767,0.076415986,0.9720361,0.00067628734
0.19739959,0.027417814,-0.0057424046,0.13063926,0.040046386,0.026032366,0.05207695,0.0060996646,0.065329395,-0.012015177,-0.0010596048,0.01469302,0.06517844,0.71435666,0.9104485,0.097242005,0.9358325,0.046684053
0.41335267,0.00501429,0.011958305,0.061637986,0.013819148,-0.0065636896,0.02395621,0.0076288898,0.11009658,-0.0012454279,-0.00047910959,0.054142796,0.023560332,0.6226222,0.87526226,0.07616092,0.9479339,0.013077732
0.52128327,0.01715813,0.04607311,0.058249917,0.024184514,0.00850052,-0.00036276504,0.006264046,0.08855553,0.02043626,-0.00020428747,0.064827204,0.05252852,0.5957581,0.8796398,0.07655384,0.9577203,0.0425951
0.97509605,0.017904652,0.101475626,-0.013582029,0.019350328,0.06335053,0.0067600682,0.0058901217,0.108563475,0.046589926,-6.761402e-06,0.10885959,0.05742884,0.56453604,0.83897036,0.07189185,0.95688677,0.048542295
0.4486115,0.0032687858,0.009212963,0.054405678,0.026622493,-0.012280703,0.00789002,0.0050565945,0.1448202,0.009732798,0.00084955245,0.09417981,0.055990394,0.60257304,0.88075083,0.0762617,0.9691075,0.04215612
0.19793697,-0.0022728983,-0.008360766,-0.007872998,0.009217921,-0.032417875,0.0036805347,0.00077069737,0.21832368,0.015476868,-0.00035755336,0.02738017,0.03131409,0.6634372,0.8939733,0.07678438,0.9523376,0.0176826
0.51796985,0.0008349493,-0.0012134649,0.038462345,0.023139693,-0.0057617705,0.005483784,0.009369803,0.21151617,0.025379516,0.0007179454,0.12237134,0.070286095,0.5539722,0.8475693,0.06718653,0.9567361,0.06662449
0.33143872,0.009329208,0.07909099,-0.009942652,0.011368771,0.00911082,0.020002332,0.0073324163,0.12296586,0.02470307,-0.0010350458,0.15458806,0.061690394,0.62182707,0.87384313,0.0751535,0.9546771,0.04517598
0.2846321,0.008984652,0.019856278,0.009122687,0.02558428,-0.008839365,0.0065557435,0.002713685,0.09217637,0.01148659,-1.626648e-05,0.07937062,0.026579324,0.6989645,0.9205041,0.084026515,0.95758677,0.018153831
0.4562714,0.009128905,-0.0043880977,0.030131985,0.020841293,0.0027221441,-0.014165334,-0.0010659499,0.0763547,0.01236726,-0.0004182048,0.027187383,0.03702439,0.6230752,0.86540365,0.08267907,0.9331162,0.023008026
0.45952725,0.01123336,0.06289185,0.028564736,0.00664924,-0.009410877,0.02560537,0.009688173,0.21071567,0.0070741847,-0.0012470055,0.082099326,0.059970044,0.5607259,0.84121656,0.07091392,0.95191145,0.04377574
0.21748099,0.0032693483,0.005523775,-0.0035417685,0.014049,-0.0033245496,0.0007079579,0.0013470408,0.11205649,0.025938705,0.00027144514,0.048482828,0.025305267,0.711077,0.9295895,0.08164892,0.95677924,0.011104293
0.952472,0.022134831,0.0411167,0.018032644,0.046355594,0.029863253,0.01489361,0.010720579,0.17892452,0.024664968,0.00021121837,0.20270397,0.13642554,0.5336727,0.8801302,0.04660704,0.98345673,0.120709464
0.44306314,0.01515931,0.03405892,-0.0085348515,0.044507146,0.016211301,0.017996524,0.002789097,0.041995272,0.022726532,0.0007844269,0.1139159,0.04659745,0.6534909,0.88869065,0.07437041,0.93891704,0.032950986
0.20557046,0.015448173,0.007377859,0.04717256,0.021892276,-0.0087803025,0.0023666024,0.0007824814,0.079524435,0.013649229,-0.00041020848,0.013144685,0.033682726,0.71031016,0.9154518,0.08783381,0.93567634,0.019475747
0.2319295,-0.0020139776,0.035575066,-0.010526202,0.007883814,-0.0052233078,0.007667899,0.0064734374,0.30502063,0.019217521,0.0008525606,0.015176939,0.02979593,0.6469272,0.894265,0.06933547,0.96142423,0.013883095
0.33325,0.03214351,0.07323459,0.02259973,0.042634055,0.030174263,0.012906555,0.0156796,0.030388849,0.0013581254,-0.0006477237,0.073397346,0.12072153,0.6595374,0.8620923,0.10745136,0.9315516,0.08745374
0.6398798,0.004626747,0.013215598,0.029059641,0.015056635,-0.0010290556,0.0025681257,0.0077935504,0.066462025,0.016972974,-0.00028179586,0.04898022,0.008011835,0.5927119,0.8710322,0.07029041,0.9609951,0.0019339975
0.48479277,0.037936386,0.108254895,0.14331624,0.019081559,-0.0007977374,-0.000101059675,0.0036753993,0.29301643,-0.028841544,-0.00048397295,0.14484125,0.30501667,0.5401783,0.82332057,0.068409815,0.9469727,0.2615775
0.5893951,0.0011474062,0.04101628,-0.0052603306,0.011114013,0.01025686,0.008903898,0.0065439194,0.19844413,0.028512724,-5.1118433e-05,0.092267744,0.052018344,0.5563264,0.8455296,0.06737405,0.95365834,0.040653776
0.89929503,0.0042127576,0.010979414,0.026273277,0.024193417,-0.0032728016,-0.0042510107,0.002465452,0.10601365,0.00389589,-0.00010147691,0.09745606,0.01025372,0.54092073,0.8460094,0.05957023,0.965899,0.0068181157
0.8180915,0.019891527,0.024849504,0.13629763,0.02418831,0.013182323,0.031054974,0.008004129,0.057229355,-0.02107627,-0.0012710057,0.050402462,0.02379363,0.5476743,0.8228941,0.07483216,0.9482678,0.022131111
0.71141213,0.005552429,0.044281,0.0034770165,0.01756689,0.009633709,0.022041768,0.011292662,0.06572439,0.00836904,-0.0002876334,-0.0007541049,0.027398985,0.5908321,0.8904608,0.06505874,0.974316,0.017618831
0.95480627,-0.007907294,0.023101555,-0.015669521,0.0031670295,-0.014245464,-0.00062901154,0.007844386,0.117600456,0.006445717,-0.0018734913,0.037471667,-0.00010170415,0.5325978,0.8332107,0.07515969,0.9626957,-0.0006335769
0.4537955,0.0049920846,0.067947604,0.05154232,0.0127032595,0.0016276054,-7.179752e-05,0.006626764,0.2432578,-0.0017997213,0.00079287775,0.061781153,0.104510725,0.57824385,0.8460397,0.07644874,0.9525546,0.08605392
0.865344,0.00859447,0.027506676,0.036431927,0.0206878,-0.0023462847,0.006402336,0.007518063,0.06546687,-0.000837557,-0.00023097545,0.072444424,0.021207366,0.53416383,0.8444861,0.071083784,0.96356034,0.014218383
0.19566895,0.010054624,-0.009809617,0.027920842,0.019013427,-0.015994646,0.006137643,0.00054811034,0.1316794,0.026389807,-0.00054639764,0.008397086,0.028497312,0.72859305,0.9416151,0.07994062,0.970541,0.011946805
1.094563,0.009693915,0.056705456,0.033309855,0.009331127,-2.2854656e-05,0.016879242,0.005728889,0.13389216,0.0027904026,-0.00060842,0.08341214,0.052728295,0.513024,0.83619535,0.07027753,0.966699,0.04497293
1.1726626,0.011311408,0.09161228,-0.04099224,-0.0054751034,-0.015646763,0.007078644,0.0032330677,0.040375102,-0.014452582,-0.00039379112,0.01854351,-0.0026376257,0.5455641,0.8377109,0.08672703,0.9579793,0.0040361844
0.65007955,0.005771936,0.04457836,-0.013550536,0.015056119,-0.0021973476,0.0061765388,0.007922983,0.033073734,0.021335527,-0.0004926268,0.013822487,0.01879114,0.6310773,0.8894411,0.07571172,0.95728254,0.013656769
0.6415015,0.015742859,0.08684178,0.05553015,0.021468733,0.020888928,0.02122987,0.0124958195,0.123604454,0.045951486,-0.00018254668,0.04680433,0.08487178,0.58418155,0.88333,0.0591996,0.96654844,0.074864924
0.50857985,0.051752366,0.060150206,0.17981394,0.0538133,0.005361583,0.035846084,-0.00096652657,0.10973078,0.017207015,-0.0011426695,0.100750126,0.17679164,0.5515959,0.84202987,0.06864883,0.9755721,0.13549045
0.4532717,0.0018468872,0.026341422,0.045730636,0.0039821872,-0.010201886,0.016227342,0.0048138998,0.13590606,-0.0009584464,-0.00019245036,0.03798555,0.017023474,0.61345047,0.88939226,0.06985872,0.96058357,0.008304074
0.6266742,0.00809165,0.045401074,0.021950964,0.013276902,0.013884962,0.008388758,0.008203358,0.07186338,0.016052656,0.00031057745,0.06184227,0.03320571,0.58692974,0.87508696,0.069045104,0.9646919,0.02301649
0.95305383,0.0050252983,0.01990275,0.043533854,0.01696229,-0.008384842,-0.0076612607,0.0013421001,0.068221144,-0.007856373,0.00021030568,0.08817017,0.008698351,0.54697454,0.86795515,0.071613915,0.9865079,0.0057200976
0.6151857,0.011533723,-0.022831682,0.09476397,0.017253079,0.014621802,0.04530561,0.012915246,0.08381632,-0.014869316,-0.002302181,0.022430269,0.036580484,0.5634774,0.84369063,0.07528116,0.93811727,0.028871343
0.807971,0.020384591,0.062090028,0.04010247,0.038820665,0.013510589,0.0041845143,0.0075140754,0.08809128,0.0046747886,-0.0008154493,0.11555172,0.059898734,0.55923605,0.86228466,0.06700952,0.96475184,0.053374115
0.73960096,0.013269316,0.11017984,-0.018230155,0.0103191985,0.008142415,0.02578557,0.008467192,0.048759326,0.032219946,-0.0013812594,0.023099395,0.041493323,0.58259934,0.83784384,0.074108966,0.9212693,0.033905745
0.6554576,0.023195356,0.065906405,0.0755641,0.029591188,0.018595584,-0.007720044,0.004866168,0.07357669,0.014328312,-0.00044940226,0.09278444,0.061265577,0.5706369,0.8618195,0.07125037,0.9575324,0.054017346
0.40933686,0.033170193,0.0725466,0.048130333,0.04649817,0.022253215,-0.005775828,-0.0017315233,0.13760732,0.042200744,4.7873706e-05,0.18387909,0.18684092,0.57179344,0.84841764,0.07478469,0.9592509,0.15298517
1.1222671,0.04170116,0.0927071,0.2263867,0.02758057,0.02267386,0.025488619,-0.0018047113,0.058123115,0.014013667,-0.0003283266,0.13802354,0.0677527,0.5443415,0.83779085,0.07316692,0.96782446,0.064834625
1.0588408,0.013594899,0.05103453,0.06753322,0.008119636,-0.0038173832,0.027560622,0.006258546,0.087022915,-0.0046167523,-0.0017684065,0.045516245,0.04684688,0.51498175,0.8100269,0.07763174,0.9402224,0.047755886
0.15114081,0.014649749,0.08273685,-0.044181004,0.018234637,-0.0085159,0.00096451864,0.00096135493,0.10148959,0.013141613,8.930452e-05,0.06695988,0.07381369,0.72939086,0.90501314,0.095596306,0.94061863,0.052288685
0.9343283,0.0137617905,0.064365804,0.017301824,0.019470457,0.023449969,0.012285817,0.0023702318,0.04282691,0.021638464,0.00037276745,0.027932068,0.021039337,0.56727827,0.8452059,0.07539609,0.9530417,0.01815486
0.19036114,-0.0011754483,0.02224938,-0.011718274,0.0063763494,-0.011656031,0.008868061,0.005773889,0.23585597,0.013611395,-0.0002859477,0.046040118,0.023384513,0.64290017,0.87578887,0.074709564,0.94004786,0.009994447
0.46406448,0.015837178,0.07542375,0.06671364,0.010877197,0.022076648,-0.016760102,0.004858963,0.34771588,0.010482069,0.0006615054,0.13958777,0.16443057,0.55107707,0.83262265,0.07047973,0.9496734,0.14426239
0.7364389,0.030998372,0.060290113,0.19418518,0.024474476,0.027211405,0.0094884485,0.002681002,0.034990113,0.010877386,-2.4782494e-05,0.13214536,0.01695312,0.59225446,0.8599863,0.07960067,0.9589888,0.014861971
0.8743316,0.018517464,0.061543945,0.061157923,0.023182567,-0.005225338,0.021836944,0.0066971257,0.07731497,0.0097371,-0.00042010285,0.1207018,0.037236184,0.5487865,0.8365184,0.07655443,0.9509779,0.037344817
0.5747832,0.008715269,0.021239366,0.03599766,0.01932453,0.0016234778,0.012262017,0.009037815,0.13524579,0.0074255876,-0.00020694733,0.12616369,0.043829016,0.5680573,0.86021936,0.07380209,0.963086,0.03620755
0.61749417,0.001681177,0.0066324994,0.035244484,0.01187838,-0.006822752,0.0096853785,0.008846866,0.13039096,0.008014847,0.00026006252,0.07352068,0.006208261,0.57857573,0.8706247,0.07036977,0.96888494,0.0047055073
0.4890775,0.009160943,0.0036453567,0.08808531,0.016238715,0.00068286434,0.015840068,0.0033744555,0.034141757,-0.0056713857,0.0005008299,0.03513708,0.012006561,0.659503,0.9040797,0.08670612,0.9631165,0.0061209593
0.9318541,0.016409919,0.059410386,0.05361486,0.023947682,0.011944346,0.017873924,0.005354315,0.028910404,0.0142159425,0.00092612207,0.04331802,0.019148363,0.5682342,0.8486602,0.07597995,0.9609846,0.016040701
0.5496387,0.008325149,0.033604056,0.027186606,0.020117275,0.0008831546,-0.0031355359,0.0053674206,0.03223518,-0.0039642267,8.3729625e-05,0.07213507,0.0067667984,0.6552227,0.908742,0.07862843,0.9712895,0.00044949353
0.3726359,0.0036485847,0.0346124,-0.0071053402,0.019223727,0.0022788644,0.009249248,0.0031398106,0.13757573,0.0311732,0.0003944598,0.06348777,0.03499301,0.64198226,0.88502514,0.072879694,0.9519912,0.018071674
0.7349351,0.005748707,0.042072102,0.07363746,-0.013072031,0.012132462,0.040805466,0.018048868,0.341111,0.0028874204,-0.0013076812,-0.0112314075,0.08234055,0.5113128,0.8365326,0.057837427,0.95208454,0.067653164
0.46800923,0.016843894,0.019181587,0.12847494,0.016394626,-0.005439235,0.071564324,0.015091833,0.05622227,-0.0044248328,-0.0020655226,0.058715574,0.061684117,0.5888571,0.8644622,0.08713769,0.94023156,0.04580732
0.5120644,0.011232037,0.009206004,0.077069625,0.011480893,-0.027227003,0.012774464,0.010437052,0.0045347186,0.009621594,-0.00013110787,0.047816686,-0.010609952,0.6569079,0.88808614,0.087197594,0.9326414,-0.013433297
0.5871029,0.02012864,-0.0038935915,0.14165094,0.023092866,0.011473633,-0.0094354395,0.001682342,0.017716065,0.022159196,8.6188316e-05,0.115540765,-0.013385163,0.64820915,0.9033193,0.07485236,0.9491582,-0.011984527
0.5287046,0.011806275,0.039052784,0.049541622,0.013749071,-0.0013431795,0.026138142,0.008633758,0.13520889,0.0039164573,-0.00012798235,0.1456325,0.075894676,0.5557857,0.8483464,0.07822007,0.95492935,0.06123476
