rely,virt,acap,aexp,vexp,lexp,tool,sced,loc,Generated_Var_3,Generated_Var_5,actual
0.25961944,0.37644058,0.5664292,0.3941146,0.2827379,0.06281045,0.33330637,0.24254313,-0.022700757,0.20790723,0.3211735,-0.0065044286
0.23891783,0.40649647,0.5280491,0.36014414,0.29320917,0.09805693,0.35031793,0.1914251,-0.017841615,0.2051135,0.33766276,-0.014661639
0.20224711,0.42239434,0.4437932,0.33686867,0.2921844,0.13778162,0.3972511,0.19834341,0.018161397,0.38708186,0.48710683,-0.0136019075
0.22956245,0.33590084,0.46121058,0.36437216,0.27629375,0.11538206,0.3620379,0.22386175,-0.02911698,0.32655448,0.36854535,-0.03049976
0.28093803,0.42544803,0.6338252,0.43515408,0.32545385,0.07508637,0.3741918,0.30836976,0.0010889545,0.19069646,0.35479593,0.026143458
0.41005424,0.34848922,0.5231053,0.35126287,0.21938363,0.09884976,0.36747885,0.17865087,-0.024674498,0.12530106,0.2670226,0.011536797
1.4296443,0.47091946,0.69626766,0.3080208,0.1244504,0.15823846,0.3974999,0.093703516,0.011795379,-0.093096346,0.24051568,0.25344354
0.23489451,0.5335579,0.5992545,0.36743227,0.36244965,0.11064084,0.40145457,0.18431853,-0.007819895,0.2846638,0.4181975,-0.0076519353
0.24096176,0.36308435,0.47395632,0.3482271,0.26690525,0.07979712,0.33475316,0.2334481,-0.030853473,0.25362688,0.32916808,-0.004900312
0.22645311,0.44643268,0.50993,0.3545858,0.31656379,0.12916403,0.38983107,0.18881893,0.011465684,0.28321952,0.42741323,-0.002562984
0.19179454,0.4070547,0.43946415,0.3402724,0.28241664,0.13013032,0.34151837,0.20315386,-0.0011903271,0.288795,0.35967058,-0.0024930318
0.4684936,0.53027546,0.7125486,0.43379778,0.3121926,0.024845386,0.40898722,0.22304587,-0.08844587,0.074574575,0.25609002,0.025957137
0.23430553,0.5542886,0.6462414,0.3983189,0.37884194,0.10164292,0.417878,0.18443576,0.03666657,0.26843536,0.4588492,-0.001977419
0.25635618,0.32897174,0.474965,0.35830143,0.26303965,0.10234171,0.35136604,0.20069578,-0.028872415,0.26405123,0.32532865,-0.018506952
0.41262004,0.41205975,0.5629276,0.41522276,0.25345823,0.06857854,0.35509023,0.2522336,-0.051271245,0.13695563,0.26986384,0.020232787
0.19196935,0.41201523,0.43877372,0.35471603,0.29564124,0.13452436,0.37492138,0.20557259,0.00084358826,0.405707,0.46801272,-0.013332122
0.18072116,0.42510906,0.47711933,0.34941083,0.29692683,0.11839336,0.37145296,0.22369228,0.003208831,0.3972895,0.45683748,-0.009134071
0.2549209,0.34766006,0.41851372,0.38006306,0.3178132,0.16793945,0.39569756,0.22353186,-0.021485403,0.39526105,0.39447033,-0.04858699
0.20908633,0.4716955,0.4947849,0.3595772,0.33651835,0.1441549,0.38480693,0.16178429,0.03251417,0.33306575,0.47396806,-0.005142426
0.23500998,0.4330236,0.53037876,0.33877105,0.31637764,0.10356666,0.4007559,0.20473121,-0.0067379735,0.28769895,0.40060994,0.000490054
0.2429208,0.34547654,0.47043142,0.35153344,0.27722198,0.106878504,0.3665553,0.20064653,-0.026194997,0.28548062,0.36133453,-0.013649878
0.25261596,0.46753255,0.47260386,0.32548842,0.3042446,0.14516242,0.42398518,0.15928473,0.056741193,0.36128342,0.49279794,-0.00239714
0.26042253,0.50435036,0.60115427,0.38459522,0.3600299,0.14416425,0.4174364,0.24351388,0.032929238,0.23966604,0.45139137,-0.0005553323
0.22387214,0.52025604,0.5030096,0.34489337,0.3355379,0.1513864,0.4413647,0.19231714,0.053746354,0.39942348,0.5462331,0.00036808662
0.27412438,0.32487988,0.46577674,0.3298663,0.22355044,0.07564183,0.33034557,0.18774016,-0.014918216,0.21018183,0.3104076,0.0046910103
0.24609245,0.4922007,0.54141027,0.3520632,0.31648245,0.103106186,0.4099414,0.1462418,-0.0008734241,0.2815506,0.4271991,-0.011382383
0.341253,0.35166183,0.52217317,0.33233872,0.23977369,0.05533811,0.34579495,0.17591304,-0.036102645,0.15825276,0.27544886,0.019555822
0.21789753,0.4402691,0.5080503,0.38569212,0.33901852,0.10352714,0.31902635,0.24219091,-0.016391858,0.31571877,0.37686732,-0.008323766
0.22299713,0.35663497,0.4364226,0.3638951,0.29571244,0.1335575,0.36900112,0.20497096,-0.015955549,0.36703336,0.4134447,-0.03517242
0.19019556,0.41181606,0.5061369,0.39402324,0.31856707,0.080820076,0.3402533,0.23320141,-0.008784633,0.3218665,0.42324895,-0.013369522
0.21590164,0.5005732,0.50299,0.34559196,0.31044123,0.11286327,0.4103972,0.13673668,0.026584793,0.35293764,0.48193097,0.0015263755
0.24899621,0.3490977,0.4597893,0.3538245,0.27179515,0.11286114,0.34077573,0.217144,-0.033234864,0.2737381,0.31825948,-0.03171725
0.24357876,0.3603489,0.48818013,0.36270285,0.27664667,0.08348149,0.32569182,0.16645715,-0.030402973,0.21199384,0.2983934,-0.031167723
0.20957574,0.4154543,0.47754225,0.3387459,0.29712823,0.11388284,0.3692683,0.17189221,0.004062526,0.29746127,0.4190437,-0.012654117
0.23037398,0.3707771,0.4216973,0.35286957,0.29028717,0.14160427,0.38806182,0.19142635,-0.012338404,0.38847136,0.44057843,-0.0285905
0.26944137,0.3614312,0.42087987,0.37376443,0.30637154,0.16991228,0.3898989,0.20069581,-0.010079496,0.34666505,0.3592371,-0.031634852
0.21593133,0.51661587,0.6273406,0.45830134,0.39941832,0.07258591,0.37789723,0.23028097,0.025453543,0.33300608,0.44593507,0.016976345
0.3352691,0.37751827,0.5131007,0.3245033,0.2084882,0.06317792,0.3534151,0.14653555,-0.0213596,0.13927285,0.30027136,-0.0026745284
0.25341067,0.33976763,0.47359195,0.3502372,0.26221275,0.09727289,0.32690227,0.21450625,-0.026925936,0.2660976,0.33088052,-0.020926133
0.2905203,0.34130737,0.48071384,0.3578752,0.23884678,0.07991658,0.32425448,0.22074501,-0.028561793,0.18749867,0.28030592,-0.0076255314
0.8002343,0.36123934,0.5427404,0.31317484,0.16894948,0.105948105,0.36386314,0.09199355,-0.009035204,0.014757536,0.22182596,0.124842286
0.23364379,0.42358696,0.55254453,0.36103734,0.31902477,0.104390055,0.38767081,0.22055621,-0.0011092685,0.2534535,0.37999263,-0.0019209208
1.4067941,0.4591655,0.62800187,0.32365787,0.17483094,0.23633726,0.3711866,0.032244716,0.09280571,-0.054290295,0.21577296,0.2083533
0.71930426,0.35590297,0.56262994,0.3115677,0.16414444,0.066486016,0.3475376,0.08045209,-0.010109127,0.0050439835,0.2372601,0.095173106
0.21359158,0.49612492,0.48642802,0.36999968,0.33241674,0.15392126,0.39309493,0.22560836,0.0271031,0.36583012,0.46718735,0.020446213
0.21355009,0.36916122,0.46176156,0.33039317,0.2548356,0.09769851,0.3143801,0.1904617,0.0042870976,0.26903448,0.35157797,-0.027560469
0.21573833,0.481767,0.5316424,0.36355186,0.33561417,0.1276531,0.39147574,0.18136176,0.026940163,0.2823056,0.44682756,-0.012253414
0.2492583,0.41858622,0.537474,0.33329442,0.27503645,0.09344244,0.3962025,0.22008619,-0.012980472,0.29719186,0.4026738,-0.021748032
0.21681283,0.46271524,0.55501276,0.376049,0.33016354,0.11763702,0.38853297,0.21214193,0.019159207,0.2990405,0.42690215,-0.0050185546
0.8470942,0.3504202,0.53793544,0.3236948,0.1659654,0.13603547,0.34555808,0.073050424,0.007589206,0.011585787,0.21332982,0.10329613
0.32987532,0.3530379,0.5426108,0.3707388,0.2406739,0.07239348,0.32823467,0.19332956,-0.032854848,0.15898307,0.2875592,-0.014784721
0.21171811,0.38427553,0.4276201,0.3528269,0.28613278,0.14018278,0.35925108,0.18884459,-0.012278616,0.3084472,0.37117466,-0.015483241
0.93518496,0.40406185,0.631123,0.34410566,0.16616756,0.07209385,0.36718902,0.08369986,-0.020685486,-0.05371493,0.23268887,0.18727371
0.21361439,0.43788767,0.4699268,0.33714736,0.28565302,0.12784232,0.40457106,0.20240134,0.010661043,0.39870548,0.48410258,-0.01721171
1.093126,0.4492599,0.6424557,0.28835946,0.16841891,0.118744895,0.40452135,0.08719102,-0.00045284256,-0.0068187416,0.2673883,0.16960467
0.23982239,0.39271203,0.5743008,0.3681006,0.307996,0.09185457,0.3474491,0.25448477,-0.0025078952,0.20245907,0.33830556,-0.0068822997
0.4202314,0.39246437,0.5383968,0.3272149,0.23779804,0.06549971,0.38104206,0.20215425,-0.051558554,0.16239448,0.29845026,0.015235399
0.22930092,0.40129277,0.4688823,0.3549278,0.29476294,0.12119906,0.3721357,0.17060217,-0.013687827,0.29187077,0.37607718,-0.015986033
0.2984807,0.33501333,0.44994146,0.35023597,0.25971043,0.12943673,0.34152892,0.18189245,-0.026600093,0.23051831,0.304293,-0.022003904
0.20025522,0.51005876,0.54714483,0.39820492,0.36483264,0.11727081,0.4055885,0.21187381,0.041703682,0.3837263,0.51035416,0.0039466326
0.2395074,0.44331527,0.5683709,0.35923132,0.29387304,0.10805112,0.37090552,0.24306808,-0.013808209,0.20727876,0.33913618,-0.005422609
0.30874932,0.32512975,0.4427377,0.3542159,0.25106046,0.11986072,0.3593234,0.16292787,-0.026533343,0.24450001,0.30415905,-0.022208072
0.22607245,0.36047915,0.44148037,0.34217983,0.2696243,0.110368714,0.35801443,0.17985919,-0.023354888,0.31056827,0.36498672,-0.03351131
0.40793183,0.3112504,0.49070707,0.35058063,0.19115528,0.057149507,0.30753663,0.12982076,-0.029001936,0.09089261,0.23469242,0.036295895
0.2692638,0.44671723,0.5427274,0.36381605,0.33077425,0.08402325,0.35389978,0.22031921,-0.027022794,0.27058017,0.35447663,0.010814988
0.31575656,0.6790624,0.637481,0.36791852,0.4170968,0.19952123,0.5682928,0.1289086,0.13587867,0.38749206,0.63917035,0.07156017
0.32235008,0.77710164,0.882638,0.46882692,0.5799924,0.23598967,0.55612093,0.3140824,0.1004436,0.31049985,0.667171,0.033293236
0.26219207,0.34776813,0.44553167,0.35045522,0.25366548,0.10576661,0.3488873,0.17062351,-0.0292781,0.24521017,0.3314486,-0.035640605
0.49614468,0.3252169,0.5261149,0.34056973,0.198947,0.06906404,0.33439013,0.13374834,-0.027148359,0.059410132,0.2362799,0.05914142
0.7362545,0.33301646,0.48588657,0.31873342,0.15426093,0.115182415,0.3274038,0.08997653,0.00041953847,0.03596784,0.20125063,0.09045588
0.24068533,0.44879222,0.53048563,0.37169796,0.3103495,0.093424216,0.3698719,0.19763774,-0.025350861,0.22880164,0.34105304,-0.004356304
1.6747653,0.5357082,0.714541,0.28363016,0.16298668,0.21333475,0.42209336,0.013858724,0.08443117,-0.07302569,0.26489246,0.29310465
0.2032739,0.43189356,0.5605302,0.42831773,0.34742,0.06631035,0.33729205,0.23586856,0.0056703947,0.28628185,0.405596,-0.0016136565
0.3320393,0.3925138,0.56306934,0.37365896,0.2601441,0.07275991,0.359019,0.18906373,-0.050079368,0.13697939,0.29128888,-0.011214453
0.29338667,0.41167724,0.5413671,0.36365652,0.26495424,0.065413535,0.34558693,0.14774396,-0.039936617,0.16517115,0.28469935,-0.023805998
2.0660253,0.64002997,0.8999336,0.3574355,0.13982272,0.27107644,0.4679721,0.072029985,0.09914601,-0.17289747,0.2690527,0.36005208
0.17505494,0.37850508,0.45671993,0.38017026,0.2952604,0.10160734,0.30367798,0.19959685,-0.002838716,0.30679882,0.37379128,-0.0059666354
0.2441989,0.45040554,0.54758286,0.3633736,0.32361513,0.12688445,0.3877939,0.19597001,-0.0042836517,0.21821758,0.3818274,0.0018736785
0.3609402,0.30071265,0.43587494,0.35055223,0.20658876,0.08845039,0.30870607,0.16792282,-0.024135433,0.14021458,0.23420039,0.011971526
0.23892671,0.3970182,0.4828684,0.34557366,0.2630856,0.0712076,0.3413109,0.17034861,-0.030776806,0.24324507,0.3327544,-0.018698052
0.5660237,0.33342862,0.4883092,0.2917559,0.17892306,0.08105997,0.34378347,0.11555487,-0.016322255,0.09990314,0.25268495,0.05209845
0.22607921,0.49997705,0.5522274,0.35762852,0.3453081,0.11752367,0.42353126,0.22133142,0.040379558,0.36998183,0.497882,0.012725737
0.59163284,0.34419107,0.5337248,0.3487336,0.19984482,0.1198214,0.35670477,0.13298574,-0.031573303,0.07459958,0.21541804,0.030752804
0.33272636,0.37827906,0.58434993,0.3657018,0.27128163,0.07478569,0.36509824,0.22406848,-0.03509792,0.13832523,0.31035867,0.0015893395
0.25128058,0.3240196,0.47500172,0.36937556,0.26292142,0.10508689,0.3407551,0.20987256,-0.033913955,0.27017695,0.32560837,-0.025432572
0.19588542,0.3804695,0.46432042,0.35250837,0.2823252,0.09561302,0.33670488,0.21058604,0.0005980879,0.3171214,0.42559624,-0.018111985
0.5660496,0.34472972,0.53242445,0.34196243,0.19519292,0.087600976,0.35058993,0.13163996,-0.042009644,0.06035558,0.22258934,0.047864057
0.2782721,0.3395303,0.5220043,0.3683796,0.26891324,0.0877382,0.31175792,0.22968188,-0.023752056,0.21368709,0.31850275,-0.0077727595
0.62594336,0.33921105,0.52273977,0.31992295,0.16985539,0.06466621,0.33382416,0.10204582,-0.01866576,0.021291256,0.22228774,0.08969851
0.46026295,0.3600466,0.5611433,0.3708259,0.21161857,0.05172102,0.3350285,0.15973388,-0.04335294,0.08053111,0.24887764,0.043170847
0.80547917,0.38871673,0.5857437,0.32261682,0.16813889,0.10841121,0.38542068,0.11241642,-0.021960177,0.011707664,0.22930285,0.10858271
0.20175815,0.45564055,0.47461736,0.35929647,0.31437707,0.12149677,0.3849354,0.20533824,0.01634642,0.39516443,0.4913085,-0.0011738455
0.22878867,0.6115558,0.6627583,0.45679596,0.4459735,0.124752924,0.43747398,0.261373,0.08842644,0.40545213,0.55491066,0.041179825
0.22890244,0.49666658,0.59443414,0.3988061,0.35194927,0.08180682,0.3963581,0.18927556,0.028496003,0.33799627,0.45357215,0.016348224
0.20456132,0.41981962,0.4770404,0.34534767,0.27979195,0.0771357,0.35664558,0.16103141,-0.02182652,0.28701377,0.3585491,-0.028740514
0.26698348,0.34999618,0.44764417,0.37562665,0.28639984,0.12534967,0.33503607,0.2232531,-0.018403314,0.2856676,0.31491446,-0.017256767
0.25301915,0.38434023,0.5340347,0.36618128,0.28778145,0.08336583,0.3297065,0.23138943,-0.02121193,0.22650689,0.32961714,-0.011087119
1.1665618,0.4211438,0.6115008,0.33931866,0.16157706,0.18777022,0.35385218,0.05052224,0.058057986,-0.028118297,0.22540772,0.16691712
0.7060649,0.34707788,0.5121582,0.3309523,0.16237953,0.10150337,0.34297043,0.113338426,-0.013537802,0.02018144,0.2070832,0.0978819
0.25834185,0.34746718,0.50345343,0.3827862,0.26768228,0.069933325,0.31255767,0.18847403,-0.03898298,0.1761964,0.2769326,-0.010183451
0.283023,0.34966564,0.4484922,0.3693026,0.25043917,0.078006044,0.31393412,0.213133,-0.032937437,0.17554219,0.27174738,0.019884145
0.26887578,0.38773984,0.51014304,0.34934637,0.26760066,0.0704526,0.34158945,0.19640617,-0.024513476,0.21140394,0.33279875,-0.0023494777
0.32495946,0.32747832,0.47229403,0.3524961,0.24472989,0.1179232,0.338037,0.18176311,-0.028321594,0.21681271,0.2944978,-0.019038245
0.612269,0.32770398,0.4948355,0.30273566,0.17553507,0.085698605,0.34224913,0.13272761,-0.012037344,0.08313388,0.23486513,0.04762902
0.21187213,0.4014048,0.5105537,0.34397423,0.31576627,0.097003385,0.325599,0.21977632,-0.01620099,0.31353098,0.38132182,-0.025503382
0.23120259,0.49298328,0.47507676,0.3301884,0.30704373,0.13927469,0.42515388,0.12665181,0.037306465,0.3715738,0.5106685,0.009999933
0.45835105,0.28802466,0.4501572,0.3428811,0.19224972,0.110339075,0.31809574,0.13029964,-0.009571172,0.13632056,0.23029307,0.013213142
0.28829032,0.5318152,0.59169716,0.3770192,0.3479546,0.109507024,0.44549397,0.19468877,0.035812438,0.32952338,0.5025169,0.018058
0.22821544,0.42428175,0.5209347,0.33413216,0.27141723,0.09868404,0.39543277,0.20156041,0.0037666745,0.3115538,0.4249918,-0.02092645
0.20191829,0.36847726,0.48155057,0.37159184,0.29317418,0.09786904,0.33003393,0.22220635,-0.012339711,0.3091994,0.393857,-0.02945128
0.24801333,0.60889024,0.6053642,0.36706448,0.40128878,0.18054721,0.4799506,0.19232398,0.091176,0.3762521,0.59887534,0.015646206
0.23125255,0.34301725,0.4422923,0.36050946,0.28491494,0.13301292,0.36054805,0.22836252,-0.021250106,0.34782982,0.37397468,-0.038364165
0.6522224,0.3039775,0.48686346,0.30614275,0.1516167,0.087156504,0.31090927,0.07965505,0.0016995482,0.041757688,0.22256392,0.0821135
0.1895089,0.39931464,0.42158663,0.33853292,0.28231192,0.13843505,0.37912384,0.2133317,-0.003931351,0.41427863,0.45712066,-0.026103146
0.31796128,0.31565535,0.44801068,0.3541507,0.23538812,0.11107403,0.3463227,0.17909025,-0.03416866,0.21508539,0.2954517,-0.023228515
0.20732045,0.4525041,0.55413276,0.39894068,0.33972865,0.07911443,0.37249792,0.20753841,0.013637019,0.3194399,0.45567638,-0.0036314856
0.5412097,0.34369788,0.4887583,0.31385884,0.20100589,0.090009704,0.34221485,0.09644765,0.0019659288,0.07398237,0.25264487,0.047228195
0.2766341,0.3428082,0.47703868,0.3503898,0.2610185,0.1049142,0.34251463,0.19208737,-0.03651838,0.2195248,0.31219763,-0.015661355
0.41388604,0.31553242,0.48550028,0.33198342,0.19157882,0.059944026,0.32517904,0.12942281,-0.035761304,0.10182501,0.25343776,0.015808592
0.2431186,0.6811427,0.60862845,0.37840572,0.42214355,0.2126456,0.5373731,0.14493163,0.104239926,0.44260633,0.6525246,0.027742375
0.31435657,0.43910137,0.5747442,0.35752818,0.27709076,0.05611086,0.35475492,0.1318488,-0.045641407,0.1485598,0.28070956,-0.014962674
0.27261174,0.47190332,0.55037564,0.4012706,0.33897462,0.12593636,0.35982493,0.28366426,-0.03156902,0.21593615,0.32020378,-0.0012480123
0.2726595,0.60162973,0.67539763,0.39249524,0.4059669,0.15018502,0.46513426,0.24517094,0.06803307,0.28828806,0.5159221,0.0228489
0.22768077,0.50809246,0.51502496,0.32046476,0.29719207,0.1377353,0.4352961,0.18473302,0.04982024,0.4041431,0.52827364,-0.016243156
1.0601621,0.44889894,0.6156804,0.33441728,0.16629796,0.12100275,0.4117702,0.11697956,0.00875435,-0.063603,0.239496,0.20678042
0.22162539,0.4482822,0.5193076,0.3435367,0.2820835,0.1023145,0.3774535,0.17105477,0.039602302,0.2763676,0.39556363,-0.016593326
0.2369364,0.46847475,0.5407299,0.37721947,0.3475387,0.09978956,0.35533032,0.2303645,-0.011687055,0.32800007,0.419273,0.010963999
0.21380138,0.48044935,0.53139466,0.3654922,0.3061118,0.13053092,0.4063704,0.2459825,0.034185894,0.39615953,0.48800787,-0.013320814
0.35539386,0.30905476,0.48687193,0.36145762,0.2256834,0.07896224,0.3223844,0.14476424,-0.024803817,0.11592178,0.25990567,-0.0012209741
0.5243187,0.41297203,0.6258514,0.37454137,0.21587205,-0.0003119465,0.3334406,0.12903385,-0.046892725,0.027632557,0.26275465,0.09866737
0.4818834,0.3661927,0.5707889,0.38726574,0.24167232,0.07162759,0.34489614,0.16009586,-0.021472603,0.06260239,0.24448687,0.05822205
0.22321244,0.47516805,0.58355993,0.38065714,0.34516895,0.080596045,0.35873002,0.16610904,-0.02114278,0.21157321,0.3431906,-0.02730719
0.2456156,0.41813722,0.49640027,0.348685,0.29893553,0.10829185,0.37781334,0.15594593,-0.018463999,0.2513783,0.35954207,-0.023822602
0.24587068,0.36920232,0.46180177,0.31930894,0.2513802,0.114473805,0.37094608,0.19542976,-0.010879617,0.28218964,0.3937604,-0.01903138
0.3213401,0.3500762,0.46051002,0.3646073,0.23006189,0.06686306,0.3105029,0.17166567,-0.036164746,0.13042393,0.2442666,0.02743427
0.799759,0.3707769,0.5443901,0.3249867,0.16856268,0.111430004,0.36518875,0.09057164,-0.01848729,0.01373262,0.2160793,0.09486466
0.2372491,0.39442152,0.48020273,0.34078747,0.2751314,0.10356343,0.37363756,0.16617759,-0.014190566,0.2900347,0.37482387,-0.015546081
0.52032715,0.37481454,0.59325695,0.37724236,0.24331449,0.06874919,0.3628714,0.15995428,-0.032804593,0.03906113,0.2639634,0.10031193
0.19402377,0.45851713,0.46228272,0.34868723,0.28827584,0.11963044,0.39633444,0.14989638,0.02214313,0.3717692,0.45687473,-0.002591637
0.25668824,0.44142935,0.61195624,0.4597131,0.3621645,0.07219942,0.30824432,0.26134726,0.014936544,0.19953582,0.31557512,0.036806244
0.40432444,0.31200963,0.48439407,0.35044485,0.20581141,0.0856514,0.33002532,0.15546238,-0.038238496,0.11297028,0.24554192,0.0150493765
0.8782085,0.37374255,0.5738882,0.32774138,0.16605876,0.12351529,0.36563134,0.09957825,-0.0057688095,-0.015691712,0.21965939,0.15566178
0.19808719,0.40267947,0.5030035,0.3689469,0.29777437,0.07522458,0.33774683,0.2226058,-0.009259537,0.30426311,0.38974637,-0.0039963117
0.26120013,0.39351633,0.52593493,0.34384182,0.2636,0.05901721,0.35162172,0.16656461,-0.016106848,0.20680837,0.3454494,-0.015113938
0.22623281,0.38528043,0.47869143,0.33509368,0.27190062,0.089369796,0.3654232,0.15320137,-0.0013543889,0.2915305,0.40989923,-0.0103154
0.60993165,0.314962,0.5011189,0.3196433,0.14738503,0.072709836,0.3151018,0.08249522,-0.0074875057,0.035181478,0.22571181,0.0828646
0.27286515,0.34329134,0.46473587,0.36115557,0.26162562,0.08512883,0.3313091,0.15696374,-0.029189423,0.18977451,0.29754683,-0.023804855
1.3543663,0.45995077,0.6504646,0.3088526,0.17291045,0.20773275,0.3889276,0.053088088,0.067736864,-0.05308324,0.23328406,0.22109
1.7685874,0.56742287,0.7467445,0.33890054,0.14525922,0.2225436,0.4438208,0.083851315,0.0597922,-0.14249699,0.2747652,0.3388989
0.2190583,0.3885224,0.4678979,0.3322449,0.27141824,0.10716921,0.3654069,0.20622016,-0.02110847,0.31410915,0.38137168,-0.02985496
0.22856331,0.35123178,0.4407688,0.35747147,0.27718097,0.10974456,0.34779674,0.18634701,-0.026467614,0.28807756,0.3527254,-0.031374622
0.26731685,0.43225262,0.5231557,0.344099,0.28340507,0.11548704,0.41618693,0.21024059,-0.0056890436,0.2584981,0.40232405,-0.0071694274
0.22210068,0.51738423,0.5089612,0.34235057,0.31503922,0.12341298,0.4235451,0.12700903,0.037472174,0.3662259,0.50505894,6.0393475e-05
2.5346565,0.70781565,0.92249274,0.29573902,0.17603658,0.3483802,0.4880615,-0.0066394624,0.1222055,-0.19863786,0.270936,0.46568057
0.29085892,0.38806617,0.5721599,0.36400914,0.2860623,0.081434034,0.36704862,0.23883222,-0.03497333,0.18285221,0.30246916,-0.0035664868
0.25797117,0.34458897,0.49089977,0.38132548,0.2695042,0.07468943,0.31310093,0.2105498,-0.029005758,0.21248867,0.32697114,-0.0058274735
0.31517702,0.32304236,0.4414822,0.35669687,0.24630892,0.118149936,0.35280126,0.15446526,-0.022789821,0.24562064,0.31467447,-0.020942528
0.20076618,0.48780918,0.53889155,0.41102582,0.3913698,0.12450579,0.30896777,0.26312196,0.00095927715,0.34892973,0.41631326,-0.009122003
0.21217449,0.4198649,0.48066318,0.35339472,0.29719627,0.1074968,0.37230787,0.1913499,0.010994233,0.3488053,0.46184993,-0.019350592
0.27488792,0.4853682,0.5800875,0.36585286,0.3257929,0.10071021,0.4128555,0.22272603,-0.010834321,0.2504445,0.39120463,0.009054673
0.3247621,0.33966684,0.48376018,0.35294765,0.22722222,0.0764526,0.34120372,0.16959976,-0.026159994,0.16578834,0.28330383,0.012866648
0.2612664,0.6175919,0.6130488,0.382413,0.37999114,0.14691412,0.46443313,0.14722341,0.046249412,0.32426482,0.53595215,0.0062964684
0.21967685,0.3759749,0.52392757,0.3877992,0.29921424,0.073366374,0.3443573,0.22054522,-0.019240014,0.26782227,0.3695475,-0.011943464
0.8879686,0.3680484,0.55648834,0.28903797,0.12466143,0.10007636,0.35040846,0.06435039,-0.013300601,-0.028649434,0.21435669,0.13408369
0.24661465,0.34565043,0.45262933,0.3431868,0.27069637,0.11669922,0.3609138,0.16597763,-0.01591516,0.30829602,0.39719436,-0.019324344
0.2015652,0.47566658,0.5054465,0.36644015,0.33629635,0.13231534,0.3838996,0.17833714,0.033663046,0.33944613,0.47564143,-0.007881074
0.20671701,0.43556947,0.45874664,0.33968946,0.28895128,0.13538891,0.37985882,0.18290019,0.028416881,0.33655614,0.45660082,-0.0052675344
