PointsAdjust,MI_PointsAdjust_Envergure,MI_PointsAdjust_ManagerExp,Effort
0.3442773,0.41121998,0.25467128,0.60398626
0.19940974,0.1153009,0.0569961,0.18705246
0.09936508,0.040460356,0.061591733,0.11644568
0.044679213,0.0029975032,-0.020409849,0.06300145
0.077110544,-0.043189242,0.021532292,0.101035364
0.13820648,0.016219616,0.1079181,0.08473728
0.030071776,-0.02782871,-0.025124881,0.076534785
0.03932965,-0.0029444518,-0.06713337,0.04461193
0.099519856,0.06367831,0.09477951,0.10433177
0.24732849,0.2613274,0.19468889,0.43317094
0.081229515,0.025995787,0.025856983,0.08436962
0.16877213,0.10747817,0.13803759,0.1595965
0.27430835,0.22922766,0.09461042,0.14001286
0.17908804,0.12396716,0.03221811,0.087787434
0.14785784,0.05560475,0.1358717,0.18076779
0.17735767,-0.008490179,0.112853006,0.10389251
0.21432564,0.21807264,0.14915712,0.28979784
0.20204633,0.14444365,0.15541457,0.22956532
0.17140694,0.15527289,0.12615581,0.24750327
0.55916846,0.45090446,0.5165635,0.42582142
0.24179524,0.278223,0.1792767,0.34178913
0.091409296,0.06430794,0.0074886736,0.1287415
0.14241533,0.1622482,0.1100176,0.10949858
0.18873282,0.09498205,0.11767319,0.12688816
0.13012731,0.042830996,0.07516402,0.09143222
0.265553,0.18171598,0.060668036,0.16012064
0.34429106,0.38605285,0.25158244,0.372971
0.3921615,0.3396856,0.33416805,0.3999708
0.2304083,0.11246017,0.20286074,0.1322306
0.07740139,0.012273117,-0.0004694704,0.052319717
0.059039682,-0.02479654,-0.049900595,0.08084967
0.23663762,0.21596593,0.19720833,0.30669928
0.101299435,0.032987975,-0.0039542243,0.06497347
0.12734643,0.07943833,0.0125899995,0.1071444
0.18378502,0.079681784,0.15959316,0.17287269
0.36727592,0.3182581,0.31674814,0.36865774
0.017917037,-0.010994012,-0.02888276,0.047650322
0.20378514,0.18225563,0.16211484,0.3466541
0.067163914,0.002367911,0.018445395,0.077055685
0.13116962,0.053681217,-0.03452117,0.15631036
0.21824509,0.15615875,0.05928328,0.13796109
0.5306581,0.69485927,0.35943803,0.89996606
0.041878894,-0.03246057,-0.092366904,0.038412467
0.153725,-0.00812554,0.09815258,0.07448925
0.46066388,0.49023846,0.4028128,0.3999439
0.22997664,0.20739454,0.08673452,0.20224367
0.057781473,-0.01997531,-0.0049466044,0.090999335
0.18618655,0.1578,0.04191169,0.23273993
0.4370474,0.44803908,0.3611581,0.6008855
0.22415432,0.13519005,0.103431225,0.10817457
0.09444977,0.015690602,0.119458646,0.082827166
0.1940145,0.13184336,0.15469056,0.13547537
0.13945389,0.09634944,0.12667339,0.16807677
0.33402106,0.30976987,0.12664323,0.30737105
0.26672632,0.30361417,0.21155304,0.44874096
0.17293407,0.15433154,0.16827308,0.07689604
0.35329762,0.17777833,0.2732,0.24158917
0.14068475,0.06919531,0.06952395,0.08672397
0.23253344,0.06677057,0.07817279,0.10625045
0.11085698,0.05384896,0.021688092,0.106129
0.2348798,0.09985936,0.20598736,0.16596043
0.07261993,0.024679068,-0.0013136752,0.12044846
0.10636091,0.03549271,0.11207682,0.12887123
0.048268974,0.0038762996,-0.011232011,0.0788585
0.08132062,0.041828983,0.0589262,0.13558018
0.10777961,0.039196916,0.024576018,0.08420614
0.09654109,0.009154957,0.07209349,0.061350264
0.23788778,0.097021855,0.17476863,0.13119757
0.13104576,0.0523287,0.09422299,0.05834064
0.20512354,0.1631262,0.12643005,0.20841208
0.23252183,0.21897103,0.15179351,0.43940824
0.27059478,0.27428913,0.23350234,0.4003451
0.075544365,0.020866979,-0.057238255,0.09164385
0.043886475,0.026010197,-0.002137905,0.05763086
0.32134655,0.16158225,0.24922371,0.15873004
0.416493,0.38543126,0.34374568,0.36712748
0.1859169,0.13265947,0.05292249,0.16687769
0.13036832,0.08747598,0.01404903,0.11537052
0.08722922,0.04028693,0.04794403,0.09267816
0.14520442,0.0008765124,0.07484725,0.12386008
0.20398486,0.10304325,0.14765535,0.15671997
0.26942348,0.29193735,0.24467905,0.47108087
0.258694,0.24384299,0.061391365,0.12397709
0.25623822,0.24467449,0.19608624,0.35174373
0.13903293,0.050860666,0.011876095,0.09706915
0.25884444,0.21896756,0.16906641,0.38547218
0.13391557,0.08714814,0.041736804,0.13095537
0.4793748,0.4612516,0.3168316,0.35058615
0.09502615,0.025913544,-0.07034178,0.13547933
0.06606485,-0.0121341925,0.022762034,0.050388042
0.3147453,0.26031274,0.097356394,0.21487518
0.2982309,0.33671457,0.20388211,0.5662143
0.20441107,0.13036035,0.19058369,0.1943379
0.17022133,0.11784087,0.14533506,0.17724708
0.21184222,0.11196755,0.09921454,0.17272766
0.109822035,0.009314788,0.013444358,0.14498763
0.18989044,0.12700714,0.101492256,0.122631826
0.20597863,0.20232424,0.18023278,0.37801296
0.1637915,0.10068795,0.14428923,0.15608129
0.2992711,0.2426787,0.082895294,0.19156332
0.13725473,0.09206778,0.028714731,0.15968627
0.21330805,0.017551657,0.122518286,0.07585382
0.06158005,0.005689973,0.039398957,0.07290013
0.22706345,0.15900205,0.17742816,0.2003516
0.028440626,-0.007803578,-0.08714172,0.06771057
0.04573533,0.019077405,-0.022683844,0.061115123
0.42509195,0.35049254,0.31867093,0.27752402
0.26051894,0.09197536,0.052866947,0.09473932
0.45475397,0.49845293,0.40584293,0.617479
0.17436627,0.0942484,0.07997197,0.06544344
0.09420831,-0.005351588,0.08103514,0.02469882
0.31835362,0.31825322,0.2580746,0.4212232
0.106651515,0.025474846,0.0010689814,0.08209429
0.21980086,0.20264971,0.13622063,0.25851372
0.045674987,-0.0184073,-0.057167318,0.07353327
0.16906941,0.09773343,0.12591642,0.18053383
0.04291643,-0.021734944,0.01225167,0.03965955
0.053481046,0.042970777,-0.07898444,0.11205355
0.10690307,0.054746196,0.046968862,0.16629282
0.09007305,-0.022456506,0.042120945,0.06417123
0.18501133,0.21142773,0.13316257,0.110195324
0.11224161,0.019483283,0.09363334,0.04772481
0.190246,-0.0057304446,0.15376277,0.11069481
0.20693791,0.13296984,0.04339443,0.13076259
0.2971468,0.22774632,0.15949553,0.24974026
0.15979928,0.116181724,0.080922075,0.15750837
0.20855586,0.17947662,0.15853664,0.34994465
0.030919561,-0.017255362,-0.083990395,0.06072916
0.051271133,-0.031850107,-0.07999471,0.038302314
0.0764201,-0.021957347,0.04773165,0.060516454
0.20574906,0.13181764,0.07682498,0.09365504
0.0214924,-0.050246708,-0.10822423,0.0520654
0.3687368,0.3878706,0.29650408,0.5899077
0.24324481,0.19803706,0.08799982,0.2543905
0.37200183,0.3570638,0.2653265,0.54870087
0.24353832,0.100744374,0.18539311,0.12324602
0.116507776,0.06968217,0.13358517,0.11897207
0.15137431,0.082102455,0.09371893,0.123555325
0.14059755,-0.030297065,0.053691596,0.03844973
0.08800654,0.06261228,-0.069335446,0.14528057
0.16008556,0.013477502,0.10305594,0.1275834
0.1357001,0.08965788,0.114161745,0.1583643
0.14310779,0.057482794,0.0071413154,0.07909698
0.099275135,0.04973513,0.031199504,0.13293079
0.08112821,-0.00090161525,0.059171412,0.044907823
0.17457807,0.15269463,0.14713356,0.2531983
0.1933879,0.009062389,0.13393427,0.052503135
0.23747666,0.2953201,0.1689302,0.17155753
0.16994429,0.06703341,0.09616813,0.122724615
0.16404052,0.118637554,0.03613677,0.08684046
0.2883995,0.14078213,0.22330934,0.20519449
0.19530049,0.11504502,0.038363405,0.119279616
0.108599514,-0.022808323,0.051063627,0.14321229
0.109022155,0.054366715,0.07009496,0.14446124
0.17166671,0.1625203,0.10912092,0.2693023
0.29027134,0.17660609,0.19011874,0.13223824
0.14871007,0.052602425,0.010168734,0.038172882
0.11262223,0.0037633064,0.058138236,0.034637656
0.069404304,-0.016469827,-0.0017475244,0.028410584
0.14637801,0.087644376,0.12896822,0.12032845
0.04628876,-0.012178402,-0.0041290764,0.048282113
0.18090001,0.13331346,0.05207068,0.14435883
0.08636622,-0.004399267,0.06523582,0.07343698
0.5881798,0.64765257,0.473665,0.9143167
0.08081194,0.028667554,0.048076496,0.11651424
0.38398272,0.38921577,0.3355137,0.4414672
0.21389052,0.12471492,0.055322845,0.13312502
0.1750114,-0.027191302,0.13113797,0.16866678
0.0736848,-0.034316294,-0.031300478,0.033567395
0.1671991,0.089171186,0.14979638,0.15555397
0.21592987,0.09719916,0.03292311,0.14968921
0.17696433,0.01911224,0.13732737,0.1533041
0.11822316,0.0677921,0.004813809,0.1475825
0.14600512,0.02036728,0.014731566,0.07044554
0.15946856,0.12335733,0.03169114,0.20714991
0.44706106,0.41635427,0.3504658,0.37413633
0.5957378,0.54093295,0.57713145,0.63565546
0.28538364,0.20228198,0.084832594,0.23778635
0.183841,0.12193497,0.14305305,0.1494206
0.16949916,0.09501366,-0.017729178,0.06918186
0.3467904,0.28877616,0.27120578,0.42301056
0.36700508,0.3458277,0.14484823,0.25747296
0.38784626,0.38927898,0.29584995,0.27494183
0.13248323,0.06260608,0.036709428,0.09715048
0.17513737,0.10911233,0.12919308,0.2452919
0.19727226,0.12342348,0.075374454,0.09958184
0.22264439,0.14683424,0.12047687,0.1428087
0.15083353,0.08342791,0.073512666,0.07763128
0.21332438,0.17772302,0.065446004,0.1860424
0.12008122,0.08349383,0.096781954,0.1476574
0.15874502,0.07588921,0.123498484,0.14603908
0.035718493,-0.0013029901,-0.009345494,0.06613124
0.35384965,0.086827666,0.30634966,0.23633544
0.17546952,0.09594614,0.15113257,0.12990524
0.12505077,0.0395765,0.015383557,0.052569512
0.36424097,0.38403782,0.18561737,0.3968891
0.16480634,0.076572575,0.12342776,0.19976455
0.3089554,0.2681399,0.21859495,0.2425953
0.020343315,-0.032728367,-0.1080617,0.059981115
0.23672192,0.11040667,0.16267169,-0.0034636604
0.16663258,0.1622272,0.1282584,0.13941835
0.21676953,0.13127384,0.0010769926,0.33907482
0.28522176,0.24654762,0.07789709,0.2886696
0.11952864,0.05751446,-0.010485895,0.15683077
0.12158324,0.083215766,0.013284242,0.16346233
0.20879948,0.14886868,0.1808311,0.22485864
0.38313732,0.28649473,0.301842,0.27934483
0.054602653,0.0022432916,-0.008217717,0.040164843
0.1510357,0.1092567,0.03232212,0.17071874
0.36620092,0.20894763,0.29328978,0.20212612
0.30232158,0.23982753,0.089396626,0.16610862
0.14781563,0.07971036,0.090010956,0.11702249
0.2868864,0.253491,0.12360519,0.29345435
0.108094364,0.091505855,-0.021891885,0.15937556
0.23717047,0.2186309,0.20051047,0.22588645
0.32368743,0.3052069,0.25293788,0.32249916
0.057023603,0.017585067,-0.025684021,0.07440993
0.35303605,0.22439288,0.3165846,0.25354025
0.31023315,0.11673097,0.25598297,0.1627493
0.19729842,0.12578683,0.06727342,0.14165495
0.21859573,0.034453247,0.091773465,0.13311379
0.40335944,0.5132802,0.27781472,0.6795585
0.2676199,0.20241776,0.1265665,0.10947351
0.15251076,-0.00018629618,0.07464958,0.078019805
0.03197022,-0.017831497,-0.07101978,0.0718217
0.17761546,0.13908571,0.10575031,0.2647045
0.35579488,0.30726796,0.15238775,0.32054687
0.09412323,0.049956962,0.064995356,0.12261631
0.14299291,0.12217817,0.13163377,0.24880718
0.10059262,0.024472605,0.09148151,0.10103601
0.1993706,0.13652973,0.13413614,0.17517409
0.15843411,0.06461461,0.13580056,0.086236656
0.13636798,0.04259394,0.09936115,0.080080874
0.17102489,0.1435153,0.1710246,0.20050485
0.3092297,0.2505714,0.06651052,0.27096492
0.24984518,0.19319703,0.08216655,0.22562434
0.16650459,0.091434166,0.04296404,0.14983767
0.106680825,0.04197664,0.09860852,0.07688683
0.0505986,0.015134811,-0.014559887,0.06225413
0.15587938,0.09761937,0.15008171,0.22751425
0.21797451,0.16980852,0.14953662,0.2502989
0.0781935,0.02445028,-0.0775011,0.08540992
0.19304544,0.141331,0.10031757,0.15190783
0.14306596,0.04965554,0.02139826,0.073500775
0.1801625,0.10559815,0.05236552,0.16431268
0.24987955,0.29287288,0.1884321,0.59962654
0.11008419,0.026777767,-0.06727344,0.1349662
0.06734356,-0.005836813,-0.03564674,0.091975756
0.15772054,0.0785032,0.037326165,0.15384626
0.2126347,0.15999238,0.1593446,0.20953429
0.121872336,0.059408538,0.031549476,0.07840701
0.26974255,0.17815366,0.0778116,0.080560125
0.30212304,0.26807278,0.2068487,0.41900903
0.48980004,0.5587522,0.34146535,0.39991406
0.34966812,0.32445392,0.18844289,0.40908837
0.15324762,0.13906023,0.14616647,0.22646621
0.08160302,-0.0001542503,0.034979142,0.08890599
0.34640175,0.33017117,0.28345412,0.28452685
0.09087041,0.019797076,0.031599812,0.03878013
0.053894665,0.0037340466,0.00307839,0.06956433
0.10653767,0.022931388,0.076888695,0.11079286
0.26805282,0.25118414,0.19290797,0.2800311
0.14554453,0.059242643,0.07240519,0.14728895
0.3781719,0.2178578,0.3217972,0.27059844
0.0825298,0.01033082,0.0602616,0.04719371
0.1707885,-0.03807947,0.121956065,0.1219107
0.25283343,0.18515487,0.0679876,0.19707286
0.2432746,0.19632575,0.20250158,0.2998233
0.2778284,0.22584604,0.08721587,0.0644974
0.454126,0.46133733,0.31891856,0.6287406
0.072110444,0.012154998,0.023154512,0.053322274
0.31006697,0.24021271,0.24603944,0.2378428
0.24967079,0.22272079,0.079852924,0.23335984
0.4281802,0.3109059,0.38362375,0.41819653
0.21318254,0.174703,0.06673383,0.18099241
0.10073516,0.04616817,0.022016168,0.05567252
0.066687144,-0.00875463,0.043872897,0.09835895
0.24201353,0.17931437,0.19726484,0.19409947
0.23169804,0.1687056,0.08493236,0.16265345
0.25482544,0.22013511,0.09847501,0.15702356
0.1129259,0.05315879,0.0649488,0.1436136
0.12022687,0.073311284,0.12160976,0.18524688
0.13014942,0.06730233,0.11536634,0.1383563
0.18627726,-0.005744146,0.12487659,0.076201506
0.21311146,0.17684232,0.056097597,0.13416691
0.11192073,0.019797591,0.022285052,0.14429422
0.09278144,0.03786956,0.018278737,0.085492
0.15867387,0.0879413,0.12618175,0.1499339
0.1013263,0.06192819,0.0062349327,0.118409075
0.069744736,0.009358348,-0.038847238,0.04889426
0.123570815,0.042569943,0.010633391,0.057963833
0.40837428,0.40597138,0.28898364,0.41301596
0.15862182,0.094863504,0.00882761,0.12645634
0.22243597,0.14881933,0.07945245,0.12852588
0.19289061,0.122629024,0.06522324,0.18739875
0.09668879,0.052291214,0.017634656,0.11242261
0.048895776,-0.0041818116,-0.04787114,0.07831873
0.07114331,0.08748282,-0.018389173,0.076410405
0.18508871,0.107741736,0.043401726,0.07224891
0.34970832,0.0812191,0.29958826,0.20374693
0.09486939,0.024025746,0.029421695,0.11833165
0.39323646,0.39737606,0.25802812,0.5057548
0.5736351,0.6191963,0.5200472,0.73643327
0.1445475,0.083118305,-0.03921909,0.20090786
0.31652617,0.21154042,0.25996056,0.19861564
0.4413342,0.42579237,0.34274098,0.46281323
0.07078085,0.016095677,0.041069,0.07631954
0.39877558,0.26852313,0.32350084,0.26339567
0.26216117,0.21617773,0.071587384,0.09453412
0.25769612,0.19898514,0.15862612,0.24800663
0.20366582,0.11893533,0.13538884,0.16512185
0.26473564,0.22563651,0.04066746,0.11600319
0.093498014,0.027389957,0.01124985,0.06904202
0.12062073,0.06646045,0.1314858,0.11956362
0.33271736,0.17729048,0.1955556,0.18046881
0.09971904,0.034067683,0.034689005,0.058917873
0.39803097,0.34004453,0.3623314,0.4221877
0.28609782,0.21802616,0.13683149,0.13863818
0.25565815,0.18765657,0.21909308,0.23227522
0.1302944,0.09685387,0.06972998,0.16560572
0.5469767,0.58590996,0.49207553,0.45609128
0.14770839,0.104110315,0.038235776,0.14651683
0.21581872,0.14649235,0.1977683,0.21662652
0.11987284,0.07279945,0.11742754,0.11552718
0.5372653,0.5636389,0.44149762,0.610342
0.24899942,0.059546404,0.22100325,0.29123893
0.11289456,-0.014481049,0.09568332,0.076708026
0.26037765,0.22373089,0.22060555,0.29329288
0.24321409,0.26652983,0.19368178,0.3465459
0.22991052,0.1764588,0.01470397,0.24278007
0.3183616,0.19290903,0.20971699,0.14875984
0.17525837,0.11929418,0.13710508,0.16446613
0.393266,0.42949474,0.2872765,0.46563318
0.1330622,0.0903333,0.12737621,0.13901472
0.17075598,0.13271299,0.12810941,0.2522225
0.3006243,0.13937499,0.21958086,0.14012994
0.3790469,0.3494558,0.15972401,0.28003
0.33516467,0.25401282,0.16953243,0.18529207
0.4101308,0.47297743,0.28469712,0.5531786
0.23535778,0.22226416,0.07298948,0.12335237
0.065375395,-0.011545934,0.039305523,0.029929243
0.20300181,0.15846826,0.054096535,0.12959336
