N_effort,MI_N_effort_PDR_AFP,MI_N_effort_NPDU_UFP,MI_N_effort_PDR_UFP,MI_N_effort_NPDR_AFP,MI_N_effort_Duration,MI_AFP_PDR_AFP,Effort
0.0005208312,0.001385445,-0.0011101891,0.0017715056,-0.001194867,-0.0001118402,0.0025197738,0.0028526941
0.0293239,0.0057279756,0.0032412864,0.006906045,0.004859682,0.0036751768,0.027330408,0.024926914
0.013476613,0.0033772679,0.000299969,0.003914152,0.0020035577,-0.00036661502,0.014292798,0.013334146
0.005093734,0.003902871,0.00039600558,0.004699536,0.0020041328,0.00075381156,0.0065606716,0.007093968
0.009374093,0.00411769,0.0015364008,0.004236723,0.0013163171,0.0014329026,0.0113429725,0.010784724
0.00082935137,0.0013343876,-0.0013214718,0.0009231138,-0.0015097064,-0.00058627245,0.0018530434,0.0021838285
0.0026255199,0.0017082982,8.086907e-05,0.0017099947,-0.00046085822,-0.00030460535,0.0024030688,0.0027795343
0.0059521263,0.0032964477,-9.493297e-05,0.0035224515,0.0016979619,0.0007869487,0.0067951335,0.007067898
0.021450568,0.0051088724,0.003055088,0.0046985312,0.0033437882,0.00052682334,0.019374719,0.017497346
0.009218994,0.0033727826,-0.00022333954,0.0037846426,0.00077417097,0.0035497989,0.009283965,0.008810662
0.008092813,0.0018817952,-0.00022336142,0.0021765102,0.00069284486,-0.0001268799,0.00866658,0.00858463
0.053447217,0.021897232,0.016705764,0.024747584,0.020210687,0.008532537,0.05044866,0.04613252
0.04869155,0.012175176,0.0076546893,0.012097889,0.010096609,0.011899321,0.047490966,0.045196828
0.01944619,0.004659906,0.0017789614,0.0060009644,0.002913519,0.0052224104,0.02165401,0.02141417
0.0029192148,0.00070931995,-0.0014732452,0.0006505308,-0.0021829025,0.0009294995,0.0033122492,0.003489919
0.0116492715,0.005560302,-0.00012523634,0.005656813,0.002043842,0.0052486854,0.0117369015,0.011420762
0.011191565,0.0028289456,0.00013572653,0.003653396,0.00071229576,0.0035316506,0.010194789,0.009538668
0.052540466,0.02085982,0.01516099,0.02418105,0.020610815,0.005873396,0.0484892,0.0444381
0.05810219,0.015249975,0.009136182,0.017215284,0.012562119,0.01786004,0.060243975,0.057381235
0.017650943,0.007475023,0.0044243075,0.007899805,0.0043685753,0.0011958291,0.016592516,0.0161331
0.0486841,0.014345761,0.009743455,0.01326752,0.011070029,0.007949094,0.045495488,0.040953957
0.012258966,0.003339126,0.0012269926,0.0045170323,0.001760328,0.0032076184,0.013897554,0.01419976
0.045391507,0.010688583,0.007277862,0.0119537,0.008407128,0.006831359,0.04305011,0.038705483
0.009098562,0.0032489446,2.9509887e-05,0.0034454912,0.00087601505,0.0016838978,0.008456424,0.007710009
0.01786738,0.0037073095,0.0012768332,0.003705861,0.0021159311,0.00027015456,0.01767482,0.01667086
0.01618685,0.0036986724,0.0017832809,0.0036414582,0.002171207,0.000384473,0.015173842,0.014055312
0.007897828,0.002566836,0.0006887058,0.0032224385,0.00033612247,0.0007850244,0.008247564,0.00766745
0.01043346,0.0022613548,0.00045565073,0.002665917,0.0013270702,0.0006007226,0.010298732,0.00981549
0.014474522,0.0031075736,0.00024565752,0.0036031445,0.0009530829,0.00044616987,0.016482307,0.01630781
0.010134126,0.0026682506,-0.00025090575,0.0036156857,0.00043356535,0.0052220006,0.011339647,0.011502943
0.013129576,0.008111377,0.0007856877,0.008766346,0.0050356667,0.0056047356,0.015680654,0.016666612
0.005870447,0.0017354621,-9.0471935e-05,0.0021374198,0.0005649298,-0.00028262287,0.0059606996,0.0061354856
0.011185275,0.002945034,0.0011194914,0.0026829885,0.0014895459,-0.0003939144,0.011117277,0.010394189
0.0053743133,0.002858774,-0.00054256595,0.0025847466,0.0009134775,-0.00029648189,0.005947754,0.005799004
0.011566377,0.0055374634,0.0016013447,0.006048491,0.0025846094,0.001816629,0.012323707,0.012549989
0.007394389,0.0026017765,0.00041245786,0.002636041,0.0007655448,0.0001494002,0.0080609275,0.008185359
0.0070415894,0.0023719755,-0.0006205051,0.002635586,0.0010288036,0.0009233109,0.0077271806,0.0077792187
0.0527185,0.026218701,0.019326994,0.030092709,0.026652902,0.008216849,0.04948391,0.046545327
0.0055589085,0.0031070753,0.00033569685,0.0033571073,0.0011175028,-0.0009417727,0.005341597,0.005524994
0.008830387,0.0020112225,6.4419815e-05,0.0026190123,0.00091109076,-0.0004051514,0.008378239,0.008440202
0.022761168,0.0045772735,0.0014263417,0.004429277,0.0012011635,0.00084778015,0.024107859,0.023494653
0.0074149785,0.0020281875,-0.00080644456,0.00275693,-2.6531983e-05,0.0027238978,0.006993741,0.0068352604
0.025930407,0.0063757617,0.0041249963,0.0076297154,0.0052883485,0.0034698928,0.025114097,0.022832815
0.011912623,0.0015982159,0.0002667727,0.002580063,6.591901e-05,0.00061411224,0.009801738,0.009313993
0.010711631,0.002962706,0.0007758781,0.003506579,0.0011996822,0.0014867657,0.010266761,0.00935035
0.0028074253,0.0040331557,-4.780013e-06,0.0043053003,0.001457595,0.0010081178,0.004070954,0.004478218
0.0062017343,0.0023558538,0.0001176137,0.0032419772,0.00088597345,0.0004903062,0.007769389,0.0076886932
0.02096906,0.0059521506,0.00254057,0.0055414145,0.002478075,0.004828734,0.022225117,0.020574348
0.0038725985,0.0035177714,0.00014429493,0.0032331278,0.0014127668,-0.0005318457,0.004225761,0.004217429
0.031660862,0.0053305402,0.0024691878,0.0034627821,0.0042164465,0.0015954971,0.02623647,0.026475986
0.013201878,0.0036707313,0.0011669404,0.004430349,0.002196919,0.0020956313,0.0139137525,0.013412024
0.013252273,0.0033875636,0.001629343,0.002789679,0.0014151467,-0.00028103637,0.013217708,0.011971911
0.0020781157,0.0013859046,-0.0009739548,0.00096352946,-0.0010573509,-0.0006221918,0.002461337,0.0027463592
0.07110376,0.019102572,0.013620102,0.019982822,0.017153641,0.017517019,0.071241304,0.06620827
0.0070608896,0.0029638566,0.00029876432,0.0033280067,0.001664513,0.0010312558,0.008713412,0.008757547
0.0038841781,0.0013611524,-0.00024029543,0.0017392562,-0.00041949726,-0.00027887034,0.0036935403,0.003717398
0.008925033,0.0026127312,0.00024723168,0.003282791,0.0012788684,0.0011147696,0.009965567,0.009845407
0.0047956677,0.0020774899,-5.3187832e-05,0.0030600992,0.0007110529,0.0003419437,0.006582898,0.0067625935
0.003481135,0.002219912,-0.00027256203,0.0017382278,-0.00066551636,0.00016022776,0.0034860868,0.0035933617
0.007938565,0.0015442225,-0.00027599558,0.0024677645,-4.2369124e-05,0.0026832996,0.00843251,0.008426029
0.029698329,0.0059170704,0.00031399378,0.004429839,0.0008205869,0.008640172,0.030245624,0.030570079
0.005583545,0.0014693395,-0.0003267827,0.0017828649,0.00035318243,-0.00027139322,0.0057797693,0.005798457
0.0040769633,0.00089767575,-0.0010031424,0.0011368921,-0.00046678027,2.9755756e-06,0.005076899,0.0049339943
0.019000098,0.0057134153,0.0036539782,0.006530086,0.004298725,0.0020429562,0.018436486,0.016882308
0.012945037,0.005361583,0.00041150837,0.005802,0.0023026827,0.0063462825,0.013338728,0.0132576525
0.014174845,0.0032620186,0.0009300376,0.003827205,0.00041119428,0.0009520049,0.015052913,0.014474035
0.0039964886,0.0014911222,-0.00057210587,0.0009351893,0.00085783005,-0.0025304283,0.006208839,0.0064209322
0.0023782328,0.0015479482,-0.0005323817,0.0013272403,-0.00050904276,-0.00050687965,0.002967882,0.0032993103
0.04439752,0.0100169685,0.0034917954,0.008491766,0.0054976763,0.010544626,0.04546253,0.04322058
0.0083135795,0.003092257,0.00043390715,0.003502409,0.0014758606,0.00057205255,0.009855631,0.009440922
0.02876581,0.011051726,0.006804201,0.013413159,0.00956502,0.0015207746,0.028416308,0.026196158
0.005940816,0.0018385642,-7.067202e-05,0.0021377597,0.00038997456,0.0001353065,0.00604381,0.005992127
0.023082267,0.005387014,0.0017352377,0.005069735,0.0022254048,0.0014670698,0.026315339,0.025832534
0.017589595,0.0029857785,0.0007417619,0.0037809885,0.0003974568,0.0026371577,0.017455177,0.01660049
0.021625629,0.0058397744,0.0024121266,0.006873327,0.0023458095,0.0043436643,0.022098439,0.01910311
0.009946368,0.0047084047,0.00026276172,0.0049375845,0.0025843272,0.0037063388,0.012027257,0.012187291
0.004334516,0.0018058659,-1.1977507e-05,0.0019551958,0.00024194457,-0.00015897374,0.0045552575,0.0047544576
0.0074523436,0.0026241571,0.0005394125,0.0026760781,0.0012361237,0.00016824692,0.007825515,0.0077027576
0.0050413096,0.002280603,0.00030583935,0.0024376586,0.00043911394,0.0005497893,0.006172692,0.0064925607
0.024779106,0.009361394,0.0031195146,0.008297693,0.006773607,0.0072641866,0.023818519,0.02302275
0.010314233,0.0037865548,0.00079601095,0.004159046,0.0025454678,6.0413033e-05,0.011094949,0.0099591315
0.0116513735,0.0034803876,0.0015013271,0.0033187554,0.0017148231,0.00025305687,0.010980281,0.010323579
0.013425878,0.0029034142,0.00028277724,0.0030432204,0.0009649955,0.00016519148,0.0145067,0.0143654635
0.0072496743,0.0025383702,6.3923653e-06,0.0028649583,0.0014975208,0.00016105571,0.008117777,0.007788462
0.00887773,0.0031702013,-1.5928876e-05,0.0023684232,-0.00054020225,-4.9763592e-05,0.010086691,0.010352399
0.007471111,0.0034865628,0.0010593522,0.004468407,0.0021529973,-5.5654207e-05,0.008438432,0.008668089
0.0008468139,0.00061409804,-0.0021287294,0.00035275554,-0.0017410641,-0.0010042192,0.0011124203,0.0013882295
0.006640177,0.0027416183,-0.00020249956,0.0026023774,0.001047188,-0.00127011,0.005445955,0.0055221627
0.017784853,0.0059000477,0.0025891296,0.006086453,0.003282145,0.004504569,0.019041609,0.018495323
0.008595031,0.0032199735,0.0008938515,0.0037375065,0.0019867693,0.00020037824,0.008824036,0.009004307
0.056014445,0.02175576,0.01571135,0.02431728,0.02144721,0.009488324,0.05172151,0.047385436
0.022207001,0.004105621,0.0022151985,0.005513274,0.00085734273,0.0072516017,0.019512592,0.018658595
0.011502947,0.0044425493,0.0013884825,0.004560408,0.0019490912,0.0008164877,0.011631941,0.011169559
0.0012249716,0.0014760632,-0.00075575314,0.0020372518,-0.0007012042,0.00014838367,0.0028520608,0.0033261692
0.061299067,0.01290408,0.00531332,0.011988554,0.0088736145,0.013052436,0.059597302,0.05419092
0.012148179,0.0035361985,0.00039264164,0.0033624284,0.00045407657,0.0012515539,0.014043071,0.013379692
0.009490665,0.004105376,-0.00023798761,0.0043728845,0.0021744894,0.0039858245,0.011077344,0.011596979
0.014224743,0.004220497,0.0014536583,0.0052926894,0.0024617796,0.004034052,0.01605356,0.015997648
0.00155203,0.0013154952,-0.0002496799,0.0017198039,-0.000746669,-0.00026909122,0.001840701,0.0022695838
0.0100630885,0.0033907604,0.0006336516,0.003379589,-0.00022297073,0.00086190295,0.010308008,0.009673397
0.0071401503,0.002756234,0.00033478113,0.0023965435,0.00082888245,-0.0006481613,0.0068015945,0.006768702
0.01676305,0.007939946,0.003982815,0.009371333,0.005017477,0.0026261322,0.018892754,0.019414773
0.01041914,0.003271927,0.0005066332,0.003906512,0.0012747836,0.0036953497,0.010871089,0.010658185
0.010060221,0.0025901336,0.0005696437,0.0038706372,0.0015565532,-0.00017790985,0.010096626,0.010093999
0.017208943,0.003043262,0.0012439454,0.0034651728,-0.00046218513,0.0034594485,0.01820391,0.01631326
0.018326424,0.0041308124,0.0017555046,0.00459759,0.0035092186,0.0012824978,0.017166436,0.015244134
0.025257848,0.0058066063,0.0021087185,0.0040177777,0.003545211,-0.0044817766,0.020517327,0.017918045
0.02214788,0.0053458866,0.0029566793,0.006436493,0.004165858,0.0026741596,0.021177823,0.018253405
0.017062102,0.005391866,0.002856793,0.006347383,0.0044228286,0.0003944463,0.016185394,0.014604942
0.008461315,0.0021025564,-0.00023939274,0.0024672258,0.0011085663,0.0008215138,0.009006032,0.008976492
0.015078853,0.007278301,0.0037855592,0.0072532543,0.0041034184,0.0025357837,0.018053593,0.017487343
0.0062068994,0.0032242017,-0.0004678336,0.0036533885,-0.00073908863,0.0030470947,0.0038217022,0.0030393344
0.016717458,0.0039811246,0.0006976307,0.00445712,0.001912521,0.00088929175,0.018255163,0.017198687
0.007520872,0.0045822402,0.0014855072,0.0054087,0.0025781856,0.0015121233,0.009822622,0.010179188
0.008769368,0.0026392762,6.2519684e-05,0.0029306617,-2.8335722e-05,0.0017525274,0.0094119795,0.008989064
0.010639523,0.002975433,0.00015630038,0.002116636,0.0002768198,0.00084744114,0.010079293,0.009626419
0.003254207,0.0017891855,-0.00040030503,0.0018577595,-1.8995022e-05,-0.000619165,0.0032363762,0.00340728
0.00512252,0.0029822749,-0.0004983675,0.0027602972,0.0007722927,-0.0002492827,0.005432487,0.005234898
0.02319092,0.0072009023,0.0040911594,0.008091006,0.005312342,0.005898198,0.024388928,0.023189092
0.0076724514,0.0028999702,-0.0002691499,0.0026834402,-0.0005568669,0.0034726523,0.0062013767,0.005939471
0.010271318,0.004554482,0.0017440615,0.004561991,0.002031931,0.00195564,0.012887181,0.012851339
0.017660074,0.0035534461,0.0013927903,0.0043200646,0.0006832336,0.0030533853,0.016112972,0.014694461
0.023729345,0.0067376075,0.0029297613,0.007194881,0.0028022605,0.0025220974,0.025896652,0.024189431
0.07571585,0.025480546,0.016314264,0.026641471,0.020249853,0.025970727,0.07962941,0.07671073
0.005525571,0.0019024068,-0.00032953965,0.002515417,0.00078581483,-0.0001900685,0.006621763,0.006358922
0.0108367875,0.0034191797,0.0009857214,0.0039160876,0.0025105064,-0.00044137926,0.0107771205,0.009719782
0.03479255,0.009390824,0.0047857827,0.010712849,0.007222932,0.011235262,0.037079055,0.036350217
