har,nlan,t09,t10,t11,MI_size_D_t09,MI_size_D_t03,MI_size_D_app,MI_size_D_telonuse,MI_size_D_ifc,effort_D
0.7912088,0.15606141,0.75937593,0.6148599,0.2665648,-0.06941159,0.045834254,-0.050266113,0.26286665,0.1442529,-0.06750639
0.8865084,0.310632,0.7647789,0.78630304,0.46648476,-0.05798532,0.021297824,0.06350903,0.13643858,0.1258922,0.0054730214
0.6588246,0.12660494,0.4335655,0.42774436,-0.020640694,-0.09996176,-0.01714785,-0.15425411,0.1338415,0.10616714,-0.16909507
1.0178623,0.6124642,1.1329042,0.90320736,0.91244525,0.072117455,0.2232733,0.24732207,0.38502535,0.37599546,0.102747105
0.9642821,0.7828454,1.0361203,0.96471304,1.0037642,0.14042392,0.24036486,0.2853815,0.4079662,0.36410877,0.107740544
0.8671163,0.9843122,0.9816496,1.1023266,1.2008106,0.4455959,0.5079529,0.39883798,0.43872976,0.46504745,0.22646293
0.8156859,0.30731887,0.6784173,0.74785864,0.39179677,-0.05667662,-0.003612319,0.020802386,0.10187368,0.10816807,-0.022738466
0.7980718,0.4185964,0.7219517,0.7488803,0.46674454,-0.014549039,0.041574653,0.07456024,0.1341223,0.16557963,-0.015132835
0.84915006,0.27977663,0.78705835,0.70418954,0.46820414,-0.053075697,0.036318053,0.08504762,0.15778257,0.13466209,0.013063595
0.9755312,0.2783499,1.038997,0.80456144,0.57242584,-0.031661503,0.14223985,0.12211202,0.29056963,0.25420552,0.041296728
0.8739485,0.36387083,0.87143326,0.6949263,0.5825599,-0.026979845,0.069249615,0.12843275,0.22034952,0.16546077,0.024509497
0.9878297,0.5201551,0.8395104,1.0198572,0.6066551,-0.012421936,0.021191578,0.10182606,0.12985215,0.1642116,-0.0023877546
0.89220846,0.27978587,0.9433282,0.7014922,0.53665906,-0.025756918,0.10762617,0.13061944,0.22940542,0.19317092,0.035634995
0.9356626,0.48476276,0.97410053,0.7592878,0.7369759,-0.010876626,0.12762114,0.16129774,0.28604096,0.24527061,0.060016982
0.95476365,0.49249396,1.060928,0.85102504,0.783039,0.07470886,0.22294155,0.21184047,0.32931134,0.38240916,0.08509802
0.90195084,0.621549,0.8577151,0.9729688,0.70295554,0.025823861,0.07859655,0.1487335,0.24197002,0.2320486,0.0040737316
0.8718314,0.41037676,0.82138234,0.7748003,0.58826715,-0.038703583,0.05315571,0.10627784,0.19813994,0.15789405,0.0130479485
0.89505714,0.39736518,0.93548036,0.68384653,0.61840194,0.0032909587,0.13464962,0.14439955,0.25564036,0.23758559,0.055162847
0.9882153,0.62778234,0.98426145,0.9942802,0.7602677,-0.005334031,0.13434099,0.19284263,0.2672989,0.23853254,0.047151804
0.9434121,0.46097368,0.7789381,0.9474646,0.5123177,-0.024445374,0.015417576,0.07398315,0.104340136,0.15302674,-0.0028722137
0.8481257,0.2698946,0.75180864,0.6800314,0.45233482,-0.055805877,0.014509197,0.07203171,0.14326845,0.11450812,-0.00032274053
0.8172735,0.17583513,0.77764267,0.60827357,0.3431691,-0.06995032,0.05685425,0.0057153925,0.22436666,0.15470238,-0.05151307
0.64742315,0.16308123,0.40724927,0.4898514,0.0021057427,-0.10408951,-0.023341838,-0.15306349,0.09681636,0.1018628,-0.16640538
0.96760195,0.21890698,0.9527504,0.72643095,0.50738853,-0.04963391,0.09222491,0.082795754,0.22793184,0.2031812,0.0057519786
0.6254369,0.15243833,0.34203404,0.436122,-0.15654999,-0.10962635,-0.007308809,-0.21067329,0.12615165,0.12919298,-0.22398555
0.81989914,0.25446522,0.8105027,0.6688315,0.4375165,-0.040958364,0.06897263,0.06778586,0.21767387,0.17023242,-0.006064322
0.90717083,0.76910675,1.0071791,0.95759165,1.0312669,0.24139097,0.33201957,0.3016461,0.40008953,0.4184083,0.15551862
1.0055486,0.38518253,1.0986804,0.84498197,0.70472157,-0.001454521,0.17725854,0.17591251,0.32376668,0.31590486,0.085141845
0.98106205,0.27711344,1.0424116,0.7779685,0.583613,-0.018116571,0.13373975,0.14297001,0.27158815,0.24529749,0.044377536
1.4422528,2.1380343,1.785437,2.2791214,2.5255013,1.2786558,1.3750811,1.0401525,0.94091356,1.1103346,0.6107762
0.8707975,0.25592822,0.7838464,0.6780131,0.4567714,-0.0562927,0.023032539,0.073008806,0.15896118,0.125703,-0.0033603162
0.8187615,0.26956284,0.74159896,0.7573875,0.3259357,-0.060750894,0.020706095,-0.020696478,0.14975508,0.10528299,-0.04138401
0.87893796,0.2575572,0.8307774,0.61869276,0.48996276,-0.043762,0.043988053,0.09684959,0.1953761,0.13924551,-0.008861035
0.8835968,0.5013466,0.98534846,0.7963598,0.78911626,0.061213776,0.21476738,0.19830404,0.31204146,0.33256376,0.08422475
1.7826804,2.453064,2.1397278,2.6122525,2.959036,1.3838873,1.4215163,1.1425754,1.1421793,1.2313315,0.6829393
0.7318423,0.13184091,0.6498809,0.51252806,0.22938561,-0.078286394,0.0098745935,-0.01190418,0.15552406,0.10991231,-0.05905909
0.94611895,0.79195225,0.9597403,1.0006887,0.89254147,0.09191201,0.16442475,0.22331743,0.34531504,0.29867408,0.050454848
0.7563882,0.14911705,0.695334,0.53116983,0.2824725,-0.07131539,0.02642795,-0.00081826374,0.17691626,0.12612131,-0.045326542
0.9999854,0.46630272,1.0755978,0.83148676,0.768132,-0.0022734217,0.18305422,0.1707889,0.33146596,0.31792104,0.07316305
0.6158128,0.10189807,0.44785804,0.38172647,0.0501871,-0.08622176,-0.02120216,-0.08304271,0.090470135,0.09011905,-0.10943889
0.9620104,0.4103754,1.0967784,0.8125794,0.7140037,0.024032384,0.21078627,0.20632058,0.31025702,0.32541046,0.08497714
0.98100555,0.70285034,1.039292,0.91211295,0.9296199,0.06899845,0.17491706,0.23446308,0.38019913,0.30459484,0.09141638
0.9039518,0.5098355,0.87056094,0.9500507,0.5887855,-0.01696156,0.06973544,0.11463669,0.17341146,0.16915363,0.0109095685
0.9081738,0.38745883,0.77009964,0.8338556,0.51494306,-0.03885342,0.020828675,0.08002262,0.14348108,0.13669828,0.00084177405
0.7766436,0.17588508,0.7346163,0.5702361,0.3183391,-0.065345004,0.04766744,0.024930652,0.18256441,0.14902358,-0.029979069
0.982609,0.73612666,1.0778362,0.93058056,1.0035685,0.1308617,0.25745302,0.26492548,0.3945491,0.3795942,0.12704217
0.98712796,0.40078664,1.0521312,0.782461,0.68420875,-0.01077465,0.153352,0.1577144,0.28742376,0.29534587,0.062638566
0.6930366,0.12905739,0.5535709,0.49486393,0.15379569,-0.091992356,-0.017934993,-0.06424158,0.13764618,0.09352176,-0.095339894
0.8998361,0.4494848,0.8643518,0.80068463,0.641422,-0.021263499,0.06832576,0.11867195,0.22513431,0.19264837,0.0144628845
0.88871676,0.50659084,0.9913822,0.79024,0.7722413,0.020255074,0.17063306,0.1929858,0.30638447,0.28285062,0.069698095
0.91346645,0.28002495,0.8705685,0.6773696,0.53292847,-0.05533148,0.048620317,0.10763498,0.19729692,0.14713001,0.022627689
0.85613483,0.39644882,0.75597256,0.7831443,0.5042963,-0.042497706,0.03489731,0.061812002,0.13189535,0.13568977,-0.017374666
0.9165374,0.40698573,0.8811519,0.7097178,0.6392132,-0.03675069,0.06910166,0.11645748,0.23476613,0.17726041,0.03192137
0.74038786,0.31028137,0.45033172,0.64319503,0.023073304,-0.07162796,0.006966656,-0.1945684,0.06556025,0.15187572,-0.18329394
0.90355253,0.88883317,1.0251714,1.0508772,1.1500707,0.34237906,0.44060233,0.35496557,0.44243994,0.4828157,0.1930185
0.975697,0.35381982,1.0818669,0.806047,0.65877444,-0.0018759407,0.17412347,0.17361873,0.29340014,0.26397696,0.07631695
0.8441938,0.32680282,0.9101438,0.73085517,0.5411781,-0.04340223,0.1475726,0.08955993,0.2929991,0.24322002,0.0015937388
0.9187035,0.42012274,1.0205344,0.76293486,0.6909889,-0.0080163665,0.16227986,0.17884171,0.2816902,0.26435038,0.06978859
1.1293476,0.58118165,1.2968775,1.0040783,0.9560261,0.05231212,0.26258314,0.27363613,0.4128077,0.4270889,0.12567073
0.6260561,0.11447914,0.42771038,0.40292796,0.017344892,-0.09456813,-0.022915652,-0.112179145,0.10653387,0.093279295,-0.1316857
0.67432094,0.12216387,0.51795447,0.47025254,0.11446037,-0.096367314,-0.026691219,-0.072514296,0.11110596,0.08998261,-0.10171959
0.9062731,0.32116097,0.9551094,0.70991045,0.5836075,-0.018696152,0.12006877,0.14364895,0.23633413,0.22895657,0.05042406
0.81914043,0.1995334,0.7852779,0.59286284,0.40463912,-0.057612497,0.036288332,0.06260148,0.17421888,0.12871714,-0.020760136
0.90912527,0.27398306,0.9446133,0.69734424,0.5574162,-0.032743208,0.10126011,0.13058381,0.23216459,0.17699924,0.04406558
0.72524583,0.12945205,0.64464384,0.49699104,0.2382746,-0.07599503,0.008251514,-0.017729754,0.16146354,0.1093653,-0.06520236
0.9616167,0.30300105,1.0177873,0.76608694,0.6020691,-0.02352734,0.12419176,0.14537857,0.25531688,0.24200708,0.057443246
0.9837121,0.49533132,1.1095358,0.89956194,0.8248416,0.09197224,0.24864389,0.24722181,0.3674291,0.41341,0.10357226
0.70811445,0.17027242,0.6382015,0.4952099,0.2611012,-0.061548665,0.017027106,-0.01973344,0.17219703,0.119440705,-0.06298263
0.9249851,0.3646095,0.96053785,0.7050123,0.64750975,-0.020806745,0.120869145,0.13640882,0.26708978,0.21220574,0.04097028
0.90039533,0.2926325,0.90670556,0.67081904,0.5510629,-0.038177,0.08421205,0.12800542,0.2125061,0.18030334,0.03471922
0.7301035,0.15926309,0.64207447,0.5494006,0.24293402,-0.0755314,0.011041932,-0.021831138,0.14703055,0.10918808,-0.06062739
0.85697883,0.31756172,0.7684918,0.73992735,0.4867598,-0.05831795,0.02496472,0.0753126,0.14655174,0.12420716,0.008105338
0.9741039,0.48061606,1.1106783,0.8945033,0.78160244,0.07925231,0.25377578,0.21881358,0.36930063,0.40114877,0.11789503
0.96903354,0.53451645,1.1007279,0.8645537,0.84346265,0.08105435,0.26398936,0.24107744,0.35072714,0.39400777,0.09418195
0.9594322,0.30886036,1.0025202,0.7534114,0.585136,-0.023598902,0.11645937,0.14101483,0.25582832,0.24302846,0.053645596
0.86093676,0.25247687,0.8501858,0.636547,0.48563877,-0.042343248,0.06210093,0.10339376,0.20127827,0.15692759,0.00289936
0.95707196,0.54409766,0.8569119,0.9975166,0.59267867,0.01013837,0.06566124,0.1126564,0.17250615,0.18929356,0.012333669
0.6014278,0.11049894,0.4296495,0.39610368,0.042010307,-0.09367439,-0.020894011,-0.09122376,0.090044886,0.08632097,-0.11479406
0.8472401,0.3601608,0.8131076,0.7275614,0.5525677,-0.028435886,0.062185843,0.116650224,0.1958316,0.16268805,0.0088644475
0.75785303,0.2719825,0.7620783,0.6308232,0.3990268,-0.058580842,0.07893394,0.033913072,0.22890237,0.19348551,-0.0284714
1.0316864,0.48939854,1.2044746,0.91220933,0.8341012,0.028693907,0.23035665,0.23228227,0.36255527,0.3584552,0.10847101
0.9527821,0.32649636,1.0232711,0.7642223,0.6112538,-0.013453644,0.15306163,0.15311432,0.263178,0.25558853,0.05657073
0.88167334,0.35136446,0.9059802,0.68485427,0.589072,-0.042796977,0.09325197,0.14268097,0.21699107,0.17022902,0.042842947
0.756586,0.18081062,0.69756883,0.54954,0.29376438,-0.065956146,0.050811578,0.014737427,0.18640117,0.13289154,-0.049446337
1.0197718,0.6876017,1.066198,0.91968024,0.9126002,0.024733506,0.17371307,0.23478849,0.36082122,0.28030476,0.071769595
1.0963788,0.573535,1.3082397,1.0155551,0.96974766,0.12568569,0.32908487,0.29287535,0.44027457,0.5111608,0.13579327
0.8724306,0.2906116,0.9134747,0.7078184,0.50438344,-0.05139372,0.11360319,0.084919855,0.26341623,0.22805431,0.010554004
0.9733504,0.8740097,1.0633101,1.0007786,1.1025754,0.19956002,0.29132962,0.3099104,0.43430096,0.38918984,0.14455974
0.976286,0.48744544,0.9663714,0.74397266,0.7432113,-0.023257483,0.1076332,0.1547278,0.28738937,0.23167138,0.052560277
0.87715715,0.37031335,0.73851115,0.81608003,0.4767993,-0.044972595,0.009182386,0.060798693,0.1184344,0.12633485,-0.009349041
0.6883193,0.122874275,0.57656646,0.48631766,0.18170509,-0.08795401,-0.008527912,-0.033171553,0.12621886,0.095709346,-0.07183783
0.87775576,0.34632075,0.927398,0.68196535,0.584634,-0.01498298,0.1285484,0.13847516,0.23584299,0.2202835,0.041185915
0.6071706,0.13874608,0.3328605,0.40388224,-0.1524288,-0.0909804,-0.029248115,-0.19716981,0.112201795,0.11876324,-0.22202432
0.9285356,0.3051204,0.9796209,0.7160714,0.5787631,-0.025350556,0.11735931,0.14356849,0.24618231,0.21954486,0.047453456
0.89425343,0.3476392,0.95022273,0.71041566,0.61058617,-0.020693146,0.1153961,0.1485628,0.24266648,0.2192172,0.04758697
0.9044504,0.27758634,0.9264971,0.69930655,0.5368919,-0.03232395,0.098076165,0.13456203,0.22679853,0.18733466,0.041728936
0.8399033,0.27900586,0.73823315,0.6925445,0.43812764,-0.060750447,0.010705493,0.06324346,0.13301088,0.111220345,-0.0015668571
0.9968261,0.32181776,1.0803261,0.79091746,0.6315549,-0.0104178935,0.16697805,0.16403918,0.29002136,0.2803988,0.057073854
0.5682335,0.13083878,0.32744017,0.35299864,-0.08770693,-0.0936704,-0.028225677,-0.16583352,0.076404616,0.09863662,-0.17184317
0.91552734,0.83767116,1.0624989,1.0367446,1.1226563,0.30713207,0.431301,0.35239965,0.43648145,0.49868223,0.18070602
0.9692498,0.54663324,1.0583994,0.8302844,0.83165336,0.027021043,0.1738809,0.20753287,0.3422174,0.30719134,0.07670375
0.9019537,0.3892301,0.738083,0.8836547,0.45988417,-0.039461788,0.0010135304,0.03942601,0.10347724,0.13145107,-0.01812282
0.9095691,0.28560752,0.93859094,0.70486045,0.5497584,-0.038349986,0.09456237,0.11961155,0.2339228,0.20332399,0.04099112
1.3565226,1.7990372,1.6772549,2.005836,2.2484777,1.0223876,1.132401,0.8932939,0.87465924,1.0006156,0.52647346
0.9818164,1.1988258,1.1705338,1.3490429,1.4803013,0.5908274,0.6829396,0.5320559,0.55457205,0.6063132,0.3095309
0.8882314,0.89876795,1.0308516,1.0595655,1.1598763,0.36050868,0.50005,0.39270094,0.42901623,0.5080853,0.2000666
0.7742383,0.16664737,0.7150289,0.5503565,0.32249665,-0.06605205,0.017647415,0.020958625,0.15723164,0.11496888,-0.04627095
1.3745999,0.89301014,1.1314714,1.5328455,0.87004477,0.05564741,0.09321903,0.14248757,0.15297854,0.26601076,0.018272258
0.9227146,0.48963872,0.9416752,0.8646579,0.69960684,-0.015041973,0.11319089,0.17888539,0.25774607,0.21551387,0.029273793
0.75821066,0.14886472,0.6198201,0.5316277,0.16195294,-0.09094265,0.013917688,-0.07498142,0.19496927,0.11734384,-0.116817735
0.8607865,0.24327782,0.8521241,0.66229737,0.46531272,-0.048728354,0.057142954,0.09108384,0.19089584,0.14100596,0.0008425489
1.0170659,0.8574126,1.1223747,1.0438751,1.0566385,0.11731573,0.25512746,0.3094128,0.4216613,0.3546424,0.108501025
0.8771539,0.24640386,0.8505606,0.67886174,0.46874645,-0.040307518,0.05522449,0.0975046,0.19435814,0.15186265,0.012508426
0.67643714,0.1335914,0.514372,0.4748944,0.06974945,-0.0920704,-0.006005032,-0.09486668,0.14920524,0.104123935,-0.12252548
1.03337,0.95919204,1.2267833,1.2371709,1.3239552,0.42398834,0.5536684,0.4450237,0.5193695,0.61423576,0.23939979
0.7100656,0.2487067,0.37717038,0.5741666,-0.059702776,-0.09248322,-0.015187027,-0.21741906,0.06221106,0.13920759,-0.21364096
0.98576415,0.47311032,1.1225626,0.8603945,0.8043734,0.05699405,0.23034753,0.21939836,0.3464593,0.3971492,0.0877096
0.65367913,0.15966544,0.24261472,0.42155644,-0.38970208,-0.08791236,-0.0019531883,-0.2839137,0.09154241,0.1651435,-0.28821453
0.89493895,0.2879163,0.8651321,0.64834094,0.535645,-0.04283973,0.06289205,0.11460942,0.20202723,0.15525109,0.016134042
0.9145556,0.43676177,0.8800907,0.77315503,0.64856863,-0.026602427,0.07025468,0.12726411,0.23950845,0.19103113,0.016310614
0.72028786,0.15093309,0.618842,0.5027233,0.18476972,-0.08370742,0.012578685,-0.032646935,0.1556436,0.11238121,-0.07514942
0.9206134,0.5596004,0.9127677,0.8946981,0.7221042,-0.0091088675,0.090334505,0.16220474,0.24591759,0.19642925,0.009092312
0.7919404,0.26252526,0.5564558,0.6957949,0.23128274,-0.07271139,-0.034722794,-0.076099664,0.08778654,0.10384418,-0.091571756
0.6143579,0.13858376,0.40248406,0.4392762,0.0057228133,-0.10526344,-0.022983488,-0.15225652,0.101939544,0.089718826,-0.1558541
0.8938512,0.26183122,0.8826172,0.6616194,0.5099324,-0.034315594,0.06967014,0.11671886,0.20679061,0.15311074,0.01611296
0.9606992,0.49230272,0.8141928,0.9761853,0.57432634,-0.019405987,0.019314121,0.09019944,0.11929992,0.1540706,-0.004886877
0.84738636,0.30252415,0.75995684,0.7303273,0.46479598,-0.055128805,0.02666153,0.07753886,0.14217643,0.12534659,0.007407222
0.902989,0.3274917,0.9867713,0.74008733,0.6204531,-0.029565344,0.12058608,0.14848064,0.25645593,0.22773388,0.060132906
0.9139705,0.36687693,0.6527941,0.8863057,0.32126364,-0.053735532,-0.023191486,-0.06674495,0.08542226,0.13266292,-0.07436638
0.6101955,0.12682523,0.31713757,0.39377224,-0.1824387,-0.096858546,-0.010886643,-0.21865454,0.108279556,0.12330247,-0.22523662
0.7338902,0.17542343,0.6950374,0.5388362,0.29930407,-0.06767943,0.039109554,-0.0006513335,0.18372898,0.13179538,-0.04227648
1.130523,1.024177,1.3598311,1.3168664,1.4106159,0.42018762,0.6103519,0.50679195,0.5550062,0.70355946,0.24130985
0.8724872,0.30498978,0.9277712,0.7035826,0.53874683,-0.026990997,0.12903376,0.12537268,0.24397147,0.22524393,0.03577304
0.90722144,0.59650195,0.9025651,0.9043299,0.7355518,0.021994516,0.108983204,0.16721015,0.26642525,0.21802643,0.014538452
0.6880386,0.17634188,0.6237187,0.49193975,0.2564839,-0.06181722,0.013772029,0.0014772303,0.11196861,0.100761555,-0.04603811
0.8450129,0.26878077,0.8596761,0.6740689,0.4715805,-0.053174064,0.06572825,0.10377298,0.19607651,0.17118405,0.023754336
0.7950649,0.32573774,0.49387643,0.732554,0.107816495,-0.07304236,-0.0072036665,-0.15649572,0.04311608,0.13937686,-0.14668263
0.8821893,0.26649094,0.858638,0.654709,0.50275254,-0.04726667,0.057977553,0.10891156,0.19066407,0.15906139,0.018765304
0.7824015,0.21139495,0.73434144,0.6565546,0.35290214,-0.066694416,0.033120733,-0.0039261132,0.17530237,0.11772794,-0.030020077
0.76460284,0.23282367,0.63814914,0.63718605,0.3205998,-0.06884571,-0.013649631,-0.004514482,0.123162195,0.09675317,-0.04200153
0.8681997,0.23700513,0.84877354,0.6456409,0.46968973,-0.049556646,0.054426234,0.091802135,0.19422619,0.14999378,0.0048092306
0.8437999,0.28271198,0.8206491,0.6885411,0.4733034,-0.04716962,0.050256733,0.09178913,0.1779063,0.14949864,0.016768146
1.097265,0.6086459,1.210256,0.94257194,0.9554947,0.027461782,0.22418311,0.25359073,0.39264205,0.3571246,0.12515661
0.8507377,0.30182832,0.8061427,0.6798887,0.5039745,-0.052525878,0.044854503,0.08887586,0.16996713,0.13627365,0.014422819
1.0272591,0.34034947,1.1028707,0.8222142,0.65272456,-0.00012714416,0.1502189,0.16452125,0.2899701,0.30520505,0.06524195
0.89614254,0.35358292,0.94705826,0.70100254,0.6196534,-0.026374498,0.11400524,0.14855619,0.25021014,0.20819788,0.045131296
0.66994566,0.13398062,0.5179583,0.462927,0.08706802,-0.08775467,0.0073140636,-0.11430551,0.17221719,0.11438059,-0.12817325
0.7107899,0.14058754,0.613693,0.470336,0.23649657,-0.07542252,-0.0020655096,-0.010899179,0.1355353,0.10084819,-0.06555438
0.8669567,0.23268096,0.82534957,0.6460276,0.4613033,-0.058057398,0.038785305,0.086926445,0.18118334,0.13685022,0.005355593
0.89862096,0.41735086,0.73697996,0.86990917,0.45228723,-0.030161167,0.019810501,0.01719436,0.13489407,0.15664826,-0.022245817
0.8952042,0.28150153,0.9179473,0.68704724,0.5364777,-0.036740303,0.090456694,0.12721044,0.21637906,0.188757,0.03408496
0.81791925,0.263721,0.6947842,0.67412716,0.39266843,-0.06260666,-0.0050556418,0.03783566,0.12125412,0.10291484,-0.020310065
0.8436433,0.52665186,0.94670236,0.78939885,0.78770155,0.0908329,0.23890637,0.21877094,0.3007273,0.3425659,0.09417056
0.75290376,0.16837645,0.69568354,0.5320107,0.3138347,-0.066543594,0.019242357,0.020428922,0.15727454,0.11616045,-0.049392298
0.91849554,0.47432148,0.90093344,0.83732265,0.65461445,-0.009601731,0.0895751,0.13960026,0.24417588,0.21284728,0.028873563
0.78783745,0.29548633,0.4830654,0.6806584,0.112021185,-0.07259497,-0.018459221,-0.15272872,0.067109495,0.12933487,-0.13803118
0.925876,0.35919568,1.0189935,0.76412183,0.64837843,-0.016874168,0.15026546,0.15889302,0.27193114,0.25688237,0.06498209
0.8895467,0.5892507,0.9926826,0.88717073,0.88265544,0.19451681,0.29780138,0.2639102,0.36317065,0.42697576,0.1333741
0.93569833,0.28973335,0.9536022,0.70882106,0.57732546,-0.03406496,0.09802435,0.13330245,0.22910404,0.21103917,0.0429824
1.1454316,0.56630814,1.3401048,1.0206345,0.9481179,0.061515607,0.2827967,0.27001324,0.41829416,0.4531217,0.12849504
0.8617665,0.273943,0.80519104,0.71788293,0.4759741,-0.059078123,0.03843614,0.084383726,0.16123782,0.13381028,0.021237254
0.84644264,0.36386696,0.8102027,0.714764,0.55816704,-0.038612057,0.058318425,0.11223067,0.19006607,0.1483333,0.012200728
0.8526987,0.27009973,0.77072453,0.6975396,0.45556483,-0.05554823,0.022575885,0.077401236,0.15135269,0.124001205,0.009903442
0.6872966,0.16462958,0.52806556,0.530129,0.16184977,-0.08696573,-0.021324985,-0.05783616,0.08641948,0.086478435,-0.08670156
0.62166196,0.14276445,0.43311927,0.43965122,0.04854697,-0.095392294,-0.022146603,-0.12077877,0.09983106,0.08985574,-0.13253066
0.8375675,0.2922607,0.71835184,0.69992113,0.44122785,-0.055648547,0.0063801426,0.0628743,0.12739624,0.109077565,-0.009214852
1.0885131,0.86948514,1.2030969,1.0543407,1.176608,0.18911499,0.3139796,0.32386303,0.46642783,0.45484197,0.17172396
0.8927858,0.3219899,0.92865556,0.688294,0.5860824,-0.0230949,0.10751073,0.13362458,0.24220434,0.20163222,0.02999857
0.8600059,0.24008387,0.8430503,0.6634721,0.46218857,-0.055282522,0.05498663,0.084167674,0.1870954,0.15388332,0.018668775
0.834164,0.39321318,0.8959155,0.70254195,0.6306119,0.01075279,0.13638835,0.15380625,0.25214937,0.2579322,0.045789592
0.86532354,0.25110507,0.8946172,0.6879318,0.47744787,-0.045341138,0.09459829,0.08579445,0.24129698,0.19029616,0.020954818
0.81270933,0.6284367,0.8906727,0.83222276,0.8571843,0.15859541,0.2634411,0.23482801,0.32802016,0.33518344,0.1147526
