rely,data,cplx,time,stor,virt,turn,acap,aexp,pcap,vexp,lexp,modp,tool,sced,loc,actual
0.3529654,0.5921166,0.2701033,0.3326354,0.32748908,0.21996224,0.28023538,0.40756482,0.60367376,0.6740864,0.40570197,0.51492214,0.42345512,0.30814278,0.30894983,0.37497216,0.6105658
0.16987282,0.47913814,0.1236895,0.16235706,0.18720996,0.8154605,0.14650133,0.23378992,0.88355833,0.64439225,0.8627954,0.9009136,0.26626515,0.17459548,0.34530932,0.15002781,0.6062284
0.13295215,0.5118445,0.11512694,0.13310581,0.14905417,0.87476414,0.121503025,0.18368572,0.9137164,0.7344398,0.9236962,0.93098354,0.4394589,0.18612486,0.2511629,0.11729616,0.5014364
0.17665792,0.39737934,0.12944469,0.16786984,0.22969234,0.8329071,0.18240228,0.22378898,0.8505337,0.70608485,0.80524254,0.82461387,0.415982,0.2112425,0.27269876,0.19641864,0.48275346
0.18973994,0.59062374,0.11667177,0.17712754,0.17405766,0.56927633,0.11934838,0.30189496,0.8399491,0.64007807,0.7585188,0.8101479,0.34158707,0.14928141,0.30449593,0.14919737,0.79818493
0.31050748,0.43368065,0.260829,0.2655391,0.34962076,0.7949307,0.2987235,0.23235667,0.7990935,0.51031005,0.77977043,0.861193,0.31391644,0.23624355,0.4502833,0.23621511,0.44567156
0.22169507,0.6800368,0.14068738,0.18253359,0.16838935,0.5365924,0.19310746,0.21161556,0.781607,0.70852816,0.6571183,0.7887843,0.3735119,0.1449951,0.26091808,0.20732546,0.5987558
0.111564994,0.49346057,0.10753307,0.11567664,0.15347514,0.7622068,0.092684746,0.15225333,0.86880285,0.74693054,0.86140674,0.8714259,0.41254938,0.11902329,0.14394322,0.11573124,0.57602924
0.34680742,0.3908566,0.3626612,0.4006099,0.36820978,0.3617983,0.34632263,0.3024208,0.570826,0.6097491,0.43927354,0.577338,0.31640202,0.35069895,0.3030088,0.42765975,0.39888567
0.3821534,0.24415776,0.35035273,0.3371426,0.4387415,0.7807409,0.37845078,0.23108071,0.6987651,0.5632138,0.712096,0.73219657,0.53261924,0.3958007,0.3880654,0.34536833,0.33105224
0.35062766,0.3134321,0.3138872,0.29584384,0.3591236,0.51692617,0.28594092,0.39665645,0.6613666,0.67040837,0.58262247,0.5964092,0.60158885,0.35529983,0.23559481,0.3296829,0.41430464
0.21782577,0.59842706,0.18818536,0.19331816,0.21258092,0.46338284,0.21199247,0.21788943,0.75153375,0.7904119,0.6548823,0.68604475,0.5979227,0.24306715,0.13949674,0.2296716,0.54362375
0.06821883,0.62497663,0.04781133,0.07833108,0.040506393,0.6203567,0.04804942,0.042004466,0.8662821,0.8144133,0.810684,0.8790499,0.36525756,0.07149869,0.07466325,0.08496526,0.5903857
0.39002877,0.5152944,0.3319119,0.35162312,0.33849257,0.3037345,0.30265597,0.363544,0.58259416,0.6322624,0.47072995,0.58254707,0.44036824,0.33610272,0.26826942,0.3717963,0.54982096
0.15302181,0.40939403,0.150305,0.14967635,0.21478075,0.75153875,0.14926022,0.22440612,0.87304413,0.7912491,0.8054785,0.82094425,0.51825196,0.23375875,0.17772895,0.16416731,0.423074
0.18649262,0.67421913,0.112523764,0.19647309,0.17553091,0.7145941,0.14324588,0.26782775,0.89171267,0.5456758,0.84292924,0.9136131,0.17731667,0.10329029,0.40694416,0.13537544,0.7331453
0.10048354,0.6630975,0.04519412,0.079271674,0.07030931,0.6929462,0.08393711,0.14676696,0.8906569,0.7942958,0.8352452,0.9071217,0.43672007,0.11263353,0.19499052,0.08468628,0.581471
0.23323417,0.45887494,0.14427957,0.19165903,0.23597986,0.5507895,0.15240034,0.42450923,0.7751573,0.7207475,0.6975729,0.6918378,0.48393935,0.25640154,0.20695978,0.23536474,0.72923917
0.22738254,0.5099271,0.22444138,0.24003565,0.24045265,0.44009984,0.20836952,0.18102336,0.67793965,0.7812557,0.5976671,0.6682658,0.54814917,0.2546065,0.14331582,0.25211567,0.4059441
0.25510412,0.7073443,0.20445272,0.25602543,0.26136458,0.62045735,0.29180756,0.10541123,0.73873144,0.7187721,0.72646743,0.796137,0.56788313,0.24438572,0.22958654,0.258704,0.5444016
0.3087852,0.34359223,0.27816197,0.28377724,0.33017963,0.55884707,0.26148674,0.21844357,0.6863769,0.70608944,0.60309935,0.6737219,0.55508775,0.3075164,0.21877152,0.31168628,0.4500113
0.11573404,0.4120923,0.106840104,0.10795453,0.136695,0.73554355,0.09901002,0.18314272,0.8590065,0.77208763,0.8068685,0.8290001,0.4054842,0.1322405,0.1229786,0.1228022,0.4714836
0.31535536,0.19840924,0.30033442,0.2949286,0.33445823,0.5062809,0.26919493,0.30040514,0.6645469,0.74391484,0.54057056,0.5789437,0.61089444,0.37983304,0.20000869,0.34802437,0.4247322
0.34102613,0.29364562,0.29047832,0.29995835,0.3532253,0.6025634,0.27281323,0.35425377,0.6765071,0.5988908,0.61696744,0.6568213,0.44188714,0.34694773,0.2648599,0.3318231,0.4492312
0.20076233,0.42588145,0.13653544,0.18225923,0.23688954,0.7006693,0.16606492,0.27994055,0.8052043,0.68885434,0.74453557,0.776253,0.3706563,0.20403677,0.28283966,0.20105815,0.67991734
0.13359725,0.50587314,0.10364732,0.15202707,0.18535036,0.8586756,0.16218525,0.21102697,0.8838765,0.7560767,0.85761195,0.8986113,0.36679474,0.17437375,0.2938581,0.15917635,0.6316087
0.45591974,0.09771606,0.4583018,0.44118905,0.46823257,0.39560288,0.410692,0.36765516,0.512154,0.6866845,0.37277427,0.43775773,0.60265917,0.49479026,0.2832023,0.51140535,0.3479815
0.5309351,0.19665584,0.4708527,0.44061095,0.524697,0.38117856,0.4413971,0.5843568,0.5697131,0.53650546,0.4491785,0.43454754,0.6509694,0.5452699,0.38375163,0.50070757,0.43579736
0.5656612,0.613013,0.40877125,0.47927785,0.43410975,0.17984909,0.36658046,0.8865423,0.5601578,0.38794526,0.4562191,0.49481124,0.5046808,0.49308473,0.53530157,0.43131548,0.9999999
0.18672848,0.5264933,0.15140101,0.18861988,0.20215338,0.5180959,0.1447849,0.22790885,0.75508386,0.79147595,0.6472579,0.72372264,0.47636706,0.20505828,0.19981188,0.21660769,0.56281817
0.06571838,0.67804307,0.037473172,0.04917568,0.030688554,0.6425546,0.0344055,0.027159333,0.89895016,0.91695845,0.8351103,0.8997614,0.5658237,0.10457152,0.056703,0.07814628,0.69519955
0.39459467,0.7591015,0.27222732,0.3335865,0.30428594,0.17657024,0.32362214,0.41850775,0.5933336,0.6407808,0.41838205,0.5308064,0.46063906,0.30140227,0.30677187,0.37802023,0.68445617
0.42198396,0.4344584,0.3445054,0.34844303,0.39998478,0.55898094,0.31567958,0.5152782,0.7129992,0.34039748,0.7001679,0.7657963,0.2573252,0.34950125,0.49475616,0.30115432,0.6685516
0.3790341,0.47489777,0.28022936,0.3445717,0.3885967,0.71979797,0.3352047,0.3876028,0.78989947,0.42304853,0.76598626,0.8338623,0.1911216,0.34045595,0.60692745,0.29846573,0.5788594
0.22705305,0.83961725,0.13397077,0.23343009,0.17215517,0.35298198,0.2594442,0.18271768,0.73749137,0.8441098,0.51777816,0.66617227,0.5783453,0.17025495,0.19643188,0.31638604,0.7033762
0.3280133,0.30721197,0.31057754,0.2898152,0.40358263,0.82576835,0.35268041,0.351107,0.7742133,0.47049603,0.7435511,0.77769864,0.3510895,0.30173415,0.41541433,0.27757537,0.24941109
0.22908866,0.6189241,0.17774299,0.22526425,0.2786389,0.80710983,0.28516695,0.11664724,0.79530483,0.7662374,0.7983712,0.8419174,0.59813064,0.22802085,0.20827442,0.24707204,0.4703914
0.2982062,0.62526417,0.23265639,0.26441574,0.34687722,0.68747103,0.32567725,0.17743582,0.76034534,0.66709304,0.7189823,0.7937223,0.46446562,0.25609273,0.3169595,0.2990352,0.5674513
0.08166173,0.63558155,0.0653559,0.05841449,0.080901146,0.8076834,0.07521582,0.06833774,0.92522067,0.8846525,0.8905888,0.93882525,0.5651891,0.12323758,0.10628939,0.07804543,0.5895999
0.19091964,0.5100754,0.15022102,0.15436366,0.18502748,0.64462733,0.16803893,0.17908281,0.79387647,0.8051873,0.73024535,0.77261615,0.49877143,0.20561934,0.19656074,0.17350948,0.4694475
0.6181667,0.057117105,0.59387994,0.56942445,0.6439182,0.42199987,0.5736916,0.46581113,0.40136832,0.5801253,0.32842737,0.40309417,0.67914236,0.60665363,0.45370978,0.6028142,0.15110815
0.03573814,0.6422982,0.018158019,0.023115903,0.0127180815,0.69763935,0.015847862,0.03401339,0.9207277,0.89981836,0.8567965,0.9167555,0.48436219,0.058832914,0.061654,0.036038905,0.6215324
0.212435,0.51678574,0.14325652,0.22890973,0.28196758,0.8860043,0.24268457,0.29862654,0.8629241,0.55284065,0.8479191,0.8420402,0.2608098,0.20994884,0.44212437,0.1930219,0.5074949
0.22175664,0.49246678,0.17518362,0.18215078,0.22831297,0.5133434,0.15710962,0.34692776,0.7698025,0.7808824,0.6821736,0.69032234,0.5822501,0.24708259,0.1214152,0.2231077,0.5472117
0.13507557,0.609607,0.06284103,0.12262598,0.08582491,0.5529365,0.08254117,0.20735013,0.8656339,0.72611105,0.7440836,0.85732025,0.35387522,0.110934705,0.25634283,0.12107152,0.72417337
0.04510802,0.49621493,0.052529544,0.067212164,0.068458974,0.78237087,0.051597476,0.090495884,0.9227914,0.88360304,0.85611236,0.87959176,0.45750904,0.12185943,0.09715828,0.08241883,0.5222471
0.32873392,0.2815871,0.32785937,0.33990598,0.40419626,0.59312564,0.33819482,0.2476145,0.63051486,0.5931791,0.5492669,0.6236792,0.4452449,0.3259353,0.28304613,0.37621605,0.34600377
0.22963727,0.4148717,0.18944666,0.21372014,0.26108426,0.8039925,0.19179401,0.20839787,0.77668303,0.6287059,0.7980834,0.8527706,0.3858449,0.2463435,0.21459782,0.19987845,0.33917928
0.15068835,0.49276054,0.13796833,0.13425726,0.15862072,0.593715,0.11586937,0.20306528,0.811233,0.814046,0.7503666,0.77386814,0.5430651,0.18805629,0.08208555,0.16252539,0.52210706
0.092996776,0.53453565,0.087581724,0.073536545,0.081221074,0.63911784,0.07109651,0.08556247,0.86380106,0.9347334,0.7718203,0.81733346,0.5765496,0.14323235,0.06122926,0.106916845,0.4957356
0.24903262,0.43333423,0.20772412,0.21514907,0.24324358,0.45825863,0.15926263,0.3848701,0.72760665,0.7835871,0.6185639,0.64092326,0.5661788,0.28309333,0.17735416,0.25826615,0.6091197
0.12638515,0.36877343,0.1321812,0.13359255,0.14175367,0.675959,0.10988444,0.13492781,0.82618964,0.8964282,0.72525305,0.7802119,0.55771,0.20921707,0.07939634,0.17786655,0.46046406
0.16051102,0.5739634,0.16671225,0.16087678,0.15945429,0.5002116,0.14672565,0.11041361,0.7714261,0.85386574,0.6849119,0.7539908,0.5595609,0.1960395,0.075691134,0.1779336,0.4951945
0.034544945,0.66369724,0.033172995,0.025099635,0.022334605,0.6681703,0.022535414,0.04018867,0.91431403,0.9610125,0.840166,0.9008154,0.5457679,0.097762704,0.0049882233,0.057207793,0.6191725
0.34949988,0.47662807,0.26621678,0.31404668,0.321402,0.49579883,0.25531933,0.28392315,0.6901963,0.61991286,0.61160654,0.71037257,0.44035375,0.3190822,0.34430188,0.31239986,0.6040039
0.3020032,0.50125766,0.23796412,0.2586236,0.28657496,0.37436587,0.23094723,0.44497067,0.70042944,0.7170647,0.57079434,0.5825994,0.5854101,0.3087716,0.19358945,0.29417402,0.5843059
0.05864808,0.56971353,0.07444194,0.057446152,0.06299159,0.8752051,0.07538882,0.08854902,0.9425941,0.90054005,0.9153871,0.94203603,0.5711844,0.12078309,0.090482175,0.06453124,0.4934287
0.089036286,0.5563468,0.048403233,0.06704953,0.07615283,0.71346086,0.06433025,0.11410588,0.8858969,0.77876085,0.8302938,0.8955732,0.318958,0.05822885,0.1610195,0.048041344,0.46969342
0.30294335,0.48704523,0.24651769,0.3072939,0.2843336,0.46458256,0.25234124,0.20699686,0.64627075,0.6909392,0.56783617,0.65813446,0.5231766,0.3175828,0.2875793,0.3087588,0.49653262
0.05375254,0.49620897,0.04485458,0.06234193,0.0970701,0.86380804,0.06044206,0.082342625,0.9258876,0.89093035,0.88507074,0.9085124,0.47680682,0.1268881,0.0806953,0.086300254,0.5318392
0.056518614,0.55605006,0.042932034,0.050753415,0.08504504,0.84870696,0.051284492,0.17590654,0.9387575,0.8984078,0.91846615,0.9234936,0.55920213,0.13643625,0.106071174,0.07260463,0.5574845
0.058422297,0.44149372,0.0794082,0.074597955,0.063280374,0.74543595,0.059185684,0.08295864,0.9052078,0.93357456,0.8295565,0.86421144,0.5696057,0.1521135,0.045715213,0.10774964,0.5046467
0.23093617,0.32069308,0.22665718,0.22105098,0.29605782,0.72621095,0.23442873,0.17342669,0.7572033,0.6893608,0.7039386,0.72190356,0.49346268,0.2504037,0.21149814,0.24716318,0.44452918
0.10513806,0.63505185,0.076342314,0.08895421,0.107302964,0.73772514,0.10108143,0.072414696,0.8792323,0.85558426,0.8419045,0.88924587,0.5207554,0.13623464,0.12767181,0.12281227,0.6009471
0.15751153,0.43473166,0.19008508,0.18361065,0.19151524,0.74877286,0.19944724,0.029627621,0.79754496,0.80499405,0.79622275,0.82434005,0.6449674,0.24553776,0.1259628,0.1710665,0.39258677
0.26749653,0.7320292,0.18525878,0.24257958,0.18688276,0.23794863,0.20919362,0.27239358,0.6804892,0.7540507,0.4802598,0.6057689,0.52592635,0.19455343,0.18229121,0.2849574,0.6572942
0.24084526,0.44529477,0.1964452,0.23843938,0.29678112,0.8062656,0.23267159,0.18255723,0.8015855,0.6306083,0.7737316,0.8278295,0.42470342,0.24191171,0.3176024,0.22269636,0.5260943
0.22119015,0.46340644,0.16323385,0.1972813,0.22493237,0.7588044,0.18478653,0.19228351,0.80455506,0.69497085,0.7792842,0.8371484,0.4064748,0.22208065,0.27707338,0.20884973,0.5432458
0.25532568,0.6729022,0.18532863,0.2353971,0.18486288,0.42688492,0.22469684,0.09540564,0.69266164,0.7479247,0.6217907,0.7287554,0.54764473,0.24186844,0.21584767,0.25339627,0.59609497
0.06678155,0.5619292,0.03789726,0.08420193,0.10532546,0.9177047,0.08969274,0.16686618,0.93302274,0.7944063,0.9290775,0.924049,0.3917759,0.12443641,0.22898608,0.07943711,0.6018086
0.14353329,0.59537536,0.06786397,0.16654801,0.14786765,0.7905857,0.1500735,0.24435931,0.8897243,0.68697494,0.8353632,0.86782014,0.25647855,0.16936776,0.37837166,0.15178958,0.65098566
0.35037154,0.38997847,0.3119637,0.31961668,0.3902496,0.7469298,0.30265924,0.24314421,0.7419585,0.44515625,0.76142347,0.82733154,0.3106811,0.2991302,0.41153538,0.28577846,0.40079856
0.17789418,0.6144894,0.13242641,0.14836237,0.17303666,0.66153604,0.19118711,0.1567818,0.8403957,0.9225936,0.7283501,0.7720767,0.66222525,0.20409459,0.13525549,0.1970945,0.4536381
0.11920756,0.33508813,0.13250586,0.12536553,0.118705064,0.68152034,0.10691011,0.093360424,0.8477746,0.9551665,0.7488923,0.78982234,0.7072056,0.23753291,0.04185021,0.16253838,0.48696625
0.2816512,0.58458245,0.24375209,0.24773794,0.27614486,0.47607252,0.24203786,0.23096293,0.69790035,0.6991989,0.65026826,0.71233755,0.5325813,0.26893723,0.20180142,0.25628817,0.5113017
0.4711634,0.7399955,0.34865543,0.43040848,0.3489446,0.16648784,0.33057687,0.38462788,0.4893211,0.53115296,0.36720365,0.6064991,0.4093982,0.34346032,0.35571212,0.40435827,0.5527074
0.16475618,0.4299245,0.15764686,0.16790712,0.15683946,0.5405685,0.1428971,0.110455155,0.77324057,0.873337,0.66351366,0.7216009,0.5882607,0.23314053,0.11779356,0.20643109,0.4728127
0.27318233,0.45146003,0.22273764,0.22833884,0.25446498,0.40477937,0.19280967,0.33476508,0.69666994,0.7638755,0.569602,0.6197345,0.5625485,0.28140038,0.18251944,0.27333277,0.53363425
0.12318647,0.44869348,0.13623646,0.097892314,0.14212263,0.8024559,0.11154264,0.110908985,0.91427827,0.9106636,0.8453781,0.86522573,0.66636485,0.20696098,0.10475659,0.113562346,0.41220883
0.3141433,0.47389975,0.2732993,0.30867285,0.3163725,0.3223765,0.23151329,0.44433856,0.625721,0.6526413,0.49514374,0.5553222,0.38607466,0.33225584,0.26456428,0.34497374,0.6270987
0.13122994,0.40669125,0.104537755,0.15730378,0.14795488,0.71570814,0.1332815,0.15710413,0.8542212,0.7505197,0.7465476,0.80634105,0.26390958,0.14635324,0.20033026,0.1701751,0.4917044
0.13328582,0.6038927,0.06601548,0.09520504,0.12587482,0.8342068,0.12439141,0.14666337,0.8896821,0.90205586,0.842769,0.8788974,0.58262223,0.16099635,0.13933668,0.1421949,0.5368972
0.5926319,0.7052387,0.4577578,0.50488615,0.51277655,0.24202612,0.49506232,0.47065616,0.48290718,0.4667985,0.3638755,0.5165951,0.5501107,0.44776636,0.5055424,0.51459086,0.5656227
0.15104002,0.7104115,0.071169704,0.12909093,0.09210411,0.52739257,0.11176431,0.1482752,0.853284,0.738594,0.70917666,0.8487187,0.3776494,0.09331724,0.24489743,0.15526453,0.7361143
0.13736206,0.5670204,0.070970386,0.13932326,0.14298847,0.7173948,0.11855173,0.21034944,0.85960966,0.6995336,0.8046967,0.8409924,0.32333583,0.13953951,0.29443306,0.12857553,0.6425491
0.22191215,0.6847867,0.108129054,0.18736029,0.15877381,0.44811758,0.15061167,0.1916691,0.7513493,0.69004834,0.6309687,0.76139605,0.2651142,0.12498546,0.25595194,0.18002799,0.54646504
0.29483992,0.33883014,0.2944093,0.27452642,0.31726468,0.5224831,0.2557145,0.27872622,0.68161,0.70508313,0.6064402,0.6387743,0.581879,0.31364197,0.17304647,0.29795343,0.37822232
0.17760211,0.6927868,0.08957532,0.14398512,0.12714252,0.5545885,0.13855216,0.14942616,0.81340855,0.73961616,0.73007107,0.8341346,0.42288536,0.15054145,0.24656206,0.15496674,0.63671845
0.40357542,0.1541424,0.42050657,0.40318108,0.45440215,0.5431092,0.4108512,0.25804323,0.57502365,0.65720654,0.5049779,0.54798996,0.6894402,0.461721,0.25904363,0.43611747,0.22418018
0.4244585,0.68463707,0.3385,0.40710336,0.3715067,0.12944353,0.37813202,0.54606223,0.5678067,0.7450864,0.37196648,0.38125265,0.7351069,0.40841705,0.22085136,0.44243014,0.55696994
