TeamExp,ManagerExp,YearEnd,Transactions,Entities,PointsAdjust,Envergure,Language,Effort
0.3015355,0.37035036,0.28411424,0.2722519,0.31390655,0.14910553,0.72858244,0.6423386,0.25359577
0.5723861,0.96721107,0.50102323,0.13061354,0.23775648,0.17232324,0.5511617,0.7525915,0.23897988
0.27756327,0.41135383,0.6545526,0.25924575,0.3221401,0.21603328,0.5696619,0.6747019,0.27245134
0.7159648,0.422062,0.4528004,0.29316363,0.47167897,0.23446937,0.72346205,0.8312445,0.37579173
0.36049014,0.70749104,0.35248944,0.22071019,0.25569877,0.16464056,0.58235365,0.6914391,0.19873229
0.5003387,0.57662773,0.12549275,0.24930467,0.28914428,0.08781853,0.8987204,0.733686,0.32645312
0.46710634,0.46886954,0.32783687,0.26920503,0.34593984,0.18242678,0.70826334,0.7803654,0.24548186
0.23688094,0.43041745,0.3980735,0.3281216,0.2909648,0.18460312,0.86442906,0.77083534,0.28189766
0.300238,0.24327543,0.502002,0.25514707,0.21108717,0.11636186,0.4368701,0.5095979,0.22893229
0.3272164,0.41833758,0.11739725,0.24345087,0.26200232,0.11457819,0.70674527,0.6314683,0.2029967
0.8004701,0.70775646,0.5443033,0.29264414,0.545942,0.35025555,0.4287036,0.5689947,0.36864236
0.5800877,0.4606745,0.52006197,0.24651895,0.5057292,0.26541996,0.48678517,0.6772963,0.297544
0.7526461,0.790118,0.45220459,0.24867275,0.38431066,0.24254483,0.4893471,0.68900204,0.26942617
0.6760495,0.8088377,0.4881478,0.2923354,0.45168445,0.3108122,0.51671505,0.6669117,0.32719916
0.33018702,0.72282094,0.5939908,0.28397307,0.31187508,0.23690595,0.71388024,0.7561958,0.3172103
0.66059965,0.78182745,0.3202257,0.604042,0.6092497,0.5929225,0.4760428,0.22215231,0.5968138
0.51935035,0.85781384,0.6476219,0.17085086,0.2865382,0.21648936,0.547625,0.7731938,0.25712147
0.7823962,0.7564918,0.36942783,0.348313,0.5268833,0.3587654,0.45566714,0.59700817,0.4021399
0.4308251,0.81949306,0.39472422,0.086479746,0.14336199,0.07180494,0.21117908,0.34287316,0.11513753
0.4536656,0.75452465,0.5674593,0.268382,0.45687395,0.29237106,0.4734456,0.5423278,0.32719684
0.7030657,0.4899929,0.5536016,0.38235897,0.5329712,0.34735766,0.6937271,0.86501414,0.39000335
0.21949825,0.6315714,0.6310361,0.2486058,0.24476142,0.17077743,0.591271,0.60111064,0.24003884
0.6421297,0.2839986,0.44369513,0.19553335,0.39971817,0.17623296,0.4935652,0.73966706,0.20597619
0.37305668,0.30576602,0.59331626,0.2598533,0.29834497,0.18982756,0.6026763,0.6851272,0.27005598
0.8052457,0.66044337,0.55808014,0.42186284,0.5671609,0.4293977,0.5670004,0.6481489,0.44531265
0.7979099,0.47121695,0.6701923,0.32855695,0.5686464,0.37489155,0.6130717,0.8658567,0.37540188
0.6374835,0.5017631,0.6548996,0.18179327,0.4374442,0.2514807,0.44628358,0.7058325,0.26633123
0.26994827,0.32998073,0.6034872,0.1898565,0.3069476,0.1874564,0.42782742,0.64856124,0.21338902
0.040526092,0.45826843,0.46937013,0.31693077,0.18753277,0.16866535,0.6832441,0.5648875,0.2706069
0.29898724,0.5139411,0.5785417,0.15684739,0.29684448,0.16489914,0.3831523,0.6396952,0.20250686
0.7458923,0.8436709,0.39290664,0.17199886,0.327448,0.19160934,0.44411826,0.723562,0.22476204
0.20297143,0.70001274,0.08898182,0.28439516,0.17085324,0.09634957,0.9875354,0.7448133,0.30373862
0.20908171,0.66606474,0.75595546,0.19694316,0.24339136,0.21342868,0.47769457,0.53426605,0.24228814
0.39753097,0.30227715,0.35210592,0.26298922,0.34284544,0.16501737,0.6330818,0.70383215,0.21579999
0.81229126,0.7208283,0.57769656,0.26248977,0.50454247,0.31959006,0.56344754,0.878658,0.34400132
0.17325649,0.45982507,0.504296,0.25928915,0.21957894,0.1776568,0.49381912,0.5403015,0.20566027
0.68221945,0.7978455,0.5154022,0.54605335,0.6383302,0.5463988,0.53057426,0.25095224,0.5382243
0.42318088,0.77003604,0.49291497,0.1310744,0.24020544,0.14624108,0.29168722,0.3164696,0.15052366
0.63546836,0.87687266,0.4207213,0.2527852,0.28866172,0.21124649,0.7382036,0.936168,0.2860538
0.3727778,0.65776473,0.65294874,0.27965227,0.35862714,0.22781856,0.6543571,0.74543625,0.2807144
0.8501424,0.78900665,0.49493665,0.2466514,0.4525211,0.27771226,0.58717465,0.8358399,0.3301989
0.18376571,0.3633942,0.4993285,0.28411713,0.2965719,0.1699229,0.73654217,0.6864748,0.29832852
0.31560028,0.7370198,0.663385,0.09024784,0.15858379,0.09245482,0.24932675,0.3429439,0.16104448
0.4350826,0.26310316,0.6099845,0.19973916,0.30985034,0.16331363,0.49504614,0.6891363,0.22563395
0.7326066,0.69179815,0.5571533,0.48140693,0.65729314,0.47732216,0.6026229,0.6268623,0.48616675
0.640326,0.78440225,0.6003759,0.42547554,0.5171672,0.47778496,0.38174123,0.014015734,0.3731596
0.51566994,0.39313924,0.4874423,0.24290705,0.40769106,0.20816712,0.5664637,0.7628194,0.24546929
0.81946725,0.56772065,0.6031068,0.44658178,0.67554754,0.4639304,0.58065957,0.7086789,0.47378927
0.85964364,0.7229093,0.22112584,0.055145785,0.33718693,0.08784093,0.3029374,0.67940897,0.117488764
0.7503461,0.75128496,0.5039985,0.5424782,0.61071116,0.51210946,0.62480867,0.5390084,0.5518133
0.74224555,0.4761242,0.6333504,0.23836033,0.48838538,0.3098023,0.47305405,0.7391886,0.30909455
0.36440247,0.84627044,0.12458722,0.22608876,0.15130703,0.1045414,0.73685426,0.7147119,0.20701529
0.7693703,0.7141737,0.3606635,0.15054338,0.32608092,0.15099926,0.47048205,0.8058539,0.1860778
0.38220036,0.4748213,0.32513374,0.35225654,0.38806474,0.20951068,0.8125034,0.7227929,0.3402032
0.89745635,0.71359855,0.544283,0.33211398,0.5693557,0.37533754,0.55100447,0.7937462,0.40007895
0.8399005,0.6651174,0.5291762,0.32167488,0.5342909,0.35333878,0.5361578,0.7677761,0.3731833
0.6123004,0.3303628,0.34445056,0.2259118,0.3915484,0.15153155,0.68167144,0.7680547,0.26356077
0.309901,0.37990668,0.46356088,0.28705412,0.3313201,0.1899065,0.668215,0.7080424,0.26692998
0.6836347,0.7825832,0.49946582,0.24286477,0.43266287,0.2904998,0.456971,0.6408694,0.31045946
0.83609426,0.9015973,0.5082017,0.78112614,0.8387226,0.80149454,0.5949325,0.23688407,0.765561
0.38499597,0.59939826,0.4069854,0.34490046,0.3769815,0.22720233,0.74690384,0.69324315,0.33030355
0.099616095,0.5707453,0.3246159,0.29386878,0.20445907,0.1563333,0.7687182,0.62818027,0.24679622
0.8355766,0.7288866,0.35593918,0.19138293,0.37956434,0.19403094,0.47340953,0.78139794,0.24623288
0.72658086,0.8350426,0.5765236,0.5812301,0.68102515,0.58913887,0.5725151,0.383623,0.572959
0.40221882,0.28132015,0.40751037,0.22224319,0.335878,0.14227858,0.5655846,0.63712984,0.22496095
0.21357737,0.4501664,0.5837109,0.16005883,0.34365284,0.1796405,0.3804946,0.5298755,0.20871386
0.45606434,0.20380716,0.5653305,0.09619312,0.16865355,0.071887486,0.28260309,0.26359916,0.10518538
0.16665173,0.65334964,0.25552237,0.28375328,0.17865899,0.13302469,0.8547874,0.6934884,0.28745142
0.6959425,0.8735954,0.3571705,0.13453563,0.2932864,0.1625409,0.4165306,0.67042303,0.19393207
0.46475887,0.5688132,0.48789847,0.07827202,0.20822142,0.06712415,0.184706,0.4628697,0.14804786
0.25799495,0.29765558,0.9661452,0.16179214,0.03147708,0.06950456,0.28262615,0.50845337,0.25861168
0.79015017,0.75280815,0.48788738,0.40206176,0.5753104,0.4293598,0.5081289,0.511123,0.4457079
0.2127259,0.8339017,0.3197431,0.24700883,0.15975803,0.1547337,0.7374538,0.678509,0.23385479
0.8081673,0.8718329,0.44837016,0.2736253,0.43800104,0.31037137,0.49735594,0.6979063,0.3340241
0.585315,0.4598195,0.62176186,0.17347263,0.43054718,0.24761656,0.48675,0.8346481,0.25323066
0.701572,0.36908716,0.5687816,0.2933529,0.4555828,0.2705947,0.4979412,0.693638,0.31780255
0.55381685,0.30512434,0.48156488,0.19129333,0.42186356,0.20916893,0.47213364,0.712612,0.22829822
0.3658527,0.8193724,0.4470114,0.08441587,0.17528567,0.100627966,0.2736302,0.3710081,0.12179181
0.68421304,0.4391864,0.50858134,0.3995775,0.5798011,0.36597395,0.67279106,0.770602,0.41952842
0.43160778,0.3730745,0.5213469,0.31342724,0.39624324,0.24151988,0.6574108,0.6947574,0.3186209
0.11970868,0.4179782,0.50957537,0.32545474,0.24373944,0.17721039,0.6883925,0.6490667,0.27633354
0.10012747,0.62638795,0.28439507,0.29498845,0.17527461,0.12115657,0.8647543,0.65036553,0.2805331
0.6788302,0.78829575,0.3237924,0.6198618,0.6194436,0.57784367,0.57660896,0.3105374,0.63977206
0.77556676,0.7281775,0.3973912,0.10556363,0.33357716,0.1581564,0.28065392,0.4831367,0.14957853
0.15192485,0.8046199,0.58985126,0.16951299,0.084996015,0.12864752,0.41625583,0.4219144,0.2145309
0.4502573,0.647385,0.5368728,0.3492415,0.5244489,0.33223134,0.51165056,0.39870888,0.3286245
0.40621787,0.85627455,0.29634306,0.111185595,0.048768267,0.07263151,0.3464114,0.51616275,0.13322143
0.56015766,0.17756751,0.58838093,0.15751134,0.30669793,0.116033435,0.22358827,0.6147687,0.20979047
0.4165755,0.8916596,0.2978424,0.2506729,0.21833092,0.1663895,0.6982089,0.70433277,0.2515012
0.35036427,0.2755319,0.543518,0.13667883,0.2988503,0.14595857,0.35502714,0.6037095,0.17585357
0.16911122,0.76744163,0.89045656,0.19760044,0.08733389,0.16078973,0.4597885,0.44450325,0.2755351
0.6627606,0.21417616,0.503004,0.20244199,0.34655088,0.14851531,0.5662851,0.75596863,0.20440519
0.6972111,0.8866291,0.38298517,0.06632131,0.2694761,0.1409513,0.33514097,0.65711737,0.1699388
0.2506513,0.26744005,0.40708962,0.24844418,0.24237758,0.13836923,0.62703466,0.60616004,0.22913925
0.6842337,0.52806246,0.6200744,0.3382956,0.56486416,0.36741057,0.53582615,0.70446396,0.37881848
0.28761587,0.32042372,0.34456962,0.2660733,0.29711336,0.14224191,0.73873025,0.68085647,0.2567802
0.6724449,0.35975784,0.52634937,0.26262933,0.45182854,0.2443856,0.6098123,0.8295072,0.26867762
0.46238494,0.45940474,0.5411163,0.33015424,0.44293088,0.2874538,0.6768455,0.77881145,0.3163614
0.21827015,0.8014633,0.6026142,0.13372998,0.1336678,0.14213912,0.37496418,0.4366203,0.19821803
0.25581884,0.45862275,0.59123564,0.23405112,0.18224235,0.12593225,0.38437665,0.4496442,0.25105396
0.69460493,0.6300469,0.67845273,0.2634252,0.29833618,0.28275484,0.30281198,0.020942882,0.15786666
0.72806114,0.5668221,0.5844199,0.53015035,0.6307574,0.4633693,0.7672762,0.79870135,0.5247541
0.8811846,0.8373226,0.56563926,0.7878338,0.79358244,0.7432531,0.7190845,0.54348636,0.76413697
0.2777925,0.81073445,0.5728024,0.10116205,0.19010714,0.14256537,0.2602812,0.23515032,0.16733754
0.5265785,0.7576122,0.21518523,0.48667037,0.4260282,0.34462637,0.8288135,0.49403733,0.5455313
0.8801524,0.8797703,0.6107791,0.66160065,0.80215347,0.6857996,0.6416005,0.45451778,0.6742306
0.80630416,0.7185944,0.51312983,0.5144793,0.63202,0.5125483,0.6435385,0.6747823,0.5323978
0.5424922,0.8258233,0.4790364,0.31060877,0.37686312,0.264107,0.6891073,0.7220354,0.36781895
0.7413304,0.80868936,0.38779882,0.64160365,0.66746885,0.61380947,0.633009,0.39981925,0.67192125
0.7504911,0.56404096,0.25981864,0.16553512,0.34063154,0.13955362,0.58216995,0.82674426,0.17171332
0.48787183,0.4895997,0.55607367,0.3835892,0.49498832,0.31642848,0.7260397,0.7641453,0.37142402
0.24373342,0.92558223,0.6307378,0.19036946,0.15960349,0.16184768,0.6085889,0.6011648,0.27401578
0.7380303,0.71777606,0.39623907,0.23457,0.43278334,0.26648936,0.32783246,0.50541675,0.2763369
0.5813016,0.69879323,0.60060984,0.26442647,0.44703203,0.28916198,0.50440353,0.69835246,0.29515025
0.5362567,0.65945244,0.52269465,0.086781934,0.26025742,0.09926498,0.2150235,0.32562715,0.10361225
0.7554952,0.3582682,0.5586538,0.17089802,0.46483558,0.22499637,0.49613523,0.9132572,0.22218074
0.5218961,0.23155329,0.54391766,0.16261938,0.28685433,0.14546536,0.3297872,0.5443257,0.16049685
0.32300538,0.35672337,0.5467284,0.20500693,0.40524206,0.21363655,0.45904875,0.68560445,0.2134302
0.6764785,0.67104053,0.42515224,0.10619922,0.2973029,0.118629634,0.27002352,0.449556,0.13234942
0.71454966,0.480212,0.66644806,0.36109352,0.5063933,0.3466114,0.6410501,0.8453309,0.37462047
0.81039286,0.808426,0.62392163,0.4111191,0.5486436,0.42743954,0.63372594,0.7410363,0.4399747
0.67694867,0.5279446,0.19502378,0.20744874,0.34114715,0.12104124,0.6875376,0.84109837,0.20759274
0.41945988,0.26934868,0.51011956,0.24427506,0.29592347,0.16604942,0.59162444,0.6791828,0.24664807
0.8745035,0.5346695,0.3338757,0.046616934,0.37363523,0.079259455,0.26967818,0.713081,0.10928195
0.7620066,0.32500654,0.42862183,0.20805039,0.4431884,0.17543976,0.5204357,0.8268452,0.21398965
0.19138205,0.42970455,0.6202405,0.19701031,0.29996544,0.16349757,0.4314711,0.58312774,0.18949074
0.16482404,0.66877425,0.54298615,0.34500152,0.24801618,0.20253645,0.86254156,0.69772,0.30945176
0.41502154,0.76272124,0.39330676,0.19552153,0.2989538,0.23457983,0.3119752,0.28625304,0.23284715
0.7531529,0.69905996,0.53190815,0.53915983,0.6850828,0.5224682,0.65863436,0.5720971,0.5625918
0.16945055,0.64790535,0.6098129,0.21541685,0.2157274,0.15551011,0.47873133,0.4954657,0.20923047
0.5809016,0.32830408,0.5810759,0.174469,0.35189414,0.18523298,0.42840523,0.68372715,0.20751004
0.6607381,0.38620436,0.5413705,0.29084742,0.439125,0.2430589,0.70478946,0.8682024,0.3234518
0.55485356,0.58408576,0.54724485,0.24248424,0.39227402,0.257405,0.6112428,0.86817914,0.2629002
0.52943164,0.66034794,0.54606175,0.16126125,0.3103818,0.15448882,0.35643512,0.4616062,0.1930526
0.27450803,0.8105514,0.7310365,0.14987458,0.18620113,0.1624848,0.45650268,0.44913393,0.22763272
0.5954541,0.63486385,0.52680176,0.04591188,0.18403226,0.045455564,0.0841462,0.08333634,0.05769793
0.15681915,0.35104433,0.6876765,0.2301043,0.23194091,0.16604498,0.5269025,0.6056719,0.25183678
0.6101321,0.656301,0.5211951,0.32311887,0.4259317,0.30034703,0.7079836,0.875086,0.34359482
0.31732193,0.47167313,0.14299594,0.2552613,0.2503295,0.08742937,0.8720064,0.69832057,0.27202553
0.67624956,0.3684044,0.4917906,0.26050746,0.45813185,0.24286923,0.62706435,0.8249622,0.30475476
0.1410003,0.42965496,0.3762814,0.29285327,0.25209078,0.1526637,0.7875732,0.69687086,0.27568117
0.5230185,0.80519587,0.45322424,0.047635898,0.19654186,0.09212635,0.21194968,0.42487603,0.10933472
0.67703116,0.17636016,0.49752498,0.12123927,0.32810062,0.10308279,0.28953636,0.53097063,0.10733553
0.8006085,0.7891658,0.45539927,0.34700364,0.48035747,0.3292639,0.5969299,0.6917938,0.40559602
0.2290516,0.92095166,0.6388939,0.13757452,0.054189414,0.13903403,0.5736585,0.5855261,0.26083183
0.53336334,0.8235519,0.6131691,0.36760858,0.53314847,0.39826772,0.4767596,0.3515634,0.39536703
0.8033161,0.09027445,0.5160978,0.12944353,0.35712764,0.07279,0.33698118,0.6529482,0.119852506
0.61969405,0.78452545,0.48637277,0.37463242,0.45968845,0.3549722,0.56947327,0.5523442,0.3800925
0.49110597,0.5380449,0.59448445,0.3712309,0.49300188,0.31621593,0.6791596,0.739504,0.3670398
0.6089142,0.720549,0.3606867,0.25836518,0.34594014,0.22154813,0.6563565,0.77158934,0.27829677
0.7510486,0.3245296,0.42964995,0.1590411,0.42859948,0.16520014,0.4509198,0.80272835,0.17599566
0.6080997,0.17789553,0.42249787,0.16990417,0.36392486,0.12349284,0.4228558,0.6500138,0.15330017
0.8899107,0.53675973,0.48434836,0.08163443,0.43163663,0.145904,0.2886955,0.6927096,0.14530739
0.009769991,0.49569076,0.45262694,0.32810766,0.17734197,0.13233739,0.8243423,0.62822706,0.32249063
0.2475546,0.77379733,0.28932896,0.25560498,0.15914986,0.16039944,0.7102831,0.6882214,0.23164411
0.558726,0.67363524,0.28877077,0.25827497,0.31891257,0.18622024,0.7445012,0.85103506,0.27204806
0.6682546,0.82883555,0.387506,0.24708197,0.36114028,0.2516047,0.41980267,0.46928126,0.24515215
0.22202718,0.8746415,0.24901599,0.32638314,0.16019496,0.13492852,0.96548647,0.82378334,0.3188113
0.5839453,0.17645076,0.5760748,0.1468967,0.3172748,0.11623439,0.34844756,0.67415506,0.1609465
0.52940416,0.4136783,0.52071273,0.3568279,0.45753396,0.28972536,0.7217897,0.7694948,0.35658386
0.65194106,0.8447876,0.33595476,0.15502995,0.2466245,0.15538348,0.5153987,0.7551339,0.1923871
0.5455202,0.7708225,0.5685532,0.26168448,0.39110318,0.2773966,0.60775733,0.80663747,0.30247357
0.4278618,0.6726604,0.53212225,0.26135522,0.34875935,0.30936438,0.23768434,0.0,0.23060574
0.35588253,0.8650436,0.42135137,0.27636874,0.2511986,0.20799337,0.70741075,0.7354068,0.26750633
0.7414224,0.7716733,0.4128452,0.4578414,0.5387875,0.41516915,0.61605,0.5888212,0.46069607
0.73467135,0.87792933,0.5040695,0.66117865,0.752633,0.69690585,0.50679755,0.108939335,0.6712707
0.34792596,0.4494772,0.56705976,0.14452133,0.34456244,0.17004797,0.37646627,0.5456588,0.21413898
0.16321698,0.5270456,0.71066964,0.2873128,0.25370213,0.21424122,0.58291745,0.65153,0.2685431
0.37903643,0.43429145,0.30631503,0.24571605,0.30529612,0.16988008,0.63799644,0.71114683,0.20471886
0.62442,0.6729385,0.56310856,0.4105127,0.4523306,0.32513398,0.83368534,0.84249955,0.4164334
0.26562208,0.8719246,0.4071004,0.21312696,0.18803637,0.14866477,0.64073336,0.667,0.2474949
0.4353435,0.8530755,0.5046159,0.228919,0.31092483,0.23746644,0.48518217,0.5984248,0.25084004
0.26789898,0.29432625,0.15508473,0.19941285,0.22399437,0.057413485,0.6474483,0.48863685,0.21961395
0.90298325,0.87907463,0.573609,0.75713396,0.79449856,0.75593257,0.679439,0.4583065,0.76869005
0.6267148,0.53574777,0.6221884,0.14427726,0.38718542,0.2197748,0.4205296,0.5762801,0.24102028
0.7948588,0.72347105,0.41590694,0.11095618,0.3547347,0.16622952,0.36502576,0.71056813,0.17488578
0.58295864,0.11857791,0.546296,0.14260668,0.20831314,0.07201348,0.30976987,0.5766045,0.15216959
0.38418263,0.66848344,0.6628967,0.2513428,0.36185387,0.23910107,0.510415,0.516847,0.2752683
0.6267234,0.7190966,0.67237127,0.36153892,0.46925956,0.34296075,0.67467654,0.771296,0.3649817
0.2019314,0.7581522,0.39737752,0.25852314,0.17230667,0.1721875,0.6707271,0.6310243,0.2345756
0.6406572,0.71085835,0.5379536,0.28162897,0.3676601,0.2742843,0.35807264,0.2422596,0.2372744
0.5612596,0.69274914,0.63540006,0.3909952,0.477741,0.36918616,0.704461,0.7573364,0.40167508
0.31541392,0.21880099,0.4450057,0.16801359,0.26080316,0.1238094,0.37834924,0.5317981,0.16780108
0.48271567,0.5480228,0.35127336,0.34969446,0.41432765,0.2569446,0.75487757,0.6847305,0.350046
0.89078814,0.77743715,0.55974716,0.49012434,0.6785159,0.541938,0.58094364,0.6732721,0.56588084
0.57288915,0.5293445,0.5791404,0.06873244,0.31174487,0.10158321,0.24275474,0.47117043,0.14111035
0.8836377,0.8372447,0.51969016,0.68436533,0.73309326,0.6972862,0.6024147,0.4364565,0.70031905
0.60991037,0.2880304,0.48925924,0.12458156,0.33836487,0.101894096,0.30259696,0.55243874,0.12696987
0.4437949,0.75816655,0.33095512,0.35763654,0.31663585,0.24824989,0.85634834,0.8066862,0.35796714
0.8392721,0.84100926,0.5118996,0.6097223,0.64647543,0.60954726,0.62273556,0.4831761,0.6253743
0.5110194,0.6841325,0.32150418,0.2815712,0.38037062,0.30274236,0.2719788,0.16282587,0.28084382
0.2091614,0.588977,0.5322402,0.22689341,0.22583821,0.1783423,0.48424256,0.56315285,0.21619917
0.32213354,0.22490853,0.63598126,0.15863189,0.17374748,0.103142306,0.26045653,0.49540633,0.20040932
0.47395784,0.8227307,0.5155518,0.0927099,0.25971842,0.1407385,0.31981868,0.5421948,0.17015202
0.8642628,0.743705,0.53872555,0.2125583,0.42607445,0.2728599,0.5522815,0.92453736,0.28439924
0.26554772,0.35723275,0.8695376,0.23743567,0.16193706,0.1565138,0.39869052,0.59637344,0.26837978
0.2781998,0.8289856,0.6191189,0.07715692,0.16190206,0.13186547,0.31191635,0.27578247,0.15762109
0.4442835,0.68201303,0.49035513,0.37706262,0.44106892,0.31831673,0.7019725,0.6472628,0.36825103
0.3240493,0.7802458,0.6220711,0.13689555,0.22206907,0.14896572,0.2937042,0.26707023,0.16413149
0.15008315,0.6048688,0.88558203,0.04003138,0.08449149,0.02862209,0.124971755,0.2882877,0.20251676
0.5522739,0.8758815,0.09528063,0.17267187,0.16449466,0.06747703,0.6142227,0.6676603,0.20037849
0.55024403,0.73964715,0.39832878,0.25925228,0.34617555,0.21676524,0.70428705,0.8634258,0.27513292
0.18099912,0.68870276,0.53107303,0.22032286,0.17722338,0.17413314,0.51818234,0.52703905,0.21883664
0.85631025,0.6740884,0.4521491,0.15758649,0.37194443,0.18474188,0.5961565,1.0000001,0.2221473
0.31851745,0.8241613,0.5975033,0.11708222,0.2149648,0.14067869,0.32654327,0.41762346,0.17108686
0.5336163,0.87600994,0.35544506,0.26936716,0.26952782,0.20319465,0.72487175,0.839711,0.2801312
0.6531201,0.66298765,0.5903366,0.4618277,0.6984586,0.47790265,0.56526554,0.51750654,0.46592215
0.66989976,0.83738136,0.43717206,0.50963986,0.4830703,0.4165923,0.8170355,0.69924617,0.5235294
0.559757,0.74776113,0.3023451,0.31856537,0.39970905,0.3252383,0.36317647,0.27116245,0.33408192
0.5289959,0.7101351,0.63104594,0.43631095,0.5530191,0.4234351,0.58372027,0.34732646,0.42642775
0.4084948,0.35854483,0.6056347,0.18378788,0.3165186,0.16159357,0.44013208,0.5459524,0.189141
0.5308548,0.59086907,0.525639,0.42901647,0.52495295,0.3754012,0.6936471,0.669324,0.40416247
0.57817584,0.8684421,0.6746332,0.21977448,0.3060649,0.25721908,0.61603093,0.90490204,0.28145686
0.395553,0.864176,0.4900136,0.22227472,0.28056717,0.2143564,0.5370057,0.5859708,0.2607544
0.99540037,0.9119047,0.6582504,0.86501926,1.0,0.87288034,0.75761455,0.51153606,0.8509817
0.81924117,0.8457065,0.5215079,0.60770017,0.74056506,0.63825935,0.58048725,0.4142751,0.64518374
0.8942705,0.64809453,0.55154413,0.2145373,0.45468384,0.25387898,0.55748755,0.96243757,0.2851223
0.5330402,0.16979998,0.60279244,0.11015572,0.16963652,0.05161649,0.27185577,0.36153227,0.092759594
0.43672705,0.51552165,0.57016367,0.36959118,0.4307328,0.29321012,0.7876303,0.7972843,0.34807727
0.66747725,0.65049225,0.34878418,0.28400183,0.43242723,0.24148953,0.64373493,0.73399013,0.31231612
0.5136744,0.8756556,0.2547809,0.13802865,0.16021067,0.110520154,0.4955675,0.61953425,0.17942786
0.2267174,0.74679965,0.58389616,0.13107419,0.103310645,0.12765618,0.43085653,0.40743673,0.23682348
0.41734573,0.44286162,0.36975363,0.24322523,0.37351578,0.20117176,0.6230887,0.73888385,0.22798999
0.7190556,0.84845537,0.58693206,0.59970117,0.7095533,0.6291134,0.5769003,0.24041538,0.5763092
0.70878476,0.50199354,0.49560547,0.17638193,0.4105757,0.20626588,0.51469225,0.8681256,0.21837881
0.22472322,0.2836545,0.43462127,0.22584063,0.268207,0.14868988,0.56479955,0.5842941,0.2152092
0.46963888,0.8770529,0.22667766,0.122125864,0.09490638,0.097214386,0.41367424,0.54731894,0.1416343
0.6952855,0.37352264,0.5822037,0.21655229,0.45501906,0.2410717,0.506829,0.79057103,0.2626613
