size_D,duration_D,app,har,dba,ifc,source,nlan,telonuse,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,effort_D
0.19011903,0.12321769,0.039953873,0.24581236,0.04936415,0.14940849,0.2734536,0.40879208,0.6932913,0.19292757,0.30143535,0.1693973,0.41766733,0.30521643,0.39923453,0.11312032,0.07653172,0.2552566,0.7818555,0.26090246,0.36346245,0.14966154,0.15233213,0.2985572,0.25611633
0.19466104,0.15518954,0.064185455,0.23697013,0.07635403,0.16727874,0.2383138,0.3939854,0.66031456,0.15550861,0.24160999,0.175338,0.36904395,0.23314536,0.3688076,0.067037076,0.11447106,0.28315622,0.7647536,0.24066265,0.3017546,0.13570696,0.15357059,0.25228354,0.25576833
0.11178139,0.096967146,0.033402666,0.092902124,0.058214724,0.02461183,0.12748802,0.19405843,0.63469136,0.034532845,0.21952921,0.13177443,0.2266558,0.08174363,0.28913873,0.057053864,0.049577847,0.15876734,0.71971685,0.03135632,0.22483742,0.080901265,0.066541255,0.1340619,0.19324374
0.09771784,0.055763867,0.04112272,0.24633598,0.05201274,0.07314113,0.29386216,0.2516458,0.7021804,0.13238302,0.3568167,0.20281759,0.32081625,0.15532157,0.39103293,0.1186904,0.06295909,0.2891897,0.76519895,0.110388055,0.37942427,0.21461129,0.08593547,0.28190222,0.13350648
0.22982705,0.13149521,0.05208914,0.13298136,0.05765897,0.09582847,0.1395244,0.3071682,0.63212556,0.06364587,0.2044326,0.0650962,0.30405986,0.18290412,0.30656755,0.080645144,0.064075395,0.19129562,0.6970998,0.1567495,0.22232854,0.06447226,0.23783445,0.13991776,0.2729308
0.43022254,0.28765056,0.20611729,0.31945765,0.15928102,0.34835926,0.30341512,0.480785,0.5611791,0.25950506,0.32011825,0.20214918,0.51080084,0.49301195,0.37703657,0.2187567,0.2081768,0.30489612,0.56615657,0.44379067,0.2796209,0.31564242,0.59357035,0.24745819,0.47326344
0.15485846,0.16862325,0.09993602,0.2556675,0.10101664,0.19748566,0.26824468,0.2952515,0.6191158,0.2050204,0.37318468,0.27556363,0.28177094,0.25291288,0.39407247,0.17542312,0.1386628,0.2629025,0.69316745,0.13576947,0.35093606,0.25104737,0.18457341,0.31238875,0.20672768
0.15142407,0.14710726,0.06423451,0.14026576,0.074346244,0.095091105,0.16103095,0.24268581,0.6096825,0.12313643,0.3026371,0.20613596,0.24074647,0.17851156,0.3136775,0.11640233,0.09309213,0.15050876,0.67637396,0.09179796,0.24334222,0.1306135,0.118269086,0.19121179,0.21804817
0.39617565,0.21574202,0.15297024,0.59313023,0.19401562,0.38809845,0.57032007,0.76282835,0.7889612,0.32774356,0.49144822,0.18505588,0.83110386,0.66068053,0.6531704,0.29125503,0.16212095,0.62215894,0.8907592,0.7472731,0.50730056,0.41323835,0.4720974,0.53613377,0.35149428
0.1615881,0.13537076,0.038910314,0.14667642,0.08413416,0.097145826,0.15970194,0.28427744,0.63603926,0.07591733,0.28102368,0.14777648,0.2693194,0.17772943,0.33932066,0.08416262,0.062281862,0.1711247,0.7219426,0.11265688,0.24346215,0.08953875,0.10010189,0.18037906,0.22278522
0.15127012,0.14813927,0.10433285,0.33627033,0.110244215,0.23560748,0.3667066,0.35530615,0.66611606,0.24735442,0.4385386,0.26264265,0.3922186,0.31621575,0.4592281,0.21126184,0.14447095,0.3784405,0.74903846,0.21370585,0.4431883,0.3384785,0.22660929,0.39382336,0.1857561
0.15841526,0.14320743,0.048935458,0.13005733,0.05474639,0.08335093,0.15698606,0.27724445,0.62138915,0.13862327,0.2784741,0.21058425,0.26657012,0.19523615,0.31025642,0.09254569,0.089445755,0.15494764,0.6914166,0.10301502,0.26282054,0.10960299,0.10125822,0.19067064,0.23204127
0.13141605,0.11219317,0.032862082,0.036698103,0.08229214,0.0054953694,0.062128842,0.18456808,0.6133708,0.006045401,0.1635654,0.10187581,0.20321226,0.05794832,0.24956407,0.03444186,0.04864253,0.13839424,0.70784867,0.017286792,0.17205423,0.01695615,0.067488134,0.07449168,0.22327304
0.38332626,0.3284526,0.22781076,0.2068569,0.21837449,0.29662856,0.2115429,0.31179953,0.48581135,0.24545154,0.24590415,0.2713155,0.31129575,0.37440395,0.24832828,0.18815914,0.24127086,0.13857758,0.4743795,0.3102932,0.16703713,0.24447918,0.40170592,0.17454746,0.4349521
0.050425664,0.059253,0.111140236,0.44640607,0.13169014,0.1817331,0.45962393,0.2533828,0.72184587,0.26350352,0.5533982,0.3478202,0.3728508,0.22100216,0.49005258,0.23382404,0.117838785,0.34463787,0.7623932,0.15436529,0.48640788,0.41271096,0.2411223,0.461674,0.05099982
0.18735139,0.13824868,0.024301186,0.13107884,0.07137078,0.078469366,0.16476744,0.32514018,0.65451145,0.09764233,0.2349574,0.14059693,0.30547896,0.19171488,0.3244105,0.07217556,0.06205906,0.14866734,0.70913637,0.15166156,0.24722642,0.06787968,0.11561191,0.18856207,0.24911365
0.48107272,0.37563503,0.3553114,0.5409988,0.32789493,0.5268713,0.4389695,0.5106514,0.5041348,0.45610592,0.5147584,0.46123824,0.5010192,0.5923835,0.44772196,0.36599663,0.39113772,0.50760365,0.53071415,0.6070444,0.36788613,0.46177453,0.7511716,0.42646816,0.5174892
0.15629393,0.13683188,0.070440695,0.17319894,0.08342898,0.091171384,0.18278217,0.2678398,0.62992567,0.08506003,0.2179926,0.13273445,0.30320126,0.21114463,0.3204981,0.102662265,0.0974666,0.27069598,0.7768984,0.12052347,0.2861039,0.16046566,0.14606744,0.19824556,0.2543086
0.1419014,0.13608792,0.043240562,0.16263151,0.0780825,0.112869054,0.19150823,0.2923087,0.64018416,0.102369994,0.24378645,0.17345706,0.28231677,0.18182427,0.3254673,0.082033634,0.08176507,0.2017361,0.73026675,0.10174529,0.28574705,0.12103194,0.09681457,0.20898876,0.21919587
0.20909378,0.20227793,0.13599752,0.180713,0.06785351,0.14317998,0.20314091,0.2238369,0.5603155,0.17001352,0.30281937,0.23434559,0.23349328,0.20502532,0.2830888,0.18301758,0.16875051,0.17959702,0.6250178,0.16478504,0.21752751,0.21091944,0.16755146,0.21976843,0.24731195
0.25784856,0.13915154,0.044175193,0.36047608,0.11821371,0.23969457,0.38389397,0.5631453,0.7455649,0.2485471,0.37652427,0.17307672,0.5565319,0.43644607,0.5091085,0.14676955,0.08358,0.35877877,0.8160322,0.42190182,0.42988098,0.21149075,0.24074584,0.40175352,0.28590238
0.42128876,0.3326012,0.27603614,0.2787723,0.18263406,0.34656754,0.22551787,0.31483525,0.4620211,0.28596428,0.3177901,0.3012133,0.30791673,0.40103352,0.26120687,0.24674425,0.27164567,0.19919002,0.45040458,0.3388782,0.21159601,0.26725286,0.4603268,0.19590607,0.4527126
0.16451809,0.1714426,0.061833546,0.095559,0.08025724,0.09384251,0.117198944,0.20821752,0.5827669,0.08096501,0.22046512,0.17583239,0.19682775,0.13954037,0.26079148,0.08135027,0.1024939,0.11495203,0.64936846,0.077392355,0.17044026,0.074347556,0.09519714,0.14243749,0.24527514
0.31245527,0.15690894,0.08244501,0.50770366,0.16876286,0.32728627,0.51582414,0.679083,0.7868397,0.28006932,0.522548,0.19083938,0.66488886,0.5452011,0.63371235,0.23887661,0.08478989,0.47615087,0.83599085,0.5275528,0.5127602,0.32823807,0.3261423,0.50053155,0.28808516
0.27554953,0.2548723,0.19540693,0.17193955,0.09020263,0.2219064,0.14778167,0.19555233,0.48898673,0.21459219,0.31075835,0.2989736,0.1396219,0.22857243,0.21894698,0.20408574,0.21511365,0.07864612,0.49987322,0.16915713,0.20506829,0.1665085,0.19698042,0.16470173,0.314344
0.18170005,0.12767701,0.06347652,0.30530608,0.06341159,0.18354693,0.33575284,0.39632756,0.6897487,0.22847757,0.4097461,0.20850626,0.41423446,0.33213902,0.45333976,0.17992792,0.09748666,0.26691276,0.75387836,0.25514638,0.41426963,0.2374965,0.21255332,0.36308357,0.21011026
0.20619032,0.15809736,0.08464797,0.20878875,0.03723997,0.14451298,0.23965514,0.3079837,0.6253587,0.17156813,0.34051526,0.2022737,0.31942445,0.25942218,0.3542413,0.1537508,0.099765524,0.17292655,0.6613478,0.18157278,0.28961003,0.19685692,0.1596989,0.24348208,0.23836967
0.17185086,0.10052258,0.04220687,0.24043244,0.054184675,0.13649502,0.27819967,0.3394915,0.6892368,0.18958357,0.34443146,0.19230595,0.36295214,0.26037008,0.3981645,0.11644626,0.0750014,0.2183482,0.7352076,0.20526184,0.36070454,0.19357198,0.21056145,0.294826,0.20451374
0.8038798,0.79422307,0.8518794,0.8304417,0.92531526,0.9999999,0.6377513,0.39886993,0.14229113,1.0,0.6653035,1.0000001,0.33325002,0.9026473,0.3620302,0.87195766,0.913306,0.56366843,0.13566402,0.9544476,0.3555047,0.87381154,1.0,0.6147108,0.7996993
0.14041787,0.13673732,0.065017775,0.17908895,0.04945278,0.11923775,0.20241511,0.26613224,0.62625647,0.12405214,0.27210253,0.18527475,0.26824096,0.18698335,0.33518738,0.113134146,0.096804515,0.20690084,0.719002,0.099625245,0.2909773,0.1599375,0.12568796,0.2309201,0.20670584
0.17688978,0.20180261,0.12354471,0.25997072,0.11970818,0.250923,0.25977826,0.26029754,0.5763121,0.24090329,0.45315439,0.36855093,0.21688713,0.2598635,0.37628317,0.17548677,0.1722079,0.19100893,0.6057201,0.1324607,0.3323635,0.23044723,0.178989,0.304014,0.21497464
0.29093745,0.14775945,0.10050385,0.53714824,0.23117071,0.33065596,0.5408858,0.6312514,0.7775279,0.3594139,0.63632506,0.32051954,0.6096095,0.5613511,0.6475523,0.2909144,0.13474955,0.45253944,0.79835093,0.47802836,0.5851122,0.3995425,0.3513124,0.57254446,0.2325905
0.16352005,0.0594721,0.040468857,0.4477266,0.11285454,0.20582536,0.4876039,0.43170005,0.7777581,0.25082758,0.4495681,0.23123983,0.4880555,0.3468213,0.5556912,0.19752845,0.09494133,0.4262147,0.85292363,0.31193787,0.5192717,0.35758948,0.26153874,0.4905788,0.14628357
0.17167443,0.10483861,0.054264978,0.2932527,0.028404057,0.1718094,0.3134796,0.34587914,0.68690026,0.23269549,0.36973184,0.2190946,0.36037746,0.2693954,0.41688806,0.14092061,0.1066183,0.21548599,0.7293829,0.2277583,0.40045667,0.20847112,0.19656944,0.3443726,0.16950656
0.17242628,0.099129155,0.06817575,0.20313549,0.038820922,0.10720575,0.2056163,0.28185785,0.65500003,0.10017261,0.26749736,0.10010731,0.3253234,0.18570983,0.3411526,0.12742803,0.069270775,0.17499244,0.7182542,0.1632651,0.2957061,0.18431187,0.28249365,0.20411888,0.23126435
0.19010362,0.10164986,0.034895316,0.32220644,0.1782437,0.17060718,0.3396241,0.36467016,0.7307649,0.15320542,0.4185744,0.14611793,0.3831176,0.2746215,0.48152715,0.15378919,0.060124412,0.28892988,0.7529638,0.23171477,0.38175756,0.22037286,0.19876951,0.35680297,0.14813766
0.19973305,0.16420236,0.09377663,0.08316165,0.039608955,0.092754364,0.07488197,0.18669793,0.56391513,0.07855758,0.17692697,0.12223795,0.19293152,0.12512994,0.21678545,0.097626865,0.10369025,0.098860025,0.6249624,0.07541712,0.15336946,0.05958271,0.14856362,0.09691897,0.26942143
0.08620403,0.061206043,0.012464806,0.1281535,0.08169031,0.026902974,0.17707688,0.18608877,0.67381155,0.03912258,0.27352226,0.13747454,0.24073398,0.044988215,0.33467227,0.036211997,0.029039457,0.1646815,0.7193321,0.035210922,0.26033074,0.09261179,0.05336088,0.17217728,0.13043553
0.3275799,0.081480876,0.089671,0.76621115,0.24984157,0.37768444,0.76095337,0.78279567,0.9177027,0.43250737,0.68297654,0.30588153,0.80621654,0.6497211,0.81350344,0.31056675,0.10135646,0.7530039,0.9521867,0.7030317,0.7710898,0.53434485,0.40741062,0.75489175,0.21720697
0.10683639,0.060756,0.025963828,0.20165145,0.0305807,0.05486113,0.23400849,0.2326837,0.6886903,0.108160764,0.23223114,0.14204076,0.29543737,0.12609437,0.34787393,0.09336096,0.0566902,0.20125282,0.75481033,0.10607444,0.3079806,0.1651336,0.09179431,0.24385497,0.13896774
0.49416056,0.5098629,0.50884354,0.39339584,0.46943045,0.51232564,0.26652813,0.16007589,0.30518362,0.5663805,0.45152575,0.60740674,0.09342836,0.47259468,0.17918684,0.5092695,0.5300596,0.18988335,0.27699038,0.4403206,0.23120582,0.44518882,0.3914079,0.29837832,0.49222404
0.24380568,0.06691668,0.086626604,0.71841264,0.23289478,0.36192378,0.7470481,0.6596051,0.8786447,0.45470235,0.7409573,0.387036,0.70913124,0.60491836,0.77188164,0.31497613,0.13603757,0.67621964,0.9167833,0.5735982,0.77164745,0.5790481,0.39005595,0.7535628,0.14668752
0.20835686,0.23786831,0.15176763,0.09000385,0.083601415,0.121555656,0.0867514,0.15133552,0.5144135,0.14177176,0.16656929,0.1985062,0.161972,0.15729102,0.15832593,0.17627731,0.16469096,0.05144751,0.5369649,0.10345487,0.1249727,0.12524313,0.061749518,0.11454871,0.27500015
0.19497517,0.1418034,0.08036016,0.06838566,0.040189743,0.052191734,0.072660565,0.21176213,0.58743316,0.045455188,0.17775106,0.08294615,0.23566203,0.12449503,0.23104392,0.08958611,0.07183106,0.15723759,0.6687048,0.07294898,0.17484903,0.06851232,0.17351073,0.08061612,0.27826238
0.25663865,0.1402495,0.033231333,0.31106758,0.09733093,0.18382356,0.33381498,0.5185881,0.74855006,0.16472277,0.32143247,0.0848209,0.52470905,0.36806422,0.44512123,0.12005097,0.028866366,0.31008208,0.82925195,0.36228144,0.38724816,0.15796608,0.14764589,0.31872562,0.28604096
0.13494168,0.13634777,0.07687403,0.10569739,0.056320906,0.05357644,0.13021362,0.1719734,0.6002151,0.07381782,0.19003314,0.13818523,0.21206112,0.114877224,0.25035262,0.11534798,0.08997895,0.15140218,0.6830616,0.05502574,0.19003654,0.12316227,0.06794745,0.14893088,0.21053664
0.22745168,0.21289024,0.110299364,0.13668609,0.06696862,0.14014813,0.16339374,0.2713819,0.56616116,0.12111053,0.21334076,0.17731023,0.2738109,0.2258206,0.24764748,0.111263484,0.12815355,0.1274963,0.6092089,0.15152992,0.17872006,0.16474986,0.19588697,0.16254237,0.30983865
0.23975778,0.14725912,0.049686924,0.30572802,0.086351216,0.21374354,0.333462,0.4901082,0.7126431,0.18639949,0.38537854,0.15813425,0.47626102,0.36838704,0.47189003,0.1429775,0.07017182,0.28281438,0.7677065,0.32843488,0.3712378,0.18810391,0.19740301,0.3423786,0.26486823
0.12803382,0.16277476,0.11248435,0.23528993,0.06693232,0.17775294,0.26210994,0.18909371,0.59721553,0.20817003,0.36926508,0.2788101,0.21903327,0.17467663,0.30164582,0.16515163,0.1573836,0.15596241,0.63364786,0.08783533,0.32001638,0.24453688,0.12530828,0.2887493,0.17697553
0.110374205,0.084628776,0.04135488,0.11834192,0.02797693,0.024414718,0.1522249,0.20139939,0.64456093,0.042907715,0.20982862,0.11625975,0.24131952,0.08979955,0.29175127,0.07497868,0.05091466,0.17943633,0.7420643,0.0526319,0.23826593,0.10632551,0.07012814,0.15417716,0.18889897
0.48178983,0.4986316,0.43364245,0.29929143,0.36275584,0.43526307,0.25707573,0.24282826,0.36613145,0.41858295,0.32878643,0.4221829,0.26594216,0.505878,0.12920536,0.39676479,0.41806346,0.1890477,0.36182505,0.45366085,0.13460732,0.38144177,0.320885,0.22450349,0.5185976
0.5005183,0.2336596,0.20269914,0.73982024,0.31103718,0.5499407,0.7362711,0.88535994,0.7763959,0.45491424,0.58174735,0.30583206,0.8951988,0.81982094,0.7585017,0.3933064,0.2609762,0.7497367,0.8129127,0.8422878,0.6219928,0.6532977,0.91923344,0.6426742,0.46162367
0.1244025,0.10446863,0.033307925,0.21299934,0.15251404,0.12671998,0.26128626,0.28208482,0.6770754,0.12903926,0.3126552,0.18423644,0.3231422,0.20514697,0.37995756,0.09909892,0.06947021,0.22167379,0.7477789,0.10243155,0.33567518,0.17328459,0.14109176,0.27125672,0.16338804
0.39131775,0.3868344,0.31630868,0.14531595,0.27336186,0.2622585,0.10342157,0.16288525,0.38527924,0.26267168,0.12072992,0.26598278,0.15626757,0.25431812,0.097128615,0.28166083,0.31666273,0.051912248,0.39286128,0.25576335,0.077319205,0.21898168,0.24580479,0.09481764,0.45216408
0.12852825,0.15124229,0.083683625,0.13321143,0.07956314,0.08294323,0.1591394,0.18172778,0.6041596,0.11041698,0.22856641,0.1932371,0.23111698,0.14939955,0.28622693,0.139671,0.09702717,0.15410447,0.67994994,0.087684646,0.20066762,0.14745831,0.0890677,0.18070444,0.19805302
0.09491423,0.083057456,0.06475665,0.32494265,0.16763854,0.15668473,0.35511422,0.25705123,0.69416386,0.18778613,0.4997509,0.28121868,0.33233994,0.21017528,0.43633556,0.17059919,0.10263477,0.25174433,0.7143809,0.094289765,0.4422828,0.303056,0.23191315,0.35939708,0.0897561
0.14231816,0.13595638,0.049392387,0.09719163,0.09161526,0.06210509,0.11540872,0.21322733,0.6066475,0.06305599,0.2754299,0.17475083,0.2139132,0.1377874,0.297983,0.08588937,0.06910439,0.14472961,0.6933027,0.05098237,0.20829797,0.0873217,0.12036157,0.1396822,0.22198533
0.27063847,0.14886242,0.033160582,0.28512907,0.109016776,0.1996986,0.31565398,0.5229594,0.7192937,0.15729943,0.27161866,0.123089015,0.51123077,0.35492826,0.44187468,0.09276268,0.07113184,0.28527242,0.7825389,0.36801213,0.31869465,0.14896578,0.23518878,0.3045636,0.31333616
0.17453565,0.1425739,0.036691293,0.11214852,0.0994606,0.08215323,0.14778847,0.31079447,0.6420263,0.054935068,0.22488344,0.10876581,0.3351403,0.1857934,0.3148203,0.05441302,0.046816543,0.16105932,0.73180485,0.13901521,0.20758814,0.08531362,0.15403831,0.14363942,0.28269792
0.22947711,0.12116423,0.06700547,0.41046947,0.10867125,0.24108323,0.42929584,0.52931494,0.74895155,0.27525964,0.4257874,0.19766822,0.5495715,0.42315716,0.5332224,0.20617864,0.10648142,0.366229,0.8235513,0.40271318,0.48114574,0.30167288,0.26905996,0.45165864,0.24077962
0.24624446,0.28317612,0.15946965,0.086570084,0.12940472,0.16020164,0.09066123,0.16108161,0.48359036,0.14030334,0.17194074,0.22658047,0.14606592,0.1789253,0.15399219,0.15239522,0.1870885,0.031200945,0.50156075,0.11295472,0.0929845,0.12806886,0.07700342,0.10027474,0.3119793
0.17983481,0.14373137,0.063044116,0.24867958,0.095796406,0.16161177,0.27873218,0.36389732,0.66592205,0.17298171,0.39822274,0.20288828,0.3628832,0.29267353,0.40421706,0.1424096,0.09165539,0.22619063,0.7351193,0.1966262,0.35241836,0.20342875,0.19138747,0.29530707,0.22399703
0.17197439,0.1549735,0.06825708,0.11181247,0.058102608,0.098428756,0.13620436,0.22287747,0.5952902,0.07916501,0.25346255,0.14350516,0.22798498,0.16081014,0.2769891,0.099880695,0.08386411,0.1281758,0.6603112,0.08554785,0.19270724,0.10161984,0.15038878,0.14364728,0.24660209
0.14060724,0.14454433,0.06158234,0.14602762,0.09390509,0.09878418,0.16868353,0.23488621,0.6136848,0.1063219,0.32799208,0.20365652,0.2420186,0.18387473,0.32669723,0.115755945,0.08811034,0.17472827,0.69120604,0.07279916,0.2669022,0.13820124,0.14499915,0.19437543,0.21508859
0.14792773,0.14919147,0.07703422,0.23428607,0.122662425,0.15718445,0.24964452,0.2869686,0.6320954,0.15079579,0.40776592,0.2421638,0.28829318,0.2351619,0.39080334,0.16089281,0.110982046,0.21257603,0.6902418,0.10768519,0.33781964,0.22826523,0.20820987,0.27661207,0.19527343
0.51093704,0.56658167,0.5220484,0.40219975,0.49501836,0.54371643,0.28831565,0.2113159,0.29313013,0.56096554,0.4051214,0.6176441,0.17663321,0.5112694,0.1820906,0.49365625,0.547139,0.2540027,0.3127218,0.49856704,0.16212332,0.46831316,0.36735743,0.2974327,0.544174
0.17445621,0.16287264,0.06602405,0.08113307,0.0649907,0.07799965,0.09393871,0.19482799,0.57437587,0.07506803,0.25606304,0.19007108,0.1802771,0.14997485,0.23902921,0.085124254,0.098999485,0.113609016,0.6421778,0.04277818,0.18840021,0.07447612,0.086550474,0.11336592,0.24064726
0.1254138,0.10421497,0.04898657,0.096355975,0.0535537,0.053285062,0.10760242,0.18088675,0.61968917,0.06466395,0.23539317,0.14326939,0.20014462,0.08374733,0.27894467,0.05359006,0.05269794,0.11153424,0.67914736,0.039187565,0.21853727,0.05132121,0.09024453,0.13386807,0.19164044
0.18456444,0.10536153,0.021490142,0.16968644,0.07521039,0.093500376,0.20013195,0.32686752,0.67941916,0.09875193,0.26242083,0.121837586,0.33178923,0.2022534,0.36261892,0.08468309,0.0459065,0.18693942,0.73543626,0.16612361,0.28907305,0.09634209,0.13619787,0.21533582,0.22181329
0.21536517,0.16277283,0.070250764,0.1334219,0.01613003,0.12586173,0.16429257,0.30814964,0.6112528,0.16130355,0.25016958,0.16337526,0.31188932,0.24720114,0.28607327,0.10219085,0.10387401,0.13624638,0.6539078,0.16860564,0.2518466,0.11350775,0.18076825,0.18086717,0.2846487
0.17023763,0.13279435,0.071901366,0.22799098,0.06834531,0.122103125,0.26296872,0.31619775,0.6571168,0.20607415,0.29828608,0.19936171,0.36236212,0.26393294,0.36322832,0.16310456,0.119097665,0.24632406,0.7396169,0.19624965,0.33889478,0.2164222,0.18348444,0.2868475,0.22086996
0.28819108,0.16108184,0.050585076,0.30774832,0.13069302,0.20098749,0.29549432,0.5319632,0.7191403,0.14182678,0.21794528,0.08532971,0.5299709,0.34302324,0.4312476,0.06978384,0.07517348,0.35134935,0.81183004,0.40178633,0.29677713,0.11564088,0.22510827,0.27598527,0.31996992
0.22065166,0.14783987,0.03130336,0.20628035,0.08361465,0.15431061,0.24965245,0.41856503,0.67560714,0.14074954,0.2917971,0.1557757,0.39868313,0.2818553,0.39252788,0.08131528,0.07694535,0.18135887,0.7269876,0.24661641,0.28718102,0.13879812,0.20244324,0.2580482,0.27638698
0.3142931,0.14074111,0.03777097,0.35415357,0.16254556,0.21330348,0.3438751,0.5584054,0.74528986,0.1700711,0.25982362,0.09892273,0.5441154,0.38662946,0.47763288,0.10700396,0.08248584,0.41226703,0.8194262,0.43687522,0.35003686,0.14619982,0.2836035,0.34084478,0.30321372
0.26745063,0.060798846,0.04600425,0.63805485,0.2808677,0.32343283,0.64675194,0.6462145,0.89218116,0.3323538,0.58381504,0.24465695,0.675979,0.5084527,0.7288855,0.2131882,0.06418724,0.59965426,0.8993861,0.5443804,0.66950214,0.4474774,0.31867373,0.6532123,0.16281003
0.10805568,0.12629098,0.059258685,0.18693477,0.16050613,0.11657509,0.20849657,0.21122845,0.62988454,0.118780404,0.34249568,0.21872142,0.2397997,0.16602775,0.3522209,0.12060428,0.09288593,0.16062027,0.6865164,0.053978875,0.28700978,0.18041015,0.18107432,0.23930028,0.15683423
0.17421216,0.031185076,0.04628007,0.54444003,0.24734175,0.23758104,0.5759886,0.45342386,0.8344449,0.2678503,0.52680856,0.20899817,0.5065052,0.30487102,0.65625954,0.1897603,0.0859655,0.48035765,0.8339229,0.36709893,0.5565239,0.44811457,0.29804087,0.56574595,0.09431311
0.14323504,0.14494461,0.05630754,0.12504733,0.099369645,0.086690366,0.13976276,0.21887752,0.6043151,0.08547565,0.3050257,0.1968675,0.22026998,0.15578371,0.31662744,0.097874224,0.08252634,0.15093654,0.68120897,0.059974447,0.22854924,0.11317682,0.13798511,0.16922286,0.21535295
0.14612602,0.1504072,0.07168822,0.13819325,0.073960304,0.10460839,0.16759801,0.2335078,0.61009634,0.12544546,0.26869828,0.19382659,0.24327666,0.17761928,0.27586782,0.11262539,0.10178636,0.14834315,0.6826667,0.096629456,0.24966484,0.103948295,0.09875476,0.18711391,0.23457539
0.16439304,0.11721298,0.029233322,0.14028144,0.09190136,0.0740895,0.14615697,0.28086978,0.65010285,0.051700503,0.23610675,0.100506544,0.2743223,0.1541808,0.33213633,0.067845285,0.042342797,0.16838592,0.7406589,0.11391355,0.22906649,0.072399616,0.099665046,0.16147527,0.22430885
