ID,AFP,Input,Output,Enquiry,File,Interface,Added,Changed,Deleted,PDR_AFP,PDR_UFP,NPDR_AFP,NPDU_UFP,Resource,Dev.Type,Duration,N_effort,Effort
0.17559355,0.14213784,0.20986797,0.21831915,0.17974418,0.17361408,0.28822583,0.18946794,0.14184207,0.51019955,0.18338397,0.18995474,0.16319348,0.14063448,0.03421886,0.4701936,0.37699378,0.13618577,0.1477771
0.35557413,0.12949085,0.25967205,0.18283582,0.15765825,0.08850155,0.29693216,0.16952519,0.13441853,0.52679664,0.14020716,0.14869246,0.12908433,0.10170033,0.041020125,0.48963302,0.13547853,0.0611632,0.07638691
0.28648466,0.40577042,0.48203152,0.10624087,0.5657079,0.29473987,0.25449258,0.3445775,0.28488404,0.5669517,0.23577052,0.26999348,0.21426235,0.21981522,0.030413989,0.61915374,0.30879158,0.41218266,0.43253604
0.18931806,0.2315274,0.27277243,0.105519645,0.4212567,0.248102,0.32246488,0.29579335,0.11577624,0.46172243,0.1691286,0.1677167,0.1515316,0.12039112,0.032389957,0.43844038,0.17496735,0.1499024,0.16199102
0.33503664,0.3096216,0.42450768,0.39554784,0.2011041,0.0790766,0.4111646,0.16101503,0.45015913,0.3768599,0.028315496,0.023733411,0.030142736,0.0057564005,0.03644058,0.6361092,0.40006104,0.08036305,0.07731272
0.73721933,0.4302591,0.55110765,0.16193455,0.5966488,0.13469021,0.32861716,0.14883964,0.5921407,0.75799036,0.5144672,0.5167706,0.49364224,0.497475,0.0137212565,0.19628248,0.47942436,0.42472532,0.4197174
0.46720052,0.11597775,0.17947909,0.22151293,0.18813236,0.10826535,0.27512053,0.15672334,0.13303985,0.40918976,0.16657649,0.16647446,0.14431296,0.13003132,0.03400001,0.63970995,0.1274218,0.058006067,0.06342666
0.38113165,0.12824427,0.19829372,0.20118225,0.21568103,0.10165011,0.32657734,0.20179276,0.08772233,0.43598193,0.27951607,0.28977194,0.24978335,0.24198216,0.028351864,0.51772565,0.31063318,0.096179515,0.10251278
0.099899136,0.29716584,0.35432458,0.2613847,0.23598719,0.17597024,0.8223833,0.35107857,0.17820325,0.24059547,0.040918726,0.025716422,0.051353455,0.022264,0.034619298,0.62359536,0.58138686,0.1624236,0.13005649
0.2033902,0.2556785,0.2695314,0.32117164,0.2813989,0.23420194,0.26981556,0.25571525,0.22858538,0.42073587,0.08648328,0.08646261,0.08373764,0.052395463,0.025846133,0.34916303,0.17557907,0.089597836,0.09396594
0.24881141,0.07344733,0.18737985,0.17297217,0.16951904,0.0708623,0.28809926,0.13825133,0.107434966,0.4446773,0.17918654,0.18505062,0.16688342,0.13554981,0.030803699,0.39123604,0.16414943,0.06567137,0.070236675
0.63557357,0.106863126,0.13903928,0.20303136,0.17788664,0.09205939,0.36423066,0.16994505,0.068997696,0.462309,0.27686808,0.2939089,0.27167547,0.25437376,0.024184976,0.35177785,0.09878008,0.10205114,0.1091667
0.5374482,0.18732981,0.24545854,0.25245216,0.21970898,0.12560987,0.3128257,0.21483523,0.17950964,0.44842046,0.058568038,0.06584477,0.048667826,0.03468602,0.02793934,0.621152,0.21038154,0.054861635,0.054618195
0.29005456,0.487866,0.51615316,0.31216115,0.59013397,0.18214616,0.38757896,0.12756926,0.72854495,0.5116259,0.098825775,0.120560095,0.07642103,0.07388298,0.030772116,0.5582506,0.3416355,0.24508797,0.27221468
0.39915466,0.13563868,0.13940403,0.21080907,0.2527806,0.13181485,0.4785911,0.23874703,0.054261304,0.47666034,0.26863027,0.2779015,0.24887396,0.2338399,0.021650825,0.37519637,0.22718614,0.0959492,0.10143359
0.21418917,0.38474563,0.39239118,0.05228039,0.5433573,0.41081768,0.34014687,0.4491353,0.08934229,0.45341045,0.064203456,0.06576041,0.067291066,0.03146386,0.042428263,0.4548948,0.12632978,0.14992027,0.1622773
0.26049745,0.15022874,0.21220146,0.15877031,0.3120793,0.11631372,0.3100809,0.20425165,0.123270065,0.38030812,0.22867438,0.255771,0.20479722,0.21468851,0.017926179,0.56868786,0.11135247,0.04348672,0.04434712
0.12216095,0.14373583,0.21101508,0.24581918,0.22558075,0.09490607,0.31078446,0.17492886,0.14948045,0.44075254,0.09841111,0.12568977,0.09250812,0.08449711,0.026182186,0.47344494,0.06503232,0.0554047,0.061645806
0.32767606,0.1371121,0.19358644,0.21874994,0.27038926,0.099199235,0.24619716,0.16360243,0.16219395,0.42837948,0.16091445,0.18031242,0.14137134,0.1323798,0.016148467,0.48611033,0.21674123,0.06654246,0.075658485
0.50851345,0.2064848,0.3987463,0.22670467,0.168137,0.041292734,0.34686935,0.19724312,0.23198473,0.51166546,0.07102655,0.065423146,0.060899075,0.03473761,0.04566912,0.68566406,0.20766169,0.029814633,0.032425337
0.18867733,0.16611986,0.24733755,0.23441443,0.2108734,0.16465276,0.24480303,0.2134968,0.15206973,0.51619184,0.19375017,0.20118344,0.17113215,0.15095726,0.034569573,0.4553554,0.47595584,0.13002342,0.14092204
0.070694,0.2309549,0.27538866,0.38057476,0.2836804,0.032896817,0.27716783,0.043013245,0.4451179,0.44879243,0.13437624,0.17884754,0.102053,0.1209392,0.034347273,0.66518724,0.10907821,0.11805031,0.1431173
0.57717663,0.15020089,0.18939802,0.20121282,0.20047109,0.1546867,0.30433697,0.19388387,0.1233702,0.4961166,0.1569046,0.17778257,0.13818529,0.1331287,0.032592624,0.5154797,0.09982066,0.09413782,0.10684319
0.27559096,0.23383027,0.3352872,0.30313227,0.16265993,0.18160641,0.15530652,0.15410303,0.32301304,0.5767648,0.43575123,0.44955477,0.43770602,0.4245874,0.025701072,0.16650727,0.30769834,0.29492676,0.28432468
0.3984682,0.14072064,0.14131093,0.282789,0.16777457,0.15659294,0.3224276,0.17025687,0.1498159,0.4468978,0.4085053,0.4198232,0.39040068,0.38645,0.025792629,0.3674602,0.1450052,0.14565815,0.14126717
0.3129472,0.09608091,0.1513925,0.1424029,0.20585828,0.11164323,0.36870447,0.17082736,0.06725696,0.44736528,0.34854782,0.36215886,0.32434547,0.31936654,0.028703779,0.49173504,0.16541964,0.072937995,0.077692255
0.26129964,0.09565282,0.20512614,0.2390806,0.1513362,0.10692992,0.20701759,0.17201039,0.12472311,0.41097873,0.07636274,0.084846884,0.0813663,0.053701155,0.019078424,0.41859594,0.19822308,0.036413297,0.031547666
0.31500906,0.12995617,0.25695974,0.18333317,0.19380316,0.12979652,0.3033659,0.22851574,0.09275693,0.5239173,0.30332124,0.3012694,0.27187377,0.25103685,0.032135703,0.29174298,0.52304435,0.14500771,0.14285459
0.7011802,0.26394475,0.3396374,0.2559678,0.36848152,0.090715654,0.2632365,0.12752454,0.40259308,0.4978645,0.093897715,0.103161275,0.08008858,0.07113707,0.022667551,0.37832528,0.20907167,0.11760625,0.12016541
0.44011688,0.13166845,0.2615883,0.25121582,0.14724202,0.0725718,0.25542468,0.21096489,0.10113832,0.39902878,0.08754553,0.092745654,0.08996117,0.060948133,0.034464315,0.54407907,0.14000529,0.047629405,0.04770606
0.5260312,0.39261556,0.37029475,0.45795345,0.2828224,0.3085699,0.379874,0.4760449,0.13232896,0.49795705,0.1343384,0.15950114,0.12711447,0.124148436,0.020205764,0.27323294,0.340398,0.17049074,0.17422788
0.2423365,0.30227625,0.2360151,0.59363943,0.16887768,0.13708052,0.35787922,0.12385998,0.45331115,0.5319754,0.18240632,0.22969355,0.17385796,0.1927002,0.029559288,0.5283954,0.058574125,0.24351063,0.2513693
0.4027331,0.2641133,0.34566513,0.2099241,0.38576663,0.14984208,0.2562875,0.16010816,0.37442136,0.46870953,0.09642008,0.11542322,0.07047552,0.06809163,0.023584029,0.5288377,0.19118917,0.08700295,0.10264242
0.5583271,0.32906651,0.19879934,0.6219249,0.23244375,0.2641734,0.3287112,0.3285383,0.23953351,0.59419876,0.25921533,0.29131824,0.24147034,0.26155978,0.016437557,0.3687765,0.1991753,0.35137853,0.3512516
0.22341655,0.15405871,0.3171662,0.0923648,0.21288705,0.16641535,0.27278322,0.21269134,0.13749278,0.5737886,0.35664612,0.36627054,0.32746905,0.3132798,0.035756283,0.30807862,0.49529928,0.19006021,0.19065084
0.29524487,0.08763637,0.15132433,0.20040773,0.1793344,0.08415968,0.30438495,0.14611164,0.09724919,0.4292627,0.17837156,0.18893674,0.1731128,0.14979932,0.024796959,0.49845666,0.13584688,0.057459567,0.06342435
0.36919326,0.19019777,0.20305626,0.32589373,0.12408085,0.14072755,0.33981502,0.14568985,0.23311462,0.44408363,0.2808728,0.31995496,0.28329414,0.29170847,0.020655114,0.46080345,0.11640172,0.14115669,0.14227559
0.5329357,0.13182569,0.19642878,0.17945802,0.17404085,0.120409325,0.30522627,0.17619672,0.09696535,0.4847723,0.5063043,0.51197475,0.4836091,0.47718546,0.026327554,0.33605903,0.3352089,0.16164395,0.16008146
0.37402117,0.089871846,0.15930524,0.20022774,0.19802932,0.09820999,0.24818605,0.15843269,0.099491045,0.406508,0.20012978,0.20704958,0.18163033,0.16707131,0.023422852,0.58966744,0.20951414,0.08394631,0.08394764
0.2553773,0.22168775,0.40718955,0.26032576,0.041331433,0.15103804,0.3328461,0.1568072,0.31866556,0.51259863,0.63462406,0.62110513,0.66098994,0.6122959,0.041329235,0.05806184,0.25939927,0.35683128,0.3199994
0.6621597,0.20556772,0.21428841,0.38791144,0.18414032,0.11008143,0.38840932,0.30987257,0.059030194,0.44158453,0.23635864,0.24037357,0.20890418,0.19835019,0.024196673,0.51891273,0.07015557,0.14256904,0.1488872
0.28778476,0.14096716,0.2041156,0.2038167,0.23503101,0.094905764,0.32090107,0.18553132,0.122816995,0.39667454,0.12955754,0.15380263,0.11302286,0.10570168,0.024394622,0.6867649,0.16594143,0.055077583,0.06945239
0.45727295,0.13017413,0.24352671,0.15065813,0.19301929,0.08848356,0.25946203,0.1870127,0.086807065,0.41363472,0.41290805,0.42169154,0.40084893,0.39472863,0.021577269,0.5979419,0.2449505,0.14500362,0.13610865
0.23928079,0.1214471,0.19753408,0.1366259,0.2994057,0.113729805,0.32573763,0.17564903,0.14071043,0.47703284,0.14311054,0.17585583,0.13389629,0.13310212,0.013872185,0.38371196,0.12275002,0.03639552,0.036535624
0.48869044,0.3346694,0.42815554,0.33863562,0.26298216,0.19798654,0.19643193,0.27925146,0.2901136,0.45676786,0.049956277,0.082047254,0.057264585,0.05320382,0.02501344,0.52755916,0.25298205,0.07799483,0.083360024
0.45650578,0.263751,0.15315817,0.5119649,0.1923182,0.23825867,0.3875913,0.3030926,0.16041598,0.60367143,0.21239671,0.23770046,0.17695153,0.19291487,0.037386306,0.64601946,0.23980692,0.22803505,0.24221689
0.4826944,0.15530843,0.20233041,0.2851587,0.16572966,0.13840418,0.3294874,0.22510076,0.11169472,0.55066216,0.16077113,0.1714049,0.14505668,0.12502658,0.03164729,0.329516,0.08775208,0.09782751,0.10945414
0.585013,0.11202176,0.13743095,0.20841478,0.24085265,0.060282648,0.41206342,0.1908285,0.059427597,0.4151447,0.3738581,0.39384887,0.3604558,0.3555784,0.008698633,0.30529052,0.27137005,0.09840196,0.09558438
0.2496625,0.13436149,0.2566175,0.26536047,0.12819628,0.114938766,0.1775007,0.15273425,0.19614892,0.39692774,0.05634188,0.060376298,0.056787144,0.034736954,0.029502943,0.5704603,0.2516239,0.022808693,0.020366766
0.26939154,0.13796419,0.18761747,0.21495038,0.19570379,0.12159495,0.27123532,0.16292185,0.13793612,0.38817853,0.14964281,0.18363373,0.12901847,0.13751009,0.032617945,0.717859,0.06328305,0.060309667,0.07498355
0.23580818,0.1623541,0.33362597,0.27668056,0.0777475,0.13769262,0.21035473,0.18441066,0.22143604,0.39150712,0.030906454,0.019123685,0.045632523,0.012039162,0.03484731,0.44838476,0.3689087,0.02406606,0.005093636
0.4879434,0.13974322,0.24984267,0.24411821,0.21449728,0.06759703,0.19809991,0.16870916,0.17513604,0.4344971,0.13647673,0.14631379,0.12373951,0.109142624,0.018667025,0.5559501,0.19914725,0.06232318,0.061784863
0.21557885,0.09592748,0.19245173,0.1442863,0.21229546,0.104642354,0.33302587,0.19733518,0.058496613,0.44707274,0.2630238,0.27411854,0.23623964,0.22413296,0.02751505,0.45360914,0.15497272,0.052639548,0.059168577
0.2661355,0.14543739,0.18947901,0.22494145,0.23664746,0.15442678,0.33071345,0.20949717,0.13566926,0.4952898,0.1438506,0.17034902,0.13193214,0.122392006,0.015105677,0.3128075,0.38990498,0.08762102,0.09434722
0.28720343,0.09780818,0.1714142,0.16055432,0.26580793,0.0559447,0.40004158,0.17036626,0.09659147,0.4300306,0.22323307,0.23820566,0.209449,0.19893458,0.016634865,0.54591006,0.2754906,0.04639885,0.04422506
0.49505228,0.11576809,0.30101022,0.18947381,0.14328541,0.052357238,0.19794399,0.18064573,0.11902383,0.4467706,0.1325196,0.13070107,0.13441104,0.10262994,0.028232632,0.5885079,0.13640729,0.087518305,0.079868704
0.1760161,0.2935562,0.32220876,0.10208639,0.4706648,0.26110864,0.33272138,0.30285123,0.16497222,0.46282744,0.08263406,0.108901665,0.07847563,0.06648886,0.032155953,0.49508235,0.121842355,0.12092283,0.13477923
0.301862,0.12260182,0.25966555,0.23687638,0.15164967,0.055937808,0.22672004,0.11445059,0.21220121,0.51928073,0.081263684,0.092708334,0.07477149,0.053642906,0.03637431,0.54655236,0.12483288,0.039280925,0.04714864
0.5355145,0.15104489,0.2254822,0.27283973,0.18400268,0.092785135,0.27382854,0.2235389,0.108633414,0.42510697,0.11581739,0.11920801,0.10703663,0.084218964,0.023923729,0.5854375,0.12950549,0.081558265,0.08212079
0.19160625,0.28703883,0.2842831,0.3927854,0.17197825,0.33250445,0.13427024,0.3117103,0.17920859,0.2465884,0.055993892,0.054391287,0.07226171,0.04807549,0.023871893,0.47570324,0.2513494,0.07576374,0.06432145
0.5247403,0.14029354,0.20361124,0.23935032,0.1697883,0.09623055,0.33054057,0.20134084,0.08930895,0.46728727,0.33811763,0.3464398,0.32925683,0.31079105,0.022715598,0.3496871,0.29720816,0.12728177,0.12907879
0.15777634,0.811757,0.74808574,0.8056105,0.46425313,0.47416824,0.21216781,0.42292833,0.80655897,0.38724345,0.07330683,0.1181078,0.101995274,0.12398393,0.03333661,0.32544824,0.23343602,0.3880273,0.3691122
0.30174565,0.15813445,0.21050364,0.23402204,0.22963056,0.14695606,0.33582273,0.2520267,0.080448575,0.45439786,0.2342419,0.25093612,0.20149112,0.1933541,0.030545533,0.40976888,0.43520138,0.13213427,0.14533645
0.34100252,0.35133386,0.33487117,0.53110343,0.18554813,0.28276122,0.25889677,0.38253522,0.1929365,0.52602947,0.23745811,0.25464168,0.22985406,0.22789124,0.028081723,0.58108765,0.15852417,0.41862893,0.41899195
0.46131366,0.14947496,0.27469534,0.22520058,0.18376999,0.09659619,0.24609031,0.20486584,0.14356174,0.43748584,0.13154018,0.13916333,0.123746365,0.105796106,0.022797711,0.5459208,0.2563991,0.06896193,0.066072315
0.38518614,0.35799053,0.46939045,0.1661431,0.57330304,0.21090648,0.29053783,0.42172498,0.15248908,0.59087586,0.4747254,0.5127723,0.42389974,0.45252064,0.005543882,0.43798134,0.42559135,0.5478599,0.5583175
0.16748431,0.095501065,0.19129485,0.16873835,0.19381884,0.11458903,0.28614157,0.1699823,0.10378762,0.45103568,0.15266693,0.16839425,0.13806283,0.11841797,0.023839457,0.3219033,0.10385017,0.03341006,0.04212412
0.21317491,0.31515002,0.31409693,0.11344103,0.4905123,0.28656465,0.44899014,0.36201024,0.12943846,0.40905386,0.14835607,0.17190215,0.13735175,0.13208011,0.025116963,0.6640833,0.3976264,0.15859689,0.16520669
0.070554525,0.13764012,0.24897844,0.1847218,0.17351857,0.16168341,0.3022425,0.16142489,0.17629412,0.34259176,0.17081374,0.14824079,0.15095948,0.10891082,0.038404565,0.500209,0.32383746,0.034598224,0.03509732
0.35944343,0.22943416,0.2782665,0.27604467,0.2073664,0.13130713,0.45002446,0.19536178,0.25117454,0.39843696,0.029325515,0.027054034,0.035197034,0.007021539,0.036816265,0.6261902,0.35510588,0.0575113,0.054299794
0.48792845,0.091199346,0.1993395,0.10786492,0.1816375,0.10464176,0.27224275,0.12633902,0.11260882,0.37476695,0.735861,0.7204397,0.7075988,0.69744354,0.0977068,0.32751462,0.2094436,0.22954571,0.20702434
0.35403,0.10848831,0.20162657,0.1257955,0.1571754,0.12999178,0.33768493,0.16917826,0.080525294,0.36469495,0.55348754,0.55240375,0.5430024,0.52634203,0.03184956,0.33243465,0.15422691,0.16992223,0.15860465
0.09787472,0.24282119,0.24004892,0.3024326,0.30242217,0.14442663,0.6512071,0.3802083,0.025686963,0.3599127,0.24358523,0.23839308,0.19428588,0.16904828,0.03572962,0.5060638,0.48189288,0.21015729,0.23279999
0.22950745,0.13098049,0.26518542,0.28309667,0.100804955,0.090822466,0.23940566,0.14695434,0.19954932,0.45581177,0.04777305,0.0450244,0.051086485,0.019003969,0.039021824,0.50013816,0.27397704,0.0332997,0.032121565
0.6422485,0.20495756,0.30153906,0.25146633,0.21436776,0.11655255,0.22608033,0.17892396,0.23107758,0.5682706,0.121377,0.13796107,0.08947637,0.09130535,0.043032914,0.6353245,0.13579607,0.093768045,0.10962464
0.29639018,0.16591276,0.19723302,0.26373845,0.22090265,0.15329888,0.29657686,0.17675705,0.1900873,0.55276585,0.1718469,0.19806771,0.1574064,0.14502427,0.020840432,0.27599692,0.44473058,0.1287154,0.14510667
0.48899013,0.100310415,0.15649931,0.15632796,0.22731826,0.1490389,0.2860641,0.17000157,0.10246903,0.20669287,0.2269061,0.23796168,0.18340324,0.18127733,0.47468892,0.557629,0.12137231,0.07464777,0.085687295
1.0,0.1593627,0.22090814,0.23764275,0.20049046,0.115885094,0.30570692,0.18232194,0.1937067,0.40600538,0.095425494,0.03000873,0.09506206,0.027818471,0.036155973,0.47410062,0.18662511,0.123048276,0.11222987
0.32892007,0.2619175,0.24447927,0.27381447,0.2810056,0.2655789,0.41249686,0.3192051,0.13612008,0.4690294,0.13053274,0.15426941,0.10608525,0.104739256,0.02995954,0.5119586,0.53944075,0.11042392,0.12763396
0.43475962,0.2439649,0.31373113,0.29027683,0.23069093,0.13739881,0.36430296,0.24445416,0.20689914,0.46380278,0.0970246,0.1159951,0.07044913,0.06423013,0.09685086,0.6075158,0.25811657,0.06542652,0.087029174
0.3326879,0.21250227,0.2683498,0.39294687,0.11486335,0.13267522,0.27763772,0.15187727,0.29503587,0.5305294,0.268561,0.29278678,0.2773316,0.2680496,0.022184493,0.45015988,0.18909293,0.22469664,0.21832283
0.09684721,0.08444947,0.2549152,0.07903089,0.25284943,0.07129219,0.3407118,0.20289844,0.06332958,0.502655,0.2363306,0.24675006,0.2099374,0.19773638,0.02655192,0.46460035,0.16546929,0.041195065,0.038304616
0.36654025,0.12009108,0.15924612,0.16159919,0.21808775,0.11590576,0.3683661,0.14895175,0.121294126,0.3997954,0.5485919,0.5537498,0.5402127,0.5265467,0.028719896,0.40766346,0.17041449,0.19307616,0.18391211
0.42039192,0.14450222,0.15573739,0.16851856,0.28243864,0.19714409,0.2353013,0.17878366,0.16127147,0.41202873,0.5448749,0.56617755,0.5226431,0.5395777,0.011240479,0.3233748,0.20394069,0.1831868,0.16442715
0.06292428,0.2110121,0.28539377,0.30448115,0.28000373,0.06995551,0.26203632,0.14008136,0.28012982,0.46180478,0.086886406,0.14186239,0.0812692,0.10253704,0.02928114,0.56661516,0.01900892,0.08561082,0.088657014
0.34002858,0.28773767,0.31350884,0.3018653,0.30768603,0.2510363,0.32587442,0.40664405,0.0664705,0.42501706,0.14598627,0.1612019,0.12397909,0.110238604,0.019432327,0.4274374,0.30806935,0.15063363,0.16577168
0.6654076,0.14655727,0.1688223,0.22540005,0.16057351,0.16800852,0.35851452,0.18424547,0.13241087,0.43463808,0.35333318,0.34508285,0.35468614,0.32645828,0.016405815,0.21188775,0.19672924,0.15185434,0.14910114
0.35543948,0.21896423,0.27711982,0.12418781,0.3232325,0.22470348,0.32765415,0.3072611,0.06631093,0.4734124,0.087904684,0.09445169,0.07489323,0.045136966,0.034073398,0.40523764,0.1215667,0.08350425,0.10359028
