cplx,acap,aexp,pcap,modp,sced,loc,MI_loc_aexp,MI_loc_data,MI_loc_stor,MI_loc_time,MI_loc_turn,actual
0.17823882,0.31813154,0.2037843,0.45835721,0.4408397,-0.1501683,0.19768769,-0.016934177,0.028394843,0.11568418,0.21489426,-0.04788696,0.034317214
0.08661497,0.40162718,0.14824215,0.57616764,0.4698034,-0.2902955,0.30181548,-0.016063387,0.06569405,0.1815727,0.3091038,-0.013488479,0.08597329
0.15131994,0.36143458,0.17727336,0.527274,0.52426213,-0.2123514,0.26272535,-0.017432107,0.023901729,0.16153327,0.29620785,-0.08492027,0.047063295
-0.06650564,0.4803882,0.09590349,0.7341082,0.56568617,-0.34027907,0.37329438,-0.0005857684,0.10093824,0.19505337,0.3638044,0.04154164,0.08525336
0.18026623,0.27975222,0.17917436,0.40974241,0.45548397,-0.26849872,0.26058903,-0.02947071,0.010313472,0.15833728,0.33458886,-0.1269614,0.06341426
0.2784099,0.2337385,0.21248811,0.34768772,0.4046666,-0.14317758,0.21767919,-0.022663577,0.024905859,0.14252967,0.24963492,-0.07296796,0.05521887
0.29589844,0.2966247,0.21560681,0.39043742,0.48672283,-0.121917434,0.21066709,-0.034159616,0.020965071,0.14559102,0.24312901,-0.10370225,0.04781374
0.19888803,0.31548566,0.18363412,0.4750685,0.48553926,-0.21159573,0.2265257,-0.020585863,0.019163327,0.1427215,0.25943124,-0.09299207,0.036517773
-0.085377365,0.57014155,0.10814509,0.8282968,0.64760196,-0.40664443,0.3778655,0.013626302,0.09415912,0.2190035,0.385365,0.040719066,0.08330916
0.20940733,0.33248124,0.18137425,0.44098717,0.4968611,-0.23889962,0.28787106,-0.028815048,0.03951306,0.15930247,0.32106248,-0.09782231,0.07962859
0.07857968,0.3277246,0.18761931,0.5563152,0.54762584,-0.44220403,0.47098735,-0.0033155102,0.033546716,0.27999306,0.535491,-0.1601791,0.117053345
0.14989643,0.35378116,0.15950665,0.5044746,0.4990589,-0.20790769,0.2340449,-0.0120765995,0.0385241,0.14748946,0.25459525,-0.074109666,0.055980336
0.12428576,0.3217505,0.17080447,0.474195,0.47100788,-0.3013883,0.29952475,-0.048166923,0.012972195,0.16808818,0.3609625,-0.0969041,0.047287997
0.28246534,0.26787585,0.21788472,0.3429718,0.42892247,-0.16129619,0.26225364,-0.015963892,0.03531962,0.14383486,0.2854001,-0.08649705,0.08176792
0.26415476,0.28243664,0.21086095,0.38755083,0.4522733,-0.12857908,0.17276184,-0.02170478,0.0044713,0.11668177,0.19223887,-0.09072043,0.03423736
0.103014156,0.36003163,0.15343794,0.5459626,0.5123166,-0.3636838,0.33080652,-0.027454058,0.01816791,0.19586933,0.39038068,-0.11910713,0.048108827
0.22875687,0.30705202,0.19266327,0.44613272,0.4832847,-0.18057767,0.20676278,-0.015091063,0.012955591,0.130217,0.2350907,-0.105283484,0.036221292
0.09443197,0.3403515,0.1558123,0.54042643,0.5040585,-0.26078752,0.35328764,-0.017994815,0.059643768,0.1810506,0.36576486,-0.0807969,0.07998629
-0.063798204,0.4748315,0.10153564,0.72398496,0.56265926,-0.3226566,0.34025955,0.011671469,0.108458765,0.19254269,0.3206635,0.049790252,0.07401213
0.19028689,0.3817131,0.16211046,0.5338232,0.5620265,-0.22025083,0.26138863,-0.017504724,0.046068616,0.15840705,0.30067453,-0.09012267,0.045150895
-0.318389,0.84144634,0.0053570867,1.2305664,0.8292455,-0.63351613,0.6023229,0.05572004,0.22141011,0.3190849,0.5808201,0.18923908,0.1519321
0.19200757,0.32368433,0.17281207,0.43413687,0.49293596,-0.23723757,0.25296342,-0.03076029,0.010442732,0.13242753,0.30256104,-0.13026032,0.038929652
0.03943722,0.3564083,0.15611787,0.5469236,0.53869253,-0.4206501,0.40137374,-0.0021119453,0.009472527,0.24719875,0.4588626,-0.13760608,0.06918733
0.06975297,0.39466044,0.14683081,0.6142493,0.5574675,-0.30410096,0.32408255,-0.013381353,0.047283277,0.19169767,0.36850014,-0.06885348,0.056947578
0.20648843,0.31209296,0.19358924,0.46978992,0.49028748,-0.20610395,0.2393273,-0.018173197,0.019387335,0.1433733,0.26437864,-0.10122299,0.03620478
0.22851421,0.28719985,0.20472524,0.40331805,0.45518076,-0.12941273,0.2010621,-0.018858893,0.033677846,0.11814314,0.21353745,-0.08495724,0.054541346
-0.038866296,0.41434085,0.18533383,0.7086786,0.5797927,-0.5119364,0.5244994,-0.0510529,0.032185987,0.2673941,0.59094286,-0.11997594,0.07686685
0.06911467,0.3099521,0.16233814,0.50966436,0.45936483,-0.3841044,0.34219283,-0.017556196,0.010214338,0.19957584,0.4124837,-0.14567527,0.050713476
0.07344018,0.38709953,0.20716764,0.7272405,0.5765491,-0.43196455,0.5286051,-0.028954009,0.051782332,0.30498093,0.5749518,-0.09774609,0.11414023
-0.41655272,0.8833823,0.019950211,1.311799,0.8709654,-0.6471154,0.66529113,0.098765045,0.27747282,0.3470174,0.60309845,0.27561456,0.16900715
0.20339274,0.31903717,0.20103067,0.47749174,0.4897511,-0.1986523,0.23600307,-0.009530868,0.03636547,0.14237861,0.2498388,-0.10874131,0.04425731
0.13737091,0.36682558,0.15823825,0.5457585,0.5211016,-0.25237894,0.27193907,-0.01592821,0.04703047,0.16679236,0.30247316,-0.06129151,0.049586672
0.14266503,0.3525085,0.17574632,0.5607314,0.5267886,-0.27646348,0.28869063,-0.014459899,0.037727207,0.1716864,0.32128498,-0.100863785,0.04358728
-0.001023069,0.36889172,0.12567936,0.54896283,0.52741,-0.43499157,0.38417065,-0.005695721,0.013054047,0.23977362,0.4465763,-0.12312503,0.06866972
0.22711797,0.2967881,0.19115323,0.42781276,0.4584707,-0.19352171,0.19815658,-0.015951956,0.0047912747,0.13318193,0.23931947,-0.105220735,0.038608547
0.23559737,0.28108364,0.19532838,0.35889447,0.4461156,-0.20167232,0.23807804,-0.04696829,0.018444274,0.1461237,0.28227183,-0.11512914,0.06550524
-0.36164463,0.7644121,0.02754958,1.1939708,0.7844441,-0.52005047,0.59947354,0.09207429,0.2690077,0.33251897,0.531906,0.27399284,0.17176956
0.24491179,0.30363932,0.19281,0.42668468,0.48303467,-0.13724649,0.19713451,-0.018233312,0.027478328,0.12331548,0.2142036,-0.094285935,0.04384322
0.14137456,0.31699628,0.18771164,0.54092664,0.4784261,-0.3190478,0.34068394,-0.011676112,0.024142688,0.21352385,0.38017514,-0.1156718,0.05696201
0.16049258,0.35982603,0.17990276,0.5681804,0.5871696,-0.39913616,0.41108033,-0.024112957,0.046183564,0.25002626,0.49481636,-0.15218097,0.086929396
-0.27788562,0.6612849,0.06000222,1.0461578,0.7003187,-0.44379982,0.54314405,0.09226033,0.23232114,0.3179929,0.48955727,0.21996053,0.1643368
-0.5405377,0.96617705,0.059540424,1.5962033,0.9908148,-0.6874167,0.8203296,0.1391479,0.3204011,0.45072672,0.7872823,0.34375358,0.22677243
-0.039610982,0.4534026,0.12234773,0.6968854,0.5603368,-0.3638116,0.34755185,-0.020920621,0.06862865,0.20020019,0.37740773,-0.0051781833,0.06700572
-0.17601256,0.5045244,0.08822803,0.8190441,0.6190461,-0.45245305,0.4949127,0.03891422,0.11349185,0.30728978,0.5047907,0.028188538,0.123245776
0.0042812675,0.47610122,0.15120941,0.6965023,0.57881266,-0.31290326,0.33755124,0.0065124137,0.068785205,0.18560958,0.35783345,-0.018373841,0.06420414
0.18970098,0.36202884,0.17577916,0.50975215,0.5325475,-0.29055363,0.3343567,-0.021418484,0.03791126,0.20212235,0.39427546,-0.12626104,0.045910623
-0.17788644,0.60411996,0.07568719,0.90141237,0.64918345,-0.4353478,0.4235913,0.035854846,0.14425856,0.2386655,0.39741522,0.11091459,0.10346033
-0.16679393,0.58384997,0.08357533,0.88952446,0.65948224,-0.40058196,0.43661588,0.028965507,0.13674332,0.2293033,0.42100877,0.10620566,0.09942095
0.23740359,0.26310134,0.21736582,0.36892062,0.43016678,-0.14452383,0.24557136,-0.024133125,0.018372623,0.13669421,0.2621208,-0.085795425,0.056593556
0.19785644,0.31979007,0.19574672,0.4806152,0.49898863,-0.21482025,0.28026983,-0.022865543,0.029503623,0.15650858,0.30148798,-0.11482842,0.03999177
-0.10299666,0.52413255,0.12494156,0.78811634,0.60906625,-0.42450047,0.38348076,-0.009785704,0.09419873,0.22349535,0.41979602,0.015317567,0.08117986
-0.35480368,0.82038546,0.013071679,1.203538,0.8077553,-0.61588943,0.6026166,0.07138112,0.22415376,0.3145896,0.57562804,0.22072463,0.14890195
0.25207865,0.2994881,0.19456652,0.40454936,0.47070456,-0.12049421,0.20497125,-0.04256133,0.03199695,0.11812122,0.20627366,-0.07679404,0.034759898
0.10662494,0.32918885,0.15129979,0.5613677,0.45350224,-0.32007053,0.3205492,-0.006841155,0.0154826045,0.19267884,0.35073128,-0.11463742,0.051551085
0.17137513,0.43291193,0.16348468,0.58685154,0.61474925,-0.23445144,0.28051656,-0.01699896,0.05799663,0.1735275,0.32424173,-0.06254701,0.052951027
-0.040952876,0.43795973,0.13693064,0.6898386,0.5211584,-0.32753637,0.3711899,-0.007984307,0.07852293,0.22233172,0.37252107,0.022812117,0.05180419
0.12986355,0.315783,0.16073039,0.46552658,0.4641645,-0.23535636,0.2794894,-0.041135393,0.0335927,0.15996598,0.3133473,-0.082759455,0.045845125
0.08980146,0.5369962,0.12343884,0.72737175,0.71334404,-0.33656576,0.37400553,-0.025606973,0.09821471,0.22197393,0.4290811,-0.067438334,0.05409513
0.006106496,0.44524115,0.14213814,0.742443,0.6490074,-0.5280844,0.52913326,-0.0107198,0.017167753,0.28555858,0.57167727,-0.16269992,0.06962082
0.20761582,0.31255037,0.19270292,0.44876224,0.47121376,-0.14928587,0.19518656,-0.025088815,0.02405818,0.13016528,0.21081206,-0.06684299,0.045825433
0.0944159,0.40305832,0.14058234,0.5967395,0.54049104,-0.28806794,0.2902268,-0.00877898,0.046600655,0.16845305,0.3173502,-0.07040131,0.051181626
0.2373215,0.3147143,0.20234448,0.45333785,0.5130172,-0.16808884,0.2419792,-0.027174646,0.020597707,0.15251918,0.2761524,-0.10130942,0.034009304
-0.039941564,0.44454372,0.103884935,0.72972524,0.55462706,-0.31085905,0.40394682,-0.0022722557,0.083830535,0.19094816,0.38350612,0.033051025,0.103868335
0.13137779,0.46738657,0.13822004,0.7258205,0.661496,-0.44607928,0.4654979,-0.00609106,0.07202407,0.2812016,0.5373874,-0.17270891,0.0689694
-0.21764506,0.6404112,0.07232323,1.002727,0.7083891,-0.5019493,0.4908748,0.016889542,0.1353015,0.26984447,0.48607194,0.1084881,0.101416945
0.15729909,0.34365392,0.1953254,0.49300647,0.48065585,-0.17215148,0.20722456,-0.0082170535,0.03485661,0.14154136,0.22277628,-0.045864888,0.051826093
0.18880945,0.30764744,0.17168206,0.4673922,0.47977322,-0.1861017,0.2736753,-0.029483074,0.03248042,0.13088298,0.28124094,-0.06740374,0.060105864
0.13571866,0.4026808,0.15549001,0.6045872,0.5818417,-0.31109595,0.3165092,-0.009594962,0.04282184,0.1847579,0.3648739,-0.09352267,0.0447223
0.17270309,0.37961835,0.1574058,0.53161263,0.56106436,-0.3152943,0.34804407,-0.017015057,0.04212556,0.20579766,0.41538626,-0.13967474,0.04941381
0.17961197,0.30810753,0.17903668,0.3989218,0.4617222,-0.24180597,0.24255638,-0.03246747,0.011973038,0.14103384,0.29506603,-0.12810667,0.037541796
-0.06908746,0.5525531,0.10389156,0.7780897,0.6205413,-0.38446128,0.36129832,0.016427623,0.09120573,0.20420481,0.36621702,0.029478494,0.090100706
0.22920044,0.48238543,0.14831993,0.67321557,0.75450927,-0.32978824,0.38418755,-0.009875195,0.09947666,0.23561832,0.5018238,-0.15513779,0.06453654
0.18175027,0.3316273,0.16351208,0.5005384,0.51016426,-0.22365509,0.25562125,-0.027087418,0.032068066,0.14919437,0.28959987,-0.09719999,0.04506613
0.020492017,0.3911336,0.13665986,0.6490243,0.5682043,-0.34334466,0.37822717,-0.01740461,0.0483068,0.21049093,0.39834395,-0.078892514,0.0614401
0.15201186,0.32247376,0.16205654,0.4366296,0.48225272,-0.28600726,0.28145742,-0.025538111,0.016889747,0.15244481,0.33866087,-0.13649948,0.04193383
0.19706537,0.28057447,0.18745032,0.35982597,0.4424382,-0.23038019,0.24829604,-0.014553307,0.009076815,0.15301284,0.2965422,-0.119881526,0.057452586
-0.009349808,0.41643992,0.14063902,0.64105445,0.5540024,-0.28842053,0.32000673,-0.011762407,0.05317545,0.17457736,0.35029382,-0.020309737,0.066146016
0.11199589,0.36249653,0.15003794,0.5537757,0.5168007,-0.22929187,0.2863834,-0.022847818,0.049363315,0.15588105,0.2929825,-0.06675721,0.057741176
0.09712425,0.33089393,0.15104885,0.501725,0.4915015,-0.315973,0.32065666,-0.020308541,0.025996367,0.18288703,0.36947227,-0.13900717,0.054491606
-0.16624244,0.6199608,0.11654496,0.9782971,0.65823674,-0.44519588,0.48071438,0.017475728,0.09664269,0.24841624,0.45710322,0.08404644,0.083889246
0.15957873,0.37000328,0.16170603,0.5580149,0.5479809,-0.32036027,0.33028355,-0.012387952,0.039457627,0.19088244,0.3813003,-0.13377777,0.04349381
0.19729868,0.30865884,0.18626061,0.46754962,0.46063548,-0.23110153,0.23005146,-0.019217888,0.008122422,0.14450121,0.26441887,-0.10525575,0.03893796
-0.053461492,0.49262708,0.13470998,0.7634259,0.5999867,-0.38373262,0.38699266,-0.0022933017,0.06666509,0.21790309,0.4195699,-0.01157237,0.06743987
0.20404966,0.30283707,0.18902916,0.41281354,0.44304895,-0.14770865,0.16938186,-0.018377798,0.024555763,0.1193911,0.1848056,-0.06762572,0.048505384
0.04848151,0.45884284,0.1368032,0.6614616,0.5832811,-0.29400134,0.30640054,0.00078114495,0.067951664,0.18496786,0.3198411,-0.021596804,0.069811925
-0.6147663,1.1433638,-0.04727506,1.6786686,1.0447998,-0.8389741,0.87948704,0.15593453,0.40418717,0.45753112,0.7897423,0.42293411,0.25056866
-0.26305705,0.6809921,0.07037242,1.070535,0.7500128,-0.54575855,0.5547832,0.019950422,0.14905836,0.3151086,0.55687916,0.12438908,0.11186637
-0.054459035,0.50400215,0.13238536,0.74259275,0.5825973,-0.33873206,0.338007,-0.0027530044,0.087246224,0.19757122,0.34111878,0.023899533,0.07358061
0.1314354,0.29979274,0.1644222,0.50335044,0.47635466,-0.27375874,0.30764356,-0.023507984,0.029558828,0.17038827,0.34266895,-0.097267576,0.055937063
0.120841295,0.4013611,0.13959987,0.5663547,0.52364403,-0.27157837,0.31263152,-0.008428359,0.056442797,0.17417663,0.34641144,-0.08421497,0.078122735
0.2750793,0.28308347,0.22239363,0.3527286,0.44899166,-0.10581954,0.14262803,-0.02361898,0.0024946798,0.10446814,0.1639786,-0.09570062,0.030379351
0.24254254,0.27204782,0.2082423,0.35548568,0.4347148,-0.13036084,0.16549225,-0.029234717,0.00047205016,0.10775313,0.19844939,-0.100363046,0.031181563
0.16571736,0.36828348,0.16388363,0.5300631,0.5360576,-0.2064698,0.26405835,-0.022564644,0.045713104,0.1529573,0.28768277,-0.075073235,0.05634788
0.037458412,0.36316678,0.13531987,0.568643,0.5597052,-0.42015928,0.40438172,0.00514339,0.023832845,0.24820736,0.45961365,-0.13647275,0.06956664
0.24949944,0.31256494,0.19594906,0.4438814,0.49046862,-0.17019628,0.20013349,-0.013730792,0.014760118,0.13236578,0.23433319,-0.102773994,0.041057017
0.125621,0.36237705,0.14996554,0.51897484,0.4995796,-0.27304,0.26407543,-0.01988207,0.03316421,0.14656307,0.300392,-0.0920296,0.044897642
0.18842791,0.3674965,0.18825036,0.5174809,0.5608258,-0.18308282,0.2562828,-0.02772419,0.033509806,0.15117092,0.28427356,-0.07432294,0.04167677
0.02874069,0.4557165,0.115779504,0.66112113,0.5586585,-0.33190238,0.31032062,0.004189263,0.07863415,0.18661763,0.3334986,-0.006539872,0.06420761
-0.11630027,0.64693236,0.078725204,1.0087996,0.780332,-0.4509809,0.50190395,4.814379e-05,0.15635528,0.28262395,0.54278594,0.07286896,0.103174835
0.16457443,0.31502563,0.16213329,0.4767201,0.48457897,-0.24384916,0.26468924,-0.028290758,0.021047937,0.15116839,0.30128017,-0.10904735,0.040670004
0.15390092,0.31667778,0.16505957,0.49401456,0.4852085,-0.2530352,0.26517355,-0.0256737,0.020173261,0.15034597,0.29731664,-0.10796833,0.03572284
0.01071322,0.39071897,0.17240861,0.5932156,0.587149,-0.5563313,0.46286243,0.0015986972,0.011631928,0.30306765,0.58770114,-0.14991842,0.10606329
-0.037956163,0.41774455,0.15520212,0.663232,0.5994639,-0.56930816,0.5138602,-0.013020845,0.016534235,0.28176144,0.58976007,-0.15366356,0.10131188
-0.5506065,1.0253662,-0.013472095,1.5385062,0.9780994,-0.7762009,0.79031444,0.12634978,0.32949734,0.4071271,0.74923474,0.34799004,0.20116737
0.25285664,0.2560542,0.20172322,0.34358925,0.4251488,-0.14875089,0.16859816,-0.027156005,0.0005471865,0.1190068,0.21313822,-0.10920973,0.037662048
0.24153465,0.33310458,0.18076995,0.47616947,0.54027116,-0.1642516,0.2322023,-0.031381287,0.031814918,0.14245032,0.2657204,-0.10320754,0.04091681
0.18761852,0.32594192,0.17267296,0.48316705,0.49209642,-0.22490104,0.2421949,-0.012884794,0.03056985,0.14909318,0.27253354,-0.115449,0.044360008
0.23109505,0.31665418,0.179078,0.44996548,0.4991247,-0.1703505,0.21369953,-0.02811305,0.02836408,0.13768049,0.24437997,-0.085325286,0.046569336
-0.14816822,0.6011309,0.070759185,0.89700186,0.66080457,-0.4150865,0.433928,0.02895829,0.1395612,0.23872077,0.41031167,0.10070926,0.11184153
-0.09092888,0.5042438,0.13680428,0.77093714,0.5694643,-0.40312546,0.37090963,-0.014194982,0.07540392,0.2023258,0.41980353,0.004778795,0.07701063
0.1671184,0.27054366,0.17539263,0.48033315,0.42881966,-0.25933397,0.2809865,-0.0069845896,0.037238553,0.18960634,0.33154777,-0.10048519,0.04815426
0.26886943,0.37174308,0.19482824,0.5313795,0.62649965,-0.2105227,0.3048586,-0.022050595,0.06405313,0.18957387,0.36970702,-0.12228049,0.04733525
0.17228498,0.31190977,0.18669736,0.46113878,0.47297108,-0.24744374,0.26813722,-0.03709554,0.0116161555,0.15589555,0.30785438,-0.106173456,0.03890839
0.11698624,0.40910974,0.14446276,0.62113655,0.580238,-0.35033268,0.35555357,-0.0030475035,0.057680428,0.19652244,0.39829278,-0.1280978,0.05397291
0.15730079,0.30295494,0.18002862,0.42662913,0.4569453,-0.25633854,0.26380935,-0.038173564,0.007176947,0.14435574,0.31699294,-0.115773246,0.036052722
0.10034884,0.3260581,0.18196356,0.49337804,0.47662783,-0.30456403,0.32400954,-0.05118812,0.018982874,0.15800247,0.37728897,-0.099581406,0.042115305
-0.014386296,0.39810225,0.18568769,0.6561955,0.626367,-0.6542785,0.52023786,0.023041878,0.01774353,0.36140287,0.6578122,-0.14046659,0.15391569
-0.18848433,0.5668945,0.07992073,0.8668343,0.61390615,-0.37057707,0.42803314,0.041465163,0.20108995,0.22823386,0.36944982,0.12774505,0.10133304
0.06557356,0.3825461,0.15581174,0.5428104,0.5072112,-0.3014785,0.28357244,-0.026566671,0.041456327,0.15940066,0.3236305,-0.06978759,0.046825897
-0.16417895,0.5215262,0.103275836,0.81303996,0.6097222,-0.4038006,0.46653092,0.016098317,0.1479892,0.27330786,0.43983236,0.07544845,0.09642853
0.082711294,0.35074052,0.14756103,0.53374225,0.49887824,-0.41522068,0.37876558,-0.015480062,0.015583847,0.21969907,0.4444606,-0.16702586,0.05097231
0.1611169,0.3467395,0.18189298,0.5176531,0.5080396,-0.20732355,0.2559252,-0.020146804,0.038509794,0.15536357,0.27762902,-0.08268683,0.050689664
0.19808291,0.3128839,0.1860188,0.4358539,0.46383476,-0.15410264,0.19347042,-0.026604867,0.03197284,0.12870477,0.20049804,-0.06775709,0.05039085
0.12777555,0.38683257,0.15948042,0.5444953,0.51431876,-0.2300496,0.2554955,-0.01591239,0.04611274,0.14975514,0.274232,-0.041826345,0.057117667
0.13282123,0.31363055,0.18212491,0.48078924,0.5055938,-0.2839895,0.32714802,-0.02456774,0.015097151,0.16811624,0.35841492,-0.12451945,0.058256578
0.18994406,0.2982665,0.17124704,0.43735772,0.4714983,-0.18756814,0.21938159,-0.017177833,0.029496184,0.12733105,0.25832468,-0.06988169,0.06608179
