size_D,duration_D,dba,nlan,t05,t07,t11,t12,t13,t15,MI_size_D_duration_D,MI_size_D_t07,MI_size_D_t09,MI_size_D_t11,MI_size_D_nlan,MI_size_D_t08,MI_size_D_app,MI_duration_D_t07,effort_D
0.16789283,-0.06245124,0.6761142,0.68270475,0.5723795,0.3040839,0.41011453,0.7928283,0.78794664,0.7036932,0.18176745,0.01221539,0.2604315,0.1617352,0.22600664,0.17070147,-0.019583944,0.14283246,0.11225164
-0.08552426,0.07800697,1.1656011,0.6575426,0.59534854,0.85608846,0.43588215,1.8101473,1.4710343,1.0743934,0.13319208,0.51002795,0.7801435,0.372782,0.4117333,0.55382246,0.114443466,0.9380563,0.23930094
1.0650579,0.36753997,1.252109,1.6589264,1.1618712,1.2958468,1.395261,2.3132975,2.1510737,1.4370223,0.85994697,0.6957141,1.5192744,1.1132551,1.2840617,1.057837,0.81502604,1.348101,0.54433256
0.020400483,-0.041150697,0.8091001,0.5762203,0.5976787,0.4775331,0.36857867,1.2210819,1.0941867,0.84042615,0.13151142,0.20818385,0.50676864,0.29825515,0.29156724,0.37598485,0.027165756,0.41448167,0.13804005
0.57321995,0.11347734,0.8219583,1.0345365,0.7757887,0.72335505,0.7988647,1.3994864,1.3560126,0.9283625,0.48848212,0.29485866,0.84605795,0.63740885,0.7050416,0.61488146,0.36115652,0.63805586,0.30104464
0.08441195,-0.0953193,0.69868404,0.6315394,0.53500724,0.2548688,0.35869813,0.7161027,0.6914037,0.69837826,0.10776467,-0.00995961,0.14788294,0.06685191,0.119140565,0.089906976,-0.08329143,0.09191701,0.08956979
0.07724342,-0.12301439,0.7056808,0.6420005,0.5608989,0.23132432,0.36502272,0.76367134,0.75132173,0.71736676,0.11263874,-0.035519518,0.17400575,0.113742694,0.13920361,0.12040815,-0.103411876,0.078211114,0.09756853
0.105738945,-0.082166485,0.6715574,0.6218777,0.53163373,0.2619939,0.35973275,0.7237178,0.70204043,0.6899068,0.11944586,0.003940385,0.17185265,0.09252186,0.14529824,0.11603957,-0.059792362,0.11029808,0.09393592
0.029277809,-0.113301404,0.648762,0.53025496,0.47217566,0.22357091,0.2885169,0.72757155,0.7140524,0.66661996,0.08032255,-0.011263831,0.17460561,0.08821845,0.10948822,0.14746305,-0.07875821,0.11468704,0.06472404
0.100994,-0.093117684,0.6515681,0.6394406,0.5139872,0.24522907,0.36541688,0.75442,0.73557156,0.7015142,0.12537795,0.021325327,0.21145582,0.12284449,0.16119689,0.12618539,-0.04650905,0.1257743,0.09453596
0.09118214,-0.086950235,0.69340366,0.6284343,0.5376454,0.26176578,0.3563143,0.7185982,0.6949502,0.7001671,0.11202212,-0.011274887,0.16067971,0.06874204,0.13112333,0.0864712,-0.07033715,0.09835126,0.082166776
0.27428108,-0.016008284,0.6480361,0.7571006,0.56868076,0.38867018,0.47907847,0.9807536,0.92183137,0.7523101,0.25055984,0.12761898,0.41982728,0.314401,0.3730019,0.31547102,0.12209381,0.31668726,0.1714313
1.1391073,0.3752269,1.3363049,1.7706741,1.3042271,1.3757331,1.4875616,2.48722,2.4126878,1.5087488,0.9441276,0.67836064,1.7192028,1.2582662,1.3900231,1.1858367,0.8341196,1.3400021,0.5933889
0.052100018,-0.10137701,0.6984721,0.58819854,0.5126488,0.2394565,0.32410282,0.6855585,0.68175185,0.6890503,0.08596013,-0.027843243,0.111843206,0.040064894,0.08759339,0.06399952,-0.09563801,0.07667697,0.08247493
0.039872702,-0.09156158,0.6183153,0.51852685,0.42684823,0.25586674,0.3044724,0.7638242,0.70573306,0.6374115,0.078789465,0.05296558,0.21850166,0.12426148,0.14557813,0.19196749,-0.029114498,0.17765093,0.072338276
-0.009682732,-0.051846106,0.66599,0.46560818,0.45745042,0.35373363,0.2780719,0.93631315,0.86528146,0.68782777,0.08972629,0.14295466,0.33749983,0.18200852,0.19602156,0.2766942,-0.008500658,0.30489555,0.10016854
0.12820521,-0.1137321,0.6684875,0.6441443,0.5791564,0.3103619,0.41392213,0.8762745,0.8159637,0.72194827,0.16998172,0.060551338,0.28541434,0.20195241,0.23130308,0.2713067,-0.03723014,0.16068295,0.11780208
0.22316244,-0.10411784,0.7542466,0.8009931,0.67395175,0.32693723,0.5037174,0.9169843,0.87678254,0.80080587,0.21835342,0.07316136,0.31908217,0.20876306,0.30139336,0.21168983,-0.026913276,0.14458534,0.15026636
0.1286232,-0.06571635,0.71458167,0.6901362,0.5583149,0.2777849,0.41582268,0.7552267,0.70158035,0.724801,0.14987467,0.040111363,0.20384167,0.09940131,0.18390426,0.1128687,-0.031440586,0.12495393,0.1045357
-0.06217978,-0.092892714,0.6116336,0.3873695,0.372333,0.22224453,0.19311827,0.69539356,0.7091307,0.62703943,0.008662617,0.014366303,0.14308302,0.051905,0.05522716,0.10789404,-0.07755735,0.15521908,0.063803956
0.62126046,0.1664842,0.87018454,1.053757,0.8412406,0.81725293,0.8689664,1.4703817,1.426305,0.97688925,0.49716917,0.36241138,0.9362631,0.68049175,0.77200526,0.65798074,0.41907609,0.70329326,0.29678792
0.051748812,-0.08981808,0.6607606,0.5447714,0.4820747,0.23680577,0.28348303,0.6934934,0.70131135,0.6661649,0.06487764,-0.020554634,0.13171063,0.053239882,0.08939311,0.07805038,-0.091296986,0.09759166,0.06471705
0.068174355,-0.113145106,0.6866004,0.57222635,0.5443842,0.23008728,0.34517145,0.7186316,0.75411224,0.69152904,0.10402079,-0.029432619,0.15186006,0.08742075,0.12939109,0.13441639,-0.097729966,0.06548317,0.1098896
0.042584747,-0.115197994,0.68771446,0.5808439,0.50051934,0.22125602,0.31236356,0.69620574,0.7006811,0.68209916,0.082495324,-0.03882806,0.124385096,0.052119993,0.092640325,0.08853378,-0.09672779,0.08447848,0.08032925
0.33093137,-0.030730408,0.7611424,0.8659029,0.76915663,0.48914304,0.57631284,1.106004,1.1548634,0.8187315,0.32239014,0.09549366,0.5808628,0.40544727,0.46117738,0.36523968,0.10054657,0.2632238,0.19994742
-0.012419711,-0.032017406,0.6360535,0.427636,0.38908738,0.3527287,0.25801545,0.897312,0.8032996,0.6489366,0.069778554,0.1637228,0.31353587,0.15872504,0.17527258,0.26189205,0.014268152,0.32977384,0.08027547
0.053525947,-0.100864775,0.6967374,0.58650786,0.51876664,0.23998761,0.3271138,0.68257177,0.6808419,0.68643963,0.08892179,-0.025175313,0.11539141,0.038915258,0.089002326,0.06290518,-0.095757075,0.075943306,0.08254224
-0.05372892,-0.03720702,0.83706784,0.5033146,0.46105894,0.4455557,0.26655096,1.1539764,1.0693028,0.85077745,0.08434636,0.16488637,0.38752562,0.19840363,0.16730183,0.26686928,0.005509369,0.46702588,0.14018984
0.026134763,-0.10424557,0.72444,0.56726766,0.53654397,0.21760646,0.29765874,0.6772781,0.7234714,0.71064603,0.07499657,-0.036440335,0.10006422,0.028697003,0.07391532,0.050320998,-0.12776135,0.06713545,0.1074359
0.121292,-0.11873053,0.7230178,0.67295295,0.59926546,0.2432693,0.39422548,0.7796442,0.80156094,0.7339574,0.13805346,-0.023962134,0.20946828,0.1336805,0.1961238,0.14995788,-0.09443723,0.066201866,0.116516426
0.106783666,-0.089377634,0.67716306,0.63781685,0.5421572,0.258566,0.36153388,0.74098057,0.7494444,0.68639654,0.14062871,-0.0215451,0.20259063,0.10756165,0.164999,0.13779026,-0.056571282,0.10626907,0.09117596
0.6529169,0.13056563,0.89538807,1.1866163,0.87722105,0.79780847,0.9180618,1.5488628,1.4558449,1.0408785,0.54554343,0.34479192,0.9483115,0.6998701,0.8015246,0.67989624,0.4131394,0.73404825,0.33122492
0.4768073,0.07310124,0.738872,0.9399995,0.6779319,0.592704,0.6934726,1.2198348,1.1142902,0.867086,0.4152769,0.26188505,0.64661634,0.4835079,0.57820094,0.46565154,0.2876829,0.53530437,0.26343066
0.0014047893,-0.108044975,0.7019859,0.5157981,0.4719411,0.21751243,0.25523543,0.653116,0.68901676,0.67925507,0.03372923,-0.04632815,0.07217898,-0.0013650153,0.033107564,0.022554165,-0.12849297,0.06619915,0.06531867
-0.055043567,-0.013841529,0.7776635,0.47948164,0.4285716,0.49105287,0.3015148,1.1176999,0.97956693,0.7547062,0.08264088,0.24926935,0.4353544,0.20642479,0.2221381,0.3237967,0.04193882,0.5058682,0.122907
0.3991064,0.05675224,0.77350193,0.91219634,0.6968003,0.53508115,0.668524,1.1034323,1.0008782,0.8619632,0.35498062,0.22160795,0.53571343,0.3519006,0.48168743,0.3933814,0.19744717,0.44656795,0.19875069
0.34826523,-0.08654667,0.87994117,0.95954573,0.84877175,0.48090488,0.6394123,1.206278,1.203296,0.95374924,0.39328822,0.13073462,0.5279904,0.3861864,0.49453714,0.3660776,0.060160644,0.2257173,0.30867553
0.49054214,0.10937903,0.7834671,0.9223559,0.6977691,0.6150337,0.673235,1.285598,1.2333412,0.88846093,0.40987322,0.25775763,0.7335951,0.5364885,0.58638144,0.5270821,0.31180978,0.57782686,0.28203386
0.0038871067,0.023126334,0.804138,0.5272034,0.4302685,0.55589396,0.35552198,1.1933163,0.9916916,0.76045996,0.10740158,0.33728272,0.4867435,0.25531372,0.29984573,0.37873656,0.08796157,0.571008,0.1459741
0.12562089,-0.13186467,0.7242786,0.6996216,0.59692055,0.25367743,0.4247046,0.79563016,0.77483034,0.7358162,0.14415407,0.00025786646,0.20433283,0.14360389,0.19149092,0.16934168,-0.09556322,0.07856636,0.115051284
-0.020358142,-0.04800602,0.663153,0.44498688,0.4060325,0.38178828,0.26956984,0.946312,0.8230728,0.66505635,0.07083288,0.15518068,0.3267858,0.17754361,0.19082367,0.28351873,0.008726329,0.34369156,0.076161265
-0.025975991,-0.06444077,0.70689297,0.47211722,0.45350686,0.32956934,0.2523902,0.96769863,0.8960442,0.7493687,0.085929126,0.11953103,0.33218262,0.15707992,0.15905002,0.2690634,-0.027973115,0.32269365,0.10369143
0.8345824,0.26736298,1.0502752,1.3550774,0.9566608,1.0220975,1.1195463,1.8385655,1.7104697,1.183896,0.6667038,0.53059936,1.1791309,0.861916,0.99127805,0.8443917,0.6181515,1.0455849,0.43670627
0.15248106,-0.059768293,0.7580746,0.7411887,0.62866217,0.3251807,0.3969133,1.0439556,1.0273039,0.8583488,0.1748981,0.07128344,0.40387166,0.24889094,0.2510916,0.22629979,0.027329786,0.2718259,0.15733728
0.6361482,0.16751271,0.8716002,1.1036315,0.78553057,0.7963254,0.88297707,1.5098169,1.4076145,0.99742264,0.53937817,0.39523208,0.90580976,0.6756014,0.7681076,0.65121394,0.45505285,0.79294324,0.35587808
0.18098259,-0.07745153,0.7318044,0.70825475,0.6502693,0.3042942,0.42147905,0.8458872,0.8881865,0.7515143,0.20026535,0.020019652,0.28793636,0.18497685,0.25567925,0.20277789,-0.042544633,0.13130268,0.15723446
0.07242967,-0.09151279,0.6817776,0.6051388,0.5070401,0.24720243,0.34935176,0.68883663,0.672098,0.68000734,0.09949202,-0.0017610658,0.13322657,0.0603465,0.11225514,0.070914224,-0.074633926,0.08654561,0.08484345
0.29195786,-0.0022576232,0.6968636,0.77683145,0.61416304,0.42669213,0.51458865,0.9219992,0.90303594,0.73496896,0.27079597,0.09892073,0.41832367,0.28052473,0.367629,0.2710435,0.09539541,0.26976234,0.14243513
0.030640524,-0.12391098,0.6750088,0.56624854,0.47936928,0.21650928,0.3004564,0.7143287,0.7188593,0.6715474,0.07944328,-0.024685202,0.1530961,0.06828995,0.099301904,0.12506707,-0.08295829,0.10693844,0.07332286
0.07688877,-0.086305775,0.6970686,0.6192732,0.5371632,0.2572071,0.35147667,0.7026182,0.6710414,0.70228636,0.08545921,0.0022755917,0.14420474,0.05926068,0.11505023,0.085295215,-0.07432698,0.0914278,0.07865815
0.061851174,-0.07785823,0.60023105,0.521836,0.41651666,0.32743654,0.3604697,0.79413056,0.6882668,0.6105266,0.10787089,0.1288948,0.27847156,0.16622262,0.18863942,0.2054637,0.024653694,0.2262879,0.10685302
0.27296114,-0.041165937,0.6770955,0.75345653,0.61786294,0.39641654,0.48875535,0.98939234,0.9739918,0.75706255,0.2632489,0.1000073,0.46501106,0.33989805,0.37926653,0.3231286,0.08951232,0.29346034,0.17773904
0.49013868,0.086610116,0.76975113,0.9720299,0.705702,0.6019382,0.69751024,1.2718034,1.1556551,0.91149795,0.4142223,0.26928386,0.6773292,0.49451968,0.5960391,0.49075198,0.29971534,0.558238,0.27387685
0.23686545,-0.08124904,0.73146266,0.7703231,0.66059357,0.3411148,0.49540854,0.9125271,0.92298687,0.7603066,0.24673492,0.041028462,0.3722192,0.24935968,0.32041967,0.24674511,0.0007059433,0.16089088,0.16616106
0.07893924,-0.09031646,0.6802673,0.6110954,0.525682,0.24872044,0.34272718,0.70608884,0.69586533,0.6896732,0.10439045,-0.018688796,0.14974494,0.06986906,0.120324254,0.08509217,-0.07754886,0.08980347,0.08346989
-0.06879273,-0.07403618,0.82054687,0.52338845,0.4773538,0.33699834,0.2344397,1.0655992,1.0176964,0.85696894,0.076700255,0.07154201,0.3268515,0.15761247,0.11432041,0.22716397,-0.040099878,0.35637337,0.12002985
-0.041980676,-0.012242498,0.76645356,0.47717854,0.4543055,0.4355233,0.26472974,1.1164937,1.000456,0.77750856,0.08132642,0.21546608,0.42875993,0.19964312,0.2172442,0.33141416,0.016816728,0.45927083,0.10714018
0.037536193,-0.103882074,0.6222012,0.51341003,0.45507053,0.2486755,0.30436844,0.76139814,0.7383276,0.64766186,0.08486768,0.034300514,0.22909342,0.1292548,0.14877787,0.1987418,-0.041611556,0.14701831,0.07834287
0.03840461,-0.11597199,0.7129272,0.6088136,0.5261868,0.2229765,0.31689602,0.7363734,0.7320919,0.7270372,0.08599832,-0.024740154,0.13633248,0.05163134,0.084935956,0.090023056,-0.104250655,0.08824555,0.08571302
0.26967946,-0.016265582,0.69640625,0.7703991,0.6168905,0.40487146,0.5002801,0.9021815,0.8873157,0.7337786,0.26059878,0.079987645,0.39340737,0.2586995,0.34311116,0.24713981,0.0735181,0.24012336,0.13471445
0.019980911,-0.07621776,0.64420545,0.44431508,0.42410794,0.24334067,0.23511839,0.76826423,0.77706265,0.6657653,0.07693183,0.046486475,0.22613299,0.12755272,0.123063356,0.19357708,-0.042737536,0.2098071,0.09802629
0.1853763,-0.0323385,0.7440759,0.75924754,0.60028034,0.34098426,0.4810179,0.8317749,0.7463366,0.7703867,0.17632511,0.080467284,0.26314053,0.13513094,0.23562606,0.15207137,0.021764403,0.18285179,0.109526694
0.21277058,0.03379672,0.8834214,0.83868146,0.7392692,0.43142515,0.43285906,1.2774414,1.3054726,0.9596431,0.24396159,0.119551174,0.55271596,0.3326028,0.35085225,0.3104273,0.11845147,0.42700848,0.23241112
0.22303358,-0.14391458,0.88136333,0.8421032,0.78590685,0.32329002,0.53516215,0.9825089,1.0799735,0.8687775,0.2419884,0.01261556,0.36134955,0.25444752,0.34271243,0.23778322,-0.09601096,0.065620914,0.19521362
0.17008756,-0.050239313,0.6723533,0.6894593,0.579136,0.3135561,0.41393578,0.78266,0.79051477,0.6963081,0.18441753,0.0064178286,0.26792696,0.16603798,0.2262432,0.16416335,-0.011519939,0.13428232,0.10692635
0.042653874,-0.09755913,0.68578213,0.5607923,0.50806206,0.23598385,0.31181192,0.66180134,0.6672119,0.6738364,0.09049997,-0.025079941,0.099739164,0.03595861,0.08256298,0.05406653,-0.097365916,0.06770791,0.09468773
0.039916016,-0.09675644,0.7079988,0.60396737,0.58888024,0.23691323,0.32073265,0.7743089,0.7738439,0.7285945,0.1161149,-0.038625084,0.19493587,0.11180107,0.13001025,0.10519114,-0.107861005,0.09416575,0.10714558
0.10718748,-0.08128932,0.67462844,0.6268894,0.53914696,0.265746,0.35731024,0.7368852,0.7302187,0.7007134,0.124994114,-0.009188229,0.18738604,0.10334575,0.1552581,0.11555039,-0.058198072,0.11127248,0.093124524
0.33947873,-0.010539066,0.7910546,0.8883388,0.7731959,0.4785684,0.6090608,1.0652125,1.029006,0.85741127,0.32089826,0.12723316,0.4973436,0.33597577,0.4343798,0.35705212,0.077243865,0.28777328,0.17540829
-0.0029573236,-0.005176167,0.70309013,0.47713745,0.42068136,0.43703395,0.30045426,1.0261643,0.9021456,0.7222423,0.078799225,0.22406496,0.4193243,0.20579961,0.23514925,0.31961507,0.04939809,0.42531475,0.086290404
0.05572366,-0.10539519,0.69631106,0.597014,0.51787496,0.23842543,0.32959545,0.69528127,0.68778086,0.6890654,0.09280321,-0.02712694,0.12179367,0.049373865,0.096504346,0.07748371,-0.09490297,0.08162355,0.083984435
-0.024807688,-0.061602827,0.6406558,0.42934123,0.40073407,0.30167067,0.2430306,0.8696786,0.79767054,0.67169493,0.064697064,0.10827928,0.2782179,0.13477075,0.14114155,0.23658746,-0.02314984,0.28062725,0.08890094
-0.00707832,0.00945745,0.81384796,0.52074283,0.5086768,0.51588684,0.30727178,1.2543644,1.1059821,0.8154249,0.109163165,0.2815486,0.51582843,0.27540165,0.29764876,0.40161026,0.056186445,0.5241999,0.13004889
0.06684623,-0.1040376,0.7053951,0.6208632,0.5246252,0.2429969,0.3444327,0.7131817,0.6964952,0.7005054,0.09755337,-0.017812936,0.14217032,0.050493076,0.10936333,0.08083368,-0.08441323,0.095662795,0.079052605
0.00056670606,-0.12678255,0.70435894,0.5436706,0.48487592,0.19345462,0.25650918,0.69964653,0.74003893,0.6926614,0.047834445,-0.054343373,0.10739609,0.030819988,0.05538016,0.06357679,-0.1234401,0.08336252,0.07605085
0.1362874,-0.07108541,0.6626951,0.6358215,0.567271,0.30615655,0.3936475,0.76054126,0.73108435,0.69200027,0.1304542,0.022129714,0.22584537,0.12782867,0.17544456,0.16641265,-0.038398217,0.12723854,0.10451801
0.046678275,-0.0842363,0.72061104,0.5540025,0.54785204,0.22902521,0.29657096,0.6840078,0.74557674,0.70207196,0.10191362,-0.024544703,0.09873688,0.03094203,0.093303055,0.06893349,-0.11863205,0.089681774,0.122329056
0.039340816,-0.07096372,0.60505605,0.49826038,0.4105997,0.27141133,0.30576694,0.76682657,0.6877814,0.62357074,0.07512436,0.079945475,0.22688018,0.13159414,0.15176313,0.19530195,-0.009075493,0.1988264,0.06913534
-0.02699906,-0.07738897,0.6593973,0.43588427,0.42424598,0.28404927,0.239058,0.8691962,0.8113087,0.7102776,0.06346735,0.0872746,0.27189326,0.1362913,0.12626539,0.23498926,-0.037855797,0.25627983,0.09016824
0.019844048,-0.0956932,0.64600086,0.52570915,0.463729,0.2685247,0.28538737,0.7682015,0.73017496,0.65910375,0.1182885,0.043090887,0.21613346,0.117303506,0.13336797,0.16700843,-0.0372345,0.17415142,0.09478174
0.77224123,0.20503955,1.0097789,1.3295082,0.9843617,0.9489832,1.0683666,1.7872391,1.6295233,1.1923007,0.6326362,0.4672602,1.0874262,0.7880122,0.9374209,0.7945018,0.5354509,0.9275807,0.38125783
-0.105884716,0.089789815,1.1759684,0.63842386,0.60394466,0.8490974,0.3932535,1.8528435,1.5143874,1.1003536,0.12883262,0.50959045,0.7974749,0.3535038,0.41459912,0.56249297,0.08880356,0.93010336,0.23089364
0.030975986,-0.08138293,0.6178743,0.5040398,0.43079954,0.25574675,0.3034463,0.75449085,0.71166676,0.62992704,0.07962694,0.054603383,0.22928129,0.121081725,0.15015651,0.19083935,-0.0197684,0.1685439,0.0707743
-0.007638173,-0.03453071,0.6298681,0.4278798,0.39193746,0.34074095,0.2628874,0.8822154,0.7890079,0.6438295,0.06893808,0.15201864,0.3008383,0.15498874,0.1765422,0.2583287,0.011136852,0.3074248,0.07972003
