Transactions,PointsAdjust,Envergure,MI_PointsAdjust_Entities,MI_PointsAdjust_Language,MI_PointsAdjust_Envergure,Effort
0.3716411,0.35884213,0.72141033,0.17924882,0.40457034,0.45537156,0.44680634
0.11336742,0.080782086,0.4832601,0.0016495548,0.0315111,0.08360106,0.042676125
0.08388083,0.034516282,0.16981821,0.015830312,0.055388365,0.017538184,0.051746015
0.16174464,0.30231148,0.75593334,0.23733227,0.3308094,0.3174965,0.45539743
0.15997294,0.11720583,0.6250988,0.02974726,0.12359344,0.116898574,0.1491043
0.33339575,0.3321699,0.28478009,0.1420012,0.23408699,0.25729728,0.15339537
0.12057251,0.14948958,0.38182735,0.085806035,0.16324328,0.12088049,0.07759922
0.093795344,0.09803082,0.5085019,0.035488755,0.16007718,0.09782987,0.08437831
0.17484602,0.23242253,0.5457021,0.17457886,0.26587275,0.226614,0.096525595
0.1580837,0.07419924,0.70108587,0.025418038,0.07568672,0.110438906,0.16340809
0.3069627,0.4634179,0.5619413,0.538498,0.38899824,0.40457517,0.51248556
0.22536348,0.19699723,0.5164997,0.05640305,0.25312698,0.21911114,0.20306186
0.08999343,0.24010462,0.6480089,0.20832582,0.2330447,0.23890631,0.19374721
-0.016150322,0.0634388,0.2370305,0.06398037,0.067419626,0.04409805,0.050368708
0.1028219,0.18080302,0.5277011,0.18304315,0.21604331,0.22253044,-0.04912798
0.22170986,0.17416248,0.6611184,0.076932676,0.06236807,0.24358507,0.098394774
0.10563082,0.091173865,0.24230292,0.03727845,0.05182541,0.037736557,0.08705347
0.20053403,0.2843827,0.63469297,0.17775032,0.31615916,0.29547957,0.3557359
0.08010819,0.21491405,0.47418413,0.16177084,0.19272426,0.15268525,0.14484687
0.1534024,0.20013121,0.67898273,0.10614579,0.25165862,0.24670582,0.35348293
0.31390887,0.3018254,0.25003183,0.107081816,0.13955264,0.2313558,0.029377742
0.43734556,0.46398157,0.7594502,0.40634063,0.3175529,0.60844606,0.51261616
0.15688063,0.29818946,0.6286936,0.2810134,0.25442776,0.33570063,0.29855165
0.0833026,0.10520337,0.32788548,0.08530844,0.07283334,0.059084162,0.14828725
0.15207835,0.1459058,-0.07740784,0.068527594,0.11401493,-0.0066844607,0.0294479
0.30191168,0.2386881,0.50669104,0.07185752,0.2815356,0.23004134,0.19984277
0.33384138,0.31909597,0.7031309,0.16415618,0.29364097,0.4454829,0.36489445
0.17407376,0.23538713,0.6124598,0.167225,0.27317584,0.23930128,0.33805862
0.08793207,0.10142221,0.33215606,0.058452733,0.10316848,0.057124607,0.016921483
0.26837307,0.22501779,0.5914077,0.102523886,0.22463763,0.2650794,0.2180105
0.08907519,0.062116586,0.45473745,-0.0001589898,0.047614645,0.040366597,-0.008094305
0.08506218,0.06852351,0.53447694,0.023397325,0.08758446,0.08076114,0.086323924
0.10009649,0.085382625,0.495258,0.018133024,0.10621278,0.085618444,0.09266597
0.13374513,0.09646924,0.52404416,0.025601571,0.08202604,0.09571073,-0.0378102
0.0899442,0.12512898,0.5967876,0.06605831,0.18249637,0.16068298,0.18859948
0.08546187,0.08588825,0.49655974,-0.0034175068,0.096575916,0.06092958,0.08607123
0.091613814,0.1398315,0.48870796,0.1247522,0.19036877,0.14937314,-0.04260072
0.068201624,0.051823366,0.33900186,0.0071900226,0.074533336,0.036091886,0.05289414
0.29364395,0.40671867,0.7314651,0.28682625,0.4299174,0.46614638,0.44078594
0.21762154,0.3289007,0.7228922,0.22695245,0.32858342,0.36176214,0.38410464
0.07016586,0.05613525,0.45615283,0.010113549,0.07982205,0.06517918,0.073123544
0.2609529,0.23204792,0.5957439,0.085567005,0.26689893,0.2558009,0.23293072
0.07691866,0.028761197,0.39695454,0.013009104,-0.006826385,0.032416552,0.0173939
0.10207237,0.2607069,0.69576424,0.3190282,0.28373525,0.30483466,0.13440783
0.09295788,0.0715094,0.3136346,-0.01747075,0.0015532947,0.035734564,-0.0020478386
0.29693305,0.22501673,0.44341108,0.05244433,0.22172381,0.19840237,0.11894925
0.50875396,0.53573865,0.20312963,0.38657594,0.35966066,0.38710338,0.25897652
0.06371127,0.1609009,0.3923396,0.21761492,0.046387326,0.08675058,0.20468509
0.38115227,0.4490571,0.6328059,0.37336835,0.34468222,0.4779183,0.4919627
0.086722195,0.1134669,0.3075933,0.020387411,0.118457474,0.05633778,0.02259926
0.022038758,0.09414039,0.12774722,0.13373706,0.05518814,0.027849292,0.07402201
0.057297304,0.056933995,0.3992596,0.001757862,0.05868605,0.04353922,0.04857412
0.3301183,0.35286826,0.6694937,0.20486118,0.3955766,0.39704984,0.31986532
0.12236887,0.11946509,0.34154126,0.00853578,0.10620896,0.054774545,0.05139001
0.07354599,0.09702192,0.15381765,0.045553066,0.0651916,0.039525725,0.022691824
0.056163184,0.19144362,0.48396388,0.22326908,0.16445638,0.18961701,0.034524653
0.13792384,0.1879991,0.5721478,0.17925587,0.21711676,0.20117109,0.0041135624
0.20842196,0.1501835,0.5185221,0.04276163,0.15594223,0.12776762,-0.03132625
0.12545428,0.21043031,0.6388416,0.2969023,0.26686576,0.26610845,-0.076133475
0.0911768,0.22829556,0.553281,0.23776439,0.20359984,0.2337292,0.14758761
0.043866795,0.05513768,0.20815265,0.023416689,0.07722956,0.03372316,-0.0041074734
0.0995941,0.0947628,0.5157524,0.012633629,0.08974902,0.08624354,0.03330865
0.033671238,0.30624115,0.51683104,0.5056313,0.29980594,0.31713185,0.017295366
0.070170805,0.267456,0.56737417,0.35986385,0.27661583,0.2684422,0.099396884
0.108613156,0.16012806,0.45628655,0.10121283,0.18753083,0.14497058,0.008772299
0.15905981,0.13319826,0.61090547,0.026517708,0.16263197,0.15672043,0.15782636
0.1725708,0.12498594,0.44690332,0.036572553,0.10198844,0.09699469,0.10981721
0.13188794,0.17689928,0.62405854,0.110804915,0.13993517,0.18377376,0.21689928
0.042045157,0.05372795,0.2883074,0.027019862,0.048347365,0.023273138,0.062039077
0.22390987,0.30708435,0.3489147,0.27315092,0.1643432,0.22338678,0.26331452
0.32973862,0.36845458,0.7292652,0.2306936,0.39061442,0.4585894,0.48239678
0.09668848,0.073895246,0.38556597,0.054573774,0.07044557,0.052268192,0.024956504
0.09132132,0.078759186,0.4090357,0.034075826,0.06041552,0.068178535,0.08220089
0.15300876,0.19629985,0.6330254,0.1114565,0.21202096,0.19765438,0.24620904
0.32782045,0.26757112,0.53532124,0.09341394,0.32232162,0.28194833,0.28383967
0.31509736,0.28216732,0.6732933,0.14493135,0.37053657,0.35367724,0.42342877
0.19982974,0.21943603,0.80028087,0.0991475,0.2235832,0.33378956,0.35202417
0.22264169,0.19941175,0.65253204,0.06900306,0.26374316,0.24141414,0.25511733
0.1374474,0.14151762,0.3473928,0.027668983,0.10614709,0.06062209,0.11649622
0.13617766,0.1497253,0.51799613,0.083601356,0.1854704,0.12383387,-0.011629516
0.19700927,0.16652831,0.45403174,0.07077157,0.19389455,0.16844496,0.040670116
0.42943227,0.443712,0.8842606,0.2868643,0.55615675,0.6319509,0.7020154
0.14472431,0.119229555,0.7627137,0.021434424,0.12516081,0.15460311,0.16268395
0.07525262,0.052921843,0.5435878,-0.019957209,0.020706572,0.07717262,0.03463179
0.19044772,0.30190545,0.81518215,0.19709423,0.3432728,0.40134674,0.45027474
0.1690251,0.27015072,0.746708,0.19266719,0.3229884,0.34455255,0.3061193
-0.014292378,0.051637687,0.21106543,0.04618564,0.033142123,0.047408737,0.05534872
0.32550415,0.47318423,0.5425746,0.42756334,0.36159912,0.3645339,0.46715558
0.13623352,0.14458,0.42252293,0.06461683,0.15900491,0.1056587,-0.018346967
0.2646743,0.23855878,0.60879475,0.090998836,0.27108,0.2716572,0.23578224
0.13830447,0.083559826,0.5570686,0.014923307,0.08620819,0.09109334,0.101910256
0.052485198,0.32482785,0.36527827,0.50511646,0.19704036,0.20355882,0.18258278
0.109943986,0.098749496,0.62766176,0.0058559254,0.12164645,0.12761945,0.09698138
0.11606385,0.11840474,0.04602263,0.038783602,0.09454677,0.026807377,0.05477476
0.09472422,0.05570328,0.35429448,0.0026380848,0.040309552,0.04721766,-0.023509087
0.076888226,0.17204358,0.4780052,0.19566369,0.08284513,0.12938976,0.19993101
0.16119865,0.15620357,0.6829559,0.075201675,0.13772255,0.2144678,0.24649496
0.28230044,0.28561836,0.7247981,0.12513682,0.3203279,0.34225678,0.3037627
0.23751126,0.37249398,0.23274966,0.35392886,0.18287942,0.15744565,0.2405585
0.45501575,0.5365391,0.5774086,0.5978875,0.26665878,0.5119963,0.4777996
0.09627807,0.059554197,0.25951073,0.009748962,0.04572209,0.0047646686,0.057185397
0.06726263,0.047936596,0.39132297,0.00078098103,0.0853431,0.05946354,0.043643303
0.3168325,0.33708948,0.34628054,0.16927774,0.22606088,0.27544597,0.16039251
0.13952081,0.037519906,0.45256823,0.025593314,0.0151544735,0.02227855,0.048263848
0.088466965,0.08947188,0.3468841,4.8302114e-05,0.10796811,0.06972019,0.07255644
0.0570423,0.06595588,0.19555669,0.007868418,0.07074434,0.023086166,0.032088835
0.1946828,0.20007375,0.44898996,0.11033772,0.23870423,0.19058652,0.095274754
0.29766107,0.33569986,0.35955596,0.1727483,0.29103008,0.23837896,0.18465294
0.12192729,0.21194127,0.68102086,0.15888467,0.2818213,0.26277673,0.36771703
0.2356724,0.3860218,0.69244075,0.37918597,0.42623666,0.438533,0.28425223
0.082074106,0.09357844,-0.0103251375,0.019104801,0.1128036,0.014330922,0.008397479
0.13950859,0.22894987,0.6477796,0.17348944,0.15447584,0.24479313,0.29370672
0.15207735,0.13829243,0.39989823,0.017609328,0.1241486,0.06993569,0.06643066
0.08746484,0.07582244,0.22544928,-0.006084278,0.093289934,0.047052927,0.018450383
0.14728937,0.13760078,0.5028094,0.04970055,0.14220244,0.12674879,-0.0023710188
0.10373856,0.13871995,0.5927662,0.06117653,0.20400281,0.17574699,0.22292973
0.0857413,0.1290908,0.4603391,0.06957817,0.1327095,0.11322086,0.097564384
0.09723567,0.090022534,0.57577634,0.06845699,0.14184481,0.12937754,0.1486893
0.21137945,0.2155182,0.5482238,0.08418026,0.23152123,0.21711387,0.12753995
0.04685864,0.08811788,0.20315288,0.013748688,0.07467916,0.03439956,0.07832415
0.22653987,0.2158048,0.41558573,0.06823542,0.21235976,0.1392593,0.09951999
0.059061937,0.04111144,0.20460804,0.008563709,0.04861951,0.01753365,0.028027946
0.20776767,0.13738015,0.6514732,0.03344339,0.14414959,0.18247752,0.17337212
0.08769819,0.12514022,0.4880935,0.06299052,0.118668966,0.116656356,0.048532918
0.06569426,0.07558236,0.32777163,0.05727823,0.09154385,0.05880008,0.027178435
0.038940858,0.036442228,0.21125816,0.0035629887,0.032584835,0.018802127,0.010004837
0.22784813,0.2735303,0.5722266,0.1684252,0.24810225,0.25008765,0.24640948
0.16136158,0.13729116,0.35235485,0.03892585,0.10424668,0.097650096,0.09575671
0.07896455,0.016452253,0.30085993,-0.0037534311,0.11651486,0.007848743,-0.045292668
0.19688085,0.24473843,0.4935256,0.121065915,0.25996366,0.23126103,0.2546858
0.12631051,0.15216435,0.2866643,0.038147267,-0.027201448,0.15172257,-0.088695355
0.062317166,0.24785691,0.6287812,0.26245967,0.2207006,0.2630053,0.15296379
0.09690408,0.10687004,0.049939673,0.008093088,0.0053868815,0.004483998,-0.047263503
0.053671952,0.052367926,0.39456365,-0.018483976,0.053462297,0.04157584,0.02465738
0.28936267,0.41940075,0.5213127,0.35105574,0.37532508,0.29221177,0.43325624
0.13087474,0.18184102,0.6713345,0.10558951,0.26305524,0.24984272,0.27090576
0.071132004,0.047986783,0.39928174,-0.0034917165,0.08109694,0.05911565,0.051343545
0.12831064,0.11896183,0.15666912,0.037856285,0.14820324,0.025457622,-0.016661594
0.07340187,0.07070141,0.20459113,0.035639804,0.0589549,0.022514721,0.08663235
0.16170739,0.1327914,0.25786415,0.027655428,0.10908518,0.059636667,0.10953369
0.34276927,0.40396017,0.5854537,0.32810867,0.2923327,0.41479433,0.41388202
0.18959297,0.25811818,0.483153,0.13605917,0.2659311,0.20139123,0.24368048
0.07642071,0.033647478,0.40738866,0.012622688,0.069435656,0.037339307,0.050190963
0.13291413,0.06460189,0.32966566,0.009922003,0.013041548,0.0063470714,0.008409815
0.16517565,0.13581097,0.46858674,0.02251526,0.1685803,0.12603189,0.14288837
0.3690732,0.34687728,0.59545106,0.1524837,0.4183991,0.3709809,0.25239587
0.049880747,0.097183466,0.23314448,0.06475444,0.07506605,0.03558246,0.053215005
0.1135156,0.22387706,0.6275916,0.20020215,0.22536705,0.22783896,0.13494359
0.3272111,0.33817512,0.20614646,0.15128727,0.22870897,0.19281524,0.14006384
0.08517048,0.089310154,0.43062165,0.028564574,0.08379885,0.070628636,0.121088356
0.2337381,0.30339855,0.69040173,0.23249058,0.2532916,0.38354534,0.4337526
0.07136154,0.1019171,0.39698768,0.053265087,0.10561674,0.102673054,0.0074890535
0.076435454,0.09363069,0.07579659,0.059629396,0.0465211,0.02056099,0.055531375
0.426019,0.48633933,0.6205989,0.39408126,0.35552168,0.5214462,0.45517623
0.18484938,0.20368606,0.69550073,0.08249329,0.25649977,0.2638105,0.24508817
0.11816102,0.122342296,0.5141996,0.028862191,0.12983209,0.11089174,0.1149043
0.11810009,0.16065146,0.40562126,0.071939126,0.17269672,0.12954614,0.08798177
0.113089666,0.09601554,0.1841675,0.026562236,0.07309536,0.015522553,0.08155846
0.2157383,0.16634513,0.16282661,0.056543753,0.18962042,0.05873376,0.028643794
0.08911562,0.118945,0.37395805,0.084825054,0.14609408,0.09083433,0.06737294
0.1843833,0.17820215,0.3416965,0.03881652,0.20640738,0.13970055,0.161146
0.16496593,0.19893952,0.5833673,0.119346425,0.22481847,0.21087536,0.09606706
0.13014668,0.25157267,0.58636814,0.31521565,0.29919574,0.2782138,-0.001033932
0.1060611,0.45291024,0.4333638,0.7657634,0.3928849,0.31549743,0.15106092
0.15074608,0.101169236,0.47683322,0.021918187,0.057039242,0.0748974,-0.025124947
0.123727486,0.1411674,0.5295615,0.11777877,0.16974202,0.14877889,-0.09741356
0.23238267,0.22663546,0.3477282,0.051990908,0.10203942,0.1728878,0.022837838
0.22594936,0.17136972,0.57615256,0.07067575,0.19773717,0.18398356,0.19877817
0.22895455,0.25089735,0.33644348,0.16875191,0.13845249,0.21139508,0.16662967
0.14677222,0.11776162,0.47384912,0.028101925,0.10570588,0.08376174,0.07261003
0.17645021,0.15452835,0.38888538,0.04416758,0.16821322,0.10370586,0.11516037
0.07591224,0.072603896,0.023498297,0.0240996,0.053207107,0.0017180741,0.04845389
0.34360334,0.41042966,0.31882817,0.2775007,0.337839,0.25599763,0.30285138
0.10304542,0.103000656,0.36167288,0.011222567,0.11753795,0.028225252,0.03076322
0.1467658,0.27128217,0.7365364,0.20696309,0.3105306,0.34756017,0.28710645
0.11740132,0.16067402,0.52715904,0.11512818,0.20461251,0.14740273,-0.0011175685
-0.003024809,0.05919906,0.30478156,0.052277133,0.07713216,0.07278782,0.015190095
0.08423319,0.15627392,0.4538326,0.09169321,0.17112768,0.11993233,0.07432476
0.08239132,0.09079271,0.4902968,0.04008826,0.13977985,0.10185519,0.08932379
0.20388746,0.23060727,0.53559184,0.09477869,0.2801917,0.24422981,0.26620758
0.08149653,0.10109166,-0.059119668,0.06714429,0.043027714,0.0030607171,0.06813571
0.09446859,0.06501793,0.4423882,-0.0063696206,0.05148786,0.02378398,0.00537578
0.10454135,0.14529511,0.5410465,0.096479,0.13955821,0.1626632,0.03436828
0.31555328,0.346368,0.7434924,0.25225186,0.26221994,0.45485267,0.38327813
0.39046043,0.40009296,0.71421057,0.20603764,0.50841016,0.49858576,0.5129791
0.15944286,0.10475242,0.66274595,0.027351128,0.09863788,0.12065839,0.17179075
0.08984962,0.13518855,0.42141667,0.0849441,0.16348562,0.11671362,0.00023785979
0.12378918,0.08521613,0.302627,0.005686231,0.1361959,0.014525523,0.0013000853
0.37570682,0.3695041,0.658321,0.1829716,0.4526474,0.46059927,0.42215008
0.18839054,0.101919174,0.4069851,0.028098132,0.075094596,0.04839421,0.038483
0.13047981,0.14265907,0.36034983,0.022851504,0.18199329,0.08280321,0.06922441
0.04544001,0.1329835,0.3753967,0.11986191,0.11994855,0.08561813,0.12806982
0.1504178,0.16294879,0.24629702,0.053370982,0.17053631,0.05961813,0.04033968
0.12827088,0.15836978,0.34350073,0.06843097,0.16602726,0.084196314,0.08960418
0.19453977,0.35032517,0.58237535,0.31899118,0.2970122,0.33888093,0.34051424
-0.028451014,0.037971918,0.28331906,0.048013568,0.05597532,0.06507457,0.02037551
0.45949373,0.50571233,0.40019184,0.4194297,0.32967046,0.40662187,0.35268864
0.55975556,0.6234539,0.56018984,0.4851274,0.5113893,0.65205115,0.59468794
0.049912613,0.07138344,0.27692726,0.058647856,0.06341372,0.05230411,0.07706
0.10094227,0.1970414,0.53963834,0.12910113,0.14446987,0.17089882,0.23320161
0.1462604,0.31982416,0.6839467,0.3992442,0.35433948,0.35245088,0.20967804
0.1899504,0.21660805,0.53819656,0.08875026,0.2234448,0.1951775,0.11921768
0.08883406,0.15105447,0.24534331,0.117169335,0.09639601,0.069028705,0.09721926
0.14004111,0.11746772,0.4518303,0.033823557,0.10393137,0.09716941,0.13106243
0.12920505,0.15224482,0.39311013,0.059412405,0.16183199,0.11986277,0.0934233
0.22962202,0.22557324,0.4236031,0.07861065,0.21987699,0.14381483,0.14183763
0.1984132,0.23958749,0.5929835,0.113072254,0.27853984,0.24267192,0.19157337
0.12131028,0.06733466,0.5347605,0.000798678,0.04976126,0.071213,0.098422326
0.08110881,0.06504753,0.47908056,0.008364299,0.10552951,0.08537847,0.06735474
0.13113771,0.19597146,0.65654546,0.114309736,0.24410467,0.23092048,0.26878342
0.105100974,0.09124966,0.5498493,0.01563399,0.10029897,0.09214691,0.100940466
0.14613159,0.050867524,0.04340213,-0.004160367,0.1352137,-0.039830193,-0.051929437
0.11212368,0.08449861,0.3747962,0.022043772,0.072595395,0.058948405,0.0891864
0.03958928,0.04393708,0.061363887,0.031449012,0.060932714,0.012270248,0.045492712
0.15255165,0.12659456,0.57354695,0.036030553,0.12592424,0.12062531,0.17091578
0.1936581,0.23154782,0.53455114,0.11264352,0.23337501,0.23325585,0.28262928
0.31461444,0.30323756,0.36073694,0.11763284,0.15734155,0.25341088,0.07991223
0.218766,0.17146662,0.611623,0.025336066,0.113553606,0.22476763,0.10516115
0.07527837,0.09715487,0.27789924,0.052707624,0.09242474,0.045798756,0.051670194
0.10069849,0.095345885,0.46090698,0.04011233,0.084575295,0.07190187,0.14525871
0.118726075,0.10148476,0.47054023,0.04255929,0.1005943,0.08652313,-0.017403511
0.14465044,0.18140419,0.65606314,0.08443708,0.23366275,0.23973958,0.2980531
0.07443396,0.13118403,0.5974653,0.12284451,0.15523995,0.18304619,0.08762337
0.19328809,0.33467126,0.55037236,0.33226958,0.3883452,0.34885296,0.1254295
0.12812528,0.30379468,0.61079097,0.28932947,0.26119322,0.2585011,0.25049487
0.056709103,0.20402025,0.5755041,0.18033366,0.17457455,0.21133867,0.1500465
0.14064,0.13277487,0.35468078,0.06678179,0.13977893,0.083730854,0.120490745
0.5038842,0.44851506,0.73100185,0.22206129,0.56101465,0.54179573,0.43842462
0.12404874,0.29913187,0.6309473,0.39172542,0.3204932,0.3100689,0.19712526
0.08132123,0.023701414,0.03687274,0.012888052,0.10041855,-0.0008222386,-0.012895172
0.010468241,0.077006236,0.20722347,0.05892258,0.07990887,0.05851475,0.03165137
0.027345901,0.10760467,0.2857392,0.09499529,0.087975316,0.06480565,0.10866018
0.17881273,0.33087665,0.8878776,0.2981354,0.4005156,0.4503473,0.6378248
0.20192428,0.18528485,0.5890339,0.06276818,0.2223242,0.17643344,0.22113584
0.08532895,0.09738806,0.24402067,0.039621897,0.1044764,0.043926068,0.04077965
0.1757493,0.25546098,0.40859717,0.2719461,0.13225745,0.20008834,0.26431543
0.0010300428,0.043198943,0.3055619,0.03738446,0.054879874,0.060738854,0.0039001498
0.19745281,0.15950923,0.6643073,0.048099138,0.18959472,0.19047762,0.27326274
0.22714058,0.36885613,0.85372204,0.31795472,0.43897182,0.47506,0.6638701
0.10560538,0.06467749,0.3679693,0.021733558,0.04587768,0.030261042,0.037055135
0.07652688,0.06623208,0.53420985,-0.0011427328,0.07391531,0.06497313,0.08495119
0.14567673,0.092134915,0.41339383,0.013534077,0.067149304,0.041773953,-0.020081261
0.15138237,0.04989007,0.5047406,-9.154342e-05,-0.010935107,0.03283578,0.027768997
0.24790707,0.31918114,0.5784588,0.2860406,0.2205869,0.33755377,0.40749907
0.3688221,0.41002667,0.7345519,0.30869117,0.37406516,0.49868488,0.5459314
0.06494798,0.06524904,0.29143098,0.005326858,0.074828446,0.035158627,0.06306536
0.08323577,0.10936227,0.4477098,0.04534612,0.100245744,0.091332905,0.11321131
0.26689512,0.39505392,0.38210198,0.3637781,0.2903555,0.25418678,0.3533722
0.13079017,0.13413723,0.4941125,0.0888223,0.16122298,0.13494237,-0.04783482
0.36642727,0.38509732,0.70987517,0.18595362,0.4321657,0.45368573,0.42433962
0.06344538,0.09175556,0.31563166,0.04049012,0.08645097,0.0592959,0.07461185
0.07965003,0.051360846,0.45845407,0.019187117,0.056484316,0.06126508,0.09558713
0.32327056,0.3634346,0.51493156,0.23770997,0.37050202,0.34704095,0.35102704
0.062107626,0.088448435,-0.008823324,0.064541556,0.04609812,0.017631987,0.114271425
0.123213306,0.1335521,0.36279112,0.07990039,0.15358496,0.09097522,0.12263115
0.09295936,0.12113371,0.5732367,0.06286484,0.1307434,0.121753864,0.014802773
0.13652366,0.23560463,0.57009137,0.23843552,0.27705583,0.27601892,0.025760416
0.2866005,0.27487504,0.5673921,0.12077515,0.33781087,0.29414812,0.09823273
0.1084919,0.13170028,0.427959,0.060302086,0.14645253,0.105098754,0.06797041
0.07267088,0.13072732,0.48222205,0.09379104,0.16134425,0.12993021,-0.005208416
0.15389349,0.13909239,0.50634176,0.02619676,0.15954947,0.13090979,0.16710356
0.10003759,0.0866402,0.58743393,0.016298711,0.090835124,0.099928215,0.13318036
0.104246244,0.09010255,0.17001775,0.02316989,0.056074277,0.004066957,0.058141164
0.18356583,0.21561432,0.7583121,0.11801912,0.25436804,0.29172572,0.2912894
0.3914283,0.43858618,0.8298507,0.29455808,0.4967325,0.5604545,0.6172774
0.19713902,0.13663086,-0.015815865,0.020822765,0.17420933,-0.010357845,-0.056480713
0.21966338,0.20415539,0.44674745,0.062415875,0.2321545,0.17786026,0.058617532
0.12668616,0.2317017,0.79829264,0.15593639,0.30580074,0.32616106,0.41479033
0.05883155,0.07419041,0.052131265,0.06314794,0.040684123,0.009191528,0.11444854
0.24923803,0.24696778,0.4991423,0.08395407,0.27098867,0.23372437,0.13549727
0.0709967,0.06431477,0.2767201,0.041249108,0.049114365,0.025900958,0.100746274
0.11270775,0.08664292,0.14275524,-0.010482514,0.100605376,0.012361696,0.0055210236
0.0689117,0.036122594,0.36932084,0.038162857,-0.00061947224,0.01644718,0.027137943
0.051618174,0.06919815,0.17493014,0.031248502,0.056887656,0.022243569,0.07027171
0.23456523,0.16794148,0.5096339,0.044332758,0.17472333,0.17322436,0.1765232
0.12093881,0.08604683,0.44695798,0.0125450045,0.070425496,0.07151119,0.08850961
0.20040293,0.34913743,0.6263659,0.34601426,0.25416276,0.37589687,0.48126325
0.23032452,0.2136705,0.54766285,0.08518417,0.2524809,0.2192055,0.14962502
0.08460136,0.10002128,0.2867623,0.03541164,0.08315125,0.05300939,0.066248894
0.16652605,0.27819154,0.6090968,0.2811161,0.2985507,0.28395295,0.10471713
0.11021528,0.09956738,0.50519395,0.031927004,0.09903666,0.084578976,0.12827122
0.26409143,0.35654992,0.7889789,0.22341707,0.4131225,0.43660718,0.47868872
0.13455185,0.25274748,0.74557805,0.16996998,0.27798772,0.31272414,0.3301303
0.21040705,0.20022108,0.562129,0.07537949,0.22204807,0.21029261,0.17674324
0.10800907,0.11460693,-0.05000912,0.06725575,0.07113282,0.030375345,0.08480967
0.123184174,0.108020455,0.15300032,0.02180562,0.107129306,0.041158825,0.060790375
0.0905354,0.12452802,0.2884066,0.05907066,0.11999369,0.08812132,0.07865456
0.20095557,0.18571869,0.15268713,0.03685291,0.17615548,0.058356218,0.006625442
0.20443368,0.2928884,0.59001523,0.2971191,0.28706318,0.27844867,0.048700146
0.24305819,0.36815238,0.65592307,0.3243957,0.40228665,0.39455104,0.39810288
0.11433545,0.122322336,0.33186048,0.032899223,0.12443732,0.0792727,0.090308145
0.040996633,0.255771,0.55336165,0.43700668,0.31417918,0.32267305,-0.19963908
0.1253304,0.084904104,0.48612627,0.02700995,0.087645315,0.06992769,0.046093233
