size_D,duration_D,app,t01,t02,t03,t04,t05,t07,t09,t10,t12,t15,Generated_Var_3,Generated_Var_4,Generated_Var_7,Generated_Var_9,Generated_Var_10,Generated_Var_13,Generated_Var_14,Generated_Var_17,effort_D
0.54632306,0.43254107,0.36938049306195064,0.28648317,0.32083338,0.5589588,0.30609125,0.3574923,0.4094243845654631,0.39292154,0.40642694,0.303404269659573,0.3615578,0.4097606,0.42760918,0.5038664302319859,0.4403951959604804,0.46291322,0.40111274,0.3963083,0.5225836,0.46976972
0.19362795,0.08346142,0.037888359211164076,0.026399553,0.06507009,0.20661198,0.050699532,0.050729185,0.04040366642421998,0.07865155,0.06711012,0.02589952741004726,0.020602584,0.049878,0.044425495,0.15280786916847214,0.06809189319081067,0.106109306,0.055679485,0.03210473,0.16542038,0.13755006
0.28200507,0.22134613,0.1907107509289249,0.102984875,0.17045867,0.29249945,0.20681667,0.19647339,0.18140104088406245,0.1986661,0.22615647,0.18783088121691185,0.17819163,0.26263407,0.18970716,0.29536534772192086,0.27476963252303677,0.24685296,0.22693317,0.19524999,0.28653744,0.26011217
0.30491138,0.18484333,0.18496462150353785,0.1579693,0.095413744,0.31029046,0.18897712,0.22166273,0.17197346031840763,0.15336496,0.21003905,0.19937099006290096,0.18437341,0.21059465,0.23425716,0.29598051775883105,0.26124617387538257,0.25652698,0.21129535,0.1996497,0.28597823,0.27384925
0.25586766,0.16342756,0.09830857016914299,0.130422,0.13739252,0.30022424,0.058331788,0.022188127,0.17240560034433602,0.12287679,0.113055944,0.04919132108086789,0.07191154,0.050601363,0.06658452,0.1387931483275889,0.06497990350200965,0.08784577,0.05134888,0.048376724,0.17567806,0.20898172
0.3491671,0.25650442,0.1818721218127878,0.13135853,0.11468977,0.36881685,0.11507189,0.104412705,0.21130642267838537,0.17873654,0.19536436,0.10100843489915651,0.14892909,0.18255657,0.18836388,0.2801282568076954,0.19874277012572297,0.2272056,0.17754291,0.1636075,0.30797833,0.27375716
0.3088475,0.25339997,0.202122889787711,0.27289313,0.28090894,0.3894788,0.1793353,0.08541757,0.3420425905225554,0.22460952,0.20899335,0.16468329353167063,0.1639171,0.112950325,0.13325036,0.15338397920303876,0.11428704857129512,0.1271917,0.10278763,0.10520451,0.22176902,0.3205499
0.50878733,0.39073834,0.3758400924159907,0.2667573,0.34584415,0.51841056,0.33057833,0.3400214,0.3589512215370733,0.4081343,0.39159283,0.32410460758953924,0.3265902,0.3981141,0.4181216,0.4907054594423276,0.42100615789938417,0.45558494,0.41003907,0.39746165,0.4828235,0.47627467
0.31156528,0.2094014,0.14584434541556546,0.09709883,0.100761116,0.33208236,0.09681219,0.0852496,0.1680747800844868,0.15087152,0.16942036,0.08943262105673788,0.12007257,0.15591785,0.15867567,0.25465579527934773,0.17520627247937273,0.2014917,0.15489285,0.14036493,0.28303787,0.24264306
0.19731332,0.111577585,0.0606844509315549,0.1186811,0.09879881,0.22681099,0.04815024,0.04043001,0.12951477777088669,0.070326194,0.067087054,0.0705918929408107,0.060970157,0.021477476,0.035919704,0.08990909539454572,0.03650448834955116,0.054493155,0.03075616,0.018157661,0.115321174,0.19271368
0.32078886,0.23831683,0.1916301208369879,0.31062067,0.29099506,0.431043,0.14355147,0.040182173,0.37357159241429555,0.22514302,0.19134027,0.14478988552101144,0.15302971,0.06506497,0.09494216,0.1102394266143656,0.09231136076886393,0.08045669,0.060817614,0.061389074,0.18223956,0.3314575
0.38835377,0.23067811,0.1915295708470429,0.11755076,0.13008499,0.38662344,0.13303703,0.18761149,0.20887485253249116,0.22753745,0.22772524,0.14004780599521938,0.16257817,0.23717093,0.24313948,0.3278919696735182,0.2588571041142896,0.28772736,0.22417347,0.22333087,0.34614182,0.32314694
0.08846232,0.014157414,0.0406223659377634,0.113838255,0.07086724,0.093670145,0.18749475,0.14819369,0.02312500938750056,0.031669304,0.035912782,0.1934685806531419,0.12284401,0.064692944,0.026232801,0.08781377026882622,0.10735352926464706,0.051680844,0.07115774,0.037953883,0.07106841,0.042574707
0.20962104,0.15177922,0.09489325051067493,0.06524244,0.1363529,0.23997179,0.10143691,0.05929196,0.09331481559888893,0.14150226,0.11587402,0.060906373909362606,0.05648151,0.105534285,0.0858377,0.1890255113415307,0.10890473910952608,0.14748593,0.10170652,0.08587912,0.1952677,0.210194
0.388407,0.2686994,0.20764746923525304,0.13676646,0.14052945,0.3924756,0.13877237,0.16664347,0.22256111335366682,0.22142765,0.2288422,0.1290249970975003,0.16983527,0.22895032,0.24094963,0.33290804997448303,0.25601157439884253,0.2845933,0.22607644,0.20967697,0.35120338,0.31620473
0.2468597,0.14658612,0.08392445160755484,0.095068485,0.10376042,0.28129297,0.047044873,0.01655075,0.13233657794019466,0.11107549,0.105787426,0.022819635718036427,0.051374912,0.05459793,0.06733102,0.1577069694624182,0.06580480341951966,0.10511574,0.05941592,0.049422637,0.18339576,0.19875129
0.5119611,0.46389806,0.36835029316497064,0.26848227,0.2640056,0.544041,0.2802438,0.34407553,0.3796724927803496,0.4103869,0.38340613,0.2920905907909409,0.36153564,0.4068933,0.41008332,0.4933344296000658,0.41010245898975406,0.45474926,0.39284372,0.3998096,0.51399654,0.45498234
0.3615234,0.22352442,0.18505290149470985,0.10368878,0.08132398,0.36511028,0.12865746,0.18894103,0.18604278116256687,0.19440573,0.21873781,0.13517888648211132,0.1656855,0.23476592,0.23405325,0.327719949663197,0.25214854478514553,0.2818857,0.22141455,0.2146356,0.33602005,0.2956217
0.16758898,0.064401105,0.022990000700999928,0.023352504,0.05138111,0.17564468,0.055054605,0.06250474,0.023657085419425124,0.06776975,0.046390936,0.035275336472466355,0.018936813,0.042298406,0.031253196,0.13613018816781128,0.061052793894720604,0.09501243,0.04087639,0.021923631,0.14714588,0.11779855
0.07001443,0.049646,0.05089122991087701,0.14475095,0.13939685,0.07433973,0.19830376,0.14391303,0.044863986691839206,0.04707256,0.019111335,0.21006811899318809,0.1295003,0.03933768,0.028019153,0.06881275412876525,0.07399385260061472,0.04302459,0.036888972,0.022565246,0.07475509,0.055466436
0.219926,0.1043489,0.051037559896244006,0.021481872,0.049832642,0.2378289,0.049059153,0.07027373,0.06026441361586481,0.10454148,0.09083,0.02434542556545744,0.029747248,0.08156383,0.07161365,0.18181900090914008,0.09697824030217597,0.13982952,0.08031152,0.05153559,0.19747178,0.17477053
0.18726318,0.082719535,0.038319092168090776,0.0399293,0.072138906,0.19335534,0.065188706,0.046231776,0.046261029775661794,0.075914636,0.060031682,0.03787642321235767,0.029237181,0.046116233,0.045154266,0.1364547381872843,0.0605980839401916,0.09787616,0.057775334,0.02885732,0.14978886,0.15229544
0.14247654,0.061819132,0.039803396019660396,0.036201596,0.104563296,0.13963392,0.109620094,0.08773264,0.03759795625587738,0.07411663,0.0544641,0.08314832168516784,0.05609867,0.058738098,0.04551763,0.1345431880725913,0.08916805108319488,0.094317645,0.045763597,0.043736666,0.14438513,0.096764885
0.24530059,0.12125458,0.07454780254521974,0.038245797,0.07182604,0.257002,0.051045716,0.060519904,0.07275805436548327,0.10855198,0.104706466,0.027714697228530275,0.035346806,0.089434355,0.085832216,0.20232020213921215,0.10696828930317107,0.14791733,0.09800209,0.06959179,0.2103087,0.18142684
0.19716573,0.09730354,0.05763281423671857,0.050450623,0.0842787,0.2150292,0.07151502,0.08455691,0.06429532385771944,0.09727657,0.09128353,0.060911023908897605,0.053968906,0.08086431,0.06325441,0.16753101005186063,0.100149579985042,0.121245936,0.08609079,0.053959236,0.17538317,0.16673158
0.13824192,0.045531575,0.024434459556554045,0.03155899,0.07777405,0.14896433,0.07491714,0.0777511,0.02499804049988243,0.047820345,0.043491706,0.0696740970325903,0.04349035,0.04491031,0.02265755,0.11559611693576702,0.07348787265121273,0.07455701,0.031953678,0.023881286,0.12073888,0.110049844
0.19069465,0.09247136,0.05612803438719655,0.02391839,0.07412356,0.18973589,0.11035496,0.08523643,0.0597194915831695,0.102580935,0.09525025,0.05984952401504759,0.036171943,0.082055226,0.062404625,0.15267436916046218,0.10544692445530755,0.11390793,0.06637688,0.05965434,0.17164743,0.16611664
0.26364613,0.13619553,0.09389589061041094,0.054414928,0.074382484,0.27368855,0.06943387,0.069441795,0.09468086568085195,0.12639517,0.121852875,0.034120616587938336,0.05174935,0.11081043,0.11057796,0.2165379129922748,0.1284807871519213,0.16614516,0.11354481,0.093906,0.22678164,0.20642143
0.19496399,0.0935532,0.05515343848465615,0.043729335,0.0958907,0.19590992,0.083679974,0.098462254,0.06660636399638184,0.088698,0.091046244,0.08626213137378685,0.06429666,0.0915664,0.06986598,0.1652482599148956,0.11189881381011861,0.12134014,0.076692805,0.061209872,0.17578757,0.14697848
0.5300006,0.41520917,0.3430894856910514,0.2519542,0.25215417,0.5405047,0.26198828,0.33199623,0.3890509233430554,0.38654807,0.38197842,0.2702667129733287,0.32807735,0.3908921,0.39859304,0.47240736834444214,0.40902288909771106,0.43926528,0.3617862,0.37484145,0.506207,0.45675677
0.27912354,0.18456946,0.11922064807793518,0.11829761,0.13005143,0.30010405,0.08681029,0.025403023,0.18269082096144929,0.15053067,0.14019564,0.04763763523623647,0.090761095,0.102289855,0.10274481,0.18435521106131267,0.1099141590085841,0.14304124,0.102512196,0.082200676,0.22366542,0.24635768
0.19815733,0.08171004,0.03710953628904637,0.017578095,0.060682297,0.21191667,0.04623723,0.045870364,0.039859012391540743,0.08368716,0.06870021,0.01417779758222024,0.0118665695,0.052711204,0.048079796,0.15696786941807217,0.06838383316161668,0.110956505,0.058950022,0.032705963,0.16796473,0.15029252
0.23885822,0.15017557,0.10770386922961307,0.031389892,0.12838346,0.2634591,0.094662845,0.08182523,0.0956811217408673,0.15474239,0.13932985,0.06257870374212962,0.046972573,0.116625875,0.11300904,0.23459991407599484,0.13677754632224534,0.17731349,0.12826823,0.10997556,0.22327656,0.21988414
0.18753928,0.09435105,0.06268591373140862,0.04965037,0.11731154,0.23275529,0.059840143,0.01158309,0.07344437440666246,0.09873609,0.0785186,0.03635295836470416,0.02703473,0.03622265,0.04299239,0.13027605781656348,0.04865574513442548,0.08808333,0.0375126,0.030948728,0.1480627,0.1545216
0.17908761,0.059664603,0.02430985656901434,0.003739953,0.05654186,0.19080769,0.04761392,0.0705868,0.030599953835997232,0.061258495,0.06365514,0.03677075632292436,0.022813797,0.051876992,0.03935135,0.1425547685532861,0.06898503810149618,0.09818275,0.04010108,0.034182906,0.15561461,0.11663053
0.11230331,0.022394467,0.0,0.041974902,0.0,0.11828594,0.068540394,0.074168324,0.00846736150804169,0.017901257,0.0140425265,0.07738097726190227,0.049425066,0.032315522,0.011575438,0.08848842530930552,0.05279097972090202,0.047815207,0.026554123,0.004320815,0.08980748,0.05737003
0.21176952,0.107390404,0.05536402246359775,0.061460853,0.05735302,0.23497812,0.025392294,0.013172746,0.09470789568247374,0.061920702,0.07429303,0.016661255333874463,0.030322969,0.035714388,0.044592924,0.12893501773610105,0.052495950750404925,0.08153194,0.030548722,0.027796596,0.1468672,0.18707125
0.27902347,0.18561463,0.11579528842047115,0.15688741,0.14820457,0.32753462,0.07068902,0.02361396,0.21032625261957516,0.14356056,0.13274404,0.055648947435105255,0.089664906,0.06384733,0.07912915,0.14590353875421233,0.0799376620062338,0.09887043,0.066154584,0.056502566,0.19299658,0.25041363
0.31679255,0.24366692,0.18473878152612183,0.11528334,0.12924063,0.33305094,0.13859993,0.17528626,0.18948474136908447,0.19875804,0.20258957,0.1716461328353867,0.1807425,0.23737624,0.2143631,0.3019834381190063,0.25045947495405246,0.25798914,0.21352927,0.20388083,0.31978357,0.27249163
0.3745774,0.24331987,0.1900763209923679,0.1289266,0.123844504,0.38838702,0.12688118,0.16470793,0.20830976249858574,0.20988572,0.21834016,0.11837823816217619,0.15241033,0.2131496,0.2281583,0.32290573937434436,0.24396877560312244,0.27638695,0.21132623,0.19604923,0.332684,0.31528628
0.3485843,0.24986345,0.19894596010540397,0.2501287,0.22551847,0.40331224,0.1355598,0.068188876,0.3288245397294724,0.20023388,0.19921076,0.09497138050286194,0.15419787,0.12345648,0.14825177,0.20038867202332034,0.14262524573747543,0.16438608,0.12667073,0.11290361,0.24646407,0.33978873
0.64525604,0.54993564,0.49258001074199886,0.3890608,0.41219658,0.673104,0.43315107,0.48036775,0.5234752014085121,0.5367391,0.52907896,0.4546410245358975,0.48689666,0.5323876,0.54163945,0.6075803364548201,0.5626283437371656,0.5763637,0.5144395,0.5297057,0.6359149,0.5826529
0.30474722,0.18766989,0.1423949857605014,0.076189846,0.11017549,0.31043324,0.11446828,0.12997144,0.15020593901235632,0.18528432,0.18718287,0.09401943059805692,0.09722525,0.190058,0.17240295,0.27906964674417883,0.20586421941357805,0.23085305,0.17765255,0.16065209,0.28695852,0.25698724
0.34497756,0.25959772,0.21492217850778214,0.1264512,0.18277955,0.36005998,0.22204244,0.24649987,0.22589963355397802,0.26392356,0.2584557,0.2120193887980611,0.19867,0.27575362,0.26123106,0.35135414108124846,0.30936613906338606,0.29771572,0.23991741,0.23847236,0.3695655,0.29286325
0.21948989,0.09519796,0.05351556464844353,0.02114582,0.052169383,0.22934192,0.04903668,0.06740439,0.047112288826737334,0.10068494,0.09164992,0.016602931339706865,0.019246578,0.078640506,0.06993348,0.19039151142349067,0.09688452431154755,0.13733582,0.07940106,0.055492237,0.19258612,0.16030724
0.35152295,0.22169967,0.16147398385260162,0.11101574,0.10977799,0.35934103,0.10904932,0.14085484,0.18186643091198587,0.19357404,0.19696552,0.08711084128891587,0.12567261,0.19098148,0.19705513,0.3011073180664391,0.21765895823410417,0.25507763,0.1906193,0.165466,0.3131765,0.28468645
0.49663067,0.3771169,0.299628940037106,0.20070559,0.24102038,0.4890908,0.23448318,0.26803073,0.332653899959234,0.34366196,0.3358848,0.24728489527151046,0.2934442,0.36272717,0.35741657,0.42785802567148157,0.3651947034805296,0.39465982,0.3335998,0.34068298,0.46423113,0.41768008
0.17566025,0.06488617,0.024854225514577447,0.008378893,0.035024434,0.18717587,0.05196172,0.053399235,0.026844979610698778,0.06675376,0.05431238,0.02795782420421758,0.01611349,0.04772775,0.036377527,0.1400347484020849,0.06871157312884267,0.09776375,0.041274577,0.025957495,0.15303558,0.12624732
0.22700815,0.15781489,0.10901844909815508,0.08343804,0.1313029,0.2518394,0.1685481,0.14733401,0.10663243639794619,0.17179716,0.1532762,0.11659135234086476,0.1039772,0.16615099,0.12060096,0.22214220332853218,0.18026322197367778,0.17954974,0.156927,0.119923905,0.22670275,0.22591604
0.17433509,0.083701625,0.04834292516570748,0.03188485,0.082298994,0.19347095,0.085608006,0.06726214,0.05127649307658959,0.092221305,0.07432972,0.06863763313623668,0.03384289,0.06335789,0.059237443,0.15715861942951717,0.0911422908857709,0.118856445,0.05773352,0.048358202,0.16038927,0.14930776
0.17706406,0.06575742,0.027515066248493373,0.0,0.03625664,0.19295363,0.046496034,0.05164647,0.025475458528527513,0.069653735,0.057948306,0.01879268712073129,0.00559175,0.048677683,0.038456507,0.14382315862938952,0.06614158338584165,0.10414229,0.041964114,0.02586636,0.15409821,0.12877446
0.42930645,0.29722503,0.22065185793481418,0.14643294,0.14074624,0.4334603,0.1349454,0.20407483,0.24226564453593868,0.25402626,0.24895951,0.14967669503233047,0.19554538,0.25985935,0.27111477,0.3649935918996155,0.2838060716193928,0.3192697,0.25316137,0.24113028,0.38923687,0.3467182
0.16268362,0.06385413,0.02908386009161399,0.0338369,0.07586074,0.16834044,0.07051122,0.055855036,0.03102947986176879,0.070598796,0.047740594,0.04953315504668449,0.026744664,0.034580767,0.028791524,0.12206503732390225,0.05489415851058415,0.08201568,0.03638369,0.020913184,0.13623899,0.11779621
0.28454804,0.21887173,0.16717547328245266,0.3100419,0.28317302,0.39451236,0.10650498,0.060727507,0.3691713421502806,0.21244657,0.1577406,0.1492951050704895,0.1445229,0.031276748,0.068466716,0.07522059451323568,0.0507686849231315,0.05222718,0.032367036,0.041015208,0.14474966,0.3180436
0.3847069,0.34262386,0.3426711257328874,0.6092442,0.56410474,0.5551744,0.28963524,0.14540783,0.6409523884571433,0.3872892,0.305963,0.3444170855582914,0.30624875,0.0786501,0.13325772,0.07367706042062364,0.11801038819896117,0.057419013,0.09555541,0.08769554,0.17566054,0.46783835
0.12426346,0.06191053,0.07723934227606577,0.12036708,0.15657371,0.10432394,0.20861495,0.16267022,0.06553897393233844,0.067024425,0.06456487,0.20940208905979107,0.13795671,0.0952155,0.069246165,0.11427985085679106,0.1309721769027823,0.08699146,0.08410986,0.06260809,0.11520224,0.09637783
0.15296231,0.049773794,0.01678332532166747,0.044523954,0.03946945,0.15189612,0.06786972,0.07647756,0.015751228945073737,0.048493087,0.03562863,0.05536826846317315,0.033693224,0.03537935,0.027030893,0.11637880698272843,0.054033601596639835,0.077759534,0.039948463,0.014004156,0.12798665,0.09425181
0.41530854,0.3028724,0.21618302838169715,0.14732164,0.13332951,0.42828345,0.13798034,0.2059609,0.24976361498581692,0.2573831,0.25525615,0.1533295646670435,0.19908836,0.26449594,0.27061602,0.36580392194823536,0.2866342413365759,0.31581575,0.25094205,0.23922746,0.39006644,0.33791322
0.15932795,0.08506966,0.04956151004384899,0.039007336,0.1311655,0.15990531,0.10600537,0.06671509,0.05972965358377922,0.08309524,0.074867874,0.08409109159089084,0.050065875,0.04973924,0.04200954,0.12434144346048662,0.07700542229945777,0.090201095,0.039184526,0.043293834,0.13876624,0.11574383
0.3084432,0.19011134,0.14101353589864637,0.08234385,0.09644824,0.3208987,0.08228493,0.13376787,0.1345469580728175,0.15996066,0.17053285,0.08307304169269582,0.1045641,0.17232358,0.17091933,0.2766252365975142,0.19041153095884691,0.22400066,0.17503412,0.15036263,0.27880841,0.25405276
0.44414437,0.3662579,0.3231941176805882,0.22854018,0.2713138,0.4477765,0.27382857,0.32157704,0.314868048892083,0.33334997,0.34497175,0.26564783343521664,0.30415902,0.37424922,0.35107374,0.42993816579628996,0.37943216205678376,0.3884373,0.36174554,0.33936173,0.43322957,0.4189819
0.6034814,0.5115852,0.44745732525426746,0.35493302,0.40533483,0.6080835,0.38039595,0.41056964,0.4778682286720938,0.45589653,0.4632525,0.3630872336912766,0.4247329,0.4630226,0.48686686,0.551818283109097,0.4927565007243499,0.5141268,0.45519656,0.45189893,0.5767408,0.52923137
0.46913034,0.37421638,0.37975706202429377,0.5830704,0.5463862,0.56495285,0.35438251,0.1700091,0.6447490386849424,0.36568907,0.3474026,0.303795809620419,0.3343208,0.1551207,0.20145166,0.15837345950240758,0.20475187952481202,0.14139888,0.16492136,0.15181948,0.26401794,0.4920342
0.16565633,0.06277946,0.031696926830307316,0.015646398,0.060953677,0.17621613,0.07149029,0.05832821,0.023789154427349267,0.0718379,0.061500937,0.0405829509417049,0.022338659,0.054765,0.03949242,0.14349186860951213,0.07548303245169675,0.09597126,0.04885842,0.03419456,0.14740986,0.11955276
0.11296623,0.03129978,0.01311121768887823,0.024798244,0.026658833,0.124306574,0.08922583,0.08001539,0.021512092290725537,0.04008481,0.025668815,0.08805611119438887,0.05110261,0.048569083,0.01922258,0.10204467612268057,0.0706611029338897,0.062062103,0.031576574,0.020390555,0.104218,0.05953607
0.4193496,0.31740525,0.27138159286184066,0.35548282,0.30689687,0.47160023,0.20394838,0.11969164,0.441563866493832,0.24652481,0.26263607,0.16455186354481366,0.23345873,0.15906799,0.18459144,0.21095898265753896,0.18621432137856786,0.1801528,0.15743677,0.14316379,0.28799826,0.39219356
