AFP,Input,Output,Enquiry,File,Interface,Added,Changed,PDR_AFP,PDR_UFP,NPDR_AFP,NPDU_UFP,Duration,N_effort,Generated_Var_4,Generated_Var_10,Effort
0.09052728,0.1217912178208782,0.06133044,0.34292895,0.0959557,0.43987772,0.09508359970501598,0.12298245,0.12543602,0.11333059866694012,0.14040911,0.12412,0.23594776,0.10053684603221076,0.32771158,0.3352871,0.09952775
0.13686304,0.12637397736260225,0.1371488,0.33597398,0.09193283,0.39066765,0.11719976703198602,0.18349421,0.058179602,0.04255786074421392,0.07253443,0.06115002,0.32260627,0.042601457556087456,0.50098515,0.58202744,0.05978883
0.21658656,0.1824365417563458,0.18342124,0.4059273,0.23267044,0.62217206,0.23386387403183245,0.10348955,0.03215049,0.045026975497302446,0.035278864,0.030500356,0.34547308,0.09045339542720372,0.36925983,0.53936386,0.10123794
0.1098616,0.12329162167083782,0.053111937,0.41708875,0.08699532,0.37625486,0.0808519648511179,0.16211876,0.16301537,0.14862032513796747,0.16418537,0.1584818,0.31279898,0.07512613850756832,0.46149063,0.29759884,0.08361283
0.070842415,0.10386233961376604,0.07524997,0.23079443,0.09077501,0.4694176,0.07286639937198397,0.16285452,0.11223017,0.09380515061948493,0.11825985,0.10200795,0.21565011,0.08685721521143291,0.35165358,0.38463116,0.09004239
0.1379976,0.16393686360631363,0.10903992,0.25081882,0.22993101,0.45499358,0.14159400849564052,0.14960001,0.35020792,0.30944880905511907,0.33611462,0.30705547,0.43580937,0.21130903267854195,0.2861929,0.29932594,0.21033958
0.29146862,0.2819680018031998,0.23367716,0.6346502,0.15148598,0.27520728,0.09810211588612697,0.54055053,0.35418668,0.3802902919709708,0.33311465,0.3828196,0.30219942,0.5184772911086375,0.77703714,0.37144852,0.526177
0.22815937,0.27960035203996475,0.098451026,0.44910115,0.27656144,0.5351181,0.19917546195052774,0.20744982,0.34408608,0.34392964560703543,0.32118225,0.3417675,0.5205853,0.5029200601752036,0.66789436,0.21244049,0.5042666
0.13688968,0.1496436150356385,0.10204495,0.37046146,0.16658159,0.53274447,0.14317645859058753,0.13155513,0.41512123,0.405474619452538,0.36509588,0.3658393,0.36826968,0.335720050143203,0.29693413,0.27406216,0.3434172
0.13118976,0.13856475614352437,0.16018622,0.25237557,0.07194896,0.560766,0.11193102671586161,0.16170391,0.28823602,0.2744442225555777,0.27707422,0.2712735,0.3024251,0.25471998528319917,0.58894444,0.44779587,0.252985
0.3217067,0.2309138769086123,0.35711288,0.31882605,0.2764765,0.7723596,0.3216718893003134,0.090317145,0.13676596,0.12243584775641521,0.1421502,0.114557184,0.7147857,0.26185051571103096,0.29136133,0.4896469,0.27901748
0.15245672,0.13410255658974435,0.14638929,0.41639662,0.13763857,0.38102826,0.11388905683334342,0.19853297,0.16683324,0.14536991546300845,0.1548554,0.14791493,0.37918097,0.11788236307294178,0.56797314,0.28662968,0.12927592
0.10540666,0.05268510273148973,0.0937191,0.32009482,0.122556,0.5209405,0.09051261543075692,0.1362206,0.14118534,0.15342074465792552,0.13766627,0.13016051,0.4423147,0.09042390542543433,0.3505435,0.4599018,0.10417133
0.101198986,0.10409618959038103,0.10716398,0.27674296,0.12759724,0.41940054,0.10643382638602958,0.1284782,0.26824903,0.24927750507224947,0.276894,0.2624548,0.338405,0.19523909171434553,0.4312725,0.40496635,0.18807347
0.20615679,0.23489770651022934,0.19414723,0.2563621,0.1715185,0.52401984,0.20476683228600992,0.10608847,0.12561116,0.11857568814243119,0.11339423,0.11779751,0.5810589,0.15047184902831096,0.5755129,0.36699677,0.16594869
0.16533944,0.16843728315627168,0.14456998,0.23651126,0.17898437,0.63312995,0.14457843867470632,0.16371417,0.11594709,0.09370873662912632,0.12135506,0.09961201,0.38832378,0.12729968763798127,0.32905674,0.427145,0.14250414
0.16539422,0.07009679299032069,0.14438516,0.4334571,0.15076132,0.52523315,0.11720073703204423,0.18659157,0.12617181,0.1337122166287783,0.10680395,0.123872176,0.38438556,0.14777443886646635,0.60147524,0.416152,0.1680463
0.15892658,0.18897704110229588,0.070092455,0.49782956,0.13362795,0.4998184,0.16479948988796939,0.104580775,0.6228532,0.6302497969750203,0.6066117,0.6138534,0.3399673,0.6171539770292387,0.5065737,0.421566,0.6028792
0.1546305,0.18682248131775187,0.17618492,0.30847108,0.15319197,0.5721019,0.19327047159622832,0.103053704,0.009120336,0.014893208510679148,0.0235094,0.013948207,0.33475745,0.0816536598992196,0.31555843,0.4292841,0.08394031
0.1609703,0.18970675102932488,0.13183331,0.37714148,0.09674972,0.5347779,0.1333986480039189,0.15710211,0.035470866,0.039638582036141796,0.06886422,0.07280189,0.39770263,0.06853507911210475,0.508646,0.17917824,0.05687326
0.2836932,0.2810625418937458,0.23824112,0.50336725,0.17024957,0.5266741,0.21989320319359218,0.25045937,0.20631485,0.20866033913396606,0.19344431,0.21411636,0.23039213,0.38046764282805856,0.55878115,0.42370033,0.39078975
0.1662378,0.08172606182739381,0.17240645,0.35904914,0.14787719,0.60908264,0.1380277382816643,0.14680502,0.085974336,0.09637913036208696,0.08341649,0.07748943,0.48231757,0.12468268748096126,0.39111853,0.4281206,0.14208283
0.95359683,1.0,1.0,0.63788646,0.70397264,0.81706166,0.7692248461534908,0.4723408,0.13971348,0.15699751430024855,0.1623036,0.16439348,0.52909094,0.7554138453248308,0.7870941,0.43725395,0.764361
0.30153134,0.3421775657822434,0.17521966,0.6615032,0.21071802,0.4324356,0.14381893862913633,0.5074489,0.16273493,0.200747409925259,0.16498798,0.2051195,0.29068702,0.4545099072705944,0.65875864,0.5477505,0.45546523
0.16127858,0.2116807488319251,0.07511181,0.44758052,0.17640166,0.47333115,0.18190093091405585,0.103103064,0.13324979,0.13802853619714636,0.15513133,0.16645281,0.09333102,0.20481139228868353,0.49775267,0.378397,0.20452988
0.087459415,0.12195986780401322,0.1250312,0.12712088,0.12449147,0.41517386,0.08639671518380292,0.14301196,0.32215226,0.29948384005161593,0.27375185,0.25476968,0.5354475,0.15750529945031796,0.40863943,0.39477444,0.17023098
0.22402531,0.17548258245174173,0.30866605,0.32075658,0.10517649,0.5172697,0.15192422911545375,0.29554567,0.18107764,0.18531365146863485,0.15195167,0.14912838,0.5376121,0.23105296386317783,0.2074461,0.42829132,0.26210722
0.24299696,0.2527343347265665,0.41348532,0.2160259,0.06506849,0.5006254,0.16748504004910242,0.29609028,0.11200762,0.10124496987550301,0.10305964,0.09247301,0.47515202,0.17879560072773606,0.5369034,0.37264442,0.20159629
0.29563314,0.42590059740994024,0.031002084,0.6702559,0.22759312,0.57007855,0.2209141132548468,0.22483873,0.5298053,0.5590068140993186,0.50881404,0.5580179,0.44766334,0.821088249265295,0.90295506,0.32029057,0.80208045
0.19574526,0.25914341408565855,0.21312514,0.26886758,0.11749089,0.5636577,0.17665015059900904,0.20311007,0.38865933,0.3723265627673437,0.37776828,0.37186086,0.30959827,0.44367926662075596,0.5029535,0.4446392,0.43396518
0.12908012,0.16483081351691864,0.13623609,0.3294655,0.11187117,0.41403997,0.1120565767233946,0.18293521,0.14354132,0.12166204783379521,0.13489513,0.117922164,0.47952333,0.1229397133763828,0.41412306,0.21203518,0.12593864
0.22093904,0.22711620728837925,0.25196505,0.29170364,0.17666787,0.4952675,0.22794877367692643,0.13386853,0.1313813,0.12473838752616123,0.14501911,0.1421236,0.278111,0.2179812430788746,0.4741516,0.45111084,0.22598828
0.08688205,0.09709892029010797,0.11418873,0.27345002,0.036520727,0.4716406,0.08001009880060593,0.13909757,0.07856877,0.07245992875400713,0.09004069,0.07931596,0.29177412,0.07421167445270047,0.5770197,0.3963623,0.06836668
0.1158369,0.17381481261851872,0.14185576,0.22982892,0.060922775,0.46080545,0.09025020541501233,0.22021458,0.381188,0.35811164418883557,0.37278762,0.36470586,0.27484614,0.32084245925054755,0.6342964,0.3369484,0.31677726
0.20121393,0.2209467679053232,0.15614086,0.45476618,0.12463732,0.66355026,0.21030183261810997,0.16729014,0.5035645,0.51158589884141,0.48522475,0.50475144,0.38469785,0.6562966393777984,0.7816334,0.7363844,0.6399093
0.16743973,0.2496236050376395,0.15685749,0.36175382,0.050998084,0.39523223,0.1383335183000111,0.21544427,0.5440354,0.5286381871361813,0.5271155,0.516185,0.42518783,0.46716762803005774,0.5019951,0.5968256,0.45581305
0.08458791,0.1330516866948313,0.08881738,0.3806358,0.06145887,0.25004572,0.05877145752628746,0.14162385,0.70978546,0.6951144304885569,0.6864709,0.6727292,0.22251514,0.225361033521662,0.36627007,0.14898014,0.19044165
0.21748713,0.2517509548249045,0.2625235,0.27949834,0.08725518,0.6036116,0.18411151104669068,0.21688324,0.38613543,0.3750865624913437,0.3574451,0.36038864,0.3911792,0.5105230306313818,0.40709257,0.45350838,0.5101346
0.21032059,0.2603968739603126,0.08419061,0.51954883,0.14783765,0.43507874,0.15026028901561733,0.18952894,0.1266064,0.11710436228956377,0.116090074,0.12306725,0.47918934,0.08746206524772392,0.59281635,0.10841656,0.10066372
0.28458807,0.4133851086614891,0.284859,0.51939607,0.06281878,0.30390757,0.05305857318351439,0.72903883,0.33582023,0.35436704456329554,0.30251768,0.31814754,0.20737779,0.6298948877936933,0.37391806,0.7021189,0.6207107
0.11780894,0.198301560169844,0.06468717,0.41106582,0.15218987,0.2724343,0.06751554905093295,0.3230127,0.14710881,0.12539026746097323,0.15430039,0.14356059,0.17042899,0.0818283149096989,0.5414729,0.30022812,0.08721092
0.10724953,0.09767878523212147,0.08503261,0.40288323,0.07514775,0.44461623,0.09945261596715696,0.13750163,0.13574316,0.12245858775414122,0.1260135,0.11446823,0.47071436,0.09303109558186573,0.5456414,0.43675995,0.103858486
0.14455828,0.16748671325132866,0.12317246,0.28786075,0.14580132,0.61160934,0.14760941885656514,0.12243257,0.11684525,0.10938736906126309,0.13283928,0.12360571,0.34577876,0.12598404755904286,0.37656498,0.19591904,0.1361529
0.10278101,0.08521612647838735,0.084153056,0.26674804,0.122666046,0.532766,0.09739684184381052,0.12360581,0.15843989,0.16780979321902068,0.15794164,0.15616788,0.30520993,0.12674767760486066,0.32182026,0.4522171,0.14501081
0.19939965,0.2092810090718991,0.16107477,0.18281138,0.2874596,0.6119082,0.19943559196613553,0.10005979,0.09881878,0.09268970073102992,0.10715569,0.10071232,0.38372505,0.15081374904882494,0.4460516,0.45457554,0.16537122
0.14281538,0.06969251303074869,0.111557335,0.28166962,0.22864555,0.6777961,0.14350137861008272,0.12380355,0.10228858,0.09233480076651993,0.120829254,0.10841514,0.26112172,0.13980548838832932,0.31317806,0.4526329,0.1509432
0.19559342,0.19838722016127797,0.20012818,0.2483363,0.23315257,0.6686306,0.2252887935173276,0.09121361,0.06129782,0.05408043259195674,0.0603711,0.03989095,0.3762665,0.12405916344354981,0.4929304,0.545661,0.12432931
0.1923776,0.18893150110684986,0.18120013,0.24643777,0.18006343,0.57544494,0.1953811117228667,0.09944367,0.11207667,0.10578006942199306,0.11647405,0.113175444,0.5743449,0.12454994747299684,0.577755,0.44745445,0.13223301
0.18915156,0.13645456635454334,0.28134158,0.31428367,0.10096526,0.4773452,0.1397313583838815,0.23259589,0.092865855,0.100405519959448,0.08549939,0.08030791,0.56303084,0.1355019281301157,0.38403082,0.45182228,0.15394087
0.22342595,0.2331678966832103,0.1815805,0.4460811,0.14766018,0.47175604,0.19701261182075672,0.14321975,0.15909822,0.14688694531130547,0.14211525,0.13934268,0.62749344,0.15980610958836658,0.4359126,0.2051382,0.18486567
0.09043673,0.12208858779114122,0.10366549,0.18042554,0.16660872,0.34028476,0.07554115453246928,0.18256968,0.21757384,0.19819458018054198,0.20676522,0.19898956,0.42158273,0.11609964696597883,0.48835897,0.20069504,0.12883012
0.13038358,0.12302419769758022,0.07416719,0.42697597,0.12518823,0.5471586,0.1445265186715911,0.089578,0.05556052,0.04936572806342719,0.07021925,0.058494788,0.3878232,0.06727051403623086,0.59862137,0.47429943,0.07263101
0.10711017,0.1321584267841573,0.15391488,0.18322556,0.11641374,0.3851692,0.0936593616195617,0.15091793,0.16887061,0.15763729423627057,0.15195303,0.1415338,0.500427,0.09754983585299015,0.5960107,0.32188988,0.101997435
0.08501884,0.04966760503323949,0.095555305,0.2852242,0.1367886,0.45836952,0.07763260465795628,0.13581884,0.39875004,0.37801300219869977,0.35999584,0.35025197,0.38490108,0.15921363955281836,0.46892452,0.27419662,0.16492048
0.19341353,0.17483131251686873,0.14376989,0.46027935,0.16843146,0.6339526,0.20581959234917555,0.12642656,0.2764689,0.26396430360356965,0.2321155,0.20211369,0.7781012,0.32915491974929517,0.36254692,0.59533215,0.3637359
0.17339504,0.3302840869715913,0.12940176,0.2543651,0.14975186,0.4369394,0.219716383182983,0.0947976,0.6094446,0.5836542416345758,0.5375134,0.5227184,0.6130947,0.46065416763925005,0.4205718,0.56117344,0.47478178
0.13519308,0.11823839817616018,0.08457209,0.29573908,0.15706468,0.56085247,0.11767067706024063,0.14642866,0.20558883,0.19861574013842598,0.2123057,0.21343741,0.20335454,0.17567537054052224,0.59375525,0.3902235,0.18451071
0.07937156,0.07862012813798717,0.10192561,0.22630924,0.09972503,0.3721289,0.05949081856944912,0.15949051,0.18096882,0.16529567347043264,0.17922877,0.1689393,0.33085614,0.1101001116060067,0.46120787,0.36572456,0.10835883
0.14587477,0.18744875125512486,0.08082184,0.3799187,0.1853436,0.3305491,0.14726396883583814,0.15253758,0.41652596,0.41094951890504805,0.42633322,0.43310255,0.1997772,0.2554137853248271,0.36641884,0.19611835,0.24309352
0.11249541,0.06527431347256865,0.105561644,0.26961017,0.15030451,0.54666376,0.10549668132980088,0.13453664,0.21850468,0.20788541921145806,0.21488209,0.20515555,0.28996703,0.1414040584842435,0.5070834,0.5187311,0.14776243
0.28523585,0.30834352916564706,0.24883042,0.2657718,0.35246608,0.6742548,0.32309003938540237,0.06578011,0.35067213,0.3347865665213433,0.35633025,0.34578007,0.46276125,0.558288533497312,0.548779,0.50413513,0.56209224
0.07546009,0.09711698028830197,0.05427392,0.27909964,0.0588991,0.434032,0.06890164413409865,0.1369264,0.24184783,0.21819872818012717,0.23689552,0.22436514,0.25797886,0.0804211698252702,0.4364295,0.31477737,0.07897608
0.120423585,0.15324546467545352,0.08240781,0.41344672,0.11966412,0.4204893,0.1326453279587197,0.09795187,0.09834281,0.1006176149382385,0.11703699,0.12022388,0.20035905,0.0794290747657445,0.5042753,0.20591831,0.067456946
0.30364805,0.24627137537286245,0.32313815,0.22011177,0.3212069,0.7866688,0.2989471179368271,0.103064254,0.102629185,0.09815912418408757,0.113608904,0.09161338,0.5633276,0.19754098185245894,0.43759727,0.6024866,0.2203542
0.09303235,0.08644943535505646,0.10119368,0.2879997,0.06585489,0.5219832,0.08549200512952031,0.14382093,0.18832217,0.1741811625818837,0.1728085,0.15721977,0.34432113,0.11296979277818757,0.43408537,0.4487648,0.12740298
0.18593316,0.14294446570555344,0.2340206,0.31069225,0.15812226,0.5132602,0.17065364023921842,0.17294669,0.09208603,0.08766811123318888,0.12085265,0.120643385,0.1980233,0.15262060915723655,0.32969427,0.40194798,0.15602292
0.05234514,0.03895362810463719,0.11974971,0.29212877,0.025506996,0.41876015,0.06255300375318022,0.13019703,0.36030483,0.3430529456947054,0.38427475,0.36749578,0.29484203,0.11132316667939,0.23455667,0.24692726,0.08240921
0.15703666,0.14800980519901946,0.11539516,0.39022964,0.11935264,0.49187124,0.14301494858089692,0.121721506,0.13954774,0.14524975547502444,0.13656992,0.14140989,0.22408895,0.1405230984313859,0.42637253,0.38969135,0.14218977
0.24210635,0.23506913649308633,0.23331298,0.52295923,0.10177022,0.42700645,0.12268818136129088,0.39697528,0.31192178,0.3124377687562231,0.29242775,0.29720747,0.77439487,0.47207176832430614,0.4552474,0.61218834,0.4968962
0.16539383,0.17746900225309978,0.16581601,0.32204705,0.097826034,0.4439725,0.1421148885268933,0.1476948,0.1091675,0.10265683973431601,0.10084004,0.09955658,0.36403024,0.10098447605906857,0.43319082,0.3334427,0.12110099
0.4614743,0.5613824738617527,0.4729861,0.5733908,0.22288546,0.36328554,0.23970629438237767,0.6607693,0.1969901,0.22611549738845024,0.19086729,0.22617422,0.19594765,0.5895477353728642,0.39628744,0.3650446,0.5946309
0.18208241,0.2641544935845506,0.15065996,0.34972268,0.08480023,0.4962235,0.1943191116591467,0.1643528,0.38651556,0.3628390337160966,0.33471897,0.3235457,0.8118142,0.40490188429411306,0.56663895,0.60174847,0.42866454
0.19422635,0.2109599489040051,0.16035143,0.4087161,0.20665784,0.45557833,0.2173351130401068,0.0888467,0.26324272,0.2633334136666586,0.24370515,0.25087053,0.49298558,0.37660160259609615,0.46964884,0.29905796,0.38179454
0.122235686,0.18775598122440187,0.043958724,0.3224032,0.10740775,0.45904997,0.0827047199622832,0.19078343,0.09593826,0.06749171825082817,0.10796976,0.08458283,0.1487214,0.061891395713483746,0.36695242,0.29876995,0.05424534
0.14839181,0.22699997730000226,0.078321025,0.3302809,0.15440784,0.41443866,0.15445408926724535,0.1150706,0.35232443,0.302877219712278,0.32286945,0.28540123,0.7822207,0.2663091559785494,0.5671296,0.50111675,0.26953405
0.2097573,0.22336677766332222,0.26494256,0.25145304,0.12579602,0.6597261,0.21411951284717076,0.1494908,0.1527779,0.14558643544135647,0.13208376,0.12908122,0.60285056,0.22875234372514064,0.5227976,0.34475517,0.24051932
0.12054065,0.10297290970270902,0.076764554,0.2767906,0.14481854,0.5571301,0.11280273676816421,0.10926861,0.091663,0.08915782108421788,0.104139365,0.09440149,0.2586903,0.11628695697721743,0.36620712,0.5233221,0.11769061
0.14903605,0.16567192343280762,0.14259897,0.39930534,0.12263848,0.41954884,0.14414197864851874,0.13848475,0.12628128,0.11493072250692775,0.11887685,0.1134829,0.40192562,0.1074817264489036,0.5281358,0.3169737,0.11875951
0.11807427,0.08683723131627685,0.081549905,0.22805251,0.1924169,0.61782795,0.11714985202899113,0.10220419,0.11269322,0.1311151368884863,0.11602291,0.114396505,0.16939864,0.1431561485893689,0.2939105,0.46378517,0.15502958
0.21270236,0.200402329959767,0.16323544,0.40922648,0.22372888,0.58328485,0.23697246421834786,0.07857394,0.3550547,0.3514126148587385,0.31096673,0.3241486,0.446812,0.45366212721972765,0.3711071,0.42068863,0.47841334
0.28826776,0.20425522957447703,0.32766828,0.2904303,0.28793362,0.7046852,0.26558054593483277,0.12722419,0.12739627,0.12243113775688622,0.12522832,0.0979405,0.6411373,0.17715223062913385,0.5166669,0.6184025,0.19618732
0.11453113,0.11538330846166914,0.101273045,0.26002324,0.12767391,0.43726838,0.08428325505699531,0.17934379,0.1623911,0.1618912038108796,0.13960038,0.13610695,0.455166,0.09817489089049346,0.28313828,0.36540508,0.12238142
0.22309124,0.26889575311042463,0.17981127,0.35307673,0.16969374,0.53736055,0.26580645594838737,0.037053026,0.29590338,0.28316265168373483,0.2914332,0.28711456,0.47909573,0.44682967680978064,0.5244193,0.6476536,0.45571622
0.20844245,0.1823636117636388,0.28899977,0.4272886,0.10267657,0.45673692,0.14368270862096252,0.29962027,0.1208225,0.11898495810150418,0.10507118,0.10363943,0.59033024,0.14477642868658572,0.3929248,0.21501827,0.160679
0.117288955,0.11330946866905313,0.23706472,0.22215609,0.01861262,0.32965672,0.02228403133704188,0.37206262,0.25138414,0.22991857700814228,0.22776586,0.220823,0.4096316,0.1927783915667035,0.3399768,0.23461723,0.20718773
0.12150236,0.1428769057123094,0.11168085,0.28182247,0.11803129,0.5369088,0.1232850033971002,0.14794539,0.3234815,0.30507186949281306,0.28966016,0.27153718,0.46677408,0.25716106542966394,0.4452014,0.49542332,0.27075002
0.178128,0.11294150870584913,0.13151346,0.41501045,0.2072768,0.591846,0.1587619595257176,0.14780076,0.20926782,0.202550109744989,0.18694146,0.17932236,0.3333764,0.21112456266747376,0.49558926,0.35000324,0.22867621
0.14956458,0.14957322504267748,0.07331938,0.49740046,0.17724997,0.39669198,0.10134206608052397,0.23501551,0.2262317,0.2221546677845332,0.22721651,0.23429239,0.107900895,0.2194286231657174,0.69818974,0.298028,0.22059672
0.112491734,0.13524363647563634,0.101181686,0.25943536,0.08812178,0.5808783,0.12003948720236925,0.112957306,0.06713211,0.05854312114568788,0.07097709,0.05706925,0.31016496,0.0853565651213939,0.35457945,0.4639988,0.09562828
0.34940115,0.33324488667551133,0.38149762,0.3627406,0.26795337,0.7593118,0.35622214137332847,0.115632616,0.1918016,0.17775857222414276,0.19356576,0.18465039,0.55969316,0.43457716607462993,0.6164212,0.41800976,0.45121023
0.27285606,0.20819542918045708,0.29747778,0.5654255,0.17029448,0.3700842,0.14801517888091073,0.38526714,0.045329403,0.044875695512430445,0.06427926,0.06442299,0.64615095,0.05732990743979445,0.5505328,0.26368523,0.06519693
0.1139382,0.10929840907015909,0.127119,0.23231566,0.11214574,0.54161406,0.11384316683059001,0.14309582,0.25783876,0.2315038168496183,0.2648679,0.24730799,0.30321538,0.2258104235486254,0.47982788,0.42493916,0.22704631
0.096148215,0.09486425451357455,0.07629834,0.31710586,0.1402656,0.508376,0.10427389125643348,0.14691195,0.16496654,0.1582860841713916,0.15489222,0.14469832,0.32689536,0.1142796068567764,0.36942577,0.29253292,0.13194051
0.11132336,0.10934373406562659,0.12090145,0.23373815,0.091027856,0.58830386,0.08996312139778728,0.16957946,0.11598554,0.10868910313108969,0.12283629,0.11135189,0.20072472,0.12827206769632407,0.31464624,0.42522812,0.13430117
0.6318333,0.609202379079762,0.57688594,0.46451384,0.5982628,0.7975633,0.6435044786102687,0.031106725,0.087100364,0.06150035684996431,0.11892702,0.09070958,0.6539117,0.3265797395947844,0.31196308,0.28851032,0.35316572
0.15815881,0.15894316410568357,0.093300104,0.37642866,0.16447566,0.60268694,0.15218700913122055,0.120790154,0.04534457,0.048567085143291486,0.07166472,0.06512779,0.33845806,0.09684393581063615,0.54815865,0.49489212,0.092860825
0.09955454,0.0898614910138509,0.07949805,0.18577772,0.16276471,0.6650058,0.07348449940906997,0.20584938,0.071959086,0.04712753528724647,0.091304466,0.06216131,0.33208752,0.08951449937086997,0.34376812,0.53267574,0.08202304
0.12491867,0.11700807829919216,0.14859654,0.3054073,0.13505164,0.22370727,0.0554471683268301,0.27366355,0.28358996,0.2786873921312608,0.24794215,0.25957277,0.3953823,0.10758150245489015,0.6420541,0.33307266,0.1272112
0.17058165,0.23016965698303427,0.029053066,0.49931532,0.16859728,0.55298066,0.14584325875059553,0.16170555,0.402982,0.4300176369982363,0.3726099,0.40887135,0.28186715,0.4800176588010595,0.7493987,0.31833267,0.47849163
0.15393893,0.20390570960942903,0.12318605,0.19414291,0.23461065,0.5162212,0.17661707059702422,0.08661508,0.26599845,0.2594738940526106,0.2426032,0.24033885,0.6037581,0.25320594519235673,0.64138746,0.2970848,0.25018775
0.08257105,0.08460463153953683,0.09407026,0.33207133,0.07801753,0.39508918,0.10220191613211498,0.108416505,0.61710507,0.5877875112212488,0.6261602,0.59512526,0.34141204,0.23455275407316525,0.13424826,0.32709503,0.2047665
0.5895561,0.6542748345725165,0.572551,0.6045079,0.45563135,0.4840828,0.5133587308015238,0.38188022,0.07604821,0.0601876689812331,0.10245224,0.095406465,0.66199017,0.2965702877942173,0.91139746,0.692256,0.34288043
0.11980094,0.07563359243664075,0.10928957,0.24663007,0.1625801,0.55747145,0.10045843602750616,0.14242814,0.09742445,0.09252482474751753,0.11044048,0.0947968,0.17648648,0.12736732764203967,0.19054651,0.4247055,0.14435022
0.07487931,0.08922083107791688,0.07428825,0.35217336,0.08872113,0.42111373,0.06627971397678285,0.15222286,0.20303905,0.17225547277445272,0.18403707,0.1523101,0.3713244,0.12820026769201606,0.31002665,0.26503468,0.13899916
0.1809048,0.12719422728057725,0.34237725,0.2461841,0.11722736,0.3292546,0.1336118980167139,0.29623714,0.08806393,0.07946719205328079,0.085295,0.07958244,0.41622326,0.10342246620534797,0.6578398,0.6713333,0.12253775
0.1429705,0.1307528169247183,0.1296368,0.35098663,0.12099883,0.5026375,0.10014327600859657,0.20887962,0.18984595,0.17795577220442277,0.17902036,0.18246616,0.29370546,0.1690364301421858,0.41404915,0.12299156,0.16710421
0.14869845,0.14697442530255747,0.08776387,0.25561863,0.21630123,0.52993685,0.10083018104981085,0.20008796,0.1738456,0.16339066366093363,0.17666236,0.1747736,0.31689632,0.14663707879822474,0.4955902,0.3431759,0.17015558
0.0816113,0.09854029614597037,0.06177091,0.24427398,0.08068411,0.48241007,0.0695271681716301,0.16965145,0.10199844,0.09413119058688094,0.10828531,0.09936318,0.33598894,0.06567091394025484,0.4472599,0.5376129,0.07113145
0.14103523,0.15430949456905055,0.11731792,0.39685264,0.077255026,0.42250267,0.13769320826159248,0.09229551,0.2887298,0.25760797423920256,0.2437716,0.21471381,0.87500775,0.24754981485298888,0.36351442,0.46964073,0.24911737
0.1339874,0.19285862071413792,0.112555414,0.29987782,0.12983662,0.39826098,0.1389825383389523,0.121474355,0.32271665,0.299629420037058,0.28919026,0.2790597,0.5435952,0.2820783469247008,0.58810616,0.3922224,0.28764138
0.19858208,0.18044619195538078,0.18961382,0.30742323,0.2384416,0.65306246,0.23123236387394183,0.08891556,0.015433965,0.03161600683839932,0.025985714,0.022937983,0.24547023,0.09021366541281993,0.32731915,0.54979897,0.10704646
