AFP,Input,Output,Enquiry,File,Interface,Added,Changed,PDR_AFP,PDR_UFP,NPDR_AFP,NPDU_UFP,Duration,N_effort,Resource_1,Resource_3,Resource_4,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_4,Generated_Var_7,Generated_Var_8,Generated_Var_9,Generated_Var_12,Generated_Var_15,Generated_Var_16,Effort
306.0,51.0,105.0,0.0,105.0,45.0,306.0,0.0,6.8,6.8,6.8,6.8,24.0,2082.0,0.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,2082
244.0,68.0,78.0,22.0,62.0,14.0,244.0,0.0,0.8,0.8,0.8,0.8,7.0,191.0,0.0,0.0,1.0,-0.313527,4.548533,-1.0145352,-1.879075,-2.4932413,-1.3890265,-2.3134673,0.18178445,3.3193955,2.0796413,191
98.0,21.0,46.0,3.0,44.0,0.0,114.0,0.0,30.3,26.1,36.6,31.4,15.0,3583.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,2974
331.0,100.0,44.0,61.0,107.0,0.0,312.0,0.0,1.0,1.1,1.2,1.3,2.0,395.0,1.0,0.0,0.0,-0.64184767,0.6874193,-0.5204532,-0.06999928,-0.1932317,-0.47458676,-1.107563,-0.23017468,0.7162852,-0.61326236,328
101.0,16.0,5.0,39.0,52.0,0.0,112.0,0.0,4.0,3.6,4.0,3.6,8.0,406.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,406
192.0,9.0,102.0,0.0,10.0,77.0,198.0,0.0,9.3,9.0,11.2,10.9,8.0,2151.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,1785
60.0,39.0,4.0,0.0,14.0,10.0,39.0,22.0,7.9,7.0,7.9,7.0,8.0,471.0,0.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,471
180.0,74.0,18.0,33.0,57.0,0.0,153.0,29.0,3.9,3.8,3.9,3.8,5.0,700.0,0.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,700
118.0,43.0,71.0,7.0,0.0,0.0,38.0,83.0,4.9,4.8,5.9,5.8,2.0,698.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,579
73.0,43.0,10.0,4.0,15.0,0.0,6.0,66.0,16.6,16.8,20.0,20.3,3.0,1459.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,1211
143.0,63.0,0.0,27.0,45.0,0.0,14.0,121.0,8.0,8.4,9.6,10.2,4.0,1372.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,1139
2190.0,706.0,648.0,236.0,235.0,0.0,1825.0,0.0,6.6,8.0,7.6,9.1,19.0,16690.0,0.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,14520
9.0,0.0,10.0,0.0,0.0,0.0,5.0,5.0,26.6,23.9,26.6,23.9,2.0,239.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,239
203.0,21.0,167.0,3.0,10.0,0.0,201.0,0.0,6.2,6.3,7.5,7.6,5.0,1520.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,1262
162.0,64.0,36.0,9.0,28.0,20.0,157.0,0.0,10.8,11.2,10.8,11.2,8.0,1754.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,1754
183.0,60.0,21.0,29.0,71.0,0.0,181.0,0.0,8.3,8.4,10.0,10.1,6.0,1824.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,1514
59.0,36.0,21.0,0.0,0.0,0.0,6.0,51.0,11.3,11.7,13.6,14.1,8.0,804.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,667
412.0,198.0,14.0,99.0,91.0,10.0,412.0,0.0,14.2,14.2,14.2,14.2,20.0,5864.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,5864
348.0,198.0,14.0,33.0,77.0,0.0,10.0,312.0,2.8,3.0,3.4,3.6,3.0,1172.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,973
2529.0,554.0,513.0,66.0,703.0,220.0,2056.0,0.0,2.1,2.6,2.1,2.6,13.0,5333.0,0.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,5333
250.0,28.0,92.0,57.0,0.0,30.0,164.0,43.0,7.1,8.6,7.1,8.6,8.0,1775.0,0.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,1775
206.0,0.0,199.0,0.0,0.0,5.0,100.0,104.0,1.0,1.0,1.2,1.2,5.0,246.0,1.0,0.0,0.0,-0.12985432,0.28949997,-0.3425054,-0.13361955,-0.06363548,-0.14302576,-0.290463,-0.10321095,0.08545438,-0.073021896,204
617.0,184.0,136.0,103.0,133.0,0.0,377.0,179.0,5.1,5.7,6.1,6.8,7.0,3793.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,3148
173.0,0.0,78.0,10.0,17.0,72.0,177.0,0.0,50.4,49.2,60.7,59.3,12.0,10501.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,8716
286.0,45.0,156.0,27.0,37.0,0.0,265.0,0.0,5.1,5.5,5.1,5.5,6.0,1464.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,1464
52.0,13.0,17.0,6.0,10.0,5.0,20.0,16.0,26.1,26.6,31.5,32.1,2.0,1636.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,1358
45.0,6.0,28.0,0.0,0.0,25.0,59.0,0.0,6.2,4.8,6.2,4.8,7.0,281.0,0.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,281
104.0,30.0,7.0,48.0,15.0,0.0,0.0,100.0,22.3,23.2,26.9,28.0,5.0,2796.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,2321
465.0,234.0,44.0,104.0,118.0,0.0,431.0,15.0,8.7,8.1,10.5,9.8,13.0,4884.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,4054
2145.0,862.0,63.0,491.0,518.0,300.0,2234.0,0.0,1.1,1.1,1.1,1.1,84.0,2400.0,0.0,0.0,1.0,0.64575845,6.0760627,-1.404391,-1.2160938,-1.2674344,-2.6412134,-1.4603987,-2.6379507,3.9230797,3.373536,2400
283.0,20.0,125.0,39.0,91.0,17.0,292.0,0.0,20.0,19.3,20.0,19.3,13.0,5650.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,5650
109.0,0.0,84.0,0.0,17.0,5.0,47.0,59.0,14.0,14.4,16.9,17.3,2.0,1837.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,1525
160.0,0.0,21.0,72.0,25.0,40.0,74.0,68.0,3.0,3.0,3.6,3.6,2.0,575.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,477
65.0,0.0,64.0,0.0,0.0,0.0,54.0,10.0,7.7,7.9,9.3,9.5,2.0,606.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,503
366.0,160.0,27.0,96.0,72.0,0.0,260.0,84.0,23.1,23.9,27.9,28.7,10.0,10205.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,8470
63.0,18.0,10.0,3.0,28.0,0.0,16.0,43.0,12.3,13.2,14.9,15.9,3.0,937.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,778
309.0,126.0,13.0,59.0,153.0,30.0,381.0,0.0,8.4,6.8,8.4,6.8,7.5,2597.0,0.0,0.0,1.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,2597
610.0,137.0,174.0,117.0,147.0,0.0,575.0,0.0,1.6,1.7,1.6,1.7,3.0,950.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,950
562.0,165.0,125.0,93.0,119.0,0.0,502.0,0.0,10.2,11.4,10.2,11.4,13.0,5727.0,0.0,1.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,5727
156.0,21.0,38.0,39.0,7.0,41.0,146.0,0.0,13.1,14.0,15.8,16.8,4.0,2458.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,2040
75.0,30.0,5.0,19.0,21.0,0.0,40.0,35.0,49.0,49.0,59.1,59.1,8.0,4430.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,3677
136.0,42.0,64.0,0.0,21.0,0.0,0.0,127.0,4.2,4.5,5.1,5.4,2.0,687.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,570
96.0,13.0,56.0,0.0,10.0,40.0,119.0,0.0,12.7,10.3,47.2,38.1,8.0,4530.0,0.0,0.0,0.0,-17.731066,-14.808554,-17.084528,18.725195,-0.20182225,-39.805927,-10.7507305,-18.622347,4.021996,-33.507236,1223
78.0,24.0,24.0,9.0,21.0,0.0,78.0,0.0,12.5,12.5,13.9,13.9,4.0,1084.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,976
51.0,42.0,0.0,14.0,0.0,0.0,20.0,36.0,7.6,6.9,9.1,8.3,12.0,466.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,387
1092.0,356.0,84.0,170.0,669.0,21.0,1300.0,0.0,4.0,3.4,4.9,4.1,13.0,5320.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,4416
134.0,42.0,11.0,32.0,35.0,14.0,134.0,0.0,2.1,2.1,2.6,2.6,8.0,345.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,286
75.0,24.0,9.0,0.0,36.0,0.0,0.0,69.0,4.1,4.4,4.9,5.3,5.0,367.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,305
88.0,18.0,20.0,0.0,43.0,0.0,36.0,45.0,1.5,1.6,1.8,1.9,7.0,155.0,1.0,0.0,0.0,-0.3735384,0.37125015,-0.45266572,0.026136942,0.0027218387,0.0043672994,-0.7412128,-0.22081669,0.1579417,-0.22896159,129
3088.0,1061.0,1009.0,772.0,241.0,5.0,544.0,2544.0,1.4,1.4,1.4,1.4,8.0,4266.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,4266
82.0,25.0,46.0,0.0,14.0,15.0,100.0,0.0,5.4,4.4,5.4,4.4,3.0,440.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,440
110.0,30.0,66.0,0.0,7.0,0.0,18.0,85.0,12.4,13.2,12.4,13.2,2.0,1362.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,1362
308.0,153.0,83.0,0.0,112.0,10.0,236.0,122.0,8.2,7.1,8.2,7.1,6.0,2533.0,0.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,2533
143.0,75.0,32.0,3.0,62.0,0.0,172.0,0.0,1.6,1.3,1.6,1.3,10.0,225.0,1.0,0.0,0.0,-0.058128454,1.741742,-0.57830006,-0.62589103,-0.5561219,-0.54360974,-0.52734077,-0.18490534,1.0033157,0.7413639,225
826.0,292.0,326.0,155.0,32.0,0.0,396.0,139.0,13.4,13.7,13.4,13.7,13.0,11045.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,11045
3460.0,484.0,1831.0,318.0,208.0,142.0,2756.0,227.0,9.5,11.0,9.5,11.0,24.0,32760.0,0.0,0.0,1.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,32760
73.0,15.0,32.0,0.0,28.0,5.0,80.0,0.0,28.1,25.7,33.9,30.9,8.0,2475.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,2054
64.0,4.0,56.0,0.0,7.0,0.0,11.0,56.0,3.9,3.8,3.9,3.8,7.0,252.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,252
497.0,122.0,28.0,113.0,273.0,10.0,454.0,92.0,4.8,4.3,4.8,4.3,8.0,2362.0,0.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,2362
288.0,201.0,0.0,36.0,76.0,0.0,99.0,214.0,8.5,7.9,10.3,9.5,5.0,2963.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,2459
494.0,134.0,62.0,140.0,91.0,67.0,494.0,0.0,17.6,17.6,17.6,17.6,21.0,8706.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,8706
130.0,60.0,65.0,0.0,0.0,0.0,14.0,111.0,5.9,6.2,5.9,6.2,6.0,770.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,770
204.0,47.0,43.0,6.0,29.0,104.0,229.0,0.0,39.8,35.4,39.8,35.4,36.0,8111.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,8111
17.0,12.0,5.0,0.0,0.0,0.0,17.0,0.0,44.8,44.8,44.8,44.8,11.0,762.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,762
60.0,10.0,25.0,0.0,31.0,5.0,71.0,0.0,2.3,1.9,2.7,2.3,1.0,164.0,1.0,0.0,0.0,-0.16911769,0.60570276,-0.45691437,-0.22550458,-0.17561322,-0.15595984,-0.48814276,-0.18656847,0.3187629,0.12504344,136
73.0,0.0,20.0,36.0,10.0,0.0,56.0,10.0,4.9,5.4,5.9,6.5,1.0,431.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,358
169.0,32.0,14.0,25.0,28.0,70.0,169.0,0.0,2.8,2.8,3.4,3.4,6.0,580.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,481
1351.0,379.0,449.0,271.0,219.0,20.0,1173.0,29.0,2.4,2.4,2.8,2.9,8.0,3842.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,3189
2087.0,862.0,444.0,303.0,437.0,0.0,2046.0,0.0,10.8,11.0,10.8,11.0,9.0,22500.0,0.0,0.0,1.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,22500
253.0,72.0,0.0,107.0,29.0,44.0,252.0,0.0,46.3,46.3,49.8,49.8,13.0,12601.0,1.0,0.0,0.0,-0.1390612,0.2829538,-0.32783958,-0.13563305,-0.056942508,-0.19394416,-0.24350002,-0.11847406,0.04235261,-0.11749708,11719
102.0,37.0,26.0,10.0,29.0,0.0,102.0,0.0,1.8,1.8,2.4,2.4,5.0,244.0,1.0,0.0,0.0,-0.16838004,0.22873363,-0.3725887,-0.07630576,-0.002742447,-0.074212566,-0.3792406,-0.17712724,0.037203558,-0.13113979,183
