size_D,duration_D,nlan,t01,t03,t07,t08,t09,t10,t11,t12,t13,t14,t15,app_CustServ,app_InfServ,app_TransPro,har_Multi,har_Network,har_PC,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_4,Generated_Var_5,Generated_Var_6,Generated_Var_7,Generated_Var_8,Generated_Var_9,Generated_Var_10,Generated_Var_11,Generated_Var_12,Generated_Var_13,Generated_Var_14,Generated_Var_15,Generated_Var_16,Generated_Var_17,Generated_Var_18,Generated_Var_19,Generated_Var_20,Generated_Var_21,Generated_Var_22,Generated_Var_23,Generated_Var_24,Generated_Var_25,Generated_Var_26,Generated_Var_27,Generated_Var_28,effort_D
181.0,13.0,2.0,2.0,2.0,2.0,5.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,48.299976,138.20598,59.014046,186.72452,-147.70125,-40.70639,-96.000725,36.42729,142.9855,94.00533,-79.42184,87.222626,-158.28017,-158.37198,278.37787,-172.80594,-227.26456,137.22318,-112.31715,-103.38712,-88.07346,-124.7444,-53.87777,-73.04152,134.94969,64.73415,-25.059387,-159.09085,4300
739.0,21.0,1.0,5.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,55.77223,145.67314,62.748856,196.35406,-145.4572,-41.05142,-94.37502,45.62603,144.51279,95.44499,-78.882126,88.589775,-162.36145,-163.12749,286.79745,-178.65349,-236.27039,146.07172,-116.76406,-109.882706,-95.812126,-124.16839,-53.916924,-67.824524,144.48723,71.76934,-25.46249,-168.28064,4150
108.0,7.0,2.0,2.0,2.0,1.0,4.0,4.0,3.0,4.0,4.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,11.712486,30.381245,12.984062,41.316673,-31.531883,-8.96217,-20.206976,8.759149,30.816917,20.334475,-16.609755,18.957045,-34.512417,-34.621056,60.92443,-37.899017,-50.202774,30.771156,-24.59255,-22.980352,-19.63661,-26.623972,-11.698716,-15.074521,30.171904,14.716464,-5.59075,-35.37854,900
48.0,10.0,3.0,2.0,3.0,2.0,4.0,4.0,3.0,5.0,3.0,3.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,7.4652486,19.148613,8.177088,26.314735,-20.42676,-5.8590865,-12.930406,5.2492304,19.726328,13.019409,-10.550594,12.1226015,-22.124184,-22.242817,39.00471,-24.210836,-32.159626,19.639847,-15.630236,-14.492506,-12.340399,-17.077372,-7.6265144,-9.891206,19.051964,9.236917,-3.655628,-22.605272,583
249.0,19.0,2.0,2.0,2.0,3.0,5.0,4.0,3.0,3.0,4.0,2.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,31.36845,85.50573,36.748558,115.651184,-88.99054,-24.902147,-57.7134,24.179514,87.01658,57.39407,-47.814632,53.17736,-96.74792,-97.18114,170.81395,-106.066765,-140.16614,85.4067,-69.13996,-64.24544,-55.12668,-75.404366,-32.790127,-42.925316,84.18085,41.08739,-15.275657,-98.74318,2565
371.0,11.0,2.0,3.0,3.0,3.0,3.0,5.0,5.0,2.0,4.0,3.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,48.70627,134.44853,57.700066,181.63266,-140.15414,-39.07472,-91.042336,37.82624,136.89334,90.26394,-75.43166,83.69105,-152.23679,-152.7057,268.49384,-166.91422,-220.20947,134.01636,-108.6497,-100.933586,-86.58984,-118.82513,-51.477592,-67.845245,132.16972,64.30598,-23.969076,-155.01125,4047
211.0,13.0,1.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,19.925793,52.03483,22.405945,70.4339,-53.10726,-15.040602,-34.260452,15.486484,52.33112,34.540325,-28.44571,32.07746,-58.44944,-58.826218,103.43592,-64.28311,-85.174614,52.33703,-41.927357,-39.31957,-33.824814,-45.101017,-19.694706,-25.126488,51.579742,25.38501,-9.235291,-60.265194,1520
1849.0,32.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,298.90845,849.5431,364.66837,1147.1711,-893.9569,-247.0313,-582.86884,233.83577,869.4883,572.9898,-482.8354,531.163,-965.1084,-967.3423,1699.9706,-1057.1201,-1391.3912,843.2238,-687.1132,-635.986,-545.5622,-757.1165,-326.9676,-436.85315,831.2824,402.99783,-151.47104,-977.46985,25910
2482.0,38.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,426.84784,1218.6483,522.9084,1645.605,-1285.3588,-354.84216,-838.32306,333.26492,1249.0488,823.04407,-694.1889,762.8115,-1385.7878,-1388.674,2440.274,-1517.3481,-1996.6665,1208.8926,-986.09674,-911.7563,-781.78973,-1088.2433,-469.8206,-629.4134,1191.673,577.0442,-217.52925,-1401.8787,37286
434.0,40.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,166.42993,479.7847,203.5116,646.8062,-515.1917,-140.98926,-334.33438,124.94443,498.3212,326.14038,-278.39764,304.20514,-551.5379,-550.5634,968.4839,-600.9608,-787.79663,476.2609,-390.48047,-359.44815,-305.6271,-434.88354,-187.55132,-256.4288,467.34818,221.86143,-87.498924,-551.41284,15052
292.0,29.0,3.0,4.0,4.0,3.0,4.0,5.0,5.0,3.0,4.0,4.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,122.087105,351.2883,148.78334,473.49786,-377.66138,-103.36111,-244.84564,91.11342,365.22986,238.88332,-203.97577,222.96248,-404.21597,-403.31934,709.6202,-440.2489,-577.0117,348.87427,-286.06924,-263.28436,-223.62163,-318.7286,-137.46127,-188.18056,342.2219,162.11647,-64.23245,-403.78525,11039
2954.0,14.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,5.0,3.0,2.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,241.36877,641.96027,276.71622,865.1847,-646.85583,-181.5563,-420.15872,196.99382,639.52264,422.09836,-350.7726,392.60297,-716.80005,-720.0164,1266.8693,-790.01404,-1042.5372,642.2046,-514.75183,-484.84863,-420.2056,-551.73846,-238.97176,-304.6054,634.9451,313.35843,-112.058,-740.3659,18500
304.0,14.0,1.0,4.0,2.0,4.0,4.0,5.0,4.0,3.0,4.0,2.0,4.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,104.06077,299.38727,127.1546,403.75278,-320.99475,-87.99783,-208.389,78.23257,310.5484,203.49937,-173.16301,189.5952,-343.8321,-343.28604,603.8937,-374.8853,-491.74704,297.19815,-243.53365,-224.24835,-190.67982,-271.05737,-116.84919,-159.52596,291.85443,138.84982,-54.547367,-344.17398,9369
353.0,28.0,1.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,80.70459,232.08415,99.436195,313.71188,-247.04204,-68.13069,-161.01707,61.829025,239.46292,157.68173,-133.18037,146.02827,-264.99255,-265.57526,466.4541,-289.5417,-381.23563,230.18404,-188.26234,-173.33047,-148.24962,-208.74748,-90.24809,-121.72582,226.60529,109.33957,-41.673553,-267.03522,7184
567.0,16.0,4.0,2.0,2.0,4.0,4.0,5.0,5.0,5.0,4.0,2.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,117.99606,338.63947,145.21364,457.57944,-359.57156,-99.20893,-234.4031,90.910126,348.5783,229.68616,-193.77124,212.67232,-386.21872,-386.9534,679.8479,-422.4785,-555.9739,335.7674,-274.5143,-253.09839,-216.54022,-304.07068,-131.28754,-176.94351,330.83435,159.7838,-60.790813,-389.72855,10447
467.0,13.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,61.165245,169.46541,72.77326,228.92085,-176.66434,-49.177937,-114.86036,47.72799,172.52939,113.75133,-95.21334,105.48076,-191.84372,-192.4632,338.3486,-210.3442,-277.4146,168.8216,-136.91719,-127.18856,-109.198586,-149.77396,-64.88256,-85.53347,166.47829,81.046616,-30.17158,-195.31131,5100
3368.0,45.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,713.6423,2062.884,884.43665,2786.1274,-2190.9778,-603.1284,-1430.059,553.49164,2123.4856,1398.9108,-1182.7014,1295.8119,-2352.649,-2356.2666,4139.8164,-2573.326,-3384.136,2043.2761,-1671.5166,-1540.9187,-1319.2156,-1853.0945,-799.25616,-1079.1798,2013.3788,971.88745,-369.5477,-2371.875,63694
253.0,4.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,4.0,4.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,21.962284,56.95069,24.41111,77.00201,-57.74479,-16.393803,-37.208954,17.220293,56.991283,37.633244,-30.881393,34.99425,-63.970116,-64.19777,112.96582,-70.38903,-93.15939,57.36023,-45.818848,-43.04398,-37.150013,-49.112595,-21.381645,-27.235113,56.59532,27.822224,-10.160235,-66.024895,1651
196.0,10.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,18.881233,49.47797,21.24143,66.979706,-50.675606,-14.3505335,-32.685997,14.569475,49.866413,32.90548,-27.083416,30.571617,-55.705345,-55.976974,98.47904,-61.18889,-81.06255,49.784096,-39.91366,-37.35129,-32.09961,-42.994617,-18.799519,-24.043009,49.040817,24.065111,-8.842838,-57.30186,1450
185.0,12.0,4.0,3.0,2.0,3.0,5.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,21.857792,58.453506,25.025223,79.15734,-60.737514,-17.140705,-39.2133,16.566402,59.41364,39.198845,-32.425335,36.34371,-66.218025,-66.46081,116.890945,-72.597084,-96.07559,58.64609,-47.312126,-43.980312,-37.71559,-51.41738,-22.471266,-29.209755,57.777374,28.154396,-10.551779,-67.716934,1745
387.0,6.0,2.0,2.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,25.479328,64.554665,27.682182,87.06678,-63.809776,-18.071157,-41.33094,20.809912,63.452194,41.97405,-34.211807,39.037254,-72.036644,-71.87641,126.83514,-79.09234,-104.46698,65.13514,-51.92654,-48.816536,-42.7101,-54.39107,-23.897234,-29.33176,64.33213,32.174667,-11.818552,-74.9028,1798
430.0,28.0,2.0,1.0,3.0,4.0,5.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,38.449955,101.68978,43.884083,137.4334,-103.348885,-29.129446,-66.96047,30.55938,101.98911,67.30047,-55.8185,62.477207,-113.866844,-114.67456,201.55962,-125.26484,-165.80286,101.94596,-81.799706,-76.73967,-66.3217,-87.87507,-38.34597,-48.805023,100.58722,49.651745,-17.845385,-117.51118,2957
204.0,6.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,13.812171,34.433228,14.733121,46.63263,-34.283287,-9.790752,-22.057306,11.030852,34.00449,22.456839,-18.181787,20.950647,-38.651653,-38.555862,68.013054,-42.3603,-56.04667,34.99359,-27.785097,-26.052647,-22.770655,-29.087326,-12.9227085,-15.7798395,34.409878,17.184576,-6.4663215,-40.159035,963
71.0,6.0,1.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,4.0,2.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,14.565284,40.032703,17.086336,54.319088,-42.630547,-11.9472475,-27.520132,10.646921,41.329754,27.245966,-22.599743,25.236639,-45.85401,-45.94245,80.757645,-50.09182,-66.2204,40.0831,-32.570904,-30.003468,-25.512518,-35.939167,-15.663648,-20.894442,39.376633,18.986216,-7.3511057,-46.356358,1233
840.0,6.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,5.0,4.0,4.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,46.80264,120.14118,52.14291,160.61008,-116.07703,-33.233578,-75.54,40.015682,117.15967,76.608086,-63.101376,71.565704,-133.12512,-131.31502,234.05334,-145.62828,-191.51373,120.50742,-96.848404,-90.92318,-79.8121,-99.8798,-44.717026,-52.682465,119.44181,60.60922,-23.334982,-138.52232,3240
1648.0,11.0,4.0,4.0,4.0,5.0,3.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,131.72784,348.08313,149.91058,469.04755,-349.8482,-98.41323,-227.06822,107.35892,346.28372,228.63748,-189.55981,212.50114,-388.57593,-390.1642,686.4996,-428.1365,-565.23706,348.4522,-279.11942,-262.84488,-228.10562,-298.53687,-129.30382,-164.38615,344.70145,170.28831,-60.897884,-401.7539,10000
1035.0,8.0,4.0,4.0,4.0,5.0,3.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,88.462234,234.85745,101.14788,316.7231,-237.63469,-66.82249,-154.11337,71.23314,234.6029,154.83594,-128.46005,143.99187,-262.65887,-263.84494,464.35513,-289.4229,-382.1574,235.11575,-188.55472,-177.4389,-153.30177,-202.51703,-87.81433,-112.22949,232.37674,114.38852,-41.158573,-271.02158,6800
548.0,22.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,49.635807,132.16624,56.9396,178.45787,-134.42004,-37.797634,-87.17216,39.594048,132.57333,87.468094,-72.62055,81.26918,-148.07898,-148.90884,261.88184,-162.90688,-215.3825,132.35802,-106.26462,-99.709435,-86.10008,-114.35839,-49.746746,-63.631035,130.65012,64.32369,-23.194902,-152.54736,3850
2054.0,31.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,179.88698,481.89612,207.68845,649.9427,-488.7434,-137.0088,-317.49484,145.51732,482.118,318.09152,-264.81348,295.83698,-539.1767,-541.82135,953.2017,-593.84955,-783.8756,481.86707,-386.88608,-363.7112,-314.46915,-416.2956,-180.54146,-231.30533,476.03098,234.36034,-84.25324,-555.6344,14000
302.0,26.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,65.38833,187.32103,80.36676,253.31575,-199.20291,-55.019886,-129.80759,50.078514,193.11568,127.237915,-107.30498,117.73782,-213.74646,-214.34264,376.40625,-233.64308,-307.77908,185.84897,-151.95837,-139.92719,-119.73012,-168.31915,-72.84244,-98.00984,182.9983,88.46929,-33.642258,-215.68317,5787
1172.0,22.0,3.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,120.5339,328.49774,141.39745,443.31085,-337.33905,-94.19278,-219.30573,96.25214,331.2287,218.45052,-182.47717,202.90544,-369.43698,-371.0163,652.4059,-406.1134,-535.72754,327.79428,-264.4233,-247.27786,-213.20026,-286.74747,-124.23557,-161.35812,323.56686,158.51369,-57.809418,-378.58466,9700
253.0,7.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,15.957654,39.948463,17.190027,53.81602,-39.303555,-11.329713,-25.304129,13.011631,39.350693,25.799606,-21.022646,24.12368,-44.656067,-44.34088,78.52578,-48.814747,-64.51354,40.470737,-32.250835,-30.18488,-26.462214,-33.52094,-15.006839,-18.008945,39.915047,20.01979,-7.6813235,-46.436962,1100
227.0,14.0,2.0,3.0,2.0,3.0,3.0,5.0,5.0,3.0,3.0,2.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,62.54272,179.18388,76.44694,242.00359,-191.51326,-52.752544,-124.4688,47.19773,185.4106,121.8362,-103.10386,113.09883,-205.24663,-205.33418,360.93307,-224.04993,-294.56042,177.87852,-145.62042,-134.04529,-114.23353,-161.75316,-69.85956,-94.76838,174.92819,83.815865,-32.475666,-206.23077,5578
59.0,6.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,12.58826,34.320644,14.603046,46.66164,-36.68601,-10.336398,-23.603102,9.045955,35.5062,23.404692,-19.35401,21.689148,-39.433872,-39.508312,69.429146,-43.0544,-56.978287,34.481934,-27.968113,-25.720982,-21.872355,-30.860426,-13.523844,-18.000616,33.824585,16.271212,-6.363327,-39.864487,1060
299.0,6.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,60.25352,171.36104,73.376396,231.58183,-181.83896,-50.34314,-118.33306,45.957542,176.34784,116.22777,-97.71057,107.59134,-195.49847,-195.77724,344.12128,-213.83069,-281.59485,170.143,-138.99362,-128.15283,-109.50083,-153.77467,-66.45442,-89.40145,167.68784,80.917694,-30.888855,-197.39915,5279
422.0,15.0,1.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,3.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,91.494095,262.73126,112.61234,355.0476,-279.2599,-77.07,-182.01479,70.274086,270.67493,178.34018,-150.42076,165.10802,-299.79898,-300.35498,527.67755,-327.83112,-431.5082,260.5244,-213.04054,-196.30075,-167.87927,-236.10367,-101.95989,-137.50842,256.66205,123.884125,-47.185608,-302.3563,8117
1058.0,9.0,3.0,4.0,3.0,5.0,3.0,4.0,4.0,3.0,5.0,2.0,4.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,108.49527,295.04633,126.89799,398.09604,-302.9103,-84.636665,-196.82841,86.428,297.39664,196.16486,-163.65753,182.2311,-331.88315,-333.09528,585.9593,-364.88007,-481.26544,294.49146,-237.52802,-222.18257,-191.41757,-257.53314,-111.52415,-144.90851,290.77142,142.32967,-52.049812,-340.1016,8710
65.0,9.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,9.953163,26.244846,11.18809,35.788338,-27.752394,-7.890023,-17.740242,7.1637826,26.979574,17.797674,-14.543881,16.519447,-30.104586,-30.193882,53.041374,-32.875965,-43.63718,26.629787,-21.353996,-19.766872,-16.834717,-23.34772,-10.29167,-13.44143,26.00985,12.587971,-4.870741,-30.647442,796
390.0,26.0,3.0,5.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,122.6346,352.90784,150.07806,476.128,-377.9195,-103.751465,-245.53494,92.4509,365.747,239.87465,-203.91699,223.1986,-404.89423,-404.53568,711.42175,-441.5508,-579.6581,350.25922,-286.9741,-264.1241,-224.93973,-319.12332,-137.74965,-187.53836,344.1478,164.14066,-64.14855,-405.81747,11023
193.0,13.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,22.021254,59.0152,25.360836,79.84879,-61.100464,-17.208662,-39.51604,16.87816,59.90198,39.514965,-32.751537,36.597977,-66.654785,-67.008446,117.77173,-73.08923,-96.74939,59.103134,-47.711918,-44.393177,-38.107758,-51.790443,-22.589857,-29.287231,58.25778,28.49065,-10.526462,-68.23578,1755
1526.0,28.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,85.02713,219.61754,95.49423,293.98715,-212.41211,-60.46548,-138.57265,73.41826,214.15607,140.18094,-115.99928,130.95049,-243.00015,-240.57033,427.74524,-266.0026,-349.97208,220.18005,-176.7554,-166.07448,-146.2375,-182.48936,-81.64418,-96.32668,217.9826,110.81669,-41.930378,-253.1216,5931
575.0,13.0,2.0,2.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,56.38399,151.71353,65.29688,204.8097,-155.23108,-43.513096,-100.73765,44.804836,152.68103,100.72274,-83.79026,93.5645,-170.42308,-171.19672,301.12088,-187.39539,-247.47552,151.6936,-122.10535,-114.34651,-98.55078,-131.99051,-57.27938,-73.94107,149.73476,73.467476,-26.734606,-175.01555,4456
509.0,13.0,1.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,46.419376,123.470665,53.17852,166.67627,-125.615265,-35.321545,-81.41458,36.970097,123.83175,81.713326,-67.77017,75.93891,-138.38321,-139.0837,244.67665,-152.31985,-201.28342,123.642494,-99.26785,-93.21004,-80.37456,-106.91022,-46.41044,-59.521595,122.08342,60.0329,-21.701029,-142.52315,3600
583.0,12.0,3.0,1.0,4.0,2.0,3.0,2.0,2.0,2.0,4.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,57.487568,154.94446,66.63872,209.13327,-158.69469,-44.49031,-102.974045,45.60532,156.02075,102.91867,-85.63015,95.587296,-174.14877,-174.87659,307.61105,-191.44995,-252.78682,154.88493,-124.74213,-116.73912,-100.59012,-134.92482,-58.54351,-75.670166,152.90826,74.93743,-27.322807,-178.72705,4557
315.0,14.0,2.0,4.0,5.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,97.47854,280.30762,119.23276,378.17865,-300.1012,-82.40632,-194.96071,73.491295,290.41043,190.5173,-161.79079,177.2542,-321.56897,-321.2337,564.98706,-350.77335,-460.4606,278.20868,-227.91092,-209.8268,-178.60725,-253.45699,-109.328255,-148.89574,273.39798,130.41222,-50.967167,-322.33545,8752
